---||Mysuru||A duo from Mysuru cycle 1,000 kilometers to spread COVID-19 awareness||Mysuru-based cyclist pals, Gurprasad B S and Bharath P N, pedalled over 1,000 kilometers from Mysuru to Tirupati to create awareness about staying fit to prevent getting infected from COVID-19. En route they planted saplings too. The duo started the journey on June 30 and completed it on July 9. Guruprasad says, “We decided to uplift the spirit of many people who have lost their hope since the outbreak of the pandemic, so we decided to pedal 1,000 kilometers and selected Tirupati as a final destination because we wanted to reach people who live in villages, to spread awareness about the need to stay safe to fight against the deadly pandemic. On our way, we requested people to indulge in physical activities for at least one hour a day. We were holding the banner at several places to convey a message to people about safety protocol they need to follow. ” The duo planted saplings in 13 different locations in the vicinity of colleges, schools and police stations. “We wanted people to look after the saplings, so through our NGO Helping Hands, we got in touch with locals and ensured they cared for the saplings,” says Bharath. On what they learnt from this journey in the pandemic, they say, “We have done a lot of long distance cycling. This is the first time we did it for a cause, so it was an ultimate satisfaction when our journey culminated at Tirupati. Despite COVID, the reception we get from people at stopover points is overwhelming, which we will cherish for a lifetime.”||http://timesofindia.indiatimes.com//city/mysuru/a-duo-from-mysuru-cycle-1000-kilometers-to-spread-covid-19-awareness/articleshow/84750280.cms||Vinay Lokesh
---||India||One dead, 12 injured in Jammu and Kashmir accident||JAMMU: One person died and 12 others were injured when a truck and a van carrying labourers from Uttar Pradesh collided head-on in J&K’s Ramban district early Monday. SSP Ramban P D Nitya said, “The accident happened around 6am at Chamalwas Khatana Basti after the truck driver lost control over his vehicle, which hit a tempo coming from the opposite side. The accident resulted in injuries to 13 passengers in the tempo who were labourers from UP’s Bijnor. One of the injured, namely Sajid Ahmed (37), later succumbed to his critical injuries.” The injured were identified as tempo driver Karan Jeet Singh (40), Gajinder Singh (45), Mohd Ayooub (39), Satish Kumar (39), Mustqeem (48), Nazir Ahmed (27), Shah Nawaz (28), Shakeel Ahmed (40), Omesh (24), Akshay (20), Mohd Anwar (35) and Tahir Ahmed (36), all residents of UP. The SSP added that a case was registered at Banihal Police Station and further investigation was on.||http://timesofindia.indiatimes.com//india/one-dead-12-injured-in-jammu-and-kashmir-accident/articleshow/84771896.cms||Sanjay Khajuria
---||Business||RINK Demo Day at KSUM to present ten products||KOCHI: The Research Innovation Network Kerala (RINK) under Kerala Startup Mission (KSUM) is conducting a Demo Day on July 29, facilitating online presentation of ten products before an expert panel. Being organised to boost the commercial prospects of research-based ideas and product, the event in association with the startup-promoting TiE Kerala will see select items from National Institute for Interdisciplinary Science and Technology (NIIST) which is a constituent lab of CSIR. Registrations can be made at https://bit.ly/KSUMRINKDay. NIIST Director A Ajay Ghosh will make the opening remarks at the function, followed by a ten-minute speech by CSIR-NIIST Principal Scientist Mr R S Praveen Raj. The products at the Demo Day will include biodegradable cutleries, cups, glass and plates from agri-waste; dehumidified drier for food/agri produces; modular onsite wastewater treatment-cum-resource recovery unit; compact food-waste biogas plant and manufacturing of gel-bonded gypsum bricks and CLC foam blocks. The second half will see process knowhow for the development of bio-degradable lignocellulose fibre-based mulching mats and sheets for modern farming, process for preparation of white paper, bio-filter technology for industrial odour control and value-added syrups for palm neera and coconut neera, besides ready-to-cook tubers, starchy vegetables and pulses. Each presentation will be of ten minutes, followed by a five-minute question-answer session. Through the event, RINK conceives to make ideas and products commercially viable by facilitating links between research organisations, start-ups, industry, corporate houses and government agencies. KSUM is the nodal agency of the Kerala government for entrepreneurship development and incubation activities in the state.||http://timesofindia.indiatimes.com//business/india-business/rink-demo-day-at-ksum-to-present-ten-products/articleshow/84771901.cms||---
---||India||Four of family feared dead in J&K road mishap||JAMMU: Four members of a family are feared dead after the car in which they were travelling rolled down into a river in J&K’s Ramban district on Monday. The mishap took place near Mehar Bekt in Ramban. SSP Ramban P D Nitya said, “One Swift car, driven by Rakesh Kumar of Paloura in Jammu, accompanied by his wife Asha Rani and sons Sachit Bhagat and Mehul Bhagat, met with an accident near Mehar in Ramban district. As per eyewitnesses, the driver suddenly lost control of the vehicle and it plunged into the river. Teams from district police, Quick Reaction Team (QRT) and J&KDRF (Disaster Response Force) rushed to the spot and launched a massive search and rescue operation but neither the car nor the passengers could be found.” The SSP added that the search operation was still underway.||http://timesofindia.indiatimes.com//india/four-of-family-feared-dead-in-jk-road-mishap/articleshow/84771974.cms||Sanjay Khajuria
---||Business||Aon, Willis halt $30 billion merger over monopoly concerns, delay||NEW DELHI: Aon Plc and Willis Towers Watson Plc on Monday called off a $30 billion merger that would have created the world's largest insurance broker, saying US regulators' objections created unacceptable delay and uncertainty. The decision, hailed by some as an early victory for the Biden administration's Department of Justice, which sued last month to block it, stood at odds with European regulators who recently approved the deal on condition the companies sell assets. Those now-halted sales largely affect broker Arthur J Gallagher & Co. Combining Aon and Willis, which rank second and third in revenue behind Marsh & McLennan Cos Inc, would have created a new leader with $20.3 billion in annual revenue, compared with $17.2 billion for Marsh. Aon will pay Willis a $1 billion termination fee, the timing and financial impact of which was not immediately clear. Aon reports second-quarter results on Friday. Willis said on Monday it would boost share repurchases by $1 billion. "Despite regulatory momentum around the world ... we reached an impasse with the U.S. Department of Justice," Aon Chief Executive Greg Case said in a statement. US Attorney General Merrick Garland called the termination "a victory" because employers "rely on insurance brokers like Aon and Willis Towers Watson for managing the complexities of these health and retirement benefits," he said. Aon declined to comment. Willis did not immediately respond to a request for comment. Aon's shares were up 9.6% at $254.72, while Willis Towers' stock fell 9% to $205.93 in New York trading. Timing issues Though the DOJ argued the combination would broadly reduce competition and lead to higher prices, US District Judge Reggie Walton last week narrowed the trial scope to two issues: whether large US companies would be worse off when buying property, casualty and financial risk coverage; and health-and-benefit coverage for employees. Walton, who has been assigned criminal cases related to the January 6 US Capitol attack, warned that those could be heard before the Aon-Willis-DOJ suit, which risked further delaying the deal's approval. "Since some of (the defendants) are incarcerated, their rights to a speedy trial are going to have to take precedent," Walton said at a July 6 hearing. A lengthy court process of possibly nine months would push the deal's closure well into 2022, and that posed too much risk, according to a person familiar with the matter. Solving the remaining DOJ issues also posed a threat to customers and employees because the businesses are not organized by client size, making selling parts difficult, the source said. "If we had tried to separate out large clients, we would have broken up books of business," the source said, referring to portfolios of policies. This would raise concerns about whether account executives would need to leave Aon with the policies that were sold, or would remain with Aon but lose customers. "The companies were not able to come to an agreement with the DOJ that made economic sense for them," said Piper Sandler analyst Paul Newsome. "I don't think it's more complicated than that." Broader implications The DOJ had also alleged the combination would reduce competition in reinsurance broking, retirement and pension planning and private retiree multi-carrier healthcare exchanges. But the sides had begun finalizing settlement on those issues. In a video to Aon employees, Case said: "The DOJ position is remarkably out of step with the rest of the global regulatory community and we were confident that we would win in court." The halted divestitures included Aon's U.S. retirement unit, US retiree healthcare exchange and its retirement business in Germany, along with Willis's global reinsurance business. Aon also said it had extended by three years the employment contracts of Case and Chief Financial Officer Christa Davies, through April 1, 2026, to provide stability. Some saw the DOJ's victory as a sign of a new tone in Washington. "I applaud Attorney General Garland for his commitment to addressing America's monopoly problem by stopping consolidation and aggressively enforcing the antitrust laws," David Cicilline, chair of the House antitrust subcommittee, said in a statement. Broader implications were felt by companies in the midst of large deals that could also attract the DOJ's antitrust gaze. Discovery Inc pared gains to 1.9% after jumping 10% in early trading. The media firm announced in May a $43 billion combination with AT&T Inc's WarnerMedia. Kansas City Southern dipped 1.2%. The railroad operator agreed to be acquired by Canadian National Railway , although the Biden administration has shipping costs in the sector in its anticompetitive sights.||http://timesofindia.indiatimes.com//business/international-business/aon-willis-halt-30-billion-merger-over-monopoly-concerns-delay/articleshow/84772404.cms||---
---||World||Somali army kills 15 al-Shabab terrorists in central region||MOGADISHU, SOMALIA: Somali National Army (SNA) on Monday said that its forces intensified the fight against the al-Shabab terrorist group, killing 15 insurgents in a security operation in the central Hiran region. SNA commander leading the operation told the terrorist radio that the 15 terrorists were killed during operations conducted in Madhooy village which is under Matabaan district of Hiran region. According to the SNA, the government forces have achieved success in the ongoing operation to flush out the insurgents from their hideouts in the central region. The government forces have intensified operations against al-Shabab terrorists in the central regions in recent days, but the terrorists are still hiding in the rural areas of those regions, conducting ambushes and planting landmines.||http://timesofindia.indiatimes.com//world/rest-of-world/somali-army-kills-15-al-shabab-terrorists-in-central-region/articleshow/84772976.cms||---
---||World||Tunisia president sacks defence minister amid political turmoil||TUNIS: Tunisian President Kais Saied sacked the defence minister on Monday, a day after ousting the prime minister and suspending parliament, plunging the young democracy into constitutional crisis in the midst of a pandemic. Street clashes erupted Monday outside the army-barricaded parliament, after Saied dismissed Prime Minister Hichem Mechichi and ordered parliament closed for 30 days, a move the biggest political party Ennahdha decried as a "coup". Saied declared on Sunday he had "taken the necessary decisions to save Tunisia, the state and the Tunisian people," following street protests in multiple cities against the government's handling of the Covid pandemic in the North African country. The president, who under the constitution controls the armed forces, warned his opponents against taking up arms, threatening that if anyone "fires a single bullet, our forces will respond with a rain of bullets". On Monday afternoon, the presidency announced the dismissals of Defence Minister Ibrahim Bartaji and Hasna Ben Slimane, the acting justice minister. Soldiers from early Monday blockaded the assembly in Tunis while Saied backers hurled stones, bottles and insults at supporters of the Islamist-inspired Ennahdha, whose leader was barred entry to the complex. Troops also surrounded the office of Mechichi, who was yet to officially react to the events. Later in the afternoon, the protests died down, with the presidency ordering an overnight curfew. Saied's dramatic move (a decade on from Tunisia's 2011 revolution, often held up as the Arab Spring's sole success story) comes even though the constitution enshrines a parliamentary democracy. It "is a coup d'etat against the revolution and against the constitution," said Ennahdha, the leading party in Tunisia's fractious ruling coalition, warning its members "will defend the revolution". The United States on Monday voiced alarm and called on the birthplace of the Arab Spring to adhere to "democratic principles", while the European Union appealed to people to respect the "rule of law" and to "avoid any resort to violence". France urged a speedy return to "normal functioning" of the government, Russia said it was monitoring the situation, while Turkey, where the government supports Ennahdha, called for "democratic legitimacy" to be restored. The crisis follows months of deadlock between the president, the premier and Ennahdha chief Rached Ghannouchi, which has crippled the Covid response, as deaths have surged to one of the world's highest per capita rates. More than 18,000 people have died of coronavirus in a nation of 12 million. Police also shuttered the local bureau of Qatari-based Al Jazeera television, the network's Tunis director Lotfi Hajji said, warning that "what is happening is very dangerous, it is proof that freedom of the press is threatened". Rights group Amnesty International and media organisation Reporters Without Borders both condemned the move. The powerful Tunisian General Labour Union (UGTT) which played a key role in the 2011 uprising, said the president acted "in accordance" with the constitution to "prevent imminent danger and to restore the normal functioning" of the state. Saied's power-grab sparked jubilant rallies late Sunday by supporters who flooded the streets of Tunis, waving the national flag and sounding their car horns as fireworks lit up the sky. Since Saied was elected in 2019, he has been locked in a showdown with Mechichi and Ghannouchi, who is also house speaker. The rivalry has blocked ministerial appointments and diverted resources from tackling Tunisia's many economic and social problems. Among chaotic scenes outside parliament Monday, Ghannouchi admonished an army officer who was blocking access and who had declared the troops were "the protectors of the nation". Ghannouchi retorted that "the Tunisian people will never accept an authoritarian government, whatever your efforts". Saied said he would assume executive power "with the help" of a government whose new chief he would appoint himself. In the 10 years since Tunisia's popular revolution toppled dictator Zine El Abidine Ben Ali, Tunisia has had nine governments. Some have lasted just months, hindering the reforms needed to revamp the country's struggling economy and poor public services. Sunday's drama began with mass protests against the government for its failures in tackling the pandemic. A senior Ennahdha official, speaking to AFP on condition of anonymity, alleged that the protests and subsequent celebrations were choreographed by Saied. After Saied's announcement, one jubilant supporter, Nahla, hailed the president's "courageous decisions". "This is the president we love!" she said, but one man in his forties looked on without enthusiasm. "These fools are celebrating the birth of a new dictator," he said.||http://timesofindia.indiatimes.com//world/rest-of-world/tunisia-president-sacks-defence-minister-amid-political-turmoil/articleshow/84773065.cms||---
---||World||Biden, Kadhimi seal agreement to end US combat mission in Iraq||WASHINGTON: US President Joe Biden and Iraqi Prime Minister Mustafa al-Kadhimi on Monday sealed an agreement formally ending the US combat mission in Iraq by the end of 2021, more than 18 years after US troops were sent to the country. Coupled with Biden's withdrawal of the last American forces in Afghanistan by the end of August, the Democratic president is completing US combat missions in the two wars that then-President George W. Bush began under his watch. Biden and Kadhimi met in the Oval Office for their first face-to-face talks as part of a strategic dialogue between the United States and Iraq. "Our role in Iraq will be ... to be available, to continue to train, to assist, to help and to deal with ISIS as it arises but we’re not going to be, by the end of the year, in a combat zone," Biden told reporters as he and Kadhimi met.  There are currently 2,500 US troops in Iraq focusing on countering the remnants of Islamic State. The US role in Iraq will shift entirely to training and advising the Iraqi military to defend itself. The shift is not expected to have a major impact since the United States has already moved toward focusing on training Iraqi forces. A US-led coalition invaded Iraq in March 2003 based on charges that then-Iraqi leader Saddam Hussein's government possessed weapons of mass destruction. Saddam was ousted from power, but such weapons were never found. In recent years the US mission was dominated by helping defeat Islamic State militants in Iraq and Syria. "Nobody is going to declare mission accomplished. The goal is the enduring defeat of ISIS," a senior administration official told reporters ahead of Kadhimi's visit. The reference was reminiscent of the large "Mission Accomplished" banner on the USS Abraham Lincoln aircraft carrier above where Bush gave a speech declaring major combat operations over in Iraq on May 1, 2003. "If you look to where we were, where we had Apache helicopters in combat, when we had U.S. special forces doing regular operations, it's a significant evolution. So by the end of the year we think we'll be in a good place to really formally move into an advisory and capacity-building role," the official said. U.S. diplomats and troops in Iraq and Syria were targeted in three rocket and drone attacks earlier this month. Analysts believed the attacks were part of a campaign by Iranian-backed militias. The senior administration official would not say how many US troops would remain on the ground in Iraq for advising and training. Kadhimi is seen as friendly to the United States and has tried to check the power of Iran-aligned militias. But his government condemned a U.S. air raid against Iran-aligned fighters along its border with Syria in late June, calling it a violation of Iraqi sovereignty. The US.-Iraqi statement is expected to detail a number of non-military agreements related to health, energy and other matters. The United States plans to provide Iraq with 500,000 doses of the Pfizer or BioNTech Covid-19 vaccine under the global Covax vaccine-sharing program. Biden said the doses should arrive in a couple of weeks. The United States will also provide $5.2 million to help fund a UN mission to monitor October elections in Iraq. "We're looking forward to seeing an election in October," said Biden.||http://timesofindia.indiatimes.com//world/us/biden-kadhimi-seal-agreement-to-end-us-combat-mission-in-iraq/articleshow/84773147.cms||---
---||Business||Leh boosts oxygen infra in forward areas||Leh: Amid continued standoff with China, the Leh administration is augmenting oxygen supply in the forward areas by adding new plants, a move that will boost the fight against Covid-19 in ‘zero-mile’ villages and far-flung settlements along northern and eastern Ladakh. “We have a new oxygen plant operating at Diskit in the Nubra sub-division earlier this month and a tender has been awarded for another plant at Nyoma sub-division to improve oxygen supply in these areas. Both are rated at 100 lpm (litre per minute) capacity,” deputy commissioner Shrikant Balasaheb Suse told TOI. Diskit is 113 kms north of Leh and 11 kms from the Army’s Siachen Brigade headquarters. The area has villages on the border with POK on its western flank. Nyoma is 180 km east of Leh and forms the supply roadhead to villages in the Chushul and Indus sectors along the eastern part of LAC. Suse recently inspected the healthcare infrastructure in forward villages to take stock of their Covid preparedness. The administration is also weighing the option of setting up plants at Tangtse, the Chushul brigade headquarters and Khaltse, some 90 kms south of Leh. The new plants will ensure continued oxygen supply even in winter when road connectivity, especially with Nubra and Tangtse, become vulnerable to heavy snow and avalanches on the high passes – Khardung La and Chang La, respectively. Strict monitoring and medical planning by the district administration had averted oxygen shortage in Leh even though cases spurted during the second wave. The Ladakh administration had started work on augmenting oxygen supply right after the first wave had ebbed. Leh and Kargil has one oxygen plant each in the government sector. Leh has two more plants in the private sector. One plant for Zanskar sub-division of Kargil district wass also under consideration, divisional commissioner Saugat Biswas had recently told TOI.||http://timesofindia.indiatimes.com//business/india-business/leh-boosts-oxygen-infra-in-forward-areas/articleshow/84773767.cms||Sanjay Dutta
---||World||Migrant boat capsizes off Libya, 57 thought dead: UN||CAIRO: A boat carrying African migrants capsized off Libya's coast Monday, leaving at least 57 people presumed dead, a UN migration official said. It was the latest disaster in the Mediterranean Sea involving migrants seeking a better life in Europe. The vessel left the western coastal town of Khums on Sunday, Safa Msehli, a spokesperson for the International Organization for Migration, said. She said there were at least 75 migrants on board, including women and children. Among the 57 presumed drowned were 20 women and two children, Msehli said. Eighteen of the migrants were rescued and returned to shore by fishermen and Libya's coast guard, Msehli said. The survivors, who are from Nigeria, Ghana and Gambia, reported the vessel had stopped due to an engine problem, then capsized amid bad weather, Msehli said. Monday's capsizing was the second sea disaster in less than a week off the Libyan coast involving Europe-bound migrants. At least 20 migrants went overboard from a vessel on Wednesday and were presumed dead, according to the UN migration agency. There has been a spike in crossings and attempted crossings from Libya in recent months. Amnesty International has said that in the first six months of this year, more than 7,000 people intercepted at sea were forcibly returned to detention camps in Libya. A migration agency report earlier this month said the number of migrants and refugees who died while attempting to reach Europe on dangerous sea crossings more than doubled so far this year, compared to the first six months of 2020. The report said at least 1,146 people perished between January and June, with the Central Mediterranean route between Libya and Italy being the deadliest, claiming 741 lives. The deadliest shipwreck so far this year took place April 22 off Libya, when 130 people drowned despite the ship sending multiple distress calls. Libya has emerged as the dominant transit point for migrants fleeing war and poverty in Africa and the Middle East. The oil-rich country plunged into chaos following a Nato-backed uprising that toppled and killed longtime autocrat Moammar Gadhafi in 2011. Rights groups and officials at UN agencies that work with migrants and refugees have for years cited survivor testimony about systematic abuse in detention camps in Libya. These include forced labor, beatings, rapes and torture. The abuse often accompanies efforts to extort money from families before migrants are allowed to leave Libya on traffickers' boats. Earlier this month, Libyan maritime authorities acknowledged that one of their coast guard vessels had fired warning shots at a migrant boat it was chasing in the Mediterranean. They said it was an apparent effort to stop the vessel from crossing to Europe and endangering the lives of the migrants onboard.||http://timesofindia.indiatimes.com//world/rest-of-world/migrant-boat-capsizes-off-libya-57-thought-dead-un/articleshow/84773686.cms||---
---||Chennai||Tamil Nadu mulls cutting down syllabus for state board||CHENNAI: Due to uncertainty over reopening of schools and more stress on online learning, the school education department is mulling to reduce the syllabus for state board students for the 2021-22 academic year. “In the previous academic year, the school education department reduced up to 40% of the syllabus. We are discussing reducing the syllabus this year too. We will make an announcement soon,” school education minister Anbil Mahesh Poyyamozhi said on Monday. Recently, CBSE had retained a 30% syllabus cut for Class IX to XII for 2021-22 in view of continuation of online classes. Last year, the state school education department had made up to 40% syllabus optional for board exam students. “We cannot ask the students to prepare a full syllabus for the board exam in seven months. Students are learning online and the school reopening date is not known,” the minister said after inaugurating a programme for basic computer functional training for government school teachers. Computer basics training will be given to 432 resource persons from Monday to Friday. More than 2.1 lakh teachers will be given training in batches in basics of computer and internet to conduct online classes in Zoom and Google Meet. The minister said the learning deficit due to remote learning is a worrying factor. "Kalvi TV should not be the only medium of instruction. We are developing apps and preparing video lessons. So, we are equipping our teachers to conduct lessons and assessment online,” Poyyamozhi added.||http://timesofindia.indiatimes.com//city/chennai/tn-mulls-cutting-down-syllabus-for-state-board/articleshow/84773683.cms||---
