,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1466537770944393218,1466537770944393218,1638484826000.0,2021-12-03 04:10:26,+0530,,"More than 7 million undocumented immigrants would be eligible for immigration permits if the Build Back Better bill passes in the Senate.   This includes Dreamers, TPS holders, farm workers and other essential workers. #TheMomentIsNow  https://t.co/v9DMFzK9uX",en,['themomentisnow'],[],16302354,16302354,AmericasVoice,America's Voice,5,04,https://twitter.com/AmericasVoice/status/1466537770944393218,[],['https://pbs.twimg.com/media/FFowI3HVkAI6B52.jpg'],1,https://pbs.twimg.com/media/FFowI3HVkAI6B52.jpg,False,29,1,14,,farm bill,,,,,,,[],,,,
1,1466519621494661121,1466519621494661121,1638480499000.0,2021-12-03 02:58:19,+0530,,"So far #Marinus has cost Fed Govt $56m with another $96m on way and still no cost sharing agreement on this $3.5billion disaster. Mainland does not need this extension chord, so who will pay for it? Wind farm developers say no,  so it will be on Tas power bills. #politas #auspol",en,"['marinus', 'politas', 'auspol']",[],43792125,43792125,ChristineMilne,Christine Milne AO,5,02,https://twitter.com/ChristineMilne/status/1466519621494661121,[],[],0,,False,21,1,12,,farm bill,,,,,,,[],,,,
2,1466510742639849482,1466510742639849482,1638478382000.0,2021-12-03 02:23:02,+0530,,"In Pennsylvania, forest land enrolled in farm bill programs improves water quality, reduces polluted runoff to the Chesapeake Bay watershed, sequesters carbon, and provides habitat for wildlife—all while creating ideal conditions for hunting.  https://t.co/ZratN7TXHc",en,[],[],69393978,69393978,TheTRCP,The TRCP,5,02,https://twitter.com/TheTRCP/status/1466510742639849482,['https://www.wfmz.com/news/state/hunters-and-wildlife-enthusiasts-in-pa-are-finding-many-benefits-in-streamside-forests/article_745bc72c-6fcb-5d22-a3c8-fa3456e5f2af.html'],[],0,,False,7,0,2,,farm bill,,,,,,,[],,,,
3,1466468055937081353,1466468055937081353,1638468204000.0,2021-12-02 23:33:24,+0530,,@COP26's official wind farm cost bill-payers more than £750k.   https://t.co/Y4bmLbyiAQ,en,[],[],128180355,128180355,ScotExpress,Scottish Express,4,23,https://twitter.com/ScotExpress/status/1466468055937081353,['https://www.scottishdailyexpress.co.uk/news/scottish-news/cop26s-official-wind-farm-cost-25593022'],[],0,,False,0,0,0,,farm bill,,,,,,,[],,,,
4,1466427184134778882,1466427184134778882,1638458460000.0,2021-12-02 20:51:00,+0530,,Indian prime minister Narendra Modi finally declared his willingness to repeal the three farm bills that had provoked a yearlong protest action by more than one hundred thousand farmers and agricultural laborers.  https://t.co/PFISu0lYqw,en,[],[],8719302,8719302,TheRealNews,The Real News,4,20,https://twitter.com/TheRealNews/status/1466427184134778882,['https://therealnews.com/the-indian-farmers-movement-has-shattered-narendra-modis-strongman-image'],[],0,,False,10,0,5,,farm bill,,,,,,,[],,,,
5,1466406807996301313,1466406807996301313,1638453602000.0,2021-12-02 19:30:02,+0530,,"As a farm kid growing up and a member of the @HouseAgGOP, one of my top priorities is defending the interests of Agriculture for Neb. and the USA.  ✅ Worked to pass the 2018 Farm Bill ✅ Worked to pass USMCA  ✅ Supported the passage of the 2021 Bipartisan Infrastructure Bill  https://t.co/Xnsr3BnZNI",en,[],[],3109108467,3109108467,DonJBacon,Don Bacon 🇺🇸 🇺🇦,4,19,https://twitter.com/DonJBacon/status/1466406807996301313,[],['https://pbs.twimg.com/media/FFklQIDXsAQwwIa.jpg'],1,https://pbs.twimg.com/media/FFklQIDXsAQwwIa.jpg,False,17,5,4,,farm bill,,,,,,,[],,,,
6,1466406800614465540,1466406800614465540,1638453600000.0,2021-12-02 19:30:00,+0530,,Don't forget! The next round of @IndianaNRCS EQIP applications are due on December 17! Contact your district conservationist to get your application going:  https://t.co/0f1PE7hyRR   #FarmBill  https://t.co/ZKC47d1rwB,en,['farmbill'],[],299803861,299803861,IndianaNRCS,NRCS-Indiana,4,19,https://twitter.com/IndianaNRCS/status/1466406800614465540,['https://bit.ly/3wZNztc'],['https://pbs.twimg.com/media/FFIHe4iWUAEYuHK.png'],1,https://pbs.twimg.com/media/FFIHe4iWUAEYuHK.png,False,1,0,2,,farm bill,,,,,,,[],,,,
7,1466380433076064263,1466380433076064263,1638447313000.0,2021-12-02 17:45:13,+0530,,"#OMG: तीनों कृषि कानून वापस होने के बाद भी किसान आंदोलन जारी, क्या है अगली तैयारी?  For more #OmgVideos visit:  https://t.co/EYU009dslv          #OMGIndiaTV #KisanAndolan #FarmBill #FarmLawsRepealed  https://t.co/FGKor0c9Ux",hi,"['omg', 'omgvideos', 'omgindiatv', 'kisanandolan', 'farmbill', 'farmlawsrepealed']",[],34245009,34245009,indiatvnews,India TV,4,17,https://twitter.com/indiatvnews/status/1466380433076064263,['http://indiatvnews.com/video/oh-my-god'],[],1,https://pbs.twimg.com/media/FFmglkDVIAEe2kH.jpg,False,47,5,12,,farm bill,,,,,,,[],,,,
8,1466361380341125127,1466361380341125127,1638442771000.0,2021-12-02 16:29:31,+0530,,"Manmaani, taanaashaahi and kaala kanoon are unparliamentary words, expunge them: BJP’s GVL Narsimha Rao after AAP’s Sanjay Singh participated in a discussion on Dam Safety Bill in Rajya Sabha where the latter mentioned how the three farm laws were brought arbitrarily",en,[],[],28114735,28114735,vijaita,Vijaita Singh,4,16,https://twitter.com/vijaita/status/1466361380341125127,[],[],0,,False,72,2,6,,farm bill,,,,,,,[],,,,
9,1466342626752348163,1466342626752348163,1638438300000.0,2021-12-02 15:15:00,+0530,,"#Opinion | ""The mechanism for resolving disputes proposed in the Farm Bills was faulty. It was entrusted to state revenue departments, which are over-burdened, corrupt and are not trusted by farmers,"" writes @VVNFernandes.  https://t.co/mjkeh0BXpX",en,['opinion'],[],2982269822,2982269822,TheQuint,The Quint,4,15,https://twitter.com/TheQuint/status/1466342626752348163,['https://www.thequint.com/voices/opinion/farm-laws-have-been-repealed-but-agricultural-reforms-are-still-needed'],[],0,,False,5,0,0,,farm bill,,,,,,,[],,,,
