September 2, 2020||Vijayawada||Andhra Pradesh: Three electrocuted while erecting banner for Pawan Kalyan's birthday||VIJAYAWADA: In a tragic incident, three persons died of electric shock while three others suffered injuries after they came in contact with a live wire while erecting a flexi banner for Jana Sena chief Pawan Kalyan at Shantipuram area in Chittoor district on Tuesday. The deceased were identified as Somasekhar (30), his brother Rajendra (32) and his friend Arunachalam (28). According to the police, the incident happened at around 8.30pm when a group of six people was trying to erect banners for Pawan Kalyan’s birthday on September 2. Police said while setting the banners, they accidentally came into contact with a live wire. Pawan Kalyan had made repeated pleas to his fans not to celebrate his birthday, however, they decided to do so by following Covid guidelines. Three other injured persons were rushed to a nearby hospital for treatment while the deceased were taken for post-mortem. Cops registered a case under section 174 of CrPC (death due to electrocution) and further investigation is still on.||http://timesofindia.indiatimes.com//city/vijayawada/andhra-pradesh-three-electrocuted-while-erecting-banner-for-pawan-kalyans-birthday/articleshow/77879112.cms||Ujwal Bommakanti
September 2, 2020||Delhi||Fire breaks out at apartment building in south Delhi, no casualties||NEW DELHI: A fire broke out at an apartment building in south Delhi's Khanpur Extension on Tuesday night, a fire service official said. The police, however, said the fire has been extinguished and no casualties reported. According to the fire department, a call was received around 9.51pm after which three fire tenders were pressed into action. "The fire has been extinguished but the fire tenders were initially unable to reach the location due to massive vehicles parked in the lane. But with great difficulty, all the parked vehicles were removed and fire tenders were pressed into service," said Atul Garg, director of Delhi Fire Service. The cause of fire is being ascertained.||http://timesofindia.indiatimes.com//city/delhi/fire-breaks-out-at-apartment-building-in-south-delhi-no-casualties/articleshow/77879315.cms||---
September 2, 2020||India||Facebook ‘vested lobby’ working to ‘discredit India’s democratic process’: Prasad to Zuckerberg||NEW DELHI: Amid a raging controversy over political bias and interference on Facebook at the behest of its senior Indian officials, the government on Tuesday wrote a hard-hitting letter to the social media giant’s founder Mark Zuckerberg, accusing employees of the company of "on record abusing" Prime Minister Narendra Modi and senior Cabinet ministers and engaging in "collusion… to cast aspersions on the democratic process of our great democracy". The letter, written by telecom and IT minister Ravi Shankar Prasad, accused the company’s senior management of bias and said the platform was "hijacked by a vested lobby that abhors free speech and tries to enforce one worldview and rejects diversity". "It seems from credible media reports that the Facebook India team, right from the India managing director to other senior officials, is dominated by people who belong to a particular political belief. People from this political pre-disposition have been overwhelmingly defeated by the people in successive free and fair elections. After having lost all democratic legitimacy, they are trying to discredit India’s democratic process by dominating the decision-making apparatus of important social media platforms. Facebook is the latest tool in their arsenal to stoke internal divisions and social disturbances," Prasad wrote. The letter marks the deepening differences between the government and the American social media giant, which is also facing a CBI inquiry over the Cambridge Analytica data breach episode. Facebook-owned instant messenger WhatsApp has also been under regulatory heat after a series of lynching incidents across the country which were partly blamed on viral and fake messages spread on its platform. WhatsApp has steadfastly refused to share the original source of the fake messages, saying user content on its platform is strictly encrypted. Raising "serious concerns" over Facebook’s functioning, Prasad said its actions were going contrary to the company’s stated mission of giving people "the power to build communities and bring the world closer". "I have been informed that in the run-up to the 2019 general elections in India, there was a concerted effort by the Facebook India management to not just delete pages or substantially reduce their reach but also offer no recourse or right of appeal to the affected people who are supportive of right-of-centre ideology. I am also aware that dozens of emails written to the Facebook management received no response. The above-documented cases of bias and inaction are seemingly a direct outcome of the dominant political beliefs of individuals in your Facebook India team," he wrote. Prasad said while people working in organisations are free to carry their individual likes or dislikes, "that must not have any bearing on the public policies and performance of the organisation". "It is problematic when Facebook employees are on record abusing the Prime Minister and senior Cabinet ministers of India while still working in Facebook India and managing important positions. It is doubly problematic when the bias of individuals becomes an inherent bias of the platform. And it is unacceptable when political biases of individuals impinge on the freedom of speech of millions of people," he said. The angry letter comes in the wake of reports in the US media about Facebook's alleged bias for BJP. Opposition parties jumped on the reports based on emails purportedly exchanged among Facebook staffers, triggering a slugfest which is expected to dominate a meeting of the parliamentary panel on IT on Wednesday. Prasad said stories and leaks in recent media reports showed that the "deeply entrenched vested interests aren’t satisfied with the shrinking space for one side of the spectrum in India and want to throttle it completely". The minister also accused the platform of being silent even in the face of "multiple instances recently where Facebook has been used by anarchic and radical elements whose sole aim is to destroy social order, to recruit people and to assemble them for violence". He said local sensitivities should be taken into account in Facebook community guidelines which must acknowledge the aspect of diversity. "To respect the social, religious, cultural and linguistic diversity of India, Facebook should put in place country-specific community guidelines." Watch Facebook employees are on record 'abusing' PM: Ravi Shankar Prasad||http://timesofindia.indiatimes.com//india/facebook-vested-lobby-working-to-discredit-indias-democratic-process-prasad-to-zuckerberg/articleshow/77880193.cms||Pankaj Doval
September 2, 2020||Kolkata||#Unlock4.0: Diners return to Park Street eateries for food & drinks||Pubs, bars and restaurants in Kolkata are raising a toast to better times, what with the state excise department giving them a green signal to serve liquor in designated areas from Tuesday. After a wait of almost five months, this Unlock 4.0 announcement has brought cheer to the F&B industry and the tipplers alike. CT took a tour of some popular pubs and restaurants to hear the glasses clink again. ‘Missed going out for a drink’ Private bank employees Anapi Mitra and Chiranjib Roy visited Park Street on Tuesday afternoon for work when they decided to make the most of Day 1 of the return of liquor at restaurants. The duo settled for lunch at Peter Cat, where they washed down plates of chelo kebab with some scotch. “In the lockdown I was organising house parties with limited people. On weekends, I’d go out for drives with my friends. Sometimes we’d organise ‘carobar’ too. But drinking in a car and drinking at a restaurant are not the same. At restaurants, you can take your time and enjoy the drink. I was waiting to enjoy this ambience for months,” said Anapi, a self-proclaimed party animal. Small gatherings with friends on his terrace helped Chiranjib survive the lockdown, but he’s delighted that restaurants are now serving both food and liquor. “Ordering in food and alcohol is alright, but this experience of having your favourite food with a drink of your choice at a restaurant you love is something I really missed,” he said after a hearty lunch with drinks.  ‘It’s a whole new world’ Colleagues-turned-friends Priyanka Tiwari* and Sona Mishra*, who love to bond over vodka, found the perfect excuse to bunk office yesterday and meet up at their favourite haunt, Oasis, where they even have a fixed table. “Today’s weather is just ideal for a drink and we couldn’t wait any longer. Drinking at home is not an option for us, so we were really looking forward to this day when we could finally relish our favourite drink with some delicious Chinese starters,” said Sona, adding that she was done with sweet lime soda and needed something stronger to quench her thirst. However, Priyanka feels that despite the phased resumption of services, the world will not be the same again. “Every small thing looks different in the new normal. For example, the waiters are not allowed to serve the ice bucket anymore. So, we need to specify how many ice cubes we want in our drink. It just feels like a whole new world,” she said.  Iconic watering holes catch up Out of OlyPub’s 60 workers, just seven are available right now, which is why the pub remained shut on Tuesday. “A few more staff will reach Kolkata by tomorrow. We will decide on the food menu depending on the availability of staff. But rest assured, we will be open from Wednesday,” said NC Das from the popular Park Street joint. Like several other regulars, college-goers Anushka Halder and Sourav Ghosh were disappointed to find the pub shut on Tuesday and returned home with a heavy heart. According to the book sellers – who have set up temporary stalls in front of the iconic bar – hopeful patrons started coming over from noon itself. “There’s nothing like adda at OlyPub. It’s too bad that we will have to wait for another day. Before coming, I did my homework, but the search engine showed it was open,” said Sourav. On the other hand, Chung Wah started hosting guests from noon onwards. “More than 60% of our guests are regulars who were eagerly waiting for us to reopen. Today the footfall is not that high, but we are sure that things will pick up soon,” said Milan Banerjee, manager of the retro joint at Chandni Chowk. (*Names changed on request)||http://timesofindia.indiatimes.com//city/kolkata/unlock4-0-diners-return-to-park-street-eateries-for-food-drinks/articleshow/77880345.cms||Bishwabijoy Mitra
September 2, 2020||India||Dr Kafeel Khan released from Mathura jail||LUCKNOW/MATHURA: Following an order of the Allahabad High Court, Dr Kafeel Khan was released from Mathura jail late on Tuesday night, his lawyer said. "Mathura jail administration informed at around 11.00 pm that Dr Kafeel will be released, and at around midnight, he was released," Khan's lawyer Irfan Ghazi told PTI. The Allahabad High Court on Tuesday quashed Khan's detention under the National Security Act and ordered his immediate release. The bench, comprising Chief Justice Govind Mathur and Justice Saumitra Dayal Singh, passed the order on a petition filed by Khan's mother Nuzhat Parveen. The petition alleged that Khan was granted bail in February by a competent court and he was supposed to be released on bail. However, he was not released for four days and the NSA was subsequently invoked against him. Hence, his detention was illegal, the petition argued. Khan was in jail since January after he delivered an allegedly provocative speech at the Aligarh Muslim University (AMU) during the anti-Citizenship (Amendment) Act (CAA) protests in December last year.||http://timesofindia.indiatimes.com//india/dr-kafeel-khan-released-from-mathura-jail/articleshow/77880464.cms||---
September 2, 2020||Business||GST mop-up declines by just 1% in August over previous month||NEW DELHI: GST collections stayed flat on a month-on month basis, dropping by under Rs 1,000 crore to Rs 86,449 crore in August. Although the mop-up in August was 12% lower than a year ago, the pace of decline was a little slower from the 14% registered in July, indicating that economic activity is stabilising. “The revenues for the month are 88% of GST revenues in the same month last year. During the month, the revenues from import of goods were 77% and revenues from domestic transactions (including import of services) were 92% of revenues from these sources during the same month last year. It may also be noted that taxpayers with turnover less than Rs 5 crore continue to enjoy relaxation in filing of returns till September,” the finance ministry said in a statement. The improvement seemed to be visible also in the fact that, excluding imports, there were at least six states – Nagaland, J&K, Uttarakhand, Chattisgarh, Rajasthan and Uttar Pradesh – which reported an increase in collections till August, compared to three at the end of the previous month. Among them, Nagaland reported a 17% increase. At the same time, large producing states such as Maharashtra (-13%), Tamil Nadu (-12%), Karnataka (-11%) and Gujarat (-3%) registered a decline in collections. Some of the states haven’t fully opened up resulting in lower economic activity, although those such as Delhi (-18%) and Kerala (-22%) saw sharp fall too. “Coming in the backdrop of the disappointing GDP data for Q1 yesterday, these figures indicate that the collections are on the recovery path...the collection trajectory in the coming months would enable it to reach the earlier year’s levels in a month or two," said MS Mani, partner at consulting firm Deloitte. Watch GST mop-up declines marginally in August, hints at recovery||http://timesofindia.indiatimes.com//business/india-business/gst-mop-up-declines-by-just-1-in-august-over-previous-month/articleshow/77880604.cms||---
September 2, 2020||India||48 accidental deaths every hour in 2019: NCRB||NEW DELHI: India registered 48 accidental deaths every hour last year, which was marginally higher than 2018, according to the latest report of the National Crime Records Bureau (NCRB). Deaths caused due to traffic crashes, which include road and railway accidents, accounted for nearly 44% of the total 4.1 lakh accidental deaths, which exclude fatalities due to flood, avalanche, heat stroke and lightning. Cause-wise analysis of road accidents show that nearly 60% of the total accidents which caused 86,241 deaths were due to speeding. Dangerous, careless driving or overtaking claimed 42,557 lives. Interestingly, the report shows that the number of people killed by heart attacks increased to 28,000 last year compared to 23,900 in 2018 — the maximum jump in deaths among all causes. Road accidents had a major share of traffic crashes-related deaths at 1.6 lakh out of the total 1.8 lakh fatalities. According to NCRB, the total road fatalities was around 1.5 lakh in 2018. The data also show that nearly 28,000 "railway accidents" claimed 24,619 lives and another 17,62 people died in "railway crossing accidents". The report said a majority of the states furnished railways accidents under unclassified category "other causes" such as people falling from trains and coming under trains. The report says out of 4.2 lakh accidental deaths, 8,145 were due to forces of nature and the rest were due to other causes. In 2019, there was an increase of 18.2% in deaths due to forces of nature and 2% due to other causes as compared to 2018. Maharashtra reported the highest number of accidental deaths (70,329), followed by Madhya Pradesh (42,431) and UP (40,596). Nearly 31% of the victims of accidental deaths were in the age group of 30-45 years. The 53 mega cities reported 61,404 accidental deaths during 2019 and the maximum numbers of such fatalities were reported from Mumbai (9,246), followed by Delhi (4,516) and Bengaluru (4,016). According to the report, in the traffic accidents category, which had the maximum share in total fatalities, UP reported the maximum deaths at 27,661 followed by Maharashtra (18,524) and Madhya Pradesh (13,497). These three states accounted for 33% of total fatalities during 2019. The report has highlighted that two-wheelers accounted for the maximum fatalities at 58,747, which was 38% of the total road deaths, followed by trucks/lorries, cars and buses. Majority of deaths due to two-wheeler accidents was reported in Maharashtra (7,137) and UP (6,431).||http://timesofindia.indiatimes.com//india/48-accidental-deaths-every-hour-in-2019-ncrb/articleshow/77880777.cms||Dipak K Dash
September 2, 2020||India||Naravane and Shringla put off Myanmar trip amid LAC crisis||NEW DELHI: India said on Tuesday that it has taken up the recent provocative and aggressive actions by Chinese soldiers and urged Beijing to “discipline and control” frontline troops even as the latest escalation over the weekend saw foreign secretary Harsh Shringla and Army chief Gen M M Naravane put off a visit to Myanmar that was to begin on Wednesday. The MEA said the Chinese side violated the understanding arrived at the level of special representatives to de-escalate tension not only on Saturday night but also on Sunday even as the ground commanders of both armies were in discussion to de-escalate the situation. LAC row: Complete coverage Recalling that the SRs (national security adviser Ajit Doval and Chinese foreign minister Wang Yi) had agreed that the situation should be handled in a responsible manner and neither side should take any provocative action or escalate matters, the MEA said Chinese troops violated the understanding and engaged in provocative military manoeuvres. The government appears to be veering around to the view that China doesn’t really want to resolve the issue and may be pushing in a concerted way to move the LAC westwards, making dialogue and negotiation doubly difficult. What makes the latest confrontation more significant is the involvement of the Tibetan exiles’ Special Frontier Force (SFF), who are credited with securing a crucial ridge in the Spanggur Gap-Chushul area and repulsing a Chinese threat, even reportedly inflicting damage on the Chinese side. Read AlsoBorder not demarcated, dispute will recur: ChinaAs the military standoff on the LAC intensifies, Chinese foreign minister and state councillor Wang Yi told an international audience in Paris that there will always be problems with India of the kind witnessed in eastern Ladakh because the boundary wasn't demarcated yet even as he claimed ChinaClaude Arpi, a well-known China analyst, said, “This would probably be the biggest action by SFF against the Chinese. This will have an effect in Tibet as well as in Beijing.” This comes a couple of days after the Chinese leadership held a massive meeting on Tibet. Lt Gen Subroto Saha (retired) told TOI, “The provocative movement by PLA troops on the night of August 29 appears to be a premeditated plan to execute Xi Jinping’s orders to his party, government and military leaders to solidify border defences in Tibet and ensure frontier security in the Tibet region.” Read AlsoEastern Ladakh on knife-edge, Army foils fresh action by PLAThe operational situation in the larger Chushul-Pangong Tso area of eastern Ladakh is on a knife’s edge, with Chinese troops once again indulging in provocative actions on Monday after Indian soldiers had earlier occupied the heights there to thwart a PLA land-grabbing bid over the weekend. However,He added that Xi’s focus appears to be to increase China’s grip in the region and that “India must be prepared to proactively deal with China in all the theatres bordering Tibet, as PLA has mobilised troops for exercises all along, including opposite Sikkim and Arunachal Pradesh”.||http://timesofindia.indiatimes.com//india/naravane-and-shringla-put-off-myanmar-trip-amid-lac-crisis/articleshow/77880847.cms||Indrani Bagchi
September 2, 2020||India||After PM Modi's Mann Ki Baat, desi apps in top 10 on Play Store||NEW DELHI: After Prime Minister Narendra Modi’s mentioned innovative apps on Mann Ki Baat last Sunday, several indigenous apps have raced to the top 10 in the app store in their respective categories. In “social” category, the indigenous apps trending among the top 10 are— Josh, Snapchat, Sharechat, Moj, Roposo and Chingari. In education segment, apps like Ap Sarkar Seva, Drishti, Saraldata, Voot kids, PunjabEducare, Doubtnut, Kutuki Kids, are new favourites, whereas in health and fitness category Aarogya Setu app leads followed by other indigenous apps like Stepsetgo, Home Workout, Loss Weight app for men, Increase Height Workout, Six Packs in 30 days. In the latest “Mann Ki Baat” episode last week, Modi had exhorted citizens to support indigenously developed apps, which was seen not only an attempt to boost the “self-reliant India” campaign but also push trials of these apps to the extent that they replace other popular apps, which are controlled by foreign companies and are not considered safe. Modi had appreciated some of the indigenously developed apps like Koo, StepSetGo, Zoho, Chingari, Kutuki, FTC talent, etc. The “Aatmanirbhar App Innovation Challenge” had selected the best apps from around 7,000 entries across India. These were from different categories like gaming, entertainment, business, utilities, social media and fitness. “At the beginning of this month, the country's youth were given an app innovation challenge. Our youth wholeheartedly participated in the Atmanirbhar Bharat App Innovation Challenge. Around 7,000 entries were received which included almost two-third apps made by youth from tier 2 and 3 cities,” Modi had said, praising innovations made by the Indian youth. “The next Google, Facebook & Twitter are coming from India. Our ultimate aim is to replace these sites by Indian versions,” an official said, elaborating the PM's statement that the innovations done by the Indian youth will be acknowledged by the world in future.||http://timesofindia.indiatimes.com//india/after-pm-modis-mann-ki-baat-desi-apps-in-top-10-on-play-store/articleshow/77880860.cms||Akhilesh Singh
September 2, 2020||India||Border not demarcated, dispute will recur: China||NEW DELHI: As the military standoff on the LAC intensifies, Chinese foreign minister and state councillor Wang Yi told an international audience in Paris that there will always be problems with India of the kind witnessed in eastern Ladakh because the boundary wasn't demarcated yet even as he claimed China wouldn’t be the first to escalate the situation and was committed to managing all issues through dialogue. In a separate statement here, the Chinese embassy said it had lodged "solemn representations" with India for what it described as flagrant provocations by Indian troops who, it alleged, had violated the LAC. The same was stated by the Chinese foreign ministry in Beijing. "The boundary between China and India has not yet been demarcated, so there will always be problems of this kind. We are ready to manage all kinds of issues through dialogue with the Indian side," Wang said in a statement apparently made on Sunday but the transcript for which was released on Tuesday. Wang said issues should be placed in their proper place in bilateral relations, adding that President Xi Jinping and Prime Minister Narendra Modi met many times and reached many an important consensus. "Differences should be managed and controlled, and in particular, differences should not escalate into conflict. I think that various departments of the two countries should implement these important consensus," Wang said. China was ready to strengthen mutually beneficial cooperation with India to help it speed up its own development, he went on to say. "We should jointly safeguard the legitimate rights and interests of developing countries on the international stage and create a broader space for the development of emerging economies," he added. Wang, who is on a tour of Europe, made the remarks during an interaction at the French Institute of International Relations in Paris on Monday. China's diplomatic offensive continued here with its embassy claiming India’s action at Pangong Tso, which the Indian government has described as defensive, had "grossly violated China's territorial sovereignty, seriously violated relevant agreements, protocols and important consensus reached between the two countries, and severely damaged peace and tranquillity along the China-India border areas". It also urged the Indian side to "strictly control and restrain its frontline troops, earnestly honour its commitments, immediately stop all provocative actions, immediately withdraw its troops illegally trespassing the Line of Actual Control and immediately stop any actions leading to escalation and complication of the situation".||http://timesofindia.indiatimes.com//india/border-not-demarcated-dispute-will-recur-china/articleshow/77880960.cms||---
September 2, 2020||World||Border not demarcated, dispute will recur: China||NEW DELHI: As the military standoff on the LAC intensifies, Chinese foreign minister and state councillor Wang Yi told an international audience in Paris that there will always be problems with India of the kind witnessed in eastern Ladakh because the boundary wasn't demarcated yet even as he claimed China wouldn’t be the first to escalate the situation and was committed to managing all issues through dialogue. In a separate statement here, the Chinese embassy said it had lodged "solemn representations" with India for what it described as flagrant provocations by Indian troops who, it alleged, had violated the LAC. The same was stated by the Chinese foreign ministry in Beijing. "The boundary between China and India has not yet been demarcated, so there will always be problems of this kind. We are ready to manage all kinds of issues through dialogue with the Indian side," Wang said in a statement apparently made on Sunday but the transcript for which was released on Tuesday. Wang said issues should be placed in their proper place in bilateral relations, adding that President Xi Jinping and Prime Minister Narendra Modi met many times and reached many an important consensus. "Differences should be managed and controlled, and in particular, differences should not escalate into conflict. I think that various departments of the two countries should implement these important consensus," Wang said. China was ready to strengthen mutually beneficial cooperation with India to help it speed up its own development, he went on to say. "We should jointly safeguard the legitimate rights and interests of developing countries on the international stage and create a broader space for the development of emerging economies," he added. Wang, who is on a tour of Europe, made the remarks during an interaction at the French Institute of International Relations in Paris on Monday. China's diplomatic offensive continued here with its embassy claiming India’s action at Pangong Tso, which the Indian government has described as defensive, had "grossly violated China's territorial sovereignty, seriously violated relevant agreements, protocols and important consensus reached between the two countries, and severely damaged peace and tranquillity along the China-India border areas". It also urged the Indian side to "strictly control and restrain its frontline troops, earnestly honour its commitments, immediately stop all provocative actions, immediately withdraw its troops illegally trespassing the Line of Actual Control and immediately stop any actions leading to escalation and complication of the situation".||http://timesofindia.indiatimes.com//world/china/border-not-demarcated-dispute-will-recur-china/articleshow/77880961.cms||---
