September 8, 2020||Gurgaon||For safety of Rafale jets, solid waste management plant to be started on priority in Ambala: Anil Vij||AMBALA: After the Indian Air Force (IAF) highlighted the concerns about safety of Rafale aircraft at the Ambala airbase with Haryana chief secretary, the state home minister Anil Vij on Monday said that the solid waste management plant will be started on priority basis in the district. Vij called a meeting at his residence of the concerned officials of Ambala Sadar Municipal Council (MC), Ambala City Municipal Corporation, Cantonment Board, IAF and others. While addressing the officials, Vij said, “It is a matter of pride for us that Rafale aircraft squadron has been established at Ambala IAF station. IAF’s air marshal expressed the possibility of the Rafale’s safety being endangered due to garbage and birds. We need to pay attention towards this serious and important issue. All the people of government, non-government and social organisations have to work together to keep the environment safe for the fighter jets in Ambala.” Vij told, “In the meeting with the officials of all the concerned bodies, some important decisions have been taken. Firstly, the solid waste management plant will be started at the priority basis in Ambala as until it is not established, the garbage will continue to be dumped unprocessed. Secondly, the Gwal Mandis (dairies) around Ambala Cantt and city will be shifted out. ” Vij said a committee has been formed for this entire work and ULBD chief engineer Bhaskar Gupta will be its chairman, while the Ambala Sadar MC executive officer (EO) Virender Nehra and Virender Saharan of Ambala City MC will be its members.||http://timesofindia.indiatimes.com//city/gurgaon/for-safety-of-rafale-jets-solid-waste-management-plant-to-be-started-on-priority-in-ambala-anil-vij/articleshow/77985822.cms||Jaskaran Singh
September 8, 2020||Allahabad||Virus widens its net in Prayagraj, more healthcare professionals fall prey||PRAYAGRAJ: As five more doctors tested Covid-19 positive in Prayagraj on Monday, the spread of the infection has put a question mark on how safe the city’s corona warriors are. The five medical professionals worked at Swaroop Rani Nehru (SRN) Hospital. Since the disease’s outbreak in March, 102 healthcare workers have been diagnosed with Covid-19 in the city. These healthcare workers included doctors, nurses and paramedics. According to health department’s statistics, 170 healthcare workers have been been diagnosed with novel coronavirus in Prayagraj range. The four districts comprising Prayagraj range are Prayagraj, Pratapgrah, Kaushambi and Fatehpur. Among the four districts in Prayagraj range, Prayagraj recorded the highest number of Covid-19 positive healthcare workers. After Prayagraj, the highest number of healthcare staff to be infected were in Fatehpur (35), followed by Pratapgarh (28), Kaushambi (five). The number of containment zones in Prayagraj district has also crossed the 2600-mark — the highest among the four districts in the range. The number of containment zones in Prayagraj is more than twice the combined count of Kaushambi, Pratapgarh and Fatehpur. Additional director (health) Dr Sudhakar Pandey said, “Over 100 healthcare professionals have been diagnosed with Covid-19 in Prayagraj. Till Sunday, Prayagraj recorded 11,716 Covid-19 patients, while Pratapgarh and Kaushambi had 2,301 and 1,087 patients respectively.” Around 1.30 lakh people have been tested in Prayagraj district so far, while the corresponding figure for Pratapgarh and Kaushambi is 30,000and 50,000 respectively.||http://timesofindia.indiatimes.com//city/allahabad/virus-widens-its-net-in-city-more-healthcare-professionals-fall-prey/articleshow/77985583.cms||Kapil Dixit
September 8, 2020||Ahmedabad||Covid-19: AMC issues show-cause notice to construction company; slaps Rs 1 crore fine||AHMEDABAD: The Ahmedabad Municipal Corporation (AMC) has issued a show-cause notice to a PSP company after the AMC authorities found that 277 workers of the company had tested positive. The AMC also realized that despite having more than 30 staffers, the company had failed to appoint a Covid coordinator. The AMC in the show-cause notice has asked the PSP company as to why a fine of Rs one crore should not be imposed on the company for not appointing a Covid coordinator and if he was appointed as to why the decision was not conveyed to the respective officials of the AMC. The AMC notice stated that the company had also violated all the guidelines that were issued by the AMC and the state government. Bhavin Solanki, the medical health officer, in a statement said that the AMC has made it mandatory to have a coordinator if the company had more than 30 staffers. In case of the PSP company, the company had its labour colony at GMDC ground, Palladium Mall site and also bear Zydus Hospital. The health teams of Bodakdev and Thaltej visited these sites and checked the labourers in the colony and found 277 workers positive for Covid-19 and all these 277 labourers were provided treatment at Covid care centre and even at the hospitals. The AMC health teams found that even social distancing and hygienic were also not provided to the labourers in the colony. The officials said that in all 1,050 tests were conducted at these two sites. The AMC in the notice said that the hefty fine was imposed as the AMC had to make arrangements for medical paramedical staff for both the sites and had to make logistics, transportation and other arrangements as a result the AMC had to incur huge expenditure. The AMC has directed the PSP company authorities to reply to the show-cause within three days as to why the company should not be fined for Rs one crore. The official said that based on the explanation the fine amount will be decided.||http://timesofindia.indiatimes.com//city/ahmedabad/covid-19-amc-issues-show-cause-notice-to-construction-company-slaps-rs-1-crore-fine/articleshow/77986113.cms||Himanshu Kaushik
September 8, 2020||Mumbai||Maharashtra: It’s BJP versus Shiv Sena in polls for state council deputy chairperson||MUMBAI: The opposition BJP decided to field a candidate against the state government’s nominee in the polls for the post of deputy chairperson of the upper house of the state legislature, slated on Tuesday. The BJP’s Bhai Girkar is set to contest against the Maharashtra Vikas Aghadi’s (MVA) Neelam Gorhe from the Shiv Sena, who was the incumbent. However, the numbers clearly favour the MVA.  The BJP has 22 members in the upper house and one MLC from its ally, the Rashtriya Samaj Paksha. The MVA has 31 members and two MLCs from its allies. There are several Independents in the house too.  When the state council convened on Monday, chairman Ramraje Nimbalkar declared the poll would be held on Tuesday. However, leader of opposition in the state council, Pravin Darekar, objected, saying many MLCs would be unable to exercise their vote owing to Covid. “If elections to cooperatives and local bodies have been postponed, then why are these elections being conducted?” asked Darekar. Bhai Girkar also raised objections. “Since it is my prerogative to call for the election, I am declaring it tomorrow,” said Nimbalkar.||http://timesofindia.indiatimes.com//city/mumbai/its-bjp-versus-sena-in-polls-for-state-council-deputy-chairperson/articleshow/77986222.cms||Priyanka Kakodkar
September 8, 2020||Mumbai||Mumbai: Police’s mind control room helps Covid+ve cops vent out||MUMBAI: In times of crisis, a bit of catharsis works magic. Sussing out the need to give a vent to police personnel battling Covid, the department has set up a team of ‘listeners’ for that human connect with its Covid-positive personnel. Over the past three months, six policewomen at the police headquarters in Kalina have been calling up Covid-positive personnel for a casual chat to know how they are faring. The phone chats offer a glimpse into what’s playing on the minds of those serving on the frontline. There’s guilt, apprehension and an array of sentiments. Like constable Ravindra Gije* blames himself for the death of his 80-year-old mother. He is convinced he “gave her the infection”. Assistant sub-inspector Hanumant Gaikwad* wonders aloud if he will die in hospital, and will never see his children again. With lockdown enforcement stretching workload, missing out on family time and fear of being carriers of infection at home is weighing down several Mumbai police personnel. Already working under severe stress in pre-Covid times, the pandemic has only exacerbated it. But not all Covid-positive personnel are willing to speak or even take calls, says Gauri Sonawane who is one of the six policewomen offering support to patients. “We have to be persistent,” she says. The team of listeners was cherry-picked for their ability to listen and empathise. They have been trained on questions to ask and how to allay fears. “An elderly constable admitted to Seven Hills Hospital wouldn’t take calls for two days, says Sonawane. “Finally, when he did, his responses were to the point,” she recalls. But daily calls made him open up. “He said he was worried about who would look after his family’s needs in his absence. When I assured him that the police department would, he perked up. After he recovered and went home, he sent me a ‘thank you’ note,” Sonawane said. The police department has identified 67 personnel in need of continuous intervention and has tied up with a non-profit, MPower, for professional sessions. “On a case-by-case basis, our psychologists are working with the police on building self-esteem, perfecting communication among relationships and cognisant parenting,” said Dr Ambrish Dharmadhikari, psychiatrist and head of MPower Foundation. During past mental health sessions, cops expressed how “excessive” workload fatigued them, political pressure and no support of seniors left them helpless and they sometimes vented out their anger at home, regretting it later. Psychiatrist Dr Harish Shetty says piecemeal stress management techniques won’t work and core policies must change. “To expect cops to police the community in all aspects of life is unreal,” he said. “Reforms like fixed 8-hour work shifts and zero political interference are needed.” (*Names of cops changed)||http://timesofindia.indiatimes.com//city/mumbai/polices-mind-control-room-helps-covidve-cops-vent-out/articleshow/77986550.cms||Nitasha Natu
September 8, 2020||India||India-China standoff: Firing takes place on LAC in Eastern Ladakh||LADAKH: An incident of firing took place on the Line of Actual Control (LAC) in Eastern Ladakh sector where troops of India and China have been engaged in a stand-off for over three months, sources said on Tuesday. India recently outflanked China by taking control of strategic height near Pangong lake's southern bank. It thwarted an attempt by the Chinese army to transgress into Indian areas near the southern bank of Pangong Tso near Chushul in Ladakh. India and China are engaged in a standoff since April-May over the transgressions by the Chinese Army in multiple areas including Finger area, Galwan valley, Hot springs and Kongrung Nala. The situation worsened after 20 Indian soldiers were killed in violent clashes with Chinese troops in Galwan valley in June. The talks between the two sides have been going on for the last three months including five Lieutenant general-level talks but have failed to yield any results, so far. (ANI)||http://timesofindia.indiatimes.com//india/india-china-standoff-firing-takes-place-on-lac-in-eastern-ladakh/articleshow/77987596.cms||---
September 8, 2020||Mumbai||After security boost, Kangana claims her Mumbai office under attack||MUMBAI: The Shiv Sena-controlled municipal corporation carried out an inspection of Kangana Ranaut’s office on Pali Hill on Monday for alleged civic violations. The action followed on a day when the actor received Y-plus grade security cover from the Centre following a spat involving her and ruling parties in Maharashtra. Immediately after BMC officers arrived at her office, Kangana tweeted: They have forcefully taken over my office measuring everything, also harassing my neighbors…” She said BMC warned her neighbours that they would have to bear the consequences of her actions. “I am informed tomorrow they are demolishing my property,” she said. She also posted a video of the team inspecting her office and an earlier video of the place. The office was a rowhouse which has been converted into a commercial establishment. They have forcefully taken over my office measuring everything, also harassing my neighbors when they retorted… https://t.co/eIVCSWA6LK— Kangana Ranaut (@KanganaTeam) 1599470941000In a second tweet, she said: “I have all the papers, BMC permissions, nothing has been done illegal...BMC should send a structure plan to show the illegal construction with a notice, today they raided my place and without any notice tomorrow they demolishing (sic) entire structure.” A neighbour said eight BMC staffers inspected the rowhouses. “One of them had only women, who did not allow them in. We have not been issued any notice. They inspected and left,” said a neighbour. Another neighbour said he allowed the BMC staff in as he thought they had come to inspect the leakage in his house. “They were polite and were here for only 10 minutes,” he said. A third neighbour said the fifth rowhouse is owned by Ranaut while the sixth comprises three shops on the ground floor and an office on the first floor. “These rowhouses have been around 45-50 years. Kangana had repaired her rowhouse around a couple of years ago as have the others,” he said. BMC refused to comment. Municipal commissioner Iqbal Chahal and H-West ward officer Vinayak Vispute did not respond to queries. Meanwhile, residents of DeBreeze on 16th Road, Khar are a worried lot. Kangana is a resident of the building and in January this year, BMC had filed a complaint against Kangana and other residents at the Dindoshi sessions court for illegal extensions. Sources said on Monday, civic officials asked the session court for an urgent hearing. “BMC has been told that the matter will be heard by the regular judge on September 9,” said sources. Kangana has already declared she will be coming to Mumbai on that day and has dared anyone to stop her. Kangana’s outburst against Mumbai Police saying she feared the force and describing the city to be as dangerous as “PoK (Pakistan-occupied Kashmir)” had led to sharp criticism from Sena, Congress and NCP. Even the state BJP has said they do not support her statements.||http://timesofindia.indiatimes.com//city/mumbai/after-security-boost-kangana-claims-her-office-under-attack/articleshow/77987658.cms||Clara Lewis
September 8, 2020||India||Indian troops crossed LAC on Monday, fired shots, alleges PLA||NEW DELHI: Amid heightened tensions at the border in eastern Ladakh, and days ahead of a meeting between the foreign ministers in Moscow, the PLA accused Indian troops late on Monday night of crossing the LAC and firing shots to deter Chinese patrol guards in the Pangong area. The PLA Western Theater Command spokesperson said Indian troops had provoked China again by illegally crossing the LAC at the "shore of the Shenpao Mountain area". Read AlsoIndia-China face-off: Situation in Ladakh ‘very serious’, says JaishankarForeign minister S. Jaishankar will stop over in Tehran on Tuesday en route to Moscow to attend the SCO foreign ministers' meeting. Calling the stop a "technical halt", officials said Jaishankar will meet his Iranian counterpart Javad Zarif. On Monday, Jaishankar described the LAC situation as "veryLAC row: Complete coverage"During the operation, the Indian army blatantly fired shots at the patrol personnel of the Chinese border guards who had made representations, and the Chinese border guards were forced to take countermeasures to stabilize the situation on the ground," he said. The allegations are significant as no shot has been fired at LAC for several decades, not even in the June 15 Galwan clash that left 20 Indian and an unspecified number of Chinese soldiers dead. Follow TOI's live blog for latest updates on LAC face offRead AlsoArmy asks for infantry combat vehicles with night visionNEW DELHI: Amid the ongoing military confrontation with China, which is into its fifth month now, the Army is now seeking to upgrade its ageing BMP-2/2K infantry combat vehicles with better fire power as well as night-fighting capabilities. The ageing Russian-origin BMP vehicles, which haveHe went on to add that India’s actions "seriously violated" the relevant agreements between China and India, raised regional tensions and would cause misunderstanding. The PLA claimed these were serious military provocations and were of "very bad nature". There was no response from the Indian side to the statement released close to midnight (IST). "We request the Indian side to immediately stop dangerous actions, immediately withdraw cross-line personnel, strictly restrain front-line troops, and strictly investigate and punish personnel who fired shots to ensure that similar incidents do not occur again. Our troops will resolutely perform their duties and missions and resolutely defend national territorial sovereignty," he said. Watch LAC standoff: Indian troops thwart PLA, fire warning shots||http://timesofindia.indiatimes.com//india/indian-troops-crossed-lac-on-monday-fired-shots-alleges-pla/articleshow/77987714.cms||Sachin Parashar
September 8, 2020||Business||Chanda Kochhar’s husband arrested in money laundering case||NEW DELHI/MUMBAI: The Enforcement Directorate on Monday arrested Deepak Kochhar, husband of former ICICI Bank CEO Chanda Kochhar, in a major development which is seen as a prelude to possible drastic action also against the once-celebrated boss of ICICI Bank and Venugopal Dhoot, chairman of Videocon group. The ED’s action against the Kochhars comes ahead of the filing of a chargesheet in the case, with sources in the anti-money laundering agency claiming that they decided to take Deepak Kochhar, a businessman whose company received funds from Dhoot in lieu of ICICI Bank sanctioning loans to Videocon group, into custody because of his refusal to cooperate. Sources said the Kochhars and Dhoot have been dodging specific questions about the “quid pro quo” established by the money trail. “We’ve traced all the bribe money paid to the Kochhars by Dhoot through banking transactions in companies and trusts owned and controlled by them,” said a senior official in volved with the probe. The source said during their questioning, Chanda Kochhar and Dhoot were doggedly evasive despite being confronted with transaction details mapping out the alleged quid pro quo. In January, the ED had attached assets of the Kochhars worth Rs 78 crore as “proceeds of crime”. In its provisional attachment order, the ED accused the banker and her husband of receiving Rs 64 crore from Videocon in NuPower Renewables Ltd, owned by Deepak Kochhar. The amount was transferred into the account of NuPower Renewables in September 2009, just a day after Chanda Kochhar-led ICICI Bank sanctioned a loan of Rs 300 crore to Videocon International Electronics Limited. Chanda Kochhar is accused of “illegal sanctioning loans” worth Rs 1,875 crore to Videocon group of companies. It was the CBI which filed an FIR against the former ICICI Bank CEO and her husband on January 22, 2019. Based on CBI’s FIR, the ED initiated an investigation under the Prevention of Money Laundering Act trailing Rs 325 crore Deepak Kochhar allegedly received in his Nupower Renewables from two Mauritius-based entities. Chanda Kochhar was instrumental in ICICI Bank refinancing huge loans to the Videocon group which later turned into non-performing assets for the bank. In turn, Kochhar and her family allegedly received an apartment in Mumbai, worth Rs 75 crore, owned by a Videocon group company. This was done by way of acquiring the company through Chanda Kochhar’s family trust at a nominal price by creating book entries, according to the ED in its provisional attachment order. A book entry refers to phony transactions which are not backed up by actual exchange of money. Watch ICICI-Videocon case: Chanda Kochhar's husband arrested by ED over money laundering allegations||http://timesofindia.indiatimes.com//business/india-business/chanda-kochhars-husband-arrested-in-laundering-case/articleshow/77987993.cms||Pradeep Thakur
September 8, 2020||India||Covid-19: India’s weekend tally higher than US and Brazil put together||NEW DELHI: As Covid-19 infections surged to an unprecedented high in India over the weekend, the country moved to the centre stage of the global pandemic, accounting for over 40% of all cases recorded worldwide on Sunday. Cases in India on both Saturday and Sunday were higher than those recorded in the US and Brazil, the other two worst-hit countries, put together. Meanwhile, fresh infections in India dipped to 74,960 on Monday following a sharp fall in testing, but deaths soared to 1,125, the highest ever for a single day so far, taking the total toll to 72,725, as per data collated by TOI from state governments. Daily cases in India had crossed 94,000 on Sunday and were close to 90,000 on the previous day. Put together, India recorded nearly 1,84,000 fresh infections over the weekend. By contrast, the US reported 73,202 infections over the week and Brazil 45,805, according to data from worldometers.info. Together the two countries accounted to less than 1.2 lakh cases. On Monday, deaths from the virus in the country crossed 1,100 for the first time, with Maharashtra recording as many as 423 fatalities, the highest in a single day in the state. The previous highest in Maharashtra was 422 deaths on August 18. On the same, India had recorded 1,099 deaths, the highest before Monday’s count. With a massive surge in infections, Maharashtra’s share in national cases topped 20% last week (August 31-September 6) for the first time in several weeks. The state’s share rose to 21.7%. On Monday, Maharashtra reported 16,429 new cases, down from Sunday’s high of over 23,000. Meanwhile, the total caseload in Andhra Pradesh crossed 5 lakh on Monday while the count in Karnataka went past 4 lakh. Andhra Pradesh has the second highest case count in the country after Maharashtra and Karnataka is at the fourth spot below Tamil Nadu.||http://timesofindia.indiatimes.com//india/covid-19-indias-weekend-tally-higher-than-us-and-brazil-put-together/articleshow/77988014.cms||Amit Bhattacharya
September 8, 2020||India||China claims Arunachal, says it didn’t ‘abduct own citizens’||GUWAHATI/NEW DELHI: China on Monday denied having any knowledge on the five missing youths from Arunachal Pradesh who were allegedly abducted by the People’s Liberation Army. “China’s position on the east sector of the China-India boundary, or Zangnan (the southern part of China’s Xizang), is consistent and clear. The Chinese government has never recognised the so-called ‘Arunachal Pradesh’. I’m not aware of the situation you mentioned,” Chinese foreign ministry spokesperson Zhao Lijian said. In reiterating China’s official position, the spokesperson was suggesting that it could not “abduct” its own citizens. China’s reiteration of its position on Arunachal, in the middle of the military standoff in eastern Ladakh, was in response to a question in the daily briefing on a tweet by junior youth affairs and sports minister Kiren Rijiju in which he had said that the Indian Army had sent a “hotline message” to PLA about the missing individuals and a response was awaited. The Indian Army has already sent hotline message to the counterpart PLA establishment at the border point in Arunac… https://t.co/lzdmN3nX4Z— Kiren Rijiju (@KirenRijiju) 1599395132000While there was no response from Indian authorities, official sources in New Delhi said that India’s position has always been that Arunachal Pradesh is an integral and inalien able part of India. The youthswere engaged by the Army as porters. Two of their friends who managed to return home told villagers that the five had been abducted from Sera-7 area — an Army patrolling area located on the border about 12 km further north of Nacho in the youths’ home district of Upper Subansiri. The family members of those missing have claimed they were abducted by the PLA from near the border in Upper Subansiri district. The Arunachal Pradesh government has launched a probe in Nacho to verify messages on social media by family members of the youths about their abduction. Watch 5 boys of Arunachal abducted by Chinese Army, claims Congress’s Ninong Ering||http://timesofindia.indiatimes.com//india/china-claims-arunachal-says-it-didnt-abduct-own-citizens/articleshow/77988033.cms||---
