September 23, 2020||Bengaluru||Sandalwood drug scandal: We are interrogating people to nab the source and not consumers: Bhaskar Rao||There seems to be quite an interest in ensuring a drug-free Bengaluru with as many as three different agencies working with a common agenda. After the Narcotics Control Bureau and Central Crime Branch, the Internal Security Division's probe has made headlines, given that several television and film actors are being called in for inquiry. ADGP Internal Security Division Bhaskar Rao spoke to us exclusively about this probe. "We are not behind small-time party-goers or actors. We are looking at the source for drugs, gambling or even hawala, which is a greater threat to the nation at large. The current probe is being done under Section 67 of the Narcotics Drugs and Psychotropic Substances Act (which empowers an authorised officer to summon and examine any person acquainted with the facts and circumstances of a case). This is all part of the preliminary inquiry and we have no interest in arresting any of them. We are not looking at consumers, as there would be many. Instead, we are looking at using them to get to peddlers and, eventually, the source," he explained. Bhaskar Rao added that the names that have come up so far for interrogation are based on their investigations. "These are names that have figured as regular consumers and this was why we called them. It is inconsequential to list the number of people being summoned," he stated.||http://timesofindia.indiatimes.com//city/bengaluru/sandalwood-drug-scandal-we-are-interrogating-people-to-nab-the-source-and-not-consumers-bhaskar-rao/articleshow/78262334.cms||Sunayana Suresh
September 23, 2020||Guwahati||Assam celebrates World Rhino Day||GUWAHATI: Assam celebrated World Rhino Day on Tuesday as home to the biggest population of Greater One-Horned Rhinoceros ((rhinoceros unicornis) in the world. According to official records, the global estimated population of Greater One-Horned Rhinoceros is 3,641 of which 2,993 are in India and Assam alone hosts 2,657 of them –2,413 in Kaziranga National Park, 43 in Manas National Park, 101 in Orang National Park and 100 in Pobitora Wild Life Sanctuary. Apart from Assam, 237 Greater One-Horned Rhinoceros are in Jaldapara wildlife sanctuary and 53 in Gorumara Wildlife Sanctuary in West Bengal and 39 in Dudhwa National Park in Uttar Pradesh. Outside India, this species is only found in Nepal where their population is 645. On the occasion Union forest and environment minister Prakash Javadekar said in a tweet, “India is home to the largest number of Greater One-Horned Rhinoceros in the world with its population in the range of 3000 animals in the States of Assam, West Bengal & UP.” India is home to the largest number of Greater One-Horned Rhinoceros in the world with its population in the range… https://t.co/9Jm0cHCjL6— Prakash Javadekar (@PrakashJavdekar) 1600743950000Assam forest minister Parimal Suklabaidya in his tweet said, “World Rhino Day has been solely dedicated towards highlighting the extensive efforts for the conservation & protection of our precious rhinos worldwide. Preservation & conservation have been our two firmly implemented visions for the precious rhinos of Assam since the advent of Hon'ble CM Shri @sarbanandsonwal led government in Assam.” Sailendra Pandey, PRO to the state forest minister, said, “Celebrating the five species of Rhinoceros, on the occasion of World Rhino Day, chief wild life warden of Assam, Mahendra Kumar Yadava today submitted a report on the Assam Perspective for the Greater One Horned Rhinos to the Union Minister for Environment and Forest on behalf of the State of Assam.” “The Union minister spoke about the protection of the Rhinos in Assam and also appreciated the steps taken by the State Environment and Forest Minister Parimal Suklabaidya and State Forest Department in order to protect the World Famous One-Horned Rhinos of Assam and further urged them to continue this in the future,” Pandey added. As per the report presented by Shree Mahendra Kumar Yadava, there are around 2657 Greater One Horned Rhino (Rhinoceros unicornis) in the state, of which Kaziranga National Park has 2413, Manas National Park has 43, Orang National Park has 101 and Pobitora Wild Life Sanctuary has 100. The World Rhino Day is observed every year on September 22 to celebrate the conservation of world’s estimated population of 28,740 rhinos of five different species—White Rhino (Ceratotherium simum), which is the largest group with an estimated population of 20,000, Black Rhino (Diceros bicornis), which has an estimated population of 5000, Javan Rhino (Rhinoceros sondaicus) having an estimated population of 60 and the smallest group of Sumatran Rhino (Dicerorhinus sumatresnsis) with an estimated population of 30 along with the Greater One Horned Rhino species.||http://timesofindia.indiatimes.com//city/guwahati/assam-celebrates-world-rhino-day/articleshow/78263776.cms||Prabin Kalita
September 23, 2020||Patna||Bihar DGP Gupteshwar Pandey takes voluntary retirement from service, likely to contest election||PATNA: Bihar DGP Gupteshwar Pandey took voluntary retirement from service. The state government granted benefit of voluntary retirement scheme to Pandey effective from Tuesday evening. His premature retirement came hardly five months before completion of his service tenure on February 28 next year. Speculations were rife from past few months that he might shed his uniform untimely in order launch himself in political arena. Pandey’s batch mate Sunil Kumar, who retired from post of DG on July 31, recently joined JDU and is also likely to context election. Pandey has been in national limelight till recently after speaking vehemently in media over Sushant Singh Rajput’s death case and seeking justice for him in which state police lodged an FIR in Patna. Home department issued a notification much late in the night on Tuesday mentioning that Pandey has been granted voluntary retirement effective from Tuesday evening as per his application under provisions of All India Services (Death-cum-Retirement Benefits) Rules, 1958. The condition of making application at least three months prior from date of seeking voluntary retirement was also written-off for Pandey, as per the notification. Home department simultaneously issued another notification giving additional charge of Pandey’s position to DG (home guard and fire services) SK Singhal. Pandey, a 1987 batch Bihar cadre IPS officer had took DGP’s charge on evening of January 31 last year. He had succeeded KS Dwivedi. TOI tried contacting Pandey over his personal cellphone but IVR said that it was switched off. Incidentally way back in 2009 too, Pandey had opted for voluntary retirement but had took this application back after few months and continued to be in service. Sources said that time also he had put hard effort to get ticket but could not. Watch Bihar DGP Gupteshwar Pandey steps down from service, may contest upcoming polls from Buxar||http://timesofindia.indiatimes.com//city/patna/bihar-dgp-gupteshwar-pandey-takes-voluntary-retirement-from-service-likely-to-contest-election/articleshow/78264127.cms||Debashish Karmakar
September 23, 2020||Goa||Six ISL players test positive for Covid-19||PANAJI: Six players from Indian Super League (ISL) clubs have tested positive for Covid-19 before they were to enter the bio-secure bubble in Goa. The players are from defending champions ATK Mohun Bagan, league champions FC Goa and Hyderabad FC. Two of the players have now recovered, according to the club, while the other four are isolating themselves at home. According to ISL regulations, any player who tests positive for Covid-19 has to isolate himself for 14 days in accordance with local government guidelines. He will then mandatorily undertake three tests — Day 10, Day 12 and Day 14 — and only travel to Goa if he has two negative results from Day 12 and 14. The fitness certificate to travel, provided by the health authorities, should be shared with the League. “The players have been told to take every possible precaution, but sometimes it’s beyond the club’s control,” a source who has been tracking the development told TOI on Tuesday. “One player tested positive for Covid-19 when he had gone to the hospital for a test. He had conducted two previous tests, both negative, but the third test turned out to be positive.” While ATK Mohun Bagan, FC Goa and Hyderabad have had to deal with positive cases, all Bengaluru FC players stationed in their home city have tested negative. They did the third test on Tuesday and will move to their training centre in Ballari within the next 48 hours, or sooner, if they get the clearance. Outstation players will join them at a later stage. Kerala Blasters players have also tested negative during the first test conducted when they have been at home. Players in Kerala will travel by bus to Goa for pre-season, while others will have no option but take a flight. There are separate isolation rules for those traveling by bus and flight to Goa. Jamshedpur FC, Chennaiyin FC, Odisha FC, Mumbai City and NorthEast United FC have not started testing their players as yet. “We are waiting for some more clarity from the league (about) when we can start pre-season in Goa,” said a club official. “The third test has to be timed in such a way that it’s less than 48 hours before the player reaches Goa. We should start the tests later this week.” According to ISL’s health and safety guidelines for 2020-21, there should be a seven-day isolation prior to travel with three negative RT-PCR tests (in isolation area). The third negative test should not be more than 48 hours prior to departure. Clubs have been advised to assemble the players in a different city for seven days prior to their departure for Goa. The seventh season of ISL will be played entirely in Goa, with the opening match scheduled for November 21.||http://timesofindia.indiatimes.com//city/goa/six-isl-players-test-positive-for-covid-19/articleshow/78262825.cms||Marcus Mergulhao
September 23, 2020||India||Labour reforms will bring ‘one licence, one registration, one return’ regime, boost ease of doing business||NEW DELHI: The new Codes on Occupational Safety, Health and Working Conditions, Social Security, and Industrial Relations passed by Lok Sabha on Tuesday will cut down the web of paperwork and switch to a “One Licence, One Registration, One Return” mechanism to ramp up ease of doing business in India. The labour reforms, which Minister of State for Labour Santosh Gangwar described as “game changing reforms” in Lok Sabha on Tuesday, will bring down the number of registrations required under existing labour laws from eight to 1, licenses from four to one and the number of returns filed under the labour laws also down from eight to one. The move, which labour ministry officials said will put India among the Top 20 countries on the Ease of Doing Business, also entails provisions such as the setting up of a Social Security Fund for unorganised, gig and platform workers, a formal grievance redressal mechanism, and the end of what is referred to as “Inspector Raj”. Under the new labour codes, inspections of business establishments will be conducted through a “randomised, web-driven system”, a step towards faceless checks like in the case of Income Tax assessments, which will mean that labour inspectors will conduct physical checks only upon being prompted by the web-driven system. Key provisions of the new codes also include extension of benefits such as leave, social security and gratuity to all persons engaged under ‘fixed-term employment’ – which were not available in the earlier law. Under the OSHWC Code, workers who sustain injuries while on the job, will also receive 50% of the penalty imposed on the establishment by Court, in addition to the compensation the worker is due to receive. Government officials said while the Codes have widened the expanse of social security benefits to cover all kinds of workers, to help businesses, the Codes have reduced the maximum jail term possible under labour laws from the existing 7 years to 3 years. Under the new codes, the definition of working journalists has been expanded to include electronic and digital media, which was not covered under labour laws earlier. The codes also mandate issuance of appointment letters to workers, payment of wages through Direct Benefit Transfer (DBT) and an annual medical check-up, free of cost. Acknowledging the lack of comprehensive data on migrant workers, an issue that has put the government in the dock especially after the coronavirus-induced lockdown, government officials said the power to enumerate migrant workers, and to map their skills, has now been written into the codes. Since Labour is a concurrent subject, this will mean it will now be binding on states to collate the data and share it with the Union ministry. Amid boycott from major opposition parties, including Congress, Lok Sabha passed the three labour code bills.||http://timesofindia.indiatimes.com//india/labour-reforms-will-bring-one-licence-one-registration-one-return-regime-boost-ease-of-doing-business/articleshow/78264896.cms||Swati Mathur
September 23, 2020||Business||Mistrys seek to sell Tata stake, but valuation seen as challenge||MUMBAI: The Pallonji Mistry family on Tuesday announced its decision to exit Tata Sons – the holding company of India’s largest conglomerate in which it is the largest minority shareholder with almost 18.4% – after a bitter and protracted four-year battle in courtrooms and outside. In a 700-word-plus statement accusing the Tatas of “value-destructive business decisions” and of “oppressive” and “vindictive” actions aimed at “suppressing and inflicting irreparable harm to the SP Group”, the Mistrys said “the family believes that a separation of interests would best serve all stakeholder groups,” and that it was “crucial that an early resolution is reached to arrive at a fair and equitable solution reflecting the value of the underlying tangible and intangible assets.” While there has been talk - ever since Cyrus Mistry was ousted as chairman of Tata Sons in 2016 - of a separation, the final straw appears to have been the Supreme Court’s order curtailing the family’s ability to raise fresh funds against their stake in Tata Sons. But separation will be far from easy – primarily because the Mistrys peg the worth of their stake at around Rs 1.78 lakh crore, while a 2016 valuation of Tata Sons by renowned chartered accountant Y H Malegam estimated it at about a third – Rs 57,600 crore. Also, for the Tatas to raise money to buy out the Mistrys could be a challenge, especially at a time like this. Read AlsoSC restrains SP group, Cyrus Mistry from pledging Tata Sons shares till October 28The SC on Tuesday restrained Shapoorji Pallonji group &amp; Cyrus Mistry from pledging or transferring Tata Sons shares till October 28. The top court said that it won't take any further action on the shares they have already pledged. On September 5, Tata Sons had moved the SC seeking to restrain theTata Sons will have to work out the details of the share-purchase proposal including valuation, source of funding, and deal structure amid the financial difficulties caused by the pandemic and its debt obligations. Tata Trusts, the controlling shareholder of Tata Sons with 66% stake is restricted by law from investing in equities. Tata Sons may have to tap sovereign wealth funds and other long-term investors for a possible funding tie-up to buy out the Mistrys. Read AlsoMistry family says it’s ‘time to separate’ from Tata GroupThe billionaire Mistry family, the largest minority shareholder of the Tata Group, said it needs to separate its interests after the conglomerate took steps to block the family’s attempt to borrow money against Tata shares. Tata Sons Pvt informed the SC on Tuesday said that it is open to buying outWhile the Mistrys haven’t offered any detail on the process of such a separation, it is expected to be court-driven as the two sides have spelt out their intentions before the SC. If the Mistrys need funds to retire debt, Tata Sons is willing to purchase their shares, the holding company of the Tata group told the apex court on Tuesday. SP argued that if a sale notice is given, then shares would have to be valued at fair market value. Malegam had valued Tata Sons at Rs 3.14 lakh crore, and proportionately, the Mistry’s 18.4% stake at about Rs 57,600 crore. But SP’s court filings revealed a valuation of over Rs 1 lakh crore for its Tata Sons shares. The family estimates that Tata Sons, which owns shares in unlisted and listed companies including TCS, and as well as the Tata brand, is currently worth Rs 9.7 lakh crore, thus assigning their stake a value of Rs 1.78 lakh crore. The Mistry-controlled Shapoorji Pallonji Group has been looking to raise Rs 11,000 crore by pledging Tata Sons shares to tide over the financial crunch caused by the Covid pandemic after economic activity across the world came to a standstill early this fiscal. This move was opposed by Tata Sons in the SC, which on Tuesday restrained pledging or selling any Tata shares until October 28, when it starts hearing final arguments in the matter. The separation, should it take place, will bring to an end a relationship between the two Parsi business families that goes back to 1965. Watch After bitter courtroom battle, Mistrys decide to exit Tata Sons||http://timesofindia.indiatimes.com//business/india-business/mistrys-seek-to-sell-tata-stake-but-valuation-seen-as-challenge/articleshow/78265354.cms||Reeba Zachariah
September 23, 2020||Business||Home loan inquiries top last year’s level||MUMBAI: The strict lockdown in the first quarter of the current fiscal resulted in creating pent-up demand for home and auto loans, which is finding expression now. According to TransUnion Cibil data, home loan inquiry volumes in July and August have recovered to exceed last year's levels but are still below January and February 2020 levels. The revival is being led by public sector banks, which were the first to recommence operations. Personal loan inquiries from public sector banks are 118% of last year and 102% of the pre-Covid months in 2020. Private banks are still doing only three-fourths of last year while NBFCs and finance companies are seeing half as many applications as the pre-Covid months. TransUnion Cibil data shows that home loan inquiries have rebounded the most and are 112% of what was seen in July-August 2019 but only 92% of January-February 2020 (pre-Covid). Auto loans are 88% of last year’s levels and 84% of pre-Covid level while demand for loans against property are at 90% of last year but 72% of pre-Covid. Lenders send a query to the credit bureau whenever a borrower seeks to know his loan eligibility. Although credit inquiries may not match loan disbursements, they are a good indicator of demand in the market. Also, inquiries get triggered whenever a borrower seeks to shift his loan from one lender to another to avail of lower interest rates. Around half a dozen public sector banks, including State Bank of India, Bank of Baroda, and Union Bank are offering home loans below 7%. In the private sector, HDFC and ICICI Bank are also offering loans below 7%. Also, the Maharashtra government is giving incentives on home loans in the form of reduced stamp duty of 2% instead of 5% between September and December 2020. Where demand is still very subdued is in the personal loan segment, where inquiries are only 40% of pre-Covid and 47% of last year. Credit cards, which are sold largely through direct selling agents at kiosks and in stores, are seeing subdued demand. Inquiries for cards are only 61% of January and February 2020. “With larger metro locations witnessing increased cases of Covid-19 and intermittent lockdowns, there was also a shift in the mix of inquiries away from these urban locations to more rural and semi-urban areas,” said TransUnion Cibil in a report released here on Tuesday. According to a report by Macquarie Research on credit cards, new additions are likely to slow because of fewer job creations. " Since March 2020 gross job addition has seen a significant reduction – a drop of around 60%. Further, lockdowns have resulted in lower branch footfalls and near-complete stoppage in kiosk-based canvassing of customers in malls and airports," the report said. Watch Covid-19 effect: Home loan inquiries top last year’s level||http://timesofindia.indiatimes.com//business/india-business/home-loan-inquiries-top-last-years-level/articleshow/78265825.cms||---
September 23, 2020||Chandigarh||Punjab hits 1L cases, 85k in 53 days||CHANDIGARH: In the battle against Covid-19, things have gone from bad to worse in 53 days for Punjab, a state which appeared to be in control of the situation in the initial months of the pandemic, even getting a pat on the back from the Prime Minister for containment efforts.However, as the caseload mounted, Punjab crumbled and, in the process, achieved undesirable milestones, one after another, exposing the chinks in its response.In a matter of just over seven weeks, the state attained some of the most unwanted milestones: cases per million population, deaths per million population, fatality rate and active cases of the state were higher than the national average, while the recovery rate was below the country’s overall rate.The state which is home to about 2.25% of the country’s population accounts for 1.77% of the country’s total case tally. So far, the virus has infected 1,01,341 and claimed the lives of 2,926 people.In the first 153 days—from March 1 to July 31 – Punjab managed to keep a check on spread with a caseload of 16,119 and 386 deaths, or 105.35 cases and 2.52 deaths a day on an average. The alarming surge in cases, thereafter, broadsided Punjab. In a matter of 53 days, from August 1 to September 22, it got 85,222— 84% of total cases — and 2,540 deaths, accounting for 86.80% of total fatalities. (See graphic)During this period, Punjab posted a higher growth rate of cases than the national average. It varied between 2% and 6% against the national growth rate of 2%-3%. In the last 53 days, only on five occasions -- August 3, 4, 8, 12, 31, September 4 and 15– the growth rate was equal to the national rate. On other days, the caseload increased at a higher rate than the national average. There were days when the state’s growth rate was up to 3% higher than the national rate.The high growth rate pushed down recovery and doubling rate, while a number of active cases recorded a significant jump. The recovery rate stands at 76% -- fifth lowest among the 20 worst-hit states – which at one point was 88%, highest among these states. The rapid surge in cases has also pushed active cases in the state higher to 22%, against the national average of 18%, while doubling rate is 24.7 days, against the national average of 42.2 days. During this period, there was a rise in positivity rate, pointing to a faster spread of the virus in the state. From 2.97% on July 31, the number of people testing positive went past 6.5% in the ongoing month.Covid-19 has now picked up pace in the least populated districts of Punjab, which were earlier comparatively less affected by the pandemic outbreak, leaving health experts worried as these areas lack required health infrastructure, especially in rural areas.The heavy caseload has stretched limited resources such as beds, especially at Level-III facilities equipped with intensive care units, ventilators and oxygen support system. As on September 22, only 415 beds at Level-III hospitals– 94 in government and 323 in private – were available. To meet the growing demand for Level-III beds, the government is persuading private health facilities to increase capacity, besides planning to increase the strength of beds in its medical colleges.The rise in cases has also led to a steep surge in demand for oxygen, which the state health authorities are grappling to meet. This has forced the government to impose restrictions on medical oxygen manufacturers in the state not to supply oxygen to other states.State health officials attributed the surge in cases to lifting of restrictions and people not taking precautions. The government has been issuing health advisories. Punjab chief minister Amarinder Singh, on several occasions, has expressed displeasure over people not taking precautions.What is adding to troubles is that some elected representatives have been spreading rumors and asking people not to wear masks. Punjab Police recently booked Lok Insaaf Party (LPA) MLA Simarjit Singh Bains for allegedly inciting people against wearing masks and misleading them on Covid-19.Punjab health department spokesperson for Covid-19 Dr Rajesh Bhaskar held that people not behaving responsibly, easing of restrictions and rumors being spread by anti-social elements were the key reasons for the deteriorating situation. He said due to rumors, health teams were facing problems in conducting tests in rural areas. “These are the couple of factors which has led to the situation getting worse,” said Dr Bhaskar. He, however, said the government had taken several corrective steps in consultation with experts and was confident of bringing the situation back in control.High death rateHigh death rate has emerged as a major cause of concern in the state. Even as the fatality rate is on the decline nationally, the rate at which people are dying in Punjab is on constant rise.The national Covid-19 fatality rate had fallen from 3.36% in mid-July to 1.6% on September 22. In the same period, Punjab’s death rate went up from 2.41% to 2.88%, raising a question mark on the efficiency of patient care and detection.Experts attribute the high mortality rate to the high percentage of ageing population, high prevalence of co-morbidity and delay in treatment. Punjab has one of the highest percentages of population in the age group of 60 years and above in the country. According to the 2011 Census, 10% of the population is in the category of senior citizen. Punjab health minister Balbir Singh Sidhu said the delay in reporting for testing/treatment at Covid facilities was the main cause of the high mortality rate. “As many as 67% of all deaths were due to late reporting,” said Sidhu. He said corrective steps had been taken to control mortality rate.Contact tracingPunjab is lagging behind in contact tracing, the most important process to identify the source of infection and track people with whom patients got in touch before testing positive. In about 22 % cases, teams of the health department were either late or failed to trace transmission of infection. People not cooperating with health teams is seen as one of the key reasons. There have been instances of teams being assaulted by villagers. Once lauded by ModiPrime Minister Narendra Modi in June had lauded Punjab for measures taken to contain the spread of Covid-19 and had asked other states to replicate the measures for controlling the virus. However, by August end the situation changed, and Punjab made it to the list of states with high mortality rate and was directed by the central government to bring the fatality rate below 1% by focusing on testing, contact tracing and surveillance.||http://timesofindia.indiatimes.com//city/chandigarh/punjab-hits-1l-cases-85k-in-53-days/articleshow/78265903.cms||Vinod Kumar
September 23, 2020||Chandigarh||Initially, patients faced stigma and adversity||HOSHIARPUR/NAWANSHAHR: Gurdeep Singh, 44, originally from Khanoor village in Hoshiarpur district, was the first Covid patient in Punjab. He came from Italy on March 3 along with his wife and son. He had fever and was isolated on suspicion, and later tested positive. He was treated and cured at Government Medical College, Amritsar.“Ours is a joint family and we took a separate house in the village for Gurdeep’s stay in isolation, but some residents strongly opposed it, citing danger to their lives. But, police and health officials helped him stay in the house for three weeks, after which he joined us. But he did not move out for three weeks till he returned to Italy in the second week of June,” said Ashok Kumar, his elder brother living in the village.“Our family also saw a change in behaviour of some villagers till Gurdeep was in quarantine, but all was normal later,” he said.Baldev Singh, 70, from Pathlawa village near Banga in Nawanshahr district, was the second patient in the state and first Covid casualty. He returned home on March 7 after a trip to Italy and Germany, fell sick on March 16, and died on March 18, a day later testing positive. It was his death which caused much scare in Punjab and a strong vilification campaign against him and the family. When 14 members of his family, including children and grandchildren, tested positive along with 13 other contacts (including his close friend Harbhajan Singh, who also succumbed), many netizens accused him of concealing his infection.Even Punjab DGP Dinkar Gupta from his Twitter handle shared a song, titled Gwacheya Gurbaksh, which accused Baldev of concealing his infection. The song was produced by Sidhu Moose Wala in collaboration with Punjab Police. It was only after a group of village youths complained to CM against the vilification of a dead patient that the song was removed from DGP and Punjab Police handles. Posted on Moosewala’s YouTube channel on March 26 and opening with Punjab Police logo, the song got 4.2 million views.Baldev’s youngest son Fateh Singh said though they were pained by this, they never faced any issue in the village. “But, we were financially battered. As all of us remained in the hospital, underwent quarantine followed by lockdown, our cement shop went out of business. We could not repay the bank cash credit limit of Rs 12.5 lakh. As we are just able to make ends meet, we can’t repay the loan even as we have been receiving notices,” he said. “In September, I got an order of 100 cement bags. But business is too slow. Our family won the battle against coronavirus after losing our father, but it has left us in financial crisis,” he said.||http://timesofindia.indiatimes.com//city/chandigarh/initially-patients-faced-stigma-and-adversity/articleshow/78265941.cms||IP Singh
September 23, 2020||India||At UN, India slams Pakistan on terror as it rakes up J&K issue||NEW DELHI/NEW YORK: Following another attempt by Pakistan to raise the Kashmir issue at the United Nations, India described Pakistan as a country recognised globally as the epicentre of terrorism. During his address on the commemoration of the 75th anniversary of the UN, Pakistan’s foreign minister Shah Mahmood Qureshi had said Jammu and Kashmir and Palestine were the UN’s most glaring and long-standing disputes and the people of J&K still awaits “fulfilment of the UN commitment to grant them their right to self-determination”. Exercising India’s right to reply, first secretary in India’s permanent mission to the UN, Vidisha Maitra, said Pakistan was globally recognised as the epicentre of terrorism, which by its own admission harboured and trained terrorists, and hailed them as martyrs.||http://timesofindia.indiatimes.com//india/at-un-india-slams-pak-on-terror-as-it-rakes-up-jk-issue/articleshow/78265931.cms||---
September 23, 2020||Chandigarh||‘Rumours, negative propaganda took toll on efforts’||If one goes by the number of Covid-19 cases and deaths, Punjab appears to be struggling to contain the spread of the virus, despite sustained efforts. Statistically speaking, the state is going through the roughest phase since the virus outbreak in March How would you assess the present Covid-19 situation in Punjab, which crossed one lakh cases?It is true that the number of cases in our country as well as in Punjab is increasing. One of the reasons is increased testing. From about 15,000 tests a day, we have reached about 30,000 tests per day. We are following a similar trajectory which we saw in other states, but our daily cases are still less. Even though the population of Delhi is only 1.8 crore, it has far more deaths and number of cases than Punjab. Though the cases are increasing, the situation in Punjab is well under control. Till July 31, Punjab appeared to be in control of the Covid-19 situation. Thereafter, it witnessed a surge in cases and is now among the worst-hit states.Government has issued advisories to maintain social distancing, wear face masks, follow hand and respiratory hygiene, and avoid large gatherings. There is laxity on the part of people as they are not following these advisories. With easing of restrictions, movement of people has increased and the public in general has violated such advisories and also avoided Covid testing even after having symptoms. All these things have added to the number of cases. But now with efforts of the Punjab government, 110 panchayats have passed a resolution in support of government policy and strategy and undertook to get tested as and when requested by the health department and extend support to medical teams visiting their villages. What will it take to bring the situation back in control?Making people follow health advisories religiously and timely testing are the only ways to check transmission of disease. There is also hope of a vaccine coming soon and some treatments are under evaluation. Punjab has the highest fatality rate in the country, which is a major cause of concern. What are the reasons for it?Punjab’s high mortality rate is mainly due to two reasons. Firstly, people come to health facilities very late after getting infected by the virus. Due to false rumors and fake negative propaganda, people avoid getting tested thus delaying their diagnosis and treatment. Secondly, high prevalence of comorbid conditions like hypertension, sugar, kidney diseases, liver disease etc. It is important to note that nearly 92% deaths are taking place at tertiary level hospitals, indicating that people are getting the best possible health care and are not dying for want of treatment. What is being done to bring down Covid-19 deaths?All specialists treating Covid-19 patients are guided by a committee of experts which include specialists from AIIMS, PGI, government and private medical colleges and experts from USA and UK. They conduct regular webinars with doctors providing Covid-19 treatment in state and keep them updated regarding latest protocols for management of patients and also discuss some challenging cases. Also, district hospitals and secondary care facilities have been attached with faculty from government medical colleges to monitor and guide day to day management of patients and advise the doctors at secondary care level. The Punjab government has also carried out an awareness campaign to encourage people for early testing. There’s been an emphasis on enhancing testing capacity. However, Punjab is lagging behind many other states and is ranked tenth among the worst-hit states.We have been enhancing our testing capacity. From 15,000 tests per day in June, we have reached 30,000 tests per day. To make sampling hassle free and reduce waiting time for people who want to get tested, we have established walk-in testing corners in government health facilities and increased the number of teams for testing. We have allowed private hospitals and labs to get free rapid antigen testing kits from the government and charge Rs 250 from patients who wish to get tested in a private facility. Recently, four new labs have been set up to increase capacity. The rise in the number of cases has stressed already limited resources — Level-III beds and medical oxygen. How are we building capacity to counter a further increase in cases?Presently, our Level-III facilities are 60-70% occupied and about 40-50% at Level-II. We have adequate facilities. We are increasing Level-III beds at government medical colleges and have persuaded large private hospitals to increase their Level-III beds. We have sufficient beds. There is no shortage of oxygen and the government has taken a few steps to ensure uninterrupted supply, including issuance of licences to units for manufacturing medical oxygen. Contact tracing of cases has not been up to the mark. The teams of the health department have so far not been able to trace the transmission of virus in about 22% cases. What are the reasons for the same and what is being done to address the issue?There has been improvement in contact tracing. Initially, when a case is positive, the source of infection may not be known immediately as the patient may not recall who all he or she met, and places visited. With repeated interviews, we have been able to trace infection in most cases. Government claims to be providing the best facilities in government hospitals, so why are politicians going to private hospitals for Covid treatment?I want to assure people that Captain Amarinder Singh-led Punjab government is providing quality health services in all hospitals. Even my elder brother who tested positive for coronavirus is undergoing treatment at a government Covid care centre in Barnala. All medical and paramedical staff of the health department have been working round-the-clock since March and many of them have also tested positive. Some of them have even sacrificed their lives in the line of duty. Punjab is the only state where rumours were spread to discourage people from seeking treatment. Some elected representatives also allegedly played a part in spreading misinformation. How has this impacted government efforts?Rumors and systematic negative propaganda had an impact initially for 2-3 weeks. Legal action was taken and FIRs registered against propagators of rumors and negative propaganda about the disease and its prevention. Besides, an anti-stigma campaign was launched, and health workers and other staff were imparted training to destigmatise the disease. With concerted efforts and information campaigns, the government has managed to reverse the trend and people are getting tested voluntarily. This is reflecting in increased testing. A state-level 24X7 helpline is also available and district-specific control room numbers functioning round-the-clock to dispel myths and rumours. What steps have been taken to check the spread of misinformation?An extensive information education communication/behaviour change communication activities are being done on print, electronic and social media by the mass media wing of the health department and information and public relations department of the government. These departments conduct regular interviews of experts and coronavirus survivors to provide accurate information about the disease and ways to prevent it. Apart from such initiatives, various steps have been taken to remove the stigma attached with the disease, such as the practice of pasting stickers outside houses of Covid-19 patients has been stopped. Interviews of survivors are being uploaded on social media in which they share their positive experiences and motivate others to get themselves tested and seek timely treatment at government health facilities.||http://timesofindia.indiatimes.com//city/chandigarh/rumours-negative-propaganda-took-toll-on-efforts/articleshow/78265952.cms||Vinod Kumar
