September 14, 2020||Shimla||Himachal Pradesh reports 326 new Covid cases, 4 deaths||SHIMLA: The state reported four more Covid deaths and 326 positive cases on Sunday while 152 patients were also recovered from the infection. The state has now 9,555 positive cases of which 3,364 cases are active, 6,099 patients have been cured, 75 have died while 15 were migrated out of the state. In the state, two deaths have been reported from Solan district while one death each has been reported from Sirmaur and Kangra districts. Positive cases reported include 19 from Bilaspur district, 5 from Chamba, 47 from Kangra, 45 from Mandi, 21 from Shimla, 54 from Sirmaur, 97 from Solan and 38 from Una district.||http://timesofindia.indiatimes.com//city/shimla/himachal-pradesh-reports-326-new-covid-cases-4-deaths/articleshow/78095188.cms||Anand Bodh
September 14, 2020||Business||Power ministry plans to make households shift to electric cooking||NEW DELHI: The government will not be content with India moving around in electric cars and buses by 2030. After providing power connections to all willing households in the country, the Centre is turning its focus on making them switch to electric cooking "in a big way". "Electricity is the future of India and most of its infrastructure will be powered by electricity including cooking completely on electricity, giving poor strata of society a cheaper medium of cooking," power minister R K Singh said inaugurating a slew of community-focused NTPC projects in Bihar on Sunday. A ‘Power Foundation’ is being set up under the ministry for the purpose he said, adding large-scale use of electric cooking will make the economy self-reliant and "give us independence" from imports. "This government is for the poor and this move (switching to electric cooking) will help the poor strata of the society." India is the world’s second-largest importer of LPG, which is main cooking fuel for nearly 28 crore households with a connection, followed by piped natural gas in several cities. The idea of switching to electric cooking was mooted by Niti Ayog in its 2017 ‘Three Year Action Agenda’, first reported by TOI on August 26 that year. Niti’s objective was to free up LPG connections for poor households by getting urban families switch to electric cooking. Niti’s plan did not get many takers at that point as the power supply was still patchy in rural parts and many rural households still did not have a connection. The situation is different today with 100% household electrification and surplus generation capacity. But even then it will be a long time before making litti, bharta or daal-bati on an electric device becomes a common practice. There are several reasons such as deep-rooted traditions and a common perception that electric cooking doesn’t work with Indian dishes. But the proponents of the idea say there are plenty of appliances available for Indian cooking and the switch will boost domestic manufacturing.||http://timesofindia.indiatimes.com//business/india-business/power-ministry-plans-to-make-households-shift-to-electric-cooking/articleshow/78095396.cms||Sanjay Dutta
September 14, 2020||India||Ex-JNU student leader Umar Khalid arrested in connection with northeast Delhi riots||NEW DELHI: Former Jawaharlal Nehru University student leader Umar Khalid was arrested late on Sunday night for his alleged role in the northeast Delhi riots, sources said on Sunday. He was questioned by the Delhi police Crime Branch for a couple of hours on September 2 in connection with the riots. Khalid was earlier booked under the stringent Unlawful Activities (Prevention) Act (UAPA) in another case related to the riots. He was also quizzed by the Special Cell of the Delhi police earlier regarding an alleged conspiracy behind the riots. His mobile phone was also seized by the police. Communal clashes had broken out in northeast Delhi on February 24 after violence between supporters of the Citizenship (Amendment) Act and those against the legislation spiralled out of control, leaving at least 53 people dead and around 200 injured.||http://timesofindia.indiatimes.com//india/ex-jnu-student-leader-umar-khalid-arrested-in-connection-with-northeast-delhi-riots/articleshow/78095788.cms||---
September 14, 2020||India||PM Modi’s ‘nudges’ got 1.3bn people to join Covid fight, says Cambridge study||LONDON: Using "nationalism" to "nudge" a country of 1.3 billion to treat the onset of the novel coronavirus as a juggernaut that would require a giant wall of public participation to stall, PM Narendra Modi's frequent public appearances and assurances in the initial days of the pandemic were critical to setting in motion India's response with an unprecedented 21-day lockdown, according to a Cambridge study that used machine learning and AI-based algorithms to identify the key interventions. The peer-reviewed research article published in the scientific journal PLOS One contains the findings of an in-depth look into how the Centre formulated reactive policies to fight Covid-19, backed by critical "nudges" from the PM, employing a concept that proposes positive reinforcement and indirect suggestions as ways to influence the behaviour and decision-making of groups or individuals. The article by Ramit Debnath and Ronita Bardhan, titled "India nudges to contain COVID-19 pandemic: A reactive public policy analysis using machine-learning based topic modelling", states that PM Modi's "nudging" was critical in creating "the herd effect". "India locked down 1.3 billion people on March 25, 2020. Prime Minister Narendra Modi, in his address to the nation on 24th March 2020, appealed to the nation that ‘… 21 days is critical to breaking the infection cycle… or else the country and your family could be set back 21 years…’. This nudge had critical public policy implications because it successfully convinced 1.3 billion people to abide by lockdown rules at high economic and social costs," the paper says. "The populist Prime Minister frequently nudged the nation on staying at home, adhering to lockdown rules, improving immunity through yoga and Ayurveda and contributing to the PM-CARES fund." The paper estimates the economic costs of Phase 1 of the lockdown (March 25 to April 14, 2020) at US$ 98 billion (Rs 720,000 crore). The social costs are "still unknown", it says. On Modi's bid to lessen the spiralling impact of the lockdown, the paper says, "The Prime Minister also nudged the business community and higher-income groups to look after the economic needs of those from lower-income groups, from whom they take various services, urging them not to cut their salary on the days they are unable to render the services due to inability to come to the workplace. PM stressed on the importance of humanity during such times."||http://timesofindia.indiatimes.com//india/pm-modis-nudges-got-1-3bn-people-to-join-covid-fight-says-cambridge-study/articleshow/78095884.cms||NAOMI CANTON
September 14, 2020||India||MPs separated by plastic sheets, Parliament meets today||NEW DELHI: A unique session of Parliament will get underway on Monday with MPs sitting with plastic sheet separators and microphones on podiums in visitors’ galleries, where individual seats do not have mikes, while the Lok Sabha and Rajya Sabha main chambers will have a “proportionate” representation of political parties, including their leaders. This is the first time in the history of Indian Parliament that both chambers have been integrated for holding a session. Political parties have been allotted a certain number of seats in the main chambers and visitors’ galleries and it is up to them to nominate which of their MPs sit where. It may, however, not be a taxing problem as attendance may well be patchy as proceedings begin. Motions on question hour may pit government against oppositionThe immediate business are two medical related bills in Lok Sabha while the upper House will see the election of a deputy chairperson, with JD(U)’s Harivansh expected to canter home as the NDA nominee against RJD’s Manoj Jha, who is the candidate of Congress and some other non-NDA parties. The Parliament secretariat has facilitated MPs with the option to mark their attendance digitally through an app —Attendance Register — developed by the NIC. There will be 18 continuous sittings till October 1 during which 45 bills, two financial items and 11 ordinances are to taken up. There will be obituary references to the late Pranab Mukherjee, India's 13th President, after which the two Houses are expected to function though opposition parties plan to submit a host of adjournment notices on various issues. Both Houses will sit for four hours each every day without weekend breaks. The two Houses are to take up motions to allow them to run without question hour and discussion on private members’ bills which should draw protests from the opposition that an important part of Parliament is being scuttled. BJP managers have said answers to unstarred questions will be submitted and various state assemblies have also adopted similar practices. Parliament had last met for the budget session from January 31 to February 11. It was curtailed after an MP reported sick due to Covid-19 and raised concerns over the people he may have interacted with. Health minister Harsh Vardhan will make a statement on the Covid-19 situation in both Houses. Presiding officers will be dealing with MPs in a rather different way given the use of masks and face shields. It remains to be seen if the usual “rushing into the well” takes place as this is bound to violate social distancing norms. Lok Sabha Speaker Om Birla took stock of health and security measures on Sunday and instructed officials to provide sanitisers to every employee posted at the building gates. “All MPs and their family members have undergone Covid-19 test before the session and they have been given kits of sanitisers, masks, gloves and other health-related material,” Birla said after seeing the preparations. There will be sitting arrangements for 257 members in the Lok Sabha chamber and 172 MPs in the Lok Sabha galleries. Arrangements have been made for 60 members to sit in the Rajya Sabha chamber and 51 members will be seated in the galleries. Seats have been allotted in proportion to strengths like 32 of the 51 Congress MPs in the Lok Sabha chamber. Watch Monsoon session of Parliament: 11 ordinances, 45 bills to be taken up||http://timesofindia.indiatimes.com//india/mps-separated-by-plastic-sheets-parliament-meets-today/articleshow/78096243.cms||Akhilesh Singh
September 14, 2020||Delhi||Delhi government allows gyms, yoga centers to open||NEW DELHI: Delhi government has permitted gyms and yoga institutes to open and extended permission to weekly markets to function till September 30, an order issued by the Delhi Disaster Management Authority late on Sunday evening stated. Gyms and yoga institutes can open from Monday provided they strictly follow all Covid guidelines and the standard operating procedure issued by the Union health ministry. “The Covid situation in Delhi has been reviewed and it has been decided that the present arrangement of opening of weekly markets on a trial basis, that is, one weekly market per day per zone in all three municipal corporations/NDMC/Delhi Cantonment Board (except in containment zones) may be continued till September 30,” said the order issued by chief secretary Vijay Dev, who is also chairman of DDMA’s state executive committee. Lieutenant governor Anil Baijal heads the DDMA, which had so far been resisting the opening of gyms and yoga centres. The order added that gymnasiums and yoga institutes may also be allowed to open subject to strict compliance of the ministry’s SOP. As per the SOP, spas, steam baths and swimming pools will remain shut. “Vulnerable” people — those aged above 65 years, children under 10, people with comorbidities — are not allowed. Visitors must wear face covers all the time and maintain a distance of two yards. Gyms and yoga centres are also required to keep a gap of 15-30 minutes between batches and sanitise and disinfect the premises between shifts. No gym or yoga institute located within the containment zone will be allowed to open. Delhi currently has 1,488 containment zones spread across 11 districts. The district magistrates and other authorities concerned have been asked to ensure that the gyms and yoga institutes strictly adhere to the SOP. “In case of any violation, the owner and manager of the premises will be liable for prosecution under Delhi Disaster Management Act, 2005 besides sealing of such premises,” the order stated. The order has come as a big relief to more than 5,000 gyms and a large number of yoga institutes in the city, which have been closed for over five months since the Covid-19 lockdown. Most of these establishments are in deep financial distress. Under the various stages of unlocking, the DDMA had permitted markets, restaurants, hotels, bars and several other economic activities to resume but the gyms and yoga institutes were not permitted in Delhi despite the ministry of home affairs on July 29 allowing gyms and yoga institutes to open across the country. Gyms and yoga centres in neighboring NCR cities have been functioning since the first week of August. The continuing shutdown had led to protests by gym and yoga institute owners at different places in the city, including outside lieutenant governor Anil Baijal’s residence. The AAP government had been pushing for the reopening of these facilities but the DDMA – which is chaired by the LG – had not granted the permission due to fear of the coronavirus spreading through these places. Chirag Sethi of Delhi Gym Association said the permission has come as a major relief for gym owners and around 1 lakh people who are directly or indirectly connected to these centres for their livelihood. “All gyms will strictly follow the guidelines,” Sethi asserted. Watch Delhi government allows gyms and yoga centres to resume operations||http://timesofindia.indiatimes.com//city/delhi/delhi-gyms-yoga-centres-get-government-nod-to-open-from-today/articleshow/78096340.cms||Alok KN Mishra
September 14, 2020||Goa||Three ISL teams pick own training ground in Goa||PANAJI: The Indian Super League (ISL) has finalised training grounds for all participating clubs, three of whom made their own arrangements. ISL had shortlisted 12 training grounds across the state and asked clubs to choose. Seven clubs noted their order of preference, while three clubs – FC Goa, Bengaluru FC and Hyderabad FC – finalised training grounds beyond the official list. FC Goa, for example, will train at the Panchayat ground at Salvador do Mundo after entering into a partnership with the panchayat. They have already developed the ground and will move there late October. Until the ground is ready, FC Goa will train at the Dempo academy ground at Ella in Old Goa. The Dempo academy ground will be the home of Bengaluru FC from November 1. The former champions will begin preparations for the season with a training stint at the JSW Sports Excellence Centre, Ballari, and then travel to Goa. Hyderabad FC is the third team who have arranged for their own training ground. According to sources, last season’s bottom-ranked side has reached an understanding with St Anthony’s High School to use their new ground at Monte de Guirim. From among the 12 grounds which were offered by the organisers, ATK Mohun Bagan have probably got the best of the lot. The ISL champions will train at the Trinity ground in Benaulim, one of just two training venues which has facilities to train under lights. The India team trained here while preparing for the Fifa U-17 World Cup in 2017. ISL finalists Chennaiyin FC have had to settle for the second-best option, SAG ground at Utorda, which also has floodlight facilities. Mumbai City FC, now a familiar side here with former FC Goa players like captain Mandar Rao Desai, Ahmed Jahouh, Mourtada Fall and Hugo Boumous, will train at the Panchayat ground, Nagoa, while Odisha FC sprang a surprise by opting for Betalbatim, ahead of established venues like Rosary ground, Navelim. According to sources, Odisha finalised their venue after careful consideration. “The decision was taken after having a close look at all grounds. Betalbatim has a newly-laid pitch, less than 18 months old. The surface will also hold together better than any other available option,” said one source. The hotel, too, is less than 10 minutes away. In the north, Kerala Blasters will train at the Peddem sports complex in Mapusa, Jamshedpur FC chose the Panchayat ground in Sangolda, while NorthEast United should be happy to train on the newly-laid turf at Candolim. Except for Bengaluru FC, clubs will start arriving in Goa between September 25 and 30.||http://timesofindia.indiatimes.com//city/goa/three-isl-teams-pick-own-training-ground-in-goa/articleshow/78094153.cms||Marcus Mergulhao
September 14, 2020||India||Post-recovery, monitor health, exercise: Government||NEW DELHI: Patients who recover from Covid-19 may continue to report a wide variety of signs and symptoms, including fatigue, body ache, cough, sore throat and difficulty in breathing, according to a fresh protocol issued by the Union health ministry on Sunday for management of such patients. The recovery period is likely to be longer for patients who suffer from a more severe form of the disease and those with pre-existing illnesses, the protocol says. Patients are advised to constantly monitor their health and look for early warning signs, such as drop in oxygen level or unexplained chest pain. It also recommends physical exercise and immunity boosting medicines after recovery. The new protocol states that recovered patients should continue to practise “Covid-appropriate behaviour” at the individual level that includes wearing a mask, hand hygiene and following social distancing norms. There is a wide variation in recovery and in some cases, patients have taken several weeks to fully recoup. Doctors are also watching out for long-term effects. “Adequate amount of warm water”, if not indicated otherwise by doctor, and immunity boosting Ayush medicines, only on the advice of a qualified practitioner, have been suggested too. Besides, the guidelines also recommend one spoon of chawanprash in the morning with water or milk. The ministry said regular household work can be done “if health permits”, while professional work can be resumed “in graded manner”. Medicines to alleviate Covid-19 symptoms should also be continued, along with those for co-morbidities, if any. Patients have been asked to monitor their oxygen levels, temperature, blood pressure and, in case of diabetic patients, blood sugar too. For persistent cough, the guidelines recommend gargling with saline water and steam inhalation using herbs. Patients have been asked to look for signs of high grade fever, breathlessness and weakness. The government also suggested consultation with a doctor, either though a physical visit or online, within seven days of discharge from a hospital. Subsequent follow-up treatment can be done by any physician or Ayush practitioner, it said. Watch Government issues fresh protocols for post-recovery, asks patients to monitor health||http://timesofindia.indiatimes.com//india/post-recovery-monitor-health-exercise-government/articleshow/78096567.cms||Sushmi Dey
September 14, 2020||India||Umar Khalid held for Delhi riots ‘conspiracy’||NEW DELHI: Former JNU student Umar Khalid was arrested late on Sunday by the Delhi Police Special Cell and booked under the stringent Unlawful Activities Prevention Act for alleged conspiracy in the riots that had rocked northeast Delhi this February, killing over 50 people. Police claimed to have found “crucial evidence”, including Khalid’s movement during the riots, after interrogating him about meeting members of ‘United Against Hate’ groups and the Popular Front of India. Khalid, who is already facing sedition charges for alleged anti-national sloganeering four years ago, will be produced before a court at noon on Monday. Watch Police arrest former JNU student Umar Khalid for Delhi riots 'conspiracy'||http://timesofindia.indiatimes.com//india/umar-khalid-held-for-delhi-riots-conspiracy/articleshow/78096623.cms||---
September 14, 2020||India||5 NEET special trains run with just 21 passengers||NEW DELHI: Officials at Dehradun railway station were taken aback on Sunday afternoon when an ‘exam special’ train, meant for NEET aspirants, arrived completely empty at the station from Moradabad. A team of doctors, government officials and other railway staffers deputed at the platform to check the students on arrival went back empty-handed. Sitaram Sonkar, station superintendent at Dehradun railway station, told TOI that “since there were over 18 centres for NEET in Dehradun and 12 in nearby Roorkee, the Railways had specially organised this train so that students could commute easily. “It came as a surprise to us that no one took the train,” he added. Interestingly, attendance at the exam centres in Dehradun and Roorkee was high and a large number of students could be seen queuing up to appear for the exam. A Railways official said that “perhaps due to the Covid threat, students preferred to make their own arrangements to reach the exam centres rather than opting for the special trains.” The fate of several other ‘exam specials’ operated by the Moradabad, Prayagraj and Agra divisions was no better. According to Railways sources, the special NEET train that ran from Bareilly to Ghaziabad had just one passenger while the one from Bareillyto Lucknow had five. In all, the five special trains that the Moradabad railway division organised for NEET exam aspirants for travel to and from Dehradun, Roorkee, Lucknow and Moradabad got a total of 21 passengers. And the Railways, which spent lakhs on operating these trains, made a princely sum of Rs 1040. Anuj Singh, assistant commercial manager (ACM), Moradabad division, said, “The Bareilly to Ghaziabad train got one passenger and earned Rs 65 while the Bareilly to Lucknow exam special got five passengers and had earnings of Rs 230. Train no. 04305 — Bulandshahr to Bareilly — got three passengers and we have earned Rs145 from it. Maximum 12 passengers boarded the exam special from Haridwar to Bareilly, providing earnings of Rs 600.” Keshav Tripathi, PRO, Prayagraj division, said that the response of NEET aspirants to the exam special trains operated by their division was also “quite dull.” “The special train that ran from Aligarh to Delhi --- which was operated by our division -- was boarded by five people only, incurring a total income of around Rs 250 for the Railways,” he said. In Agra division, too, the exam special that ran from Kosi Kalan (Mathura) to Delhi, was boarded by just 10 passengers. Similarly, a 10-coach NEET special train travelled 400 km from Neemuchto Bhopal, carrying only 15 candidates. Sources said that 27 students had registered for the 720-seater special, but a dozen didn’t turn up allegedly due to Covid fear. Nine of the 10 coaches came to Bhopal completely empty. Another NEET special, from Anuppur, fared somewhat better as 270 students took it, but most of its 18 coaches were empty. Some of the students felt more of them would have taken the special if the Railways had announced it earlier. “The exam date was fixed long ago, but the train was announced only a day in advance. Very few students would ignore their travel plans this late,” said Prashant Nema, an aspirant. Another candidate, Anuj Shastri, said many students found it more convenient to travel by a hired vehicle. “It was not clear if there would be any transport available for the exam centre after we arrived at Bhopal station. So, many of us pooled cars,” he said. (With inputs from Ramendra Singh in Bhopal)||http://timesofindia.indiatimes.com//india/5-neet-special-trains-run-with-just-21-passengers/articleshow/78096635.cms||Ishita Mishra
September 14, 2020||Kolkata||Metro motormen: Happy and confident getting back to work||After having worked as a motorman in Kolkata Metro for more than 15 years, Tapash Bhattacharya had a sudden moment of realisation in 2000. As he pressed the button to close the Metro doors at Dum Dum station, he saw a little girl rushing towards the train with her father. Seeing it already in motion, the girl started sobbing and the last thing Tapash could hear was that she’d be scolded again for reporting late to school. “She reminded me of my daughter and I requested the chief operation manager to schedule the next train from Dum Dum earlier than its scheduled time. He kept my request. That day I realised that besides being a huge responsibility, there’s something noble about my profession,” Tapash told us on Sunday. Happy and proud yet anxious Tapash and his fellow colleagues – who missed being on duty for the last six months – are not just happy to resume work from today, but also looking forward to serving crowds of passengers after the quiet months of lockdown. Tapash thinks timely and safe ferrying of people is a huge responsibility and he is proud of what he does. “From ensuring students reach their exam halls on time to saving employees from getting late for work and sometimes making a father meet his newborn as soon as possible – it is a matter of pride and I’m very satisfied with what I do,” he said. However, the challenges of working in the COVID era have led to a sense of anxiety as well. Asim Ghosh, another motorman, is worried about how to maintain social distancing. “As long as I am in the driver’s cabin, there’s no problem. But what if the train malfunctions? In that case, the driver will have to go to the compartment. How will we save ourselves from being exposed to the crowd then? That’s my only concern,” shared Asim. For Gautam Bose – who has been working in Metro Railway since 2001 – the main concern now is crowd management. Despite the special courses on hygiene and avoiding exposure conducted for them, he thinks that passengers will have a major role to play in ensuring safety. “The authorities have provided us with all the protective gears and trained us to use them. Now it’s up to the passengers to follow the rules and behave responsibly,” he said. Practice in the lockdown Great concentration, acute precision and quick reflexes are some of the prerequisites for a motorman’s job. To make sure they stay in their top forms despite Metro services being on halt, the drivers continued to practise in the lockdown. “Besides special online courses, we had to go for practical lessons once a week. So, I’m very confident that I’ll be able to do my job perfectly well,” said Gautam. Asim, on the other hand, thinks that his anxieties will be over once he is back to work on Monday. “I’m feeling exactly how Sachin Tendulkar would have felt before a high-voltage match. I’m sure it will be alright once I drive across a couple of stations," he said, adding, “Like a good swimmer never forgets how to swim, I can’t forget all that I have learnt over the years by staying away from work for just six months.” Ever since he joined in 2001, Gautam has not seen empty stations and driving the train from one empty station to another was painful for him. “Thousands of people used the train and we know many of them by their faces. When I drove through the empty stations, I couldn’t help but feel the pain. Seeing the crowd from Monday will surely cheer us up,” he added. Indrani Banerjee, metro spokesperson, said "During these five and a half months of lockdown Metro Rly has been doing thorough maintenance of its assets particularly the ones related to passenger amenities. Our motormen have been running our staff specials for the past two and a half months and are always in readiness. Let us now start our commercial services under the new normal with the cooperation of our commuters".||http://timesofindia.indiatimes.com//city/kolkata/metro-motormen-happy-and-confident-getting-back-to-work/articleshow/78095082.cms||Bishwabijoy Mitra
