---||Bengaluru||Bengaluru’s creative folk and nightlife enthusiast rejoice lifts on Covid-related curbs||On Friday, in what seemed to be welcome news for various industries, Karnataka Chief Minister Basavaraj Bommai announced that the state will have some more curbs lifted as the total positivity rate (TPR) for Covid in the state is below 1% at 0.66%. This meant cinema halls, auditoriums, ranga mandiras and pubs to function normally from October 1, with safety caveats in place. Those entering these spaces need to have at least one dose of vaccine. Cinema halls back to normal capacity, but there are clauses Starting October 1, cinema halls will be allowed to have 100% occupancy in all districts that have a TPR below 1%. For those districts above 1% and below 2%, the 50% occupancy rule continues. The districts who register a TPR of above 2% will have cinema halls shutting down. In an additional move for caution, pregnant women and children will not be allowed. Standard Covid safety protocols need to be followed. Suraj Gowda, actor and director of Ninna Sanihake that releases on October 8, shares, "This is a welcome move from the government. We respect their decision to wait till the time is right. We now hope people return to cinema halls to celebrate it like it ought to be done." Read AlsoSchools, cinemas &amp; pubs in Karnataka to run 100% from OctoberWith fresh Covid-19 infections under control, the Karnataka government on Friday allowed schools and colleges to conduct regular in-person classes for grades 6-12 with 100% student attendance from October 1, besides giving nod for cinema halls, movie theatres and pubs to operate with 100% capacityAuditoriums and ranga mandiras benefit too The low TPR in the state has also led the government to allow auditoriums and ranaga mandiras to also function with 100% occupancy, with similar caveats in place like those for cinema halls. This has led to many dancers, musicians and theatre persons expressing joy over this move. October fest for pubs While the tipplers had some bars and lounges open, now the pubs will finally be able to throw open their doors from October 3. The rules for entry into pubs remain similar to those for cinema halls. A pub owner shares, "Draught beer is one of the most widely selling beverages in cities like Bengaluru. This is good news, hence." Schools can reopen with full attendance for higher classes The government has also given a nod for offline classes with full attendance to be conducted for classes 6 to 12 for five days a week. Extended curfew time The night curfew still stands imposed, but the curfew has been extended till 10 pm, which allows more breathing time for restaurants, bars and pubs. This also helps cinema halls and performance venues.||http://timesofindia.indiatimes.com//city/bengaluru/bengalurus-creative-folk-and-nightlife-enthusiast-rejoice-lifts-on-covid-related-curbs/articleshow/86506541.cms||Sunayana Suresh
---||Mumbai||OBC quota: Stop bypolls, approach SC, BJP leader tells Maharashtra govt||MUMBAI: BJP leader Chandrashekhar Bawankule on Saturday said the Zilla Parishad and gram panchayat bypolls scheduled for October 5 should be postponed and the Maharashtra government must approach the Supreme Court over quota for Other Backward Classes. Addressing a press conference, he said the MVA government had issued an ordinance to give quota to OBCs in local bodies' bypolls to be held on October 5, while the state election commission has issued a notification that the bypolls will be held as scheduled. He said the ordinance would have been useful if it was issued before the poll notification came out, adding that the chain of events showed the MVA government was misleading the OBC community. He said the Supreme Court, which read down OBC quota in local bodies some months ago, had directed the state government on March 4 to collect empirical data on OBCs but the latter had done nothing since then. The Maharashtra government had not made provision of funds for the Backward Classes Commission either, he added. The state government, which has been directed to obtain empirical data on OBCs, was misleading people by raising the issue of census etc, the BJP state general secretary alleged.||http://timesofindia.indiatimes.com//city/mumbai/obc-quota-stop-bypolls-approach-sc-bjp-leader-tells-maharashtra-govt/articleshow/86516552.cms||---
---||Bhopal||Madhya Pradesh: Cyber fraudsters, who duped people on pretext of winning jackpot, nabbed from Niwari district||BHOPAL: Cyber-crime branch on Saturday claimed to have busted a racket involved in duping people online after luring them in their trap of winning a telecom company jackpot of Rs 7 lakh and a car from Niwari district. Police arrested four accused including two brothers all residents of a village in Jhansi in UP on the border of Niwari district. The kingpin of the gang is a BSc graduate and a diploma holder in lab technician course while the others were educated till class 10, 8, and 7 respectively. Police said that the village has become a hub of cyber-fraudsters and many villagers were involved in online fraud cases like the infamous Jamtara district of Jharkhand. Police seized five mobile phones and SIM cards from their possession which they used to dupe a Govindpura based 25-year-old youth to the tune of Rs 1.40 lakh. The accused tried to dispose off the evidence in the case by breaking their smartphones, SIM cards, and ATM cards and throwing away them in the nullah. The accused burnt one of their smartphones. The accused revealed that they were involved in duping people for the past two years. They searched the mobile phone numbers of a particular telecom company over the internet and then randomly called the SIM users. They called the victims posing themselves as officials of the telecom company and informed them that they had won a jackpot of Rs 7 lakh and a car in the lucky draw of their mobile number. Once the victim fell in their trap, they siphoned money from them on the pretext of various processing fees including GST charge, file charge, advocate's fees, tax and others. After receiving the money, they broke contact with the victims. Police were still searching the accused who provided bank account opened on forged documents to the accused to receive money from the victims. Investigation officer SI BL Prajapati said that complainant Pushpraj Godbole (25), a resident of Gayatri Nagar in Govindpura, works in a private firm and gets a salary of Rs 8,000 per month. He told police that on August 9, he received a call from an unidentified number on which the caller introduced himself from a telecom company. The caller told him that he had won the jackpot of Rs 7 lakh cash and a car in a lucky draw. The accused said that for receiving the jackpot money and car, he will have to deposit processing fees and tax. Pushpraj told his mother about the jackpot and she exclaimed with joy. The caller talked to her too and convinced her to deposit the money into his account. The mother-son duo fell into the trap and arranged money by selling their jewellery and borrowing loans on interest. They deposited Rs 1.40 lakh into the fraudster's bank account within three days but received nothing. The people, who gave them loans started threatening Pushpraj and the family was living in fear. He then approached the cyber-crime branch and filed a complaint. SI Prajapati said that police on basis of technical evidence nabbed the accused identified as Ravindra Kushwah, his brother Rakesh Kushwah, Prem Narayan Kushwah and Mohan Kushwah, all residents of Waman Negua village in Jhansi Uttar Pradesh, from Niwari district. They had disposed of all the evidence against them but Ravindra was caught on an ATM camera while he was withdrawing the money deposited by the victim from his bank account using the ATM card which they broke and disposed of. Ravindra is the kingpin of the gang and he is a BSc graduate holding a diploma in medical lab technology. His brother Rakesh is educated till class 10 while Prem Narayan till class8 and Mohan till class 7.||http://timesofindia.indiatimes.com//city/bhopal/madhya-pradesh-cyber-fraudsters-who-duped-people-on-pretext-of-winning-jackpot-nabbed-from-niwari-district/articleshow/86516497.cms||Sudeept Mishra
---||India||Come, make in India: PM Modi woos global vaccine manufacturers||NEW DELHI: PM Narendra Modi on Saturday made an important effort to put India on the front-line of the global fight against Covid-19, by inviting global vaccine manufacturers to “come and make vaccines in India”. “I, today, invite vaccine manufacture around the world — come, make vaccines in India,” PM Modi said while addressing the 76th session of the UN General Assembly. “I want to give this information to UNGA that India has developed the world's first DNA vaccine, which can be administered to all people above 12 years of age. Another mRNA vaccine is in its last phase of development. India’s scientists are also engaged in the development of a nasal vaccine for Corona,” he said. Read Also‘Using terror as political tool dangerous’: PM Modi slams PakistanPrime Minister Narendra Modi expectedly had a message in his UN General Assembly address for Pakistan, as he slammed use of terrorism as a political tool, but equally significantly for China as he said the “reliability’’ of global institutions of governance, built over decades, had been hit by theirThe invitation comes at a time when inadequate supplies and inequitable distribution of vaccines have raised the fear that the twin issues might delay global recovery from the pandemic and may appear to be a move to transform India’s image as a cause of concern that it looked after the country was ravaged by the “second wave”, into an emergency responder and part of the solution. India earned considerable goodwill when the Modi government launched “Vaccine Maitri” initiative to reach vaccines to the under-resourced capitals at a time when developed countries stubbornly refused to look beyond their shores. The second wave derailed the vaccine initiative as New Delhi decided to first look after its own. Highlighting India’s achievements and progress in Covid vaccine development despite limited resources, the PM said the country lives by ‘Seva Paramo Dharma’ (service is the main duty) and is engaged in vaccine development and manufacturing with full dedication. While Ahmedabad-based Zydus Cadila’s three-dose anti-Covid jab ZyCoV-D has got emergency use authorisation for those above 12 years of age, Pune-based biotechnology firm Gennova Biopharmaceuticals is working on the country’s first mRNA-based Covid vaccine. Besides, Bharat Biotech is conducting trials with a nasal vaccine. Underlining the government’s latest decision to resume export of anti-Covid jabs, the PM said: “Understanding its responsibility towards humanity, India has once again started giving vaccines to the needy in the world.” At a time when countries across the globe are battling the pandemic with limited access to and availability of vaccines as well as other medical solutions, PM Modi’s speech is seen as an effort to transform the image of India to a crisis-manager.||http://timesofindia.indiatimes.com//india/come-make-in-india-modi-woos-global-vaccine-manufacturers/articleshow/86518548.cms||---
---||India||19 years on the run, ex-terrorist arrested in J&K||JAMMU: A former Hizbul Mujahideen terrorist, who had been on the run for 19 years, was arrested by Kishtwar Police on Saturday. Dulla Jameel, a resident of Arnas in J&K’s Reasi district, was wanted in a terrorism-related case registered in 2002 at Chatroo police station. “Based on a tip-off, a police team raided various suspected locations and arrested the accused, who was putting up at Kundwar village in Kishtwar’s Chatroo area,” a police spokesperson said. The accused was produced in a local court, which sent him to judicial custody. On September 17, J&K Police had arrested an ex-terrorist, Abdul Gani, from Kishtwar’s Marwah. Gani had been evading arrest for the past 20 years. On September 15, Nazir Ahmad of Budhar-Bonjwah, also an ex-terrorist, was arrested after a long search of 12 years. On July 6, Kishtwar Police arrested Naeem Ahmed, a resident of Kishtwar’s Tattani, who was wanted in a case registered 13 years ago.||http://timesofindia.indiatimes.com//india/19-years-on-the-run-ex-terrorist-arrested-in-jk/articleshow/86518682.cms||Sanjay Khajuria
---||Business||After US agreement on fraud charges, Huawei CFO reaches homeland China finally||Huawei chief financial officer (CFO) Meng Wanzhou flew home to China on Friday after reaching an agreement with the United States prosecutors to end the bank fraud case against her, relieving a point of tension between the two countries. Within hours of the news of the deal, two Canadians who were arrested shortly after Meng was taken into custody in December 2018, were released from Chinese jails and were on their way back to Canada. Beijing had denied that their arrests were linked. A person familiar with the matter said Meng, the daughter of Huawei founder Ren Zhengfei had left Canada on a flight to Shenzhen. The years-long extradition drama has been a central source of discord in increasingly rocky ties between Beijing and Washington, with Chinese officials signaling that the case needed to be dropped to help end a diplomatic stalemate. The deal also opens US President Joe Biden to criticism from China hawks in Washington who argue his administration is capitulating to China and one of its top companies at the centre of a global technology rivalry between the two countries. Meng was arrested at Vancouver International Airport on a US warrant, and indicted on bank and wire fraud charges for allegedly misleading HSBC in 2013 about the telecommunications equipment giant's business dealings in Iran. In an exclusive on Friday, Reuters reported that the United States had reached a deferred prosecution agreement with Meng. Nicole Boeckmann, the acting US attorney in Brooklyn, said that in entering into the agreement, "Meng has taken responsibility for her principal role in perpetrating a scheme to defraud a global financial institution." The agreement pertains only to Meng, and the US Justice Department said it is preparing for trial against Huawei and looks forward to proving its case in court. China's foreign ministry did not immediately respond to a request for comment on the release of Meng or the Canadians, neither did a spokeswoman for Huawei. The two Canadians, businessman Michael Spavor and former diplomat Michael Kovrig, had been held in China for more than 1,000 days. In August, a Chinese court sentenced Spavor to 11 years in prison for espionage. The International Crisis Group, where Kovrig works, said it was "overjoyed" at the "most just decision" to release him, thanking Canada and the United States for their roles. "The day we have been waiting for 1,020 days has finally arrived," the advocacy group said in a statement. Prime Minister Justin Trudeau told reporters in brief remarks late on Friday the two men had left Chinese airspace just minutes before. He was not asked whether the two countries had struck a bilateral deal. "I want to thank our allies and partners around the world in the international community who have stood steadfast in solidarity with Canada and with these two Canadians," he said. Meanwhile, at the hearing in Brooklyn federal court on Friday, which Meng attended virtually from Canada, assistant US attorney David Kessler said the government would move to dismiss the charges against her if she complies with all of her obligations under the agreement, which ends in December 2022. He added that Meng will be released on a personal recognisance bond, and that the United States plans to withdraw its request to Canada for her extradition. Meng pleaded not guilty to the charges in the hearing. When US District Court Judge Ann Donnelly later accepted the deferred prosecution agreement, Meng sighed audibly. A Canadian judge later signed Meng's order of discharge, vacating her bail conditions and allowing her to go free after nearly three years of house arrest. She was emotional after the judge's order, hugging and thanking her lawyers. Speaking to supporters and reporters on the steps of the court afterward, Meng thanked the judge for her "fairness" and talked of how the case had turned her life "upside down". Meng was confined to her expensive Vancouver home at night and monitored 24/7 by private security that she paid for as part of her bail agreement. Referred to by Chinese state media as the "Princess of Huawei", she was required to wear an electronic ankle bracelet to monitor her movements, which became fodder for the tabloids when it hung above her designer shoes. 'Huawei confidential'Articles published by Reuters in 2012 about Huawei, Hong Kong-registered company Skycom and Meng figured prominently in the US criminal case against her. Reuters reported that Skycom had offered to sell at least 1.3 million euros worth of embargoed Hewlett-Packard computer equipment to Iran's largest mobile-phone operator in 2010. Reuters also reported numerous financial and personnel links between Huawei and Skycom, including that Meng had served on Skycom's board of directors between February 2008 and April 2009. The stories prompted HSBC to question Meng about Reuters findings. Huawei was placed on a US trade blacklist in 2019 that restricts sales to the company for activities contrary to the US national security and foreign policy interests. The restrictions have hobbled the company, which suffered its biggest revenue drop in the first half of 2021, after the US supply restrictions drove it to sell a chunk of its once-dominant handset business before new growth areas have matured. The criminal case against Meng and Huawei is cited in the blacklisting. Huawei is charged with operating as a criminal enterprise, stealing trade secrets and defrauding financial institutions. It has pleaded not guilty. A Canadian government official said Ottawa would not comment until the US court proceedings were over. China vs USHuawei has become a dirty word in Washington, with China hawks in Congress quick to react to any news that could be construed as the United States being soft, despite Huawei's struggles under the trade restrictions. Then-President Donald Trump politicised the case when he told Reuters soon after Meng's arrest that he would intervene if it would serve national security or help secure a trade deal. Meng's lawyers have said she was a pawn in the political battle between the two super powers. Republican China hardliners in Congress called Friday's deal a "capitulation". "Instead of standing firm against China's hostage-taking and blackmail, President Biden folded," Republican Senator Tom Cotton said in a statement. Senior US officials have said that Meng's case was being handled solely by the Justice Department and the case had no bearing on the US approach to strained ties with China. During US deputy secretary of state Wendy Sherman's July trip to China, Chinese Vice Foreign Minister Xie Feng insisted that the United States drop its extradition case against Meng. The US officials have acknowledged that Beijing had linked Meng's case to the case of the two detained Canadians, but insisted that Washington would not be drawn into viewing them as bargaining chips.||http://timesofindia.indiatimes.com//business/international-business/after-us-agreement-on-fraud-charges-huawei-cfo-finally-reaches-homeland-china/articleshow/86517992.cms||---
---||World||Kashmir motion condemning India fails, won’t be debated at Labour conference||LONDON: An attempt by Labour party members in the constituency of Pakistan-origin Labour MP Naz Shah, who called Prime Minister Modi a "butcher" last week, to get a Kashmir motion debated and voted on at the Labour party annual conference has spectacularly failed. The Kashmir motion put forward by Bradford West CLP (constituency Labour party) garnered just 20,413 votes from CLP members in the priority ballet carried out on Saturday and no votes from affiliate members. Motions on mental health, social care, and the green new deal got the highest number of votes, with social care getting a little over a million votes in the ballot. Dr Neeraj Patil, chairman of Hindus for Labour, said: "The British Hindu community is pleased to note that the Labour Party under the new leadership of Kier Starmer is adopting a bipartisan approach on the bilateral issue of Kashmir. This is a welcome move for forging better relationship between the Labour Party and the British Hindu community. The motion was overwhelmingly defeated and got one of the lowest votes." The defeated motion had called for condemning the Indian government’s actions in Kashmir and to urge Labour MPs and Labour party leader Starmer to commit to ending human rights abuses in the region and to "mediations between India, Pakistan and the Kashmiri people" to seek self -determination for the Kashmiri people. It was one of 50 motions that were submitted to the conference by CLPs, trade unions and other bodies. The Labour party conference in Brighton kicked off this weekend. This motion called on conference to resolve to lobby British MPs, the UK and EU Parliaments and the UN to "ensure recognition of the ongoing humanitarian crisis and rights abuses in Kashmir" as well as "fulfilment of the Kashmiri people’s right to self-determination in accordance with UN resolutions" and for humanitarian aid organisations and international observers to be allowed to enter Jammu and Kashmir. It condemned the Indian government’s revocation of Articles 370 and 35A of the Constitution and "the ongoing imposition of restrictions". The defeated motion pointed out that while the Indian government had "hindered journalism", kept elected Kashmiri politicians under detention, and not allowed Indian political opposition, including Indian MPs, to visit Kashmir, it had "enabled a visit to Kashmir by European politicians representing far-right parties". At the September 2019 conference, an emergency motion on Kashmir that said that the people of Kashmir should be given the right of self-determination in accordance with UN resolutions and called for international observers to enter the region was unanimously passed, causing a major rift between the Labour party and India. The Indian high commission in London cancelled its annual reception with Labour Friends of India and more than 70 British Indian organisations wrote a collective letter to the then Labour leader, Jeremy Corbyn, warning that the motion could destroy UK-India diplomatic relations.||http://timesofindia.indiatimes.com//world/uk/kashmir-motion-condemning-india-fails-wont-be-debated-at-labour-conference/articleshow/86519311.cms||NAOMI CANTON
---||India||Mirwaiz accuses Centre of repression in Kashmir||SRINAGAR: The Mirwaiz Umar Farooq-led All Parties Hurriyat Conference (APHC) on Saturday accused the Government of India of adopting repressive measures in Kashmir Valley. In a statement, Mirwaiz said that day in and day out extreme laws are being introduced to further curb people's freedom and intimidate them into silence through fear of retribution. “Sudden dismissal of government employees without any investigation, or being given a chance to be heard, is part of this policy as six more government employees have been sacked by the ruling dispensation,” Mirwaiz said in the statement. So far, the authorities have sacked two dozen government employees on charges of having links with terror activities, or for their affiliation to Jamiat-e-Islamia, the statement said. The APHC chairman further said that such dictatorial approach would only create more dissent and anger. “Continued raids by government agencies on organisations and homes of people and slapping of PSA and other harsh laws on them, picking up of youths, their arbitrary arrests and constant surveillance of people continue unabated across J&K as a state policy, as the number of Kashmiris in jails and detention centres further swelled. Thousands, including political leaders and activists, continue to languish in jails for years on end without any remedy. The APHC chairman himself has been placed under arbitrary house detention for the past twenty-six months now,” the statement added. It quoted Mirwaiz as saying that the situation in J&K is simmering and people, especially the youth, are feeling suffocated, which can have serious consequences.||http://timesofindia.indiatimes.com//india/mirwaiz-accuses-centre-of-repression-in-kashmir/articleshow/86519423.cms||M Saleem Pandit
---||World||Mississippi gets ready to repair highway that collapsed during Ida||JACKSON: Mississippi will soon start rebuilding a section of highway that collapsed during torrential rainfall brought by Hurricane Ida, the head of the state Department of Transportation says.  Two people were killed and nine were injured on August 30 as seven vehicles plunged, one after another, into a deep pit that opened up on the dark, rural stretch of Mississippi Highway 26 near Lucedale. One of the injured people died in a hospital on September 11. Department of Transportation Director Brad White told legislative budget writers Friday that the department has completed a geotechnical review and will choose a company early next month to repair the damage for about $1.2 million. He said the highway could reopen in about 45 days.  White said the area had already received more than double its average annual rainfall before the hurricane, and then Ida dumped more than 12 inches (30.5 centimeters) of rain in less than one day. The stretch of highway is on a hillside, and White said the deluge blew out a pipe that ran under the roadbed.  "I don't know of any preventative maintenance that could've been done prior to the storm," White said.||http://timesofindia.indiatimes.com//world/us/mississippi-gets-ready-to-repair-highway-that-collapsed-during-ida/articleshow/86519661.cms||---
---||World||Migrations will continue, Haiti PM tells UN after border outrage||UNITED NATIONS: Haiti's acting prime minister told the UN Saturday that migrants would continue to try to reach more prosperous countries despite disturbing images of Haitians being detained on arrival in the United States.  "In recent days, the images of the treatment of several of my compatriots on the border between Mexico and the United States have shocked more than one," acting Prime Minister Ariel Henry said in a pre-recorded video speech to the General Assembly.  "Without wishing to contest the right of a sovereign state to control the accession of foreigners to its territory, or to send them back to their country of origin those who enter it illegally, we believe that many now prosperous countries have been built by successive waves of migrants and refugees," he added.  Tens of thousands of migrants, mostly Haitians, have arrived in Texas at the border between Mexico and the United States since early September.  Violent scenes of US border guards on horseback confronting the migrants this week drew widespread criticism against Joe Biden's administration.  "This problem of migrants must remind us that human beings, fathers and mothers, will always flee misery and conflicts and seek to find better living conditions for their children," Henry said.  "Migration will continue as long as there are areas of prosperity on our planet while most of the world population lives in precariousness, sometimes extreme, with no prospect of a better life," he added.||http://timesofindia.indiatimes.com//world/us/migrations-will-continue-haiti-pm-tells-un-after-border-outrage/articleshow/86519677.cms||---
---||India||Pakistan an arsonist in guise of a fire-fighter: Indian diplomat||NEW DELHI: India’s diplomat Sneha Dubey delivered a fiery rebuttal to Pakistan PM Imran Khan raking up the Jammu & Kashmir issue in his UNGA address, saying Pakistan has nurtured terrorists for long and is an “arsonist disguising itself as a fire-fighter”. Khan’s comments seeking to paint his country as a victim of terrorism, saw young Indian diplomat and first secretary Sneha Dubey responding, “Our region, and in fact the entire world, has suffered because of their policies. On the other hand, they are trying to cover up sectarian violence in their country as acts of terror”. Dubey, an IFS officer of 2012 batch, was exercising India’s right of reply, and added that Pakistan held the ignoble record of hosting the largest number of terrorists proscribed by the UN Security Council. In his nearly 25-minute virtual address, Khan had spoken about the Indian government’s decision to revoke the special status of the erstwhile J&K state and also the death of pro-Pakistan separatist leader Syed Ali Shah Geelani. Dubey said it was regrettable that this was not the first time that the leader of Pakistan had misused platforms provided by the UN to propagate false and malicious propaganda against India, and sought in vain to divert the world’s attention from “the sad state of his country where terrorists enjoy free pass while the lives of ordinary people, especially those belonging to the minority communities, are turned upside down”. In the past too, junior Indian diplomats, usually women, have countered such statements by Pakistan. “We exercise our right of reply to one more attempt by the leader of Pakistan to tarnish the image of this August forum by bringing in matters internal to my country, and going so far as to spew falsehoods on the world stage,” said Dubey, the third Indian woman diplomat at the UN to rebut Pakistan’s claims on J&K. Another blistering response was delivered by 2005-batch IFS officer Eenam Gambhir in 2016. This was followed by a similar right of reply by Vidisha Mishra in 2019. A post-graduate from JNU, Dubey was schooled in Goa and later graduated from a college in Pune. Emphasising India’s position, Dubey said the government desired normal relations with all our neighbours, including Pakistan.”However, it is for Islamabad to work sincerely towards creating a conducive atmosphere, including by taking credible, verifiable and irreversible actions to not allow any territory under its control to be used for cross-border terrorism against India,’’ she said. With the international community marking this month the 20th anniversary of the “dastardly” 9/11 terror attacks, Dubey said the world has not forgotten that the “mastermind behind that dastardly event, Osama bin Laden, got shelter in Pakistan." “Even today we heard the leader of Pakistan trying to justify acts of terror. Such defence of terrorism is unacceptable,” Dubey said.||http://timesofindia.indiatimes.com//india/pakistan-an-arsonist-in-guise-of-a-fire-fighter-indian-diplomat/articleshow/86520187.cms||---
