August 21, 2020||Bengaluru||Pandemic dampens Ganesha idol sales in Bengaluru||Ganesha Habba is one of the most popular festivals not just in the state, but in several parts of the country. It is a time of processions and music, with Ganesha idols adorning every home and grand idols at pandals installed across the city, for the public to pay their respects. However, popular areas where idols are made and sold in Bengaluru, wore a deserted look. Doraiswamy, 61, an artisan from Pottery Town, usually starts making idols in January, in preparation for the bulk orders that start in March. But this has not been the case this year. “We haven’t got any big orders. People are scared to step out and buy readymade idols,” he says. Some idol makers even anticipated the slump and hence, made fewer idols than usual. “We didn’t make any big idols when we heard about the onset of the pandemic,” says Devaraj, who sells on Bull Temple Road and has a factory at Talaghattapura. “There has been a slump in the sales, which we had expected,” he shares, adding that his idols have been priced the same as last year. Small to medium sized idols are priced between Rs 100 and Rs 1,500, in shops across the city. While many Bengalureans already make their own idols at home, those who opt to buy, will find limited options in the market, as most idol makers have reduced production in anticipation of the lull in sales. They have also been instructed by the Bruhat Bengaluru Mahanagara Palike (BBMP) to reduce the size of idols made for homes, as they will have to be immersed at home itself. Kumbalgod Shivakumar, who has a factory on Mysore Road and sells in Basavanagudi, concentrates only on eco-friendly idols for home use. He says, “These range from half a foot to one and a half feet in size. But we have made only around 60 per cent of the number of idols that we made last year.” Guidelines issued by the BBMP * Idols of two feet or lesser for homes * No idol above four feet allowed in public * Only one public idol per ward * No loud music * No gathering of more than 20 people Rise in use of plasticWhile the idol makers have made eco-friendly idols, they admit that the fear among the public has led to the use of plastic wrap for each idol, to ensure safety during the pandemic.||http://timesofindia.indiatimes.com//city/bengaluru/pandemic-dampens-ganesha-idol-sales-in-bengaluru/articleshow/77660375.cms||Sunayana Suresh
August 21, 2020||Chennai||#MadrasWeek: Chennai’s youngsters experience city through its public transport||Sundar Raman, an assistant relationship manager at a private bank, can tell you which station along the Beach-Chengalpattu route his train has halted at, with his eyes closed. “The buzz, the smell, the kind of conversations you hear at each of these stations are so different, so unique. I board at Tambaram, and till the time I get off at Chetpet, I literally breathe in and experience Chennai, which no other touristy option will help me achieve,” says the 26-year-old Chennaiite. Sundar is not alone. For most of us, the various means of public transports — trains, buses, autos, share autos and the relatively newer addition, metro — are a cultural identity of the city. And that’s why, many, like Muhilann Murugan, a 24-year-old architect from Alandur, choose to travel by public transport despite having other options. “Train, share autos and bus — those are my modes of commute anywhere within the city,” says Muhilann, who’s currently working on a project with Nam Veedu Nam Oor Nam Kadhai (NVNONK), a community organisation, for the Madras Literary Society in DPI campus, Nungambakkam. He adds, “I travel by train from St Thomas Mount to Nungambakkam and then, take a share auto to the campus,” he says, adding that’s exactly what he has been missing the most during the pandemic — the suburban train journey. While Muhilann has been collecting data on tram service in Madras during the lockdown, 32-year-old Rajesh Seshadri has been spending his days sketching Chennai’s transport links. “It’s brought about a wave of nostalgia. So many people have messaged me, sharing stories of how they made friends for a lifetime while commuting on buses, trains and share autos,” says the artiste. Muhilann adds, “From people sharing breakfasts to flower sellers swiftly knotting garlands before reaching their destinations, you meet so many different people in trains. I’ve come across some really talented singers during my train journeys. I love those small onion samosas with green chilli that people sell in compartments. These are experiences that complete Chennai.” Just as much as suburban trains fascinate many, the Metropolitan Transport Corporation (MTC) buses, too, have several fans. Among them is 27-year-old Santhapriyan Kamaraj. “If local trains are the lifeline of Mumbai, for Chennaiites, it’s the bus. They ensure last-mile connectivity,” says the Salem lad, who’s spent most of his childhood in Chennai and continues to frequent the city. Santhapriyan, who’s the admin of the Facebook page called TNSTC Enthusiasts, adds, “While I was working in Chennai, I’d commute between Ashok Pillar and Siruseri on buses. MTC buses make us 90s kids nostalgic. I still remember those shutter-type windows that these buses once had. We’ve requested the MTC to start a bus museum in Chennai.” In fact, he along with other members of the group, have made miniatures of their favourite buses. “We’ve also come up with a document on how to manage the public once buses resume service. It has been submitted by the MTC as a fool-proof document in the Madras High Court,” he informs. The journey of the bus  1920s Low-elevated double-decker imported buses were in service  1960s Articulated double-decker was introduced in Madras 1967 Nationalisation of buses happened in Tamil Nadu, and State Transport Madras was renamed as the Tamil Nadu State Transport Department 1972 Pallavan Transport Corporation was formed 1994 Pallavan Transport Corporation was bifurcated into DATC (Dr Ambedkar Transport Corporation) for north Chennai and PTC (Pallavan Transport Corporation for South Chennai) 1997 PTC and DATC got renamed as MTC Division 1 and 2, respectively 2001 MTC Division 1 and 2 were merged to form MTC, Chennai 2001 Chennai's first air suspension luxury buses were introduced by MTC 2007 The last double-decker was withdrawn from service 2008 MTC introduced around 50 Volvo SLF, which ran until 2018 2011 MTC was the first in India to introduce BS4 buses  — Santhapriyan Kamaraj||http://timesofindia.indiatimes.com//city/chennai/madrasweek-chennais-youngsters-experience-city-through-its-public-transport/articleshow/77660000.cms||Ashish Ittyerah Joseph
August 21, 2020||India||Isro to allow startups to test launcher systems at its facilities: Chief Sivan||NEW DELHI: In another significant step to open its doors to private players, Indian Space Research Organisation (Isro) said it “will soon allow some startups to test their launch vehicle systems at its facilities and will allow some of them to set up their own launchpads at Sriharikota”. TOI had earlier reported that Isro is likely to allow private players to have their own launchpads. Speaking to TOI, Isro chairman K Sivan said, “Some 2-3 startups are in an advanced stage of talks with us for testing their launcher systems like engine and navigation systems at Isro facilities. We have agreed to allow them to use our testing facilities like at the Mahendragiri centre. We have also agreed to allow them to set up their own launchpads at Sriharikota. But that stage will come later as it (developing a launcher) is a long way to go.” Sivan said some startups are busy in making satellites and some are making launchers and they will together work out a deal to launch their satellites from their own launchpads. Isro will provide all the technical expertise and share facilities they need in this venture. He also said the Centre’s decision to ban the import of communication satellites under the Atmanirbhar Bharat drive will open up big opportunities for the private sector. Speaking at a webinar on "Unlocking India's Potential In Space Sector" on Thursday, the Isro chief said, "We are extremely happy that the government's import embargo on communication satellites under the self-reliant India drive will boost indigenisation. I am sure it will continue and we are going to depend more and more on self-reliant (products). It will provide a huge opportunity not only for Isro, NewSpace India Ltd (NSIL) but also for the private sector." Giving a clearer picture of the composition of the new space board, IN-SPACE, R Umamaheshwaran, Isro's scientific secretary, during a webinar said that “the board will have five directorates and will oversee space activities by private players, integrated launch manifest, launch activities and sharing of Isro facilities”. The five directorates will be dealing with technical, legal, safety and security, monitoring and activity promotion aspects of the space sector. It will also promote handholding of industries, building of launch vehicles and satellites by the industry, and sharing of Isro facilities. Isro, on the other hand, will focus on development of new technologies, identifying cutting-edge technology to be developed by the industry, allowing sharing of its facilities to the private sector and offering its technology spin-offs for mass production, he said. On the expanded role of NSIL, Maheshwaran said, “The PSU will own satellites and provide space-based services on a commercial basis. It will build satellites and launch them as per demand, get launch vehicles built through the industry, promote satellite building by the industry and will facilitate technology transfer.”||http://timesofindia.indiatimes.com//india/isro-to-allow-startups-to-test-launcher-systems-at-its-facilities-chief-sivan/articleshow/77662489.cms||Surendra Singh
August 21, 2020||Delhi||#CoronaEffect: Sharp drop in the sale of Ganpati idols this Ganesh Chaturthi||Every year, in the run up to Ganesh Chaturthi, the markets in Delhi selling Ganpati idols are abuzz with activity as sellers line up hundreds of idols, both big and small, for devotees to buy and take home. This year, the COVID-19 pandemic has put a dent in that. While not deserted, the markets are not as busy this year with idol makers across Delhi reporting a 60-70% decline in their sales. While visarjan in rivers like Yamuna and other natural water bodies has been prohibited since 2015 following an order by the National Green Tribunal, the Delhi government usually creates artificial ponds at public places for immersion at Ganesh Chaturthi and Durga Puja. This year, given the COVID-19 situation, all visarjan in public places is banned with a fine of Rs 50,000 for violators. As a result, most devotees are not going for larger idols that need to be immersed in bigger ponds and instead going for eco-friendly smaller Ganeshas, mostly made of clay. "The idols made of POP (Plaster Of Paris) don't dissolve easily and it is anyway better to go for clay or earthen idols as they are eco-friendly even if they are slightly costlier in comparison with POP idols of the same size," says Rati Singh, who bought a smaller clay idol this year as opposed to a large one that she used to buy each year. Sculptors say that due to the ban on visarjan in public places, there is no demand for large idols and hence, they are only making smaller ones this yearThere is absolutely no sale of the larger Ganesha idols due to the blanket ban on immersions this year. Idols larger than 4 feet, which generally cost from Rs 5,000 to anywhere up to Rs 50,000, are not being made by the artisans this year. Most of the sculptors and artists who create these idols live in Samaspur Jagir, Hauz Rani and Tughlaqabad villages. Most set up shop roadside, outside their workshop-cum-house during the season, where the larger idols are prominently displayed to attract buyers. This year, that is absent. "The larger idols are made on demand. People usually come weeks in advance and book them after which we make as many as we need. This year, that did not happen. So we did not make any. Our sales are almost one-third of what they would be every year," says Anita, an idol maker from Samaspur Jagir Village. The trouble for the idol makers is that the sale of these large idols would constitute a large share of their overall sales for the season. Sita, a sculptor from Samaspur Jagir, tells us, "We made Baahubali Ganesha idols two years ago that sold at Rs 8,000-10,000 each. We made 120 of them and they sold out in days. This year, we don't have anything like that because there is no demand. So we make smaller ones which sell for Rs 2,000-3,000. But since the quantity sold is the same, we are suffering losses." Devotees have shifted focus to smaller idols that can be immersed at homeNo takers for large size Ganesha idols Devotees have shifted focus to smaller idols that can be immersed at home and there are some takers for the traditional Ganpati idols made of shadu clay as well. However, the absence of skilled workers has meant that many are unable to meet that demand, too. A seller from Hauz Rani says, "We scaled down operations this year because many of our artisans went back home during the lockdown and haven't returned since. So, we don't have enough skilled workers to make the number of idols we do every year." A large section of buyers says they are hesitant to purchase something from the market given the COVID scare. Such folks have taken their purchases online. Ketan Sharma, a Gurgaon resident, says, "I don't know if an idol can be sanitised properly. I haven't been buying anything from the markets and hence, buying a Ganpati idol from the roadside didn't seem smart. So I got one online."||http://timesofindia.indiatimes.com//city/delhi/coronaeffect-sharp-drop-in-the-sale-of-ganpati-idols-this-ganesh-chaturthi/articleshow/77654834.cms||Abhimanyu Mathur
August 21, 2020||Mumbai||Ganpati to reveal its ‘Corona Ka Vadh’ avatar in COVID-19 times||At a time when the focal point of discussions all around the world is COVID-19 and the number of lives it has claimed, India is set to welcome Ganpati with Ganesh Chaturthi, which will take off this weekend. This year, the much-loved deity will be seen in a new avatar — that of the vanquisher of coronavirus as a symbol of triumph of good over evil. Yes, it is the ‘Corona Ka Vadh’ karnewala Ganpati that dominates the theme this year. ‘We chose the corona theme because Bappa ke upar bohot vishwaas hai’Rajesh Jadhao giving finishing touches to the Ganpati idolAt Vithal Chavan Pratishthan, Parel, where these Ganesha idols are being made, the day goes by in a blur for the busy karigars in masks, who are stationed here. Idol maker Rajesh Jadhao, who’s been making the idol for the last 25 years, comes from a family of devout followers. He says, “It is the first time we are making the Ganpati idol with the theme called ‘Corona Na Naash’, or as we say in Marathi, ‘Corona Ka Vadh’. We chose this theme because Bappa ke upar bohot vishwaas hai. This design is our way of showing shraddha to him.” The idols are made keeping the government directive in mind, especially for sarvajanik mandals where the height of the moortis have been capped at 4-feet. “We have made idols at 3.45-feet. Fifty per cent of our idols are eco-friendly, so they can be easily immersed. But those using artificial ponds must add baking soda to the water first to be able to complete the immersion process smoothly,” adds the Ulhasnagar-based maker, who is from Buldhana district. ‘Customers are asking for idols at low prices, which does not cover our expenses’The 'Corona Na Naash Ganesha' takes an effort to be made Ever since the idol makers introduced the Corona Na Naash Ganesha, the demand for the themed idol has shot up. However, they add that the costs are outweighing the price, which is approximately 15k. “We made the theme and model ourselves. As soon as people saw it, they asked me to make more idols. I have about 6-7 pieces now. I may not be able to make more as it’s costly and customers say they can’t pay for it. Businesses have been affected due to the coronavirus, so customers are asking for idols at low prices, which does not cover up expenses incurred in making them. Mera labour aur material kharcha nahi nikal raha hai. I need certain materials to make the idol, like I have to make the lakdi ka paata. This idol is in a standing pose, so I need iron fabrication and welding for support.” Jadhao has involved five of his brothers in making the idols as there is a labour shortage during the pandemic. “So many people have closed their businesses out of coronavirus fears, lekin, maine socha main har saal Bappa ki dua se paise kamata hoon, toh aise sankat mein agar mujhe unke seva ka mauka mila hai, toh main Bappa ko banane ke liye Mumbai mein khada hoon,” he says. His wife has come along to help by cooking for them all. Adds his brother Lakshmi Das, “We have already given one moorti to the Chembur Ka Raja mandal. People want smaller ones for their homes, but we only make the sarvajanik ones. The puranas have shown ke rakshas ko Bhagwan ne maara hai, yeh bhi humare theme ka matlab hai.”||http://timesofindia.indiatimes.com//city/mumbai/ganpati-to-reveal-its-corona-ka-vadh-avatar-in-covid-19-times/articleshow/77660256.cms||Ismat Tahseen
August 21, 2020||India||Congress, RJD seek paper ballots in Bihar poll; BJP wants jailed leaders barred from virtual campaign||NEW DELHI: The Congress, RJD and AIMIM have suggested that Election Commission use paper ballots rather than electronic voting machines (EVMs) in the upcoming Bihar poll and bye-elections, citing the high risk of Covid-19 infection due to hundreds of voters coming in contact with each machine. BJP on the other hand, in its representation to the poll panel on safety measures to be taken for elections during the pandemic, suggested awareness campaigns by EC to encourage voters to come out and vote without fear by taking adequate safety measures against Covid-19. Importantly, the BJP has sought a direction from EC that no person lodged in jail post-conviction or as an undertrial, be permitted to campaign in the virtual mode. The ruling ally in Bihar wants strict consequences to be spelt for any party allowing participation by a jailed leader either directly or indirectly through social media. While no names were taken, the suggestion appears to be aimed at blocking any virtual campaign by jailed RJD supremo Lalu Prasad Yadav. In view of added expenses on masks, sanitisers, PPE kits and thermal screening, BJP suggested a raised expense limit for candidates or alternatively, exemption of such expenditure or its charging to the party’s account. It also requested that distribution of essential safety items not be considered as a ‘bribe’ to the voter. While four parties – Lok Janshakti Party, Nationalist Congress Party, Aam Aadmi Party and National People’s Party – in their suggestions to EC outrightly sought deferring of Bihar poll in view of the pandemic and floods, others like RJD, Congress and Trinamool Congress only questioned the need to time polls amid these situations. JD(U) has suggested a single-phase poll in view of Covid-19 situation and to cut poll expenditure. However, sources said this may be a difficult proposition due to continued deployment of a large number of para-military troops in J&K. RJD sought ballot-based voting, reasoning that the life of virus on metal and plastic surfaces was greater than on paper. AIMIM asked how sanitization of EVMs was possible without slowing down voting. EC, it is learnt, is working out a system wherein direct contact between the voter and EVM button will be avoided. EC guidelines on safety measures for upcoming polls and byepolls, are expected on Friday. Interestingly, JD(U) has demanded that EVMs be kept in a vertical and not horizontal position in the booths, with sequence of placement of multiple EVMs being left to right. A JD(U) source said this was to keep voters from pressing the button on the wrong machine where two EVMs are deployed to accommodate more candidates, diverting his vote to a non-preferred party. Congress said individuals attending campaign meetings must take care of themselves and organisers not should not be blamed for any breach by the public. It also suggested that campaigners from outside who violated model code in 2019 general election with communal or casteist speeches, must not be allowed to campaign. Other interesting suggestions include life-insurance for voters who contract Covid-19 during poll, by RJD; and compulsory and free Covid testing for polling staff and candidates at periodic intervals, by AIMIM.||http://timesofindia.indiatimes.com//india/cong-rjd-aimim-cite-covid-urge-ec-to-use-paper-ballots/articleshow/77664680.cms||Bharti Jain
August 21, 2020||India||City’s population with Covid antibodies rises to 29%||NEW DELHI: The second serological survey conducted across Delhi has revealed that the prevalence of Covid-19 antibodies has gone up to 29.1% of the population, up from 23.5% in the first survey. This means that over 58 lakh of the two crore population of Delhi has been infected with the coronavirus and has recovered successfully. Their risk of getting infected again is now low. This time the survey was conducted by the Delhi government in association with Maulana Azad Medical College. State health minister Satyendar Jain said the result was a good sign and added that a third serological survey will be conducted in the capital from September 1. Another will follow in October. An average of 25% growth in antibodies was found among people as compared to the last sero survey. The prevalence was higher in women (32.2%) than men (28.3%). In age-groups, the highest prevalence was found among people below 18 years (34.7%) and lowest in the 18-49 age-group (28.5%). The city is still far from acquiring herd immunity, which is at least 40%, though experts disagree on the level required. The government is taking heart from the fact that between the first sero survey, which started on June 27, and the second one, which took off on August 1, the antibody prevalence in the capital has increased significantly. "On the other hand, 70% of people have not developed antibodies, which means that we are yet to reach the stage of herd immunity. The people of Delhi are very careful in taking precautions against Covid, which is very positive. The pandemic is not spreading exponentially in Delhi like before," said Jain, addressing a press conference. The survey, however, reveals that the spread of the infection has not been uniform in the city and the change between the two surveys varies from 6.8% in North-East district to 50.2% in South-East district. Seroprevalence is also highest in the South-East district (33.2%), where every third resident has got infected and recovered. It’s lowest in South-West district where only 16.3% people have antibodies. The survey was conducted in all 11 districts of the capital. A total of 15,000 samples were collected from the districts between August 1 and 7. Of these, 25% of the samples were collected from people in the 5-17 age group, 50% from the 18-49 age group and 25% from those above 50 years. The prevalence has been found to be 34.7%, 28.5% and 31.2%, respectively. "The sample size was decided on the basis of a study conducted by scientists. People belonging to every class were included — those living in slums, middle class and upper middle class. There are people from all age groups and genders," said the minister. A health official said that for the first serological survey, teams of health workers had visited different areas and chosen every fifth house from a selected locality. "For the second survey, however, we selected mostly residents of identified locations through a randomised sampling technique and asked them to visit their nearest dispensary for giving blood samples," explained the official. The health minister said the antibodies stay in the body from a period of 3-4 months up to 7-8 months. "Along with this, T-cells also develop and their life is much longer. They are called memory cells, and because of them, if people have been infected by the coronavirus in the past, it is not probable that they will get infected again," said Jain, attributing his remarks to scientists. The government will compare the data of the previous survey with the latest one and decide if any change of approach is required. "It is also reassuring to see that the positivity rate in Delhi has reduced to nearly 7%, which is much lower than the national average. The situation in Delhi is improving," he said.||http://timesofindia.indiatimes.com//india/citys-population-with-covid-antibodies-rises-to-29/articleshow/77664936.cms||Alok K N Mishra
August 21, 2020||India||Don’t seek mercy, will accept any penalty: Defiant Bhushan||NEW DELHI: Armed with the support of retired judges and buoyed by attorney general K K Venugopal’s “don’t punish him” plea, activist-advocate Prashant Bhushan on Thursday refused to apologise to avert punishment for his conviction for contempt and defiantly told the Supreme Court that he would cheerfully accept penalty without seeking the court’s mercy or magnanimity. He told a bench of Justices Arun Mishra, B R Gavai and Krishna Murari that for the last three decades, he had tried to uphold the majesty of the SC, “not as a courtier or cheerleader but as a humble guard”. Reading out a four-paragraph statement, he said, “I find it hard to believe that the court finds my tweet ‘has the effect of destabilising the very foundation of this important pillar of Indian democracy’. I can only reiterate that these two tweets represented my bonafide beliefs, the expression of which must be permissible in any democracy... Failing to speak up would have been a dereliction of duty, especially for an officer of the court like myself. “I can only humbly paraphrase what the father of the nation Mahatma Gandhi had said in his trial: I do not ask for mercy. I do not appeal to magnanimity. I am here, therefore, to cheerfully submit to any penalty that can lawfully be inflicted upon me for what the court has determined to be an offence, and what appears to me to be the highest duty of a citizen.” The bench was not moved by the defiance and said the tone and tenor of the statement appeared to aggravate the contempt. It asked Bhushan to take “two-three days’ time and think over it and modify it”. Justice Mishra said Bhushan should admit before the court “from the core of his heart” that he realised his mistake of “crossing the Lakshman Rekha” and promise not to repeat it. The judge emphasised that he has never punished anyone for contempt in his two decade-long career. Bhushan bluntly told the court, “I do not want to reconsider my statement.” When the bench said he should not blame the court later on for not giving him time to rethink, Bhushan said, “The statement was a well thought out and considered one. If the Supreme Court wants, I can think it over. But it is unlikely that there will be any substantial change. I do not want to waste the court's time any more.” However, a little later, he said, “I will consult my lawyers and see if any change can be made.” The bench rejected Bhushan’s plea for deferment of sentencing till he had filed his petition seeking review of the judgment convicting him of contempt. But it clarified that in the event he was awarded punishment, the sentence would be kept in abeyance till the court decided his review petition.” The concession did not cut much ice with seasoned lawyer Rajeev Dhavan, who appeared for Bhushan. He elaborately argued how the conviction was wrong. The bench countered him by observing that “freedom of speech is not absolute, for you, the judges or anyone. There is a Lakshman Rekha. Being an activist does not mean you will cross that line.” Dhavan said the ‘Lakshman Rekha’ applied to the SC as well, requiring balancing free speech and finding out whether whatever Bhushan said was done with malice. He asked the bench to consider: “Who is the person before you? He has consistently highlighted corruption in public offices, including judiciary. He has the support of 10,000 lawyers. Former judges — Justices (R M) Lodha, (Madan B) Lokur, (Kurian) Joseph and (A P) Shah — have echoed my statements and support me. Are they also in contempt of SC?” The bench brushed aside the drumming of public support for Bhushan and said “a lot of things are happening. You do not want us to tell you everything.” While giving time to Bhushan to think about modifying his statement, the bench said, “When it comes to sentence, we can be lenient only when a person realises his mistake and is sincere about it. We may forget whatever is done in the past, even though we may not agree with him. But doing 10 bad things can ruin the hundred good things one has done. If doing good things should condone the bad acts, why should that parameter be not applicable to all?” Watch Supreme Court rejects Prashant Bhushan's submission, gives 2-3 days time to reconsider statement||http://timesofindia.indiatimes.com//india/dont-seek-mercy-will-accept-any-penalty-defiant-bhushan/articleshow/77665204.cms||Dhananjay Mahapatra
August 21, 2020||Business||Unemployment allowance: 50% of pay for 3 months||NEW DELHI: The Centre on Thursday eased norms to offer 50% of salary for three months as unemployment allowance to lakhs of workers who are members of the Employees State Insurance Corporation and lost their jobs due to the coronavirus pandemic. The move comes as a major relief for industrial workers, who have lost jobs or are on the verge of losing jobs due to the impact of the pandemic and the lockdown, which had stalled economic activity. There have been demands from several sections to provide wage relief to workers hit hard by the pandemic. In fact, at least two months ago, the finance ministry and Niti Aayog had demanded that the rules be eased. Read AlsoDesi jobs attract resumes from abroadWhen TeamLease Services recently advertised for an opening in a marketing role at the recruitment firm, it was surprised to receive a response from candidates not only across India but from the US as well. Both employers and employees have recognised the potential of working from any location. ThisThe employees will be eligible to claim the allowance for three months (90 days) during the period from start of lockdown on March 24 to December 31. They should have been part of the ESI scheme for two years during the period from April 1, 2018, to March 31, 2020, and should have contributed at least for 78 days during the period from October 1, 2019, to March 31, 2020 and also in one of the other three six monthly contribution periods from April 1, 2018. V Radhakrishnan, member of the ESIC board and national executive member of Bharatiya Mazdoor Sangh, said the move will benefit around 30-35 lakh workers and provide relief to those who have lost jobs. The liberalised scheme has been introduced by modifying the Atal Bimit Vyakti Kalyan Yojana scheme. The ESIC scheme covers workers earning up to a specified limit and also entitles them to unemployment allowance. Under the scheme, relief to the extent of 25% of the average per day earning during the previous four contribution period is paid up to a maximum 90 days of unemployment once in a lifetime subject to certain conditions. This has now been raised to 50%. The conditions stipulate that the insured person should have been rendered unemployed during the period relief is claimed. He or she should have been in insurable employment for a minimum period of two years immediately before his/her unemployment. It also says that the insured person should have contributed for at least 78 days during each of preceding four contribution periods. Read AlsoCabinet decisions for discoms, sugarcane farmers, job seekers: All you need to knowThe Union Cabinet on Wednesday approved major decisions to provide liquidity to power sector, ease recruitment process for central government jobs and increased the fair and remunerative Price (FRP) of sugarcane to protect the interest of the farmers, in a meeting chaired by PM Modi. Union ministerSources said the earlier condition was the claim had to be submitted through the employers but now conditions have been eased to allow workers to approach the ESIC office to get the claim. Instead of the relief becoming payable 90 days after unemployment, it shall become due for payment after 30 days. The ESIC has decided to extend the scheme for one more year up to June 30, 2021. The decisions were taken at a meeting of the ESIC headed by minister of state for labour Santosh Gangwar. The meeting also decided to set up ICU and HDU services at 10% of total beds in ESIC hospitals, a government statement said. Watch Unemployment allowance: 50% of pay for 3 months||http://timesofindia.indiatimes.com//business/india-business/unemployment-allowance-50-of-pay-for-3-months/articleshow/77665237.cms||---
August 21, 2020||India||Manjhi rocks grand alliance boat, Lalu ‘samdhi’ joins JD(U)||PATNA: In a setback for the RJD-led Mahagathbandhan in Bihar, former chief minister Jitan Ram Manjhi announced on Thursday that his Hindustani Awam Morcha (Secular) would break away from the opposition alliance and look for an alternative ahead of the assembly polls in the state. Party sources, however, denied its merger with the JD(U). The party decided to part ways with the Magathbandhan at a meeting of the HAM(S) core group held here on Thursday. Party chief Manjhi, a Mahadalit leader, was also authorized at the meeting to decide the future course of action, including reaching an alliance with another political group. The development came even as three RJD MLAs, including Chandrika Rai – party chief Lalu Prasad’s relative – joined JD(U) on Thursday. Chandrika is father of Aishwarya Rai, who is married to Lalu’s elder son and former health minister Tej Pratap. Two other MLAs who joined JD(U) are Jaivardhan Yadav and Faraz Fatmi. On Monday, three RJD MLAs — Maheshwar Prasad Yadav, Prema Choudhary and Ashok Kumar -- had joined the JD(U). Soon after the meeting of HAM(S) members, party spokesperson Danish Rizwan said, “It was decided at the meeting of the core group not to stay any longer with the Mahagathbandhan as it ignored our main demands. The Mahaganthbandhan constituents deliberately ignored our top leaders.” HAM(S) would decide on allying with another political group in the next few days, he said, denying reports of a merger with JD(U). Speculation was rife over Manjhi switching over to NDA ever since his relations with the Mahagathbandhan, especially RJD, got strained over its repeated demand for setting up of a coordination committee to decide seat sharing and CM candidate of the Mahagathbandhan. Manjhi had contested the 2015 assembly election as part of the NDA and got 20 seats to fight from. However, it won only one and forfeited sureties on many of the seats. The JD(U), led by CM Nitish Kumar, was then part of the Mahagathbandhan, which consisted of RJD, JD(U) and Congress. In 2017, Nitish left the Mahagathbandhan and formed the government with the BJP and Union minister Ram Vilas Paswan’s Lok Janshakti Party (LJP). The NDA will get another Mahadalit face ahead of the assembly election if Manjhi joins the alliance. Watch Jitan Ram Manjhi’s HAM breaks away from ‘Mahagathbandhan’ ahead of Bihar polls||http://timesofindia.indiatimes.com//india/manjhi-rocks-grand-alliance-boat-lalu-samdhi-joins-jdu/articleshow/77665292.cms||Ramashankar
August 21, 2020||India||Kerala parties unite to fight airport lease||THIRUVANANTHAPURAM: Setting aside political differences, leaders of ruling LDF and opposition UDF camps have resolved to put up a united fight against the Centre’s decision to lease out the Trivandrum International Airport to Adani Enterprises Group. An all-party meeting convened by chief minister Pinarayi Vijayan on Thursday demanded that the decision should be repealed. But the joint call by LDF and UDF leaders failed to deter Thiruvananthapuram MP Shashi Tharoor of the Congress from expressing his opinion in favour of the decision. “The people of Thiruvananthapuram want a first-class airport worthy of the city’s history, status, and potential. In this context, a decision, however controversial, is preferable to the long delay we have suffered,” he tweeted, adding that his position on the issue was consistent and he was not a politician who says ‘one thing to the voters and something else afterwards for political convenience’. Vijayan said the general feeling in the meeting was against the privatization of the airport. He accused the Union government for going back on its promise that the decision to hand over the airport to Adani group will be reviewed. The cooperation of state government was important in the functioning of the airport, said the CM, adding, ‘no one who knows business would be ready to challenge the state government’. Opposition leader Ramesh Chennithala said the move to hand over the airport to Adani group cannot be justified as it is a novice in the field. “Since the decision to hand over the airport has been challenged in court, it won’t be possible for the Centre to take a decision unilaterally," he said. BJP state general secretary George Kurien who attended the all-party conference accused Vijayan of threatening investors ready to put money in projects beneficial to the state. “LDF and UDF are taking an anti-Kerala stand,” he said. Sources indicated that the takeover may not be a cakewalk for the company. Among the hurdles before the company is the ‘state support agreement,’ a crucial element to complete the takeover procedures. With the chief minister announcing non-cooperation with the Centre’s decision, chances are high that the state may abstain from signing the agreement. Also, petitions filed by the government and Airport Authority Employees’ Union against the takeover are pending before the high court. While politicians opposed the Centre’s decision, there was overwhelming support to the decision from city-based non-political organizations and various citizens’ groups. Several Facebook groups like Trivandrum Indian, Trivandrum Life and ‘Let’s make our city the best’ had recorded several comments by members hailing the Centre’s decision and congratulating the MP for taking an apolitical stand. Confederation of Indian Industry also welcomed the decision of the government to hand over the airport to the private sector. Chairman of CII Kerala state council Thomas John Muthoot, said “This is an ideal move which would improve flight connectivity and facilities at the airport including logistics and infrastructure facilities.”||http://timesofindia.indiatimes.com//india/kerala-parties-unite-to-fight-airport-lease/articleshow/77665327.cms||---
