August 6, 2020||Thane||Thane: Short circuit in AC kills 70-year-old woman, husband sustains burns||MUMBAI: A 70-year-old woman died of suffocation while her elderly husband sustained serious burns after their bedroom air conditioner caught fire in their Mira Road home in the wee hours of Wednesday. Neighbours in the morning alerted the Kashimira police and the Mira-Bhayander fire brigade after they saw smoke coming from flat no 72 in Vrishparva building. Firemen forced entry into the room and found Geeta Anand and her husband Anil lying on the bed. The bedroom was badly charred. Firemen suspect a short circuit in the AC to be the cause. The couple was moved to the hospital where Geeta was declared dead. Anil, who sustained burns, is under treatment. Firemen said that the couple could have been fast asleep when the fire broke out. Geeta may have died of suffocation after inhaling the smoke. The body has been sent for autopsy to ascertain the cause of death. The couple's children, a daughter who lives in Mira Road and a son who stays in Singapore have been informed. A case of accidental death has been registered. Police are investigating that with heavy rains in the region on Wednesday, why the couple needed to switch on the AC.||http://timesofindia.indiatimes.com//city/thane/thane-short-circuit-in-ac-kills-70-year-old-woman-husband-sustains-burns/articleshow/77380816.cms||Sandhya Nair
August 6, 2020||Indore||Madhya Pradesh: Only 3% jewellers in state have hallmarking certificate||INDORE: Just around 3% jewellers of Madhya Pradesh have so far taken hallmarking certificate as per Bureau of Indian Standards (BIS), a government body that certifies the purity of gold. Madhya Pradesh Sarafa Association has around 20,000 jewellers, of which just 600 of them have availed the mandatory hallmarking certificate. The Centre has made hallmarking mandatory for gold jeweller and artefacts to ensure sale of pure quality though the deadline for hallmarking has been extended to June 1, 2021 from earlier 15 January 2021 amid the disruption due to the pandemic. The pace of applications from jewellers for hallmarking certificates has slowed down steeply since pandemic, said officials, receiving just 2-3 applications in a month since April as against over a dozen pre Covid-19 period. BIS (Bhopal) head Priti Bhatnagar said, “Very few applications are coming from jewellers. About 600 jewellers have so far opted for hallmarking certificate in the state. There was some momentum early this year but lockdown slowed down the pace.” Amid a crawling pace of hallmarking certificates in the state, BIS is now roping in jewellers associations in every district to create awareness and speed up the process of certification. The association has received bulk applications from jewellers of Dhar, Ujjain, Indore and few other districts but the drop in sales after spread of coronavirus and towering old inventories are discouraging many to opt for certificate. Jewellers said with launch of digital platform for Sarafa jewellers, the process of hallmark certification will expedite. As per the rule, jewellers will be allowed to sell only 14, 18 and 22 carats of gold jewellery from June next year and any violation will attract penalty and imprisonment. The association secretary Santosh Saraf said, “Now as sarafa jewellers are coming online for business, they will require hallmarking certificates to develop trust among customers and bridge the gap between them and branded chains.” Sarafa jewellers have launched an online platform for sale, purchase of jewellery. Indore Sarafa Association secretary Basant Soni said, “Jewellers have now started enquiring about the certification because they will need to woo customers online. Jewellers are understanding the importance of the certification but need some time to clear unsold old stocks.”||http://timesofindia.indiatimes.com//city/indore/madhya-pradesh-only-3-jewellers-in-state-have-hallmarking-certificate/articleshow/77381041.cms||Meenakshi Sharma
August 6, 2020||Patna||Bihar: 52 CRPF men test positive for Covid-19||PATNA: At least 52 Central Reserve Police Force (CRPF) personnel stationed at the Bihar sector headquarters of the paramilitary force on Ashiana-Digha Road in the city have so far tested positive for Covid-19. Bihar sector commandant (operations) MK Singh, who is also the public relations officer, told TOI that four more personnel tested positive on Wednesday. “Till Tuesday, the figure of positive personnel from the sector headquarters was 48,” he said. Singh said that out of 48, 45 were have been kept in a Covid-19 care centre run by the district administration near Kangan Ghat in Patna City, while three more were sent to the Patliputra Sports Complex in Kankarbagh. “All three are symptomatic due to which they have been sent to the sports complex where the district administration is keeping others patients also,” he said adding that all 45 at Kangan Ghat are asymptomatic. Commandant Singh said the four fresh cases will be sent to an isolation centre at CRPF’s composite hospital in Muzaffarpur on Thursday which also has a Covid-19 care cell. He said that there are quarantine centres at group centres in Mokama and other places having battalion headquarters of para-military forces. “Several others had undergone the antigen test even on Wednesday whose results are expected to come by Thursday,” he said adding, “Utmost precaution is being taken inside the sector headquarters after so many jawans tested positive.”||http://timesofindia.indiatimes.com//city/patna/52-crpf-men-test-positive-for-covid/articleshow/77380448.cms||Debashish Karmakar
August 6, 2020||Indore||Madhya Pradesh: Revised guidelines may reduce unwanted waste to incinerators||INDORE: Lack of proper segregation of food waste and other general solid waste from hazardous biomedical waste at healthcare facilities and quarantine centres has led to a jump in volume of Covid waste across state. The fourth revision in guidelines by Central Pollution Control Board for handling waste from Covid patients and suspects at different levels of waste generation is likely to aid in reducing unwanted waste going for incineration and proper segregation at source. Incinerator operators and officials of pollution board have pegged Covid waste generation in state at about 20 tonne per day. Hemant Sharma, director, environment, Madhya Pradesh Pollution Control Board said, “The fourth revision is aimed at reducing unwanted items going into Covid-19 waste for incineration. Everything is not meant to go into incineration with Covid waste but due to concerns around this pandemic almost everything is piling up as Covid waste and efforts are on to have proper segregation of hazardous and non-hazardous waste.” The new note on revised guidelines has suggested to use non-disposable items for serving food and cleaned and disinfected after use as per the hospital guidelines. In case of disposable items, it is advisable to use bio-degradable cutlery. As per the latest addition to the guidelines, general solid waste comprising wrappers of medicines/syringes, fruit peel offs, empty juice bottles or tetra packs, used water bottles, discarded papers, carton boxes of medicines, left-over food and disposable food plates among other should be collected separately as per Solid Waste Management Rules. Aasd Warsi, owner of an incinerator service in Indore said, “Food waste is not getting segregated from Covid waste at most centres in state. Leftover food waste should go with municipal waste where it turns into compost or go for methanation. Mixing of unwanted items creates an unnecessary volume of Covid waste but in Indore a proper segregation system is already in place.” Indore generates an average of 4,000 kg per day of Covid waste, according to regional pollution control board. The volume had dropped to 2,500 kg a day past month but rose again after a spike in positive cases in the city. The incinerator capacity in Indore is 500 kg per hour.||http://timesofindia.indiatimes.com//city/indore/madhya-pradesh-revised-guidelines-may-reduce-unwanted-waste-to-incinerators/articleshow/77381343.cms||Meenakshi Sharma
August 6, 2020||Thiruvananthapuram||Kerala sees 1,195 new Covid cases, 1,234 recoveries in a day||THIRUVANANTHAPURAM: Positive cases, contact cases and recoveries crossed 1,000-mark on Wednesday in Kerala which reported 1,195 new Covid-19 cases, 1,004 contact cases and 1234 recoveries during the day. Of the cases reported through local transmission, the source of 79 cases are unknown. There are 66 cases among those who arrived from foreign countries and 125 from other states. The state also witnessed seven Covid deaths. Thiruvananthapuram continued to report the highest number of Covid cases with 274 new patients followed by 167 in Malappuram, 128 in Kasaragod, 120 in Ernakulam, 108 from Alappuzha, 86 in Thrissur, 61 from Kannur, 51 in Kottayam, 41 from Palakkad, 39 each in Idukki and Kozhikode, 37 from Pathanamthitta, 30 in Kollam and 14 cases are from Wayanad. As many as 13 healthcare workers were diagnosed with the disease of which four are from Kozhikode, three from Thiruvananthapuram, two from Ernakulam and one each in Kollam, Pathanamthitta, Malappuram and Kannur. Among the contact cases, 12 KSE employees and three 3 KLF employees in Thrissur, three INHS personnel in Ernakulam and two DSC personnel in Kannur are among those infected. So far, 17,537 people have been cured of Covid-19 and at present, 11,492 patients are undergoing treatment. As many as 1,47,974 people are under observation in various districts of the state. Meanwhile, 21 new places were declared as hotspots while 15 were excluded from the list. There are currently 515 coronavirus hotspots in the state.||http://timesofindia.indiatimes.com//city/thiruvananthapuram/kerala-sees-1195-new-covid-cases-1234-recoveries-in-a-day/articleshow/77381474.cms||Rajiv G
August 6, 2020||Thiruvananthapuram||Financial assistance for Malayali NRIs stranded in Kerala due to lockdown||THIRUVANANTHAPURAM: Chief minister Pinarayi Vijayan on Wednesday announced a financial assistance package for pravasi Malayalees (Non-Resident Keralites) who could not go back to their place of work abroad and are stranded in the state since the Covid-19 lockdown. In the wake of the Covid-19 outbreak, it has been decided to allot Rs 50 crore from the chief minister's Disaster Relief Fund to Norka Roots to provide financial assistance of Rs 5,000 each to expatriates who are unable to return to other countries. This is in addition to the Rs 8.5 crore given earlier. The chief minister also said the remuneration of National Health Mission (NHM) employees, both on contract and on daily basis, will be increased in addition to incentives and risk allowances. “Since the remuneration of NHM employees, who are involved in Covid defence work is limited, those on contract and also those employed on a daily basis will be provided additional benefits. Incentives and risk allowances have been introduced. There will incur an additional expenditure of Rs. 22.68 crores per month,” he said. The minimum wage for Grade I (medical officer and specialists) will be raised from Rs 40,000 to Rs 50,000 per month with a risk allowance of 20%. Grade II (senior consultants, dental surgeons and Ayush Doctors) will be given a 20% risk allowance. The minimum monthly salary of Grade III (staff nurses, junior health inspectors, pharmacists and technicians) will be increased from Rs 13,500 to Rs 20,000 along with a 25% risk allowance. Last grade employees will be given a 30% risk allowance in addition to their daily wages. Incentives and Risk Allowances will be given to all newly hired employees engaged in Covid related work. The Covid Health Policy packages for various ailments will also be provided to employees who are not covered under the KASP scheme. It was decided to give a Chief Minister’s certificate of appreciation to all the members of the Covid Brigade.||http://timesofindia.indiatimes.com//city/thiruvananthapuram/financial-assistance-for-malayali-nris-stranded-in-kerala-due-to-lockdown/articleshow/77381709.cms||Rajiv G
August 6, 2020||World||'Do you really need to party?' WHO asks world's youth||GENEVA: Young people must curb their party instincts to help prevent new outbreaks of the COVID-19 disease, officials at the World Health Organization (WHO) pleaded on Wednesday.  Tired of lockdowns and eager to enjoy the northern hemisphere summer, young people in some countries have been contributing to resurgences by gathering again for parties, barbecues and holidays.  Even in Geneva, where the global UN health body is based, cabarets and clubs were closed last week after evidence that nearly half of new cases were coming from there.  "Younger people also need to take on board that they have a responsibility," said WHO emergencies chief Mike Ryan in an online discussion. "Ask yourself the question: do I really need to go to that party?"  Young people are less likely to suffer a severe form of the respiratory disease than their parents or grandparents, but the proportion of those infected aged 15-24 has risen three-fold in about five months, WHO data shows.  Ryan said young people were often reticent in giving their details or disclosing friends' names to contact tracers. "It's tough but it is what is needed to stop the virus," he said.  Swiss newspapers said that in one night club in Zurich from which cases emerged recently, party-goers had given fake names including "Donald Duck".  As well as reducing risks to others, WHO epidemiologist Maria Van Kerkhove said young people should be careful as even a mild version of the disease might have long-term consequences.||http://timesofindia.indiatimes.com//world/rest-of-world/do-you-really-need-to-party-who-asks-worlds-youth/articleshow/77381896.cms||---
August 6, 2020||India||HC notice to Raj speaker on merger of BSP MLAs with Cong||JAIPUR: The Rajasthan high court on Wednesday issued notice to the state assembly speaker, CP Joshi, seeking his reply by 10.30 am on Thursday on an appeal petition by BJP MLA Madan Dilawar and Bahujan Samaj Party questioning the merger of six BSP MLAs with Congress and seeking a stay on the speaker’s order on the merger. BSP and Dilawar had challenged a high court single bench order that declined to stay the speaker’s ex parte order allowing the merger on September 18 2019. The single bench order of July 30, while rejecting the plea for a stay on the speaker’s order, issued notice to the speaker and the six MLAs asking them to file replies by August 11. A division bench of chief justice Indrajit Mahanty and Prakash Gupta issued notice after the petitioners pleaded for a stay on the merger order which the court refused to grant ex parte. The petitioners said all six BSP MLAs who joined Congress are now with the Gehlot camp under tight security in a hotel in Jaisalmer and serving a court notice to them was impossible. In such a case there could not be any hearing in the case.||http://timesofindia.indiatimes.com//india/hc-notice-to-raj-speaker-on-merger-of-bsp-mlas-with-cong/articleshow/77381914.cms||Joychen Joseph
August 6, 2020||India||Now, five-judge SC bench to hear EWS quota pleas||NEW DELHI: The Supreme Court on Wednesday referred to a constitution bench of five-judges, a batch of pleas and transfer petitions challenging the Centre’s decision to grant 10% reservation in jobs and education to economically weaker section and Constitution (103 amendment) Act 2019. A bench of Chief Justie of India SA Bobde, R Subhash Reddy and BR Gavai said that it is of the view that the questions raised in a batch of pleas and transfer petitions “do constitute substantial questions of law to be considered by a bench of five judges”. They said, “It is clear from the language of Article 145(3) of the Constitution and Order XXXVIII Rule 1(1) of the Supreme Court Rules, 2013, the matters which involve substantial questions of law as to interpretation of constitutional provisions they are required to be heard by a bench of five judges”. It had reserved its verdict on July 31, 2019, a little over a year on the limited point of reference to the larger bench. The bench said whether the impugned Amendment Act violates the basic structure of the Constitution, by applying the tests of ‘width’ and ‘identity’ with reference to equality provisions of the Constitution, is a matter which constitutes substantial question of law. The Supreme Court allowed the transfer petition filed by the Centre seeking transfer of writ petitions filed before various high courts to the apex court involving the challenge to the validity of the Constitution (103 amendment) Act 2019. It said this court has issued notice in a writ petition, wherein validity of the very same Amendment Act is questioned before this court; “We deem it appropriate that these transfer petitions are fit to be allowed”. “For the aforesaid reasons, we allow the transfer petitions and refer this batch of cases, including the cases covered by transfer applications, to a bench of five judges,” it said. Petitioners which include several NGOs, individuals and lawyers have argued that the impugned amendments violate the basic structure of the Constitution mainly on the ground that the existing provisions empower to provide affirmative action only in favour of socially backward classes.||http://timesofindia.indiatimes.com//india/now-five-judge-sc-bench-to-hear-ews-quota-pleas/articleshow/77381846.cms||---
August 6, 2020||India||August 22 CLAT postponed||The Common Law Admission Test, set to be held on August 22 in 67 cities, has been postponed indefinitely, according to Sudhir Krishnaswamy, vicechancellor of National Law School of India University, Bengaluru. About 68,000 students had registered for the test for undergraduate admissions and 9,000 for postgraduate admissions.||http://timesofindia.indiatimes.com//india/august-22-clat-postponed/articleshow/77381985.cms||---
August 6, 2020||India||Jaipur’s Ramganj back on its feet after being knocked out by Covid||Covid flew into Ramganj on the breath of a 45-year-old businessman. He had returned from Oman and mingled with his friends and neighbours in the packed bylanes of this old Jaipur pocket until he tested positive for the disease on March 26. The aftershock was severe. Ramganj was declared a red zone and the epicenter of Jaipur’s Covid outbreak. Three difficult months followed during which 23 residents died of Covid, 5,157 were placed in institutional quarantine and more than 1 lakh isolated themselves at home. “It was a very bad time for us,” says Nazneen Bano, a housewife. “We were strictly confined to our homes and ran out of flour twice as the government’s ration was not enough.” The restriction on people’s movement hurt livelihoods. Many of the residents are artisans who work in Jaipur’s famous gems and jewellery workshops. Others drive e-rickshaws and cabs, or work as guards. “Many lost their jobs,” says Sandeep Agarwal, a jeweller in Ramganj. And as the area became synonymous with Covid in Jaipur, landlords lost tenants. “People moved out as their employers were wary of letting them come to work,” says Agarwal. Read more from this seriesThey might never forget it but Ramganj’s long nightmare is over. There have been few new cases since late June. Most residents have found work, and the streets are alive again. The people have had to adapt. Some are stitching masks for a livelihood now. Others sell vegetables and even work as casual labour. “We are determined to get our lives back on track. I am sure once this pandemic is over, all these hardships will be forgotten,” says Muzaffar Aqleen, a resident. Qayyum Akhtar, another resident, says the city administration, police and the health authorities all played a role in the fight, but ultimately, “people overcame the fear of Covid with patience.” Officials in Jaipur agree. “When the first case was reported in Ramganj, local people were scared and we encountered stiff resistance from them. They were not cooperating,” says Dr Narrottam Sharma, chief medical health officer for the area. The health department roped in religious leaders, local doctors and other influential people to convince them about the importance of contact tracing, testing and screening. Slowly, they cornered the virus. “They have won their battle against the disease,” declares Sharma. (This story is part of a series in association with Facebook. Facebook has no editorial role in this story.)Watch Covid-19: Jaipur’s Ramganj back on its feet after being knocked out by virus||http://timesofindia.indiatimes.com//india/jaipurs-ramganj-back-on-its-feet-after-being-knocked-out-by-covid/articleshow/77375931.cms||Syed Intishab Ali
