May 23, 2020||Chennai||Meet the creator of mural at Tambaram station that salutes COVID-19 warriors||The 100ftX50ft mural at the Tambaram railway station is hard to miss if you are passing by. A tribute to the frontline workers fighting the pandemic, the mural covers the west entrance wall of the railway station and is created by Chennai ponnu Varshini Ramakrishnan, who calls herself a design strategist. “People have been telling me that it has come out well, but I am yet to see it in person. I have only seen photographs of the completed work. I am waiting for the lockdown to be lifted so I can go there,” she says matter-of-factly. So, how did she manage to do it without going to the site? “The entire work was done on my laptop. It’s a vinyl decal, not a painting. Once I completed the sketches, they were printed and pasted on the wall. This is my first mural artwork and I’m excited,” she says. Her mural not only features doctors, nurses, policemen and sanitary workers, but also newspaper delivery boys, water can delivery men and vegetable vendors. “All of them have been continuously working through the lockdown. I didn’t want to miss any of them. Thankfully, the people from the railways, Nalandaway Foundation and Renault Nissan Technology & Business Centre India, with whom I collaborated for this, thought so, too,” she says. Colours of positivityThe mural also depicts things and incidents that people relate with the pandemic, like the corona helmet, trains coaches converted into isolation wards, people washing hands etc. I used colours that depict things we associate with positivity — like rainbows, multi-coloured temple gopurams, among others. — Varshini Ramakrishnan||http://timesofindia.indiatimes.com//city/chennai/meet-the-creator-of-mural-at-tambaram-station-that-salutes-covid-19-warriors/articleshow/75894680.cms||Ashish Ittyerah Joseph
May 23, 2020||Meerut||UP: Four, including two constables, booked for extortion in Kasganj||AGRA: Four, including two police constables, were booked for extorting money from a farmer, who was headed to a market to sell his farm produce. The incident took place on Thursday in Amanpur police limits of Kasganj district. The farmer, identified as 31-year-old Atul Gupta, resident of Indra Nagar, said, “I was on my way to the market to sell wheat, rice and millet when I was waylaid by two constables. They threatened to charge me with a false case and demanded Rs 80,000 in cash. I managed to pay the amount with my friend’s help. Later, I found out that local mafia Gaurav Yadav and Pintu Mewati, who had troubled me in the past, were the brain behind the extortion bid.” Superintendent of police (SP) of Kasganj Sushil Ghule said, “Prima facie, the allegations levied by Atul Gupta is true. Constable Sanjeev Chaudhary was arrested while three others are still absconding.” Based on the farmer’s written complaint, local police charged constables Sovran Singh and Sanjeev Chaudhary and local mafia Gaurav Yadav and Pintu Mewati under IPC section 384 (Punishment for extortion) and Prevention of Corruption Act.||http://timesofindia.indiatimes.com//city/meerut/four-including-two-constables-booked-for-extortion-in-kasganj/articleshow/75904213.cms||Arvind Chauhan
May 23, 2020||Meerut||Aligarh Muslim University Teachers Association demands end of hate campaign||AGRA: The Aligarh Muslim University Teachers Association (AMUTA) on Friday urged President Ram Nath Kovind to direct the Union government to take necessary action on attempts to deliberately link Covid-19 to a particular community, which had resulted in spreading of hatred and mistrust amongst fellow citizens of other communities. AMUTA also urged the government to protect all citizens – irrespective of their religion – and promote tolerance, mutual respect and ensure upholding of law as mandated in the Constitution. The members of the association also expressed anguish over the use of sedition charges against activists raising their voices against the government and its policies. Members of the association have also expressed displeasure over the treatment of migrant workers during the Covid-19 lockdown. According to them, the sudden declaration of lockdown without giving enough time to people to make proper arrangements, has resulted in unprecedented suffering to large number of migrant workers.||http://timesofindia.indiatimes.com//city/meerut/amuta-demands-end-of-hate-campaign/articleshow/75904272.cms||Anuja Jaiswal
May 23, 2020||Bareilly||UP: Firozabad cop tests positive; district Covid-19 tally now 207 with 15 active cases||AGRA: A constable (30) posted at Shikohabad police station in Firozabad district tested positive for Covid-19 on Friday, taking the district tally to 207, with 15 active cases. Once the test result was confirmed, 10 cops of Shikohabad PS, as well as the family of the infected cop, who live in Saraswati Nagar of Tundla, were quarantined, and their samples sent for Covid-19 testing. Till date, 51 cops, including an RPF constable have tested positive for the infection in UP, with two of them succumbing to the disease. Three others have also tested corona positive, including a 17-year-old in Nagla Tula village of Sirsaganj, a pregnant woman in Nagla Chandravar Gate, and a 72-year-old in Hanuman Ganj. The son of the septuagenarian man had already succumbed to the infection on May 18, after complaining of respiratory problems. Afterwards, the entire family was tested, and five of them found positive.||http://timesofindia.indiatimes.com//city/bareilly/firozabad-cop-tests-positive-district-covid-tally-now-207-with-15-active-cases/articleshow/75904360.cms||Arvind Chauhan
May 23, 2020||India||Amid heightened tensions with China, Army chief visits Ladakh||NEW DELHI: Army chief General M M Naravane visited Ladakh on Friday to review the operational situation along the unresolved border with China, which has witnessed rival troop build-ups after violent clashes. His visit came a day after the government asserted it remained “deeply committed to ensuring India’s security and sovereignty”. Gen Naravane reviewed “the forward posture of Indian troops” and the ground situation with Northern Command chief Lt General Y K Joshi and the Leh-based 14 Corps commander Lt Gen Harinder Singh, among other top officers, said sources. The Army, despite being contacted several times by TOI, refused to say anything about Gen Naravane’s half-a-day-long visit. But sources said the forward-deployed Indian troops, with major reinforcements from other areas for “a second line of defence”, will continue to maintain their “firm stance against yielding any ground” to the People’s Liberation Army (PLA) in the ongoing confrontations along the Line of Actual Control (LAC). “The Northern Command is on a high alert due to repeated provocations by the PLA. But talks with China, through military and diplomatic channels, are also under way to defuse tensions. With regular brigadier-level meetings at border meeting points (BPMs) and hotline talks between local commanders, there is the possibility the situation will de-escalate in the coming days,” said a source. Both India and China have pumped in additional troops, built fortifications and pitched tents at a few stretches along the LAC in eastern Ladakh, which include the northern bank of Pangong Tso(Tso means lake), Demchok and Galwan Valley areas, after the violent clashes between the rival soldiers on May 5-6. as was reported by TOI earlier. China had aggressively blocked Indian patrols and construction. The major grouse of the PLA seems to be the completion of the 255-km Darbuk-Shyok-DBO road, which provides access to the Depsang area and Galwan Valley while ending near the Karakoram Pass, by India last year. But sources said India remains undeterred by the PLA’s “muscle-flexing”, in what seems to be a repeat of the major 73-day confrontation at Doklam near the Sikkim-Bhutan-Tibet tri-junction in June-August 2017. The Border Roads Organisation will resume its planned construction activity for roads and tunnels in different stretches along the 3,488-km long LAC from Ladakh to Arunachal Pradesh soon, said sources. The PLA has stepped-up needling of Indian troops, with the flashpoint being eastern Ladakh, along the LAC from the very beginning of this year. The Indian Army, in turn, is ready for the coming “hot summer” in terms of “transgressions and face-offs” in the 23 “disputed and sensitive areas” along the LAC, as was reported earlier.||http://timesofindia.indiatimes.com//india/amid-heightened-tensions-with-china-army-chief-visits-ladakh/articleshow/75905117.cms||Rajat Pandit
May 23, 2020||India||Covid-19: Colour of masks presents military with tough poser||NEW DELHI: The armed forces, amid guarding the frontiers, maintaining operational readiness and helping civil administrations combat the coronavirus pandemic, are facing a confounding new question: Should explicit orders be issued to ensure their personnel wear masks that match their uniforms? Senior officers of the Army, Navy and IAF, fortunately, have not yet been seen in public wearing ‘stars’ on their masks, akin to the ones worn on their collar tabs, to denote their ranks like some of their police counterparts are doing. The director-general of police in a state, for instance, made quite a splash recently by wearing a mask with ‘three stars’. Covid-19: Latest updatesThe Southern Naval Command (SNC) in Kochi seems to have stolen a march in the spit and polish environs of the armed forces by sternly directing its personnel to wear colour-coordinated masks. White masks with white uniforms and navy blue or black masks with other ceremonial uniforms, the “internal instructions” issued by a unit there said. More on Covid-19 Coronavirus pandemic: Complete Coverage Lockdown 4.0: What's allowed and what's not in the three zones It's time to mask up and stay safe: Join TOI's #MaskIndia campaign MHA's guidelines for home isolation Trust the newspaper for your daily verified news The Defence Security Corps and fire services personnel have to don khaki masks to match their khaki uniforms. Moreover, in keeping with Kerala government directives, personnel found without masks will be fined Rs 200 for the first time, and Rs 2,000 for repeat defaults. “There was this problem of personnel wearing all kinds of masks with different colours and weird patterns. The need was felt to ensure uniformity in uniforms and for personnel to wear comfortable cotton masks instead of nylon or synthetic ones in the hot muggy weather,” a source said. But officers here stressed that it was not a pan-Navy order, even though some care is being taken to ensure a proper dress code in the absence of explicit orders. Many IAF officers in Air Headquarters in New Delhi, for instance, are donning blue masks to match their uniforms. In the Western Air Command, which also has its headquarters in the Capital, personnel are wearing white masks with blue borders. Army officers are generally wearing white or black masks, while some have been spotted wearing camouflage or ‘disruptive pattern’ masks. “No explicit orders have been issued yet because masks are not part of the traditional uniform. But yes, with wearing of masks likely to become permanent for the foreseeable future, some orders might be needed in the days ahead,” a senior officer said. In the past, the armed forces have faced flak for the propensity of a few generals, admirals and air marshals to flaunt their rank and status even while playing golf or driving personal cars.||http://timesofindia.indiatimes.com//india/colour-of-masks-presents-military-with-tough-poser/articleshow/75905237.cms||Rajat Pandit
May 23, 2020||Allahabad||With lockdown 4.0 and strict social distancing measures: No Jashn-e-Eid this year||Every year, there are celebrations galore in Prayagraj with power-packed iftar evenings and Eid lunches. However, celebrations this year are low-key, owing to the pandemic. City folk, who either organise these parties or attend them, tell us what are they missing the most about those gatherings. Rehana Khan, a businesswoman and social activist from Prayagraj, says, “Every year we used to host a grand party on Eid for which all my friends and relatives were invited. It used to be a fun time. This year, keeping the situation in mind, Eid will be a low-key affair. Although I will miss meeting my friends and relatives. Eid is all about meeting and sharing but that we will have to miss out on this year.” Danish (standing behind wearing white kurta) celebrating his first Eid after marriage in 2016 at his parental house in Prayagraj (BCCL)Two times Olympian and Indian hockey player Danish Mujtaba, who hails from Prayagraj and is working as a Sports Officer in Uttar Pradesh Power Corporation Limited at Shakti Bhawan sharing his fondest memories of Eid, says, "Every Eid I celebrated at my parental house in Prayagraj with my family has been a memorable one. This time on Eid I will surely miss my parental house and the enjoyment we have every year because this is the only time of the year when my brothers and all cousins would meet at one place and we enjoy sevai, biryani and a lot more. Though this will not be the only time I will be missing Eid at my parent’s house, it happened many times while I was playing for my country.” He adds. “Due to the prevailing covid19 pandemic, being a responsible citizen of the country I will prefer staying back in Lucknow itself.”||http://timesofindia.indiatimes.com//city/allahabad/with-lockdown-4-0-and-strict-social-distancing-measures-no-jashn-e-eid-this-year/articleshow/75891108.cms||Meera Vohra
May 23, 2020||India||In run-up to Hong Kong law, China sought India help||NEW DELHI: China briefed key nations, including India, before bringing in a tough national security law for Hong Kong, which Beijing says is aimed to curb secessionist sentiments, sources said. The explanation, both verbal and written, was done to soften the inevitable criticism. Agency reports said Beijing had in its diplomatic missive reminded countries including India that “upholding national security” in Hong Kong Special Administrative Region (HKSAR) is “purely China’s internal affair and no foreign country may interfere in this matter”. In August 2019, India had briefed other nations’ envoys after withdrawing special status to Jammu and Kashmir under Article 370 and converting the state into a Union Territory. China on Friday introduced a national security law in Hong Kong that could be the end of the much touted “One country, Two systems” policy followed since the island reverted to Chinese rule in 1997. “Your country maintains close economic and trade cooperation as well as people-to-people exchanges with Hong Kong” the demarche said. “Hong Kong’s prosperity and long-term stability is in line with the common interests of the whole international community, including your country, as well as protection of your country’s legitimate interests in Hong Kong. We hope your government will understand and support China’s relevant practices.” The demarche said since the return of Hong Kong to China 23 years ago, “the Hong Kong SAR has not acted out its constitutional duty for national security in line with China’s Constitution and the Basic Law” . “There is a loophole in Hong Kong’s legal system and an absence of a mechanism of enforcement. The opposition in Hong Kong have long colluded with external forces to carry out acts of secession, subversion, infiltration and destruction against the Chinese mainland,” it said.||http://timesofindia.indiatimes.com//india/in-run-up-to-hong-kong-law-china-sought-india-help/articleshow/75905421.cms||---
May 23, 2020||Lucknow||123 lakh tonnes: Record sugar output in UP amid lockdown||LUCKNOW: While most industries faced a Corona-induced lockdown, UP’s sugar mills went full throttle to produce 123 lakh tonnes of sugar in this crushing season, recording their highest ever output, which is also a record production by any state in a season. In UP, the sugarcane crushing season is from October to May. Records available with the sugar department till May 21 show that the output so far is at least six lakh tonnes more than 117 lakh tonnes of sugar produced in the corresponding period of the last season. UP’s previous record was registered in the 2017-18 season with an output of 120.45 lakh tonnes of sugar. The output is all set to increase further as 39 of the total 119 sugar mills are still running as nearly 10 more days are left in this crushing season. In contrast, only 16 mills were operating after the third week of May last year. Significantly, while UP jacked up its production despite the lockdown, the national production of sugar in this season fell by nearly 62 lakh tonnes - from 326 lakh tonnes in the previous season to 264 lakh tonnes. UP accounts for 47% of the total national output so far. According to Indian Sugar Mills Association, about 40% of the factories in central UP are still operating, while in west UP about 70% of the factories are still running. Principal secretary, cane development, Sanjay Bhoosreddy said that despite the lockdown, the state government ensured that the mills kept operating to crush canes brought in by farmers. In the current crushing season, the state government paid farmers nearly Rs 19,000 crore, which is 56% of the total dues.||http://timesofindia.indiatimes.com//city/lucknow/123-lakh-tonnes-record-sugar-output-in-up-amid-lockdown/articleshow/75905673.cms||Pankaj Shah
May 23, 2020||India||Dealing with biomedical waste in the time of Covid-19 presents huge challenge||NEW DELHI: India has specific rules to deal with biomedical waste, but the Covid-19 presented a unique challenge before the country where it has currently to deal with unestimated amount of biomedical waste (BMW) exclusively from dedicated Covid hospitals, quarantine centres and home quarantine facilities in cities/towns and district/block headquarters. The task has become all the more difficult as many states lack strict monitoring mechanism. Underlining this new challenge of treating such waste as novel coronavirus can potentially survive in the environment for several hours/days, the Central Pollution Control Board (CPCB) had in April issued a detailed guidelines on handing Covid-linked biomedical waste (BMW) and launched a dedicated mobile App last week to track its collection and disposal. It specified scientific ways to collect, transport and dispose of such waste and asked state pollution control boards/committee to adhere to it while monitoring the entire process. The guidelines carry specific dos and don’ts for handing Covid-19 related BMW — categorised yellow for highly infectious waste — at healthcare facilities, quarantine camps/homes, home care facilities, sample collection centre, laboratories, isolation wards and Common Biomedical Waste Treatment Facility (CBWTF). TOI has checked how the states have been handling the Covid-linked BMW and found that many states have assigned this job to empaneled private agencies and deployed dedicated vehicles for waste transportation till CBWTF. The civic bodies in many cities have also engaged trained manpower for its collection from quarantine homes/centres and home-care facilities. But, who is responsible for monitoring all these activities to ensure that the guidelines are strictly followed to handle the high risk waste? “It’s the responsibility of the respective state pollution control boards/committees to maintain records of Covid-19 treatment wards / quarantine centers / quarantines homes and ensure proper collection and disposal of biomedical waste as per our guidelines,” said Prashant Gargava, member secretary, CPCB. He told TOI that the Board has launched a mobile App - COVID19BMW - and asked all BMW generators to register on this for submit the data related to the Covid-linked biomedical waste. “Those data are cross-checked with states and CBWTFs on daily basis,” said Gargava. But, what about the place where the CBWTF doesn’t exist. The CPCB guidelines, in that case, say that the existing captive facilities of any hospital may be identified for disposal of Covid-19 waste as per provisions under existing BMW Management Rules, 2016. In case of generation of large volume of yellow color coded (incinerable) Covid-19 waste in non-CBWTF remote areas, the guidelines also permit “use of deep burial pits for disposal of yellow category waste as per standards prescribed” in the existing Rules. The guidelines recommends providing personal protective equipment (PPE) to all workers who are engaged in disposing of such waste and asked civic bodies to make provisions of segregation of waste using colour-coded bins, bags and containers. It advised agencies to even treat the faeces from COVID-19 confirmed patient, who is unable to use toilets and if excreta is collected in diapers, as biomedical waste. These detailed revised guidelines, sent to all states on April 19, are based on current knowledge on the novel coronavirus and existing practices in management of infectious waste generated while treating viral and contagious diseases like HIV and H1N1. The CPCB had brought its first guidelines on the subject in March. Officials hinted at possibility of other guidelines, if at all it is needed, on the basis of ground experience and best practices followed in different countries for disposing of Covid-linked BMW. The New Delhi-based think-tank, Centre for Science and Environment (CSE), had recently analysed implementation of the BMW Management Rules, 2016 and found many lapses on the ground, noting that the in some states, the required facility does not exist at all while in others even the contractors have yet not been appointed. “We found that the incinerators at the facility have not been upgraded as per the CPCB directions. The upgradation is required so that the ‘yellow’ category waste (highly infectious waste) is burnt at the right temperature and it does not lead to toxic emissions. This is critical also in Covid-19 related BMW,” said Sunita Narain, environmentalist and director general of the CSE. In the context of Covid-linked BMW, she said, “Most of the waste will be yellow category and therefore the upgrading of the incinerator must be done without losing time. The CPCB needs to get a nationwide report on what is the status and get this done.” Pointing at inadequate monitoring system, Narain said, “We found the key weakness is that the bar-codes provisions -- as stipulated in the rules -- have not been implemented by many states. This means that waste collected and treated cannot be tracked. Rules also provide for GPS which is to be installed in all transport vehicles, but this is not done in most cases. For Covid-19 related BMW, all this becomes critical. These weaknesses must be fixed urgently.” Different state pollution control boards have, however, been sensitised by the CPCB. The state agencies have, on their parts, been sharing their experiences on a daily basis with the central pollution watchdog. A couple of states have set up a dedicated mechanism to monitor collection and disposal of the Covid-19 related BMW while others gave this responsibility to teams that have been taking infection control measures. The Uttar Pradesh government has set up district level committees, headed by an additional chief medical officer, to undertake infection control measures and monitor disposal of biomedical waste. The teams, including representatives from the UP pollution control board, are also expected to check BMW disposal in non-Covid private hospitals. Many states have deployed private agencies for the jobs and asked respective pollution control boards or committees to monitor it on daily basis. Deputy municipal commissioner (Sanitation) of the Nagpur Municipal Corporation, Pradip Dasarwar, told TOI that the civic body has engaged a private agency which collects biomedical waste from over 1800 institutions including 632 private hospitals/clinics, OPDs, pathology laboratories, radiology centres etc. “So far, the NMC has not received any complaints pertaining to throwing of biomedical waste openly,” he claimed. The West Bengal government too has engaged empanelled private agencies for collection and disposal of BMW, but the state doesn’t have clear-cut policy on the waste disposal from households where people are kept in home isolation. “I have already sent a letter to our chief minister underlining the danger lies in the disposal system where the biomedical wastes getting mixed with municipal waste and going straight to Dhapa landfill site,” said the Kolkata-based environment crusader Subhas Datta, who on last Thursday moved a petition to the National Green Tribunal (NGT) against the erratic disposal of biomedical waste in the city. “What I want is the compliance of the CPCB guidelines in disposing of the biomedical wastes related to Covid-19,” he said. The CPCB guidelines have specific provisions on how to collect and dispose off used PPE and N95 masks. It also asks health departments of all states to provide adequate PPE including three layer masks, splash proof gowns, nitrile gloves, gum boots and safety goggles to workers at the CBWTF. “These PPE are required to be worn all the time while collecting of waste from quarantine centre/homes or waste deposition centre”, it said. The CPCB also asked the urban local bodies to provide yellow colored bags (designated for BMW) to the persons responsible for operating Quarantine Camp or home-care. “If required, such bags may be provided through CBWTF,” it said. (Inputs from Bengaluru, Chennai, Nagpur, Chandigarh, Kolkata, Patna, Bhubaneshwar, Jaipur, Lucknow and Kochi)||http://timesofindia.indiatimes.com//india/dealing-with-biomedical-waste-in-the-time-of-covid-19-presents-huge-challenge/articleshow/75905790.cms||Vishwa Mohan
May 23, 2020||India||Group of intellectuals suggest 7-point action plan to come out of Covid crisis||NEW DELHI: A group of intellectuals have come together to propose a 7-point plan of action— “Mission Jai Hind”— to respond to the present economic, health and humanitarian crisis in the wake of the coronavirus outbreak. They have proposed an alternative approach, listing some urgent steps that the Centre and state governments must take to rebuild lives and livelihood. The plan calls for measures, including help to migrants go back home within 10 days; universal and free healthcare for all Covid patients; universal access to expanded ration for six months. It also calls for enhanced job guarantee in rural and urban India, cash compensation for loss of job or livelihood and a three - month interest waiver for farmers, small business and home loans. They have also demanded a national revival mission not to be constrained by lack of resources. In a statement, they claim that the “stimulus package” announced by the central government “virtually ignores the urgent need for economic support to ordinary citizens whose lives and livelihoods have been shattered by the Covid-19 crisis and lockdown”. The plan proposes the principle of “whatever it takes” to raise resources for ‘Mission Jain Hind’. All the resources (cash, real estate, property, bonds, etc) with the citizens or within the nation must be treated as national resources available during this crisis. Given the critical role of the state governments, it recommends that Central government must share at least 50% of the additional revenue raised for this purpose with the state governments. It has been endorsed by prominent economists, including Professors Pranab Bardhan, Deepak Nayyar, Jean Dreze, Abhijit Sen, Maitreesh Ghatak, Jayati Ghosh, Debraj Ray, R Nagaraj, Ashok Kotwal, Santosh Mehrotra, Amit Basole and Himanshu. The statement said Nobel laureate Prof Amartya Sen has expressed “broad sympathy” with this action plan. Others to endorse it include historian Ramachandra Guha and actvists Harsh Mander, Nikhil De and Bezwada Wilson among others.||http://timesofindia.indiatimes.com//india/group-of-intellectuals-suggest-7-point-action-plan-to-come-out-of-covid-crisis/articleshow/75905999.cms||---
