May 11, 2020||Vijayawada||Andhra Pradesh: 35 of 50 new Covid-19 cases from Rayalaseema districts||TIRUPATI: Out of the 50 new Covid-19 cases and one death reported in the state, Rayalaseema districts accounted for 35 of the overall cases and the lone Covid-19 death reported in the last 24 hours. With 16 new cases reported in the last 24 hours, Chittoor district topped Andhra Pradesh’s Covid-19 tally, followed by Kurnool district with 13 cases, Anantapur district with five cases and Kadapa district with one case. The lone Covid-19 death reported in the last 24 hours was from Kurnool district. The number of cases in the district have crossed the century mark and now stand at 112. Chittoor district collector Dr Narayana Bharat Gupta, who held a review with officials at the district collectorate on Sunday, directed officials to strengthen vigil at the inter-state borders, in the wake of a spike of cases linked to Chennai in the district. “Revenue, police, and medical departments have to maintain round the clock vigil at inter-state check-posts and ensure proper Covid-19 screening is carried out,” the disrect collector said. Expressing concern that the Covid cases linked to Koyambedu market were going up in the district in the last 72 hours, Dr Narayana Bharat Gupta underlined that the district machinery had intensified sample collections at V Kota, Piler, Punganur, Satyavedu and other parts of the district. Officials said that of the 250-odd persons with links to the Koyambedu market in Chennai, 26 tested positive in the district so far, while test results of others are awaited. Meanwhile, with 13 new cases reported in the district, the overall number of Covid-19 cases went up to 566 in Kurnool district on Sunday. The death toll also went up to 16.||http://timesofindia.indiatimes.com//city/vijayawada/andhra-pradesh-35-of-50-new-covid-19-cases-from-rayalaseema-districts/articleshow/75665001.cms||Sandeep Raghavan
May 11, 2020||World||UK extends virus lockdown until at least June 1: PM||LONDON: Britain's coronavirus lockdown will stay in place until at least June 1, UK Prime Minister Boris Johnson said on Sunday, as he unveiled cautious plans to lift restrictions imposed seven weeks ago. "This is not the time simply to end the lockdown this week," he said in a televised address but added that some primary school children could return and shops re-open from June 1. Johnson said some public places could re-open from July 1 but warned air passengers travelling to Britain faced quarantine measures. The government has come under pressure to outline its exit strategy from the lockdown. Britain has seen nearly 32,000 deaths in the outbreak -- the second-worst cumulative death toll behind the United States, and the worst in Europe. But despite passing the peak of the outbreak, Johnson said it would be "madness" to waste the sacrifices the public had made since the lockdown. Further details of what he stressed was a "conditional plan" would be outlined in Parliament on Monday, he said. It centres around a five-phase Covid Alert Level similar to the system in place for security threats, with one the lowest and five the highest. Johnson said Britain had been at level four throughout the outbreak and "careful steps" were needed to move to level three, even as transmission rates varied around the country. As a first step, the new guidelines again urge people who can to work from home but those who cannot to maintain social distancing and avoid public transport. Johnson said there would be some easing of restrictions from Wednesday, allowing "unlimited exercise", sport and sunbathing, but only within households. "In step two, at the earliest by June 1, after half-term, we believe we may be in a position to begin the phased reopening of shops and to get primary pupils back into school, in stages, beginning with reception (age four to five), year one (age five to six) and year six (10-11)," he added. In step three, "at the earliest by July, we will hope to reopen at least some of the hospitality industry and other public places, provided they are safe and enforce social distancing", he added. Johnson indicated restrictions could be reimposed, including locally, if there is a surge in cases. "We have been through the initial peak but it is coming down the mountain that is often more dangerous," he added.||http://timesofindia.indiatimes.com//world/uk/uk-extends-virus-lockdown-until-at-least-june-1-pm/articleshow/75665195.cms||---
May 11, 2020||Gurgaon||Haryana: 32 shops fined for not following lockdown guidelines in Yamunanagar||YAMUNANAGAR: In a surprise inspection, the teams of Yamunanagar municipal corporation (MC) teams have fined 32 shops and also sealed one bakery shop for failing to follow Covid-19 lockdown related guidelines issued by the district administration on Saturday. In Yamunanagar, the shops are allowed to open from 8am to 4pm as per odd-even formula and the MC officials were receiving complaints that a number of shopkeepers are flouting the norms laid by the administration. However, the liquor vends are allowed to open from 7am to 7pm. On Saturday morning, the MC teams accompanied by the district police under the leadership of chief sanitary inspector (CSI) Anil Nain started checking whether the shopkeepers in different market areas are following the odd-even formula or not. As per the information, most of these fines have been issued for not following the odd-even formula and some other violations of the district administration orders. The teams sealed Shankar Bakery on Railway Road, and also fined wholesalers of salt and rice on Radaur Road for failing to follow the odd-even formula. The chief sanitary inspector said, 32 shopkeepers have been fined Rs 15,500 and this checking will continue in the coming days. Officials told when the teams raided the shops, shopkeepers were also found without masks, not keeping hand sanitisers, working with more manpower than allowed, not marking social distancing circles, and flouting social distancing in their workplaces. As per officials, the checking was conducted in the areas including Railway Road, Workshop Road, Model Town, Aajad Nagar, Rampura, Farakpur, Jagadhri Camp, Buria Chowk, Khera Bazaar, Indira Market, and many other market places of Yamunanagar MC. The chief sanitary inspector told, “One Shankar Bakery has been sealed on Railway Road, as it was found open on an even day, whereas the shop falls on an odd day. When the teams entered the bakery, a worker was making a burger without a mask. Moreover, a senior citizen, aged more than 60 years, was also working in this bakery. Several warnings were issued to this bakery but it did not obey rules, therefore, we had to seal it.”||http://timesofindia.indiatimes.com//city/gurgaon/haryana-32-shops-fined-for-not-following-lockdown-guidelines-in-yamunanagar/articleshow/75665228.cms||Jaskaran Singh
May 11, 2020||Mangaluru||3,420 migrant labourers take Shramik Special trains to Bihar, Jharkhand, UP||MANGALURU: Three Shramik Special trains, carrying stranded migrant labourers, have left Mangaluru since Saturday. While the first one with 1,168 passengers left Mangaluru Junction for Bokaro Steel City around 10pm on Saturday, two more trains with almost an equal number of labourers left for Uttar Pradesh and Bihar on Sunday. The district administration and railways ensured orderly departure of 3,420 labourers – a far cry from Saturday’s chaos outside Mangaluru Central railway station when more than 1,000 people gathered falling prey to a rumour that train services were available for their return home. The railways has pared the passenger capacity in these 24-ICF coach special trains to meet social distancing norms. Sources in Southern Railway under whose jurisdiction Mangaluru Junction railway station comes, said that 54 passengers are being accommodated in the sleeper class coaches against the capacity of 72. In the second class general coaches, 34 are travelling against the capacity of 54 and 24 in 12 berths available in guard-cum-luggage vans. Each Shramik Special passenger should compulsorily have registered in the Seva Sindhu portal of the state government, said Dakshina Kannada deputy commissioner Sindhu B Rupesh. “We have a large number of migrant labourers from Jharkhand, Uttar Pradesh, Bihar and West Bengal in camps here. Trains are being dispatched to these states with concurrence of their governments to receive these migrant labourers there,” she said. Apart from the base fare, which varies to each destination, the labourers are also required to pay superfast charge and surcharge of Rs 30 and Rs 20 respectively. The IRCTC is tasked with providing food to passengers at pre-designated places. The local administration takes care of the same at the departing station, sources said. Railways is collecting fare from every passenger aged above 5 on these special trains. After the riot-like situation at Mangaluru Central railway station on Saturday, Dakshina Kannada MP and state BJP chief Nalin Kumar Kateel petitioned minister of state for railway Suresh Angadi to operate these special trains. Sindhu said with more than 6,000 migrant labourers in town, the administration will coordinate with KSRTC to bring them to the railway station and with the railways to facilitate their departure from this coastal city.||http://timesofindia.indiatimes.com//city/mangaluru/3420-migrant-labourers-take-shramik-special-trains-to-bihar-jharkhand-up/articleshow/75665386.cms||Jaideep Shenoy
May 11, 2020||Goa||George moves to ISL||Panaji: Sporting Clube de Goa defender George D’Souza has secured a move to the Indian Super League (ISL) with a two-year contract at Odisha FC. The left-back from Calangute established himself in the Goa Professional League this season for the table-toppers with his signature free-kicks. The 26-year-old also had interest from two other clubs. Most recently, former Sporting midfielder Glan Martins joined ISL champions ATK. Sporting have always promoted local talent and now have the unique distinction of having eight of their players – from among the 19 Goans – in ISL. That’s more than 40 percent with the likes of Brandon Fernandes, Seriton Fernandes (both FC Goa), Adil Khan (Hyderabad FC), Joyner Lourenco (Jamshedpur FC), Keenan Almeida and Rowllin Borges (both Mumbai City FC) all handed their I-League debuts at the club. “I am very happy that my product has been signed by Odisha FC. George has been a disciplined and focused player throughout his five-year period with the club. He has been one of the outstanding players of my squad this season,” said Sporting owner and president Peter Vaz. George started his youth career with Sesa Football Academy where he made his professional debut before graduating. He then went on to play a season for Calangute Association before Vaz gave his career a boost by bringing him to the former I-League club. “George has one of the best left-foots in Indian football. His freekicks are deadly. This is just the first step and I hope he goes on to represent the country. I hope he emulates other Goans in the top league,” said Vaz. George featured in all 20 games for Sporting, a feat no other player managed in the team. They had just two more games to play before the season came to a halt due to the coronavirus pandemic. “He was there with us for the last couple of years, but he has improved a lot this season. He has to now work hard for a place in the starting 11 at Odisha because it all depends on the coach,” said Sporting head coach Savio Vaz. George gained valuable experienced playing alongside Peter Carvalho and Joseph Clemente. Their defence conceded just 10 goals while the attack pumped in 43 out of which four came from the powerful left foot of George. He has accurate crossing abilities which helped him secure six assists. With age on his side, George carries high expectations and will hope to succeed like Jessel Carneiro at Kerala Blasters FC, who moved there from Dempo Sports Club last season. “George has been at his best this season and we wish him good luck for the future,” said club CEO Welvin Menezes. George was part of the Goa-India team that won the gold medal at the Lusofonia Games 2014. Two years later, he was part of Mateus Costa’s Goa side that finished runnersup at the National Championship for the Santosh Trophy. "I am very happy for George and wish him the very best for the future. His parents have provided him support and encouragement all through his career,” said Sporting manager Angelo Albuquerque.||http://timesofindia.indiatimes.com//city/goa/george-moves-to-isl/articleshow/75665478.cms||FLAVIO LOPES
May 11, 2020||Goa||‘Churchill got best foreign players’||Panaji: Former executive director of the Sports Authority of India (SAI) Roque Dias has jumped to the rescue of Churchill Alemao and said the Benaulim MLA’s love for football cannot be questioned. Churchill Brothers FC, the club that Alemao and his family has owned for more than three decades, has been criticised in some quarters for availing a government grant of Rs 3 crore for each of the last two seasons. Porvorim MLA Rohan Khaunte even filed a complaint with the chief secretary last week, but Dias feels Alemao’s contribution to the growth of Goan football cannot be easily ignored. “Churchill has brought the best foreign players and coaches to India. His club has nurtured promising juniors. The world’s best strategies have been made available at the club,” Dias said in a press release on Saturday. Some of Churchill’s most famous foreign imports include Zimbabwe striker Percy Mwase during the inaugural National Football League in 1996-97, while others like Phillip Mensah, Osumanu Hussein, Yakubu Yusif and Edward Ansah also donned colours for the club. Danny MacLennan coached Churchill during the early days of NFL. Having been based in Delhi for a long time, Dias said he saw Alemao – formerly a member of parliament – from close quarters with his trips for the NFL and Durand Cup being fondly remembered. “I have not seen anyone else who is more passionate. His dream is to see India qualify for the World Cup,” said Dias. The former SAI executive director said Alemao had a huge role to play in ensuring that Brahmanand Shankhwalkar won the Arjuna award in 1997 after the goalkeeper – who played for Churchill Bros – was being continuously sidelined due to a technicality. His proximity to former AIFF president Priyaranjan Dasmunsi also helped officials, he said. “Brahmanand was being denied since he had not represented the country the preceding five years as per rules. Finally, Churchill, as an MP, wrote a letter to the President, Prime Minister, sports minister and secretary sports stating that the rule ought to be amended before finalising the award,” said Dias, who was based in Delhi at the time.||http://timesofindia.indiatimes.com//city/goa/churchill-got-best-foreign-players/articleshow/75665487.cms||---
May 11, 2020||Goa||Tejan, Arjun keep Fallary tradition alive||Panaji: Goan shuttlers and brothers Tejan and Arjun Fallary are unique. For starters, they are state toppers in different categories. They are also the second generation to excel at state level after their father Vaman and uncle Chinmay, both of whom ruled the roost in their prime. Tejan, 21, is on top of the rankings in men’s singles, doubles and mixed doubles, while Arjun, 16, who represented India at the Asian Badminton Championship in Surabaya, is top in in U-17 doubles, mixed doubles and U-19 doubles. Tejan achieved the unique distinction of winning the men’s singles, doubles and mixed doubles titles at the state badminton championship in Ponda early this year. "Tejan and Arjun are extremely hardworking, dedicated and focused on the game. Tejan has huge potential to excel at the national stage,” said Goa Badminton Association (GBA) secretary Sandeep Heble, adding that the Fallarys have achieved unique honours and are rising prospects for Goa. Tejan and Arjun took to the game like fish to water. Growing up watching their father and uncle play was enough for them to get interested in badminton. “Badminton runs in our family. My grandfather was a badminton player. My father was top-ranked Goan for almost a decade, while my uncle was a great player too,” said Arjun. The Fallarys are not the first pair of siblings to succeed in Goan badminton. Ashutosh and Leena Pednekar, Kanji brothers — Sandip and Kamlesh, Menezes brothers — Derrick and Stanley, Madgaokar brothers — Anil and Annand, Painguinkar sisters — Sayili and Sita are few examples of siblings taking to the sport. “It is very natural for us to become badminton players. I guess it’s the same for others who did well in the past. Ours was a very easy choice,” said Tejan. Although the Fallarys train under other coaches, they have their father father to guide them. “At home, the discussion mostly revolves around badminton. We take advice from our father, but he is not our coach,” said Arjun. Tejan and Arjun are at the top of their categories in Goa but the national lockdown has kept them indoors. There is nothing to do, and competitions seem too far away. “There is nothing much we can do except do some drills and exercises. Nothing like practice and playing in tournaments,” said Arjun. Tejan, on his part, works out more intensely. “I do wall practice and work out on my upper body and extended shuttle run to keep my agility intact. I must stay focused and remain fit, otherwise when we return, it would be a disaster,” said Tejan.||http://timesofindia.indiatimes.com//city/goa/tejan-arjun-keep-fallary-tradition-alive/articleshow/75665523.cms||Paresh Mokani
May 11, 2020||Ludhiana||FCI allocates 2.12 lakh metric tonnes of wheat for Punjab||JALANDHAR: The Food Corporation of India (FCI) has allocated 2.12 lakh metric tonnes of wheat to Punjab in advance for the months of April, May and June under the Pradhan Mantri Garib Kalyan Anna Yojana (PMGKAY). Divulging the details, the divisional manager of Food Corporation of India TR Sethi said that the government has decided to give 5 kilogram of wheat per beneficiary per month for three months and one kilogram pulses per family for three months in the wake of outbreak of Covid 19 pandemic. He said that the free distribution of 15kg wheat per member of a family and three kg pulse per full family (irrespective of number of family members) to the eligible beneficiaries are being ensured by the respective state governments. Keeping in view of the emergency situation, He said that the FCI has allocated 2.12 lakh metric tonnes of wheat to the state in advance for the months of April to June. He said that the regional office of FCI had already issued release orders for 2.12 lakh metric tonees of wheat, worth Rs 594.09 crore, which is entire allocated share for the state. Similarly, he said that the total allocation of 4127.085 metric tonnes of wheat worth Rs 11.56 crore has also been made to the Union Territory of Chandigarh.||http://timesofindia.indiatimes.com//city/ludhiana/fci-allocates-2-12-lakh-metric-tonnes-of-wheat-for-punjab/articleshow/75665578.cms||I P Singh
May 11, 2020||India||Autowallahs pack life into three wheels, flee Mumbai||INDORE: You could have easily mistaken the Indore stretch of Agra-Mumbai highway for a pre-lockdown Mumbai street on Sunday. Hundreds of kali-peeli autos -- with Maharashtra registration numbers – streamed past, all headed for UP and Bihar. Most unlikely to return. Migrant autowallahs are fleeing Mumbai – lock, stock and family -- for the spartan familiarity of their villages. More than 8,000 of them have loaded their autorickshaws with whatever life they had in Mumbai, and set off on the 1,400-km journey. TOI spoke to some of them who had stopped for a breather on Indore’s outskirts. “There was nothing to eat. For every small necessity, we had to pay. We were forced to beg, so we decided it was better to go home,” said Vinod Giri, a resident of Bhadohi in Uttar Pradesh, who knows the bylanes of Mumbai as well as he does his village lanes. The exodus on three wheels may only get bigger. Over 2.5 lakh autorickshaws operate in Mumbai, nearly half of which are owned or operated by migrants from Bihar and Uttar Pradesh. Grounded in the lockdown, they quickly ran out of food and money and decided that was all they wanted to see of the Mumbai dream. Giri, his wife and two kids set off from Saki Naka area of Mumbai on their auto-rickshaw four days ago. It will take another two days to reach home, he said. Asked when he plans to return, he said: “Never. If Yogiji gives us jobs, why would we return to Mumbai? We will stay with our own people.” That was the cue for others to speak up. Rajesh Singh said “We did not get any kind of support from the Maharashtra government. In fact, we were beaten up by police while trying to escape from Mumbai. Over 40,000 migrants from UP and Bihar are waiting for an opportunity to escape, on foot.” Singh had left Mumbai with his two sons and a nephew – all of whom had gone to Mumbai in search of work. The autorickshaw drivers allege that even the announcements of providing food and water to the needy in Maharashtra were propaganda. “Those belonging to the ruling party get the benefits. The common man is stranded,” claimed Singh. They got more help and kindness on the road, they say. Anand Pal, an auto driver from Bhadohi (UP), said, “People on the roadside have helped us with food, water and fuel.” Pal knows it will take another three days to reach home and that he and his family will spend 14 days in quarantine. “I don’t mind that after what we have been through. After 14 days, I will call my village chief and tell him that we have been tested and cleared. Now, let us stay home,” he said. Pal plans to revive his farmland. “Earning from the land is better that begging in Mumbai,” he said. The autowallahs’ grouse is echoed by Shashank Rao, leader of Autorickshaw Chalak Malak Sanghatana Sanyukt Kruti Samiti in Mumbai. “The Maharashtra government has done nothing to ease the plight of autorickshaw drivers in Mumbai. We distributed 15kg grocery packets to around 55,000 auto drivers who have lost their livelihood, but the numbers are huge. The government should give Rs 10,000 per month to each auto driver, but no action has been taken on our demand,” he told TOI. He was worried that the fleeing auto drivers will face legal problems on the way. “We plan to hold massive agitations to make the government accept our demands. There seems to be no option. But that can be done after lockdown is over,” he said.||http://timesofindia.indiatimes.com//india/autowallahs-pack-life-into-three-wheels-flee-mumbai/articleshow/75665643.cms||Pravin Barnale
May 11, 2020||India||81 inmates test positive, total Arthur Road jail cases now 184||MUMBAI: Eighty-one more inmates of Mumbai’s Arthur Road jail have tested positive for Covid-19, taking the total number of positive cases in the prison to 184. Out of 184, 26 are staff members and rest are inmates, said the Arthur Road prison authority. A 54-year-old inmate of Byculla women’s jail in the city has also tested positive for coronavirus, a prison official said on Sunday. She was referred to the government-run J J Hospital a few days back after her oxygen saturation level fell below 90%. During the treatment, she was tested for coronavirus which came out negative on Friday, he said. However, her second test conducted on Saturday came out positive, the official said. She is undergoing treatment at St George Hospital, he added. The new case comes two days after a doctor attached to Byculla jail tested positive for coronavirus.||http://timesofindia.indiatimes.com//india/81-inmates-test-positive-total-arthur-road-jail-cases-now-184/articleshow/75665661.cms||---
May 11, 2020||Gurgaon||Haryana: First batch of 75 Tablighi Jamaat members, 600 labourers sent from Nuh||CHANDIGARH: As many as 75 Tablighi Jamaat members, who have been quarantined and isolated in Mewat of Haryana for the past one and half month, sent back to their respetive states through private vehicles on Sunday. This is the first batch of the Jamaat members, which has been sent back from Nuh. More than 2,000 Jamaat members have been quarantied in Haryana and maximum from out of them are quarantined in the district. The city MLA Aftab Ahmed had taken up the issue of Jamaat members with the district administration. He had put up their case and helped them in procuring the movement passes from the district administration. Those sent on Sunday hails from New Delhi, Uttar Pardesh, Bihar and Rajsthan. They were sent back through private vehicles. According to the information, 23 Jamaat members were quarantined in Government Polytechnic College, 17 were quarantined in Mewat Engineering College, 18 were quarantined in Ferozepur and seven were quarantined in Women's College. Meanwhile, the district administration has also sent 600 migrant labourers in 25 buses through Haryana Roadways.||http://timesofindia.indiatimes.com//city/gurgaon/first-batch-of-75-tablighi-jamaat-members-600-labourers-sent-from-nuh/articleshow/75665655.cms||Manvir Saini
