May 30, 2020||Bengaluru||Overly concrete Bengaluru is the reason behind record number of uprooted trees||Every time it rains, the immediate thoughts in any Bengalurean’s mind are waterlogging, fallen trees and related damage and power cuts. Well, maybe not in that exact order, but there is no denying that falling trees are a big worry, what with over 150 having been uprooted in different parts of the city due to heavy pre-monsoon rain and gusty winds in May alone. With the monsoon almost upon us and the Meteorological Department predicting more rains, environmentalists are concerned about road side trees, many of which may get uprooted considering that the concrete around them has left no space for water penetration or aeration to the trees. ‘Bengaluru is 81% concrete, which is bad for trees’In an earlier interaction with Bangalore Times, Prof TV Ramachandra, Head of Centre for Ecological Science, Indian Institute of Science, had said, “In 1973, 59% of Bengaluru was green, while only 7% was concrete structures. Today, 81% of the land is concrete structures, which leaves little scope for water percolation after a good rain.” ‘Trees fall because they have no breathing space’Tree doctor Vijay Nishanth explains, “When there is not enough space for roots, they rot, which, ultimately weakens the trees. For instance, on Lalbagh Road, trees are still healthy because they have enough breathing space.” Environmentalist Vasanthkumar Mysoremath adds, “The rules of Indian Road Congress are never followed by road construction authorities. Trees need sink pits around their base, not hot bitumen or concrete.” Experts want Gulmohar, officials differOfficials in Bengaluru and Mysuru have said that softwood trees like the Gulmohar are a hazard and that they would not plant newer saplings. “You need trees like Gulmohar to beautify the city. Yes, they are prone to get uprooted, but that doesn’t mean they need to be chopped. Regular pruning and more space for them to grow should solve the problem,” says Vijay.||http://timesofindia.indiatimes.com//city/bengaluru/overly-concrete-bengaluru-is-the-reason-behind-record-number-of-uprooted-trees/articleshow/76096936.cms||Vinay Lokesh
May 30, 2020||Bareilly||#LifeInTheLockdown: Bollywood and Sufi singer, Kavita Seth keeps herself busy with live music sessions on social media, meditation, riyaaz and cooking during lockdown!||The lockdown time is an opportunity for singers and artistes who are known to do lot of live shows and concerts all over the world, to utilize this period in creating new compositions and get back in touch with the audience and their fans via digital platform. And one such Bareilly-based Bollywood and Sufi singer, Kavita Seth of Iktara song (Wake Up Sid) fame and Jeete Hain Chal (Neerja) is keeping herself full-on busy with her music with daily live sessions on Facebook, Instagram for all the music lovers. In an interaction with us, Kavita Seth shares, "Music is my way of life and during such tough times where the entire world is suffering, music is something that soothes, relaxes and is like a treat to ears. Music kills boredom, reduces stress, refreshes instantly, gives inspiration, brings in positivity and rejuvenates us completely. And while being at home throughout the day, I am making most of it by creating new compositions, doing riyaaz and sharing the same with my fans and music lovers via live sessions on social media on daily basis. This way, even being confined to our homes, I feel connected to everyone." Kavita Seth, who recently sang an inspiring and motivating song of hers 'Jeete Hain Chal' from the film Neerja for the heroes of Corona #CoroanKeHeroesKoSalaam, adds, "Besides music, I do daily riyaaz with my son, indulge myself in meditation, yoga and cooking." Speaking about the tough times going, the Bollywood and Sufi singer says, "Be positive. Stay home. Stay indoors. Ye waqt bhi guzar jayega." Watch LifeInTheLockdown: Bollywood and Sufi singer, Kavita Seth keeps herself busy with live music sessions on social media, meditation, riyaaz and cooking during lockdown!||http://timesofindia.indiatimes.com//city/bareilly/lifeinthelockdown-bollywood-and-sufi-singer-kavita-seth-keeps-her-busy-with-live-sessions-on-social-media-meditation-riyaaz-and-cooking-during-lockdown/articleshow/75328145.cms||Manyaekta Gugliani
May 30, 2020||World||Trump says US to quit WHO, announces mild sanctions against China||WASHINGTON: US President Donald Trump on Friday announced on Friday he is terminating Washington's relationship with the World Health Organisation and imposing a range of sanctions against China for its deception with regards to the coronavirus pandemic and its actions in Hong Kong. In a statement he read out from a teleprompter in the White House, Trump said he will also initiate a ban on Chinese researchers studying in the US who are considered potential security risks and will seek action against Chinese companies listed in U.S stock exchange whose practices are inconsistent with U.S laws. The US will also withdraw special trade and travel status and privileges given to Hong Kong in lieu of its violation of its treaty obligations with Great Britain, which he said Beijing has now violated. https://t.co/mljmx2o0G7— Donald J. Trump (@realDonaldTrump) 1590781575000Trump blamed his predecessor administrations and presidents for allowing China to rip off the U.S. and said he will not allow it. The immediate reaction of critics on both Democratic and Republican sides was the so-called sanctions against China were mostly token and mild. Trump did not mention the tensions between India and CHina. The US President did not take any questions and turned on his heels and walked away after his statement, although a pool of a dozen reporters sought to ask him follow-ups, including on the situation in Minnesota and other states where black protests have erupted over the alleged murder of an African=American man by a white police officer. Critics are blaming Trump for fanning the flames of civic unrest by echoing the exact words used by George Wallace, a white supremacist-segregationist-racist – “When the looting begins, the shooting begins” – to convey a strong response to rioting.||http://timesofindia.indiatimes.com//world/us/trump-says-us-to-quit-who-announces-mild-sanctions-against-china/articleshow/76099312.cms||Chidanand Rajghatta
May 30, 2020||Delhi||Five Delhi luxury hotels made extended Covid hospitals||NEW DELHI: To ensure sufficient beds to deal with the increasing coronavirus cases, the Delhi government on Friday directed that five luxury hotels in the city be converted into extended Covid hospitals, attached with five hospitals. In an order, Health and Family Welfare Secretary Padmini Singla attached Hotel Crown Plaza in Okhla with the Batra Hospital and Research Centre, the Hotel Surya in New Friends Colony with the Indraprastha Apollo hospital, Hotel Siddharth in Rajendra Place with Dr B.L. Kapur Memorial Hospital, Hotel Jivitesh in Pusa Road with the Sir Ganga Ram City Hospital, and Hotel Sheraton in Saket with Max Smart Super Speciality Hospital. The order said the decision has been taken to augment Covid hospitals facility by 1,000 beds. "The hotels be requisitioned by the District Magistrate and given to attached hospitals for converting them into extended Covid hospital wherein the medical services shall be provided by the attached identified Covid private hospital," the order said. It said the attached private hospital should admit Covid-19 positive patients in their extended Covid Hospital as per the patient's medical condition and in case, such patients turn severe at any point of time during their stay in the hotel, "he/she shall be transferred/admitted in the attached private hospital at its scheduled rates." The attached private hospital is required to provide sufficient manpower (nurses and doctors) as per the norms. "Further, the attached hospital is also required to provide oxygen supply, either in the form of oxygen concentrator or oxygen cylinder, in the extended Covid Hospital in case a patient requires oxygen support." The order said the attached hospital should provide all consumables like PPE kits, N-95 Mask, gloves, medicines and equipment like pulse-oximeter, thermometer, oxygen concentrator/cylinder, etc. "They shall also make necessary arrangements to provide resuscitation services -- equipment, drugs and medical consumables -- in the extended Covid Hospital in case there is a rapid deterioration in the clinical condition of the patient. "The linked private Hospitals are required to take over full Hotel indicated against their name as requisitioned by the concerned District Magistrate, Delhi Government under the DDMA. The hotel shall provide regular hotel services including rooms housekeeping disinfection and food for the patients etc at the price not greater than Rs 5,000 for five star hotel and Rs 4,000 for four and three star hotel per day per person," it added. The linked hospital should be paid an amount, not greater than Rs 5,000 per patient per day for their medical services to Covid-19 patients, inclusive of all consumables, services of doctors, nurses, paramedical staff and nursing staff etc as per the norms. "However, investigation charges, if any, shall be charged by the linked hospital as their scheduled rates and for oxygen support, the linked hospital is allowed to charge at the hotel at Rs 2,000 per bed per day basis." The medical services provided by the attached hospital at their facility will be charged at their respective scheduled rates, the order said. All charges shall be collected by the linked hospital, which make payment to the hotel,it said. Further, the linked hospital may accommodate their doctors and staff at the hotel at their own expense, if required, the order added.||http://timesofindia.indiatimes.com//city/delhi/five-delhi-luxury-hotels-made-extended-covid-hospitals/articleshow/76099053.cms||---
May 30, 2020||World||Trump to curb China students, strip Hong Kong privileges||WASHINGTON: President Donald Trump said Friday that the United States will restrict Chinese students and start reversing Hong Kong's special status in customs and other areas, as Beijing imposes a controversial security law. Trump said the Chinese government has been "diminishing the city's longstanding and very proud status." "This is a tragedy for the people of Hong Kong, the people of China, and indeed the people of the world," Trump told reporters. Secretary of State Mike Pompeo on Wednesday told Congress that the Trump administration would no longer consider Hong Kong to be separate under US law but did not spell out the consequences. Trump also was light on specifics but said: "I am directing my administration to begin the process of eliminating policy that gives Hong Kong different and special treatment." "This will affect the full range of agreements, from our extradition treaty to our export controls on dual-use technologies and more, with few exceptions," he said. Trump also said he would restrict the entry of some graduate students from China -- the largest source of foreigners to US universities -- but did not immediately give numbers. "For years, the government of China has conducted elicit espionage to steal our industrial secrets, of which there are many," Trump said. "Today I will issue a proclamation to better secure our nation's vital university research and to suspend the entry of certain foreign nationals from China who we have identified as potential security risks."||http://timesofindia.indiatimes.com//world/us/trump-to-curb-china-students-strip-hong-kong-privileges/articleshow/76099876.cms||---
May 30, 2020||Gurgaon||Immigration fraud: 27 FIRs in Ambala, Kurukshetra||AMBALA: Police registered 11 cases of immigration fraud in Ambala and another 16 in Kurukshetra on Thursday against several immigration agents, including one who is an Ambala-based functionary of BJP, for allegedly duping 27 people from the two districts who were deported from the US on May 19. The FIRs have been registered on complaints either by the deportees or their families. One of the complainants has accused an Ambala-based BJP worker, Makhan Singh Lobana, and his brother Surinder Singh alias Chhinda of committing fraud with him. Surinder has been booked in several cases at both the districts. Ambala superintendent of police (SP) Abhishek Jorwal said of the 11 persons from Ambala who were deported from the US recently, three had tested positive for Covid-19 on their arrival in Panchkula, where all US deportees had been quaratined in Haryana. "They are undergoing treatment at the designated Covid-19 hospital. Those who tested negative have been quarantined at facilities in Panchkula district." "Investigations into these immigration fraud cases have been initiated and action as per law would be taken against accused agents as per the facts and findings. Makhan, a BJP worker, has been booked. There are several cases registered against his brother and we are investigating their roles. Makhan was earlier with the INLD," Jorwal said. About 16 residents of the Kurukshetra district, Kurukshetra SP Astha Modi told, "A total of 16 persons were deported from the US recently. Out of these, four persons had tested positive for Covid-19 at Panchkula district, and the remaining are quarantined at the facilities in Panchkula only. The positive patients are isolated and under treatment. We are collecting the evidence and action would be taken soon against accused agents." The cases have been registered against accused agents under Sections 24 (offences and penalties) of the Emigration Act and 406 (punishment for criminal breach of trust) and 420 (cheating and dishonestly inducing delivery of property) of the Indian Penal Code (IPC) at different police stations in both the districts.||http://timesofindia.indiatimes.com//city/gurgaon/immigration-fraud-27-firs-in-ambala-kurukshetra/articleshow/76100401.cms||Jaskaran Singh
May 30, 2020||Business||Jan-March expansion at 40 quarter low of 3.1%, 2019-20 GDP growth at 11-year low of 4.2%||NEW DELHI: The country’s economic growth in the January-March quarter of 2019-20 expanded at its slowest pace in 40 quarters at 3.1%, dragged down by the manufacturing and construction sectors and some impact of the national lockdown in late March. Only the farm sector and government spending stayed firm. Data released by the National Statistical Office (NSO) on Friday also showed overall GDP growth in 2019-20 slowing to an 11-year low of 4.2%, lower than the earlier estimate of 5%. Several major economies which had imposed lockdowns earlier have witnessed a contraction in their January-March quarter growth while a handful of countries led by India have managed to post expansion during the period. The NSO said that both the quarterly as well as annual GDP growth numbers are likely to undergo revision as data flow from “economic entities had been impacted.” Economists say the lockdown, which has crippled economic activity, will have an impact on growth in the coming quarters with several research houses, investment banks and brokerages estimating a sharp contraction. Several key sectors of the economy such as the services sector, which accounts for nearly 60% of the economy, have suffered due to the lockdown and led to large job losses. The government has unveiled a relief package to nurse growth but experts say more needs to be done to help revive growth. The Reserve Bank of India (RBI) has also cut rates sharply since the lockdown and has unveiled massive liquidity injection to help the economy gather momentum but it has estimated growth to contract in 2020-21 due to the impact of the lockdown in the country as well as across the globe. The IMF expects India and China to be the only economies to register growth while other economies around the globe are expected to contract sharply, a view not shared by several other economists who expect the Indian economy to contract. The manufacturing, construction and services sectors contracted in the March quarter which economists attributed to the impact of the lockdown. The trade, hotel and transport and manufacturing sector saw growth drop to the lowest level since 2011-12 in Q4 FY20, according to Care Ratings. The farm sector posted a robust near 6% growth in the March quarter while overall expansion was at 4% for 2019-20.The sector is expected to provide some support to overall growth in the quarters ahead as farm production is expected to remain strong. “Private consumption which is a driver of the economy (accounting for 60% of GDP) witnessed a notable decline in growth rates in Q4 FY20 from year ago (2.7% v/s 6.2%). On the other hand, government consumption witnessed near stable year on year growth (14%). The fall of private consumption in the quarter gone by highlights the demand destruction that has been caused by the pandemic,” said Madan Sabnavis, chief economist at Care Ratings. He said investments witnessed a sharp contraction of 6.5% in Q4 FY20, adding that as a percentage of GDP, investments (as measured by the Gross Fixed Capital Formation) at 26% in Q4 FY20 was the lowest under the new series (2011-12). Economists said they estimate a further deterioration in the health of the economy in the months ahead as the impact of the lockdown becomes more pronounced and some said the prospects for Asia’s third largest economy appear to be grim. The chief economic adviser in the finance ministry Krishnamurthy Subramanian expects a V-shaped recovery once the pandemic gets over, relying his projection one the recovery that the economy staged post the Spanish flu in 1918. “The further extension of the lockdown till the end of May 2020 amid graded relaxations, and the expectation of substantial delays in getting the full supply chain operational, especially given the likelihood of enduring labour mismatches following the return of migrant workers to their home states, would further dampen economic activity,” said Aditi Nayar, principal economist at ratings agency ICRA. “We expect Indian GDP (at constant 2011-12 prices) to contract by 25.0% and 2.1%, respectively, in Q1 FY2021 and Q2 FY2021, which implies that a recession is underway. Subsequently, we anticipate muted GDP growth of 2.1% and 5.0%, respectively, in Q3 FY2021 and Q4 FY2021, which still entails a full year contraction of 5.0% in FY2021,” said Nayar. Watch GDP growth in India hits 11 year low of 4.2% in 2019-20||http://timesofindia.indiatimes.com//business/india-business/jan-march-expansion-at-40-quarter-low-of-3-1-2019-20-gdp-growth-at-11-year-low-of-4-2/articleshow/76100528.cms||---
May 30, 2020||India||Corona expresses leading to Bengal spike: CM Mamata Banerjee||KOLKATA: Terming Shramik Special trains “Corona Expresses”, Bengal chief minister Mamata Banerjee on Friday blamed the railways for the sudden spike in the state’s Covid numbers, while laying out a detailed blueprint for a gradual revival of the economy from June 1. Mamata criticised the railways for ferrying migrant workers home in “cramped train compartments, often without food or water”. She took particular exception to the manner in which social distancing rules were being flouted on the trains. “Two to three people are having to share a seat when it is the state government which is paying for passengers on 235 trains,” she said. “Tell me why the railways is not maintaining social distancing… These trains are spreading terror among citizens. Villagers are saying, ‘Corona Express is coming, bhaag jao’.” “When I was the railway minister, I increased the number of bogies on each train to 25,” Mamata said. “I know that the railways has a huge number of bogeys, which is why it can run special trains during festivals. The railways could have run more trains instead, allotting a berth per passenger. They could have given them food and water,” she added, saying the “unhealthy and inhuman” conditions in which migrants were being sent to the state had caused the uptick in its Covid numbers. Mamata also spelt out the post-lockdown roadmap for Bengal: from June 1, public and private offices, places of worship and shops can all open in a phased manner, but educational institutions will remain shut till June-end. She also eased the 20-passengers only restriction on private buses. From June, the maximum number of passengers, for each bus, is its seating capacity. No one would be allowed to stand, the CM specified. The CM spoke about infrastructural constraints the state was facing with the twin challenges of Covid and Cyclone Amphan. “We have a certain capacity for health screening. How can we manage things if one lakh people are sent in a day?” In her attempt to balance life and livelihood, Mamata said Bengal would allow shops to open, hawkers to set up stalls and tea gardens and jute mills to start operating in full swing from June 1. From June 8, government and private offices are free to reopen, but with restrictions. State government offices, she clarified later, would operate with 70% workforce (up from 50%), while in the private sector, she left it to the managements to “decide on workforce capacity and act accordingly”. She urged everyone in the private sector to stay safe and “work indoors as much as possible”.||http://timesofindia.indiatimes.com//india/corona-expresses-leading-to-bengal-spike-cm-mamata-banerjee/articleshow/76100699.cms||---
May 30, 2020||India||Covid 19: Star hotels to add 2,000 beds for viral fight||NEW DELHI: With the number of coronavirus cases on a surge, Delhi government on Friday decided to take over five starred hotels for conversion into temporary hospitals to augment the beds available for Covid-19 patients. The hotels will be linked with the nearest private hospital designated as a Covid hospital. The government has also enlisted 10 other hotels for paid isolation stay for people with mild and pre-symptomatic Covid-19 signs. Officials said using hotels would add around 2,000 beds to available facilities. Some hotels so requisitioned are Crown Plaza in Okhla Phase-I, Surya in New Friends Colony, Siddharth in Rajendra Place, Jivitesh on Pusa Road and Sheraton at Saket District Centre, to be, respectively, attached to Batra Hospital Centre and Research Centre, Indraprastha Apollo, Dr BL Kapur Memorial, Sir Ganga Ram and Max Smart Super Specialty hospitals. In Delhi government’s three-tier health setup for Covid patients, asymptomatic and those with mild symptoms are advised home quarantine, those a degree higher are sent to Covid health care centres, while patients with existing ailments who require proper care are admitted to the hospitals. The government has so far identified 13 hospitals, two run by state government, three by the Centre and eight private ones as dedicated Covid facilities. The addition of the five hotels will take the total number of beds available for Covid-19 patients in Delhi to over 11,000. While the 13 Covid hospitals collectively have around 4,500 beds, the facility at GTB Hospital with 1,500 beds will be up soon. In addition, around 117 private hospitals have also been asked to keep 20%, or 200 beds, for Covid cases. Delhi government had earlier assured of 12,000 beds in hotels and banquet halls by the time the Covid count reached 30,000. According to Friday’s government order, patients will pay up to Rs 5,000 in five-star hotels and a maximum of Rs4,000 in 3/4-star facility per day. The patient may also have to pay up to Rs5,000 daily for medical services and consumables. The hospital will also be allowed to charge Rs2,000 per day for oxygen support, apart from the scheduled rates for tests and investigations. “The attached private hospital is required to provide sufficient manpower (doctors and nurses) as per norms. It is also required to provide oxygen supply, either in form of oxygen concentrator or cylinder in the extended Covid hospital,” said the order issued by health and family welfare secretary Padmini Singla. The order adds, “… in case such patients turn severe at any point of time during their stay in the hotel, he/she shall be transferred/admitted in the attached private hospital at its scheduled rates”. Chief minister Arvind Kejriwal had earlier said that many Delhiites preferred private health facilities instead of government-run hospitals. Those recommended for home quarantine can now opt for starred hotels on payment basis. On Friday, Delhi government released a list of 10 private hospitals with total capacity of about 1,900 rooms at pre-decided rates on single, twin and triple sharing occupancy. Covid-19 positive people with mild or pre-symptoms are eligible to be quarantined at home. Of the current 17,000 positive cases, more than 4,600 were in home quarantine.||http://timesofindia.indiatimes.com//india/covid-19-star-hotels-to-add-2000-beds-for-viral-fight/articleshow/76100771.cms||Atul Mathur
May 30, 2020||India||Rajnath Singh discusses border situation with US def secy||NEW DELHI: India will need to firmly keep up its guard against China’s creeping cartographic aggression in eastern Ladakh, sources said on Friday, even as defence minister Rajnath Singh briefed his US counterpart Mark Esper about the ongoing confrontation between Indian and Chinese troops in the high-altitude region. Sources said Singh told Esper, in a telephonic conversation initiated by the latter, India wanted to “resolve” the military face-off with China through “existing bilateral mechanisms” in accordance with laid-down protocols. An official statement said Singh and Esper “exchanged views on regional developments of shared security interest (read China)”, apart from discussing the extensive defence cooperation between India and the US. “They expressed commitment to further promote the bilateral defence partnership,” it said. This is the first high-level contact between New Delhi and Washington since People’s Liberation Army (PLA) soldiers intruded around 1-3 km into what India considers to be its territory in the Galwan Valley region, northern bank of Pangong Tso and Demchok in eastern Ladakh. Another round of talks between brigadier-level officers of India and China on Friday failed to break the deadlock with the two sides sticking to their respective stands. India wants the PLA soldiers to withdraw and restore the status quo, while China is pushing for India to stop its road and bridge construction activities near the Line of Actual Control in eastern Ladakh. With the three-day Army commanders conference coming to an end in New Delhi on Friday after a review of the overall security situation, sources said China was actively resorting to its “old strategy” of nibbling away territory in eastern Ladakh to consolidate its hold on Tibet. “The PLA, for instance, is now pushing its claim lines in the Galwan Valley region,” a source said. “India has been caught on the wrong foot several times in the past. But it is no longer the India of 1962, or the 1980-1990s, when China got away with nibbling away at our territory. We have more than adequate forces as well as the requisite infrastructure in eastern Ladakh now,” he added. But the battle of nerves remains tense. Neither side is willing to cede ground after strengthening their entrenched positions at the face-off sites, and backing them with thousands of additional soldiers, tanks and artillery guns in their own territories.||http://timesofindia.indiatimes.com//india/rajnath-singh-discusses-border-situation-with-us-def-secy/articleshow/76100788.cms||Rajat Pandit
May 30, 2020||World||Donald Trump says spoke to family of man who died in Minneapolis arrest||WASHINGTON: US President Donald Trump said Friday he had expressed condolences to the family of George Floyd, the African American man who died while a policeman kneeled on his neck during an arrest, sparking riots. "I spoke to members of the family, terrific people," Trump said at the White House. "I just expressed my sorrow. That was a horrible thing to witness," he said. "They were grieving. I could see very much that they loved their brother." Trump has been criticized for earlier comments on Twitter that called protesters in Minneapolis "THUGS" and warning that "When the looting starts, the shooting starts." In his latest comments, Trump said he supported peaceful protests but "we can't allow a situation like happened in Minneapolis to descend further into lawless anarchy and chaos." "I understand the hurt, I understand the pain. People have really been through a lot. The family of George is entitled to justice and the people of Minnesota are entitled to live in safety," he said. "You had a lot of people out there that were protesting out of sorrow and then you had people that got out of control," he said. "That won't happen again, it can't happen again." Asked about the racially charged overtones to the phrase "when the looting starts, the shooting starts" -- well known during the tense years of the civil rights era -- Trump said he wasn't aware about the words' origin. "I've heard that phrase for a long time. I don't know where it came from," Trump said. "I wouldn't know a thing like that."||http://timesofindia.indiatimes.com//world/us/donald-trump-says-spoke-to-family-of-man-who-died-in-minneapolis-arrest/articleshow/76100795.cms||---
