May 25, 2020||Bengaluru||House help resume work in apartments amid strict safety protocols||Among the many relaxations listed out for lockdown 4.0, is that of allowing domestic help to resume work at homes. The Bruhat Bengaluru Mahanagara Palike (BBMP) has asked Resident Welfare Associations to allow them, but provided certain protocols are in place, such as verifying whether they reside in a green, orange or red zone, in addition to regular lockdown protocol like mandatory temperature checks and the use of masks, gloves and sanitizer. Choice is left to residentsChaitali Bhattacharya, an IT professional and member of the Resident Welfare Association of an apartment complex, says that their apartment has allowed domestic help and is following the guidelines laid out by the BBMP. "We are following up on their health condition, conducting temperature checks, sanitising their hands regularly and even verifying their residential address to ensure they are not traveling from a red or orange zone. But whether residents wish to call them back to work or not, is left up to them," says Chaitali, who herself, has chosen not to wait a while longer before asking her house help to resume work. Pointing out that thare are still considerable risks that need to be taken into account is Raghav Sharma*, who has chosen not to ask his house help to resume work. "I understand that they are eager to resume work, but we have managed for so long without them and I do not mind waiting for some more time. We do not know who they have interacted with in the past few days, where they have been, whose houses they work at, etc. It's still risky," he explains.Taking extra precautionsMeanwhile, those who have called in their house help, are being extra careful. "My maid is very careful and clean too. She doesn't use public transport and instead, gets dropped by her husband or son. I have kept a sanitizer bottle outside the house which she uses and only then enters our home. She washes her hands, feet and face and changes into a set of clothes, that I have kept for her. She washes that outfit daily. Though she wears a mask whenever she's outside, inside the house she doesn't, because it becomes a little difficult for her. She also doesn't go too close to my daughter, who's still quite small. Though a sense of paranoia still lingers, we trust her and have informed her that she needs to inform us immediately if she is unwell," says Swati Madgaonkar, a resident living in an apartment complex. Apartment federation does its bitThe apartment federation is doing their bit to ensure there are no hindrances for house help who have been called back to work. K Arun Kumar, vice president, Bangalore Apartments’ Federation says, "We are asking apartments to allow domestic help to come back to work, even if just one person in the apartment has requested. But yes, perimeter controls have to be in place, including temperature checks on entry and exit. They are also asked to observe the curfew hours." He adds that different apartments are formulating their own advisory that is in line with the situation in their zone and the federation regularly sends them bulletins and guidelines.BBMP stand"We have taken the decision to allow maids in apartment complexes and had a video conference with Resident Welfare Associations and Bangalore Apartments Federation regarding this. However, the protocols laid out need to be followed strictly and apartments need to provide masks, gloves and hand sanitisers and ensure that it is followed when the maid is going from their apartment to another apartment. Also, those living in cluster zones cannot enter apartments."- BH Anil Kumar, BBMP commissionerExtra measures taken by apartments...- Credentials of all house help (including , drivers, nannies, cooks, car cleaners) and details of their health status, medical and pre-medical conditions and from where they are coming, are checked - House help advised not work in a home where anyone is sick||http://timesofindia.indiatimes.com//city/bengaluru/house-help-resume-work-in-apartments-amid-strict-safety-protocols/articleshow/75951355.cms||Sandra Marina Fernandes
May 25, 2020||Patna||Bihar: Crossdresser held, set free by police||PATNA: Putting a human face, police on Saturday set a crossdresser free after arresting him on charges of duping people after seeking lift from them. The 26-year-old man, Sunny Kumar (name changed), was released after he told the policemen that he had adopted illegal means to earn money after his earnings from orchestra had stopped due to lockdown. Sunny was arrested from Digha Haat on Friday. SHO of Digha police station Manoj Kumar said Sunny used to dress up as girl and take lift from people on the pretext of going to a hospital. “He used to introduce himself as a hospital staff to hoodwink people. After reaching the hospital in their vehicles, he used to take Rs 500-Rs 1,000 from them on the pretext of treatment of his ailing mother,” the SHO added. Kumar said Sunny was allowed to go home on a personal bond with condition that he would appear at the police station twice a week. The SHO said he talked to the mukhiya of the panchayat where Sunny lived and asked him to provide food and other necessary items to the latter.||http://timesofindia.indiatimes.com//city/patna/crossdresser-arrested-set-free-by-police/articleshow/75952853.cms||Debashish Karmakar
May 25, 2020||Guwahati||It will be a long wait at Guwahati airport on arrival: Himanta Biswa Sarma||GUWAHATI: Every air traveler arriving in Assam will be quarantined except those who declare their intentions to go back on the same day, pilots, flight crew members and maintenance staff and people on government duties as domestic air services resume from Monday. “But, it is going to be long wait at the airport for the other passengers after arrival before they can proceed to their designated institutional quarantine centres,” Assam health minister Himanta Biswa Sarma said. “It will take 10 minutes for doctors to screen each passenger, collect their history and their swab samples for tests. We will try to provide as much comfort as possible and I apologize for this long wait in advance but, I cannot allow anyone to contaminate the state and wash away all our hard work to keep the pandemic spreading out form quarantine centres,” Sarma said. A second category of travelers, who are exempted from institutional quarantine but not from 14 days home quarantine are pregnant women, people above 75 years of age, physically challenged, people with children below 10 years of age, people who have come to visit their parents or immediate family members who are in hospitals and people coming to attend the last rites of their parents or immediate family members. Those who have returned from abroad to any Indian city and have already completed their quarantine period there and those who have tested negative in a RT-PCR Covid-19 test and not by rapid test in last 72 hours before their arrival here also do not need to repeat institutional quarantine but have to compulsory complete their home quarantine period.  “People intending to return on same day have to submit a declaration at the airport on arrival and any found violating it will be jailed immediately,” Sarma said while announcing the SOP for incoming air travelers. “From Monday our next big challenge will start. There is still uncertainty but 20 to 32 flights will land daily at Guwahati and assuming that every flight of 180 capacity is full, there will be at least 2000 passengers disembarking here every day as the flights would have passengers for onward journeys to Imphal and Agartala,” Sarma added. “Every air traveler have to spend seven days in institutional quarantine and next seven days in home quarantine after their tests results are negative. But one may have to spend few more days in institutional quarantine even if they have tested negative if doctors advise,” Sarma added.||http://timesofindia.indiatimes.com//city/guwahati/it-will-be-a-long-wait-at-guwahati-airport-on-arrival-himanta-biswa-sarma/articleshow/75955491.cms||Prabin Kalita
May 25, 2020||India||Govt infra departments writing performance report of contractors, identifying habitual litigants||NEW DELHI: Now all government departments dealing with infrastructure have started preparing performance appraisal report (PAR) of all contractors engaged by them. This will pave way for giving works to better performers in the next few years, sources said. The assessment of contractors’ performance is being done on criteria including speedy execution, quality of work, tendency towards raising disputes, financial soundness and attitude towards man, machine and material. While performance of railway contractors who have executed works between April 2016 and March 2020 having original cost of each project of at least Rs 10 crore will be assessed in the first phase and will be completed by June 30, NHAI has been rating contractors, consultants and concessionaires on similar parameters. “We have been assessing them from the date they get works. It’s a good exercise to find out which all contractors are not delivering even when condition precedents are fulfilled by the government agencies,” said an NHAI official. TOI on November 13 had first reported how Prime Minister Narendra Modi had directed all infrastructure departments to compile list of contractors, habitual litigants or claimants, under-performers and beneficiaries of arbitration. He had even observed that officials of government departments could be party to the growing number of litigations and claims by contractors in the recent years. The directions were issued during a meeting chaired by PM which was attended by of heads of infrastructure ministries. In a recent communication to all departments and zones, the railway board has said contractors will be put in three categories. Contractors scoring 75 marks and more will be rated as ‘A’ category, 50 plus score will get ‘B’ and those with less than 50 score will be categorised as ‘C’. The appraisal reports of contractors for each project will be written by officials concerned after physical completion of work. NHAI officials they are not creating any category. “We are only giving scores for each project executed by a contractor,” the NHAI official said. Some of the officials told TOI that while the exercise is good, what is more important is to take a decision whether the performance of contractors will be a consideration when fresh tenders are bid out.||http://timesofindia.indiatimes.com//india/govt-infra-departments-to-write-performance-report-of-contractors-identify-habitual-litigants/articleshow/75955554.cms||Dipak K Dash
May 25, 2020||Patna||Bihar govt to pay Rs 4 lakh ex gratia for kin of Covid-19 deceased||PATNA: In Bihar, the kin or dependent of a person who died because of Covid-19 will now be paid a financial assistance of Rs 4 lakh from the chief minister relief fund. Till date, altogether 13 people have died of Covid-19 in the state. Bihar CM Nitish Kumar on Sunday ordered payment of financial assistance of Rs 4 lakh to the next kin of each of 13 Covid-19 victims from the CM relief fund. “CM on Sunday asked the officials to ensure immediate payment of Rs 4 lakh to the next kin of the rest 12 Covid-19 victims. Dependent of one Covid-19 victim has already been paid Rs 4 lakh from the CM relief fund,” a communiqué issued from the CM office said. So far, Bihar has reported 2,574 positive cases of Covid-19. Of the total, 702 cases recovered and 13 people died. There are more than 1,850 active positive cases in the state. The State reported altogether 180 new positive cases on Sunday.||http://timesofindia.indiatimes.com//city/patna/bihar-govt-to-pay-rs-4-lakh-as-assistance-to-kin-of-those-of-died-of-covid-19/articleshow/75955994.cms||Madan Kumar
May 25, 2020||India||Domestic flights from today: Only asymtomatic passengers can fly, govt says||NEW DELHI: As Indian skies prepare to open up for domestic flights from Monday after the long pandemic-induced lockdown, the Centre has once again clarified that only passengers without Covid-19 symptoms will be allowed to fly and on arrival will have to self-monitor their health for 14 days. If passengers develop any Covid-like symptoms after travel, they will need to inform the district surveillance officer or the state/national call centre, say the guidelines for domestic travel by air, train and inter-state bus issued on Sunday by the Union health ministry. Read our coronavirus live blog for all the latest news and updatesFor international arrivals, the guidelines mandate that all travellers, before boarding the aircraft to India, “shall give an undertaking that they will undergo mandatory quarantine for 14 days — seven-day paid institutional quarantine at their own cost, followed by seven days’ isolation at home with self monitoring of health.” Read AlsoFlights take to skies after 2 months, but face air pockets in some statesMany Passengers Will Be Left With Cancelled TicketsA 14-day home quarantine may be permitted only in exceptional cases like “human distress, pregnancy, death in the family, serious illness and parent(s) accompanied by children below 10 years” by receiving states. Such passengers will mandatorily need to use the Aarogya Setu app. More on Covid-19 Coronavirus pandemic: Complete Coverage Lockdown 4.0: What's allowed and what's not in the three zones It's time to mask up and stay safe: Join TOI's #MaskIndia campaign MHA's guidelines for home isolation Trust the newspaper for your daily verified news The Centre, however, has allowed states to develop their own isolation and quarantine protocols. This allows different states to have different entry protocols, which passengers must individually check before getting on a train, plane or bus. Travellers have also been advised to download the Aarogya Setu app, but it is not mandatory for them, except for those going for 14-day home quarantine upon return from abroad. Coronavirus outbreak: Complete coverageAviation minister H S Puri tweeted: “Latest guidelines on domestic & international travel have been issued by the Union health ministry. I hope travellers strictly follow these self-regulatory norms and strengthen India’s hands in this fight against Covid-19. Remember, each one of us is a soldier against the pandemic.” Latest guidelines on domestic & international travel have been issued by @MoHFW_INDIA. I hope travellers strictly… https://t.co/Wf4g4Vp2gO— Hardeep Singh Puri (@HardeepSPuri) 1590310487000The guidelines for domestic travellers say: “Those found symptomatic will be isolated and taken to the nearest health facility. They will be assessed for clinical severity at the health facility. Those having moderate or severe symptoms will be admitted to dedicated Covid health facilities and managed accordingly. Those having mild symptoms will be given the option of home isolation or isolated in the Covid care centre.” “If positive, they will continue in Covid care centre and will be managed as per clinical protocol. If negative, the passenger may be allowed to go home, isolate himself/herself for a further 7 days. In case, any symptoms develop they shall inform the district surveillance officer or the state/ national call centre,” the guidelines added. Watch Domestic flights resume from today across India, except Andhra and West Bengal||http://timesofindia.indiatimes.com//india/only-asymtomatic-passengers-can-fly-gov/articleshow/75955922.cms||---
May 25, 2020||Business||Flights take to skies after 2 months, but face air pockets in some states||NEW DELHI: The Centre's plan to restart domestic flights from Monday after a gap of two months owing to the Covid-induced lockdown ran into last-minute turbulence caused by opposition from states like Maharashtra, Tamil Nadu, Bengal and Andhra Pradesh. After much persuasion, Mumbai airport agreed to allow only 50 flights on day one - less than a fourth of what India's second-busiest airport was to see. Air India has decided to deploy wide-body aircraft on the Delhi-Mumbai route to accommodate as many passengers as possible. West Bengal said a reduced number of flights would be allowed to operate from Kolkata and Bagdogra from May 28 as the state was suffering the after-effects of the devastating Cyclone Amphan. Vijaywada and Visakhapatnam will allow scheduled flights from May 26. Chennai and Hyderabad are learned to have decided on capping the number of flights. Late on Sunday, aviation minister H S Puri tweeted: "It has been a long day of hard negotiations with various state governments to recommence civil aviation operations in the country..." It has been a long day of hard negotiations with various state govts to recommence civil aviation operations in the… https://t.co/89bXEUoCJ1— Hardeep Singh Puri (@HardeepSPuri) 1590336897000Thousands to be hit due to cancellationsAirlines were asked to submit a majorly truncated schedule to DGCA by 10pm on Sunday. "We will be working all of Sunday night. Once the further truncated schedule (of the one-third that was to resume) is finalised, passengers will need to be informed of flight cancellations and flight-time changes. The restarting could not have been planned in a worse possible way," said an airline official. Instead of the 8,216 schedule flights that ply in Indian skies per week (over 1,170 daily), the first few days starting Monday may see close to only half of that frequency at about 600. As a result, thousands of travellers will be left with tickets of cancelled flights and will have to wait till the numbers pick up. With airlines keeping the booking amount to be used for future travel, many will be "forced" to hold the tickets. Sunday saw aviation secretary P S Kharola in hectic parleys with states for the resumption of at least one-third of flights from Monday and also ensure some uniformity in arrival protocols to reduce confusion among passengers. While the Centre's guidelines for arriving domestic travellers require them to self-monitor their health for 14 days, states have been given a free hand to develop their own protocol for quarantine and isolation for incoming passengers. So now, going to different states will be akin to going to different countries and checking the entry protocols of each of them individually. "After secretary Kharola's e-meetings with states ended Sunday night and the reduced numbers of flights for Mumbai and delayed start at some other airports was finalised, the changes were communicated to the DGCA. The regulator will then proportionately reduce flights to and from Mumbai. A similar word is expected from Chennai," Reducing Mumbai flights has hit the expected schedule a lot in terms of mounting flights by crew rostering and aircraft movement," aviation sources said. The last-minute flight changes will be communicated to passengers and many stranded people who were hoping to fly on Monday will either be told that their flight is cancelled or that the timing has changed.||http://timesofindia.indiatimes.com//business/india-business/flights-take-to-skies-after-2-months-but-face-air-pockets-in-some-states/articleshow/75957392.cms||Saurabh Sinha
May 25, 2020||Kolkata||#AmphanEffect: Green warriors pledge to restore Kolkata’s lungs||A conservative estimate pegs the total number of trees felled by the monstrous super cyclone Amphan at 5,500 in Kolkata. Most of them being mature trees – including the 270-year-old Great Banyan Tree at Botanical Gardens – experts have warned of serious impact on the city’s micro climate, biodiversity and oxygen cover. While the uprooted trunks have destroyed homes and public amenities, cutting off electricity and water supply, it is heartening to see committed green warriors roll up their sleeves and get into action. They have started the long and arduous process of planting new trees, restore fallen ones, and have pledged to do whatever they can to restore the city’s green shield. Some of them have urged city planners to reconsider trees with shallow roots such as Kadam. Veteran environmentalist Biswajit Roy Chowdhury said: “Thousands of Kadam trees had been planted in Kolkata, but the tree has a very shallow root and cannot sustain powerful winds. Same with Gulmohar,” he added. Even then, there is hope. “It might take time, but Kolkata will get back its green cover and we all will work until we achieve that,” said environmentalist Somenath Pal Das. The lungs of Kolkata destroyed All major clubs – Tollygunge Club, Royal Calcutta Golf Club (RCGC) and Royal Calcutta Turf Club (RCTC) – considered as the lungs of the city have sustained massive damages. Anil Mukherjee, CEO of Tollygunge Club, said that more than 73 century-old trees were destroyed at the club. At RCTC, more than 50 trees have fallen. “Thankfully, no human or animals were hurt. But it’s irreversible damage,” said Kanchan Jana, secretary. Both clubs have started the inspection process and are hopeful at least some of these old trees will be restored. “Some old Gulmohar (Royal Poinciana) and Jacaranda trees were uprooted. But we will not rest until we restore at least some of them,” said Anil. Joggers’ paradise turned hell At Rabindra Sarobar Lake and Eco Park respectively, 220 and 400 trees were uprooted by Amphan. Sarobar activist Mudar Patherya has also started working on replanting the fallen trees. “After Cyclone Aila in 2009, we replanted six trees and they all survived Amphan. We are planning to do the same this time, even though the damages are far worse,” he said, adding that from today a census of Sarobar will be conducted and a strategy put in place accordingly. Debasis Sen, chairman, HIDCO, said that on Saturday they restored and replanted around 100 trees in the New Town area. For the upcoming plantation drive, “Trees with deeper root structure and lesser leaves will be given high priority,” he added. Lone Warriors Even as the government, the army and larger private organisations stay focused on restoring infrastructure, there are individuals who are already doing their bit for the trees. Somenath Pal Das (in pic below), an environmentalist, started planting trees on Saturday in his locality. “I am carefully cutting a small brunch and replanting it at any available spot. Besides, I am also collecting seeds from fallen trees so that when the space is cleared out,” he added. Replantation -- inexpensive, effective Environmentalists say that the fastest way to restore the green cover is replantation because a 100-year-old tree works as an independent ecosystem. If it is replaced by a sapling it will take another 100 years to achieve that ecosystem. Chandan Ghosh, a replantation expert, said that he has been getting numerous calls after Amphan and it is possible to replant trees. “If the root structure is even partly intact, the trees can be replanted,” he added. According to estimates, replanting six trees would cost Rs 12,000.||http://timesofindia.indiatimes.com//city/kolkata/amphaneffect-green-warriors-pledge-to-restore-kolkatas-lungs/articleshow/75950439.cms||Bishwabijoy Mitra
May 25, 2020||India||UP govt to put quarantine posters outside houses of returnees||AGRA: The Uttar Pradesh government has reiterated its May 1 order directing all district administrative officials to ensure that quarantine posters are put outside the houses of all new entrants into the state, including the 23 lakh migrant workers who have returned in the past few weeks. Officials revealed that while many districts, including Kanpur (urban), Saharanpur, Ghaziabad, Muzaffarnagar and Mainpuri had not even got the notices printed, some others, like Aligarh, Bareilly, Hapur, Chitrakoot, Ghazipur, Etah, Gonda, Mathura, Lalitpur, Varanasi and Pratapgarh, had not covered all the houses and merely completed the task for less than 40% of such households. An official said that special attention needs to be given to rural areas as the system in remote areas is not robust. Mainpuri DM Mahendra Bahadur Singh said that 1,500 posters have been pasted in a day and the process is on. “Around 5,000 migrant workers have returned to the district till now and all gram panchayats have been informed about it. Their homes, where they are quarantined, will also be painted with a (+) mark for easy identification,” he said. “Gram Nigrani Samiti (village monitoring committee) has been given the responsibility to monitor the houses where migrant returnees have been quarantined,” said Aligarh DM CB Singh.||http://timesofindia.indiatimes.com//india/up-govt-to-put-quarantine-posters-outside-houses-of-returnee/articleshow/75957669.cms||Anuja Jaiswal
May 25, 2020||India||SOPs revised for flights to bring Indians home||NEW DELHI: The Union home ministry on Sunday revised its standard operating procedures for special flights ferrying Indian nationals stranded abroad as also persons stranded in India who wish to travel abroad. For international arrivals and quarantine arrangements, guidelines issued by the ministry of health and family welfare on Sunday will be applicable. As per SOP for movement of Indian nationals stranded abroad as well as Indian nationals who need to visit India for emergencies, the mandatory 14-day institutional quarantine and Aarogya Setu download by passengers prescribed by the May 5 SOPs have been done away with. The health ministry guidelines issued on Sunday recommend only a seven-day institutional quarantine followed by seven days of isolation at home with self-monitoring of health. Stranded Indians will continue to be required to register themselves with the Indian missions in the country where they are stranded. Watch Government revises SOPs for flights to bring Indians home||http://timesofindia.indiatimes.com//india/sops-revised-for-flights-to-bring-indians-home/articleshow/75957953.cms||Bharti Jain
May 25, 2020||India||Air travel 'godsend' for some, a no-fly zone for many||Faridabad- based engineer Neeraj Gupta spent the whole of Friday trying to do something he would normally spend barely five minutes on: web check-in for the first flight home from Indore on Monday. He finally got his e-boarding pass on Saturday evening - after multiple tries, requests to customer care and complaints on the airline's Twitter handle.  "I am hoping there are no more hitches. I just want to go home," Neeraj said on Sunday. As domestic airlines line up for a rather complicated post-Covid take-off after being grounded for more than two months, the sense of anticipation in the air has been tempered by apprehensions among flyers about last-minute cancellations because of some states either refusing to allow airport operations to resume or limiting the number of flights. State-specific quarantine and the middle-seat quandary have added to the uncertainty.  For Sunetra Mitra, a professor from Kolkata stranded in Shimla, getting to Delhi to catch her scheduled flight amid the lockdown had been her primary concern until Bengal announced late on Sunday that flights would be allowed only from May 28. Aiman in Lucknow can't stop talking about how the opportunity to visit her native Jaipur on Eid is "a godsend" amid the lockdown gloom. Down south, Hyderabad-based techie Kamalika Sinha had been counting the hours and praying nothing goes wrong till her scheduled morning flight on Monday lands in Kolkata.  For every person eager to board the first flight out of a city, there are scores of others who need to travel but are wary of doing so for various reasons. Stuck in Mumbai, Deepak Rao is eager to return to his workplace Bengaluru and get to work so that his start-up goes live soon. But after being forced to postpone travel six times, he would rather wait some more time. "I don't want to go into institutional quarantine, I will be travelling back only when the government allows home quarantine," he said.  (With inputs from Delhi, Pune, Lucknow, Hyderabad, Bengaluru, Kochi & Kolkata)||http://timesofindia.indiatimes.com//india/air-travel-godsend-for-some-a-no-fly-zone-for-many/articleshow/75958384.cms||---
