---||Business||Factories in TN get ready for lockdown, some have trimmed production already||Chennai: As Tamil Nadu’s two weeks lockdown starts, several auto factories are either closed for maintenance or are trimming production to avoid inventory pile up as most of the sales markets across the country are already under lockdown. Tamil Nadu government has announced that the state will be under lockdown for two weeks between May 10 and May 24, to contain the Covid virus spread.It had however allowed continuous process industries to operate. Hyundai, which operates one of the largest auto factories in the state will go in for its annual maintenance shutdown for a week starting from Monday. “Our scheduled annual maintenance shutdown activities will take place between May 10 and May 15,” a Hyundai spokesperson said. This means only those involved in maintenance work will come to the factory and no production will happen during this period. In the case of Daimler, the factory in Oragadam is already shut, may reopen on Wednesday while country’s second largest truck and bus maker Ashok Leyland will take a call on reopening its factories in Ennore and Hosur on Wednesday. Its factories are also shut to avoid inventory pile up. TVS Motor Company did not share details on if its factories will open. While sources in two wheeler maker Yamaha said its plants will continue production from Monday, it may opt for a stoppage of production next week as there has been significant inventory build up and almost all big sales markets are shut due to local lockdowns.Mobile phone parts maker Salcomp has already shut down its plant for two weeks since Saturday. “We voluntarily shut down the plant on Saturday as the virus spread is severe. Besides, nearly 8000 people come and go and many of them are from towns and villages from other parts of Tamil Nadu. The early shutdown call helped them reach their home base ahead of the lockdown,” said Sasikumar Gendham, MD of Salcomp Manufacturing India. Foxconn,which makes Apple and Xiaomi phones will continue to operate its plants, but with strict Covid protocols in place, its spokesperson said. Cement makers too are operating their factories. “Our factories will function during the lockdown period,” said AV Dharmakrishnan, MD of Ramco Cements. The IT sector which has moved most of its employees on WFH mode will continue to operate like how it did last week. The TN government lockdown notification allows tech companies to operate on WFH mode for its employees and some mission critical employees may visit offices with prior permission from the government.||http://timesofindia.indiatimes.com//business/india-business/factories-in-tn-get-ready-for-lockdown-some-have-trimmed-production-already/articleshow/82506663.cms||Rajesh Chandramouli
---||Kolkata||Eid shopping lacks lustre even with special market timings||Kolkata: The pandemic has hit Eid preparations for the second time in a row, dealing an economical blow and leaving traditional shopping hubs deserted. Malls have been shut for over a week as part of restrictions to curb the spread of infection, but the government has allowed special permission to New Market traders and others in the vicinity to open for two hours in the evening to cater to Eid shoppers. However, the response has been lukewarm. Even neighbourhood shops selling apparel, footwear and accessories have not received a good response. “Eid shopping peaks in the last 10 days of Ramzan. People have last-minute shopping, like buying clothes for family members and domestic helps, footwear, vermicelli, dry fruits, spices and other ingredients. But this year, the enthusiasm is missing. People are only buying basics. The business has been hit very hard for the second year in a row,” said Asadullah Rahman, who owns a footwear shop on Rabindra Sarani. The government has granted special permission to traders in New Market and other hubs in the vicinity to open shops between 5pm and 7pm for Eid shoppers. But there have been few customers. “Firstly, people don’t seem to be in the mood for big celebrations this year. Secondly, the 5pm-7pm period is the time when Muslims prepare for iftar, break their fast and pray. Traditionally, Eid shopping is done between 7pm and 11pm,” said Mohammad Ashfaque, who owns an apparel shop in New Market. The intensity with which the second Covid wave has hit and claimed lives has prompted the community to take certain safety measures for the greater good. Eid prayers on Red Road, where over 2 lakh devotees from across the city and suburbs gather, have been cancelled this year too. Many community members have also decided not to wear new clothes or have big celebrations, keeping the grief of others in mind. Many community members said the sadness and personal grief of friends, acquaintances and fellow citizens have made them stay away from celebrations. “So many people have lost their dear ones to the pandemic. Others are struggling to get a hospital bed or oxygen. This is the time to stand by them instead of celebrating,” said Noor-uz-ZamanAhmed, a businessman from central Kolkata.||http://timesofindia.indiatimes.com//city/kolkata/eid-shopping-lacks-lustre-even-with-spl-mkt-timings/articleshow/82506866.cms||Zeeshan Javed
---||Ahmedabad||Ahmedabad: Long Sunday queues, low vaccination numbers||AHMEDABAD: Though more walk-in centres for vaccination have been opened in the city, the number of those who got the jabs on Sunday was only 50% of the number vaccinated on Saturday. People in the eastern part of the city endured hardships, having to queue up from 4am to get the shots. On Sunday, only 12,654 people were vaccinated; the number for Saturday was 23,265. Meanwhile, the AMC has decided to open one more drive-through vaccination centre. The site will be Drive-in Cinema. It will serve only those who are above 45 and have comorbidities. A government employee, who did not want to be identified, said that he along with his wife and their two sons had gone to the urban centre at Nikol at 3am. At about 8.30am, a woman from the AMC told them that the vaccination will be given only at Mangal Pandey Hall. He said that when he reached the hall, a long queue had already formed and he could not get the vaccine. He said that the AMC should ensure adequate supply of vaccines at walk-in centres. He said that those in the age group of 18 to 44 were not even given tokens. Another citizen, Rajesh Chauhan, also had a bad experience in Nikol as he was not given the vaccine though he had waited for two hours. “I was told that those in the age group of 18 to 44 have to come with prior appointment,” he said. On Sunday, of the 12,654 persons vaccinated, 7,552 were in the age group of 18 to 44. Only 3,458 persons above 45 were vaccinated despite the fact that at least seven sites in the city offer the walk-in service. About 1,213 people above 60 were given the jabs. Officials said the low number on a Sunday suggested that the centres had run out of vaccines. They said it also showed that the AMC does not have adequate supplies.||http://timesofindia.indiatimes.com//city/ahmedabad/long-sunday-queues-low-vaccination-numbers/articleshow/82506918.cms||---
---||Kolkata||Kolkata: All Nimtolla furnaces reserved for Covid cremation to clear backlog||KOLKATA: In a bid to cremate a huge backlog of Covid bodies, the Kolkata Municipal Corporation (KMC) on Sunday shut Nimtolla electric crematorium for non-Covid bodies. The KMC has kept only four wooden pyres for non-Covid bodies, however, very few could avail of this facility considering the queue and cost involved in such a type of cremation. “We have kept all 10 furnaces for cremation of Covid victims to clear the backlog. As and when the backlog is cleared, we shall open the gates for non-Covid bodies,” said a KMC official. But, on record, the KMC brass has attributed the closure of the crematorium to maintenance of furnaces. At present, non-Covid bodies may be taken to Kashi Mitra Ghat, adjacent to Nimtolla and Ramakrishna Mahasamadhi Ghat at Cossipore. A section of the KMC health department officials conceded that the decision to shut Nimtolla temporarily for non-Covid bodies may lead to a heavy rush at Keoratala crematorium and subsequent harassment for residents of large parts of north Kolkata, Salt Lake and the northern fringes. A KMC senior official expressed hope that with the entire crematorium operational, the Covid-body backlog may be cleared by Tuesday night. “We are hoping to open the gates for the non-Covid bodies on Wednesday,” the official said. A KMC source at Nimtolla crematorium said the civic body had earmarked four electric furnaces at the old complex for cremation of Covid victims. However, in recent times this facility is considered grossly inadequate since going by official figures, KMC needs to arrange for cremation of around 90 bodies at the electric crematorium and 10 bodies at the wooden pyres every day. However, a KMC health department official said the actual number of Covid cremation at Nimtolla was much higher. “Every day, no less than 175 Covid bodies are gathering at the crematorium. With our best efforts to utilize the four electric furnaces 24x7, we can cremate only 80 bodies a day,” the official said. Besides, one of the four furnaces recently developed a snag, which further led to a backlog. The queue for Covid cremation at Dhapa, too, grew on Sunday after one of the three furnaces developed a minor snag. The KMC tried to send some bodies to Siriti and Garia crematoriums, but by Sunday evening, the queue at Dhapa had become a reason for concern to the civic authorities.||http://timesofindia.indiatimes.com//city/kolkata/all-nimtolla-furnaces-reserved-for-covid-cremation-to-clear-backlog/articleshow/82506931.cms||Saikat Ray
---||Kolkata||Kolkata: Body kept for 17 hours in flat, 12 hours in morgue during crematorium hunt||KOLKATA: The body of an 85-year-old Covid patient who died at home lay in her Salt Lake flat for 17 hours as civic officials claimed they struggled to find a crematorium slot. Prodded by politicians and a section of the media, the body was eventually removed from the flat, but preserved at a morgue for around 12 hours as authorities claimed they would try to cremate her at a Khardah crematorium in the early hours of Monday. The incident highlighted the plight of relatives of Covid victims and the mounting pressure on crematoriums in the city where there is a queue of Covid bodies every hour. Geeta Kumar, a resident of Karunamoyee Abasan, died around 6pm on Saturday and family members — an 80-year-old brother, his wife (78) and their differently abled son (45), and all suffering from Covid — called a relative, who is their family doctor, home. The doctor wrote a death certificate and, while he was leaving in a PPE suit around 8pm, neighbours came to know of the death. “The family was stressed out and had no clue what to do. We first called the local police, who asked us to contact the Bidhannagar Municipal Corporation and gave us an official’s number. The official didn’t respond. Around midnight, we managed to get the number of the municipal commissioner, who asked us to send him a copy of the death certificate and the woman’s Covid-positive,” said Manas Das, a neighbour. None in the family has a smartphone and a neighbour finally asked one of them to hold out the certificate, which he photographed and sent to the commissioner, who promised to take prompt action. “But even in the morning none came. We contacted the officials again to which we were told all crematoriums were full and so they were not removing the body. By then, it had started decomposing. Finally, after repeated requests, the officials removed the body around 11am on Sunday,” said Das. A civic official TOI spoke to said they had been trying to remove the body since they had been notified, but couldn’t find a spot at any crematorium. “The Nimtolla crematorium wasn’t accepting new bodies, the one at Dhapa turned us down saying their furnace was under repairs. We were left with two small crowded crematoriums in Khardah and Panihati. We sent two bodies to Khardah on Saturday night, but on Sunday, every crematorium refused us,” the official said. Subjected to pressure from locals, as well as politicians, the civic officials removed the body just before noon, but with all crematoriums still full, they kept it at a government hospital morgue in Khardah till midnight. “We have booked a slot and officials have asked us to bring the body after 12.30am on Monday,” the official said.||http://timesofindia.indiatimes.com//city/kolkata/body-kept-for-17-hrs-in-flat-12-hrs-in-morgue-during-crematorium-hunt/articleshow/82506958.cms||Tamaghna Banerjee
---||Ahmedabad||Gujarat: 3rd doctor held in remdesivir racket||AHMEDABAD: Sola police have arrested a doctor from Jamnagar in connection with the illegal sale of six vials of remdesivir. Three doctors have been arrested so far in the case. The Jamnagar doctor was arrested on Saturday. Two doctors from Surat and a nurse from a private hospital in Anandnagar in Ahmedabad had been arrested on Friday. Police had nabbed a man from Sarkhej in connection with the scam on Tuesday. The third doctor has been identified as Dharmesh Baldania, who has completed his MBBS course from GG Hospital in Jamnagar and was studying MD (radiology) there. “He was posted in the Covid wards and accessed remdesivir injections which he sold to another accused, a Surat-based doctor named Kirti Dave, for Rs 8,500,” said inspector J P Jadeja of Sola police. Earlier, the cops had arrested Milan Sutaria in Surat, who worked as a medical officer at a hospital run by the Surat Municipal Corporation. Dave, the other arrested doctor, worked with a private firm in Surat. Sola police also arrested Ruhi Pathan, a resident of Juhapura, who worked as a nurse. A police source said, “Sutaria and Dave supplied four injections to Jay Shah, a resident of Sarkhej, who was caught with six vials near Kargil petrol pump in Sola on Tuesday.” Pathan gave Shah the other two vials, the source said. “Dave had obtained the remdesivir injections from Baldania for Rs 8,500. He then sold them to Sutaria for Rs 9,500,” said Jadeja. “Sutaria sold the four injections to Shah for Rs 12,000.” Jadeja said that Shah had contacted Sutaria through his friend in Gandhidham, Kutch. “Meanwhile, Pathan, who had earlier sold eight injections to Shah, gave him two injections for Rs 3,300,” said Jadeja. “Shah got her number somehow and contacted her directly for the remdesivir injections. When Shah was arrested, he had the six vials given by the three accused.”||http://timesofindia.indiatimes.com//city/ahmedabad/3rd-doc-held-in-remdesivir-racket/articleshow/82506979.cms||---
---||Kolkata||Bengal: Rise in active cases slows down, fresh cases still high||KOLKATA: Despite the rise in fresh cases, the rise in number of active cases in the state has slowed down in the past few days. Against 19,441 fresh cases on Sunday, Bengal recorded 863 new active cases. The downswing, health experts said, is due to the high discharge rate in the past few days. However, the new cases reported on Sunday is the highest so far. But what doctors see as a positive sign is that the exponential rise in fresh cases that began from April has now slowed down. Till the last week of April, new cases were rising by around 1,000 on an average per day. They, however, cautioned it was too early to say whether we have reached the peak and infection rate would slow down. “There’s no doubt that the growth in number of fresh cases is marginal and there is a slight increase in the doubling time of the positive cases. But it is too early to say if the curve is flattening,” said community medicine specialist Sanjib Bandyopadhyay of Beliaghata ID Hospital. For seven consecutive days, the number of fresh cases had remained around the 17,000 mark before jumping to 18,102 on May 5 from 17,639 the previous day, an increase of 463. In fact, the rise on Sunday was only by a single digit, five, when the state reported 19,441 cases against 19,436 on Saturday. “It is a good trend. But it has to hold for at least the next 10 days while tests increase. Only then can we conclude we have achieved a plateau. But there should be no laxity in maintaining Covid-appropriate behaviour,” said public health specialist Anirban Dalui. Since the past four days, the state has been testing between 60,000 and 63,000 samples. Even till the second week of April, it was testing between 40,000 to 45,000 samples. Despite the ramp up, doctors said we are still not testing enough. “If we don’t jack up the test numbers significantly, the number of positive cases will remain stagnant or rise marginally. A portion of the test numbers could be repeat tests on positive patients in hospital. We are missing out on patients who are mildly symptomatic or asymptomatic. We cannot afford to miss out on these if we are to contain the spread of the infection fast,” said paediatric intensivist Prabhas Prasun Giri, associate professor at Institute of Child Health. Doctors are also wary of the increasing number of rapid antigen tests. Of the 63,095 tests conducted in the past 24 hours, about 21,000 were rapid tests. Health officials said this was due to pressure on RT-PCR laboratories.||http://timesofindia.indiatimes.com//city/kolkata/rise-in-active-cases-slows-down-fresh-cases-still-high/articleshow/82507011.cms||Sumati Yengkhom
---||Ahmedabad||Overcharging for oxygen: 2 nabbed in Ahmedabad||AHMEDABAD: The city crime branch continued its crackdown on the black marketeers of the medical oxygen. On Saturday cops arrested two persons from a shop in the Ellisbridge area of city. According to the city crime branch officers, they got an input on Saturday that two men working with a medical equipment firm near Town Hall in Ellisbridge have been charging exorbitantly for medical oxygen. One of the crime branch cops posed as customer and demanded an oxygen cylinder of 10litres and 47litres capacity respectively. The duo identified as, Jasmin Bundela, 29, resident of Shahpur Chakla and Sagar Shukla, 24, a resident of Vasna, told the cop that they will sell cylinders of 10 litres of oxygen for Rs15,000 and 47 litres for Rs 28,000. The cop went to their shop and when they were receiving the cylinders, other police personnel nabbed the accused red-handed. The two accused told cops that they got the oxygen regulators which they were supposed to sell at Rs 5,500 to the needy persons, from a man named Kaushal Jani from Kalupur. Crime branch cops seized two oxygen cylinders and four oxygen regulators from the duo and booked them under charges of negligent use of explosive substance, cheating and criminal conspiracy along with essential commodities act and disaster management act. The crime branch had earlier on Friday nabbed three men for black marketing of oxygen.||http://timesofindia.indiatimes.com//city/ahmedabad/overcharging-for-oxygen-2-nabbed/articleshow/82507012.cms||---
---||Kolkata||Bengal buys Covaxin directly from manufacturer; 1 lakh doses land in Kolkata||KOLKATA: The first consignment of the Covid-19 vaccine, Covaxin, procured by the Bengal government directly from manufacturer Bharat Biotech landed in Kolkata early on Sunday morning. With the 1 lakh doses of the vaccine arriving in the city, the state might get a boost for the phase-III trial of inoculating people in the 18-44 age group. More vaccine vials are expected to reach Kolkata on Monday. “The 1 lakh Covaxin doses which arrived on Sunday was procured directly by the Bengal government from the manufacturers. We will be getting more vaccines on Monday — a portion of which will be Bengal’s own procurement and a portion from the government of India channel,” said state family welfare officer Ashim Das Malakar. According to sources in the state health department, 35,000 vials of Covishield purchased directly from Serum Institute of India by the state government will be shipped from Pune on Monday and will land in Kolkata airport in the afternoon. Along with this, another consignment of 39,530 vials of Covishield from the government of India channel will arrive on the same aircraft. “There is a growing demand for vaccines from people in the 18-44 age bracket. We have started procuring vaccine for this priority group and should be able to launch the phase-III drive soon,” said a health department source. Officials said the Bengal government is in the process of procuring more vaccines to ensure steady supply so that the phase-III drive does not come to an abrupt halt due to non-availability of supply. In a communication in the third week of May, the central government had told the state that the vaccine supplied from the Centre should be utilized only for vaccinating those in the 45-plus age group. The Centre had added that the state could procure vaccine for the rest on its own. “Because of the supply crisis, I feel we could sub-categorize this 18-44 group into people who need it the most and those who don’t. For example, people who need to go out regularly for work and economic activities, and essential services, like media persons, hawkers or public transport vehicle drivers, could be given priority,” said community medicine specialist Sanjib Bandyopadhyay of ID Hospital. The supply crisis has retarded the inoculation drive that had picked up speed where close to 4 lakh doses had been administered on several days through March and the early part of April, and above 3,000 sessions were conducted in a day. But as the supply kept dropping, the government scaled down its drive. For several weeks now, the number of daily vaccination sessions has remained around 1,500 on an average. “On Sunday, 558 inoculation sessions were conducted across the state where a little above 8,000 doses could be administered till 5pm,” said director health services Ajay Chakraborty.||http://timesofindia.indiatimes.com//city/kolkata/bengal-buys-covaxin-directly-from-manufacturer-1l-doses-land-in-city/articleshow/82507035.cms||Sumati Yengkhom
---||Ahmedabad||‘Release Covid ex gratia compensation’||AHMEDABAD: The association of college principals has urged the state government to expedite the process of releasing the ex gratia compensation to the families of the college professors who died due to Covid-19. The Gujarat State College Principals Association in a representation to the state government has stated that more than 27 college professors have lost their lives to Covid-19 in the last one year. “These doctors are entitled to receiving monetary compensation due to their demise while being on duty. Many of the families of professors have medical bills to pay to hospitals where they were admitted for treatment,” according to an association member. There is a procedure to be followed for claiming the entitled amount which can take some time. In view of the present situation, the association has asked the government to expedite the process so that the bereaved families can get some monetary relief, it said.||http://timesofindia.indiatimes.com//city/ahmedabad/release-covid-ex-gratia-compensation/articleshow/82507042.cms||---
---||Rajkot||Mother’s Day turns lucky for new mom||Rajkot: On Mother’s Day, a new mother and two other expecting women defeated Covid-19 and got discharged from Rajkot Civil Hospital on Sunday. Sonal Gopal, a resident of Vankaner, was admitted to the government-run hospital on April 26 as her oxygen saturation level dropped to 80. While undergoing treatment, Sonal delivered a baby girl. “We are thankful to the doctors as they took good care of my wife and our newborn daughter and and cured them during such critical time,” said Sonal’s husband, Gopal. Like Sonal, two other pregnant women Vaishali Vishal (27) and 21-year-old Sumita too were admitted to the hospital last month. After being treated for 15 days, the two soon-to-be-mothers got cured and were discharged on Sunday.||http://timesofindia.indiatimes.com//city/rajkot/mothers-day-turns-lucky-for-new-mom/articleshow/82507095.cms||---
