---||Bengaluru||BBMP Wildlife Rescue Team rescues an Egyptian vulture in Whitefield||Earlier this week, BBMP Wildlife Rescue Team received a call about a rare bird sighting at a Whitefield apartment. In visiting the spot, the team realised that the bird was an Egyptian vulture. "We sent our nearest team of volunteers after informing the District/Divisional Forest Officer (DFO). We spotted an Egyptian vulture on the spot and rescued it. The bird was dehydrated and we sent it to Kengeri wildlife hospital where the bird has been kept under observation. Other than dehydration the bird had no signs of injury," informs Prasanna Kumar A, head of BBMP wildlife rescue team and honorary wildlife warden of Bangalore urban division of Karnataka Forest department. He added that the rescue operation took an hour's time. Speaking about the species, environmentalist Vijay Nishant says, "It's heartening to see this bird in the interiors of Bengaluru. It is amazing how it reached Whitefield. Certainly not an everyday sight. As an urban conservationist, it feels great to hear about such rescue operations." Interestingly, Prasanna's team rescued another species at Bangalore University. "We rescued a small Indian civet (Viverricula indica) from the Bangalore University campus on Monday as well," he says. During the lockdown, Prasanna and his team have been getting around 65-70 rescue calls for birds, snakes and also mammals.||http://timesofindia.indiatimes.com//city/bengaluru/bbmp-wildlife-rescue-team-rescues-an-egyptian-vulture-in-whitefield/articleshow/82855373.cms||Joyeeta Chakravorty
---||India||Attendants of Covid patients fight over oxygen cylinders at Srinagar’s main hospital||SRINAGAR: Despite the assurance of Shri Maharaja Hari Singh (SMHS) hospital that the facility has sufficient oxygen supply in its six plants, relatives of the Covid patients are in panic. Relatives of Covid patients at Srinagar’s main hospital on Saturday even started a mini brawl over possession of oxygen cylinders, which were coming in from various private units. “Every attendant wanted to acquire as many cylinders as possible for their respective Covid patients admitted to the hospital and almost came to blows over the matter,” one witness said. Dr Kanwaljeet Singh, medical superintendent of SMHS hospital, said the facility has sufficient oxygen for all its Covid patients and that they only acquire some cylinders from private units as back-up. "The hospital has six oxygen manufacturing plants which produce 1,800 cylinders daily, which is caters to our needs," Dr Singh said. Some witnesses to the fight uploaded video clips of the brawl in the hospital on to social media, which gives the impression that there is shortage of oxygen in SMHS, but it is not so, Dr Singh said.||http://timesofindia.indiatimes.com//india/attendants-of-covid-patients-fight-over-oxygen-cylinders-at-srinagars-main-hospital/articleshow/82866967.cms||M Saleem Pandit
---||India||Western Army commander reviews operational readiness at Yol garrison||JAMMU: Western Command Army commander Lt Gen R P Singh on Saturday visited Yol garrison and reviewed operational readiness of Rising Star Corps in its area of responsibility, besides measures taken by the Corps to control the spread of Covid-19 within the military station. Jammu-based defence spokesperson Lt Col Devender Anand said, “Lt Gen P N Ananthanarayanan, SM, GOC, Rising Star Corps, received the Army commander on his arrival at Yol Cantt and updated him about the operational readiness of the Corps. The Army commander was also updated on the state of Covid-19 infections in the area and measures taken by the Rising Star Corps to control the infections within the military station. The officer was also briefed about assistance being provided to ex-servicemen and aid to civil administration." Lt Gen R P Singh complimented all ranks for their high state of operational preparedness and measures taken to combat the pandemic. “The Army commander especially appreciated the efforts of doctors, military nursing staff and other medical, non-medical staff for their relentless efforts during the pandemic and felicitated them," the spokesperson added.||http://timesofindia.indiatimes.com//india/western-army-commander-reviews-operational-readiness-at-yol-garrison/articleshow/82866991.cms||Sanjay Khajuria
---||India||Weapons recovered from terrorist hideout in Poonch||JAMMU: Security forces in a joint search operation on Saturday busted a terrorist hideout in Poonch district of Jammu & Kashmir and recovered arms and ammunition from the place. A police spokesperson from Poonch said, “On specific input, a joint team of police, Special Operation Group (SOG) and troops from the local Army unit launched a search operation in Qasba village near the Line of Control (LoC) on early Saturday morning. During the search operation, an old terrorist hideout was busted and arms and ammunition were recovered.” The recovery included one AK-56 gun, one magazine, 30 rounds of ammunition, two Chinese pistols and one pistol magazine. “An FIR under relevant sections of law stands registered at Poonch police station and the investigation is on," police added.||http://timesofindia.indiatimes.com//india/weapons-recovered-from-terrorist-hideout-in-poonch/articleshow/82866998.cms||Sanjay Khajuria
---||World||Pakistan PM Imran Khan heads towards bigger political challenge||ISLAMABAD: Internal rifts have appeared in Pakistan Prime Minister Imran Khan’s Pakistan Tehreek-i-Insaaf (PTI) after 40 dissident lawmakers led by an estranged party leader, Jahangir Khan Tareen, formed a forward bloc to confront the ruling party over mismanagement in government. The formation of a new faction has inflicted a deep wound on Khan and his party. The matter appears to be so grave that the PM and his associates are avoiding public comment because they fear causing further damage to the party. Ever since Imran Khan became PM he has dealt with political opponents with an iron fist to deny them space to challenge his authority. Now he finds himself in the midst of uncontrollable political turmoil in the country’s corridors of power. Sources familiar with ongoing developments believe that the latest move by Tareen would not be possible without the support and approval of the country’s most powerful quarters. By creating a faction within PTI, Tareen has pulled the rug from under Imran, who has a thin majority in the National and Punjab Assemblies and that too with the backing of military-sponsored coalition partners. In the 342-member National Assembly, the PTI has 156 seats (including 10 members of the Tareen group). Pakistan’s PM can be elected with a simple majority of 172 votes in the Lower House. In August 2018, Imran had secured 176 votes, four more than the required number, to become PM for the first time, with the support of allied parties allegedly backed by the military. The opposition, however, enjoys the support of 161 legislators, with major opposition party PML-N having 84 members and the strength of Pakistan Peoples Party (PPP) being 56. In the Punjab Assembly, the PTI has 181 lawmakers, including 30 dissident members of the new group. It had formed government with the support of 10 members of the pro-military Pakistan Muslim League, four Independents and one member of Pakistan Rah-e-Haq party. The opposition PML-N has 166 legislators in the provincial Assembly, followed by seven of the PPP. It appears that Khan’s federal and Punjab governments can be sent home without hindrance if Tareen’s faction joins hands with the opposition parties. The military’s approval will be crucial role in any such move. Meanwhile, Khan’s only trump card, if things get out of control, will be to dissolve the assembles ahead of any no-confidence move against him in the federal and Punjab assemblies, paving the way for fresh polls in the country. Observers believe that Pakistan’s security establishment, commonly known as "selectors" by critics and Khan’s political rivals, are unhappy with the government’s performance. The generals, who take a major chunk of the country’s financial pie, are concerned about the incumbent government’s mismanagement of the economy. They are also concerned about the PM and his team’s foreign policy setbacks and governance failures at the federal and provincial levels, specifically in Punjab, the country’s most populous province which provides more than 70% of soldiers to the country’s armed forces. The military leadership, according to army sources, has been asking Khan for a long time to change his team in Punjab, specifically provincial chief minister Usman Buzdar, but the PM to date has refused to meet the demand of who his rivals say are his "selectors". The PTI’s mismanagement, according to defence analysts, compelled the military establishment to explore other options. Well-placed sources revealed that the army leadership has been in constant contact with the opposition Pakistan Muslim League-Nawaz (PML-N) leadership and its president, Shehbaz Sharif (a former Pakistan Punjab CM and ex-PM Nawaz Sharif’s younger brother), who had been released from prison last month. Along with his party stalwarts, the younger Sharif, also leader of the opposition in the National Assembly, has adopted a soft approach towards the military. Meanwhile, exiled former PM Nawaz Sharif and his daughter, Maryum Nawaz, have also toned down their anti-military rhetoric, indicating a move from the politics of antagonism to accommodation. Sensing the political current, the Pakistan Democratic Alliance (PDM), an alliance of 11 opposition parties formed on the single-point agenda of ousting the Imran-led government, has again made a serious attempt to re-weaponise the alliance. Shehbaz Sharif has taken the initiative, inviting all opposition members in parliament to lunch on Monday. The PDM’s job, observers believe, has been made easy by Tareen. The forward bloc that he has created in PTI comprised 10 lawmakers in the National Assembly and 30 in the Punjab Assembly. Tareen has also announced parliamentary leaders for his group in the federal and provincial assemblies. Frustrated by the Tareen saga, Imran, who went to oversee construction work of a dam in Khyber Pakhtunkhwa on Thursday, avoided taking a single question on any political issue dominating the media right now. Journalists had thought that the PM would talk about key political issues but Khan, as well as his aide, issued verbal advisories to journalists not to ask any such question. Tareen, Imran’s yesteryears buddy and the blue-eyed boy of the military establishment, was barred by the Pakistan Supreme Court, along with ex-PM Nawaz Sharif, from holding any public office after the "Panama Papers" scam came to light. But his behind-the-scenes political influence did not end with the top court’s order. Without holding any position in the PTI since the court’s ruling, he remained a key political figure and was instrumental in crafting strategy for Imran to come to power. Tareen’s downfall in PTI began in April 2020 when his name was revealed by the Federal Investigation Agency (FIA) as one of the sugar barons allegedly involved in the 2019 sugar crisis in the country. He was named by the FIA as one of the beneficiaries of subsidies obtained by sugar industry bigwigs. The FIA is currently investigating cases related to the sugar crisis and money-laundering against Tareen and his son. Tareen maintains that all cases against him have been fabricated.||http://timesofindia.indiatimes.com//world/pakistan/pakistan-pm-imran-khan-heads-towards-bigger-political-challenge/articleshow/82867031.cms||Omer Farooq Khan
---||India||Former Jammu and Kashmir Bank chief gets bail in fraud case||SRINAGAR: Former Jammu and Kashmir Bank chairman Parvez Nengroo, who was arrested in connection with a tender fraud case on April 3 this year, was granted bail on Saturday by the special anti-corruption court in Kashmir. The judge, while granting the interim bail against a surety bond of Rs 1 lakh, ordered Nengroo to appear before the probe team as and when called by the investigating officer, lawyer Ishtiyaq Khan said. Nengroo was sacked as J&K Bank chairman in June 2019 after several financial irregularities surfaced during his two-and-a-half-year tenure. Subsequently in October that year, the anti-corruption bureau registered a case against three former J&K Bank officials, including Nengroo, and a Mumbai-based private firm. After further investigations, Nengroo was arrested on April 3 this year in connection with a specific case of illegal allotment of housekeeping tenders to a Mumbai-based company that allegedly caused a loss of over Rs 6 crore to J&K Bank.||http://timesofindia.indiatimes.com//india/former-jammu-and-kashmir-bank-chief-gets-bail-in-fraud-case/articleshow/82867054.cms||M Saleem Pandit
---||India||7 DDC members from Budgam want to quit: Mehbooba Mufti||SRINAGAR: Former J&K chief minister and PDP chief Mehbooba Mufti on Saturday claimed that seven district development council (DDC) members, including some Independents, from Budgam district of central Kashmir have offered to quit as they’re not being allowed to move out of the ‘safe houses’ provided by the Union territory administration even for touring their constituencies and visiting their families. Tweeting a video, Mehbooba said: “Detaining DDC members from Budgam since seven months in the name of security defeats the purpose of their election. Held against their will, administration has also prevented them from touring their constituencies. They are so fed up that they have offered to resign (sic).” The DDC members, who want to quit, are also seen in the video clip, saying that they have been “under detention” for the past seven months. “The government has no plan for us. They sought our work plan and we have already submitted that, but not a single penny has been released for us so far,” one of them says in the video. Many DDC members have already given in writing that they don’t need any security and want to live with their families. “Our security should be withdrawn as that will save the government money. We can’t even visit our families and the education of our children too has suffered badly,” another DDC member says. The J&K administration has provided accommodation to DDC members in secure areas in their respective districts to avert any terror attack on them. However, some of the members resent the move and want to stay at their respective homes.||http://timesofindia.indiatimes.com//india/7-ddc-members-from-budgam-want-to-quit-mehbooba-mufti/articleshow/82867136.cms||M Saleem Pandit
---||India||Delhi halts vaccine drive for 18-44, CM Arvind Kejriwal sends SOS to PM Narendra Modi||NEW DELHI: The vaccination drive for the young (18-44 age-group) has been put on hold in Delhi due to a severe vaccine crunch, and chief minister Arvind Kejriwal on Saturday asked the Centre to supply more vaccines to the capital so that it can re-start the drive. Delhi needs 80 lakh doses of vaccines each month but for May it received only 16 lakh. And there won’t be much relief next month either. Delhi has been promised only 8 lakh doses in June. Kejriwal said at this pace, it will take 30 months to vaccinate all in the capital. The chief minister has written a letter to Prime Minister Narendra Modi, drawing his attention to the situation. He has urged the Centre to provide the required vaccines as soon as possible so that the centres that have been closed down can be reopened. He has also pleaded with the Centre to increase Delhi’s vaccination quota. “"This Covid wave (fourth wave) has killed mostly the youth and the vaccines meant for inoculating the youth in Delhi are as of now over," said the CM at a digital address to the media. He gave four suggestions to the Centre for increasing the supply of vaccines: Ask vaccine manufacturing companies in the country to manufacture the vaccine using the formula Bharat Biotech has agreed to share (Covaxin); allow all foreign vaccines to be used in the country, and the Centre, rather than the states, should buy them; the foreign Covid vaccine manufacturing companies should be allowed to manufacture the vaccines in India; and India should reach out to countries that are storing vaccines beyond their requirement and appeal to them to share the excess stocks with India. At her daily briefing on the vaccine situation in the city, AAP MLA Atishi said that 50,20,214 people have been vaccinated so far in Delhi because of Delhi’s high-speed vaccination programme despite constraints due to the vaccine crunch. Vaccinating the maximum number of people in minimum time is the only way to protect the country from a third wave, said Kejriwal. He said the Delhi government was already arranging for beds, ICUs, oxygen and medicines but people were concerned about the vaccine shortage. “I received a call from an old woman who told me that she and her son want to get vaccinated. She is 65-year-old and her son is 35. I said we have run out of vaccines for the youth but I could get her vaccinated. She thought for a bit and asked me if it was okay if her son was vaccinated instead of her. She said she was old, but her son has to manage a family and must stay protected. I was very disturbed after listening to this,” said the CM. He said the city was facing a severe vaccine crunch. “Delhi needs 80 lakh vaccines every month. We, however, received 16 lakh in the month of May, and the central government has reduced the quota for Delhi for the month of June by half. A letter we have received from the Centre says that we will be given only 8 lakh vaccines in June. Till now, we have administered a total of 50 lakh vaccine doses in Delhi and we need 2.5 crore more to vaccinate all the adults. At this pace, if only 8 lakh vaccines are provided every month, it will take 30 months to vaccinate all adults in Delhi. And till then, no one knows how many waves and deaths due to the coronavirus will be witnessed,” said Kejriwal. “Bharat Biotech, which manufactures Covaxin, is ready to give its formula to other companies. There are several vaccine-making companies in the country. The central government should immediately invite all of them and order them – not request – to start rapidly making the vaccine. This should happen in the next 24 hours,” he said, adding that every day is precious. Kejriwal also suggested that all foreign vaccines should be given permission within 24 hours to be used in India. “The Centre should communicate with all the manufacturers. Currently, the Centre has left the job to the states,” he said, suggesting that the Centre can buy crores of vaccines and distribute them among the states. Watch Covid-19: Citing shortage, Delhi halts vaccination for 18+ age group||http://timesofindia.indiatimes.com//india/delhi-halts-vaccine-drive-for-18-44-cm-arvind-kejriwal-sends-sos-to-pm-narendra-modi/articleshow/82868272.cms||Alok KN Mishra
---||India||At over 2.5%, Delhi’s Covid death rate in May highest in country||NEW DELHI: The death rate from the Covid pandemic has risen sharply across the country in May, with Delhi registering the highest case fatality rate (CFR) among bigger states during the first three weeks of this month (till May 21). The capital recorded 6,684 deaths as against a little over 2.63 lakh cases reported during this period, translating to a CFR of 2.54%. This is more than twice the fatality rate of 1.12% recorded in Delhi in the previous three weeks and also significantly higher than the capital's overall CFR of 1.63%. The national CFR in May so far is 1.17%, also a sharp rise from 0.73% recorded in the previous three week (April 10-30). This is because deaths have risen at a sharper rate than cases in May so far. India has reported 83,135 deaths in May, a 92% rise from 43,258 fatalities in the previous three weeks. By contrast, cases have risen by around 20%, up from 59.5 lakh in April 10-20 to 71.3 lakh in May 1-21. After Delhi, Punjab close second with fatality rate of 2.5% in MayCases have been falling steadily since peaking around May 8 but the death count has shown a much lower decline, possibly owing to a lag of around two weeks normally seen between trends in deaths in comparison to cases. The overall CFR in the country is 1.13%. Read AlsoMaharashtra: Experts see reduced Covid virulence as deaths stay lowThere has been a steady drop in the district’s weekly Covid case fatality rate (CFR) despite the recent surge in cases. The February 13-19 week recorded the lowest CFR (just 0.7%) since January 23-29, when it was 1.2%.Among the bigger states, Punjab has the second highest death rate in May of 2.46%. This is much higher than the death rate of 1.56% seen in April 10-20 but on par with the state’s CFR of 2.45%, which is the highest in the country. So, although Punjab has seen a high number of deaths over the past several weeks, it’s still lower than the rates witnessed during the first wave. Uttarakhand, the venue of this year’s Kumbh, has the third highest CFR of 2.34%, higher than the rate in the previous three weeks (1.18%) as well as the state’s overall rate of 1.85%. Other states with high CFRs in May are Jharkhand (2.24%), Goa (2.17%) and Maharashtra (1.85%). Maharashtra, which has recorded the highest number of deaths in May at 17,097, reported a CFR of 0.87% in April 10-30 and has an overall death rate of 1.57%. Read AlsoMaharashtra’s tally dips, Mumbai’s daily Covid toll of 82 highest this yearA day after adding nearly 1,000 deaths, the state reported a dip in deaths and added 771 Covid-19 fatalities.Karnataka, which logged the second highest number of deaths in May at 8,749, has had a relatively low CFR of 1.04% so far this month. Among the bigger states, Odisha has the lowest CFR in May of 0.17%, followed by Kerala (0.23%), Andhra Pradesh (0.43%), Bengal (0.68%), Telangana (0.73), Bihar (0.84%) and Madhya Pradesh as well as Tamil Nadu (both 0.92%). On Saturday, India recorded less than 2.5 lakh cases (2,41,245) for the first time in over a month since April 16. Deaths, however, showed a rise from the previous day’s count with 3,745 fatalities reported on Saturday. There were 3,478 deaths on Friday. Active cases dropped to 28.1 lakh.||http://timesofindia.indiatimes.com//india/at-over-2-5-delhis-covid-death-rate-in-may-highest-in-country/articleshow/82868600.cms||Amit Bhattacharya
---||India||India, South Africa moot 3-year Covid patent waiver||NEW DELHI: India and South Africa, along with several poor and developing countries from Africa and Latin America, have proposed a three-year patent waiver for Covid-19-related health products and technologies, including drugs and vaccines, along with “their material or components and their methods and means to manufacture”. The submission made on Friday goes beyond drugs and vaccines to include diagnostics, therapeutics, medical devices, personal protective equipment with the coverage proposed to include “the prevention, treatment or containment of Covid-19”. Trade experts said that the proposal – which will form the basis for negotiations – has clearly provided a window for technology and know-how sharing, which is a major concern with suggestions that patent waiver alone will not result in production of vaccines or drugs. Besides, by including material and components, the idea is to ensure that there is access to the entire value chain. While India and South Africa were the original proponents of waiver of Trade-Related Aspects of Intellectual Property Rights (TRIPS), which also includes relaxations in rules related to copyrights and designs, they now claim the support of over 120 countries, including Pakistan and Indonesia. China is seen to be coming out in support of the proposal and the government is trying to get Brazil on board. Separately, the United States, which recently announced its support to negotiations for a waiver for vaccines, has also reached out to countries such as Japan and Switzerland with the European Union too willing to engage in discussions. “The submission is absolutely clear. The idea is consolidation of the proposals, providing clarity and assertion of the intent. India and the others have made it clear that they are seeking a three-year window while there was discussion in the US around 16-18 months,” said Sachin Chaturvedi, who heads Research and Information Systems for developing countries, a think tank. “Three years provide clarity to companies looking to work on producing vaccines or drugs over the medium term. India needs to redouble our efforts on the diplomatic front and ensure that the developed countries do not link this to negotiations on other issues at the WTO,” added Biswajit Dhar, a professor at JNU. India and the others have argued that there is threat to human health, safety and well-due to Covid-19 resulting in unprecedented and multifaceted effects, including the severe disruption to societies, economies, global trade and travel and the devastating impact on the livelihoods of people. At the same time, they recognised the importance of preserving incentives for research and innovation, but added that they needed to be balanced with public health interest.||http://timesofindia.indiatimes.com//india/india-south-africa-moot-3-year-covid-patent-waiver/articleshow/82868816.cms||Sidhartha
---||India||Government steps in to expedite WHO approval for Covaxin||NEW DELHI: India's Covaxin may have proven and adequate efficacy but its lack of endorsement from the WHO remains a cause of concern for the government. What has aggravated the situation is the fact that only a handful of countries, as has been reported, have confirmed they will allow entry to those vaccinated by Covaxin. ToI has learnt that foreign secretary Harsh Shringla will hold a meeting with Bharat Biotech, the manufacturer of Covaxin, on Monday to expedite the process of WHO approval for the indigenously manufactured vaccine which has been administered to close to 2 crore Indians until now. With the US, and also many countries in Europe looking to reopen soon, it's important for the government to ensure that those vaccinated with Covaxin, particularly students, are not denied entry by these countries. Official sources said while some well meaning countries had approved Covaxin, many others are likely to do so once the vaccine is ready for export. Covaxin approval is pending at the WHO and the government will work with Bharat Biotech to expedite this process, according to Indian government sources. An emergency use approval is likely to encourage countries to import Covaxin, facilitate its manufacturing abroad and ease travel for those vaccinated with it. In India's own neighbourhood, Sri Lanka started administering China's Sinopharm vaccine to its citizens only after the vaccine received WHO backing. While India is unlikely to resume export anytime soon, the emergency listing will also mean that Covaxin can be used by COVAX, the global vaccine alliance, later to vaccinate people in many developing countries. According to the government, more than 40 countries have expressed interest in Covaxin and seem satisfied with what the manufacturer calls safe, inactivated vaccine technology and "robust data package for safety and immunogenicity". Covaxin received a setback last month though after Brazil regulatory authorities blocked its import "considering the non-compliance with the requirements of Good Manufacturing Practices for Medicines". WHO will likely seek more clinical data and information about manufacturing practices before approving it. Bharat Biotech last month announced 78 percent overall interim clinical efficacy and 100 percent efficacy against severe Covid-19 disease from phase 3 trials. Many Indian leaders, including PM Narendra Modi, and top bureaucrats have been vaccinated by Covaxin. However, as was reported earlier this week, very few countries have so far opened themselves to people inoculated by Covaxin. Watch India's Covaxin yet to receive WHO endorsement, government to push for approval||http://timesofindia.indiatimes.com//india/government-steps-in-to-expedite-who-approval-for-covaxin/articleshow/82869339.cms||Sachin Parashar
