,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1455297146400432130,1455297146400432130,1635804852000.0,2021-11-02 03:44:12,+0530,,"#COVID19 posed many challenges for agricultural producers across the country.  As Chair of @HouseAgDems’ Subcommittee on General Farm Commodities &amp; Risk Management, I'm pleased to see @USDA allocate $1.8B in Farm Bill safety-net funding to farmers who faced revenue &amp; price loss.",en,['covid19'],[],1092979962,1092979962,RepCheri,Rep. Cheri Bustos,2,03,https://twitter.com/RepCheri/status/1455297146400432130,[],[],0,,False,9,3,6,,farmer bill,,,,,,,[],,,,
1,1455210742974599170,1455210742974599170,1635784252000.0,2021-11-01 22:00:52,+0530,,राष्ट्रवाद: Farmers Bill पर Government Farmers से बातचीत को तैयार तो दिक्कत कहा?  #Rashtravaad #HindustanKiBeti #RakeshTikait  https://t.co/4lO4Ve6vio,und,"['rashtravaad', 'hindustankibeti', 'rakeshtikait']",[],3989159413,3989159413,Zee_Hindustan,ZEE HINDUSTAN,1,22,https://twitter.com/Zee_Hindustan/status/1455210742974599170,[],[],1,https://pbs.twimg.com/media/FDHycyhVEAMDJZD.jpg,False,2,0,2,,farmer bill,,,,,,,[],,,,
2,1455206978964312064,1455206978964312064,1635783354000.0,2021-11-01 21:45:54,+0530,,The biofuels provisions I've fought to get into the #BuildBackBetterAct are estimated to put up to $500 million in the pockets of Iowa farmers.  The bill also extends the biodiesel tax credit &amp; helps grow new markets like sustainable aviation fuel &amp; cover crops.  🎧 @AgriTalk 👇  https://t.co/0pOafFhPTb,en,['buildbackbetteract'],[],1080865917377097728,1080865917377097728,RepCindyAxne,Rep. Cindy Axne,1,21,https://twitter.com/RepCindyAxne/status/1455206978964312064,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1455204350826094597/img/w52OSWaNMRqA3IAK.jpg,False,13,2,5,,farmer bill,,,,,,,[],,,,
3,1455185935759515648,1455185935759515648,1635778337000.0,2021-11-01 20:22:17,+0530,,"Greater transparency means more leverage for cattle producers, who for too long have been left in the dark during price negotiations. I’m proud to cosponsor this bipartisan bill &amp; I’ll keep fighting to make sure no Minnesota farmer gets taken advantage of.  https://t.co/KD3VCjuzDn",en,[],[],411861905,411861905,AngieCraigMN,Angie Craig,1,20,https://twitter.com/AngieCraigMN/status/1455185935759515648,['https://www.agriculture.com/news/business/cattle-contract-bill-is-first-market-reform-to-win-house-panel-backing?link_id=9&can_id=942c236f5c9b7a1f13aef0ee954c8ee9&source=email-mn-dfls-in-the-know-october-21-2&email_referrer=email_1332662&email_subject=mn-dfls-in-the-know-october-22'],[],0,,False,4,0,4,,farmer bill,,,,,,,[],,,,
4,1455139883006115844,1455139876676927489,1635767357000.0,2021-11-01 17:19:17,+0530,,We delivered free power for farmers and 200 units free for weaker sections. SAD-BSP alliance promises to again make the state power surplus with free power of upto 800 units per bill for every household. 4/4,en,[],[],3419496855,3419496855,officeofssbadal,Sukhbir Singh Badal,1,17,https://twitter.com/officeofssbadal/status/1455139883006115844,[],[],0,,False,76,2,63,,farmer bill,,,,,,,[],,,,
5,1455132925066887174,1455132925066887174,1635765699000.0,2021-11-01 16:51:39,+0530,,"Draft bill for open-air markets a serious blow to farmers and consumers, @atsipras says    https://t.co/TT5FjsZWhB",en,[],[],1141047558,1141047558,amna_newseng,ANA-MPA news,1,16,https://twitter.com/amna_newseng/status/1455132925066887174,['https://www.amna.gr/en/article/597420/Draft-bill-for-open-air-markets-a-serious-blow-to-farmers-and-consumers--Tsipras-says'],[],0,,False,0,0,0,,farmer bill,,,,,,,[],,,,
6,1455125857618563080,1455125857618563080,1635764014000.0,2021-11-01 16:23:34,+0530,,"Pennsylvania Lawmaker Files Bill To Expand Medical Marijuana Growers, Prioritizing Small Farmers  “Pennsylvanians shouldn’t have trouble accessing medication prescribed by a doctor for relief from pain and sickness.”  #Pennsylvania 🔔 #Cannabis   https://t.co/DltSNyVUSS  https://t.co/Guy4jpsfLj",en,"['pennsylvania', 'cannabis']",[],39549428,39549428,todd_harrison,Todd Harrison,1,16,https://twitter.com/todd_harrison/status/1455125857618563080,['https://www.marijuanamoment.net/pennsylvania-lawmaker-files-bill-to-expand-medical-marijuana-growers-prioritizing-small-farmers/'],['https://pbs.twimg.com/media/FDGlQEBXEAIvbLI.jpg'],1,https://pbs.twimg.com/media/FDGlQEBXEAIvbLI.jpg,False,13,0,0,,farmer bill,,,,,,,[],,,,
7,1455049695856783364,1455049695856783364,1635745855000.0,2021-11-01 11:20:55,+0530,,The rising Electricity bill was a major concern among farmers and middle-class people of the state. Not anymore CM Bhupesh Baghel has reduced the electricity bill to 50% giving relief to the common people of Chhattisgarh. छत्तीसगढ़िया सबले बढ़िया #ChhattisgarhiyaSableBadhiya,en,['chhattisgarhiyasablebadhiya'],[],1543932314,1543932314,Devendra_1925,Devendra Yadav,1,11,https://twitter.com/Devendra_1925/status/1455049695856783364,[],[],0,,False,29,1,52,,farmer bill,,,,,,,[],,,,
8,1455047313898962951,1455047313898962951,1635745287000.0,2021-11-01 11:11:27,+0530,,The rising Electricity bill was a major concern among farmers and middle-class people of the state. Not anymore CM Bhupesh Baghel has reduced the electricity bill to 50% giving relief to the common people of Chhattisgarh.  छत्तीसगढ़िया सबले बढ़िया #ChhattisgarhiyaSableBadhiya,en,['chhattisgarhiyasablebadhiya'],[],1563042793,1563042793,NSUICG,NSUI Chhattisgarh,1,11,https://twitter.com/NSUICG/status/1455047313898962951,[],[],0,,False,65,2,100,,farmer bill,,,,,,,[],,,,
9,1455047230008672261,1455047230008672261,1635745267000.0,2021-11-01 11:11:07,+0530,,The rising Electricity bill was a major concern among farmers and middle-class people of the state. Not anymore CM Bhupesh Baghel has reduced the electricity bill to 50% giving relief to the common people of Chhattisgarh.  छत्तीसगढ़िया सबले बढ़िया #ChhattisgarhiyaSableBadhiya,en,['chhattisgarhiyasablebadhiya'],[],398749235,398749235,AkashSharmaINC,Akash Sharma,1,11,https://twitter.com/AkashSharmaINC/status/1455047230008672261,[],[],0,,False,12,0,15,,farmer bill,,,,,,,[],,,,
