---||Bengaluru||The recent gang-rape incident in Mysuru is a black spot on our heritage city: Artist Rahul Manohar||On Sunday, Mysurueans gathered around an old dilapitated building located at Dewan's Road to look at this monochrome mural which put the spotlight on the horrific Mysuru gang rape case which has shocked the nation. This piece of a 25-year-old artist Rahul Manohara, is far from his usual upbeat work that has been about hope for the future. “This incident is a black spot on our heritage city and hence I just chose the colour black to add voice to my vision," says Rahul. What was even more interesting was the choice of the location. Speaking about why he chose this old building as a canvas to emote his vision, he says, "I compared the wall to our system. Our system and the way the law works is old. It is not stable and is crumbling, hence I picked a spot that got that statement across." His work not just puts the spotlight on the incident, but also demands justice for the victim and as it suggests that the government must hang those accused. On a closer look one can also see horns on the sides of the letter 'Rape'. "Rape is certainly the work of a devil and hence I added the horns to the letter. The angel at the side denotes the innocent girl who had to go through this ordeal," he adds. Hoping his work would get authorities to make stricter laws and that justice would be delivered sooner in such cases, Rahul feels that his murals on social issues could be a positive way to spread awareness and connect with citizens.||https://timesofindia.indiatimes.com/city/bengaluru/the-recent-gang-rape-incident-in-mysuru-is-a-black-spot-on-our-heritage-city-artist-rahul-manohar/articleshow/85765576.cms||Joyeeta Chakravorty
---||India||Decentralization of powers success of democracy, development: LS Speaker Om Birla||SRINAGAR: Decentralisation of power is the key to success of democracy and development, said Lok Sabha Speaker Om Birla on Sunday during his visit to J&K as part of a ‘Parliamentary Outreach Programme for the Empowerment of Panchayati Raj Institutions.’ He called for greater coordination between the administrative machinery and Panchayati Raj Institutions so that the ‘fruits of development reach the intended beneficiaries.’ Birla stressed on the importance of consensus and dialogue and said that all democratic institutions must interact among themselves and devise a set of rules and procedures for structured functioning. Birla said that gram sabhas should meet regularly to address people's issues. Since his arrival, Birla has met the representatives of District Development Council (DDC), Block Development Council (BDC) and Sarpanchs of Panchayati Raj Institutions of Anantnag District and other nearby areas at Pahalgam.||https://timesofindia.indiatimes.com/india/decentralization-of-powers-success-of-democracy-development-ls-speaker-om-birla/articleshow/85779105.cms||M Saleem Pandit
---||India||Infiltration bid foiled along LoC in Poonch, one terrorist killed||JAMMU: Alert Army personnel foiled an infiltration bid and gunned down one terrorist along the Line of Control (LoC) in Jammu and Kashmir’s Poonch district early Monday. “Early Monday, terrorists from Pakistan attempted to infiltrate into Poonch sector. Vigilant Armymen detected the intruders by effectively utilising an integrated surveillance grid. On being challenged by our troops, the terrorists opened fire and a fierce gunfight ensued in which one terrorist was killed,” Jammu-based defence spokesperson Lt Col Devender Anand said. The body of the slain terrorist was later recovered from the encounter site along with an AK-47 rifle. On July 7, the Army had foiled a similar infiltration bid and killed one terrorist along the LoC in Nowshera sector besides recovering a cache of arms and ammunition including an AK-47 rifle and hand grenades.||https://timesofindia.indiatimes.com/india/infiltration-bid-foiled-along-loc-in-poonch-one-terrorist-killed/articleshow/85779294.cms||Sanjay Khajuria
---||India||BSF foils drug smuggling bid in Jammu and Kashmir; seizes 10kg heroin||JAMMU: Alert Border Security Force (BSF) troops foiled a major narcotics smuggling bid along the international border and seized 10kg heroin in J&K’s Akhnoor district on Monday. During a search operation, a BSF party found a rucksack hidden under bushes near the Zero Line, BSF spokesperson DIG S P S Sandhu said, adding: “The bag was opened with due precautions and 10 packets, each weighing approximately 1kg of heroin, were recovered.” Of late, regular inputs about narcotics smuggling were being received and BSF had enhanced surveillance of the area under its jurisdiction, which led to Monday’s contraband recovery, BSF IG (Jammu) N S Jamwal said. On June 23, BSF had foiled a similar drug smuggling attempt along the international border near Pansar in Kathua district and gunned down a Pakistani smuggler. As per BSF officials, 27kg heroin worth around Rs 135 crore in the international market, was seized during a subsequent search of the area. Last September, BSF had foiled a bid to smuggle arms, ammunition and narcotics into India in Arnia sector. During a search, 58 packets of suspected narcotics, two pistols, four magazines and other ammunition were recovered.||https://timesofindia.indiatimes.com/india/bsf-foils-drug-smuggling-bid-in-jammu-and-kashmir-seizes-10kg-heroin/articleshow/85779377.cms||Sanjay Khajuria
---||World||Taliban consider governance models, oppose Pakistan fence on Durand Line||PESHAWAR: The Taliban have said that they have been considering several models of governance, including an Islamic emirate, and would implement a form of government that would be acceptable to the Afghan nation. The insurgent group also expressed concern about Pakistan fencing its border (the Durand Line) with Afghanistan, saying that the Afghans had not agreed to it. Afghanistan crisis: Live updatesWithout announcing a date for government formation in the war-torn country, Taliban spokesperson Zabihullah Mujahid said the group has been working on it on a war footing and would soon announce the implementation of a new system. He was speaking exclusively to a Pakistan-based Pashto TV station. He said that since taking control of the government they had started consultations with all stakeholders. "We frequently held negotiations with politicians, scholars, religious and former mujahideen leaders. We had also sent teams to the provinces to meet local leaders and scholars. All this effort was aimed at knowing the plans of others and getting inputs from all segments of society to bring in an inclusive system that would be acceptable to all," Mujahid said, adding that consultations on government formation were still underway. Read AlsoImran Khan govt must resolve Tehreek-e-Taliban issue, says TalibanISLAMABAD: Taliban spokesman Zabihullah Mujahid has said that the issue of the Tehreek-e-Taliban Pakistan (TTP), a proscribed organisation, is one that the Imran Khan government must resolve, not Afghanistan. In an interview with Geo News on Saturday, Mujahid said, "The issue of the TTP is one thatSeveral Taliban leaders, who had held meetings with Afghan leaders, including former president Hamid Karzai and Dr Abdullah Abdullah, the head of Afghan’s High Council for Reconciliation, in Kabul have left for Kandahar to brief Taliban chief Mullah Haibatullah Akhunzada on all developments that had taken place in the last two weeks. "The final decision in this regard will be made by the Taliban chief (Haibatullah Akhunzada)," Mujahid said. When asked about the group’s meeting in Moscow with the troika-plus, where the US, Russia, China and Pakistan had opposed the implementation of an Islamic emirate in Afghanistan, the Taliban chief spokesman said: "It is for the Afghans to decide on internal matters of the country. We (the Afghan nation) reserve the right to take decisions on whether to change the name of the country, bring in the new flag or keep the previous one, and to introduce a form of government. The world should not be concerned about it and should focus on issues related to them." Read AlsoPakistan wants Afghan Taliban to act against TTPISLAMABAD: Pakistan said on Monday that the Afghan Taliban have assured it that the proscribed Tehreek-i-Taliban Pakistan (TTP) will not be allowed to use Afghanistan’s land for terror activities across the border. The presence of the Pakistan Taliban in Afghanistan has been one of the major issuesThe Taliban, since taking over Kabul, have been using the group’s white flag with religious inscriptions. They have been using it in official settings and displaying them on buildings. Several protests were held in Afghanistan over the flag controversy as the insurgent group had beaten up several people for carrying the national flag after the Taliban seized power. The fence has been built by Pakistan on the Durand Line, the 2,640-km land border it shares with Afghanistan. It passes through rugged mountains, densely forested valleys and narrow, rocky passages. The previous Afghan government had strongly opposed the project and several violent incidents had occurred between Pakistani and Afghan forces over the border dispute, resulting in a number of casualties. Pakistan had tried its best to convince the Taliban, during the insurgent group’s previous regime, to accept the Durand Line as a permanent border, but the group’s top leadership had been reluctant to agree. Read AlsoTaliban warn against extension of US troop withdrawal from AfghanistanISLAMABAD: The Taliban warned on Tuesday that they would not extend the August 31 deadline announced by the Biden administration for withdrawal of all American troops from Afghanistan and urged the US to evacuate all its nationals by the agreed date. The insurgent group also appointed its members to"The Afghans are unhappy and oppose the fencing. The new Afghan government will announce its position on this issue. The fencing has separated people and divided families. We want to create a secure and peaceful environment on the border so that there should not be any need to create barriers," Mujahid said. Mujahid added that the Taliban had already taken control of the three main gates of Kabul airport. "The final evacuation flights continue and charge of the airport will soon be handed over to us. Our reserved force is waiting for the US exit to take over its charge," he said. "Kabul airport will remain functional. We have the technical knowhow and can run the airfield’s operations," he claimed. Read AlsoTaliban block Afghans’ access to airportThe Taliban warned on Tuesday they would not extend the August 31 deadline announced by the Biden administration for withdrawal of all American troops from Afghanistan and urged the US to evacuate all its nationals by the agreed date. The group’s statement comes a day after its Doha based spokesman,The Taliban spokesman said the IS-K, the terrorist outfit that had carried out deadly attacks in Kabul on Thursday, did not pose any threat. "The ISIS members in Afghanistan are Afghans. They have not come from Iraq or Syria but have been influenced by the idea of Daesh (ISIS). Their objectives were to wage a war against the foreign troops and bring in an Islamic government. After the exit of foreign troops and the implementation of an Islamic system, they would have no reason to continue their activities," he said, vowing that they would not allow Afghan soil to be used against any country.||https://timesofindia.indiatimes.com/world/south-asia/taliban-consider-governance-models-oppose-pakistan-fence-on-durand-line/articleshow/85779590.cms||Omer Farooq Khan
---||Delhi||Miss Tourism India 2021 returns home: A nostalgic and warm homecoming for Asmita Chakraborty at CR Park||It was an evening high on nostalgia for Asmita Chakraborty as she returned home on Sunday after being crowned the Glamanand Supermodel India 2021 first runner-up and Miss Tourism India 2021. During the glittering homecoming ceremony, she got the chance to meet her extended family, neighbours, friends, teachers from school and college. Asmita, who was the Campus Princess 2020 finalist and VLCC Femina Miss India West Bengal 2020 finalist, told us, “My friends, teachers from school and college were present at my homecoming, it was very special. These people have always supported me, and they have seen me grow.” Asmita, who completed her schooling from Amity International School, Saket, is currently a student at Indira Gandhi Delhi Technical University for Women. “People came to congratulate me, hear my story and give me their blessings. It meant a lot. And I have been living in CR Park since 2011 so coming back here as part of my homecoming was special,” she added. Asmita with her parents Rajib and Ankita ChakrabortyWe are really proud of her: ParentsAsmita’s parents Rajib and Ankita Chakraborty said that they are very proud of their daughter. “My husband is a civil engineer, and I am a teacher. Nobody in our family is in the same profession as Asmita, she has achieved all of this on her own, and we are proud of her,” said her mother.||https://timesofindia.indiatimes.com/city/delhi/miss-tourism-india-2021-returns-home-a-nostalgic-and-warm-homecoming-for-asmita-chakraborty-at-cr-park/articleshow/85769704.cms||Riya Sharma
---||World||Afghanistan pullout in final hours, US shoots down 5 rockets aimed at airport||NEW DELHI: As the US military raced toward a Tuesday deadline to withdraw from America’s longest war, sporadic violence in the Afghan capital underlined the perils ahead for a country already buffeted by insecurity, a humanitarian crisis and a terrorist threat. The US military shot down rockets aimed at Kabul airport by the Islamic State-Khorasan on Monday morning, a day after it said that one of its drones struck a vehicle full of explosives. The US has warned that more attacks, like the one last week outside the airport that killed nearly 200 people, are possible before it withdraws on Tuesday. The IS-K had also claimed responsibility for that bombing, which also killed US troops. US defence officials also acknowledged on Sunday evening the possibility that civilians may have been killed after Sunday's drone hit. Hours after the strike, at a family home in Kabul on Monday, survivors and neighbours said 10 people had been killed, including seven children, an aid worker for an American charity organisation and a contractor with the US military. Taliban spokesman Zabihullah Mujahid condemned the US for failing to inform them before ordering the strike and described the action as unlawful. Samim, a 25-year-old journalism student, said the strike killed his father, his two brothers, four of his young cousins, his niece and his sister’s fiancé. Three of the dead were girls 2 years old or younger, he said, and his aunt and uncle lost all three of their children. "The American aircraft targeted us," he said. "I do not know what to say, they just cut my arms and broke my back, I cannot say anything more." A doctor at a nearby hospital said four bodies were taken there, two of them those of children. A senior US military official responded that the military was confident that no civilians had been in the targeted vehicle, but acknowledged that the detonation of the explosives in it could have caused "collateral damage". Video of the scene showed a tangle of metal barely recognisable as the remains of a vehicle, and just a few feet away, the charred, pockmarked wreck of another vehicle. Samim said his father had been pulling that SUV into their garage when the explosion hit. A US official said the rockets aimed at the airport were brought down by a counter-rocket system, and that there were no initial reports of casualties. The airport remained open, according to the official, who spoke on the condition of anonymity to discuss operational details. Afghan media said Monday's rocket attack was launched from the back of a vehicle. The Pajhwok news agency said several rockets struck different parts of the Afghan capital. "People are terrified and worried about the future, worried that the rocket launching might continue," said Farogh Danish, a Kabul resident near the wreckage of the car from which the rockets were launched. Even as violence gripped Kabul, the US was scrambling to prepare for its departure, including the evacuation of the 300 Americans who remain in the Afghan capital. The US is unlikely to keep diplomats in Afghanistan after its military departs, secretary of state Antony Blinken said on Sunday. Officials said they expected that the US would open a diplomatic mission for Afghanistan in a country elsewhere in the region, in part to continue helping the surge of expected refugees obtain necessary departure documents. That effort could be based in Pakistan or the UAE, an official said, given the large Afghan diaspora in both countries. One of those who died in Sunday’s US drone strike was Zemari Ahmadi, who worked for the charity organisation Nutrition and Education International, was on his way home from work after dropping off colleagues, according to relatives and colleagues interviewed in Kabul. As he pulled into the narrow street where he lived with his three brothers and their families, the children, seeing his white Toyota Corolla, ran outside to greet him. Some clambered aboard in the street, others gathered around as he pulled the car into the courtyard of their home. It was then that they say the drone struck. The missile hit the rear end of the Corolla in the narrow courtyard inside the walled family compound, blowing out doors, shattering windows and spraying shrapnel. Ahmadi and some of the children were killed inside his car; others were fatally wounded in adjacent rooms, family members said. An Afghan official confirmed that three of the dead children were transferred by ambulance from the home on Sunday. Ahmadi’s daughter Samia, 21, was inside when she was struck by the blast wave. "At first I thought it was the Taliban," she said. "But the Americans themselves did it." Samia said she staggered outside, choking, and saw the bodies of her siblings and relatives. "I saw the whole scene," she said. "There were burnt pieces of flesh everywhere." Among the dead was her fiancé, Ahmad Naser, 30, a former army officer and contractor with the US military who had come from Herat, in western Afghanistan, in the hopes of being evacuated from Kabul. Ahmadi was a technical engineer for the local office of Nutrition and Education International, an American nonprofit based in Pasadena, California. His neighbours and relatives insisted that the engineer and his family members, many of whom had worked for the Afghan security forces, had no connection to any terrorist group. They provided documents related to his long employment with the American charity, as well as Naser’s application for a special immigrant visa, based on his service as a guard at Camp Lawton, in Herat. "He was well-respected by his colleagues and compassionate towards the poor and needy," Steven Kwon, the president of NEI, said of Ahmadi in an email. He wrote that Ahmadi had just recently "prepared and delivered soy-based meals to hungry women and children at local refugee camps in Kabul".||https://timesofindia.indiatimes.com/world/south-asia/afghanistan-pullout-in-final-hours-us-shoots-down-5-rockets-aimed-at-airport/articleshow/85780941.cms||---
---||World||Afghanistan pullout in final hours, US shoots down 5 rockets aimed at airport||NEW DELHI: As the US military raced toward a Tuesday deadline to withdraw from America’s longest war, sporadic violence in the Afghan capital underlined the perils ahead for a country already buffeted by insecurity, a humanitarian crisis and a terrorist threat. The US military shot down rockets aimed at Kabul airport by the Islamic State-Khorasan on Monday morning, a day after it said that one of its drones struck a vehicle full of explosives. The US has warned that more attacks, like the one last week outside the airport that killed nearly 200 people, are possible before it withdraws on Tuesday. The IS-K had also claimed responsibility for that bombing, which also killed US troops. US defence officials also acknowledged on Sunday evening the possibility that civilians may have been killed after Sunday's drone hit. Hours after the strike, at a family home in Kabul on Monday, survivors and neighbours said 10 people had been killed, including seven children, an aid worker for an American charity organisation and a contractor with the US military. Taliban spokesman Zabihullah Mujahid condemned the US for failing to inform them before ordering the strike and described the action as unlawful. Samim, a 25-year-old journalism student, said the strike killed his father, his two brothers, four of his young cousins, his niece and his sister’s fiancé. Three of the dead were girls 2 years old or younger, he said, and his aunt and uncle lost all three of their children. "The American aircraft targeted us," he said. "I do not know what to say, they just cut my arms and broke my back, I cannot say anything more." A doctor at a nearby hospital said four bodies were taken there, two of them those of children. A senior US military official responded that the military was confident that no civilians had been in the targeted vehicle, but acknowledged that the detonation of the explosives in it could have caused "collateral damage". Video of the scene showed a tangle of metal barely recognisable as the remains of a vehicle, and just a few feet away, the charred, pockmarked wreck of another vehicle. Samim said his father had been pulling that SUV into their garage when the explosion hit. A US official said the rockets aimed at the airport were brought down by a counter-rocket system, and that there were no initial reports of casualties. The airport remained open, according to the official, who spoke on the condition of anonymity to discuss operational details. Afghan media said Monday's rocket attack was launched from the back of a vehicle. The Pajhwok news agency said several rockets struck different parts of the Afghan capital. "People are terrified and worried about the future, worried that the rocket launching might continue," said Farogh Danish, a Kabul resident near the wreckage of the car from which the rockets were launched. Even as violence gripped Kabul, the US was scrambling to prepare for its departure, including the evacuation of the 300 Americans who remain in the Afghan capital. The US is unlikely to keep diplomats in Afghanistan after its military departs, secretary of state Antony Blinken said on Sunday. Officials said they expected that the US would open a diplomatic mission for Afghanistan in a country elsewhere in the region, in part to continue helping the surge of expected refugees obtain necessary departure documents. That effort could be based in Pakistan or the UAE, an official said, given the large Afghan diaspora in both countries. One of those who died in Sunday’s US drone strike was Zemari Ahmadi, who worked for the charity organisation Nutrition and Education International, was on his way home from work after dropping off colleagues, according to relatives and colleagues interviewed in Kabul. As he pulled into the narrow street where he lived with his three brothers and their families, the children, seeing his white Toyota Corolla, ran outside to greet him. Some clambered aboard in the street, others gathered around as he pulled the car into the courtyard of their home. It was then that they say the drone struck. The missile hit the rear end of the Corolla in the narrow courtyard inside the walled family compound, blowing out doors, shattering windows and spraying shrapnel. Ahmadi and some of the children were killed inside his car; others were fatally wounded in adjacent rooms, family members said. An Afghan official confirmed that three of the dead children were transferred by ambulance from the home on Sunday. Ahmadi’s daughter Samia, 21, was inside when she was struck by the blast wave. "At first I thought it was the Taliban," she said. "But the Americans themselves did it." Samia said she staggered outside, choking, and saw the bodies of her siblings and relatives. "I saw the whole scene," she said. "There were burnt pieces of flesh everywhere." Among the dead was her fiancé, Ahmad Naser, 30, a former army officer and contractor with the US military who had come from Herat, in western Afghanistan, in the hopes of being evacuated from Kabul. Ahmadi was a technical engineer for the local office of Nutrition and Education International, an American nonprofit based in Pasadena, California. His neighbours and relatives insisted that the engineer and his family members, many of whom had worked for the Afghan security forces, had no connection to any terrorist group. They provided documents related to his long employment with the American charity, as well as Naser’s application for a special immigrant visa, based on his service as a guard at Camp Lawton, in Herat. "He was well-respected by his colleagues and compassionate towards the poor and needy," Steven Kwon, the president of NEI, said of Ahmadi in an email. He wrote that Ahmadi had just recently "prepared and delivered soy-based meals to hungry women and children at local refugee camps in Kabul".||https://timesofindia.indiatimes.com/world/us/afghanistan-pullout-in-final-hours-us-shoots-down-5-rockets-aimed-at-airport/articleshow/85781380.cms||---
---||India||4 gagannauts will go back to Russia for trying out customised spacesuits for Gaganyaan mission||NEW DELHI: The four gagannauts, who had returned to India from Russia in April this year after completing their over one-year specialised astronaut training for the country’s maiden Gaganyaan mission, will go back to Moscow again for tailoring of their customised spacesuits. “The spacesuits are being stitched in Russia and they will be coming here to Moscow to undertake tailoring measurements,” Indian ambassador to Russia D B Venkatesh Varma told the Indian media recently. Russian R&D enterprise ‘Zvezda’, a subsidiary of Russian space agency Roscosmos, is manufacturing the spacesuits for the four gagannauts. The four IAF pilots, chosen for the human spaceflight mission, had earlier visited the Zvezda facility last September, where their anthropometric parameters were measured for designing their customised spacesuits. The company will also provide individual seats for the gagannauts and custom-made couch liners. The provisions for specialised training, spacesuits and space kits are as per a contract signed between Roscosmos subsidiary Glavkosmos and Isro’s Human Spaceflight Centre on March 11, 2020. The four gagganauts, who started their training in Russia in February last, which was stalled in between due to the pandemic, have in one year completed training on crew actions in the event of an abnormal descent module landing, in wooded and marshy areas in winter, on the water surface and in the steppe in summer, according to Glavkosmos. Currently, the chosen four are undergoing module-specific training in India. In another milestone linked to the Gaganyaan mission, Isro had on August 28 successfully conducted the first hot test of the system demonstration model of the Gaganyaan service module propulsion system for a duration of 450 seconds at its test facility Mahendragiri, Tamil Nadu. The system performance met the test objectives and there was a close match with the pre-test predictions. A series of hot tests have been planned to simulate various mission conditions as well as off-nominal conditions. Isro plans to launch its first unmanned Gaganyaan mission next year but the date for the final manned mission has not been decided yet as the pandemic has affected all mission-specific deadlines.||https://timesofindia.indiatimes.com/india/4-gagannauts-will-go-back-to-russia-for-trying-out-customised-spacesuits-for-gaganyaan-mission/articleshow/85781525.cms||Surendra Singh
---||India||Farmers demand action against SDM, Manohar Lal Khattar defends ‘strict’ action||NEW DELHI: A farmers' panchayat in Haryana issued an ultimatum to the state government on Monday to act against Karnal SDM Ayush Singh within seven days even as CM Manohar Lal Khattar put up another stout defence of the officer’s “strict” actions, saying the only thing that could be questioned about his conduct during Saturday’s farm protest was his “inappropriate choice of words”. “Protection of democracy is the work of the administration. They are assigned to do this job. We have heard and seen the audio and video (of the SDM instructing cops)...Rest, the DGP is probing the incident and the local administration, too, is doing the same. We shall act as and when the report comes to us,” Khattar told reporters in Chandigarh. At least 10 people were injured when police caned a group of farmers disrupting traffic on a highway in Haryana while proceeding to Karnal, where Khattar, state BJP president Om Prakash Dhankar and other party functionaries were attending an event. The farmers’ panchayat chaired by BKU (Charuni) national president Gurnam Singh Charuni at the Gharaunda grain market in Karnal demanded that Singh be suspended along with some other officials, including inspector Harjinder Singh, for allegedly targeting the protesters without provocation. The Samyukt Kisan Morcha made a similar demand. “We want FIRs to be registered against them. We also demand Rs 25 lakh in compensation and a government job for the kin of farmer Sushil Kajal, who died of injuries suffered in the lathicharge, and Rs 2 lakh to each injured farmer,” Charuni said. Farmers will indefinitely gherao the Karnal secretariat on September 7 if the government fails to act on the panchayat’s demand by September 6, he warned. While urging farmers to continue their protest against BJP-JJP leaders, Charuni also attacked Congress, saying the opposition party should have been out on the roads by now in protest against the Haryana government's “adamant attitude”. “Haryana farmers being attacked by cops and the civil administration cannot be tolerated anymore. The SKM either takes a strong decision or forgets Haryana farmers,” he said. In a statement later, SKM said, "It is utterly shocking that the CM is choosing to brush aside the barbaric and illegal instructions as only a wrong choice of words. It once again clearly reiterates what we have been saying that the Khattar government is at war with its own people.” A delegation led by Indian National Lok Dal state president Nafe Singh Rathee submitted a complaint to the Karnal SP, seeking FIRs against the SDM and other police officials who allegedly hit peaceful protesters "on their heads".||https://timesofindia.indiatimes.com/india/farmers-demand-action-against-sdm-manohar-lal-khattar-defends-strict-action/articleshow/85781801.cms||---
---||India||E-challans worth Rs 1,975 crore since Sept 2019||NEW DELHI: Eighteen states and UTs have collected approximately Rs 1,975 crore fines through e-challans for violations of traffic rules since September 2019 when the Motor Vehicle Act was amended with a sharp increase in penalties for offences. Uttar Pradesh has collected the maximum fine of Rs 545 crore, followed by Bihar with Rs 488 crore and Delhi Rs 244 crore during September 2019 and July 2021, according to government data. Haryana and Tamil Nadu come fourth and fifth in the list. In Delhi, fines collected from traffic rule violations were nearly Rs 175 crore, which is 71% of the total fines collected by the traffic police and transport department. Delhi tops among the states and UTs so far as total number of e-challans are concerned recording 2 crore such challans. Officials cited two reasons; high number of vehicles and more CCTV cameras on roads to record violations. Before 2019, very few states had gone for an e-challan system. The Centre pushed for electronic recording of violations of motor vehicle rules and issuing challans in states. The increased fines under the new law has resulted in collection of more penalty amounts, which the states can ustilise to improve IT-based enforcement and for road safety, sources said. “The fines collected should be used for creating a corpus for immediate release of compensation to road crash victims. When the insurance companies reimburse the compensation that can be put in the corpus. Second, this money should be used to buy equipment such as speed guns, alcometers and CCTV cameras for evidence-based challaning and prosecution. Most states lack these infrastructures,” said T Krishna Prasad, former DGP and chairman of road safety authority in Telangana. Currently the states utilise the fines collected from motor vehicle law related offences for other purposes, sources said. “Now they should use the penalty for better enforcement. These fines are not a means for revenue. But the aim is to build a system that proves to be a deterrent for violators,” said an official.||https://timesofindia.indiatimes.com/india/e-challans-worth-rs-1975-crore-since-sept-2019/articleshow/85782003.cms||Dipak K Dash
