20-05-2021||India||Tamil Nadu cuts RT-PCR price, declares black fungus as notified disease||(PLAYBACK)ChennaiTamil Nadu on Thursday slashed prices of RT-PCR tests, introduced vaccines for the 18-45 age group and declared mucormycosis as a notified disease. The announcements came from a notice issued by state health secretary J Radhakrishnan.Governor Banwarilal Purohit declared mucormycosis or black fungus as a notified disease under the provisions of the Tamil Nadu Public Health Act, 1939, which means from now on all hospitals treating this fungal infection will have to notify the public health department. Nine people have been identified with mucormycosis in Tamil Nadu. “Of the nine, seven patients are diabetic,” Radhakrishnan said at a press briefing.“Treatment has been started for all of them. There is no death reported till now,” he said.The government reduced the price of RT-PCR tests from ₹1,200 to ₹900 in private labs across the state. For those who are covered under the Tamil Nadu Chief Minister’s Comprehensive Health Insurance Scheme (CMCHIS) the price has been reduced from ₹800 to ₹550. The prices of pooled samples are reduced from ₹600 to ₹400.Additionally, ₹300 can be levied for testing at home. After last year, this is the second time that prices are being capped. Tamil Nadu, as a policy, conducts only RT-PCR tests and not rapid antigen tests.Meanwhile, chief minister MK Stalin launched the vaccination drive for the 18-44 age group in the state from Tiruppur district. The state received 9.6 lakh vaccines from the Centre for this age group and has another 4.2 lakh to be received.Tamil Nadu was among several states who couldn’t roll out vaccines for this age group on May 1 due to shortage. However, private hospitals, which had procured more vaccines, initiated it for the age group. The state plans to procure 1.5 crore doses through the Centre and 3.5 crore doses through a global tender.||https://www.hindustantimes.com/india-news/tamil-nadu-cuts-rt-pcr-price-declares-black-fungus-as-notified-disease-101621533705917.html
20-05-2021||India||MHA asks states to help vulnerable sections, kids orphaned due to Covid-19||The Union home ministry on Thursday asked states and union territories to immediately review the facilities available for vulnerable groups, particularly children orphaned due to the Covid-19 disease, and coordinate with the agencies concerned as well as civil society groups to get them timely help.It asked the states to give priority to vulnerable sections including orphaned children, women, senior citizens and people from scheduled castes and scheduled tribes and sensitise police personnel in this context.In a detailed advisory issued on Thursday, MHA said: “Several states/UTs have initiated action and strengthened their machineries to support the vulnerable groups and various success stories and best practices are now available with states/UTs where emergency services have been provided to the vulnerable groups impacted by Covid-19.” “However, in order to meet the new challenges arising out of recent wave of Covid-19 affliction, it is requested to undertake an immediate review of the existing facilities for vulnerable groups interalia on the lines of the measures given in the various advisories issued by the MHA, especially for children who have been orphaned, senior citizens who may require timely assistance and support (medical as well as safety and security), and members of scheduled castes/ scheduled tribes who may need guidance to access government support facilities,” it added.There is no official data on how many children have been orphaned due to the pandemic but several state governments have announced various measures for the kids. Delhi government has said that children who have lost both their parents to Covid-19 will get an aid of ₹2,500 per month till they turn 25 years old and their education will also be taken care of by the government. Karnataka too has said it will rehabilitate orphaned children up to the age of 18 years. Madhya Pradesh has announced ₹5,000 per month to such children while Andhra Pradesh has announced fixed deposits worth ₹10 lakh for orphaned kids.Thursday’s communication reminded states about several advisories and standard operating procedures issued last year for the protection of vulnerable sections of the society. This includes release of ₹107.49 crore to state governments for setting up/strengthening women help desks in police stations. These help desks envisage to have an enlisted panel of experts like lawyers, psychologists, NGOs who can assist in accessing support, provide shelter, rehabilitation etc. and help in registration and follow-up in the cases giving required assurance and support to the women approaching them.||https://www.hindustantimes.com/india-news/mha-asks-states-to-help-vulnerable-sections-kids-orphaned-due-to-covid19-101621532805091.html
20-05-2021||India||Covishield versus Covaxin: What government says about comparing two Covid-19 vaccines||As people waiting for their vaccination against Covid-19 may be undecided about which vaccine to take between Serum Institute's Covishield and Bharat Biotech's Covaxin, the Centre has clarified that they can not be compared with each other, scientifically. "There is no direct scientific comparison between the two available vaccines. So one can not choose one over the other. Both the vaccines work well in preventing the infection as well as in preventing severe illness. You can choose any of these, subject to the availability at your vaccine centre," the Centre said.There is no direct scientific comparison between the two Vaccines, Both work well in preventing the infection as well as in preventing severe illness.#IndiaFightsCOVID19 #Unite2FightCorona pic.twitter.com/MZsGyJfAueBoth these vaccines are available at present in the country though they are not available in the same centre. People can choose centres according to their vaccine preference on the Co-win app as centres are displaying the name of the vaccine they have on the site.The government has recently said that 26 potential cases of bleeding and clotting have been reported after the administration of the Covishield vaccine, which is minuscule. Since the beginning of the vaccination drive in January, 23,000 adverse events have been reported involving both Covishield and Covaxin and 700 were reported to be serious, while India's cumulative vaccination coverage exceeds 187 million.As far as the price per dose is concerned, Covishield comes cheaper than Covaxin. The Centre is hopeful to add Russia-made Sputnik-V to the list soon. The government has recently accepted the finding that the protection offered by the first dose of Covishield stays long and that's why the timing of the second dose has been delayed by 12 to 6 weeks. But Covaxin doses are supposed to be taken at the existing gap of 28 days.The composition of both the vaccines is different. Covishield, which is the Oxford-Astrazeneca vaccine, is made from a weakened version of a common cold virus that infects chimpansees. It also contains the genetic material of the SARS-CoV-2 virus spike protein. On the other hand, Covaxin has been developed from live inactive virus.||https://www.hindustantimes.com/india-news/covishield-versus-covaxin-what-government-says-about-comparing-two-covid-19-vaccines-101621529875829.html
20-05-2021||India||AMU VC blames 'vaccine hesitancy' for Covid-19 deaths on campus||AMU Vice Chancellor Tariq Mansoor on Thursday said vaccine hesitancy played a big role in the spread of coronavirus in the campus, where at least 40 serving and retired teachers have died in recent weeks due to COVID or COVID-like symptoms.Aligarh Muslim University (AMU) authorities also launched a vaccination audit and urged all employees to provide their vaccination status and that of their family members for "future health planning and streamlining the vaccination drive".Also Read | Covid hits AMU; 50 serving, ex-staff die"Vaccine hesitancy has played a significant role in the incidence of large number of cases of COVID-19 among university employees and their families, and consequent morbidity and mortality," the VC said in an open letter to AMU community.Last week, Uttar Pradesh Chief Minister Yogi Adityanath had visited the AMU campus and pointed that vaccination could have saved lives.Also Read | Covid-19: Yogi Adityanath visits AMU amid concerns of a ‘new strain’Notably, 19 serving teachers at the university and at least 21 retired teachers lost their lives due to COVID-19 and COVID-like symptoms in recent weeks.The Vice-Chancellor said two vaccination centres are currently operational at the campus and appealed to the AMU community to shed doubts regarding the efficacy of the vaccines in preventing any further loss of life."All studies indicate that vaccines provide protection against serious disease, hospitalizations and deaths," he said.To tackle the current crisis and prepare for a possible third wave of COVID, the Vice-Chancellor has also instituted a high-level 15 member committee to draw a roadmap for shoring up resources and medical facilities at the campus.The committee will be headed by the AMU registrar and will include the principal dean and the superintendent of the medical college hospital.It will also plan additional resources and equipment for the paediatric wards keeping in mind the possible threat to children.Earlier, at the request of the Vice-Chancellor, ICMR had conducted genome sequencing of coronavirus samples around the campus but found that no new strain was responsible for the large number of deaths in the area.||https://www.hindustantimes.com/india-news/amu-vc-blames-vaccine-hesitancy-for-covid-19-deaths-on-campus-101621528370527.html
20-05-2021||India||Bharat Biotech to ramp up Covaxin production by additional 200 million vaccine doses||Bharat Biotech on Thursday said it plans to produce additional 200 million doses of Covid-19 vaccine 'Covaxin' at its subsidiary's Ankleshwar (Gujarat) based facility, taking the overall production volume of the vaccine to 1 billion (100 crore) dosages per annum. The Hyderabad-based firm said it will utilise the Ankleshwar-based production facility of its wholly-owned subsidiary Chiron Behring Vaccines to add another 200 million doses of Covaxin. "The company plans to produce 200 million doses of Covaxin per annum in the GMP facilities that are already operational for the production of vaccines based on Inactivated Vero Cell Platform Technology, under stringent levels of GMP and biosafety," Bharat Biotech said in a statement. The Ankleshwar-based plant would start rolling out the much in demand vaccine from the fourth quarter of the year, it added. The company said it has already deployed multiple production lines at its Hyderabad and Bengaluru campuses. "This effectively takes the volumes up to 1 billion doses per annum, with its own established campuses specialised for manufacturing inactivated viral vaccines under the highest levels of biosafety," it added. Chiron Behring Vaccines, a 100 per cent subsidiary of Bharat Biotech, is one of the largest manufacturers of rabies vaccines in the world.||https://www.hindustantimes.com/india-news/bharat-biotech-to-ramp-up-covaxin-production-by-additional-200-million-covid-vaccine-doses-101621526188845.html
20-05-2021||India||6 things you should not do before or after vaccination, Centre issues guideline||With several changes newly introduced in the country's ongoing vaccination drive against Covid-19, the Centre has issued a guideline specifying some dos and don'ts so that there remains no confusion for people booking vaccine appointments online. Currently, India is in the third phase of the vaccination drive where people in the age group of 18 to 44 years are also eligible to get the vaccine, though the Centre has asked states to prioritise the vaccination of the 45+ people as Covid-19 is more threatening for older people.#IndiaFightsCorona:📍 Mandatory provisions during #COVID19Vaccination➡️ Do's👍➡️ Don'ts👎☑️ Have a look to know about this👇#Unite2FightCorona #StaySafeStayHealthy pic.twitter.com/iVOmflEMgtHere are the 6 things that one should not do:> Walk-in without an appointment. All slots are being booked online through Cowin registration.> One person should not register on multiple platforms.> One person should not use multiple phone numbers and multiple ID proofs from different platforms.> On the day of vaccination, one should not consume alcohol or any other intoxicants.> One should not panic in case of any vaccine side effect.> There is no need for registration on Cowin for the second dose.Also Read: Man gets Covishield jab and Covaxin certificateWho should defer their vaccination?According to the latest guidelines, people who have just recovered from Covid should wait for three months, instead of four weeks as mandated earlier, for their vaccination.The same waiting period of three months has been also advised for those who have been treated with plasma therapy, and those who got infected after receiving the first dose of the vaccine.People who have been hospitalised for any other illness should wait for four to eight weeks for the vaccination.New rules for the second dose of CovishieldThe 2nd dose of Covishield can be taken after 12 to 16 weeks of the 1st dose. The Cowin portal has been configured accordingly, but those who have already booked their appointments can take their second doses on the scheduled date if they want. They can also reschedule the second date to meet the new guideline of 84 days' gap.||https://www.hindustantimes.com/india-news/6-things-you-should-not-do-before-or-after-vaccination-centre-issues-guideline-101621525065895.html
20-05-2021||India||News updates from HT: Delhi HC asks Centre for affidavit on anti-black fungus drug and all the latest news||Here are today’s top news, analysis, and opinion. Know all about the latest news and other news updates from Hindustan Times.Delhi HC asks Centre for affidavit on Amphotericin-B, an anti-black fungus drugThe Delhi high court on Thursday asked the Union government to file an affidavit before it within three days, on the steps taken to ramp up the production of Amphotericin-B, an antifungal drug used to treat Mucormycosis, or black fungus. Read more150 new ventilator beds from PM-Cares fund added to ITBP Covid care centreThe Covid care centre run by the Indo-Tibetan Border Police (ITBP) in south Delhi's Chhatarpur on Thursday added a special ward with 150 ventilator beds meant for patients requiring critical care, officials said. Read moreULFA-I to release abducted ONGC employee after Himanta Biswa Sarma’s appealBanned United Liberation Front of Asom-Independent (ULFA-I) on Thursday said it will release Ritul Saikia, an employee of Oil and Natural Gas Corporation (ONGC) abducted from Assam last month, within the next four days. Read moreEngland fast bowler Jofra Archer to undergo elbow surgery, highly doubtful for India Test seriesJofra Archer is set to undergo a surgery to his troubled elbow, which casts a serious doubt over his participation in England's five-Test series against India. Read moreSonu Sood says he feels ‘humbled’ after fans pour milk on his life-size posterSonu Sood has reacted to a video in which people are seen pouring milk on a life-size poster of his. As per a Twitter user, the incident took place in Andhra Pradesh. Read moreCher turns 75: Zendaya to Dua Lipa, celebrity red carpet looks inspired by CherThe Goddess of Pop, Cher, turns 75 today, and of the many laurels associated with the Oscar winner, being a fashion icon is right at the top. Read moreHow to tackle Black Fungus? Dr Faheem Younus answersIn this episode of On The Record, infectious diseases expert from the University of Maryland, Dr Faheem Younus explains how one can tackle Black Fungus. Watch||https://www.hindustantimes.com/india-news/news-updates-from-ht-delhi-hc-asks-centre-for-affidavit-on-anti-black-fungus-drug-and-all-the-latest-news-101621521317142.html
20-05-2021||India||‘India-China ties at crossroads... tensions continue on LAC’: Jaishankar||The India-China relationship is at the crossroads and New Delhi cannot think of cooperating with Beijing in other areas as long as tensions continue on the Line of Actual Control (LAC), external affairs minister S Jaishankar said on Thursday.The external affairs ministry too said the process of disengagement of Indian and Chinese troops at friction points in Ladakh sector remains “unfinished” and the full restoration of peace and tranquillity in border areas alone will lead to progress in bilateral ties.Jaishankar’s remarks, made during a virtual interview at the FT-Indian Express webinar, came in the wake of calls by the Chinese leadership for setting aside the border standoff that began a year ago and focusing on cooperation in other areas such as trade and investment.He accused China of moving away from the consensus on stabilising the border, which emerged from former prime minister Rajiv Gandhi’s groundbreaking visit to China in 1988. This consensus led to important border agreements in 1993 and 1996 that created three decades of peace and tranquillity on the LAC, he noted.“I think the relationship is at a crossroads and which direction we go depends on whether the Chinese side would adhere to the consensus, whether it would follow through on the agreements which we both have done for so many decades,” Jaishankar said.“Because what is very clear in the last year is that border tensions cannot continue with cooperation in other areas,” he added.Jaishankar pointed out it took 26 years for the two sides to recover from the fallout of the border war of 1962 and to forge consensus on the handling of the LAC, including two border agreements.“Those agreements essentially stipulated that you wouldn’t bring large armed forces to the border and that peace and tranquillity on the LAC would be observed, there would be no attempt to change the status quo unilaterally. What we saw last year was actually China departing from the 1988 consensus,” he said.“If you disturb the peace and tranquillity, if you have bloodshed, if there is intimidation, if there is continuing friction at the border, then obviously it is going to tell on the relationship,” he added.Twenty Indian soldiers and at least four Chinese troops were killed in a brutal clash in Galwan Valley last June, the first incident involving fatalities along the LAC in 45 years. The two sides pulled back frontline troops from the north and south banks of Pangong Lake in February but the disengagement process stalled soon after despite more rounds of military and diplomatic talks.When external affairs ministry spokesperson Arindam Bagchi was asked about the situation on the LAC at a weekly news briefing, he replied that Jaishankar had told his Chinese counterpart Wang Yi in their most recent conversation on April 30 that “while the process of disengagement had commenced earlier this year, it remained unfinished”.Jaishankar had emphasised this process should be completed at the earliest, Bagchi said. “Full restoration of peace and tranquillity in the border areas would enable progress in this bilateral relationship,” he added.The two sides had agreed to maintain stability on the ground and “avoid any new incidents”, and India expects that neither side would take “any action that is not in keeping with these understandings,” Bagchi said.Jaishankar also told the webinar that India’s interest extends from deep into the Indo-Pacific region to Africa and Europe, and that the country’s growing relationship with the US shouldn’t be viewed through a Cold War prism. The Quadrilateral Security Dialogue or Quad, he said, brings together countries with a growing degree of comfort with each other and a shared interest in global and regional challenges such as connectivity, maritime security, resilient supply chains and vaccines.“Today, the Quad fills a gap which cannot be addressed simply by four bilateral relationships aggregated, and a multilateral or regional structure which isn’t there. Something has to fill that space [and the] Quad helps to fill the gap,” he added.||https://www.hindustantimes.com/india-news/indiachina-ties-at-crossroads-tensions-continue-on-lac-jaishankar-101621524105195.html
20-05-2021||India||Himanta Biswa Sarma floats crowdfunding campaign to help keep ‘free vaccine’ pledge||Assam chief minister Himanta Biswa Sarma on Thursday appealed to the state’s residents to donate money to help the state fund Covid-19 vaccines for people in the 18-44 age group.Sarma estimated the government would have to spend ₹800 crore to vaccinate nearly 12 million residents in this age bracket and hoped the donations would raise about ₹100 crore. “I appeal to the state’s residents to make the ‘gift a vaccine’ campaign a mass movement. Gifting a vaccine is like giving life to someone. While two doses of Covishield cost ₹600, the same for Covaxin costs ₹800. People can give amounts equal to one dose or more depending on their financial capacity,” he said.Sarma’s Bharatiya Janata Party had promised free vaccines to people in the run-up to the state elections.The Centre only provides free Covishield and Covaxin doses to vaccinate those above 45 years. State governments have to bear the cost of vaccinating residents in the 18-44 age category. It is a promise, Sarma said on Thursday, that his government will deliver on irrespective of how the crowdfunding campaign shapes out. A similar appeal for donations for Covid-19 relief last year had yielded ₹119 crores in the Arogya Nidhi bank account set up for this purpose by the state government.“All of that amount would be used to procure vaccines. On top of that, I will hand over ₹50 crore from the CM’s Relief Fund to the health department to buy vaccines,” the chief minister said.The chief minister said the state government has vaccinated over 3.5 million people till now. The state has the capacity to vaccinate nearly 100,000 people daily, but because of the scarcity of vaccines, the government is vaccinating only 50,000 people daily. But vaccines will be more easily available in coming months Sarma asked the public to send their contributions to the Arogya Nidhi bank account set up last year to collect funds for Covid19 relief or even the CM Relief Fund.He said Reliance Industries Limited has contributed ₹15 crore for Assam’s vaccination fund and several other organisations have pledged to donate a day’s salary of their employees or substantial sums for the initiative. “We hope to collect nearly ₹100 cr from the campaign. The government’s commitment to provide free vaccines for all still stands and irrespective of how much funds we are able to generate from the public, our vaccination drive will continue unabated,” said Sarma. On Wednesday, Assam recorded 6,143 new cases and 89 deaths. At present, the state has nearly 48,000 active Covid19 cases. The chief minister said while Assam’s Covid-19 situation hasn’t seen a significant improvement - the state still has 48,000 active Covid-19 cases and recorded 6,143 new cases on Wednesday - he saw the decline in the positive rate from 9% to 6% as a good sign.||https://www.hindustantimes.com/india-news/himanta-biswa-sarma-floats-crowdfunding-campaign-to-help-keep-free-vaccine-pledge-101621523804638.html
20-05-2021||India||Shortage of black fungus drug Amphotericin B to be resolved soon, says Centre||The shortage of Amphotericin B, the drug required to treat mucormycosis, will be resolved soon as the government has given new drug approval to five more companies to produce this drug, Union minister of state for chemicals and fertilisers Mansukh Mandaviya said on Thursday. "The existing pharma companies have already started ramping up the production. Indian Companies have also placed orders for importing 6 lakh vials of Amphotericin B. We are leaving no stone unturned to smoothen the situation," the minister tweeted as the Centre asked all states and Union territories to make black fungus or mucormycosis a notifiable disease under the Epidemic Act.Mucormycosis: A rare infection being found commonly in Covid patientsAmid the raging second wave of the Covid-19 pandemic, the emergence of mucormycosis, a fungal infection which can affect the eyes and the brain, has thrown a bigger challenge to states as there has been a sudden rise in the number of cases.At Delhi's AIIMS, the number of mucormycosis cases has surpassed the three-digit mark, head of the neurology department Prof MV Padma Srivastava said on Wednesday.Make Mucormycosis a notifiable disease under epidemic act, urges CentreAs PM Modi interacted with the health ministers of several states on Thursday, Maharashtra health minister Rajesh Tope told him that at present black fungus the major concern for Maharashtra as the state is gradually recovering from the second wave of the Covid-19 pandemic with a steady decline in the positivity. But 90 people have died of mucormycosis in the state, Tope has said. The Delhi government too is setting up dedicated centres for the treatment of black fungus at three government hospitals.Watch: How to tackle Black Fungus? Dr Faheem Younus answersWhy mucormycosis is being considered as a bigger threat than Covid-19 nowWhile for the past year, states prepared their healthcare infrastructure to treat Covid-19, the emergence of mucormycosis caught many states unawares as states have been focussing on ramping up Covid-19 treatment so far. Mucormycosis is also not a new infection as experts have said that this infection was reported after 2003's SARS outbreak too. But this time the outbreak has been rapid and Covid-19 treatment is being partially blamed for the surge. use of steroids in Covid-19 cases, when not necessary, is weakening the immune system of the patients, while an unchecked blood sugar level is worsening the situation, experts have said.||https://www.hindustantimes.com/india-news/shortage-of-black-fungus-drug-amphotericin-b-to-be-resolved-soon-says-minister-101621520914634.html
20-05-2021||India||After black fungus, reports of white fungus infections surface. What we know so far||Mucormycosis or black fungus cases in India are on a massive surge. After coronavirus disease (Covid-19), the biggest healthcare concern is the fungal infection for India presently. The Central government on Thursday urged the states and Union territories (UTs) to make black fungus a notifiable disease under the Epidemic Diseases Act, 1897. A notifiable disease requires the medical practitioners to notify the government about the disease in a prescribed format within three days or 24 hours, in case of urgency.Also read: Delhi HC asks Centre for affidavit on Amphotericin-B, an anti-black fungus drugHowever, a new threat is an emerging white fungus that is concerning medical experts. Though there has been no official confirmation about such cases, various media reports claimed Bihar has reported around four cases of white fungus, which according to the health experts is more dangerous than Mucormycosis. Director general of the Indian Council of Medical Research, Dr Balram Bhargava on Thursday said the colour of the fungus depends on its growth. Fungal infections are common when there is dampness, Dr Bhargava said, without specifically mentioning anything about white fungus.All what has been reported about white fungusWhite fungus is being suggested to be more dangerous than black fungus by health experts as it can affect other parts of the body like skin, stomach, kidney, brain, private parts and mouth besides lungs, according to the reports.Not much evidence has been found of the white fungus spreading to other states, but experts feel that it can be as virulent as the virus, as per the reports. The mortality rate of white fungus is currently unknown.The patients infected with white fungus showed Covid-like symptoms, however, were tested negative. The medical experts believe an HRCT scan may be required to trace the fungal infection, as the reports claimed.Also read: Cases of black fungus on the rise in Andhra PradeshAn HRCT scan is an additional diagnosis done in patients suffering from severe Covid-19.Much like Covid-19 and black fungus, people with low immunity, pre-existing medical issues, people with diabetes and people on or using steroids are at a high risk of contracting the infection, according to the reports.||https://www.hindustantimes.com/india-news/after-black-fungus-reports-of-white-fungus-infections-surface-what-we-know-so-far-101621515569667.html
20-05-2021||India||ULFA-I to release abducted ONGC employee after Himanta Biswa Sarma’s appeal||Guwahati: Banned United Liberation Front of Asom-Independent (ULFA-I) on Thursday said it will release Ritul Saikia, an employee of Oil and Natural Gas Corporation (ONGC) abducted from Assam last month, within the next four days.The outfit’s move came minutes after Assam chief minister Himanta Biswa Sarma made an appeal at a Press conference to ULFA-I chief Paresh Baruah. “Saikia’s parents, his wife and infant son are very distressed since his abduction. As an Assamese, it is my humble request to Paresh Baruah to release him at the earliest,” Sarma said.ULFA-I chief responded minutes later.“I heard the CM’s responsible appeal on TV and in response, ULFA-I assured the release of Saikia in a matter of days. It should take 3-4 days for him to be reunited with his family,” Baruah told NEWSLIVE, an Assamese news channel, over phone from an undisclosed location.Saikia, a junior engineer assistant, was abducted along with two colleagues, Mohini Mohan Gogoi (junior engineer assistant) and Alakesh Saikia (junior technician), from ONGC’s workover rig site in Sivasagar district of Assam on April 21.Alakesh Saikia and Mohini Mohan Gogoi were rescued three days later by security forces from Nagaland, close to the Indo-Myanmar border, in a joint operation.On Tuesday, Baruah had confirmed that Saikia was still in the outfit’s custody and was safe.Himanta Biswa Sarma has said Saikia was being kept at a location in Myanmar close to the border with India.Chief minister Sarma said he considers reports of ULFA-I chief’s promise as a positive step. “But I will be able to give a formal response only after I hear what Baruah has said,” he said.Soon after the abduction, ULFA-I had issued a seven-point list of demands to three major oil companies, ONGC, Oil India Limited and Indian Oil Corporation Limited that included a demand for 95% quota in jobs for indigenous residents of Assam.The chief minister appeared to respond to this demand at his Press conference on Thursday, underlining that people often forget how Assam benefited due to the petroleum companies. The state earns ₹18,000 crore from the oil sector annually and anyone who wants the sector to contribute more to Assam should hold discussions with the state government which can raise it with the Centre. “As the CM, it will be my government’s task to ensure that these companies do more for the state in coming years,” he added.“If this sector is targeted, our state’s economic backbone will be broken,” said Sarma.The banned insurgent last week announced a three-month unilateral ceasefire and suspension of all operations citing the Covid-19 pandemic.||https://www.hindustantimes.com/india-news/ulfai-to-released-abducted-ongc-employee-after-himanta-biswa-sarma-s-appeal-101621519424716.html
