---||Lucknow||Uttar Pradesh CM is ‘panna pramukh’ in Gorakhpur City’s booth||LUCKNOW: Chief minister Yogi Adityanath is the `panna pramukh’ (in charge of a page in a voter list) for booth No 246 in the Gorakhhpur City Vidhan Sabha constituency, where he is registered as a voter himself. Being the panna pramukh he will reach out to those voters who have their names on the same page with him. He will not be the only panna pramukh for that booth because the voter list may be long. Depending on the number of pages the voter list has, there will be one panna pramukh for every page. In that case, a booth may have multiple panna pramukhs whose ultimate job will be to sway the voter in the party’s favour by telling them about the welfare schemes of the BJP government at the centre and in the state and other achievements that brought laurels for the country, nationally and internationally. “If there are more than one party functionaries who have their names figuring on the same page of the voter list, the senior most will have the responsibility,” said a party functionary. A page of the voter list has about 60 names and that will add up to around 12 families. Like chief minister Yogi Adityanath, every MP, MLA and office-bearer of the party will be a panna pramukh for the booth where he is registered as a voter. In Gorakhpur, former Union minister and MP Shiv Pratap Shukla, MLA Dr Radha Mohan Das Agrawal and mayor Sitaram Jaiswal are also the panna pramukhs for the booths where they are registered as voters. At a time when most of the political parties in the state are trying to reach out to voters and it’s the lack of an organizational set-up that might make it a little difficult for them to do so, state BJP has its vast army of foot soldiers, elected people’s representatives and popular leaders of the national stature as its biggest strength. The party has a strength of 50 lakh `panna pramukh’ in a state which has around 1.6 lakh booths. With that, the state BJP will go to forge a man-to-man, door-to-door connectivity with voters. The party’s’main bhi panna pramukh’ campaign was launched on October 8 when the state party president Swatantra Dev Singh assumed the responsibility for his booth to start the campaign. The state BJP, which has already gone micro in its election strategy since 2014, has harped big time on panna pramukhs. “Prior to this, panna pramukhs were appointed a few days ahead of the elections and it was never with such a bang,” said the party leader. It was decided in the executive committee meeting of the state BJP held in March that panna pramukh will be a permanent appointee. A panna pramukh is a booth level functionary. Each of them have been verified by the party. And, they will have a key role in the party’s membership drive which might be started soon to add new members. As part of its micro-management and micro-planning, the state BJP has made booth the centre of its focus. The party is appointing key functionaries at the booth level besides having a 21-member booth level committee at every booth.||https://timesofindia.indiatimes.com/city/lucknow/uttar-pradesh-cm-is-panna-pramukh-in-gorakhpur-citys-booth/articleshow/87230538.cms||Neha Shukla
---||Thane||Maharashtra: One dead, two injured after building slab collapses in Ulhasnagar||ULHASNAGAR: One person died and two suffered minor injuries after slab portion of a building collapsed in Ulhasnagar on Saturday night. The fire brigade team rescued one person from the debris of slab portion of Paras building while two persons who suffered minor injuries were shifted to Central hospital in Ulhasnagar. One was declared dead. The incident took place on Saturday at 10.30pm in Gandhi Nagar area in Ulhasnagar-5 when five storied building's fifth floor based bedroom side portion of slab collapsed on fourth floor based room. Yuvraj Bhadane, public relation officer of Ulhasnagar Municipal Corporation said, "Upon learning about incident, the fire team immediately rushed to the spot and after rescuing other residents they sealed the building". The building has 15 flats and 4 shops.||https://timesofindia.indiatimes.com/city/thane/maharashtra-one-dead-two-injured-after-building-slab-collapses-in-ulhasnagar/articleshow/87230586.cms||Pradeep Gupta
---||Goa||AAP party of lies, no leadership change in Goa: BJP||PANAJI: Reacting to Aam Aadmi Party’s (AAP) statement on leadership change in Goa, state BJP president Sadanand Shet Tanavade on Saturday ruled out any leadership change. “No leadership issues were discussed during the party meeting in Delhi and discussions were only on party preparedness for elections,” Tanavade said, adding, “AAP wants to create confusion in the minds of people.” Stating that AAP is a party of lies, Tanavade said, “AAP has always lied to the people of Delhi and they think if they do it in Goa, Goans will believe them.” AAP’s deputy chief minister of Delhi Manish Sisodia is briefing the media in Delhi about the BJP meeting and not in Goa. “If I had to brief the media after returning from Delhi then people would have believed,” he added. Tanavade said that even if Sisodia comes and addresses press conferences in Goa, there will be no impact on BJP karyakartas as well as people of the state. “AAP is an opposition party and to remain in the limelight they make such statements.” He said that BJP national president J P Nadda and home minister Amit Shah have told the people of Goa what they have to say on leadership. “No political party takes a decision on leadership change three months before the elections. It may be happening in AAP and they must be changing,” he added. Apart from election preparedness, Tanavade said, the central leaders also discussed and finalised various committees for the upcoming elections.||https://timesofindia.indiatimes.com/city/goa/aap-party-of-lies-no-leadership-change-in-goa-bjp/articleshow/87230630.cms||Murari Shetye
---||Chennai||Tamil Nadu: Auto driver gets 20 years jail for raping minor girl||TIRUNELVELI: An autorickshaw driver, who was found guilty of abducting a 16-year-old girl with the promise of marrying her and raping her repeatedly, was sentenced to 20 years imprisonment by the special court for exclusive trial of cases under the Protection of Children from Sexual Offences (Pocso) Act on Saturday. Special public prosecutor of the court said that the girl, a school dropout, is from a village near Ambasamudram in Tirunelveli district. The accused was 27 years old when the incident took place in November 2016. The girl’s parents used to leave the house early in the morning to run their eatery, leaving the minor alone at home. The girl went missing from her house on November 14, 2016, and her parents lodged a complaint with the police. During inquiry the police came to know that she was abducted by the auto driver with the promise of marrying her. “He took her to a lodge in Tirunelveli where they stayed three days, before he took her to Mumbai for a few days and back to his sister’s house in Tirunelveli. He raped her in all these places on multiple occasions,” the special public prosecutor said and added that the case had a few challenges during the trial phase. The case of girl missing registered based on the complaint lodged by her parents was altered to section 366 (kidnapping, abducting or inducing woman to compel her marriage, etc) of the Indian Penal Code and 5(l) (committing penetrative sexual assault on the child repeatedly) read with 6 (punishment for aggravated penetrative sexual assault) of the Pocso Act. On completion of the trial, the special court awarded him 20 years imprisonment under the Pocso Act and three years to be served concurrently as he was found guilty under section 366 IPC. A fine of 20,000 was also slapped on him, failing to pay which would result in extension of the jail term by a few months. (The victim's identity has not been revealed to protect her privacy as per Supreme Court directives on cases related to sexual assault)||https://timesofindia.indiatimes.com/city/chennai/tamil-nadu-auto-driver-gets-20-years-jail-for-raping-minor-girl/articleshow/87230658.cms||---
---||India||Join fight against terror, Amit Shah urges Jammu and Kashmir youth||SRINAGAR: Home minister Amit Shah reached out to the youth of Jammu and Kashmir on Saturday, asking them to join the fight against terrorism and take advantage of the opportunities that have opened up because of the Modi government’s development push. “The 45,000 youth present here have to work to end terrorism, you have to be peace and development ambassadors and take the message to the youth of Jammu and Kashmir that this (terrorism) is not the way to end our life,” Shah said on his first visit to Srinagar after the nullification of special status for the erstwhile state of J&K, which is now a Union Territory. Read AlsoTargeted killings focus of Shah meet in Jammu &amp; KashmirSRINAGAR: Union home minister Amit Shah asked officials during a security review in Srinagar on Saturday about the targeted killings of minority community members and migrant labourers despite the heavy security arrangements in Kashmir Valley, official sources said. The killings have spread fearShah said he wants a friendly bond with the youth as they are the future of the nation. He, however, struck a firm note while referring to the change in the status of J&K. “August 5, 2019 will be written in golden letters. It was the end of terrorism, nepotism, corruption... J&K youth has to contribute to the development of the UT. It is their responsibility… The day will come when J&K will contribute a lot to the country.” Shah slammed the political parties in J&K for their criticism of the changes in the constitutional arrangement in August 2019, saying they were upset because of the loss of their political hegemony. “Those who are making a noise are doing so because jamhooriyat (democracy) has come out of the custody of three families and it now belongs to the poor,” Shah said while taking a dig at the Gandhis, Abdullahs and the Syeds. The minister, who addressed members of youth clubs from different regions in J&K via video link, said that contrary to the allegations of the political families, democracy has been broadened under the new dispensation, with the panchayat polls giving youth a share in decision-making. “With the introduction of the three-tier panchayat system, the youth of J&K have the biggest opportunity, only the youth of the village can become panch, sarpanch and district panchayat members. They can also become MLAs and MPs, even CM.” “What did 70 years of jamhooriyat give, 87 MLAs, six MPs and three families? Prime Minister Modi has ensured the election of 30,000 representatives in such a short time,” he said. Shah, who also inaugurated a flight between Srinagar and Sharjah over a video link, justified the suspension of the internet, curbs on mobile telephony and long spells of curfew in the wake of the nullification of Article 370 and the elimination of Article 35A, saying they helped save the lives of thousands of youth. He said that those who questioned the curfew and communications blackout “don’t know how many lives would have been lost”. “The decision was questioned on so many platforms but they helped save lives,” he said as he reiterated the promise to restore statehood after the delimitation exercise was completed and elections held. He debunked the view that the end of J&K’s special status would give a fillip to terrorism, something that has gained currency in certain quarters after the targeting of outsiders, non-Muslim locals, police personnel and BJP workers. “Some people claimed that terrorism will increase. The fact is that it has come down and stone-pelting is not to be seen anywhere,” he said, ruling out a repeat of the situation in the 1990s when terrorism was rampant. “We will deal strictly with those who want to disturb the peace of J&K,” he said. Shah claimed that the youth have responded well to initiatives taken after the Modi government took charge of the UT. “The youth of Kashmir, who until two-and-a half years ago would be in the news only because of stone-pelting, terrorism and violence, are talking about development, employment and educational scholarships,” Shah said, contrasting the situation in Kashmir with that prevalent in PoK. “No other state has such an attractive industrial policy and that is why Rs 12,000 crore investment has come in after the new policy was rolled out. This when the state had got a total Rs 5,000 crore in the seven decades since Independence. I am sure that by 2022 the state will cross the Rs 50,000-crore mark,” he said. Shah said that three families had ruled J&K for 70 years. “Why were 40,000 people killed during their reign? Is there any explanation to those killings,” Shah asked.||https://timesofindia.indiatimes.com/india/join-fight-against-terror-amit-shah-urges-jammu-and-kashmir-youth/articleshow/87230695.cms||M Saleem Pandit
---||Mumbai||Ready for a lavish meal on a train in Mumbai?||Bollywood has had a long-standing romance with trains — remember 'The Burning Train', 'Coolie' and the unforgettable iconic moments from 'Dilwale Dulhania Le Jayenge'? Mumbai’s local trains, too, are part of the city’s history and are considered the lifeline of the city. Well, now you can immerse yourself in Mumbai’s rail-gaddi experience, without chugging along from one station to the next. Mumbaikars can hop onto a train at Chhatrapati Shivaji Maharaj Terminus (CSMT) for a relaxed meal, a dinner date or a fine-dining experience. The city now has a train-restaurant, which like its name, is an actual train bogie converted into a restaurant. It is quaint, promises a new kind of fine-dine and takes the term ‘meals on wheels’ to a new level. We hopped aboard and tucked into the experience… Docked near platform 18 at CSMT, the restaurant faces a beautiful heritage gullyThe restaurant is located at Heritage Gully, opposite platform 18, Chhatrapati Shivaji Maharaj TerminusThe ‘restaurant on wheels’ as it’s called, was launched a few days ago. It’s nestled in an ideal docking station, too. The restaurant coach mounted on rails is located at the Heritage Gully, opposite platform no 18, Chhatrapati Shivaji Maharaj Terminus (CSMT). The bright yellow train is hard to miss and has a bunch of emblems on it that are all things Mumbai — from the Bandra-Worli Sea Link, Gateway of India, Taj Mahal Palace and more. And guess what, you can walk-in 24X7! Shivaji Sutar, Chief PRO, Central Railway, says, “This the first-of-its-kind of restaurant in Mumbai at CSMT and we look forward to Mumbaikars enjoying the experience of dining in a rail coach. The Railways had come with this concept initially in the Eastern Railway Zone at Asansol, West Bengal. We got a huge response and thought why not use these discarded bogies and convert them into a restaurant on wheels. We also had ample space near platform 18, which has a beautiful heritage gully — with old locomotive wagons, printing press, etc. So, people can have a meal at the restaurant and take a look at all this too.” He adds, “The plan is to have more of these restaurants in the Mumbai Metropolitan Region region — Mumbai and its surrounding area. Locations have been identified at Lokmanya Tilak Terminus, Nerul and two more near the ghat section and at Igatpuri.” Dabbawalas to kaali-peelis are a part of the decorThe decor of the restaurant includes all the elements that Mumbai is known forThe restaurant has a varied menu from Maharashtrian to South Indian, Chinese and Punjabi as well as missal, vada pao from a takeaway section. Sharing details about the train restaurant, co-manager Sandip Khandare, said, “We hired a designer and got the fans and chairs to give it the authentic look of a railway carriage. There’s trivia on the wall that was given to us by the Railways as well as motif of a dabbawala, food stalls and kaali-peelis — all the elements that Mumbai is known for.” For now, the restaurant is one bogie and accommodates 40 people. Adah Sharma checks out the menu'Commando' actress Adah Sharma, who dropped by the restaurant, totally loved the place. “A train restaurant adds such a fun element to eating out. I loved the idea. This experience made me feel like I’m Raj to my own Simran,” she said. ‘This place could evoke nostalgia’For those who love history, the idea is charming. Deepak Rao, Mumbai-based historian and researcher, shares, “Trains and dining have always had an attachment with Mumbaikars — for my group of friends, travelling to Pune in that morning group on the train and having baked beans on toast and sandwiches, was staple. If you see the history of railways, they had a restaurant at CSMT way back in the 1940s-50s called Brandon’s. It could be a novel idea to have such a train restaurant as nightlife slowly opens and people step out; we have to see how it works.” Food writer Kalyan Karmakar, adds, “I remember going to a train carriage-themed restaurant in Delhi in the early ’90s and found it most exciting. What’s more wonderful in this case is that actual bogies have been used. A lot of the fine-dine audience today doesn’t travel that frequently by trains, so this could evoke nostalgia. An added advantage is that it will draw people to CSMT and help showcase its architectural magnificence.” About the restaurant The restaurant coach mounted on rails is located at the Heritage Gully, opposite platform no 18, CSMT. It has been made using a discarded rail coach. It can accommodate 40 patrons inside the coach with 10 tables. What’s coming up...Railways has plans to explore the possibility of opening similar restaurants at Lokmanya Tilak Terminus, Kalyan, Nerul, Lonavala and Igatpuri.||https://timesofindia.indiatimes.com/city/mumbai/ready-for-a-lavish-meal-on-a-train-in-mumbai/articleshow/87230528.cms||Ismat Tahseen
---||India||Good judicial infrastructure has always been an afterthought, says CJI||NEW DELHI: Holding that financial autonomy and adequate infrastructure for the judiciary are essential to make the system more effective, Chief Justice N V Ramana on Saturday urged the Centre to clear his proposal to set up a National Judicial Infrastructure Authority, a statutory body that will take care of the needs of the judiciary. The CJI, who was inaugurating the annexe buildings for the Bombay high court’s Aurangabad bench, said the present system of “ad-hoc and unplanned” manner of dealing with the judiciary’s infrastructural needs has to be done away with. He buttressed his pitch by saying that an effective and efficient judiciary could also “aid” in the effective growth of the economy and also in attracting foreign investment, as well as that a state-of-the-art judicial infrastructure will mark the “best gift” to the people at the time of the build-up to the 75th anniversary celebrations of independence. “Good judicial infrastructure for courts in India has always been an afterthought. It is because of this mindset that courts in India still operate from dilapidated structures, making it difficult to effectively perform their functions. Judicial infrastructure is important for improving access to justice and meet the growing demands of the public that is more aware of its rights and is developing economically, socially, and culturally. It is baffling to note that the improvement and maintenance of judicial infrastructure is still being carried out in an ad-hoc, unplanned manner,” he said. The CJI said courts are hamstrung by constraints of insufficient infrastructure as there are 20,143 court halls (including 620 rented ) for 24,280 judicial officers. Only 5% of court complexes have medical facilities and 73% of court rooms have no video-conferencing facility. “If we want a different outcome from the judicial system, we can’t continue to work in these circumstances. An integral aspect, in this regard, is the financial autonomy of the judiciary. I have, therefore, sent a proposal for the establishment of the National Judicial Infrastructure Authority to the ministry of law and justice, and I am hoping for a positive response soon. I urge the minister of law and justice to expedite the process and ensure that the proposal to create the National Judicial Infrastructure Authority with statutory backing is taken up in the upcoming Winter Session of Parliament,” he said. The CJI said institutionalising the mechanism for augmenting and creating state-of-the-art judicial infrastructure is the best gift that we can think of giving to our people and our country in this 75th year of our Independence. Pointing out that it took almost a decade to complete the buildings, he said, “This is not the fault of any institution or organ of the state but is emblematic of a deeper structural problem that has plagued judicial infrastructure development in our country since independence.”||https://timesofindia.indiatimes.com/india/good-judicial-infrastructure-has-always-been-an-afterthought-says-cji/articleshow/87230992.cms||Amit Anand Choudhary
---||India||Plan to split Pakistan began in 1965: Senior Navy officer||BENGALURU: Vice-Admiral Anil Kumar Chawla, flag officer commanding-in-chief, Southern Naval Command, said here on Saturday that India had begun thinking of separating East Pakistan from West Pakistan from 1965 though it actually happened in 1971. Chawla’s remarks came at a conclave at Air Force Station Yelahanka celebrating the golden jubilee of the 1971 India-Pakistan war victory. Quoting “declassified” documents that he said were enough to show this, Chawla said: “The thinking started actively after the 1965 war, of how to separate East Pakistan from West. The principal reason was ISI’s interference in northeast insurgencies, particularly arming and training of Naga rebels in the Chittagong hill tracts. We used those lessons when we trained the Mukthi Bahini.” However, he said, India was weak then as Congress had split and Indira Gandhi had barely held on to become prime minister. “She was called ‘Goongi Gudia’ by the opposition, which didn’t expect her to last long,” he said, adding that in Pakistan Yahya Khan had taken over from Tikka Khan in 1969. “He (Yahya) actually started this whole story by dissolving the “one unit geopolitical programme” of 1954, by which entire Pakistan was considered one wing to offset the population superiority of East Pakistan, and called for elections in 1970,” Chawla said. Pointing out that the 1970 elections were the first one-person, one-vote elections in Pakistan, he said Indira Gandhi called for elections one-and-a-half years ahead of the scheduled February 1971 polls. “Yahya was very firmly entrenched and Gandhi was on a weak wicket. It suddenly changed in December 1970 when Sheikh Mujibur Rahman won 160 seats in East Pakistan and Bhutto only 81 in West Pakistan. Rahman was the natural successor to the prime ministership,” he said. Stating that the thinking in 1965 was nascent, Chawla inferred that the January 30, 1971 hijacking of an Indian Airlines aircraft to Lahore by Kashmiri separatists may have been a trigger. “The government of India stopped overflight facilities, preventing them from rearming in East Pakistan. They had to fly over Colombo, which was difficult and expensive. Also, Rahman winning elections and not being allowed to be PM started unravelling the whole plot. In March, once Rahman declared independence, India entered the war in April 1971,” Chawla said. He added that the comprehensive Indian response included clandestine operations to sabotage shipping in East Pakistan. “It was not just inter-service collaboration, it was the entire government approach under astute leadership. On March 7, Indira Gandhi won a landslide victory that strengthened her position. Several things fell into place and she came to be called the ‘Durga of India’,” he said. “While we go over individual battles, the most important thing is the immutable principles of war, which almost perfectly followed in 1971. Whether this is being done today or not is for us to judge, but the adversaries are different. Warfare is different and technology has changed everything. We need to look ahead and remember that adversaries, the geopolitical situation, and technology are evolving at an ever faster pace," he said.||https://timesofindia.indiatimes.com/india/plan-to-split-pakistan-began-in-1965-senior-navy-officer/articleshow/87231042.cms||---
---||India||Rising cases in Bengal, Assam hint at post-festival Covid spike||NEW DELHI: At least three states in the country, led by Bengal, have started showing signs of a spike in Covid-19 infections after Durga Puja/Dussehra celebrations last week, although in absolute terms the numbers are not big so far. Bengal reported 974 fresh cases of the virus on Saturday, the highest single-day count in the state in over three months since July 10 this year. The daily case count in Bengal has been over 800 in the past four days. The other two states witnessing a rise in cases this week are Assam and Himachal Pradesh. Read AlsoThis festive season is differentWith four major festivals falling in the next two and half months — Eid, Diwali, Gurpurab and Christmas — the Centre has sounded a cautionary note against a resurgence of Covid-19 cases if there was any complacency in observing pandemic protocols. Niti Aayog Member (Health) V K Paul warned that “theIndia on Saturday recorded 15,918 fresh Covid-19 cases, with data from Manipur and Jharkhand not available till late at night. In Bengal, there has been a clear spike in infections this week. In the last seven days, the state has detected 5,560 fresh cases, a 28.4% rise over the previous seven days (4,329). This percentage rise could be an exaggeration since detection of cases was hit during the Durga Puja festival last week. However, even a comparison of the last seven days’ case count with the number three weeks ago (5,038) gives a 10.4% increase in cases. Read AlsoCovid-19: Post Puja Assam records zero death but rising casesThe last time zero death was reported on April 12 but the second wave of Covid-19 was then yet to take on an aggressive form. By the time the second wave touched its peak in the state towards May-end, the highest 92 deaths were reported twice on May 17 and May 25.Meanwhile, Assam has seen a 50.4% spike in fresh cases in the last seven days. The state recorded 2,187 new infections during this period as compared with 1,454 in the seven previous days.  In Himachal Pradesh, the seven-day case count has seen a spurt of 38.4%. The state logged 1,265 cases in the last seven days as opposed to 914 in the previous seven. On Saturday, Himachal Pradesh reported 257 fresh cases, the highest in over a month since 345 cases were reported on September 21. On Saturday, Kerala continued to account for a major chunk of cases in the country, with 8,909 new infections. Maharashtra reported 1,701 fresh cases, followed by 1,140 by Tamil Nadu. Read AlsoFresh Covid cases rise to 244 in Kolkata, doctors call for more testingFresh Covid cases in Kolkata rose to 244 and two deaths were reported from the city on Wednesday. The last 10 days, ever since night restrictions were eased, Kolkata have witnessed 1,665 Covid cases and 22 deaths.There were 159 deaths from the virus reported on Saturday, down from 202 and 231 in the past two days. Kerala recorded 65 deaths, down from 99 on Friday, while Maharashtra reported 33 fatalities, Tamil Nadu 17 and Bengal 12.||https://timesofindia.indiatimes.com/india/rising-cases-in-bengal-assam-hint-at-post-festive-covid-spike/articleshow/87231120.cms||Amit Bhattacharya
---||India||‘More contagious mutant present in low numbers’||MUMBAI: A new mutated form of the Covid-causing coronavirus (AY.4.2) that has caused panic in Europe, as it is presumably more contagious than Delta, is present in India “in very low numbers”, said scientists of the INSACOG network monitoring genomic variations in SARS-CoV-2. AY.4.2 is suspected to be the cause for the exponential rise in Covid-19 cases in the UK, Russia (a lockdown will start in Moscow next week) and Israel in the last week. Scientists say the AY.4.2-related findings still carry a high level of uncertainty, and it is still early to say that this lineage carries higher risk of severe illness and/or death.  On October 21, the US Centers for Diseases Control said it has less than 10 reported case of AY.4.2 in its database so far, but the UK health authorities have found 15,120 cases of VUI-21OCT-01— the other name for AY.4.2 — since it was first detected in July. When contacted, Dr Anurag Agrawal, director at CSIR Institute of Genomics and Integrative Biology (IGIB), said, “AY.4.2 is present in India based on the revised definition, but at very low numbers, less than 0.1%.” IGIB is one of the main laboratories involved in the INSACOG genomic surveillance exercise. Dr Agrawal said further details and exact number of AY.4.2 in India would be available soon. AY.4.2 is a descendant of Delta variant, which has so far been considered the most dangerous form of the SARS-CoV-2 virus.||https://timesofindia.indiatimes.com/india/more-contagious-mutant-present-in-low-numbers/articleshow/87231178.cms||Malathy Iyer
---||World||US envoy meets Sudanese leaders to reaffirm support for democracy||CAIRO: A United States envoy underlined Washington's support for a democratic transition to civilian rule in Sudan on Saturday during talks with the head of its ruling council and the prime minister, the US embassy in Khartoum said.  It tweeted that Jeffrey Feltman, special envoy for the Horn of Africa, had also urged all sides to recommit to working together to implement Sudan's constitutional declaration, signed after a 2018-2019 uprising that resulted in the removal of then president Omar al-Bashir.  Feltman met with Prime Minister Abdalla Hamdok, General Abdel Fattah al-Burhan, head of the Sovereign Council, and his deputy General Mohamed Hamdan Dagalo.  Tensions between the civilian and military leaders who now share power have soared in the wake of an attempted military coup in September, which the army said it had foiled.  As an economic crisis deepens, a coalition of rebel groups and political parties have aligned themselves with the military, which has accused the civilian governing parties of mismanagement and monopolising power, and are seeking to dissolve the cabinet.  In response, hundreds of thousands demonstrated in several parts of the Khartoum and other cities on Thursday against the prospect of military rule. Several cabinet ministers took part.  In a statement after the meeting with Feltman, Burhan praised American support for Sudan's transition to democracy and said the military was keen to protect that transition.||https://timesofindia.indiatimes.com/world/rest-of-world/us-envoy-meets-sudanese-leaders-to-reaffirm-support-for-democracy/articleshow/87231197.cms||---
