January 4, 2021||Mysuru||Mysuru's Bahuroopi National Theatre Festival pushed to April||After several months of no activity at all owing to the pandemic, the Rangayana theatre resumed operations, albeit on a much smaller scale with weekend plays called Marali Rangake, about two months ago. The response to the initiative has been quite good, so much so that the the group is considering conducting the annual Bahuroopi National Theatre Festival in April. The festival is usually conducted at the start of the year, either in January or February. Addanda C Cariyappa, director of Rangayana, says, “Although we are more than thrilled with the response to Marali Rangake, in the wake of reports suggesting a second wave of Coronavirus, we have decided to hold on and maybe conduct the Bahuroopi festival sometime in April next year. In fact, a proposal to this effect has been approved by the Ranga Samaja and we have received a grant of Rs 50 lakh from the government for the festival. Wehave already formed committees and are hoping to conduct this edition of Bahuroopi on par with the Dasara festivities and Hampi Utsav.” BHOOMI (EARTH) OR THAAYI (MOTHER) TO BE THEME OF THE FESTIVAL This time around, the authorities are looking at having Bhoomi as the theme of the festival. “The importance of the earth will be focus and looked at from various perspectives. Since the pandemic, people have been increasingly returning to their roots and taking to farming. The feasibility of depending on agriculture during this time of crisis will be touched upon in the festival. We also consider earth as our mother in our culture,so we will have either earth or mother as the theme of the festival. Writer philanthropist Dr Sudha Murty is likely to inaugurate the festival,” he adds. SEVEN HOUR PLAY PARVA TO BE STAGED IN FEBRUARY Parva, the stage adaptation of SL Bhyrappa's novel Parva, will be staged in February. Cariappa adds, “Parva, directed by Prakash Belawadi, and performed by Rangayana artistes, will be staged in February to set the tone for Bahuroopi . The play will be staged thrice in a week, given the reduced seating capacity as per pandemic social distancing protocol. Thereafter, the play will tour the rest of the state and country."||http://timesofindia.indiatimes.com//city/mysuru/mysurus-bahuroopi-national-theatre-festival-pushed-to-april/articleshow/80082968.cms||Vinay Lokesh
January 4, 2021||Bengaluru||A multi-media tribute to COVID-warriors at Bengaluru's Karnataka Chitrakala Parishath||Karnataka Chitrakala Parishath has been bustling with activity for a few days now. Apart from the regular santhes, which are conducted on the premises, students pursuing fine arts, were seen putting up a multi-media art installation on campus. Turns out, this time around, it is a tribute to COVID-warriors. Talking about the installation, Professor Thejendra Baoni, principal, says that it depicts the current times. "Art has the power to convey messages and that is what we are trying to do. This multi-media installation will be in the shape of the Coronavirus," says Thejendra, adding, "The concept behind the installation is to depict what everyone across the world went through in 2020. There was fear, negativity and the whole world stopped. Each rod in the installation depicts humans who want to come out of the situation. Through art we also want to pay our tributes to all frontline workers and COVID-warriors who have worked endlessly during the pandemic. Every year we dedicate one piece of art during Chitra Santhe, this year we have this art installation dedicated to COVID warriors."||http://timesofindia.indiatimes.com//city/bengaluru/a-multi-media-tribute-to-covid-warriors-at-bengalurus-karnataka-chitrakala-parishath/articleshow/80085461.cms||---
January 4, 2021||Mangaluru||Seven die as bus heading to wedding falls into gorge near Mangaluru||MANGALURU: Seven persons, including two children, died and many others sustained grievous injuries after a bus carrying a wedding party toppled near Sullia, 90km from here, around 11.30am on Sunday. The accident occurred at Panathur in Kasargod district of Kerala and 8km from the state border. Of 50 passengers on the bus, about 40 were relatives and friends of the bride. They were heading to Kodagu to attend her wedding with Prashanth, a gram panchayat member, at Karike later in the day. Kerala police said the victims were from Balnadu in Puttur taluk of Dakshina Kannada district. They have been identified as Adarsh, 14; Sumathi, 50; Rajesh, 45; Ravichandra, 49; Shreyas, 13; and Shashidhar Poojari, 43, bus driver. The identity of a woman, whose body has been shifted to Government District Hospital, Kanhangad, Kasargod, is yet to be established. Police sources said the driver, on reaching Panathur, lost control over the vehicle due to brake failure and rammed a roadside tree. In the impact of the collision, the bus veered off the road and fell into a gorge. Six persons died on the spot. The driver succumbed to injuries at a private hospital in Mangaluru. Villagers pulled out every occupant from the mangled bus and rushed them to Pariyaram Medical College, Government District Hospital, Kanhangad, and private hospitals in Mangaluru. The toll is likely to go up as several persons are in a critical condition.||http://timesofindia.indiatimes.com//city/mangaluru/7-die-as-bus-heading-to-wedding-falls-into-gorge-near-mangaluru/articleshow/80086566.cms||---
January 4, 2021||Bengaluru||Bengaluru engineers score big in CAT 2020||BENGALURU: When the results of Common Admission Test (CAT) were announced on Saturday, Bengaluru had its own share of toppers. What was common among them was the fact that many of them were engineers working in private companies in the IT city, with a year or two of experience. Vishesh Garg, who scored 99.99 percentile, hails from Himachal Pradesh, but has been working in a tech startup in Bengaluru for 1.5 years. “I had scored 99 percentile last year. But I had not prepared for the exam and wanted to test what best I could achieve with preparation,” said the NIT Hamirpur alumnus, who later went for coaching with TIME institute in Bengaluru. “I have a knack for speaking, being a team player and not losing my cool when under pressure. In college, I was part of the organising committee of many programmes. A management degree was part of my academic plans,” said Vishesh. Aditya Devalla Sai Satya, a chemical engineering graduate from IIT-Bombay has been with Axis Bank, Indiranagar as a data engineer since 2019. Aditya, who has been working from home since the lockdown, is keen on entrepreneurship. “There are two reasons for wanting to become an entrepreneur. One is to create livelihood opportunities for people. The other is that I’m passionate about football and want to do something around it. I want to make the sport more popular here. I have a vague idea and hope my stint at an IIM will help me pursue the dream,” he said. Aditya secured 99.97 percentile in CAT 2020. For Ankita Agarwal, who comes from Guwahati, entrepreneurship is a long-term dream. Ankita has a percentile of 99.52. Having studied civil engineering at PES University and joined Amazon on graduation, Ankita said her family is into business and she too would like to join the league.||http://timesofindia.indiatimes.com//city/bengaluru/bengaluru-engineers-score-big-in-cat-2020/articleshow/80086667.cms||---
January 4, 2021||Bengaluru||Sandalwood drugs case: Four months on, Aditya Alva & 3 others elusive||BENGALURU: Four months after booking a drug-peddling case with alleged links to Sandalwood, Central Crime Branch (CCB) sleuths are still searching for four suspects named in the FIR. They are cinema producer Shivaprakash, 46, of Nandini Layout, former minister Jeevaraj Alva’s son Aditya Alva of Hebbal Kempapura, Prashanth Raju, 39, of BTM Layout 2nd Stage and Abhiswamy, 31, of Madanayakanahalli. The apex court had last month asked city police not to take any coercive action against Shivaprakash. However, police have been unable to secure him for questioning. Cops said their teams have visited Assam, West Bengal, Maharashtra and Goa in search of the absconding suspects, but all efforts to trace them have been in vain. Police had also searched Alva’s brother-in-law and Bollywood actor Vivek Oberoi’s Mumbai residence and enquired about Alva’s whereabouts. Later, CCB officials issued a notice to Alva’s sister Priyanka instructing her to appear before police. “She did not appear citing Covid-19 till now,” an investigating officer said. Acting on a tipoff that Raju was hiding in West Bengal, a team rushed there, but he escaped.||http://timesofindia.indiatimes.com//city/bengaluru/4-months-on-aditya-alva-3-others-elusive/articleshow/80086670.cms||---
January 4, 2021||India||Covid-19: Experts question vaccine approvals, say key info must be made public||Several experts have raised questions on the approval process of the two Covid-19 vaccines, Covishield of Serum Institute and Covaxin of Bharat Biotech by the drug controller general of India (DCGI). Former president of the International Association of Bioethics, Dr Anant Bhan, pointed out that the only other countries to approve vaccines without making the efficacy data public were Russia and China. "It is important to build confidence in the regulatory process. But here, a lot of clinicians are unsure and they are asking which vaccine actually works. There is no confidence in the way the approvals were done and in a language that seems to be more creative writing than based on any law," said Dr Bhan. Read AlsoCovid: Both vaccines get final nod, first shots to be of CovishieldThe Serum Institute of India’s Covishield is likely to be first shot used in India’s vaccine drive against Covid-19. For Covaxin, the authorisation is in clinical-trial mode, which means that monitoring of recipients will be in the same mode as those taking the trial. Vaccination is likely to beThose who waited for clarification from the briefing by DCGI this morning were disappointed as no questions were allowed after a statement was read out by the DCGI. "In the case of each approved vaccine, there is no information regarding the specific provision of the law under which the DCGI is granting Restricted Emergency Use (REU) approval. Neither has information been provided regarding the conditionalities attached to either approval," said Malini Aisola of the All India Drug Action Network (AIDAN). AIDAN has issued a statement requesting the regulator to make all the data and analyses that were the basis of these decisions publicly available so that they can be independently verified. Read AlsoSix states with 33% of India’s population have 52% cold-chain pointsWhile the union ministry had earlier said the country has 28,932 cold chain points and 85,622 equipment. State-wise data shows that just six states with only a third of India’s population have more than 52% of the cold chain points and nearly 40% of all the equipment. Maharashtra, Karnataka, TamilDr Gangandeep Kang, noted vaccine expert and AIDAN have questioned the claim that Covaxin would work against the UK strain of Covid pointing out that there was no data or scientific basis to back the claim. "What is the local efficacy data on the basis of which the expert committee recommended approval for the two vaccines? It is shocking that while Bharat Biotech is struggling to complete recruitment of volunteers for phase-3 trial, the approval was given. So what did the SEC base the approval on?" asked Dr Amar Jesani, editor of the Indian Journal of Medical Ethics. "We need to wait for at least the early results from that Bharat Biotech phase-3 trial before approval. Yes, there is a pandemic, and we need vaccines. But it is equally important that the public have absolute trust in a vaccine that is approved," said Dr JN Rao, an independent public health physician, researcher, and visiting professor at Staffordshire University.||http://timesofindia.indiatimes.com//india/vaccine-approval-process-opaque-experts/articleshow/80086635.cms||Rema Nagarajan
January 4, 2021||Bengaluru||Bengaluru: Traders welcome move, call for proper support structure||BENGALURU: As Karnataka ushers in a new Bengaluru with shops and retail establishments open 24/7, traders and government agencies aren’t quite sure it’ll work due to the lack of a support system. While welcoming the policy, some traders want better policing as well as a transportation system to ensure it functions well. However, manpower crunch and economic constraints are a stumbling block for the state to meet these expectations. “We have limited staff strength and the decision to allow shops open throughout the night came a little unexpected for us. It all depends on public response. If a few shops open here and there, then it can be managed. If the response is tremendous and nightlife comes alive, then there will be an issue. We will have to see how to augment our strength,{sic}” said Bengaluru city police commissioner Kamal Pant. Another major driving force is Namma Metro. BMRCL spokesperson BLY Chavan said the corporation will weigh its options before extending service timings. At present, the schedule is from 7am to 9pm due to Covid-19 restrictions. Earlier, it was 5am to 11pm. The priority is to restore ridership which has taken a huge hit due to the pandemic. The BMTC looks to be better placed and transport secretary Anjum Parvez said it will do everything possible to ply more buses at night. BMTC is looking at increasing feeder service. “If we want to convert Bengaluru into an international city, there has to be nightlife. While we have night buses on select routes, we’ll increase numbers wherever required. We can start with minibuses and scale up gradually,” said Parvez. Hotels around CBD While there are around 40,000 hotels and 70 per cent resuming operations, only a few hotels around busy areas like the international airport, Majestic, Shivajinagar, Jayanagar, Indiranagar, etc may see some activity.||http://timesofindia.indiatimes.com//city/bengaluru/traders-welcome-move-call-for-proper-support-structure/articleshow/80086913.cms||B V Shiva Shankar
January 4, 2021||Bengaluru||Rs 169-crore Koramangala valley project gets Karnataka govt nod||BENGALURU: The state government has given administrative approval to the Rs 169-crore Koramangala valley development and rejuvenation project (from KR Market to Bellandur Lake) under the Citizens Water Way Project. Koramangala valley is one of the three major valleys that form the city’s natural system for draining runoff rainwater. However, the valleys are now carrying sewage and effluents. The government approval came on December 31. The ambitious project, which is expected to bring about a change in the state of the valley by creating European-style pathway (Church Street model) along the channel, will have pedestrian trails and cycling tracks. The project involves construction of a sewage treatment plant. BBMP commissioner Manjunatha Prasad said the chief minister has shown keen interest in the project and is closely monitoring it. The tender for it will be floated shortly, he added. Meanwhile, Rs 4.2 crore has been sanctioned for BWSSB towards maintenance of sewage treatment plants (STP). According to BBMP officers, one of the most historically significant raja kaluves of the city, the Kormangala stormwater valley, originates at the erstwhile Dharmambudi Lake (now Majestic bus stand) and leads to Bellandur Lake. The primary drain is 11.4km long, while the total network of drains is 28km, including secondary drains. The project will focus on restoring the waterway for the city and encourage the public to use the space for recreation and relaxation.  BBMP said initial field studies and analysis of the raja kaluve have revealed that sewage is flowing freely into the drain. Even as BWSSB is undertaking measures to stop sewage inflow, remaining sewage in the water will be made to flow through dense reed beds and/or constructed wetlands, designed in a manner that is aesthetic, ecologically viable and of low maintenance.||http://timesofindia.indiatimes.com//city/bengaluru/169cr-kmangala-valley-project-gets-govt-nod/articleshow/80086914.cms||---
January 4, 2021||Bengaluru||Multi-level parking at Bengaluru's Freedom Park likely by June||BENGALURU: The multi-level car parking (MLCP), coming up at Freedom Park and dogged by delays, is expected to become operational by June, according to BBMP. Considering Freedom Park is often used for protests, there were several requests to leave the place as it is. “The high court later made it clear that only ground-minus-four basement floors must be constructed and nothing will be allowed to come above the ground level. The design had to be redone, which is another reason for the delay,” a civic body official said. The project was to be completed by 2017 but got delayed because of multiple reasons, including lack of permission to carry out blasts to negotiate the rocky surface on which construction was to happen. When work finally began in 2015, they found that after 10 feet of soil, nearly 67,000 cubic metres were only rocks and boulders. Considering there were several buildings in the vicinity, permission for blasting the boulders was denied. BBMP claims that most of the work, including flooring, plastering and painting, is done and that there are only a few odd jobs left before the MLCP can be operational. The parking facility is being constructed at a cost of Rs 78 crore and can accommodate 550 cars and 500 two-wheelers. “It will be a paid parking system, calculated on an hourly basis, just like the ones at malls or at the airport,” the BBMP official said.  BBMP is confident of unveiling the facility by May-end.||http://timesofindia.indiatimes.com//city/bengaluru/multi-level-parking-at-freedom-park-likely-by-june/articleshow/80086919.cms||---
January 4, 2021||Bengaluru||GP polls help BJP strengthen cadre base in south Karnataka||BENGALURU: BJP’s high-decibel campaign involving national functionaries from across the country for the recent Hyderabad municipal corporation elections (GHDMC) had raised many eyebrows. But the outcome was overwhelming for the saffron party which came too close for comfort of the ruling Telangana Rashtriya Samiti (TRS). Cut to the recent gram panchayat elections in Karnataka: The same intent and fire power were pressed into service with BJP using all its cabinet ministers, MPs and former MLAs to rally its troops for building a cadre base for the future. Though fought on apolitical lines, BJP was the first of the blocks to prepare for GP elections after a resounding victory in the Sira and RR Nagar bypolls. “While it may be an apolitical fight, it was always a give-and-take relationship between those contesting the polls and political parties. They take our help and in turn, give us their base to build the party for future,” said a BJP legislator. While it was always going to be a straight fight between BJP and Congress in Mumbai-Karnataka, Hyderabad-Karnataka and Byalaseema regions, and a one-sided affair in coastal districts, the bigger surprise has come from Old Mysuru region where the saffron wave appears to be getting stronger, much to the concern of the Congress and JD(S) leadership. Such was the seriousness with which BJP contested the GP polls that it identified its own party’s primary membership card holders or their families to contest the elections. Sources said 85 to 90 per cent of BJP-backed candidates were its members, giving them direct access to party resources for the elections. And the numbers claimed by BJP seemed to prove the strategy. According to BJP state general secretary N Ravi Kumar, who was also party in-charge of Old Mysuru region for the GP polls, the party has made inroads into places where it had never dreamt of 10 years ago. BJP has outperformed its own results from 2015 by doubling numbers in Mysuru, increasing presence in Chamarajnagar and denting Congress voteshare in Mandya and Hassan, he said. “In Mandya, a district where our sympathisers had won only three panchayats and 125 seats in 2015, as of December 31, we are in a position to form 40 panchayats and have 817 candidates winning polls,” said Kumar. According to an MLC, BJP has broken into the voteshare of Congress and JD(S) in Old Mysuru region and is in a position to put up a strong fight in the next urban local body polls and 2023 general elections. However, according to political pundits like former media adviser to CM BS Yediyurappa, Mahadev Prakash, the elections are not a mandate for BJP. “While at the outset, BJP may have expanded its footprint in south Karnataka, this election is not a mandate for the party. A lot of money, muscle and political power are involved in GP polls. Voters tend to believe that if they go with the ruling party, then there is a possibility of development,” he said. Insiders believe the victories claimed by BJP in south Karnataka is primarily based on individuals and turncoats like KC Narayan Gowda, ST Somashekar, K Sudhakar and Byrathi Basavaraju who have used their influence to the fullest. “This may go any time,” said one insider.||http://timesofindia.indiatimes.com//city/bengaluru/gp-polls-help-bjp-strengthen-cadre-base-in-south-ktaka/articleshow/80086971.cms||Sandeep Moudgal
January 4, 2021||Business||Need to create environment for more people to come into tax net: PwC India chairman||Sanjeev Krishan, who takes over as the new chairman of PricewaterhouseCoopers in India, believes that the government needs to provide funds for healthcare, sanitation, infrastructure and recapitalisation of institutions in the budget. In an interview, he also tells TOI that there is a need to widen the tax base. Excerpts: What are the biggest challenges for you in your new role?It is an interesting time to be taking over. Even before Covid, the world around us was getting more volatile owing to the disruption caused by age, asymmetry between haves and have-nots, technology and geopolitics. It also has created some sort of a trust deficit for businesses, government and civil society. As a people’s organisation, serving multiple stakeholders, the challenge is how to build trust amongst the various stakeholders. Second, we can only be as successful as our clients can ever be and as they look to come out of the crisis, we need to be able to support them with “outcome” based propositions. Getting prepared for that is the other key challenge, but also an opportunity. How do you differentiate PwC from others since the Big Four are offering the same services?The important thing for us is how we can keep re-inventing ourselves. We should be able to figure out what’s coming next, and accordingly one of our key focus areas would be on being agile and nimble and to be able to adapt to the evolving eco-system. We will continue to invest in our people, upskill them to ensure that they are distinguishable in the marketplace, as that will create greater relevance for us and also help build our brand. The two key areas of upskilling for us would be technology and being able to supplement their depth of conversations with the width so they can do broader business conversations beyond their domains. For the various entities associated with the global network of PwC, which business has grown the fastest and what has contributed to the growth?Advisory has been our fastest growing business and now accounts for over 50% of our revenues. Our Advisory business has four pillars, and each one of them attempts to address the transformation journey Indian businesses are attempting to undertake - The growth agenda is served by management consulting and deals businesses. Today Technology and Digital are the backbone of any growth discussion and our Technology Consulting practice has been a strong pillar for our clients in that journey. Finally, as businesses attempt to go digital, they need to keep abreast of the risks - these include, cyber, regulation and general business risk and frauds. We have threaded these together in response to our clients Transformation journey, and we see a big opportunity in this going forward as well. What are the big challenges for businesses, there seems to be some stress?Stress is in two segments – first is that the mid-corporates may not have strong enough balance sheets to survive the crisis, and while there has been enough liquidity it is possibly not reaching them. Second, certain segments such as the discretionary consumer segments such as hospitality, aviation and other general consumer businesses which are awaiting demand pick up. At the same time, many sectors have seen compression, particularly those serving the capital sectors as well as some parts of the financial services sector, specifically NBFCs. For various reasons, the big have continued to become bigger, not just because of M&A but due to a series of events – demonetisation, GST and others. Even the Insolvency & Bankruptcy Code has enabled further consolidation and the pandemic has in some ways exacerbated the consolidation process. One of the key challenges has been the narrowing of the mid - corporates space; simply put an OEM can possibly survive the crisis, but long-term sustenance would require the entire supply chain and the distribution network to remain strong. They are also very significant job creators, and critical from a societal perspective. You spoke of GST being one of the disruptors. How do you look at the recent developments in terms of limiting tax credits or registration? Do you see a lot more human intervention now, which was not supposed to be the case?That will not be the case. Limiting credit is in line with the initial design of GST and cancelation of registration is meant in cases of continuous non-compliance or fraud. I would like to believe that there is more technology that would have a more prominent role in tax administration in future. With e-invoicing becoming mandatory, there is not going to be a look back. From a governance point of view, to prevent leakages there may be some manual interventions but from a compliance perspective, manual interventions would be minimal. We are too far ahead in the path to turn back. What will be the key issues for the budget?We are not out of the woods yet. In 2021, we will continue to grapple with the pandemic and its aftermath. This would entail more allocations towards healthcare, sanitation, recapitalisation of some institutions and investment and innovation. Infrastructure investments would need to be made to pump prime the economy out of the slowdown. We will need to find money for this and there have been attempts for the government to lighten its balance sheet. Disinvestment will be a big theme and some of the lacunae, particularly on the indirect tax side, once plugged can create avenues for higher revenues. The final thing is how do we enhance the tax base. Despite what has been done, tax collection is still from a narrow set of taxpayers. We need to create an environment for more people to come into the tax net and plugging of leaks using data analytics.||http://timesofindia.indiatimes.com//business/india-business/need-to-create-environment-for-more-people-to-come-into-tax-net-pwc-india-chairman/articleshow/80086834.cms||Sidhartha
