---||Bengaluru||Catch a movie, go mall-hopping, but… you need to be double-vaxxed||Bengaluru is leaving nothing to chance. As the threat of the Omicron variant looms and clusters spike in the state, public spaces and events are allowing only those people who have had both doses of vaccination after temperature checks. Malls turn extra vigilantSince malls are a big draw for crowds, they have been among the first to ensure that they do not allow any breaches. A regional manager of a chain of malls shares, "It starts right from the parking lot and the vehicle checks, where people are reminded of the same. All entry points of the malls have people being checked for their vaccination certificate and temperature. This is to ensure that the smart ones, who think they can slip in, are filtered out. It is important to prevent any further waves and ensure everyone is safe. People have been cooperative." Basavaraju S, a driver who was spotted near a mall in Rajajinagar, told us, "I have had only one dose of vaccination, so I was allowed entry only till the parking lot after a temperature check. The people who employ me had work in the mall." People have tried using others’ certificatesSavitha, who works as a security guard at a city mall, says that they have had instances where people have tried entering using certificates of others, especially in groups. "We have ensured that we take a couple of extra seconds to see the name and age, to ensure there is no repetition or suspicion. We have had instances where we have had a bunch of people using the same certificates trying to enter, which led to us taking more precautions," she points out. Single dose? No entry in cinema hallsThe manager at INOX cinemas, Bengaluru, reveals, "We only issue tickets for people who have a certificate that says they are fully vaccinated. Even portals that allow booking have a pop up that reminds people about this mandate. We have sent back people with just a single dose of vaccination. Since those under 18 don't need vaccination as yet, they are being allowed inside." Clout won’t work at concerts, eventsThe recently held India Cocktail Week was one of the first public events after the scare. A security guard there shared, "We have mandates from the authorities to ensure only people with two doses of vaccination be allowed. There were many who tried to throw some clout and enter without a certificate. We politely denied them entry." Tips to ensure a quick, seamless entry in the mall- Ensure you have a copy of your vaccination certificate handy on your phone - Keep a copy of your government authorised ID proof, just in case - Ensure you have your mask on - Cooperate during temperature checks||http://timesofindia.indiatimes.com//city/bengaluru/catch-a-movie-go-mall-hopping-but-you-need-to-be-double-vaxxed/articleshow/88209390.cms||Sunayana Suresh
---||India||Day before ending farm protest, BKU Ugrahan demands release of activists on Human Rights Day||BATHINDA: A day before ending its yearlong protest against the now repealed farm laws at the borders of Delhi, farmer organisation BKU Ekta Ugrahan, which was once branded as a Naxalite group, demanded release all writers and academics, arrested on “political considerations”, on international Human Rights Day Friday. Terming such arrests as sheer violations of human rights, BKU Ekta Ugrahan used the last session of the farm protest in raising voice for the activists arrested under the Unlawful Activities Prevention Act (UAPA) in Bhima Koregaon Elgar Parishad case and Delhi riots cases. The farm outfit demanded that as the central government has repealed the farm laws, it should also make way for release of such people who are lodged in jails for long. The protesters waved photos of arrested Gautam Navlakha, Roma Wilson, Varvara Rao, Surendra Gadling, Soma Sen, Sudha Bhardwaj (who recently got bail) and Stan Swami (who died on July 5). The outfit president, Joginder Singh Ugrahan, said that the central government continued to crush the opposition voices. “Many intellectuals have been put behind bars for raising voices in favour of the rights of the people. The government is scaring people by laws like AFSPA. The massacre in Nagaland has unmasked the face of the government.” Last year too, BKU Ugrahan had observed the day on December 10 amid the farm protests, saying the violations of human rights are on the rise in the country for the last many years. The farm outfit had to face flak from the government as they were branded Naxalites and Maoist sympathisers. Even other protesting farmer groups had distanced themselves from BKU Ugrahan.||http://timesofindia.indiatimes.com//india/day-before-ending-yearlong-farm-protest-bku-ugrahan-demand-release-of-jailed-activists-on-human-rights-day/articleshow/88214215.cms||Neel Kamal
---||World||Indian-American CEO who caused outrage firing 900 employees over Zoom eased out||WASHINGTON: The Indian-American chief executive officer (CEO), dubbed the Prophet of Zoom, for firing 900 employees over a video conference is taking time off amid "a leadership and cultural assessment" pledge by the board of directors of the company. Vishal Garg, the 43-year-old CEO of mortgage finance company Better.com attracted worldwide infamy for the mass sacking of nearly 10% of the company's workforce last week. On Thursday, Better.com's Board of Directors said Vishal will be "taking time off effective immediately" while revealing it has engaged an independent 3rd party firm "to do a leadership and cultural assessment". "The recommendations of this assessment will be taken into account to build a long-term sustainable and positive culture at Better. We have much work to do and we hope that everyone can refocus on our customers and support each other to continue to build a great company and a company we can be proud of," the board said in an email first reported on Vice.com The board said during this interim period CFO Kevin Ryan will be managing the day-to-day decisions of the company and reporting to the board. Garg faced workplace outrage across America last week not only for the peremptory manner, in which he fired 900 employees over Zoom during the holiday season, but also for the language he used, including accusing staff of stealing. "You guys know that at least 250 of the people terminated were working an average of 2 hours a day while clocking 8 hours+ a day in the payroll system? They were stealing from you and stealing from our customers who pay the bills that pay our bills. Get educated," he wrote on the professional network Blind. Garg later expressed some remorse in a follow-up message posted on Better.com. "I want to apologize for the way I handled the layoffs last week. I failed to show the appropriate amount of respect and appreciation for the individuals who were affected and for their contributions to Better. I own the decision to do the layoffs, but in communicating it I blundered the execution. In doing so, I embarrassed you," he said. "I realise that the way I communicated this news made a difficult situation worse. I am deeply sorry and am committed to learning from this situation and doing more to be the leader that you expect me to be," he added.||http://timesofindia.indiatimes.com//world/us/indian-american-ceo-who-caused-outrage-firing-900-employees-over-zoom-eased-out/articleshow/88214304.cms||Chidanand Rajghatta
---||World||Denver sees first snowfall after breaking 87-year-old record||Denver finally saw its first snowfall of the season on Friday, shattering an 87-year-old record for the latest first snow.  It wasn't much: The official measurement at the Denver International Airport was three-tenths of an inch (7.6 mm), according to Jim Kalina, a meteorologist with the National Weather Service in Boulder.  Before Friday, the Mile High City's latest first snow was on November 21, 1934.  Kalina said the Denver metro region is experiencing extended La Nina weather patterns, which tend to produce drier weather. And much of the US West is experiencing a megadrought that studies link to human-caused climate change.  Climate scientists and meteorologists warn that the prolonged drought and lack of snow could threaten water supply and agriculture.  In Utah, where Salt Lake City went snowless through November for only the second time since 1976, the first snowstorm hit this week to ensure the city didn't match the record for the latest snowfall on record. That was set twice on Christmas Day in 1939 and 1943.  As the winter storms start dumping snow, states may see the effects of a lack of snowplow drivers due to the nationwide labour shortage.||http://timesofindia.indiatimes.com//world/us/denver-sees-first-snowfall-after-breaking-87-year-old-record/articleshow/88214521.cms||---
---||India||J&K govt sets up agency to defeat trafficking of Covid orphans||SRINAGAR: Jammu and Kashmir administration on Friday constituted Jammu and Kashmir Adoption Resource Agency to defeat Covid orphan trafficking and also to formulate adoption and related matters of orphans. Headed by the secretary, social welfare department, the seven-member committee is to deal with adoption and related matters in the Jammu & Kashmir under the guidance of the Central Adoption Resource Agency constituted in terms of the Juvenile Justice (Care and Protection of Children) Act, 2015. It has been also tasked to function as the executive arm of the Jammu and Kashmir government for promotion, facilitation, monitoring and regulation of the adoption programme in the Jammu and Kashmir. J&K administration was prompted to take such measures for the safeguard of the recently rendered Covid orphans when reports of “sale” of such children surfaced at different social media platforms and also in a section of media. Two persons from Srinagar and Pulwama districts were arrested for making deals with the several persons from other parts of the country for selling orphans. Notably, the UT administration even sealed one NGO office at Pampore for such shady deal.||http://timesofindia.indiatimes.com//india/jk-govt-sets-up-agency-to-defeat-trafficking-of-covid-orphans/articleshow/88214552.cms||M Saleem Pandit
---||India||Ladakhis call for bandh on Monday to press for statehood||SRINAGAR: Two Ladakhi bodies have called for a complete shutdown in UT on December 13 to press for statehood and other demands. The twin Ladakhi bodies – Kargil Democratic Alliance (KDA) and Apex Body Leh – on Friday called for complete shut on Monday, to impress upon the Centre to implement their 4-charter demands, including statehood status, job policy, constitutional, and land safeguard beside separate Parliament seats for twin provinces of Leh and Kargil. Former MP Thupstan Chewang said that a meeting with the stakeholders, including transporters, tourist operators, hotel and restaurant owners’ associations and others ended on a positive note and they assured to extend support on December 13 to make the bandh successful in the region. He said that certain sections have been exempted, which include airport passengers having scheduled flights, Army vehicles, students appearing in exams, chemists, and ambulances while no other vehicular movement will be allowed.||http://timesofindia.indiatimes.com//india/ladakhis-call-for-bandh-on-monday-to-press-for-statehood/articleshow/88214571.cms||M Saleem Pandit
---||World||TTP chief asks his fighters to resume attacks||ISLAMABAD: With the Tehreek-e-Taliban Pakistan unilaterally announcing an end to a month-long ceasefire on Thursday night, the terror group’s chief, Mufti Noor Wali Mahsud, has asked his fighters to resume attacks against the Pakistani security forces. In an audio message, Mufti Noor said that his fighters reserve the right to resume attacks wherever they are after Thursday midnight since the TTP has not heard back from the mediators or the Pakistani government. The month-long ceasefire had come into effect on November 9. Announcing an end to the ceasefire on Thursday night, the TTP in a statement blamed the Pakistan government for reneging on its promises made to the terror group in the initial stages of consultations in Afghanistan. It said the Pakistani authorities had not released their 102 prisoners. According to the statement, the initial agreement had guaranteed that the released prisoners would be handed over to the TTP through the Islamic Emirate of Afghanistan on November 1. The TTP further stated that both sides had agreed to initiate formal talks and will finalise five names of negotiators from each side. While the TTP said it had formed a five-member committee, the Pakistani government had not appointed a negotiating team to conduct talks. The group also said that security forces had carried out raids in many parts of the northwestern Khyber Pakhtunkhwa province, killing and detaining a number of militants while the ceasefire was in place. “Under these circumstances, it is not possible to extend the ceasefire,” the TTP statement said. Pakistan’s talks with the TTP were deemed to fail since some of the demands of the outfit, like implementation of Shariah and the demerger of the volatile tribal districts, were not possible for Islamabad to meet. The tribal districts were merged into Khyber Pakhtunkhwa through a constitutional amendment in May 2018. Since 2007, the TTP has carried out some of the deadliest attacks on Pakistani soil, targeting political leaders, civilians and security forces in suicide bombings, IED attacks and targeted killings. In 2014, the group claimed responsibility for attack on Army Public School in Peshawar, killing about 150 people, including 132 schoolchildren. The number of TTP attacks had significantly dropped after Pakistan launched a military operation in 2014, pushing the group out of its erstwhile stronghold of the North Waziristan tribal district. Sporadic attacks, however, continued to take place. After the Afghan Taliban took over control of Afghanistan in mid-August, the TTP had intensified their attacks, targeting civilians and security forces, prompting the authorities in Islamabad to demand from Kabul not to allow its soil for terrorist attacks on Pakistan.||http://timesofindia.indiatimes.com//world/pakistan/ttp-chief-asks-his-fighters-to-resume-attacks/articleshow/88214601.cms||Omer Farooq Khan
---||World||Indian sisters pay Rs 1.5 crore to help 92 people, pets flee Afghanistan||LONDON: Two Indian sisters have paid a significant sum of money to help evacuate 92 people, five dogs and one cat from Afghanistan. The evacuees are now in secure accommodation in Islamabad waiting to be resettled in a third country. The sisters, one of whom lives in Gibraltar and the other in India, felt a deep connection with the plight of the Afghan refugees as their late mother had fled Pakistan for India during Partition. They paid more than half of the £300,000 (Rs 3 crore) to help evacuate the group to honour her. Funds for the mission also came from other private individuals. In an evacuation dubbed "Operation Magic Carpet", the 92 evacuees — including 30 women, 32 children and six pets — were transported across land from Kabul to Islamabad using the services of American-Israeli rescue specialist Moti Kahana. They stayed in safe houses for different periods of time until it was safe to cross the border at different times and places before being met by Kahana’s team in Pakistan. "We are lobbying a number of countries to see who can take them," said British animal welfare campaigner Dominic Dyer, who played a leading role in the operation. Thirteen of the evacuees are vets who had been working for animal welfare charity Mayhew in Kabul, of which Meghan Markle is the patron. In addition to 60 former Mayhew staff and dependants, the group involved 32 business executives, former security specialists and their families. A 90-year-old woman was part of the group and a baby girl was born during the evacuation. "The pets are all alive and well and provided unconditional support to the families throughout the ordeal," Dyer said. A spokesperson for Mayhew Afghanistan, which carries out a rabies and neutering programme for strays in Kabul, said: "Some of Mayhew’s staff took the decision to leave the country, but we have fully supported all our employees throughout this time and their safety has been our priority. Mayhew’s mission is to deliver animal welfare programmes where they are needed most, regardless of the challenges. Mayhew was able to resume its programmes in Kabul in September."||http://timesofindia.indiatimes.com//world/uk/indian-sisters-pay-rs-1-5crore-to-help-92-people-pets-flee-afghanistan/articleshow/88214634.cms||NAOMI CANTON
---||World||Indian sisters pay Rs 1.5 crore to help 92 people, pets flee Afghanistan||LONDON: Two Indian sisters have paid a significant sum of money to help evacuate 92 people, five dogs and one cat from Afghanistan. The evacuees are now in secure accommodation in Islamabad waiting to be resettled in a third country. The sisters, one of whom lives in Gibraltar and the other in India, felt a deep connection with the plight of the Afghan refugees as their late mother had fled Pakistan for India during Partition. They paid more than half of the £300,000 (Rs 3 crore) to help evacuate the group to honour her. Funds for the mission also came from other private individuals. In an evacuation dubbed "Operation Magic Carpet", the 92 evacuees — including 30 women, 32 children and six pets — were transported across land from Kabul to Islamabad using the services of American-Israeli rescue specialist Moti Kahana. They stayed in safe houses for different periods of time until it was safe to cross the border at different times and places before being met by Kahana’s team in Pakistan. "We are lobbying a number of countries to see who can take them," said British animal welfare campaigner Dominic Dyer, who played a leading role in the operation. Thirteen of the evacuees are vets who had been working for animal welfare charity Mayhew in Kabul, of which Meghan Markle is the patron. In addition to 60 former Mayhew staff and dependants, the group involved 32 business executives, former security specialists and their families. A 90-year-old woman was part of the group and a baby girl was born during the evacuation. "The pets are all alive and well and provided unconditional support to the families throughout the ordeal," Dyer said. A spokesperson for Mayhew Afghanistan, which carries out a rabies and neutering programme for strays in Kabul, said: "Some of Mayhew’s staff took the decision to leave the country, but we have fully supported all our employees throughout this time and their safety has been our priority. Mayhew’s mission is to deliver animal welfare programmes where they are needed most, regardless of the challenges. Mayhew was able to resume its programmes in Kabul in September."||http://timesofindia.indiatimes.com//world/south-asia/indian-sisters-pay-rs-1-5crore-to-help-92-people-pets-flee-afghanistan/articleshow/88215632.cms||NAOMI CANTON
---||Gurgaon||Gurgaon weddings ‘importing’ band-baaja from Delhi||With the wedding season in full flow, several days in December will see hundreds of weddings in NCR. These auspicious days mark the return of the city’s big fat wedding season and have spelt good news for the wedding industry. However, with so many weddings and few resources at hand, those getting married in Gurgaon this wedding season are realising they need to ‘import’ a lot of things from neighbouring cities, chiefly bandwallahs. We are double-booked for most days in December: BandwallahsElaborate baraat processions had been curtailed over the last eighteen months or so due to the rules put in place by the administration in light of the pandemic. Those restrictions have been lifted now, and the baraats are back – complete with band and baaja. But this means overbooking of the bandwallahs in this busy wedding season. “We are double-booked for most days in December. On busy days, we even have three bookings a day. Anything more becomes impractical. But we have queries for as many as five weddings on some days. We have to turn away a few as a result,” says a wedding band operator from Gurgaon. 'Delhi’s bandwallahs can charge you almost 50% more than Gurgaon’s'Many Gurugrammers chose to wait for clarity in rules, and did not start booking bands until very late, and they realised all of them were pre-booked. Nikhil Sharma, whose brother is getting married at the end of this month, tells us, “We only started looking at bands and ghodi late last month because we were uncertain of the rules in place. But we soon realised, neither were available. Some told us they can get bands from Pataudi or Manesar for an extra charge. In the end, we turned to Delhi.” But getting a band from Delhi for your Gurgaon wedding isn’t easy or cheap. Bands charge extra to travel, particularly in the busy wedding season. “The situation in Delhi is same, but for some extra money, one can still get bandwallahs to come to Gurgaon. They can charge you almost 50% more but many people are willing to pay to have that grand wedding,” says Manoj, who operates a wedding band in Gurgaon. Bandwallahs in the southern part of the capital say that almost 15-20% of all their queries and bookings these days are from the Millennium City. However, many people had put their weddings on hold till things became ‘normal’ and they do not want to compromise on anything, even if it means paying larger sums for the band. Akarsh Raj, Gurgaon’s South City resident who is getting married next week, tells us, “We have only had low-key moderate weddings in the family for the last 18 months due to the pandemic, but I want mine to be ‘normal’ if rules are allowing. Hence, spending a few grands extra is not that big a deal. Shaadi mein toh kharcha hota hi hai.” Read AlsoAn evening for vintage car lovers in GurgaonA recent event in Gurgaon saw some vintage cars lined up, and among those marvelling at them were members of royal families and diplomats.||http://timesofindia.indiatimes.com//city/gurgaon/gurgaon-weddings-importing-band-baaja-from-delhi/articleshow/88211791.cms||Abhimanyu Mathur
---||India||32 Omicron cases in 5 states, all have mild symptoms: Govt||NEW DELHI: A total of 32 Covid-19 cases of the Omicron variant have been detected from five states so far, accounting for less than 0.04% of the total variants detected, and the patients have so far reported mild symptoms. While the health ministry had received reports of 25 cases, seven more cases were reported from Maharashtra later in the evening on Friday. While Maharashtra (17) and Rajasthan (9) have reported the maximum number of Omicron cases so far, Gujarat has three, Karnataka two and Delhi has one such case. “All detected cases have mild symptoms,” Lav Agarwal, joint secretary in the Union health ministry, said while underlining the need to maintain increased compliance of public health measures and ramp up coverage of full vaccination. The government said Delta continues to be the dominant variant even in places where clusters of cases have been found. However, the government is watching the trend and will be able to draw an assessment only after mid-December, given the manifestation time of the virus, officials said. "Clinically, Omicron is yet not posing a burden on the healthcare system. However, vigil has to be maintained," Indian Council of Medical Research director general Balram Bhargava said on Friday. The Centre underlined that cases are increasing even in countries with high vaccination and the World Health Organisation has warned against relaxations in public health measures as that is leading to rise in cases in many countries. Bhargava said districts with more than 5% positivity must implement restrictions and public health measures stringently. Currently, eight districts across Mizoram (5), Kerala (2) and Sikkim (1) have more than 10% Covid-19 positivity, whereas 19 districts spanning across seven states and UTs have positivity in the range of 5-10%. This includes Kerala (8), Mizoram (5), Manipur (2) and one each in Arunachal Pradesh, Nagaland, West Bengal and Puducherry. "Regular meetings are being organised to keep a watch on the global scenario and regular meetings are being organised to also keep a vigil on the Covid scene in India, with a focus on Omicron," Bhargava said, underlining that there is no need to panic but people must comply with Covid-appropriate behaviour as earlier and get vaccinated. The cabinet secretary will hold a review meeting on Saturday to take stock of the Covid-19 situation across the country and preparedness to tackle and possible rise due to the new variant. The government also urged states and UTs to increase testing and surveillance to ensure cases are detected, isolated and treated in time. "Districts and states must ramp up testing as appropriate and scientific evidence for diagnostics and treatment are being reviewed regularly and treatment remains unchanged at the moment," Bhargava said. A total of 8,503 cases were reported from across the country on Thursday. Currently, there are 94,943 active cases across the country, of which 54% are in Kerala and Maharashtra.||http://timesofindia.indiatimes.com//india/32-omicron-cases-in-5-states-all-have-mild-symptoms-govt/articleshow/88214871.cms||Sushmi Dey
