---||Bhubaneswar||Now, senior BJD leader Sanjay Dasburma gets dragged into 'murder' row||BHUBANESWAR: Senior BJD leader and deputy chairman of the state planning board Sanjay Dasburma has found himself in a controversy after family members of a youth, who was his close aide and allegedly found murdered in a river in Puri district on Monday, accused the former of having masterminded the crime. The deceased Chittaranjan Palei (27) had been working for Dasburma for the last few years. On Sunday, the family members of Palei lodged a complaint with Sadar police alleging that he had been missing since Saturday night. They told the police that he had gone to attend a party with some of his friends in Puri on Saturday evening. As they suspected that Palei might have been kidnapped, the police registered a case under section 364 (kidnapping for murder) of the IPC on Sunday. On Monday morning, Palei’s body was fished out from a river near Gadamrugashira village. Based on the complaint of his family, the police registered a murder case. “I strongly suspect the involvement of Sanjay Dasburma and one Jaga, who was my husband’s friend, in the murder. The police should interrogate them,” Palei’s wife Priyanka told media persons. The family members alleged that there was some personal dispute between Dasburma and Palei. The development comes close on the heels of the controversy surrounding BJD ministers Dibya Shankar Mishra and Pratap Jena in two separate murder cases. Dasburma denied the allegations. “I am deeply saddened by Palei’s death. His wife is like my daughter. A thorough inquiry will reveal the truth and ascertain the cause of his death. I am in no way linked with the death,” Dasburma told journalists. Puri superintendent of police Kanwar Vishal Singh has constituted a special investigation team (SIT) for expeditious investigation of the case. “Additional superintendent of police Purna Chandra Pradhan will head the SIT. Early detection of the case and collection of evidence will remain the top priority of the SIT,” Singh said. On Tuesday, the BJP demanded Dasburma's resignation from the post of the deputy chairman of the state planning board. Dasburma said the family members of the deceased met the Puri SP and demanded a Crime Branch inquiry into the case.||http://timesofindia.indiatimes.com//city/bhubaneswar/now-senior-bjd-leader-sanjay-dasburma-gets-dragged-into-murder-row/articleshow/88285181.cms||Debabrata Mohapatra
---||Pune||Leopard spotted at KR station||THANE The Bhoke railway station, a suburb of Ratnagiri on the Konkan Railway network had an unusual visitor in the wee hours of Tuesday as a sub-adult leopard ventured into the railway premises on the trail of a stray dog. Railway officials who later accessed the CCTV footage were horrified to see the wild cat moving near the circulating area of the station around 3.15am. KR officials confirmed the presence of the wild cat at the station but denied any face to face encounter with any passenger or staff as there were no trains scheduled to halt here at that time. “Very few long distance trains halt at Bhoke and there were no passengers at the station when the leopard was spotted except for few railway employees including the signal staff who were present in their respective offices,” said a senior KR official. The CCTV footage shows the leopard ascending the steps leading to the main circulating area and stealthily treading towards a canine and pouncing on him following which it slipped away in the darkness with its catch. The station is located a few kilometre away from Ratnagiri towards the Mumbai end and is surrounded by dense forests but the sighting of leopards at the station has been rare, said officials working on the section. Meanwhile, officials acquainted with the stretch said due to close proximity of jungles, the ground staff deployed here usually doesn’t venture out alone post-midnight and are known to keep office doors shut.||http://timesofindia.indiatimes.com//city/pune/leopard-spotted-at-kr-station/articleshow/88285558.cms||Manoj Badgeri
---||India||Rajnath Singh asks DRDO to fast develop hypersonic weapons||NEW DELHI: With China, Russia and the US actively building aerodynamically manoeuverable hypersonic weapons that fly over five times the speed of sound (Mach 5), defence minister Rajnath Singh has directed DRDO to move fast towards developing such arsenal to 'maintain' India’s minimum credible deterrence against adversaries. Towards this end, India is planning to conduct another test of its hypersonic technology demonstrator vehicle (HSTDV), powered by a scramjet engine, by early next year, said sources. The HSTDV, which was successfully tested for the first time in September last year, will serve as a crucial building block in the development of long-range hypersonic weapons, which will take at least another four to five years to become a reality. A hypersonic weapon can either be a `glide vehicle’ launched from a rocket or a scramjet-powered `cruise missile’. Speaking at a DRDO event on Tuesday, the defence minister said ballistic missile defence systems are getting more and more robust with the passage of time. “In order to maintain a minimum credible deterrence, we have to immediately think about hypersonic cruise missile development. It will be a revolutionary step in our defence sector and we all have to put our efforts into it,” he said. Singh formally handed over an indigenous anti-drone system, smart anti-airfield weapon (SAAW), modular bridge and advanced chaff variants to the armed forces at the event. But his remarks on hypersonic weapons were significant, though he did not elaborate. They came in the backdrop of China’s test of a nuclear-capable missile carrying a hypersonic glide vehicle and warhead on July 27 this year, which stunned military experts around the world. China has stolen the march over the US, which has not yet developed hypersonic weapons with nuclear warheads. Russian President Vladimir Putin, on his part, claims his country is the global leader in developing hypersonic missiles. Deliveries of the latest Zircon hypersonic cruise missiles to the Russian Navy will begin in 2022, he recently said. India, of course, is nowhere close to developing hypersonic weapons that can defeat an enemy’s missile defence shields with the combination of high speed and manoeuverability. Last year’s test involved the `cruise vehicle’ or HSTDV being carried by the ‘launch vehicle’ powered by the solid rocket motor of an Agni-I ballistic missile to a 30-km altitude. The cruise vehicle then separated and auto-ignited its scramjet engine to fly on its own for 23 seconds at Mach 6 speed. The HSTDV tests in the coming years will require longer duration hypersonic flights to eventually pave the way for development of hypersonic weapons. The Indian Armed Forces already have the conventional ramjet-powered BrahMos supersonic cruise missiles, which fly at Mach 2.8 speed, developed jointly with Russia. Their strike range is being enhanced from the original 290-km to well over 400-km now. But while ramjet engines operate well at supersonic speeds around Mach 3, their efficiency drops at hypersonic speeds.||http://timesofindia.indiatimes.com//india/rajnath-singh-asks-drdo-to-fast-develop-hypersonic-weapons/articleshow/88285554.cms||Rajat Pandit
---||Mumbai||In custody for one offence, accused can get pre-arrest bail in another: Bombay HC||MUMBAI : An accused can be granted pre-arrest bail even if he is in custody in connection with another offence, Bombay High Court held on Tuesday. The verdict was delivered by Justice V G Bisht on an anticipatory bail application under section 438 CrPC by a Pune resident in an FIR lodged by the Deccan Police. Since the applicant is in custody in another offence, the additional session’s judge, Pune, dismissed it on the ground of maintainability citing a Rajasthan HC decision. Justice Bisht disagreed and referred to a Supreme Court verdict that ABA will not be maintainable in case a person is in custody in the same offence for which pre-arrest bail is sought. He noted that in the present case the applicant is in custody in the offence registered by Koregaon Park police and is yet to be arrested in the FIR by Deccan Police. Justice Bisht agreed with the applicant’s advocate Subodh Desai, that there was “no proper interpretation” of section 438 by the additional sessions judge.  “Accused has every right, even if he is arrested in a number of cases, to move (court ) in each of the offence registered against him irrespective of the fact that he is already in custody but for a different offence, for the reason that the application (s) will have to be heard and decided on merits independent of another crime in which he is already in custody,’’ said Justice Bisht. He added that “one cannot and must not venture, under the garb of interpretation," to substantiate its own meaning to the plain and simple words of the statute. Setting aside the order, he directed the additional sessions judge to hear the applicant’s ABA “on its own merit and in accordance with law expeditiously and preferably”||http://timesofindia.indiatimes.com//city/mumbai/in-custody-for-one-offence-accused-can-get-pre-arrest-bail-in-another-bombay-hc/articleshow/88285845.cms||Rosy Sequeira
---||Mumbai||City may have to shift working hours towards morning or evening, says study||MUMBAI: City may have to shift the working hours towards morning or evening if the current pollution or carbon emission trends and subsequent warming continues. According to a study published by Duke university in an international journal 'Nature Communications' the current temperatures are showing a loss of about 4-5 minutes per hour due to hot and humid weather in Mumbai. This means a loss of an hour during 12 working hours. With the rise of global warming with one degree each, the same may double to 10 minutes each hour, paper warns. The loss of per hour work hours is around 12 minutes in Ahmedabad while Chennai and Hyderabad are close to Mumbai. The current temperature starts rising above 26 degree at 12 noon onwards. Thus every extra degree of global warming will cause greater and greater labour losses, and moving heavy labour to the cooler hours of the day will become less effective as the world warms, paper reveals. "There are physiological limits to the heat/humidity combinations that humans can tolerate. On larger grounds the world currently loses ~280-311 billion USD per year due to workers struggling in hot, humid conditions, and if the world gets 2°C hotter than now (about 3°C above pre-industrial levels) those losses would rise to 1.6 trillion USD," study points out. Global warming will cause labour losses most acutely in the tropics and subtropics but also increasingly impacting mid-latitudes, the paper says. Each degree of warming leads to exponential, not linear, losses in labour productivity. For example, the number of hours lost in the 12-hour workday increases from ~101 billion hours per °C in the last 42 years to 197 billion hours per °C (+/-11 billion hours) with an additional 2°C of global warming, suggests the study. This is the first study at the global scale assessing how effective it is to move heavy work to the cooler parts of the day as an adaptation to climate change. Currently, moving labour out of the hottest 3 hours of the day can recoup about 30% of productivity losses. However, this may cause other issues, for example due to poor sleep during increasingly hot, humid weather. The possibility to adapt to climate change by moving some work to cooler hours reduces by about 2% with each extra degree of warming. Under an additional 2°C of future warming (total about 3°C above pre-industrial levels), more global labour would be lost in the coolest 12 hours of the day than is currently lost in the hottest 12 hours of the day. All of the findings are conservative, as they reflect conditions in the shade - conditions in full sun will be much worse. "In the present-day climate, an average summer day in a location like New Delhi, India or Doha, Qatar exposes workers in the shade to midday heat exposure that would cause productivity losses of ~15-20 minutes/hour of safe work time. By contrast, in the early morning hours there are less than 10 minutes/hour of productivity losses," study said. When labour losses per person are scaled up to the working age population involved in heavy outdoor labour, India experiences the largest heat exposure impacts on heavy labor (>101 billion hours lost/year) in the world Under future warming, India, China, Pakistan, and Indonesia experience the largest population-weighted labor and economic losses. Heat exposure could be causing chronic kidney disease in otherwise healthy, relatively young workers in Central America, Sri Lanka, India, and Egypt and other areas. 'Many workers are already stopping work in the afternoon because it's too hot. I thought the early morning would remain cool enough to comfortably work, but I was shocked at how quickly even the coolest hours of the day become too hot to work continuously' said Dr. Luke Parsons, Duke University. 'I was surprised to find that the ability of workers to adapt to warming is not only reduced, but is also reduced increasingly quickly with each degree of global warming' he added. 'With just two degrees of warming, more global labor will be lost in the coolest half of the day than is currently lost in the hottest half of the day.' Dr. Luke Parsons, Duke University.' Sadly, many of the countries and people most impacted by current and future labor losses are not responsible for the bulk of greenhouse gas emissions'||http://timesofindia.indiatimes.com//city/mumbai/weather-update-mumbai-city-may-have-to-shift-working-hours-towards-morning-or-evening-says-study/articleshow/88285457.cms||Chittaranjan Tembhekar
---||Shimla||Himachal Pradesh reports 41 new Covid-19 cases on Tuesday||SHIMLA: Himachal Pradesh reported two Covid-19 deaths and 41 positive cases on Tuesday while 105 positive patients have also recovered. The state has total 2,28, 048 confirmed positive cases of which 520 cases are active, 2,23, 666 patients have recovered and 3,845 patients have died. So far, 39, 37, 289 persons have been tested for Covid-19 till date of which 37, 09, 210 persons have been tested negative. Since 7 pm on Monday, total 7, 113 samples were tested in the state and results of 31 samples are awaited. Positive cases reported include six from Hamirpur district, seven from Kangra district, one from Kullu district, three from Mandi district, 21 from Solan district and here from Una district. Those recovered include three from Bilaspur district, three from Chamba district, five from Hamirpur district, 29 from Kangra district, one from Kinnaur district, 49 from Mandi district, seven from Shimla district, three from Solan district and four from Una district. Bilaspur district has 24 active cases, Chamba district has four active cases, Hamirpur district has 61 active cases, Kangra district has 117 active cases, Kullu district has six active cases, Mandi district has 46 active cases, Shimla district has 85 active cases, Sirmaur district has five active case, Solan district has 82 active cases and Una district has 90 active cases.||http://timesofindia.indiatimes.com//city/shimla/himachal-pradesh-reports-41-new-covid-19-cases-on-tuesday/articleshow/88285924.cms||Anand Bodh
---||Mumbai||Mumbai: Over 60 exotic turtles, marine pets abandoned in last six months, raising concern||MUMBAI: A shocking statistic that nearly 60 exotic turtles -- mainly the red-eared sliders -- have been callously abandoned by the pet owners in the last six months during the ongoing pandemic.  The wildlife NGO Resqink Association for Wildlife Welfare (RAWW) had rescued most of these abandoned marine pets from Navi Mumbai, Thane and Mumbai areas. Just this Sunday, a red-eared slider turtle was found at Juhu Beach, close to Ramada hotel, in Mumbai, informed advocate Anil Dsouza, who had visited the shore with his family. Honorary wildlife wardenand founder of RAWW, Pawan Sharma, said: ``Just recently, two red-eared sliders were rescued from Airoli creek (on December 2) and a waterbody in Ghansoli (on November 21). Pet owners who are not able to take care of these exotic pets during the pandemic are cruelly releasing such marine species in ponds, lakes and even beaches. However, since these foreign breeds cannot survive for long, they have to be rescued.'' Sharma added that besides rescues in Navi Mumbai and Thane areas, the exotic turtles and even species of Indian star tortoise have been rescued within Mumbai at CST, Dadar, Andheri, Chembur, Powai , Santacruz, Kanjurmarg , Mulund among other areas earlier this year. ``Some of the turtles were also abandoned in gardens or dumped inside dustbins. It is better to hand over the exotic pets to a responsible animal NGO, if the pet owners are unable to afford their maintenance costs,'' he added. The red-eared sliders are originally from south America and Mexico; but because of their attractive looks, they are smuggled all over the world to be sold as pets. ``It is harmful and illegal to release exotic marine animals in local Indian environment as it can lead to an inter-species tussle with the indigenous turtles and tortoises. The Wildlife Crime Control Bureau has in the past take action against the smuggling of exotic turtles and other wild species,'' added Sharma.||http://timesofindia.indiatimes.com//city/mumbai/mumbai-over-60-exotic-turtles-marine-pets-abandoned-in-last-six-months-raising-concern/articleshow/88285991.cms||Vijay Singh
---||India||SC cites national security, allows Char Dham project||NEW DELHI: The Supreme Court on Tuesday allowed widening of major portions of the strategic Char Dham road project in Uttarakhand to enable speedy deployment of men, machinery and armament by the armed forces on the India-China borders, given the recent Chinese build-up, but struck a delicate balance on green concerns by ordering strict implementation of environment protection measures. Except for the road leading from Rishikesh to Yamunotri, which the ministry of defence (MoD) had not sought permission to widen, a bench of Justices DY Chandrachud, Surya Kant and Vikram Nath gave MoD and ministry of road transport and highways (MoRTH) permission for double lane paved shoulder (DLPS) highways linking Rishikesh to Mana (beyond Badrinath), Rishikesh to Gangotri and Tanakpur to Pithoragarh. This will provide an additional two-metre width to strategic roads for easy and rapid transportation of men and defence equipment. In doing so, the bench modified the court’s September 8, 2020 order, passed by a bench headed by Justice RF Nariman, declining permission to widen the strategic roads as per the requirement of the armed forces. While the SC’s 2020 order was based on MoRTH notification of 2018, Tuesday’s judgment allowed double-lane carriageway with paved shoulders as provided in the 2020 MoRTH circular. The extra width is typically marked at the sides of the carriageways. Writing the 83-page judgment that weighed the national security concerns and requirement of armed forces and the indisputable need to protect the environment, Justice Chandrachud said the SC-constituted high-powered committee’s (HPC) recommendations for preservation of environment and remedial measures in carrying out the Chardham project must be implemented in letter and spirit. This is aimed at preserving transfer of inter-generational environmental capital. Justices Chandrachud, Kant and Nath unanimously felt that the national highways provide vital connections to the establishments of the armed forces along the Nelong Axis, Mana Pass, Rimkhim Pass, Niti Pass and Lipulekh Pass (all of it along the Indo-China border). “We find that the need for the development of national highways of a DLPS standard is proportionate to the object of fulfilling the security concerns of the nation as assessed by the MoD. This is reinforced by the fact that the roads beyond the highways in the project, beyond Gangotri, Mana and Pithoragarh are being developed by the MoD as double-laned highways,” the bench said. The previously appointed high powered committee on the project could not have evaluated the security aspect, they held. The three-judge bench set up an oversight committee headed by former SC judge A K Sikri, and comprising a representative each from National Environment Engineering Research Institute (NEERI and Forest Research Institute, to ensure implementation of the HPC-recommended environment protection measures for Chardham project. However, the Justice Chanrachud-led bench clarified that the objective of the committee is “not to undertake an environmental analysis of the project afresh but to assess the implementation of the recommendations already provided by the HPC”. The SC directed all authorities concerned, including MoD and MoRTH, to place a monthly report on compliance of environmental safeguards before the committee, which in turn will file a report before the SC every four months. It said the HPC “shall continue with its work on overseeing the implementation of its recommendations for the project, except for the national highways from Rishikesh to Mana, Rishikesh to Gangotri, and Tanakpur to Pithoragarh, which shall now fall under the purview of the Oversight Committee”. The bench said a statement made to the media by then Army chief Bipan Rawat that existing roads were good enough for the needs of the Army cannot be cited as a ground to deny widening of roads. “The appellants (NGO Citizens for Green Doon) have referred to a statement made...in 2019 in a media interview... The recent past has thrown up serious challenges to national security. The Armed Forces cannot be held down to a statement made during a media interaction in 2019 as if it were a decree written in stone.... This Court, in its exercise of judicial review, cannot second-guess the infrastructural needs of the Armed Forces... The submission of the appellants requires the Court to interrogate the policy choice of the establishment which is entrusted by law with the defence of the nation. This is impermissible.” A controversy had emerged with the HPC report on the Char Dham project. While the overwhelming majority approved the project, the chairman of the HPC had authored a dissent note citing environmental catastrophe that could be triggered by the project on a young mountain range like the Himalayas. Justice Chandrachud said the HPC may be competent to assess the environmental impact of the project on Himalayas but was certainly not qualified to assess the security needs of the country, given the recent developments on the northern borders due to amassing of troops and positioning of armaments by China. “The competing interests that the HPC had to evaluate were environmental concerns as against infrastructural development, the primary reason of which in this project was focused on increasing tourism, providing an impetus to the economy, and ease of transportation for undertaking the Char Dham pilgrimage. Balancing the interests of defence as against environmental considerations was outside the ambit of the HPC,” the bench said. Extracting the environmental concerns and mitigation measures suggested by HPC for Char Dham project, the bench said, “We direct that the MoRTH and MoD can proceed with the project subject to the condition that it addresses all the concerns which have been raised by the HPC and enumerated by this court in this judgment...” “The considerations for development of national highways in plains and in hilly and mountainous regions are not identical. Similarly, the considerations governing the construction of highways that are strategic roads from a defence perspective, and may be used by the armed forces of the nation, cannot be the same as those for other roads in hilly and mountainous regions. We must therefore arrive at a delicate balance of environmental considerations such that they do not impede infrastructural development, specifically in areas of strategic importance crucial to the security of the nation,” it said.||http://timesofindia.indiatimes.com//india/sc-cites-national-security-allows-char-dham-project/articleshow/88286163.cms||Dhananjay Mahapatra
---||Business||On Nooyi path: Unilever HR head Leena Nair is Chanel global CEO||MUMBAI: French luxury group Chanel has named Leena Nair, the chief human resource officer (CHRO) of Unilever, as its global CEO. This makes Nair, born and brought up in Kolhapur, the second Indian-origin woman to take over as a global CEO after Indra Nooyi (PepsiCo). Incidentally, Nooyi happens to be Nair’s mentor. Nair’s appointment is not only a big leg-up for aspiring women leaders, it’s also a major thrust to the HR function, to bring CHROs to the forefront of leadership candidature. A Chanel statement said Alain Wertheimer (the owner) will move to the role of global executive chairman and Nair, 52, will assume the role of global CEO based in London, UK. The new partnership “will further ensure long-term success as a private company, believing in the freedom of creation, cultivating human potential and acting to have a positive impact in the world”, it added. The $10-billion Chanel competes with global luxury firms such as $50-billion LVMH (Louis Vuitton), Hermes, Gucci, L’Oreal, Michael Kors, among others. “I am humbled and honoured to be appointed the Global Chief Executive Officer of Chanel, an iconic and admired company. I am so inspired by what Chanel stands for. It is a company that believes in the freedom of creation, in cultivating human potential and in acting to have a positive impact in the world,” Nair said in a post on LinkedIn. “I am grateful for my long career at Unilever, a place that has been my home for 30 years. It has given me so many opportunities to learn, grow and contribute to a truly purpose-driven organisation. I will always be a proud advocate of Unilever and its ambition to make sustainable living commonplace,” she added. In a statement announcing Nair’s decision to leave the company in January 2022, Unilever CEO Alan Jope said: “Leena has been a pioneer throughout her career at Unilever, but no more so than in her role as CHRO, where she has been a driving force on our equity, diversity and inclusion agenda, on the transformation of our leadership development, and on our preparedness for the future of work. She has played a critical role in building our purpose-led, future-fit organisation, which is now the employer of choice in over 50 countries globally. I am also especially grateful for her leadership over the last two years, and how our HR teams have helped Unilever manage through the many challenges of the Covid-19 pandemic with great care, compassion and professionalism.” Under Nair’s leadership, Unilever moved the needle to attain a gender-balanced workforce. Although it’s rare to find a CHRO taking over as CEO, the announcement opens up such avenues for HR leaders, given the rapid shifts taking place after the pandemic. People management and thus HR now is central to organisations. HR leaders, by the nature of their function, would embody some of the emerging traits required in a CEO today — empathy being the key trait that is gaining traction. A gold medallist from XLRI Jamshedpur, Nair is a much-celebrated HR leader globally. Recently, in a post on LinkedIn, Nair said: “I always tell HR people they need to walk with swagger... HR is no longer a backroom department, it’s a vital part of running any successful business. If you want to support your people, you need to understand how the business works, and you need to be visible within the business.” Commenting on her appointment, Keki Dadiseth, who was the chairman of Hindustan Unilever when Nair was a rising star, told TOI: “She was always very competent and very ambitious and, most importantly, did better with increased responsibility. She richly deserves her success.” In past interactions with TOI, Nair had mentioned how she proactively went up to her former managers and leaders like Dadiseth to get guidance on her career. She highlights this quality as one of the reasons behind her success. Nair, who studied at Holy Cross Convent School in Kolhapur and passed out as an engineer in electronics and telecommunications from Walchand College of Engineering, Sangli, opted to pursue HR, much to the dismay of her father (an industrialist from Kolhapur). That was a major turning point for Nair, who decided to follow her heart. After joining HUL as a management trainee in 1992, Nair worked in various roles in factories, sales and the corporate headquarters in HUL. She brought about several changes and rose through the ranks to become executive director HR. In 2016, she went on to become the first woman as well as Asian and the youngest-ever CHRO of Unilever and member of the Unilever Leadership Executive, with responsibility for the company’s 150,000 people across more than 100 countries globally. Nair’s career trajectory provides a perspective on why doing what one is passionate about is important. She often speaks about her purpose being “to ignite the human spark to build a better business and a better world”. This year, Nair also figured on Fortune India’s Most Powerful Women List. Nair is breaking several stereotypes not just with respect to gender but leadership traits as well. While the world has mostly seen and preferred the command and control kind of leaders, Nair, on the other hand, is vocal about traits such as humility and empathy. Recently, she even said how leaders would not become weak if they revealed their vulnerable side, or by admitting to making mistakes. Nair is also a non-executive member of BT plc, a member of the board of the Leverhulme Trust, and was a non-executive director in the UK’s department of business, energy and industrial strategy. Nair is married with two sons, and her interests include reading, running, and Bollywood dancing.||http://timesofindia.indiatimes.com//business/international-business/on-nooyi-path-unilever-hr-head-leena-nair-is-chanel-global-ceo/articleshow/88286278.cms||Namrata Singh
---||India||Issue voter IDs, ration cards to sex workers immediately: SC||NEW DELHI: Thousands of female sex workers (FSWs) in each of the seven states going into assembly elections next year may become voters as the Supreme Court on Tuesday directed all states and Union territories to immediately issue voter and ration cards to them without revealing their profession to avoid social stigma. A bench of Justices L N Rao, BR Gavai and BV Nagarathna in its order said, “The Centre, states and UTs as well as other authorities are directed to commence issuance of ration cards and voter i-cards immediately to sex workers, list of which is maintained by National AIDS Control Organisation (NACO). The authorities can take assistance of State AIDS Control authorities”. The seven states going to poll next year are UP, Punjab, Uttarakhand, Manipur, Goa, Gujarat and Himachal Pradesh. Amicus Curiae Pijush K Roy submitted a compilation of affidavits on sex workers filed by some states. Roy said most states have commenced giving dry ration to sex workers on the direction of the SC, which had passed the order last year. He said only Haryana hasn’t given any dry ration yet and promises to start from January. Amicus Curiae and advocate Jayant Bhushan said it is not clear from the affidavits of the state governments whether the dry ration is being provided without a break or was it stopped after making provision for the same for one or two months during the pandemic. The bench said, “There is no reason why a direction of the apex court, passed a decade ago, has not been implemented till now”. It asked the states and UTs to file compliance affidavit in four weeks.||http://timesofindia.indiatimes.com//india/issue-voter-ids-ration-cards-to-sex-workers-immediately-sc/articleshow/88286415.cms||Dhananjay Mahapatra
---||India||Favour OBC quota in local polls, but not on basis of 'flawed' 2011 census: Centre||NEW DELHI: The Centre on Tuesday told the Supreme Court that it supports the decision to reserve seats for Other Backward Communities (OBCs) in panchayat and municipal elections, but also added that it cannot provide state governments with the 2011 Socio-Economic Caste Census (SECC) data as it is "flawed, inaccurate and unreliable" and cannot be the basis for providing any kind of reservation. Opposing a plea of the Maharashtra government, which is seeking direction to the Centre to disclose the raw data on the number of OBCs, collected under the SECC, solicitor general Tushar Mehta told a bench of Justices A M Khanwilkar and CT Ravikumar that there could not be any objection to OBC reservation but the data collected in the 2011 case census are unreliable and unusable for any purpose, including for granting quota in jobs, admissions to educational institutions or elections. As the apex court recently stayed OBC reservation in local body elections in Maharashtra for not passing the 'triple test' on several counts, including for want of OBC data, the state is seeking the SC's direction to Centre for getting the 2011 census data which could be used for deciding the quota for OBCs. The top court had referred to the triple condition noted in the Constitution bench verdict of 2010. The conditions included - to specify the proportion of reservation required to be provisioned local body-wise in light of the recommendations of the commission so as not to fall foul of overbreadth and in any case such reservation shall not exceed an aggregate of 50% of the total seats reserved in favour of SCs/STs/OBCs taken together.||http://timesofindia.indiatimes.com//india/favour-obc-quota-in-local-polls-but-not-on-basis-of-flawed-2011-census-centre/articleshow/88286466.cms||Amit Anand Choudhary
