---||Guwahati||Congress delegation to Nagaland stopped at Jorhat airport||GUWAHATI: A Congress delegation of leaders comprising AICC general secretary in-charge of Assam, Jitendra Singh, Lok Sabha MP Gaurav Gogoi and AICC general secretary in-charge of Nagaland, Ajoy Kumar, was stopped at the Jorhat airport as they were on their way to Nagaland to meet the families of the civilians killed in the firing by Assam Rifles last week. The interim Congress president, Sonia Gandhi, had directed the delegation to visit Nagaland. Singh, who was in a sit-in demonstration at the airport along with his other colleagues decrying the 'illegal detention', asked how the Jorhat administration could restrict their movement to another state. The administration had cited the prevailing law and order in Mon and its neighboring areas as the reason for issuing the order. Jorhat district magistrate Ashok Kumar Barman stated that the prohibitory order has been issued in view of restrictions imposed by the Nagaland government on the movement of civilians and others from the Assam side to the Mon district. "I am satisfied that there are sufficient grounds to prohibit their movement considering the present sensitive situation in the border areas and apprehensions of breach of peace and tranquility in the border areas of Jorhat district," read the order. As per information available with the Jorhat administration, along with the three Congress leaders, Lok Sabha MP Anto Antony was also scheduled to arrive in Jorhat on Wednesday. "Our Congress delegation, which was set to leave for Mon today, has been detained. If there is a law and order problem, the Nagaland Police would have stopped us from entering Nagaland. Why is the Assam Police stopping us at Jorhat?" questioned Singh. He sniffed a conspiracy and alleged that the government feared the Congress delegation would unearth the truth and reveal it to the nation. Lok Sabha MP from Kaliabor in Assam, Gogoi, termed the restriction on their movement as an attack on democracy. He blamed the Union home minister, Amit Shah, and the Assam chief minister for allegedly barring their entry into Nagaland. "We are staging a dharna against the government for curbing our democratic rights. We were going to console the families who lost their members in the Mon firing," said Gogoi. Meanwhile, leader of opposition in the Assam assembly and CLP leader, Debabrata Saikia, demanded that the state government take the decision to withdraw the Armed Forces Special Powers Act (AFSPA), which is being blamed for the death of the villagers in Mon. The entire northeastern region erupted in protest and demanded the withdrawal of the ‘draconian’ AFSPA so that Mon-like incidents were not repeated in the region. "The cabinets of Nagaland and Meghalaya governments have decided to withdraw AFSPA. In such a situation, the Assam government should also withdraw the law," said Saikia. Leading students’ body, the North East Student Organization, will stage a protest across the region on Thursday demanding justice for the civilian victims and withdrawal of AFSPA.||http://timesofindia.indiatimes.com//city/guwahati/congress-delegation-to-nagaland-stopped-at-jorhat-airport/articleshow/88172703.cms||Kangkan Kalita
---||Mangaluru||Passengers panic after flight takes off close to landing at Mangaluru airport||MANGALURU: The passengers on a low cost airline had a near scare on Wednesday, when the flight that was supposed to land, took off all of a sudden when it was close to landing and later landed safely 10 minutes later after circling the Mangaluru International Airport. Congress leader Ivan D’Souza, who was on the flight, told TOI that the manoeuvre scared the living daylights of all the passengers on board. When the flight was circling, D’Souza said, the pilot announced that he had missed the approach and the winds were not favourable. ``The flight was almost near to the tarmac, when all of a sudden the pilot took off the flight with the engine straining. We all thought that our fate would be like the Air India Express tragedy of 2010,’’ he noted. The flight was supposed to take off at 7.30 pm from Bengaluru, but was delayed and took off an hour late. The flight landed at MIA at 9.45 pm. ``The pilot announced on board the flight that the wind was against the approach and it was not safe to land the flight,’’ said another passenger who called TOI immediately after landing. The airline did not give any details. ``We could see the tarmac so close. Perhaps the tyres were inches away from touching the ground. Everybody on the flight panicked as the flight, which was wheels down and about to land, took off with the engine screaming,’’ said yet another passenger.||http://timesofindia.indiatimes.com//city/mangaluru/passengers-panic-after-flight-takes-off-close-to-landing-at-mangaluru-airport/articleshow/88172694.cms||Stanley Pinto
---||Visakhapatnam||Anti-hijack mock exercise in Visakhapatnam airport||VISAKHAPATNAM: An anti-hijack mock exercise (AHME) along with a mass casualty evacuation drill was conducted at Visakhapatnam airport by INS Dega. The exercise was aimed to test the efficacy of contingency plans and procedures to deal with a hijack threat. And also validate the mass evacuation capability of all stakeholders including Marine Commandos (MARCOS), Central Industrial Security Force (CISF), Airport Authority of India (AAI) and the state government agencies. The exercise was conducted based on a mock hijack scenario enacted utilising an Indian Naval Dornier. The Aerodrome committee in coordination with commanding officer, INS Dega, handled the developing scenario as per Standard Operating Procedures (SOPs). On completion of AHME, mass evacuation capability to designated hospitals was exercised and validated. An exhaustive debrief was conducted in presence of members of the Aerodrome committee and an observer from the National Security Guard (NSG) and SOPs were revalidated to deal with future contingencies, the Indian Navy said.||http://timesofindia.indiatimes.com//city/visakhapatnam/anti-hijack-mock-exercise-in-visakhapatnam-airport/articleshow/88171288.cms||Siva G
---||Chandigarh||Haryana Shehri Vikas Pradhikaran services from 16 to 43 now||CHANDIGARH: The state government has further notified 43 services of HSVP under administrative control of Department of Town and Country planning, under the Right to Service Act 2014. This is consequent to the recommendations of chief commissioner, Haryana Right to Service Commission, official spokesman TC Gupta said adding that this has led to significant increase in the list of notified services of HSVP to 43 from existing 16 services. Many important services like Issuance of Possession Certificate has been notified with the new right to service timeline of 3 days, Removal of Encroachment within the timeline of 15 days, Cleaning of road/berm within the timeline of 5 days, Maintenance of Park-Horticulture within the timeline of 7 days and more such services have been added with an aim to curb corruption, reduce hassle of the applicant beneficiaries and also ensuring the delivery of notified services in a time bound manner. Also the timelines for delivery of certain important notified services that have a bearing on every day lives of the people have also been significantly reduced such as Transfer Permission letter in death case which was previously delivered in 45 days has been reduced to 4 days, Issuance of Re-Allotment Letter from 30 days to 4 days, Issuance of Conveyance Deed from 20 days to 5 days, Fresh Building Plan- Residential from 30 days to 3 days, Issuance of No Dues Certificate from 10 days to 3 days. This will go a long way in affording ease of living to the people who would stand to benefit from these services.||http://timesofindia.indiatimes.com//city/chandigarh/haryana-shehri-vikas-pradhikaran-services-from-16-to-43-now/articleshow/88169498.cms||Manveer Saini
---||Mumbai||Senior SEBI official duped in online wine order fraud||MUMBAI: A senior SEBI official (43-years-old) from Chandivali in Saki Naka recently lost Rs1.59 lakh after she got the contact number of Living Liquidz Shop on the internet and placed an order for wine worth Rs 9,590 and asked for home delivery. The victim has filed a case on December 7 with the Saki Naka police after the fraudster fraudulently made her part with the one-time password (OTP) to reverse the fraudulent transactions that he carried out from her two credit cards. The fraud occurred on December 2 when the senior official searching on the internet to buy liquor came across a fake number 18004120308 tagged with Living Liquidz shop. The money was siphoned after the victim called the fraudster to check for a delay in the delivery. “Many people have fallen victim so far while trying to book wine online. We have sought details from the bank to track the money trails to locate the accused. Also, we are tracking the call records to locate the fraudster,” said a Saki Naka police officer. The fraud occurred between 4.30 pm and 7.30 pm when the SEBI official called on the number and asked if they would make home delivery. In the complaint, the official said, “The fraudster gave a mobile number to communicate further. After placing the order, the fraudster identified as Pankaj Sharma asked me for an advanced payment. When I asked that they never ask for money in advance, the fraudster said that their online payment machine is not working and made me part with my credit card details.” The official paid Rs9,590 but hours passed by and the delivery was not made. “I then called on the same mobile number and checked the delay. The fraudster said there was an error and he did not receive the money. I was speaking with the fraudster when Rs 62,000 got debited from the card. When I questioned him, he said it got debited by mistake and said he will reverse the transaction. He generated another OTP and another Rs 61,000 got debited. When I confronted him, he told will reverse the sum and made me share another OTP and Rs 20,200 got debited. It was then I realized I was duped,” her complaint mentioned. The cyber police had compiled a list of 73-plus telephone numbers that the scamsters had used for defrauding the customers willing to purchase liquor online. Despite repeated warnings, people call up these numbers, they get through a google search to purchase liquor online. “The citizens do not visit the genuine/authentic websites and instead pick up these numbers from a preliminary Google search. Association of Progressive Retail Liquor Vendors (APRLV), Mumbai has also declared that to tackle these frauds the association has decided to accept Cash on Delivery (COD) and not to ask the customers for online payment before stocks are delivered to them,” said the officer.||http://timesofindia.indiatimes.com//city/mumbai/senior-sebi-official-duped-in-online-wine-order-fraud/articleshow/88169784.cms||V Narayan
---||Visakhapatnam||Fake invoice racket busted by anti-evasion wing of GST||VISAKHAPATNAM: The officers of the Anti-evasion wing of Vizag Central GST (Govt. of India) have busted a fake invoice racket involving a network of companies and arrested three persons including the mastermind Madan Mohan Reddy. Enquiries made and searches conducted on M/s Krishna Sai Constructions Private Limited and M/s Dew Drops Granite Private Limited have revealed that fake GST credit worth more than Rs.18 crore was transacted by creating fictitious invoices without actual supply of goods or services. Three persons including the alleged mastermind Madan Mohan Reddy were arrested and produced before the Economic Offenses Court in the city on Wednesday. The magistrate ordered for judicial custody for 14 days and sent for remand. They were sent to Central PrisonFurther investigations in the case are on and the officers are focussed on several AP and Telangana-based fake firms in the network and the quantum of fraudulent tax amount is likely to go up, the Additional Commissioner GST Ravi Kiran Edara said. Officers explained that paper companies are being floated without any real business or supplies and creating fake GST invoices. Through these, fraudulent tax credit is passed on and utilized by other entities leading to evasion and huge revenue loss to the Government. They added that the department is using data analysis to detect these fake networks and as per law, the persons involved can be arrested if the amount exceeds a stipulated limit.||http://timesofindia.indiatimes.com//city/visakhapatnam/fake-invoice-racket-busted-by-anti-evasion-wing-of-gst/articleshow/88169931.cms||Siva G
---||Ludhiana||Ambala SP orders police officers to take decision on complaints within a month||AMBALA: Ambala superintendent of police (SP) Jashandeep Singh Randhawa after reviewing the complaints lodged with the district police units and police stations has instructed the officials to take a decision on the pending ones within a period of one month. On Tuesday, Ambala SP reviewed the complaints which are pending with all the district police stations, with deputy superintendent of police (DSP) rank officer, economic offences wing (EOW), or other investigating units. SP Jashandeep Singh said, "A review of all the pending complaints with Ambala police was done whether they are with the police stations, DSP rank officers, EOW, CIAs or other units. Orders have been issued to all the units and police stations to take a decision on any complaint received within a period of one month. If there is any cognizable offence, the officials should register a case within 30 days or if the complaint is false, then it should be closed, and if it is from some other area jurisdiction then it should be sent there." SP Jashandeep said that the police officers have been instructed to ensure that no complaint is pending beyond the time period of one month. He said the Ambala police has launched a special campaign, under which, 15-days of time has been given to all the police officers to dispose-of their entire pendency. To a query, Ambala SP Jashandeep said, "There are about 200 to 300 complaints which are pending for more than one month. Whereas, about 60 complaints are pending for more than six months and one is pending for more than a year."||http://timesofindia.indiatimes.com//city/ludhiana/ambala-sp-orders-police-officers-to-take-decision-on-complaints-within-a-month/articleshow/88170836.cms||JK Singh
---||Chandigarh||Haryana assembly session may see major changes, rules committee meet on Wednesday||CHANDIGARH: The Haryana assembly has received 263 starred and 170 unstarred questions for the upcoming winter session as the Haryana assembly speaker Gian Chand Gupta on Wednesday conducted the draw of lot to pick the questions. Assembly session will start from December 17 and the committee has proposed major changes which would be elaborated on the first sitting of the session as well as during the business advisory committee meeting which will be held on December 16. According to information, names of 60 MLAs who had put the starred and unstarred questions were picked through the draw of lots conducted at Gupta’s chamber. Congress MLAs Varun Chaudhary and Shelly Chaudhary picked up the slips. Meanwhile, the speaker also chaired the Rules Committee which was attended by former speaker Raghubir Singh Kadian, CLP leader Bhupinder Hooda and other members to discuss the issues related the change in module of zero hour. According to information, though Varun Chaudhary is not member of the committee, he was invited by speaker as he had given some suggestions related to the functioning of the house, especially the zero hour and other business. Notably, Varun Chaudhary had also pressed the demand of a facility of MLAs of seeking the information from department through the unstarred questions or any other way for his or her own records. Sources informed that Chaudhary’s suggestion related to zero hour has been kept pending for next session ie Budget session. While, outcome of the business advisory committee will be discussed on the first sitting of session, said officials.||http://timesofindia.indiatimes.com//city/chandigarh/haryana-assembly-session-may-see-major-changes-rules-committee-meet-on-wednesday/articleshow/88170131.cms||Manveer Saini
---||Amaravati||TIRUPATI: SV Vedic university professor and his wife killed in road accident||TIRUPATI: Agnihotram Srinivasacharyulu, a professor at Sri Venkateswara Vedic university, Tirupati, breathed his last in a fatal road accident at the Nellore-Prakasam border on Wednesday morning. His wife also succumbed to the injuries before being shifted for treatment. According to information received here, the car rammed into a stationary vehicle from behind after crossing Kavali and entering into Prakasam district limits. The four-wheeler belonged to the professor, who had hired the driver for the trip. The details of the driver were yet to be ascertained. Police extricated his body from the badly-damaged front portion of the car with great difficulty. Prof Srinivasacharyulu, a native of Dwaraka Tirumala in West Godavari district, joined the university five years back in the department of Vaikhanasa Agama. As the university remains closed on Wednesday in view of ‘Panchami Theertham’ observed at the Tiruchanur temple, which is is a local holiday, the couple started on a personal trip in the early hours, when the incident happened. The professor couple is survived by two sons. Meanwhile, the university’s vice-chancellor Prof. Sannidanam Sudarsana Sharma directed two assistant professors to rush the spot to take care of the legal formalities and receive the mortal remains in a hassle-free manner.||http://timesofindia.indiatimes.com//city/amaravati/tirupati-sv-vedic-university-professor-and-his-wife-killed-in-road-accident/articleshow/88170000.cms||Sandeep Raghavan
---||Chennai||CDS General Bipin Rawat was found alive, died on way to hospital: Rescuer||UDHAGAMANDALAM: CDS General Bipin Rawat was alive and able to say his name when he was extricated from the wreckage of the Mi-17V5 chopper along with another passenger, later identified as Group Captain Varun Singh, said a senior leading fireman who was among the first to reach the crash site near Coonoor on Wednesday. “We rescued two people alive. One was CDS Rawat. As we carried him out, he spoke in a low tone to the defence personnel in Hindi and uttered his name. He died on way to hospital. We could not immediately identify the other person who was taken to hospital and is undergoing treatment now,” said rescuer N C Murali. Read AlsoWhen Bipin Rawat survived a crash in 2015NEW DELHI: Six years ago, Chief of Defence Staff General Bipin Rawat, then a Lt-General, had a narrow escape when his Cheetah helicopter crashed in Nagaland in February 2015. Gen Rawat, who was then commanding the '3 Spear' Corps headquartered at Rangapahar near Dimapur, and others sustained minorGen Rawat, he said, suffered severe burns in the lower part of his body. “He was taken to the ambulance wrapped in a bed sheet.” Gen Bipin Rawat was an outstanding soldier. A true patriot, he greatly contributed to modernising our armed forces… https://t.co/aUyn7tlnST— Narendra Modi (@narendramodi) 1638968395000The rescue team found the terrain tough. “There was no road to take the fire service engine to douse the flames. We had to fetch water in pots from the nearby river and houses. The operation was so difficult as we had to prise open the jagged pieces of the chopper to rescue people or retrieve the bodies,” Murali said. Read AlsoChief of Defence Staff General Bipin Rawat, wife and 11 others die in chopper crash in Tamil NaduThe IAF Mi-17V5 chopper left Sulur air force station around 11.50am and the mishap happened within the next 30 minutes. The chopper crashed into a gorge in the jungle close to a small tribal settlement near Kattery, around seven km away from Coonoor and ten km away from the Defence Services StaffAn uprooted tree that had to be chopped posed a further hindrance. “All this delayed our rescue work. Twelve bodies were retrieved and two men taken out alive, both with severe burn injuries,” Murali said. IAF personnel joined the rescue operation halfway and guided the team into the mangled portions of the chopper. “Weapons were lying amid the debris; so we had to carry out the operation carefully,” the senior leading fireman said. About 100 metres away from the crash site, at Kattery village, daily-wage labourer Pothum Ponnum had noticed the chopper whirring overhead moments before it crashed. “In no time, we heard thundering sound and knew the chopper had crashed,” she said. File: CDS Gen Rawat with his wife Madhulika (PTI)Residents of Kattery alerted district officials and power supply to the area was immediately cut. “When we tried to go to the accident spot, we were stopped by the police,” Pothum said. Prakash, a resident of Burliar hamlet, saw the chopper crash from 100 feet away. “I saw it flying just 200 meters above my house. It was misty in the morning. Suddenly, it hit a tree and crashed with a bang. People living nearby ran away from their houses, fearing a blaze,” he said. Most of the bodies were trapped under the debris, said joint director of health (Nilgiris) Dr S Palanisamy, who visited the site. “The fire was uncontrollable,” he said. A team of doctors was rushed to the Wellington Military Hospital, where the victims were taken.||http://timesofindia.indiatimes.com//city/chennai/general-was-found-alive-died-on-way-to-hospital-rescuer/articleshow/88173692.cms||Shantha Thiagarajan
---||India||Gen Rawat challenged status quo, pushed reforms even if it ruffled feathers||NEW DELHI: Whether one agreed or disagreed with him, one could never ignore India’s top military officer, General Bipin Rawat. He himself made it very clear that as the country’s first-ever CDS, his mandate was to push ‘jointness and integration’ among the Army, Navy and IAF despite stiff resistance, while also weaning the forces off their overwhelming dependence on expensive foreign weapon systems. 1/12CDS Rawat, wife, 11 others killed in Indian Air Force chopper crash Previous NextShow Captions<p>CDS Bipin Rawat, wife, 11 others killed in IAF chopper crash near Coonoor in Tamil Nadu. Picture Credit (PTI)<br /></p><p>People light candles to pay their respect in front of a portrait of defence chief General Bipin Rawat in Siligur. Picture credit (AFP)<br /></p><p>General Bipin Rawat as a young Second Lieutenant with his father Lt Gen LS Rawat (then Brigadier). Picture credit: ANI<br /></p><p>View outside the residence of General Bipin Rawat in New Delhi. Picture credit (Reuters)<br /></p><p>People help carry body of one of the victims from near the site of an IAF Mi-17V5 helicopter crash in Coonoor. Picture credit (AFP)<br /></p><p>Rescue officals at the spot where an IAF Mi-17V5 helicopter crashed in Coonoor. Picture credit (PTI)<br /></p><p>Group Captain Varun Singh SC, Directing Staff at DSSC and the sole survivor.<br /></p><p>Rawat was on a visit to Defence Services Staff College (DSSC), Wellington. Picture credit (ANI)<br /></p><p>A rescue and search operation is underway after an IAF chopper with CDS Bipin Rawat crashed between Coimbatore and Sulu. Picture credit (ANI)<br /></p><p>The copter carrying Gen Rawat, and his entourage crashed in apparently foggy conditions, killing the 13 people on board. Picture credit (ANI)<br /></p><p>Wreckage of the crashed IAF Mi-17V5 helicopter, in Coonoor. Picture credit ( ANI)<br /></p><p>An IAF chopper with CDS Bipin Rawat, his wife, and defence assistants crashed. Picture credit (ANI)<br /></p>“Gen Rawat was a total go-getter. He did not believe in being a status-quoist. In meetings, he would often go on the offensive in his typically blunt manner but if you knew your stuff and spoke with conviction, he would always listen intently,” said a senior military officer. Gen Rawat, appointed the CDS on December 31, 2019 after three years as the Army chief, did ruffle many feathers among both serving officers as well as the vocal veteran community. Read AlsoGeneral Bipin Rawat: A decorated military career ends in tragedyNEW DELHI: General Bipin Rawat, India's first Chief of Defence Staff, died on Wednesday after his chopper crashed near Tamil Nadu's Coonoor. He was 63. CDS Rawat's wife Madhulika and 11 other personnel were also killed in the crash. A decorated military man, General Rawat took over as the firstHe publicly junked the Navy’s long-standing case for a third aircraft carrier and rejected the IAF’s concerns over integrated theatre commands. During a seminar, he even went so far as to dub the IAF “a supporting arm” in war-fighting akin to artillery or engineers in the Army. Several proposals mooted during Gen Rawat’s tenure, ranging from measures to slash non-operational military flab and the pension bill to “monetisation” of defence land and restrictions on CSD purchases, sent shockwaves down the ranks. Unfazed by criticism, he rarely pulled his punches and remained outspoken while pushing firmly ahead with his agenda. Even his critics would acknowledge that his determined thrust to build an integrated land-air-sea war-fighting machinery through theatre commands and other means is desperately required for India amidst the limited budget for military modernisation. File: Chief of Army Staff General Bipin Rawat on a two-day visit to J&K after the scrapping of Article 370 in 2019. (PTI)“Gen Rawat may have sometimes behaved as a bull in a china shop but it was urgently needed in the backdrop of the three services continuing to indulge in petty turf wars. Yes, theatre commands will have some adverse impact on the individual services but it’s mandatory for the overall good,” said another senior official. The son of a Lt-General, Gen Rawat began his military career with a flourish by winning the coveted “Sword of Honour” at the Indian Military Academy when he was commissioned in the 5/11 Gorkha Rifles in December 1978. In December 2016, the Modi government superseded two senior Lt-Generals, Praveen Bakshi and P M Hariz, to appoint Gen Rawat as the Army chief, contending that merit rather than mere seniority had been considered for his appointment. But some interpreted the move as Gen Rawat being close to the government. Gen Rawat responded to the confidence placed in him by showing his mettle during the 73-day face-off at Doklam near the Sikkim-Bhutan-Tibet tri-junction in 2017 after Indian troops proactively blocked China’s attempt to extend its motorable track towards the Jampheri Ridge, which overlooks India’s strategically-vulnerable Siliguri Corridor. Read AlsoAll you need to know about Mi-17V5 chopper that crashed with CDS Bipin Rawat on boardNEW DELHI: CDS General Bipin Rawat, his wife and 11 others on board an Mi-17V5 IAF helicopter were killed after it crashed in Tamil Nadu's Coonoor on Wednesday. While the exact cause behind the crash is not known yet, official sources said the accident may have happened due to poor visibilityThe government then appointed him as the CDS of the 15-lakh strong armed forces, a four-star general like the Army, Navy and IAF chiefs but the clear “first among the equals” as the permanent chairman of the chiefs of staff committee. He also became the secretary of the new department of military affairs in the defence ministry. The government contended Gen Rawat would push the boundaries to drive the desperately-needed integration among the three Services, which often pull in different directions in planning, procurements, logistics, doctrines and operations. In an interview to TOI last year, which created quite a stir in the defence establishment, Gen Rawat had said, “We are not expeditionary forces that have to deploy around the globe. We have to guard and fight only along our borders and, of course, dominate the Indian Ocean Region. So, we should not go in for large amounts of imports by misrepresenting our operational requirements.” “We should boost `Make in India’ by hand-holding our domestic industry even if they deliver weapons with only 70% of the GSQRs (general staff qualitative requirements or technical parameters) in the beginning…given the opportunity, they will eventually deliver cutting-edge technology,” he had added.||http://timesofindia.indiatimes.com//india/challenged-status-quo-pushed-reforms-even-if-it-ruffled-feathers/articleshow/88173830.cms||Rajat Pandit
