---||Guwahati||More ‘Maradona memorabilia’ tumble out in Assam||GUWAHATI: A day after police recovered the stolen Hublot watch of Diego Maradona from Assam on Saturday, “memorabilia” including a jacket, shoes, a squash racket, another watch, lighters, a cap and iPads were seized from Wazid Hussain who has been arrested for allegedly stealing the heritage wristwatch from the soccer legend’s Dubai home. Police are trying to ascertain whether the recovered items also belonged to Maradona. As Sivasagar district police did not receive a prompt reaction from Dubai police, a suo motu case was registered against Wazid at Sivasagar police station. He was produced before the chief judicial magistrate court in Sivasagar on Sunday, which remanded him to four days’ police remand. The police had pleaded for a 10-day custody. “The suo motu case was registered on Sunday morning and subsequently he was produced in the court. The new recoveries from his possession were made on Saturday night, but the accused has not yet confessed that he stole the items from Dubai,” Sivasagar SP Rakesh Roushan told TOI. The accused is a resident of Sivasagar district in upper Assam. However, he was mostly residing at his in-laws’ home in Moranhat in nearby Charaideo district. “We are ascertaining whether the recovered items belong to the legendary footballer. But it is true that all the items have been stolen from Dubai. The rest of the things will come out in the course of investigation,” the Sivasagar police chief said. Though police on Saturday said Wazid was in Dubai for five years since 2016, police sources added that confusion persists whether he worked in Maradona’s home as a domestic help or was engaged as a security guard. “Nothing is clear in the accused’s version. The information available with us said he worked there as domestic help and the other input says he worked there as a security guard,” an investigating officer said. The officer said Wazid was not cooperating with the police ever since he was apprehended on Friday night. “Still, he has not confessed anything. Not even about the stolen Hublot watch,” he said. As part of the continuing operation after the recovery of the stolen Hublot watch, another search was conducted by Sivasagar police at Wazid’s in-laws’ residence at Khumtai in Moranhat. Two iPads, a jacket, a pair of track pants, a T-shirt, two pairs of shoes, a doll, two squash rackets, a watch, six lighters, a Vaseline and a cap have also been recovered by police during the search operation. The police said these articles have been seized observing all necessary legal formalities. It was Assam special DGP (Law and Order) GP Singh, who took to Twitter on Sunday morning to inform about more recoveries. According to Wazid’s family members in Sivasagar, he returned from Dubai around three months ago. They said he almost snapped relations with his parents after his marriage in 2005. “We were informed that he worked in Dubai. We never knew about the Maradona connection,” said one of his family members.||http://timesofindia.indiatimes.com//city/guwahati/more-maradona-memorabilia-tumble-out-in-assam/articleshow/88244415.cms||Kangkan Kalita
---||India||Army Major ‘shoots self’ in J&K’s Ramban||JAMMU: Major Parvinder Singh of 23 Rashtriya Rifles reportedly shot himself fatally with his AK-47 service rifle in his camp quarters in Banihal town of Jammu and Kashmir’s Ramban district on Saturday night, police said on Sunday. It’s not known why he took the extreme step. According to cops, the 29-year-old Army officer from Priyadarshini Vihar in eastern Delhi was company commander of 23 RR’s Ramban detachment, Alpha Coy Mahubal. “As the death happened under mysterious circumstances, inquest proceedings were initiated at Khari police post to find out what led the military officer to shoot himself. No suicide or any other note was found,” a police officer said, informing that a case has been registered.||http://timesofindia.indiatimes.com//india/army-major-shoots-self-in-jks-ramban/articleshow/88244617.cms||---
---||Srinagar||J&K admin blocks youth meet at Mehbooba bungalow||SRINAGAR: The J&K administration on Sunday sealed all routes leading to PDP chief and ex-CM Mehbooba Mufti's Gupkar Road residence after citing Covid protocol to officially deny her permission to hold the party's youth convention on the sprawling lawns of the state-owned Fairview bungalow overlooking the Dal. Mehbooba, who had been asked to vacate the heritage property soon after the nullification of Article 370 took away J&K's special status, posted a video on PDP's official Twitter handle that shows her walking past rows of overturned plastic chairs and talking about how her attempt to connect with the youth had been "sabotaged". PDP spokesperson Najam-us-Saqib alleged that supporters headed to the PDP headquarters, to which the event was shifted at the last minute, were baton-charged by the police at Sonwar. He claimed there was no prior intimation from the administration about restrictions in holding the convention. The police said there was no question of allowing any public gathering in the high-security Gupkar Road neighbourhood. "PDP had scheduled a youth convention at Fairview, a government bungalow that is also the residence of Mehbooba Mufti. A gathering of at least 1,000 people was expected," an official said. "Given the prevalent Covid situation and larger security implications resulting from allowing such a large number of people and accompanying cars and vehicles into a high-security zone, it was not advisable to allow such a large flow of people and unauthorised vehicles." The official said the police had "credible inputs" about the possibility of vehicles loaded with IEDs being used to target civilians and high-security installations. "Gupkar Road houses buildings of various organisations, including security-sensitive establishments and intelligence agencies. No gatherings were allowed on the road earlier too." The Srinagar administration said it had advised PDP to officially apply for permission to hold the youth convention in an open area away from security-sensitive locations. Mehbooba, whose family has occupied Fairview since the time her late father Mufti Mohammad Sayeed was the CM, had been asked to vacate the heritage property soon after the nullification of Article 370 took away J&K's special status. She received a second eviction notice later, but has stayed put. National Conference vice-president and former CM Omar Abdullah, who used to live in another sprawling property in the same neighbourhood, vacated it last year and moved in with his father Farooq Abdullah. Mehbooba owns two houses, one in Srinagar and another at Bijjbehra in Anantnag district of south Kashmir, sources said.||http://timesofindia.indiatimes.com//city/srinagar/jk-admin-blocks-youth-meet-at-mehbooba-bungalow/articleshow/88244672.cms||M Saleem Pandit
---||India||JeM recruit killed in J&K gunfight with forces||SRINAGAR: A Jaish-e-Mohammed terrorist fresh out of training was killed in a gunfight with security forces at Awantipora in south Kashmir’s Pulwama district on Sunday, just over a month after he was inducted into the proscribed Pakistan-based outfit's ranks. The slain terrorist was identified as Sameer Ahmad Tantray, a resident of Bargam in Awantipora. A police officer said JeM assigned him to its south Kashmir unit on November 2. In the police records, he was classified as a "C-category" terrorist. Sameer was gunned down after he opened fire on a joint police and Army team engaged in a cordon-and-search operation in Bargam, the officer said. Nearly 150 terrorists, including several Pakistani infiltrators and local commanders of various outfits, have been killed in J&K so far this year.||http://timesofindia.indiatimes.com//india/jem-recruit-killed-in-jk-gunfight-with-forces/articleshow/88244689.cms||M Saleem Pandit
---||World||UK Covid alert level raised to 2nd highest tier amid Omicron surge||LONDON: Britain raised its Covid alert level on Sunday in response to the rapid spread of the Omicron variant, as medical authorities warned that hospitalisations are likely to rise sharply over the coming weeks. The chief medical officers of England, Scotland, Wales and Northern Ireland recommended an increase to alert level 4 from level 3 on its 5-point scale, which means they judge transmission of the virus to be high. “Early evidence shows that Omicron is spreading much faster than Delta and that vaccine protection against symptomatic disease from Omicron is reduced,” they said. Britain on Sunday announced additional step to stop the spread of the Omicron, including the extension of booster jabs to people over 30. “The Omicron expected to be the dominant strain by mid-December,” said health secretary Sajid Javid. The government has set itself a target of giving everyone aged 18 and over a booster jab by the end of January. The over-30s can get a third dose from next week. On Sunday, government minister Nadim Zahawi said the first people with Omicron had been taken to hospital. In London, Omicron is now responsible for about a third of all Covid-19 cases. Meanwhile, PM Boris Johnson could face more ire over a report he personally breached lockdown rules a year ago. Mirror reported that he hosted a Christmas quiz from his Downing Street residence on December 15, when UK was under a “no mixing” order.||http://timesofindia.indiatimes.com//world/uk/uk-covid-alert-level-raised-to-2nd-highest-tier-amid-omicron-surge/articleshow/88244780.cms||---
---||World||US virus toll tops 8L as Delta ravaged in 2021; Covid cases in Russia hit 10m-mark||The US on Sunday reached 8,00,000 Covid-related deaths, as the nation braces for a potential surge in infections due to the highly transmissible Omicron variant of the virus. The milestone means the US death toll from this one virus now exceeds the entire population of North Dakota. Even with vaccines widely available, the country has lost more lives to the virus this year than in 2020 due to the more contagious Delta variant and people refusing to get inoculated. Since the start of the year, over 4,50,000 people in the US have died of Covid, or 57% of all US deaths from the illness since the pandemic started. The deaths this year were mostly in unvaccinated patients, experts say. It took 111 days for US deaths to jump from 600,000 to 700,000. The next 100,000 deaths took just 73 days. Meanwhile, the number of registered cases in Russia now exceeds 10 million, but the latest wave has lost momentum and the number of deaths is declining.||http://timesofindia.indiatimes.com//world/us/us-virus-toll-tops-8l-as-delta-ravaged-in-2021-covid-cases-in-russia-hit-10m-mark/articleshow/88244942.cms||---
---||World||Anne Rice, who spun Gothic tales of vampires, passes away at 80||Anne Rice,the Gothic novelist best known for her best-selling book “Interview With the Vampire,” died Saturday. She was 80. Her son, Christopher Rice, wrote on social media that Anne Rice died of “complications resulting from a stroke”. “She left us almost nineteen years to the day my father, her husband Stan, died,” Christopher Rice wrote on his mother’s Facebook page. “In her final hours, I sat beside her hospital bed in awe of her accomplishments and her courage,” he wrote. Rice was most widely known for the novel series “The Vampire Chronicles,” the first of which was “Interview With the Vampire,” published in 1976. It was adapted into a movie starring Tom Cruise, Brad Pitt, Kirsten Dunst and Antonio Banderas. Over the next five decades, Rice would write more than 30 books, over a dozen of which are part of the vampire series. Born Howard Allen Frances O’Brien in 1941, she was raised in New Orleans, where many of her novels were set. Raised in an Irish Catholic family, Rice wrote about her fluctuating spiritual journey, including the 2008 memoir “Called Out of Darkness: A Spiritual Confession.” But in 2010, she announced that she was no longer Christian, saying “I refuse to be anti-gay. I refuse to be anti-feminist. I refuse to be anti-artificial birth control.” Anne Rice will be interred in a private ceremony at the family mausoleum in New Orleans, Christopher said.||http://timesofindia.indiatimes.com//world/rest-of-world/anne-rice-who-spun-gothic-tales-of-vampires-passes-away-at-80/articleshow/88245012.cms||---
---||World||Israeli leader begins first-ever visit to UAE as Iran tensions rise||JERUSALEM: Israeli PM Naftali Bennett arrived in the UAE on Sunday and will meet its de facto ruler in the highest-level visit since the countries formalised relations last year. Bennett said he and Abu Dhabi Crown Prince Sheikh Mohammed bin Zayed al-Nahyan would meet on Monday to discuss ways to bolster cooperation and strengthen economic and commercial ties. There was no comment from Abu Dhabi on the visit, which comes at a time of heightened regional tension as world powers try to revive a 2015 nuclear deal with Iran. Israel has broached setting up joint defences with Gulf Arab states that share its concern over Iran’ activities. Yet the UAE has also reached out to its Iran, sending its NSA to meet President Raisi. Since August 2020, the UAE, followed by Bahrain, Sudan and Morocco, have moved to normalise ties with Israel under the US-sponsored “Abraham Accords”. Bennett’s UAE trip is the first visit by an Israeli PM to any of those countries since the accords.||http://timesofindia.indiatimes.com//world/middle-east/israeli-leader-begins-first-ever-visit-to-uae-as-iran-tensions-rise/articleshow/88245068.cms||---
---||World||Civilian deaths mounted as secret American unit pounded IS: Report||A single top-secret American strike cell launched tens of thousands of bombs and missiles against the Islamic State group in Syria, but in the process of hammering an enemy, the shadowy force sidestepped safeguards and repeatedly killed civilians, according to several current and former military and intelligence officials. The unit, called Talon Anvil, worked in three shifts around the clock between 2014 and 2019, pinpointing targets for the US’ air power to hit: convoys, car bombs, command centres and squads of enemy fighters. But people who worked with the strike cell say in the rush to destroy enemies, it circumvented rules imposed to protect non-combatants, and alarmed its partners in the military and the CIA by killing people who had no role in the conflict: farmers trying to harvest, children in the street, families fleeing fighting and villagers sheltering in buildings. Talon Anvil was small — at times fewer than 20 members — but it played an outsize role in the 1,12,000 bombs and missiles launched against the IS, in part because it embraced a loose interpretation of the military’s rules of engagement. “They were ruthlessly efficient,” said a former air force intelligence officer who worked on hundreds of Talon Anvil missions from 2016 to 2018. “But they also made a lot of bad strikes.” The military billed the air war against the IS as the most precise and humane in history, and said rules and oversight by top leaders kept civilian deaths to a minimum despite a ferocious pace of bombing. In reality, four current and former military officials say, the majority of strikes were ordered not by top leaders but by low-ranking commandos in Talon Anvil. NYT reported last month that a bombing run in 2019 killed dozens of women and kids, and that the aftermath was concealed from the public and military leaders. That strike was carried out by Talon Anvil. Every year that the strike cell operated, the civilian casualty rate in Syria increased significantly, according to Larry Lewis, a former Pentagon and state department adviser. When presented with the findings, several current and former special operations officers denied any widespread pattern of reckless airstrikes by the strike cell and disregard for limiting civilian casualties. Captain Bill Urban, a spokesman for the military’s central command, declined to comment.||http://timesofindia.indiatimes.com//world/us/civilian-deaths-mounted-as-secret-american-unit-pounded-is-report/articleshow/88245101.cms||---
---||India||PM Modi’s Twitter account hacked with Bitcoin post, ‘promptly secured’||NEW DELHI: PM Modi’s personal Twitter account was hacked for a brief period during the early hours of Sunday, prompting the Centre’s cyber security wing CERT-In to order a high-level inquiry into the incident that follows a similar breach in September last year where an account linked to the PM’s personal website was compromised. The latest incident saw the hackers put out a tweet from the PM’s Twitter handle – that has over 73.4 million followers – claiming that India has “officially adopted bitcoin as legal tender”. Sharing a link and asking people to “hurry up”, the Tweet added, “The government has officially bought 500 BTC and is distributing them to all residents of the country”. No sooner had the hack been noticed than the government sprung into action, writing to Twitter about the incident and asking users to ignore the tweet. The first official info about the breach was sent out through the PM’s official Twitter account (@PMOIndia) at 03:18am: “The Twitter handle of PM @narendramodi was very briefly compromised. The matter was escalated to Twitter and the account has been immediately secured. In the brief period that the account was compromised, any Tweet shared must be ignored”. As chatter around the breach spread, the matter started trending on Twitter with the hashtags such as #hacked. When contacted, a spokesperson for Twitter said that the account was "secured" the moment they were made aware of the hack. "We have 24x7 open lines of communication with the PM’s Office and our teams took necessary steps to secure the compromised account as soon as we became aware of this activity. Our investigation has revealed that there are no signs of any other impacted accounts at this time." Twitter said that as per its internal investigations into the matter, “it appears that the account was not compromised due to any breach of Twitter’s systems”. However, top government functionaries have started an investigation into the breach, with the country’s cybersecurity nodal agency, CERT-In coming into the picture. Officials of the cyber security wing and other agencies have sought details from Twitter, while also investigating into the possible hacking syndicates and groups that operate as independent entities or emanate from countries inimical to India’s interests, sources told TOI. In the incident that occurred on September 3 last year, the verified Twitter account of Modi's personal website @narendramodi_in was hacked (also in the wee hours) as the gate-crashers sought funds in the name of Covid-19 relief efforts, though through bitcoins. "I appeal to you all to donate generously to PM National Relief Fund for Covid-19. Now India begins with cryptocurrency. Kindly donate bitcoins to (bitcoin wallet address)," the hackers tweeted from the verified handle at around 3.15am. The account though was restored within an hour and the malicious tweets deleted. The hackers – who had had identified themselves as ‘John Wick’ (a Hollywood vigilante action thriller franchise with actor Keanu Reeves playing the title role) – had later claimed in an email that they were based out of Korea and had hacked the PM's website account to "clear their name" from an earlier data breach incident. Twitter had said even then that the incident was not linked to any security compromise at its end, adding that there was no connection to a global celebrity hack in July last year. The July incidents had seen cyber attackers hack into the Twitter accounts of famous western personalities such as former US President Barack Obama, Democratic presidential candidate Joe Biden as well as corporate such as Amazon CEO Jeff Bezos, Microsoft co-founder Bill Gates and Tesla CEO Elon Musk. It was purportedly linked to a Bitcoin scam, and the incident had also seen CERT-In step in then as it sought explanations from the company on any possible attacks in India. Watch PM Modi's Twitter handle 'very briefly' compromised, restored later||http://timesofindia.indiatimes.com//india/pm-modis-twitter-account-hacked-with-bitcoin-post-promptly-secured/articleshow/88245185.cms||Pankaj Doval
---||India||India won direct war against Pak, will win ‘indirect’ war too: Rajnath Singh||NEW DELHI: India won the direct war against Pakistan in 1971 and will emerge victorious in the ongoing ‘indirect war’ of cross-border terrorism sponsored by its western neighbour as well, defence minister Rajnath Singh said on Sunday. Inaugurating the 'Swarnim Vijay Parv' (Golden Jubilee celebration) at the India Gate lawns here to commemorate the 1971 Bangladesh liberation war, Singh said, “This war tells us that the partition of India on the basis of religion was a historic mistake. Pakistan was born in the name of one religion but it could not remain one.” At the event, a video message by Chief of Defence Staff General Bipin Rawat, which was recorded a day before his death with 12 others in the Mi-17 V5 helicopter crash on December 8, was also played. “Apne senao par hei hame garv, aao milkar manaye Vijay Parv (We are proud of our armed forces, let's celebrate victory together),” said Gen Rawat in his message, paying glowing tributes to the Indian military personnel killed in the 1971 war with Pakistan. “After the defeat of 1971, it is continuously fighting a proxy war. Pakistan wants to disrupt peace in India by promoting terrorism and other anti-India activities. The Indian forces had foiled their plans in 1971 and work to eliminate terrorism from its root is also underway. We have won in a direct war and the victory will be ours in the indirect war as well,” Rajnath said. He said India contributed to the establishment of democracy in Bangladesh, which has progressed rapidly on the path of development over the last 50 years, in an inspiration for the rest of the world. Noting that Pakistan names its missiles after cruel invaders who attacked India like Ghauri, Ghaznavi and Abdali, he said the 1971 war was against not just the Pakistani army but also injustice and atrocities inflicted on the Bangladeshi people. “It was not just a victory of India over Pakistan, but also of justice over injustice…India has never attacked another country and never occupied a single inch of another country,” said Singh.||http://timesofindia.indiatimes.com//india/india-won-direct-war-against-pak-will-win-indirect-war-too-rajnath-singh/articleshow/88245214.cms||---
