---||Mangaluru||Two more platforms at Mangaluru Central railway station by September||MANGALURU: Southern Railway (SR, Palakkad division) has plans to complete the work of two more platforms at Mangaluru Central railway station by September. SR general manager John Thomas said the work on two additional platforms at the station has already commenced. “The work of pit line development will be completed by March and new platforms will be ready by September. The additional platforms will help the railways operate more trains to the Mangaluru Central railway station considering the demands of the people from the region,” he told reporters after holding an annual inspection on Tuesday. Paschima Karavali Railway Yatri Abhivridhi Samithi members submitted a memorandum urging the SR Palakkad division to expedite the work on the additional platforms. They also demanded a second entry point to the railway station from the Attavar side. The GM said that a second arrival hall will also be developed along with the additional platforms. In a memorandum, Samithi had urged SR to operate the Vijayapura-Mangaluru Junction special express train from Mangaluru Central (using the bay line platform) instead of operating it from Mangaluru Junction railway station. They also urged the railways to run Yeshvantpur-Mangaluru Junction day express (Gomateshwara Express) up to Mangaluru Central railway station with a revised timing and to extend Mangaluru-Puttur passenger train up to Subrahmanya Road. Activist G K Bhat said CSMT Mumbai Express should be extended to Mangaluru Central railway station and a stoppage should be provided for Matsyagandha Express at Mangaluru junction. The tri-weekly Bengaluru-Mangaluru central express via Mysuru should be made a daily train, he added. The GM said the demands for extending the train services to Mangaluru Central railway station will be considered as two more platforms are being constructed. The GM said the Chervathur-Mangaluru passenger train, which helps thousands of students from Kerala studying in Mangaluru, will be re-introduced soon. “We had suspended the train service following the pandemic. The services of several passenger trains have not yet resumed since Kerala has been recording more than 45% of Covid-19 cases in the country. After reviewing Covid-19 situation, especially the threat of the Omicron variant, the railways will resume passenger service trains soon,” he said.||http://timesofindia.indiatimes.com//city/mangaluru/two-more-platforms-at-mangaluru-central-railway-station-by-september/articleshow/88417331.cms||Vinobha K T
---||India||PAGD calls January 1 protest rally over delimitation draft, Jammu demands equal 'seat share||JAMMU: The four-party People's Alliance for Gupkar Declaration (PAGD) went into a huddle on Tuesday to firm up its strategy to challenge the J&K Delimitation Commission's "Jammu-centric proposals" with a January 1 protest rally as the starting point of a more unified push than its restore-Article 370 campaign could become. In what could be even more disconcerting for the J&K administration, parties in Jammu cried foul over Kashmir division getting more seats overall as part of the Centre’s alleged “appeasement policy”. "The constitutional framework of delimitation, including taking cognisance of the latest census data, has been ignored in the case of J&K," Gupkar alliance spokesperson Yousuf Tarigami said after the National Conference-led group met at Srinagar MP and party president Farooq Abdullah’s Batindi residence in Jammu. "PAGD leaders have decided to hold a protest on at 11am on the first day of the new year against the delimitation proposals, which are unacceptable to us and all communities of J&K. We see the draft, which envisages creating six new constituencies in Jammu and only one in Kashmir division, as a divisive move," the spokesperson said. Tarigami, who is also a central committee member of the CPM, sought to dispel the notion that Farooq and two other NC colleagues didn't speak out against the proposals when they met the delimitation commission in a Delhi hotel. J&K People's Conference chief Sajad Lone, who walked out of the Gupkar alliance over differences with NC several months ago, had tweeted on Monday that Farooq and his colleagues sitting with the delimitation panel was "a U-turn". In Jammu, J&K National Panthers Party, Apni Party and Shiv Sena (Thackeray) on Tuesday demanded "equal seat share" in the delimitation process. "Allocating 43 seats to the Jammu region against 47 to Kashmir is wholly unjustified against the backdrop of the norms and criteria laid down in Section 60 of the J&K Reorganization Act for delimitation of assembly constituencies," Panthers Party chairperson and former minister Harsh Dev Singh said. Singh pointed out that while the population of Kashmir division was 12% higher than that of Jammu, the latter's geographical span was almost twice that of the Valley. He said the average size of an assembly constituency in Kashmir was 346 sq km against Jammu's 710 sq km. "Gurez constituency in Kashmir dicision was created with approximately 16,000 voters, which is a fraction of the 1.6 lakh-odd voters in Jammu West and Gandhi Nagar constituencies. The BJP government at the Centre has once again chosen to continue with its appeasement policy in J&K, keeping Jammu seats lower than that of Kashmir division," Singh said.||http://timesofindia.indiatimes.com//india/pagd-calls-january-1-protest-rally-over-delimitation-draft-jammu-demands-equal-seat-share/articleshow/88419777.cms||M Saleem Pandit
---||India||Power employees call off strike as J&K govt agrees to all demands||JAMMU: After four-day disruption in power supply across J&K due to the power development department (PDD) employees’ strike against the proposed privatisation of electricity in the Union Territory, the administration on Tuesday accepted the demands of over 20,000 striking PDD staff. With the signing of the agreement between the top officials and power staff, the indefinite strike was called off and the staff began to restore power in the state with immediate effect. Most of the 20 districts of Jammu and Kashmir had been facing power breakdown amid harsh winter conditions since the strike bagn on Friday, and the Army had been called to help restore essential services. The power staff had been on strike opposing the merger of Jammu and Kashmir Power Transmission Corporation Limited (JKPTC) with the Power Grid Corporation of India Limited (PGCI). An official team led by divisional commissioner Raghav Langar and ADGP Mukesh Singh of Jammu held a fresh round of talks late Monday night with the PDD employees’ association led by its general secretary S Tickoo and gave them a written assurance of accepting their demands, the union leaders said. Jammu University had to postponed its offline and online examinations for undergraduate and postgraduate students on Tuesday in view of the strike. The PDD employees had held anti-government protests in Srinagar and Jammu demanding in writing from the Lieutenant Governor that the administration has shelved the proposal of merger.||http://timesofindia.indiatimes.com//india/power-employees-call-off-strike-as-jk-govt-agrees-to-all-demands/articleshow/88419788.cms||M Saleem Pandit
---||Goa||After Ferrando’s exit, Derrick enters bio-bubble as FC Goa’s chief coach||Panaji: In the end, the choice was simple. FC Goa drew up a two-man shortlist to replace coach Juan Ferrando and surprised nobody when they handed over the teams’ reins to Derrick Pereira. Until Saturday, Derrick was the club’s technical director, looking after teams from under-16 to reserves. On Sunday, he was elevated as chief coach of the senior team, following the departure of Ferrando to ATK Mohun Bagan. “Derrick is ingrained into the fabric of the club and is well versed with our players and staff with a vast majority of them having worked with him,” said club’s director of football Ravi Puskur. “He will settle into the day to day workings of the team seamlessly and we’re certain he will continue to push our brand of football. “A Goan taking over FC Goa is the perfect representation of what we believe in and we are confident he will make his mark on this team and will continue to push the team towards its objectives.” When the club parted ways with Sergio Lobera in 2020 with three league games still left to be played, besides the playoffs, Derrick had stepped in. This time, Spanish coach Angel Viadero was also on the shortlist, but with bio-bubble requirements – mandatory quarantine of 11 days for foreigners – it made sense to hand charge to someone who could move into the bubble straightway. “Once again, we turn to Derrick to guide us out of a mid-season crisis and graciously, he has accepted. He will fit like a glove, because he pretty much built most of it. I am sure he is going to do a great job as head coach of @FCGoaOfficial,” club president Akshay Tandon said in a tweet. Derrick has been with FC Goa since 2017, serving as the assistant coach in his first year before taking up the role of technical director in 2018. He headed the club’s youth development with three of his teams finishing as champions. Derrick was also in charge of the India U-23 team in 2019, but has been more popular for his coaching roles and success with Vasco SC, Mahindra United, Pune FC, Salgaocar SC and Churchill Bros. "This is a wonderful opportunity, but there is also a lot of work ahead of us. I am eager to get onto the training ground to start working with the players. "I would like to thank the club management for this opportunity and thank the club's supporters for the incredible welcome they have already given me. I am very excited to begin our journey together,” said Derrick. Tandon said Derrick ensures that the club’s style of play is never compromised. “He has ensured that the philosophy of the club, which has always been to produce players for the first team, remains intact. This is why our development team players seem to fit into the first team so easily. “Selfishly, I have not wanted him in the first team role because he is so important to the club. He represents FC Goa’s vision better than anyone and I am grateful to have him and too scared to lose him. But things don't always go according to plan,” said the club president. Interim coach Clifford Miranda, who will be assistant to Derrick, will take charge of Goa’s next clash against Odisha FC on December 24.||http://timesofindia.indiatimes.com//city/goa/after-ferrandos-exit-derrick-enters-bio-bubble-as-fc-goas-chief-coach/articleshow/88419840.cms||---
---||Goa||Goa Chess Association poll: Disqualified candidates get big boost||Panaji: The Appellate Authority of the All India Chess Federation (AICF) has provided a boost to the rival faction within the Goa Chess Association. Mahesh Candolkar (Tiswadi), Ashesh Keni (Salcete), Vishwas Pilankar (Bardez) and Amogh Namshikar (Ponda) who were contesting for the post of president, secretary, treasurer and joint secretary have taken their battle to the AICF after they were disqualified and presiding officer Subhash Shirodkar declared others elected unopposed. According to an order issued by the Appellate Authority of AICF, any two executive members among nine elected members of the executive members of the affiliated taluka chess associations, duly authorised in writing, could be nominated to contest and vote for any posts of the executive committee. There was also was no justification in rejecting the nominations of Candolkar and others by the presiding officer, particularly when on scrutiny their nomination papers were found valid, states the order. The Appellate Authority agreed with the findings of the AICF Ethic Commission, holding that the action of the presiding officer was “contrary to principles of natural justice,” while also stating that no proper opportunity was granted to Candolkar and others. The order is a boost for the G7 group -- Tiswadi, Salcete, Bardez, Sattari, Pednem, Ponda and Bicholim – who have been fighting against the disqualification. All eyes will now be on AICF. The federation will take a final call soon. The GCA election results were marred by controversy when secretary Kishor Bandekar issued a release which said there would be no election on August 22 as all candidates were elected unopposed. BJP Rajya Sabha MP Vinay Tendulkar (Dharbandora) was elected president, while Sharendra Naik (Canacona) and Bandekar (Mormugao) were named secretary and treasurer.||http://timesofindia.indiatimes.com//city/goa/goa-chess-association-poll-disqualified-candidates-get-big-boost/articleshow/88419893.cms||---
---||India||‘Delmicron’, not just Omicron, behind surge in cases in UK, US||MUMBAI: The mega increase in Covid cases in Europe and the US is possibly a ‘Delmicron’ wave — a combination of Delta and Omicron variants — said a member of the Covid task force in Maharashtra. “Delmicron, the twin spikes of Delta and Omicron, in Europe and US has led to a mini tsunami of cases,” said Shashank Joshi, member of state government’s task force on Covid. He said it remains to be seen how Omicron would behave in India, where there is widespread “exposure” to Delta variant. “At present, Delta derivatives, descendants of Delta, are main variants in circulation in India. Omicron is fast replacing Delta in other parts of the world, but there is no way to predict how Delta derivatives and Omicron would behave,” he said. Moreover, there is hybrid immunity in India. “Sero surveys in Mumbai and Delhi showed that over 90% of the surveyed population had been exposed to Covid,” said Joshi.||http://timesofindia.indiatimes.com//india/delmicron-not-just-omicron-behind-surge-in-cases-in-uk-us/articleshow/88420020.cms||---
---||Delhi||Globe cakes, gingerbread cookies, and peppermint joysticks: A peek inside NCR home bakers’ Christmas hampers||With plum and nut cakes being the highlight of the joyous season, home bakers are whipping up classic, as well as unique Christmas goodies for the busiest time of the yearRum balls for ChristmasHome bakers across NCR are completely booked this season. With Christmas around the corner, they are busy with the usual gingerbread cookies, plum cakes along with chocolate cookies orders. While some are making alcohol-free plum cakes and chocolate balls, others are trying new recipes like carrot, honey and jam cake to go with the spirit of the festival. Alcohol-free Christmas globe cake for kids Plum cakes and gingerbread cookies are the season’s highlightWhat’s Christmas without plum cake and gingerbread cookies, right? Home bakers share that these two have been the highlight of the season. Sheetal Agarwal, a home baker, and a resident of Sector 50, Gurgaon, who delivers across NCR, shares, “We are making a variety of things this Christmas for all kinds of customers. The highlight of this season is the classic plum cake soaked with rum along with whiskey, wine and brandy. A perfect option for kids on the other hand is the globe cake.” She adds, “We’re also offering Christmas-themed white and dark chocolate bars, cupcakes, along with gingerbread and coffee cookies. We are also trying out new recipes like spice cake, carrot cake, honey and jam cake, and offering them to our customers through our weekend menu so that they can try out something new every week.” Traditional plum cake with fruits and nuts soaked in spirits Namita Khanna, a home baker and resident of Sector 81, Gurgaon, says, “For Christmas, we are making customised cookies, breads and muffins. We are also baking rum and nut cakes, and fresh orange and lemon cakes. The orders are coming in for cranberry loaf, focaccia bread, red velvet cakes and herbed cheese and garlic loaf.” Gingerbread cookies While most plum cakes may contain alcohol, home bakers are ready to bake a cake for you without alcohol as well. Seema Jain, a resident of Sohna Road, tells us, “Along with making traditional Christmas plum cakes, I am also making eggless plum cakes and liquor-free rich fruit cakes. I am also making gingerbread and chocolate cookies this season.” Traditional plum cake with fruits and nuts soaked in rum and brandy for two months Home bakers taking limited orders to focus on qualityWhile some of them are already booked this season, some expect to get orders in the week prior to Christmas. From taking limited orders to focussing on quality and offering gift hampers for their customers, there’s a lot that the home bakers are doing this season. Shefali Sharma, a resident of Sector 57, Gurgaon, who is making traditional plum cakes, carrot walnut tea cakes, linzer cookies among other cakes, shares, “I have been booked this season. Though we expect more orders in the last leg of the season, I am completely booked before that.” Seema Jain adds that she is taking only limited orders this season. “I am doing only 30 plus cakes as it is a limited stock.” Xmas display with plum cake and chocolate waffle Another home baker Chhavi Lath, who is a resident of Sohna Road, has prepared Christmas hampers for kids. “Parents can buy a hamper for their kids which has a planter, a pack of seeds, a photo frame, Xmas tree-shaped focaccia bread, marshmallows, cookies and a peppermint joystick.”||http://timesofindia.indiatimes.com//city/delhi/globe-cakes-gingerbread-cookies-and-peppermint-joysticks-a-peek-inside-ncr-home-bakers-christmas-hampers/articleshow/88416611.cms||Riya Sharma
---||Gurgaon||Globe cakes, gingerbread cookies, and peppermint joysticks: A peek inside NCR home bakers’ Christmas hampers||With plum and nut cakes being the highlight of the joyous season, home bakers are whipping up classic, as well as unique Christmas goodies for the busiest time of the yearRum balls for ChristmasHome bakers across NCR are completely booked this season. With Christmas around the corner, they are busy with the usual gingerbread cookies, plum cakes along with chocolate cookies orders. While some are making alcohol-free plum cakes and chocolate balls, others are trying new recipes like carrot, honey and jam cake to go with the spirit of the festival. Alcohol-free Christmas globe cake for kids Plum cakes and gingerbread cookies are the season’s highlightWhat’s Christmas without plum cake and gingerbread cookies, right? Home bakers share that these two have been the highlight of the season. Sheetal Agarwal, a home baker, and a resident of Sector 50, Gurgaon, who delivers across NCR, shares, “We are making a variety of things this Christmas for all kinds of customers. The highlight of this season is the classic plum cake soaked with rum along with whiskey, wine and brandy. A perfect option for kids on the other hand is the globe cake.” She adds, “We’re also offering Christmas-themed white and dark chocolate bars, cupcakes, along with gingerbread and coffee cookies. We are also trying out new recipes like spice cake, carrot cake, honey and jam cake, and offering them to our customers through our weekend menu so that they can try out something new every week.” Traditional plum cake with fruits and nuts soaked in spirits Namita Khanna, a home baker and resident of Sector 81, Gurgaon, says, “For Christmas, we are making customised cookies, breads and muffins. We are also baking rum and nut cakes, and fresh orange and lemon cakes. The orders are coming in for cranberry loaf, focaccia bread, red velvet cakes and herbed cheese and garlic loaf.” Gingerbread cookies While most plum cakes may contain alcohol, home bakers are ready to bake a cake for you without alcohol as well. Seema Jain, a resident of Sohna Road, tells us, “Along with making traditional Christmas plum cakes, I am also making eggless plum cakes and liquor-free rich fruit cakes. I am also making gingerbread and chocolate cookies this season.” Traditional plum cake with fruits and nuts soaked in rum and brandy for two months Home bakers taking limited orders to focus on qualityWhile some of them are already booked this season, some expect to get orders in the week prior to Christmas. From taking limited orders to focussing on quality and offering gift hampers for their customers, there’s a lot that the home bakers are doing this season. Shefali Sharma, a resident of Sector 57, Gurgaon, who is making traditional plum cakes, carrot walnut tea cakes, linzer cookies among other cakes, shares, “I have been booked this season. Though we expect more orders in the last leg of the season, I am completely booked before that.” Seema Jain adds that she is taking only limited orders this season. “I am doing only 30 plus cakes as it is a limited stock.” Xmas display with plum cake and chocolate waffle Another home baker Chhavi Lath, who is a resident of Sohna Road, has prepared Christmas hampers for kids. “Parents can buy a hamper for their kids which has a planter, a pack of seeds, a photo frame, Xmas tree-shaped focaccia bread, marshmallows, cookies and a peppermint joystick.”||http://timesofindia.indiatimes.com//city/gurgaon/globe-cakes-gingerbread-cookies-and-peppermint-joysticks-a-peek-inside-ncr-home-bakers-christmas-hampers/articleshow/88416634.cms||Riya Sharma
---||India||1st cases in Odisha, J&K; Omicron tally at 218||India’s Omicron tally crossed the 200-mark on Tuesday and stood at 218 with 44 fresh cases — the highest so far in a single day — even as the highly infectious variant of coronavirus spread to new regions with Odisha and J&K reporting their first cases. Three cases were reported in J&K and two in Odisha. With this, the number of Omicron-affected states and UTs has risen from 12 to 14. The country’s highest single day Omicron count earlier was on December 18 when 30 cases were reported. Delhi reported the highest number of fresh cases (24), followed by Maharashtra which recorded 11 infections. Maharashtra and Delhi, with 65 and 54 total cases, respectively, alone account for 55% of the Omicron infections in the country. Telangana, which reported four fresh cases on Tuesday, is the third most affected state with 24 infections. With three cases detected in Jammu, Omicron spread further north in the country, days after a case was recorded in Chandigarh. None of the infected persons have a history of foreign travel. The sample of the infected persons were taken from a cluster in Jammu on November 30, as per health officials. In Odisha, two returnees from abroad, one from Nigeria and the other from Qatar, were found to be infected with Omicron. Both patients are showing mild symptoms. In Maharashtra, of the 11 fresh Omicron cases, eight infected persons were detected following screening at Mumbai airport. In Telangana, one of the four cases was a doctor who came in contact with an Omicron patient who was undergoing treatment for cancer.||http://timesofindia.indiatimes.com//india/1st-cases-in-odisha-jk-omicron-tally-at-218/articleshow/88420092.cms||---
---||India||Third wave inevitable, but no cause for panic yet: Experts||MUMBAI: Even as the Centers for Diseases Control announced 73% of the new coronavirus cases in the US are caused by the Omicron variant as against 3% last week, the Covid statistics at home too are slowly rising and experts believe the third wave — even if less severe than the previous one — is inevitable. The Rt value or the effective reproduction value of the SARS-CoV-2 virus has gone up in a few states, including Maharashtra. An Rt value of 1 means one patient can spread the disease to one other person. In a tweet, epidemiologist Dr Giridhar Babu on Tuesday said states with an increase in Rt values on December 19 as compared to December 13 are Bihar, MP, Maharashtra, Uttarakhand, Tripura, Tamil Nadu, Assam, Odisha, Mizoram, Arunachal Pradesh, West Bengal, Manipur and Nagaland. India’s effective Rt is 0.89 as on December 19, he added. In the week ending November 2, the Rt value in Maharashtra was 0.7 and kept steadily increasing — 0.82 (November 14), 0.96 (November 22) — before falling — 0.92 (November 29) and 0.85 (December 6). In the last two weeks, the Rt value in the state has again started rising: 1.08 (December 19). The rising weekly caseload and Rt value are, as per doctors, an indicator of how the Covid graph will turn out in the next month. Rahul Pandit, a member of the state government’s task force on Covid-19, said there is no cause for panic yet. “Any rise in R value is a cause for concern and means the public health machinery should strengthen its surveillance and contact tracing,” he further stated. Read AlsoOmicron spreads wings: Mask up, avoid crowdAccording to Dr K Srinath Reddy, president, Public Health Foundation of India, the emergence of the Omicron variant of SARS-CoV-2 has indeed increased the chances of a resurgence in Covid cases. “While we cannot stop infections given the highly transmissible nature of the new variant which infectsShashank Joshi, also a task force member, said: “The third wave seemed remote a few months ago, but the emergence of the Omicron variant that spreads five times more rapidly than Delta has raised the possibility of cluster outbreak and the third wave.” Internal medicine specialist Swapneil Parikh said a third wave is inevitable. “Based on developments in other countries, cases in India too will increase. What remains to be seen is what… sort of load the third wave would put on hospital infrastructure,” he said. However, most doctors said immunity due to vaccine, past infection will blunt the severity of the possible Omicron wave.||http://timesofindia.indiatimes.com//india/third-wave-inevitable-but-no-cause-for-panic-yet-experts/articleshow/88420140.cms||---
---||India||Bill to up girls’ marriage age in Lok Sabha, to be sent to Parliament committee||NEW DELHI: Amid protests from the opposition, the government on Tuesday introduced in the Lok Sabha a crucial bill to amend the Prohibition of Child Marriage Act, 2006 to raise the age of marriage for girls from 18 to 21 years and bring it at par with men, potentially setting the stage for another political battle over immunity of personal laws of minority communities and a fresh debate over whether social attitudes can be legislated. Introducing the bill, an assertive Smriti Irani, the minister for women and child development, made it clear that the bill seeks to override all existing laws, including “any custom, usage or practice” governing the parties in relation to marriage. The move will involve bringing all related laws, including personal laws, in consonance with amendments. These include the Indian Christian Marriage Act; the Parsi Marriage and Divorce Act; the Muslim Personal Law (Shariat) Application Act; the Special Marriage Act; the Hindu Marriage Act; and the Foreign Marriage Act. Although Irani said that the Prohibition of Child Marriage (Amendment) Bill, 2021 would be sent to a parliamentary standing committee, strong reaction by some on the opposition benches and her defiance provided an early peek into what might unfold in the deliberations in the committee room, the House and, most importantly, in the public arena. In fact, the introduction of the bill was preceded by Prime Minister Narendra Modi taking on the opponents of the legislation at a public meeting of women in Prayagraj in Uttar Pradesh on Tuesday. Protesting opposition members hit out at the government for introducing the bill in a “hurry” and “without any consultation with stakeholders” and demanded that the bill be sent to a standing committee. Even as she said that the government would have sent the bill to the standing committee anyway, Irani strongly justified the bill was a “decisive step” for achieving parity between the ages when men and women can marry which had been 75 years in the making. She scoffed at the allegation that the bill was communal. She asserted that it is a secular measure which will be “uniformly applicable across all religions, castes and creed overriding any custom or any law which seeks to discriminate against women”. Irani buttressed her contention by recalling Supreme Court’s observations in the “Independent Thought versus Union of India” case of 2010. She said that the court had called the Prevention of Child Marriage Act, 2006 a secular law. “... And from the point of view of Muslim Personal Law, Hindu Marriage Act and all other religions, castes and communities, women should get equal rights in terms of age of marriage,” she added. “In a democracy, we are 75 years late in providing equal rights to men and women to enter into matrimony. In the 19th century, the age of marriage for girls was 10 years, till 1940 the age was raised from 12 to 14 years and till 1978, girls were married at the age of 15. Through this amendment, for the first time, men and women will be able to make a decision on marriage at the age of 21, keeping in mind the right to equality,” she added. Making a strong case for the amendments, Irani cited the National Family Health Survey-5 findings to assert that it shows that 7% of the girls aged between 15 and 18 years were found to be pregnant and nearly 23% of the girls in the 20-24 age group were married below the age of 18 years. She cited research to point that from 2015 to 2020, 20 lakh child marriages have been stopped. In the statement of objects and reasons of the bill, it has been highlighted how underage marriage remains a concern. “The Child Marriage Restraint Act, 1929, was replaced by the Prohibition of Child Marriage Act, 2006, to prohibit solemnisation of child marriages, but this highly pernicious practice is still not completely eradicated from our society. Hence, there is an urgent need to tackle this societal issue and to bring in reforms,” it stated. There are also imperatives for lowering maternal mortality rate and infant mortality rate, as well as improvement of nutrition levels and sex ratio at birth, as these would promote possibilities of responsible parenthood for both father and mother, making them more capable of taking better care of their children, the bill says. “It is also important to bring down the incidence of teenage pregnancies, which are not only harmful for women's overall health, but also result in more miscarriages and stillbirths.” The amendments to the bill will become effective two years from the date it receives the President’s nod so as to provide sufficient opportunity to one and all in the collective efforts and inclusive growth, and to make effective other provisions immediately. The bill, which seeks to amend the Prohibition of Child Marriage Act, 2006, provides that anyone married before the legal age of marriage (21) will be able to seek annulment of the marriage up to five years instead of the two years currently provided under law from the time of attaining majority (18 years).||http://timesofindia.indiatimes.com//india/bill-to-up-girls-marriage-age-in-lok-sabha-to-be-sent-to-parliament-committee/articleshow/88420251.cms||Ambika Pandit
