---||Goa||Derrick, Viadero on FC Goa’s two-man shortlist to replace coach Ferrando||Panaji: FC Goa have drawn up a two-man shortlist to replace coach Juan Ferrando and are likely to take a final call on Monday. Ferrando’s decision to trigger the release clause in his contract and join ATK Mohun Bagan took the club by surprise on Sunday morning. But there was some calm later in the day as Goa knew who they wanted to take the team forward. According to sources, the club’s technical director Derrick Pereira and Spanish coach Angel Viadero have been shortlisted to take over as the new coach. Clifford Miranda will be the interim coach and will take charge for the next clash against Odisha FC on Christmas eve. “We are @FCGoaOfficial. We have a championship squad and there is already a full strength of coaches and staff to fill in the gaps in the short term,” club president Akshay Tandon said in a tweet on Sunday. When the club parted ways with Sergio Lobera in 2020 and there were still three league games to be played, besides the playoffs, Derrick was asked to take charge, along with Clifford. The former India defender has been with the club for a long time and knows what is expected. Since Derrick is already in Goa, it will be easier for him to join the team’s bio-secure bubble, undergo quarantine and take charge. Should the club look for a foreign option, Viadero is the top choice. The Spanish coach was interviewed last season and impressed the club with his know-how. He has been following the Indian Super League (ISL) and is comfortable with the possession-based style of football that has been the hallmark of Goa since 2017. Viadero, 52, started his coaching career in 2002 and spent the first eight years at Real Racing. Since then, he has managed several clubs including Racing Santander and Eibar in the Spanish Segunda B division. In 2019-20, he coached Moroccan outfit Moghreb Tetouan, the same club where Lobera tasted success before he made his move to Goa. “Right now, what the club needs is an experienced head on board. Derrick and Angel both have enough years of coaching under their belt and will be perfect for the club,” said one source. Goa are placed eighth with seven points from six matches. They lost the first three games but won the next two and drew against Hyderabad FC.||http://timesofindia.indiatimes.com//city/goa/derrick-viadero-on-fc-goas-two-man-shortlist-to-replace-coach-ferrando/articleshow/88378930.cms||Marcus Mergulhao
---||India||Bill to raise women's marriage age in House this week, govt may agree to scrutiny||NEW DELHI: The Centre is likely to table in Parliament this week the Bill to raise the marriageable age for women from 18 to 21 years. The government is not averse to the idea of letting a parliamentary committee scrutinise the Bill. The winter session is scheduled to end on December 23. Sources said the government would not want to rush through with the passage of a crucial legislation that will have far-reaching implications, and which is being opposed by a section of commentators, activists and some political parties. Though the Cabinet had approved raising the marriageable age, there is a view that the government may cede space for a deeper scrutiny of the Bill by a standing committee if such a demand arises from the opposition parties. Read AlsoCPM opposes Bill on marriage ageNEW DELHI: The CPM on Sunday said it does not support the Bill proposing to increase the marriageable age for women from 18 years to 21 years as the reasons cited by the government for making such a move are "not convincing". The party's politbureau on Sunday said, "A woman, at the age of 18, isLast week, the Cabinet approved the introduction of the ‘The Prohibition of Child Marriage (Amendment) Bill, 2021’ for amending ‘The Prohibition of Child Marriage Act, 2006 (PCMA)’. The age of marriage for women was increased from 15 to 18 in 1978, by amending the erstwhile Sharda Act of 1929. Samajwadi party members, CPM and AIMIM chief Assadudin Owaisi, have opposed the move. As the debate hots up, Union minister for minority affairs and deputy leader in Rajya Sabha, Mukhtar Abbas Naqvi, at a programme to mark ‘Minorities Day’ on Saturday hit out at opponents, saying the “Talibani mentality” on women’s liberty, dignity, empowerment and constitutional equality will not be tolerated. Read AlsoBill to link Aadhaar with voter card to be tabled in LS todayNEW DELHI: Law minister Kiren Rijiju will introduce the Election Laws (Amendment) Bill, 2021, in the Lok Sabha on Monday. The bill to amend the Representation of the People Act seeks to bring in key reforms including voluntary linkage of voter ID with Aadhaar so as to weed out bogus and duplicateClearly, the big test for the Centre’s proposed legislation will be in Parliament. The government sees the proposed amendment legislation as a strong measure to bring women on an equal footing with men in keeping with the vision of the Constitution on gender equality. The move is also being cited by the government as a step that will allow women to attain psychological maturity before marriage, exercise their reproductive rights better and have a bigger say in decisions on family planning and use of contraceptives. However, the move has evoked a mixed response from women and child rights organisations too.||http://timesofindia.indiatimes.com//india/bill-to-raise-womens-marriage-age-in-house-this-week-govt-may-agree-to-scrutiny/articleshow/88379646.cms||Ambika Pandit
---||India||CPM opposes Bill on marriage age||NEW DELHI: The CPM on Sunday said it does not support the Bill proposing to increase the marriageable age for women from 18 years to 21 years as the reasons cited by the government for making such a move are "not convincing". The party's politbureau on Sunday said, "A woman, at the age of 18, is legally an adult. For the purposes of marriage, to treat her as a juvenile violates the right of an adult to make a personal choice of her partner."||http://timesofindia.indiatimes.com//india/cpm-opposes-bill-on-marriage-age/articleshow/88379681.cms||Swati Mathur
---||India||First in 19 months, India's weekly Covid count falls below 50,000||NEW DELHI: Despite the growing Omicron scare and rising coronavirus cases globally, Covid infections continue to fall in India. The country logged less than 50,000 fresh cases in the week ending Sunday, the first time in 19 months that the weekly count had dropped below that mark. India recorded nearly 49,000 fresh cases in the week (December 13-19), a drop of 12.3% from the previous week's count of 55,824 and the lowest point of the pandemic in the country since May 2020, as per TOI's Covid database. The last time weekly cases had dropped below 50,000 was on May 25-31, 2020, when the country had recorded 48,858. Read AlsoCan tweak existing Covid vaccines to fight new strains: GuleriaRandeep Guleria, director of All India Institute of Medical Sciences (AIIMS)-Delhi, on Sunday said the current vaccines against Covid-19 could be tweaked to offer protection against newer variants of the contagion.Deaths too decreased to below 2,000 during the week for the first time since October 11-17. India reported 1,922 fatalities during December 13-19, of which 680 deaths took place in recent days. The rest 1,242 were old fatalities added to the toll now, mainly by Kerala. This was in keeping with the trend of the past many weeks when old deaths have been significantly higher than recent casualties from Covid. Kerala reported a 20% decline in fresh infections. The state posted 22,984 cases in the week as compared with 28,684 in the previous week. Significantly, for the first time in many weeks, Kerala accounted for less than 50% of the country's Covid cases. Its share was down to 47%. Coronavirus live updatesMost states of the country continued to report a fall in fresh Covid cases. The notable exceptions were Maharashtra and Delhi, both registering a spike in infections for the second week running. Read Also10 fresh cases take India's Omicron tally past 150-markNEW DELHI: India's Omicron tally crossed the 150-mark on Sunday and stood at 155 with 10 fresh cases reported from two states -- six from Maharashtra and four from Gujarat. Maharashtra tops the chart in the state-wise tally with 54 cases, followed by Delhi, which has 22 cases. Among the new cases inMaharashtra logged 5,713 fresh cases, the second highest in the country after Kerala, and a 12% increase over the previous seven days' count of 5,105. Last week, the state had seen a more modest 3.5% increase in Covid cases. Delhi recorded an even higher spurt in cases although overall numbers remained comparatively low. The capital reported 479 fresh cases, a 33% spike over the previous week (360). Last week, Delhi had seen numbers rise by 14%. A few other states too reported a rise in infections. UP posted 148 new cases, a 70% rise from the previous week's tally of 87. MP continued to report a slow increase in cases with a 13% rise this week. MP reported 132 new cases. Jharkhand numbers were up too, as was the tally in Uttarakhand, which saw a 30% increase to 116 cases this week.||http://timesofindia.indiatimes.com//india/first-in-19-months-indias-weekly-covid-count-falls-below-50000/articleshow/88379706.cms||Amit Bhattacharya
---||India||10 fresh cases take India's Omicron tally past 150-mark||NEW DELHI: India's Omicron tally crossed the 150-mark on Sunday and stood at 155 with 10 fresh cases reported from two states -- six from Maharashtra and four from Gujarat. Maharashtra tops the chart in the state-wise tally with 54 cases, followed by Delhi, which has 22 cases. Among the new cases in Maharashtra, four were detected in Mumbai and one each in Pimpri Chinchwad and Pune (rural). The four cases detected in Mumbai were overseas travelers -- two from UK and others from Tanzania -- who tested positive for Covid-19 when screened at the airport. All of them are fully vaccinated. The Pune case is a five-year-old boy who is a close contact of a traveller from Dubai. The Pimpri Chinchwad case is a 46-year-old returnee from a middle eastern country. Maharashtra health authorities said that of the 54 cases, 28 have already been discharged, while the rest remain asymptomatic or mildly symptomatic. Four persons who had tested positive for Covid-19 upon their arrival in Gujarat earlier were found to be infected with the Omicron variant after their genome sequencing report came on Sunday. With this, Gujarat's tally of the variant has grown to 11.||http://timesofindia.indiatimes.com//india/10-fresh-cases-take-indias-omicron-tally-past-150-mark/articleshow/88379719.cms||---
---||India||Can tweak existing Covid vaccines to fight new strains: Guleria||PUNE: Randeep Guleria, director of All India Institute of Medical Sciences (AIIMS)-Delhi, on Sunday said the current vaccines against Covid-19 could be tweaked to offer protection against newer variants of the contagion. He said the production of a new influenza vaccine every year demonstrates it is possible to adapt existing vaccines to keep up with viral mutations. Read AlsoFirst in 19 months, India's weekly Covid count falls below 50,000Despite the growing Omicron scare and rising coronavirus cases globally, Covid infections continue to fall in India. The country logged less than 50,000 fresh cases in the week ending Sunday, the first time in 19 months that the weekly count had dropped below that mark.The All India Institute of Medical Sciences (AIIMS), Delhi, director said that immunologists are concerned about the possibility of accruing further mutations, which could render the vaccines less effective. However, such vaccines could be "tweaked" to overcome this problem. He said that apart from manufacturing billions of doses, the real challenge is the equitable distribution of vaccines to rich and poor countries. Guleria was speaking at the 22nd Dr VS Prayag Memorial Oration 2021 organised jointly by the Association of Physicians of India and Dr Shirish Prayag family at the Yashwantrao Chavan Academy of Development Administration. According to Guleria, the 21st century is witnessing more outbreaks. "We had outbreaks of bird flu, Middle East Respiratory Syndrome (MERS), H1N1 pandemic, Ebola, Zika, and Nipah viruses. If observed closely, most of the infections are zoonotic in nature." A zoonosis is an infectious disease that has jumped from a non-human animal to humans. According to him, the reasons behind increase in new infectious diseases are growing travel, trade, and connectivity, increasing urbanization, and encroachment into new environments.||http://timesofindia.indiatimes.com//india/can-tweak-existing-covid-vaccines-to-fight-new-strains-guleria/articleshow/88379743.cms||Piyush Bhusari
---||India||Unified cyber security task force by March: Source||NEW DELHI: Alarmed at the growing danger from cyberattacks and threats to national security, the government is in the process of setting up a unified national-level cyber security task force with a special focus on the risks emanating from the telecom sector. The move comes at a time when the government is also finalising a “trusted sources” list for procuring telecom gear as the country moves towards 5G and other sophisticated telecom and immersive technologies, but with negligible procurement from China and other countries inimical to India’s security interests. “The PMO has been informed about the efforts to explore the possibility of setting up a sub department for Telecom Cyber Security under a unified national level cyber security task force instead of setting up a separate task force under the telecom ministry,” a source said, adding that the task force is expected to be in place by March next year. The telecom department will develop an internal task force with the relevant skill sets and capabilities required specifically for the telecom sector. “This sub task force will work in conjunction with the unified national-level cyber security task force that has been envisaged,” the source said, adding that 20 officers have already been identified for getting embedded into the project. “There are also plans to add more officers, with specialised skills sets, to this team as we move forward,” the source said. The current cyber threats are handled by the specialised Indian Computer Emergency Response Team or CERT-In, which operates under the Ministry of Electronics and IT. It is the nodal agency to deal with cyber security threats like hacking and phishing, and strengthens security-related defence of the Indian internet domain. However, with the cyberattacks getting more sophisticated, the government has increasingly felt the need to have a specialised unified task force that acts on inputs not only from security and cyber forces from within the country, but also from inputs from ‘like-minded friendly countries’ from across the world. Speaking at the Sydney Dialogue recently, PM Narendra Modi had also called for democracies to work together in cyberspace to prevent conflict, as he warned that technology and data are the “new weapons” in the current times. India has increasingly seen an alarming rise in cyberattacks, both at the citizen level, and that of critical installations and important personalities. While the government has never confirmed, many security experts have blamed cyber and malware attack from China for the massive power outage in Mumbai in October last year. Recently, there have been some major hacks, including that of Prime Minister Modi’s personal Twitter account which was compromised earlier this month. “Cyber-attacks, including phishing, many a times find route through compromised versions of apps which are distributed through parallel stores or side loaded through many ways. These potentially carry malwares and other Trojans, which infringe piracy of the users installing them and app developer ecosystem does not notice such issues several times. Hence a strong control framework is need of the hour for both internal and external monitoring for protecting consumer privacy,” says Amit Relan, co-founder and director, mFilterIt, a global Fraud Detection & Prevention Company.||http://timesofindia.indiatimes.com//india/unified-cyber-security-task-force-by-march-source/articleshow/88379846.cms||Pankaj Doval
---||India||Goa would have been liberated earlier had Patel lived longer: PM||PANAJI: Prime Minister Narendra Modi said here on Sunday that it would not have taken so long for Goa to be liberated from Portuguese rule had Sardar Patel lived longer. He said the delay in liberation meant several freedom fighters lost their lives. "At least 31 satyagrahis lost their lives in 1955, including youngsters like Karnail Singh Banipal of Punjab. These freedom fighters were restless because a part of India was still under foreign rule. I want to say had Sardar Patel lived a bit longer, Goa would not have to wait for so long for its liberation." Modi takes dig at Nehru on Goa's 60th Liberation Day Taking a dig at the then government under Jawaharlal Nehru, Modi also said that a freedom fighter like Mohan Ranade continued to languish in Portuguese prison, even after Goa was liberated. The issue had to be finally raised by Atal Bihari Vajpayee in Parliament back then, said the PM in his address to Goa on the state's 60th Liberation Day celebrations held at Shyama Prasad Mukherjee stadium on the outskirts of Panaji. Recalling the sacrifice of the Pune-based freedom fighter for Goa's freedom, Modi said, "We must remember Mohan Ranade who was sent to jail for fighting for Goa's freedom. He was kept in prison (in Portugal) and had to live through unspeakable difficulties. Even after Goa's liberation, he remained in prison. At the time, it was Atal Bihari Vajpayee who raised the issue in Parliament," he said. The PM said Goa has struggled the longest as compared to any other region in India for its freedom. "The rest of the country was free before Goa. Most of the people in the country finally had the freedom to live out their dreams. But they gave up all of it and chose to sacrifice for Goa's freedom. Goa's freedom fighters, too, never stopped fighting. In Indian history, Goans have kept the flame burning for freedom for the longest period," Modi said. He said Goa never lost its connection with India despite several turbulent centuries of Portuguese rule.||http://timesofindia.indiatimes.com//india/goa-would-have-been-liberated-earlier-had-patel-lived-longer-pm/articleshow/88379918.cms||---
---||India||Govt calls meet of 5 parties on RS row, oppn say it’s a stunt||NEW DELHI: Parliamentary affairs minister Pralhad Joshi on Sunday reached out to leaders of five opposition parties whose 12 MPs were suspended from Rajya Sabha on opening day of the winter session, calling for a meeting at 10am on Monday. The leaders of the parties — Congress, Trinamool Congress, CPI, CPM and Shiv Sena — may rebuff the government’s bid to confer with a limited set of leaders to end the ongoing stalemate, rather than the entire opposition group. While the government has maintained that nothing less than an apology will suffice to end the suspension, Rajya Sabha chairman M Venkaiah Naidu last week appealed to both treasury benches and opposition to hold a dialogue to end the impasse in the interest of letting the House run smoothly. Rajya Sabha’s productivity in winter session’s third week hit a low of 37% owing to disruptions by opposition MPs demanding that the suspension be revoked. Opposition MPs, however, appeared on Sunday to be unwilling to concede to the government’s “half-hearted” reaching out, and have convened an emergency meeting of all opposition leaders at 9.45am at leader of opposition Mallikarjun Kharge’s office. With only four days of the winter session remaining, the leaders are expected to decide whether or not to consider the government’s compromise bid. “Monday morning STUNT from a Govt. who do not want #Parliament to function. Govt calls leaders of the 5 Oppn parties whose 12 RS MPs have been arbitrarily suspended. Govt leaves other 10 Oppn parties out. Failed stunt. ALL OPPN clear : first revoke arbitrary suspension,” Trinamool MP and floor leader Derek O’brien said on Twitter. Suspended CPI MP Binoy Viswam also said his party does not subscribe to the idea of government dividing the opposition. “Opposition united is fighting the suspension of 12 MPs. Calling 5 parties for discussion at the fag end of the session is to divide the opposition unity. CPI will not subscribe to it. Final decision will be taken tomorrow in the joint opposition meeting,” Viswam said on Twitter. Congress also held a truncated parliamentary party meeting on Sunday where it is understood to have agreed that in the face of government remaining “adamant” about not revoking the suspension of the 12 MPs, and not agreeing in Lok Sabha to dismiss MoS Home Ajay Mishra Teni for his son’s alleged involvement in the Lakhimpur Kheri killing of farmers, the Congress will continue to press for a discussion on these and other issues including price rise.||http://timesofindia.indiatimes.com//india/govt-calls-meet-of-5-parties-on-rs-row-oppn-say-its-a-stunt/articleshow/88379919.cms||Swati Mathur
---||Bengaluru||Advani outclasses Bhaskar, enters final||Bengaluru: Reigning champion Pankaj Advani outclassed fellow Bengalurean B Bhaskar 5-0 to power into the final of the senior men’s National billiards championship in Bhopal on Sunday.Advani carried far too many guns for his rival, flooring him with a barrage of breaks. The 36-year-old came up with runs of 148, 98, 108 and 145 to put paid to Bhaskar’s hopes. Advani will take on Dhruv Sitwala, who beat Brijesh Damani 5-2. Results: Semifinal: Pankaj Advani (PSPB) bt B Bhaskar (Kar) 5-0 (150 (148) -0, 150 (98) -16, 151 (108) -22, 150-131 (108), 151 (145) -2); Dhruv Sitwala (PSPB) bt Brijesh Damani (PSPB) 5-2.Quarterfinals: Pankaj Advani (PSPB) bt Rohan Jambusaria (Mah) 4-0 (155-18, 150-50, 152 (121) -20, 150) -72); B Bhaskar (Kar) bt Loucik Pathare 4-0 (RSPB) 4-0 (150-18, 152-62, 150-57, 150 (126) -86); Damani bt S Shrikrishna (PSPB) 4-1 (150-74, 151-64, 150-129, 4-154 (154), 151-13); Sitwala bt Dhvaj Haria 4-2 (151-138, 151-142, 78-150, 150-76, 9-151, 151 (118) -67). Pre-quarters: Advani bt Durga Prasad 4-0 (150 (113) -76, 153 (151) -25, 153-22, 151 (126) -51); Jambusaria bt Sparsh Pherwani (Mah) 4-0; Bhaskar bt Rupesh Shah (PSPB) 4-2 (81-161, 151- (151) -27, 151 (148) -51, 75-151, 151 (101) -11, 151-147); L Pathare bt Prem Prakash (TN) 4-2; Shrikrishna bt Vijay Nichani (TN) 4-0; Damani bt Siddharth Parikh (RSPB) 4-3; Sitwala bt Sourav Kothari (PSPB) 4-2; Haria bt Shivam Arora (Mah) 4-0.||http://timesofindia.indiatimes.com//city/bengaluru/advani-outclasses-bhaskar-enters-final/articleshow/88379949.cms||---
---||Bengaluru||Jain University champions||Bengaluru: Jain University, Bengaluru, downed Madurai Kamaraj University 2-0 to win the South Zone inter-university badminton tournament (women) for the sixth consecutive time in Nandyal, Andhra Pradesh.In the final, Druthi Yatheesh defeated Akshaya Arumugam 21-16, 21-11 to give Jain the lead and then Ashwini Bhat and Tanisha Crasto pair sealed the title thumping Arul Bala-Anusha CS duo 21-12, 21-12. In the semis, the Jain girls beat SRM, Chennai 2-1. Results: Finals: Jain University bt Madurai Kamaraj University 2-0 (Singles: Druthi Yatheesh bt Akshaya Arumugam 21-16, 21-11. Doubles: Ashwini Bhat-Tanisha Crasto bt Arul Bala-Anusha CS 21-12, 21-12). Semifinals: Jain bt SRM University 2-1 (Singles: Dhriti lost to Malavika Bansod 10-21, 11-21; Janani Ananthkumar bt Nivetha M 21-16, 21-11; Doubles: Ashwini-Tanisha bt Tanushree-Kavipriya 21-11, 21-19). Quarterfinals: Jain bt Bharatiar University 2-0.||http://timesofindia.indiatimes.com//city/bengaluru/jain-university-champions/articleshow/88379950.cms||---
