,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1369398504628621319,1369398504628621319,1615325020000.0,2021-03-10 02:53:40,+0530,,"Relief bill is most significant legislation for Black farmers since Civil Rights Act, experts say  https://t.co/F3wv7pdilI",en,[],[],62734246,62734246,RiegerReport,JM Rieger,3,02,https://twitter.com/RiegerReport/status/1369398504628621319,['https://www.washingtonpost.com/business/2021/03/08/reparations-black-farmers-stimulus/?tid=ss_tw'],[],0,,False,2,0,0,,farmer bill,,,,,,,[],,,,
1,1369397486364790793,1369397486364790793,1615324777000.0,2021-03-10 02:49:37,+0530,,"Relief bill is most significant legislation for Black farmers since Civil Rights Act, experts say  https://t.co/MmYQSCH5i1",en,[],[],23310483,23310483,kristamahr,Krista Mahr,3,02,https://twitter.com/kristamahr/status/1369397486364790793,['https://www.washingtonpost.com/business/2021/03/08/reparations-black-farmers-stimulus/?tid=ss_tw'],[],0,,False,2,0,0,,farmer bill,,,,,,,[],,,,
2,1369366158017757186,1369366158017757186,1615317308000.0,2021-03-10 00:45:08,+0530,,"अविश्वास प्रस्ताव के समर्थन में उतरे किसान, भाजपा और जेजेपी से की समर्थन की अपील  https://t.co/2jL9FMLW16  #farmerbill​ #kisanandolan​ #kurukshetar​ #hariyana​ #bjp​ #jjp​ #protest​ #kisan​ #farmerbill​ #congress  https://t.co/Nn90Lx1SoN",hi,"['farmerbill', 'kisanandolan', 'kurukshetar', 'hariyana', 'bjp', 'jjp', 'protest', 'kisan', 'farmerbill', 'congress']",[],80304808,80304808,punjabkesari,Punjab Kesari,3,00,https://twitter.com/punjabkesari/status/1369366158017757186,['https://m.haryana.punjabkesari.in/national/news/farmers-in-support-of-no-confidence-motion-appeal-to-bjp-and-jjp-1345467?utm_source=twitterbot&utm_medium=social'],['https://pbs.twimg.com/media/EwD3Q50WQAUeqnR.jpg'],1,https://pbs.twimg.com/media/EwD3Q50WQAUeqnR.jpg,False,7,0,0,,farmer bill,,,,,,,[],,,,
3,1369358830107308037,1369358830107308037,1615315561000.0,2021-03-10 00:16:01,+0530,,".@LindseyGrahamSC referred to $4B in loan forgiveness for farmers of color in #COVID relief bill as reparations. ""If you are a White woman, no forgiveness. That's reparations,"" he said. He should be asked about who traditionally has benefited from Farm Bill and o/ ag subsidies.",en,['covid'],[],179492928,179492928,evamckend,Eva McKend,3,00,https://twitter.com/evamckend/status/1369358830107308037,[],[],0,,False,5,2,0,,farmer bill,,,,,,,[],,,,
4,1369354801021075459,1369354801021075459,1615314600000.0,2021-03-10 00:00:00,+0530,,The Covid relief bill could be the most significant piece of legislation for Black farmers since the Civil Rights Act. Read @lreiley’s latest for @washingtonpost and join us tonight for an interview with an impacted farmer.  https://t.co/L7kYnnfp7i,en,[],[],1308920081439772673,1308920081439772673,ZerlinaShow,Zerlina on Peacock,3,00,https://twitter.com/ZerlinaShow/status/1369354801021075459,['https://www.washingtonpost.com/business/2021/03/08/reparations-black-farmers-stimulus/'],[],0,,False,2,0,4,,farmer bill,,,,,,,[],,,,
5,1369351675316731905,1369351675316731905,1615313855000.0,2021-03-09 23:47:35,+0530,,"Lindsay Graha, says the aid to Black farmers in the Covid relief bill is “reparations.” It’s not but let’s say, for sake of argument, that it is. How is that a bad thing??? Oh, he was signaling wypipo!",en,[],[],18766459,18766459,Toure,Touré,2,23,https://twitter.com/Toure/status/1369351675316731905,[],[],0,,False,54,0,4,,farmer bill,,,,,,,[],,,,
6,1369350607971250180,1369350607971250180,1615313600000.0,2021-03-09 23:43:20,+0530,,COVID-19 bill includes at least $4B in debt relief for Black farmers  @claycane @allenorresq #ClayNation    https://t.co/UwBC5jhj4l,en,['claynation'],[],2293099507,2293099507,SXMUrbanView,SiriusXM Urban View,2,23,https://twitter.com/SXMUrbanView/status/1369350607971250180,['https://www.agdaily.com/news/covid-19-bill-includes-4-billion-debt-relief-black-farmers/'],[],0,,False,5,0,1,,farmer bill,,,,,,,[],,,,
7,1369340441770999808,1369340441770999808,1615311177000.0,2021-03-09 23:02:57,+0530,,"Relief bill is most significant legislation for Black farmers since Civil Rights Act, experts say  https://t.co/2J5GZYUIEq",en,[],[],25338004,25338004,sandraguy,Sandra Guy,2,23,https://twitter.com/sandraguy/status/1369340441770999808,['https://www.washingtonpost.com/business/2021/03/08/reparations-black-farmers-stimulus/?tid=ss_tw'],[],0,,False,0,0,0,,farmer bill,,,,,,,[],,,,
8,1369336123860877319,1369336123860877319,1615310147000.0,2021-03-09 22:45:47,+0530,,"The pandemic has had a disproportionate impact on Black Americans, on both lives &amp; livelihoods.  I'm proud that our bill includes this historic provision that will support our community's Black farmers &amp; at large agricultural sector, vital to our economy.   https://t.co/xKkNrZYTqO",en,[],[],1052896620797460481,1052896620797460481,RepHoulahan,Chrissy Houlahan,2,22,https://twitter.com/RepHoulahan/status/1369336123860877319,['https://www.washingtonpost.com/business/2021/03/08/reparations-black-farmers-stimulus/'],[],0,,False,19,4,3,,farmer bill,,,,,,,[],,,,
9,1369333916142870539,1369333916142870539,1615309621000.0,2021-03-09 22:37:01,+0530,,"Bill is most significant legislation for Black farmers since Civil Rights Act, experts say  https://t.co/ZKDbytnj7Z",en,[],[],14370739,14370739,gazettedotcom,The Gazette,2,22,https://twitter.com/gazettedotcom/status/1369333916142870539,['https://www.thegazette.com/subject/news/nation-and-world/bill-is-most-significant-legislation-for-black-farmers-since-civil-rights-act-experts-say-20210309?utm_campaign=snd-autopilot'],[],0,,False,3,1,1,,farmer bill,,,,,,,[],,,,
10,1369333420577464320,1369333420577464320,1615309503000.0,2021-03-09 22:35:03,+0530,,".@SenToomey also has claimed white farmers would not benefit. That also is incorrect: Relief bill is most significant legislation for Black farmers since Civil Rights Act, experts say  https://t.co/CMJ9oZ4sOG",en,[],[],15584149,15584149,ByJohnLMicek,ByJohnLMicek,2,22,https://twitter.com/ByJohnLMicek/status/1369333420577464320,['https://www.washingtonpost.com/business/2021/03/08/reparations-black-farmers-stimulus/?tid=ss_tw'],[],0,,False,1,0,0,,farmer bill,,,,,,,[],,,,
11,1369333191551619077,1369333191551619077,1615309448000.0,2021-03-09 22:34:08,+0530,,".@SenToomey has specifically denounced this program and said it's not necessary. Here's why that's wrong: Relief bill is most significant legislation for Black farmers since Civil Rights Act, experts say  https://t.co/CMJ9oZ4sOG",en,[],[],15584149,15584149,ByJohnLMicek,ByJohnLMicek,2,22,https://twitter.com/ByJohnLMicek/status/1369333191551619077,['https://www.washingtonpost.com/business/2021/03/08/reparations-black-farmers-stimulus/?tid=ss_tw'],[],0,,False,7,1,2,,farmer bill,,,,,,,[],,,,
12,1369328120764002306,1369328120764002306,1615308239000.0,2021-03-09 22:13:59,+0530,,"Washington Post: Relief bill is most significant legislation for Black farmers since Civil Rights Act, experts say  Thank you @SenatorWarnock!",en,[],[],73238146,73238146,SenateDems,Senate Democrats,2,22,https://twitter.com/SenateDems/status/1369328120764002306,[],[],0,,False,472,13,97,https://twitter.com/SenateDems/status/1368159481939509250,farmer bill,,,,,,,[],,,,
13,1369319581643378693,1369319581643378693,1615306203000.0,2021-03-09 21:40:03,+0530,,ICYMI: A bill sailing through the Florida Legislature has been pitched as a way of protecting farmers. Is it really about sugar?  https://t.co/RjloTRnQ65,en,[],[],213164823,213164823,ZackSampson,Zack Sampson,2,21,https://twitter.com/ZackSampson/status/1369319581643378693,['https://www.tampabay.com/news/florida-politics/2021/03/08/do-florida-lawmakers-want-to-make-it-harder-to-sue-sugar-farmers/'],[],0,,False,2,0,0,,farmer bill,,,,,,,[],,,,
14,1369318325042352128,1369318325042352128,1615305904000.0,2021-03-09 21:35:04,+0530,,Black Farmers Finally Get Plentiful Harvest as COVID-19 Bill Includes $5 Billion in Relief  https://t.co/ATxBVJerKY  https://t.co/jZuQAldDq0,en,[],[],23995748,23995748,TheRoot,The Root,2,21,https://twitter.com/TheRoot/status/1369318325042352128,['http://dlvr.it/RvHTLK'],['https://pbs.twimg.com/media/EwDLwo6VIAEHuTd.jpg'],1,https://pbs.twimg.com/media/EwDLwo6VIAEHuTd.jpg,False,248,10,57,,farmer bill,,,,,,,[],,,,
