---||Mysuru||Protests in Mysuru over the proposed felling of trees for a new helipad||More often than not, the price for development is hefty and in most cases at the cost of whatever greenery we do have left. Every time trees are earmarked for felling to make way for a developmental project, environmentalists and other like-minded citizens have been quick to try and stop it or look for alternatives. This time around, it is the proposed felling of 627 trees in about eight hectares near Lalit Mahal in Mysuru for the setting up of a helipad that has got the goat of green activists. Environmentalist Bhanu Mohan of the Parisara Samrakshana Samithi has been at the forefront of the agitation against the helipad. “Initially, as many as 627 trees were earmarked to be felled, which we protested, by painting over the numbering of the trees. Subsequent to our protests, this number was brought down to 150, but our contention is that a helipad here does not hold any value and can easily be set up elsewhere, like, for instance, at the Exhibition Grounds or near the airport, etc. This area, where the trees are set to be chopped, is too close to the Chamundi Hills forest area, and any disturbance to the ecosystem here, will have an adverse impact on the flora and fauna in the region. We are hopeful that the public objection to the project will have a positive result. Else we will take the legal course to solve this issue,” she says. The destruction of even 150 trees and the subsequent hustle and bustle surrounding a helipad will be catastrophic for the ecosystem of the area, says Arun Kumar Raje Urs, who has been studying the bird and butterfly activity in the area. “The area near Lalit Mahal is home to about 190 species of butterflies. Butterflies are very sensitive to nature and at the height of the monsoon, millions of them migrate here from the Western Ghats to the trees near Lalit Mahal, where they then go into diapause (a hibernation of sorts) till the weather becomes more favourable for them to return. Every year these butterflies come here, even though the Chamundi Hills forest area is close by, so, imagine what will happen to them if all the trees here are cut? Even if the butterflies and other migratory birds continue to converge here, the noise, pollution and increased human traffic owing to regular helicopter flights will affect them adversely,” explains Arun. (With inputs from Sridhar VG)||http://timesofindia.indiatimes.com//city/mysuru/protests-in-mysuru-over-the-proposed-felling-of-trees-for-a-new-helipad/articleshow/81950012.cms||Prathibha Joy
---||World||Pakistanis troll PM Imran for blaming ‘obscenity’ in society for rape||ISLAMABAD: Outraged by his remark linking sexual violence to "increasing obscenity" in society, Pakistanis have flooded social media with memes of PM Imran Khan, many of them showing him in Western attire in the company of foreigners, and accompanied by comments like "he is trying to convert half-clad British beauties to the benefits of purdah". In response to a question in his latest telethon, Khan had said, "History tells us that when ‘fahashi’ (obscenity) increases in society, sex crimes go up and the family system breaks down". Pakistani journalist Reema Omer tore into him on Twitter. "PM’s comments linking rape with "obscenity" are ignorant, dangerous and condemnable," she wrote. "His propagation of this rape myth shows he has no understanding of the issue, and amounts to providing excuses for criminal acts of perpetrators while blaming the victims." Another social media user responded to Omer with a sarcastic defence of the PM. "You need to give him (Imran Khan) a break as he is saying what he is told or messaged. His past life shows how colourful he was." Rights activist Meena Gabeena didn't hold back either. "I can guarantee that one day a number of women will come out with accusations on Imran Khan of harassment and even rape," she said. "A man with such mentality is definitely in the crime himself." Pakistan’s legal fraternity, rights groups and women rights forums, too, condemned Khan, terming his remarks "factually incorrect, insensitive and dangerous". A statement signed by representatives of several rights organisations, including the Human Rights Commission of Pakistan, War Against Rape and Pakistan Bar Council’s Journalist Defence Committee, said that the PM had actively fostered and promoted rape culture and rape apologia. "In a country where the total reported cases of rape represent only the tip of the iceberg, such statements have the effect of further traumatising and silencing survivors of sexual violence by placing the blame on them, instead of on those who carry out the crime and the system that enables rapists," the statement said. "Comments of this nature also disregarded the prevalent cases of sexual violence that seemed to have escaped the Prime Minister’s attention, including but not limited to the rape of minor girls as young as a few months old, sexual abuse of young boys, even in madressahs, and sexual abuse and violence within the confines of the home, perpetrated by family members, including mehrams (a person whom a Muslim cannot marry)."||http://timesofindia.indiatimes.com//world/pakistan/pakistanis-troll-pm-imran-for-blaming-obscenity-in-society-for-rape/articleshow/81958134.cms||Omer Farooq Khan
---||India||Harsh Vardhan lashes out at Maharashtra govt for saying vaccine supplies running low||NEW DELHI: In a stinging attack on the Maharashtra government, Union health minister Harsh Vardhan on Wednesday slammed as “utterly baseless” its claims of a vaccine shortage, saying this was nothing but an “attempt to divert attention from its repeated failures... that had singularly bogged down the entire country’s efforts to fight” the Covid-19 pandemic. Vardhan said demands of some politicians to open vaccination to all were attempts to cover up poor progress in delivering the shots. He said such statements were “most concerning” as the objective of the inoculation drive was to reduce mortality among the most vulnerable, and prioritisation was unavoidable as long as supply of shots was limited. Vardhan’s statement came after Maharashtra alleged shortage of vaccines was resulting in vaccination centres shutting down, and demands from some leaders, including the Maharashtra and Delhi CMs, that vaccination eligibility age be lowered drastically. The minister’s rebuttal of Maharashtra’s allegations was sharp. Calling its attitude “lackadaisical”, he said, “the inability of Maharashtra government to act responsibly is beyond comprehension.” Throughout the last year, Vardhan said, he had “been a witness to the misgovernance and utter casual approach of the Maharashtra government in battling the virus”. “Today, Maharashtra not only has the highest cases and deaths in the country but also has one of the highest test positivity rates in the world. Their testing is not up to the mark and their contact tracing leaves a lot to be desired. Focusing all their energies on playing politics and spreading lies to create panic is not going to help the people of Maharashtra,” Vardhan said. The minister was also critical of the Chhattisgarh government which refused to accept Bharat Biotech’s Covaxin when it was cleared for emergency use in clinical trial mode and said it had earned the dubious distinction of promoting vaccine hesitancy. He added that quality of testing needed to improve in Karnataka, Rajasthan and Gujarat. In Punjab, high CFR needed to be improved by early identification of those needing hospitalisation, he added. The minister said Maharashtra had vaccinated just 86% of health workers with the first dose. The equivalent numbers for Delhi and Punjab are 72% and 64%. On the other hand, 10 Indian states/UTs have done more than 90%. “Among frontline workers, Maharashtra has vaccinated only 73% with the first dose. Equivalent numbers for Delhi and Punjab are 71% and 65%. There are five states/UTs that have already done more than 85%,” he said. The health ministry has also written to Maharashtra, Punjab and Delhi pointing out lapses in coverage and advised them to take immediate corrective action to improve the vaccination coverage. The Centre has maintained that the priority is to protect those who are vulnerable and at higher risk of mortality.||http://timesofindia.indiatimes.com//india/harsh-vardhan-lashes-out-at-maharashtra-govt-for-saying-vaccine-supplies-running-low/articleshow/81959573.cms||---
---||Mumbai||Sachin Waze claims 2 ministers, Ajit Pawar's 'aide' asked him to extort big time||MUMBAI: A fresh letter bomb hit the Maharashtra government on Wednesday with arrested assistant police inspector Sachin Waze alleging in a four-page letter addressed to the special NIA court that transport minister Anil Parab of Shiv Sena had asked him to initiate talks with a trust for a “Rs 50-crore settlement” to close an inquiry. The minister also asked Waze to identify fraudulent contractors listed with the BMC and demand at least Rs 2 crore from 50 of them, the letter said. The letter spoke of an alleged “Rs 2 crore demand” by former home minister Anil Deshmukh after NCP chief Sharad Pawar considered cancelling Waze’s reinstatement and alleged someone claiming to be “very close” to deputy CM Ajit Pawar asked Waze to collect Rs 100 crore a month from illegal gutka sellers. In addition, the letter reiterated former city police chief Param Bir Singh’s allegation against Deshmukh of demanding to arrange Rs 3-3.5 lakh each from 1,650 bars and restaurants. NCP said it was not reacting to the letter as there was no direct reference to Ajit Pawar. Waze’s lawyer Rounak Naik said the letter was not accepted by the court, which directed Waze to follow due procedure. Waze alleged that in November 2020, he was approached by a man who claimed he was “a very close person of deputy CM Ajit Pawar”. Read AlsoMumbai: DCP and ACP named by Singh in his letter take a different lineThe controversy over hafta collection from bars and restaurants which led to Anil Deshmukh’s resignation as home minister has taken a twist, with two police officers who were relied upon by former police commissioner Param Bir Singh to support his allegation taking a different stand. The man, he said, explained to him about illegal “gutka and tobacco trade” in Maharashtra and gave him phone numbers. “The said Mr (man) insisted I should collect a monthly amount of Rs 100 crores from these illegal gutka sellers,” the letter said. Waze claimed when he refused to do such an illegal act, he was warned he may lose his post again. The letter said that in July/ August 2020, Waze was called Parab to his official bungalow and asked to look into the SBUT (Saifee Burhani upliftment Trust) complaint, which was under preliminary enquiry, and told to bring the trustees for “negotiation” about the enquiry. “He also insisted to initiate primary talks to get Rs 50 crores from SBUT in order to close the said enquiry. I had expressed my inability to do any such things as I do not know anyone from the SBUT and I also did not have any control over the enquiry,” the letter said. Read AlsoParam Bir Singh overruled CIU chief on Sachin Waze posting: ReportThe crime branch chief had objected to the posting of Sachin Waze in the elite crime intelligence unit, a report prepared by joint CP (crime) Milind Bharambe said.Waze further alleged that in January this year, Parab called him to his bungalow “and asked me to look into the enquiry against fraudulent contractors listed in the BMC”. “He told me to collect at least Rs 2 crores from about 50 such contractors. The said enquiry is undergoing on an anonymous complaint. The said enquiry was under preliminary enquiry in the CIU and until my transfer from the CIU nothing incriminating was found,” the letter said. Repeating Singh’s charge, Waze alleged that in January this year, Deshmukh had ordered him to extort Rs 3-3.5 lakh each from 1,650 bars and restaurants in the city. Waze said he told the then home minister there are only about 200 bars and turned down Deshmukh’s demand saying “it was beyond the scope of my capabilities”. Read AlsoMumbai: NIA questions Param Bir Singh, Pradeep SharmaThe National Investigation Agency (NIA) on Wednesday questioned former city police commissioner Param Bir Singh and former encounter specialist Pradeep Sharma as part of its probe into the planting of gelatin sticks in a Scorpio near industrialist Mukesh Ambani’s house on February 25 and the deathWaze claimed when he left the meeting held at the minister’s bungalow ‘Dyaneshwari’, the latter’s PA advised him to comply with the demand if he wanted to keep his job and post. Waze said he had brought this meeting to the notice of then police commissioner (Singh). “I also expressed my apprehension that somewhere in the future I would be embroiled in a false controversy. The honourable CP sir encouraged me and categorically instructed me to not to involve in any such illegal collection of money from anyone and for anyone,” Waze stated. The letter also said Waze’s reinstatement last June, following his suspension in 2004, was opposed by certain “agitators”. He said when NCP chief Sharad Pawar wanted his reinstatement revoked, Deshmukh had demanded Rs 2 crore from him to convince Pawar to let him stay on. “I had expressed my inability to pay such an amount. On this, the home minister sir asked me to pay in later course,” the letter said. (Inputs by Sujit Mahamulkar)||http://timesofindia.indiatimes.com//city/mumbai/sachin-waze-claims-2-ministers-ajit-pawars-aide-asked-him-to-extort-big-time/articleshow/81959791.cms||Rebecca Samervel
---||India||‘Emissaries’ finalised to seek CRPF man’s release||NEW DELHI: Chhattisgarh police have begun efforts to secure the safe and early release of abducted CRPF CoBRA personnel Rajeshwar Singh Manhas and are said to have finalised a list of intermediaries for opening a channel of communication with the Maoists for the purpose. A source told TOI that the security agencies are “very hopeful” about Maoists handing over the abducted commando unharmed as they are purportedly keen to project a “human” face in the local media, after having justified the recent killing of 22 security personnel as a “retaliatory strike” they were forced to carry out to neutralise the massive anti-Naxal operation launched by the security forces in Bijapur area. TOI has learnt from reliable sources that the Chhattisgarh police have roped in a set of ‘independent’ emissaries to open a dialogue with the Maoists holding Manhas in their custody. On Wednesday, the CPI(Maoist) put out a photograph of Manhas in which he was looking fine. The emissaries, who are said to have worked with the CPI(Maoist) in similar situations in the past, are likely to travel to the interiors to talk to the Maoist leaders and convince them for his unconditional release. “We believe that Maoists are keen to show their ‘human’ side to the locals as well as in the media. Past precedents indicate that Maoists may well agree to free the hostage without putting forth any demands. So far they have not communicated any conditions. It is possible that he may be handed over to the emissaries on Thursday itself. We need to wait and watch,” a police official said while pointing to the press release put out by CPI(Maoist) spokesperson Vikalp on Tuesday, assuring that Manhas would be in safe custody of ‘janatana sarkar’ until his release upon appointment of ‘emissaries’ by the government. The official cited the case of Canadian national John Salazak who was detained by the Maoists in Sukma area of Chhattisgarh in 2017 for allegedly “inadvertently” entering “their area” while on a cycling expedition. The Chhattisgarh Police, which was urged by then external affairs minister Sushma Swaraj as well as the Canadian embassy to ensure his safe return, had at that point of time engaged emissaries who managed to convince the Maoists to hand him over to the government without any conditions. While the energies of the counter-Naxal forces including the Chhattisgarh police are focused on securing the early and safe release of the abducted CoBRA personnel, a source indicated that the abduction may have given a time breather to the Maoist attackers behind Saturday’s encounter, from an immediate retaliatory strike. “The PLGA-1 attackers led by Hidma may have bought time to cross inter-state junctions and CPI(Maoist) to review its strategies to pre-empt an imminent retaliatory strike by the security forces,” said a senior IPS officer.||http://timesofindia.indiatimes.com//india/emissaries-finalised-to-seek-crpf-mans-release/articleshow/81960120.cms||Bharti Jain
---||India||Mamata Banerjee tells voters to ‘gherao BJP’s CRPF’ if it creates trouble||COOCH BEHAR: West Bengal chief minister Mamata Banerjee accused central forces on Wednesday of asking people to vote for BJP and exhorted people, particularly women, to “gherao CRPF personnel if they try to foment trouble”. “One group should gherao them (CRPF personnel) and another group should go and vote if CRPF personnel foment trouble,” Banerjee said at a rally in Cooch Behar. “Do not waste your vote. Your vote will be wasted if all of you gherao them and that is exactly what BJP wants,” she said. The Election Commission has sought a report from the district magistrate. “I want a peaceful vote. People should be allowed to cast their votes. The CRPF should not stop people from voting. Who has asked central forces to tell people: ‘Vote for BJP’? Who has asked them to do ‘Modi or Didi’? I respect real jawans but not this BJP CRPF who are assaulting women, harassing people,” she said. Her statement prompted BJP to lodge a complaint with the EC. Banerjee had tried to create a law-and-order problem, the party said, adding that the statement “against our own security forces is seditious and anti-national”. The CM urged people to lodge FIRs against the men in uniform“if they tell you that you cannot vote”. Banerjee urged voters, especially women, to be brave. “These central forces are going to villages to ensure that women do not vote. So, my mothers and sisters, if you are told not to vote, will you listen? A single vote is more important than guns and bombs,” she said. She also attempted to set the record straight about the imposition of prohibitory orders during polling. “A rumour is being spread that the entire area comes under Sec tion 144 on election day; this is wrong. Section 144 is there only 200 metres around poll premises. Nothing stops people from going to vote in groups,” she said, adding, “During elections, policemen turn BJP supporters”. Mamata said she would not allow people to go to detention camps, like in Assam. “All who live in Bengal are Indian citizens. The state has already recognised refugees settled on state government land. The state cabinet has also decided to grant land deeds to those on central government and private lands. We will fight for you,” she said.||http://timesofindia.indiatimes.com//india/mamata-tells-voters-to-gherao-bjps-crpf-if-it-creates-trouble/articleshow/81960349.cms||Pinak Priya Bhattacharya
---||---||Fear of ‘D voter’ tag drives Assam Muslims to poll booths in droves||GUWAHATI: Assam’s Muslim voters, who account for 35% of the electorate, also form the biggest chunk of voters who turn up at polling stations to vote in almost every election. One of the reasons they do so is fear of being marked as a “D (doubtful) voter” and possibly getting disenfranchised. In the just-concluded elections, too, Muslim-dominated constituencies saw big voting numbers. The 34 constituencies where they are in the majority registered an average turnout of 84%. In the remaining 92 constituencies where the number of Muslim voters is negligible, the average polling percentage was 79%. In this poll, the state’s average polling percentage was just over 82%, but seven constituencies with a concentration of Muslim voters reported a turnout of over 90% and three others registered a little over 89%. Among these 10 seats, four had been won by Congress and six by AIUDF in 2016. Minority student leader and former Assam Minority Students’ Union (AMSU) advisor Azizur Rahman, who is contesting the Naoboicha seat, said the turnout of Muslims on polling day had always been higher than voters of other communities because they were greatly influenced by parties and candidates. “Unlike other people, the Muslims (Bengali-speaking migrants) are less educated, poor and take their decision collectively,” Rahman said. “There is one more reason for them always coming out in large numbers. They live in fear… if they do not vote they will be marked as ‘D voter’ on the electoral rolls,” he added. Hafizur Rahman (26) has never missed any election and has voted for the fifth time this year. A voter in Jania constituency, Hafizur, travelled over 150 km to his home to vote as he fears that if he doesn’t vote, there will be D-mark before his name on the electoral list.||http://timesofindia.indiatimes.com//elections/assembly-elections/assam/fear-of-d-voter-tag-drives-assam-muslims-to-poll-booths-in-droves/articleshow/81960491.cms||Prabin Kalita
---||India||Fear of ‘D voter’ tag drives Assam Muslims to poll booths in droves||GUWAHATI: Assam’s Muslim voters, who account for 35% of the electorate, also form the biggest chunk of voters who turn up at polling stations to vote in almost every election. One of the reasons they do so is fear of being marked as a “D (doubtful) voter” and possibly getting disenfranchised. In the just-concluded elections, too, Muslim-dominated constituencies saw big voting numbers. The 34 constituencies where they are in the majority registered an average turnout of 84%. In the remaining 92 constituencies where the number of Muslim voters is negligible, the average polling percentage was 79%. In this poll, the state’s average polling percentage was just over 82%, but seven constituencies with a concentration of Muslim voters reported a turnout of over 90% and three others registered a little over 89%. Among these 10 seats, four had been won by Congress and six by AIUDF in 2016. Minority student leader and former Assam Minority Students’ Union (AMSU) advisor Azizur Rahman, who is contesting the Naoboicha seat, said the turnout of Muslims on polling day had always been higher than voters of other communities because they were greatly influenced by parties and candidates. “Unlike other people, the Muslims (Bengali-speaking migrants) are less educated, poor and take their decision collectively,” Rahman said. “There is one more reason for them always coming out in large numbers. They live in fear… if they do not vote they will be marked as ‘D voter’ on the electoral rolls,” he added. Hafizur Rahman (26) has never missed any election and has voted for the fifth time this year. A voter in Jania constituency, Hafizur, travelled over 150 km to his home to vote as he fears that if he doesn’t vote, there will be D-mark before his name on the electoral list.||http://timesofindia.indiatimes.com//india/fear-of-d-voter-tag-drives-assam-muslims-to-poll-booths-in-droves/articleshow/81960482.cms||Prabin Kalita
---||---||Bengal cop received Rs 168 crore in coal mining scam, ED tells court||NEW DELHI: A special court in Delhi on Wednesday extended the custody of Ashok Mishra, officer-in-charge of Bankura police station in West Bengal, in what is being seen an important turn in the politically sensitive coal smuggling case allegedly involving Trinamool politicians. The court decided to extend Mishra’s ED custody till April 12 based on “disclosures” made by police officer which the anti-money laundering agency cited to argue that it be allowed to keep him in order to track the beneficiaries of the huge coal mining scam involving the loss of hundreds of crores to the exchequer. Mishra, arrested by the ED in the national Capital on April 4, has been accused of receiving about 300350 cartons containing about Rs 168 crore of illegal cash during May-September 2020 from a coal mafia. Sources said the suspended cop has been very “cooperative”, something the ED repeated in court on Wednesday in order to hold on to Mishra for another week, and has shared with investigators details of how scam money running into several crores was sent to Thailand and London. The scam, allegedly masterminded by one Anup Majhi, has taken on political significance because of his links with Vinay Mishra, a TMC functionary who is said to be very close to CM Mamata Banerjee’s nephew Abhishek Banerjee. In its application for Mishra’s remand, the ED claimed the cop was evasive on the total money he had received from the coal mafia in Purulia-Bankura till he was confronted with vouchers showing he had received about Rs 168 crore. The former SHO later said he had acted as per the “instructions” of Vinay Mishra, the ED claimed. “Evidences are there about him receiving Rs 168 crore in just 109 days from Anup Majhi for his political bosses, including Vinay Mishra,” the agency told the court. Before he was arrested, Mishra had refused to appear before the ED despite six summonses. The ED’s allegations are sure to be fuel for the already intense fight between TMC and BJP in the assembly polls. BJP has cited arrests of Vinay Mishra and Ashok Mishraas evidence of its charge of corruption against the TMC government, and the latter has hit back by accusing the Centre of misusing probe agencies to settle political scores.||http://timesofindia.indiatimes.com//elections/assembly-elections/west-bengal/bengal-cop-received-rs-168-crore-in-coal-mining-scam-ed-tells-court/articleshow/81960551.cms||Pradeep Thakur
---||India||Bengal cop received Rs 168 crore in coal mining scam, ED tells court||NEW DELHI: A special court in Delhi on Wednesday extended the custody of Ashok Mishra, officer-in-charge of Bankura police station in West Bengal, in what is being seen an important turn in the politically sensitive coal smuggling case allegedly involving Trinamool politicians. The court decided to extend Mishra’s ED custody till April 12 based on “disclosures” made by police officer which the anti-money laundering agency cited to argue that it be allowed to keep him in order to track the beneficiaries of the huge coal mining scam involving the loss of hundreds of crores to the exchequer. Mishra, arrested by the ED in the national Capital on April 4, has been accused of receiving about 300350 cartons containing about Rs 168 crore of illegal cash during May-September 2020 from a coal mafia. Sources said the suspended cop has been very “cooperative”, something the ED repeated in court on Wednesday in order to hold on to Mishra for another week, and has shared with investigators details of how scam money running into several crores was sent to Thailand and London. The scam, allegedly masterminded by one Anup Majhi, has taken on political significance because of his links with Vinay Mishra, a TMC functionary who is said to be very close to CM Mamata Banerjee’s nephew Abhishek Banerjee. In its application for Mishra’s remand, the ED claimed the cop was evasive on the total money he had received from the coal mafia in Purulia-Bankura till he was confronted with vouchers showing he had received about Rs 168 crore. The former SHO later said he had acted as per the “instructions” of Vinay Mishra, the ED claimed. “Evidences are there about him receiving Rs 168 crore in just 109 days from Anup Majhi for his political bosses, including Vinay Mishra,” the agency told the court. Before he was arrested, Mishra had refused to appear before the ED despite six summonses. The ED’s allegations are sure to be fuel for the already intense fight between TMC and BJP in the assembly polls. BJP has cited arrests of Vinay Mishra and Ashok Mishraas evidence of its charge of corruption against the TMC government, and the latter has hit back by accusing the Centre of misusing probe agencies to settle political scores.||http://timesofindia.indiatimes.com//india/bengal-cop-received-rs-168-crore-in-coal-mining-scam-ed-tells-court/articleshow/81960549.cms||Pradeep Thakur
---||India||CJI Bobde calls unprecedented collegium meet||NEW DELHI: In an unprecedented decision that would go against a much practiced convention, Chief Justice S A Bobde has scheduled Supreme Court Collegium meetings on Thursday even after the President has appointed Justice N V Ramana, the most senior SC Judge, as CJI designate. CJI Bobde will retire on April 23. Justice Ramana was appointed on Tuesday as the next CJI and will take oath of office on April 24. It is a convention that once the President appoints CJI-designate, all files get routed through the next CJI and the incumbent CJI refrains from holding Collegium meetings to recommend the appointment of Judges to the SC or HCs, appointment of chief justices of HCs or transfers of HC judges. Justice Bobde took oath as CJI on November 18, 2019, and will retire after a tenure of one year and five months. Though many Collegium meetings were held, differences of opinion among CJI and member Judges - Justices Ramana, R F Nariman, U U Lalit and A M Khanwilkar - prevented the CJI from recommending even a single name for appointment as an SC Judge. As a result, the oldest vacancy in the SC, caused by then CJI Ranjan Gogoi's retirement on November 17, 2019, has not yet been filled. Since then, four more Judges - Justices Deepak Gupta, R Banumathi, Arun Mishra and Indu Malhotra - have retired taking the total vacancies of Judges' post in the SC to five. Though the convention is against an incumbent CJI presiding over Collegium meetings after the President has named his successor, CJI Bobde has decided to ignore it and scheduled for Thursday the five-member Collegium for considering names for appointment as SC Judges and also the three-member Collegium for scrutinising suitability of names suggested by various HC Collegiums for appointment as HC Judges. Convention or not, calling of the Collegium meetings just two weeks before his retirement is an indication that CJI Bobde does not want to go down in the annals of the Supreme Court as the only CJI who has not appointed a single Judge to the SC. A precedent of this nature was narrowly escaped by CJI H L Dattu, who during his one year three month tenure had appointed Justice Amitava Roy as CJI. Justice Dattu's tenure saw the tussle between judiciary and executive over the National Judicial Appointments Commision, which was ultimately struck down by a five-judge constitution bench by four to one majority in October 2015. Though CJI Bobde has convened the Collegium meetings, there is no guarantee that the recommendations for appointment of persons as SC Judges, if at all made, would be honoured by the Union government. Sources in the law ministry said that the government may not accept the recommendations made by the Collegium headed by CJI Bobde in breach of convention. If the government does not accept the recommendation, if any, made by the Collegium on Thursday, then too CJI Bobde would become the only CJI to retire without appointing a single Judge to the Supreme Court.||http://timesofindia.indiatimes.com//india/cji-bobde-calls-unprecedented-collegium-meet/articleshow/81960555.cms||Dhananjay Mahapatra
