---||World||2 Pak Christian nurses face blasphemy case, mob bays for duo's blood||ISLAMABAD: A blasphemy case has been registered against two Christian nurses in Pakistan’s Faisalabad after they were accused by a Muslim co-worker of desecrating wall hangings containing Quranic verses inside a hospital ward. Scores of employees at Faisalabad Civil Hospital in central Punjab staged a protest on Friday against the Christian nurses, identified as Mariyum Lal and Newsh Arooj, while alleging that both had committed blasphemy. Among the protesters were clerics demanding strict punishment to the duo. Sources said Lal and Arooj had been directed by a senior, Rukhsana, to remove old wall hangings and stickers from the psychiatric ward. Rukhsana, according to the sources, held a grudge against Lal and allegedly provoked other Muslim staffers at the hospital by claiming that wall hangings bearing Quranic verses had been desecrated. A pharmacy worker identified as Waqas subsequently attacked Lal with a knife just as she was attending to a patient in the hospital’s medical ward. She survived the attack with minor injuries to her arm. The blasphemy allegation against the nurses soon spread to the broader community and a mob staged a protest outside the hospital. Some in the crowd demanded that Lal be arrested and hanged for blasphemy. The hospital administration called the police, who immediately took the nurse into protective custody so that she could be moved to a safer place. Scores of people tried to get hold of her but police kept her inside the van. Some of the rowdy agitators even attacked the police van parked inside the hospital. The police later registered an FIR in connection with the blasphemy allegation against the two nurses. In Pakistan, false accusations of blasphemy are common and often motivated by personal vendetta.||http://timesofindia.indiatimes.com//world/pakistan/2-pak-christian-nurses-face-blasphemy-case-mob-bays-for-duos-blood/articleshow/82009779.cms||Omer Farooq Khan
---||Gurgaon||COVID Behavioural Fatigue Syndrome: False sense of normalcy, goodbye to social distancing are leading to surge: Doctors||Experts say that after living with coronavirus for over a year, people have developed COVID fatigue. After months of stringent rules, when cases started reducing a few months ago, people forgot that we are still in the midst of pandemic, and began flouting norms Passengers occupying middle seats on planes without wearing PPE kit, people going out without masks, violation of social distancing in markets and restaurants– these are frequently-seen sights now, despite the ongoing pandemic and the rising cases. Experts point out that as the second wave of coronavirus is on us, a new problem has emerged – COVID fatigue or COVID Avoidance Behaviour Syndrome. People have thrown caution to wind, under the false impression that the pandemic is nearing its end, which doctors say is a grave concern. Even as cases go up, the Delhi Metro – which did not need to fine even one person on Day 1 of restarting of Metro services post lockdown – is now imposing fines on hundreds of commuters daily. The Delhi Police, which was issuing 40-50 challans against violators in November, is now issuing challans to more 1,000 people every day. With people refusing to follow rules and cases going up, states have begun imposing new restrictions. We spoke to experts on behavioural issues that are causing the second wave. Doctors find the trend of ‘living life as nothing has happened’ terrifying ‘Despite rising COVID cases, people are continuing to live as if nothing has happened’Doctors find the trend of ‘living life as nothing has happened’ terrifying and say that we are in a very serious situation. Dr Arvind Kumar, Chairman, Institute of Chest Surgery, Medanta Hospital, Gurugram, stresses that people need to follow four cardinal principles: Wear masks, maintain social distancing, don’t gather in enclosed spaces and follow hand hygiene. People are not wearing masks in malls as well (picture for representational purposes only)He adds, “The present situation is self-created. The saddest part is that despite the cases rising rapidly in the last three weeks, people are continuing to live as if nothing has happened. I know so many people who started organising parties. The unfortunate thing is that when number of cases starts decreasing, the rate of transmission also starts decreasing and when it goes up, the rate of transmission also starts increasing.” Dr Kumar points out that the reason why we are facing a second wave of corona is because the decline in cases in last few months gave a false sense of normalcy to people, which led them to say goodbye to masks and social distancing. “The corona infection was always there in the community even two months back when we had started relaxing, thinking that it is gone now. The cases had started decreasing, but it had not disappeared. The reason it had started decreasing was because of the stringent measures that were taken wherein the chain of transmission was broken because of people wearing masks, maintaining social distance and following hand hygiene. And people were not gathering in large closed spaces like malls, cinema halls, gymnasiums, going for birthday parties and marriage celebrations. COVID safety measures were being followed very stringently in the months of September-December, which led to the decline in number of cases. However, that decline in number of cases led to complacency and a false sense of normalcy, which was also reflected in the behaviour of political leaders who started holding rallies, having mass congregations, which were not happening earlier. And thereby people got the message that corona toh ab chala gaya.” ‘Getting vaccine doesn’t mean the pandemic is over’Dr Vikas Maurya, Director and Head of Department, Pulmonology, Fortis Hospital Shalimar Bagh, reiterates the fact that people should not forget that we are still amid a pandemic. He says, “A lot of people think that the pandemic has ended because of the vaccine. This is not true. We still need to be vigilant; we still need to be careful. We cannot stop maintaining social distancing, wearing masks and following hand hygiene. It is imperative that we follow this. We should continue working from home for the foreseeable future. Many feel that the pandemic is nearing an end, when actually this is not true.” Dr Arvind Kumar adds, “We are now witnessing a serious second wave in the country. As far as the vaccine is concerned, one dose of it does not mean that you are protected. Second dose also does not mean you are protected.It is two weeks after the second dose that you are 70% protected, which is a huge protection. But 30% of people may still get it. It is not a 100% protection” One dose of vaccine does not mean that you are protected‘People are suffering from COVID Behavioural Fatigue Syndrome’Dr Anupam Sibal, Group Medical Director and Senior Pediatrician, Apollo Hospitals Group, points out that since it’s been over 450 days that we have been living with COVID, it is understandable that people are tired of behaving the way they are expected to behave. Dr Anupam Sibal shares that people have started forgetting that we are still amid the pandemic “I think what we have is a new condition: COVID Behavioural Fatigue Syndrome. In this syndrome, people forget that we are still in the middle of a pandemic. Masks are not worn at all or are worn improperly, social distancing is forgotten and hand washing is given a miss. A lot of young people also feel that since COVID doesn’t always produce serious manifestations, there is no need to create a fuss. They forget that while they might not have serious complications, their parents / grandparents can. Therefore, they should be extra careful,” he shares.||http://timesofindia.indiatimes.com//city/gurgaon/covid-behavioural-fatigue-syndrome-false-sense-of-normalcy-goodbye-to-social-distancing-are-leading-to-surge-doctors/articleshow/82007411.cms||Riya Sharma
---||Noida||COVID Behavioural Fatigue Syndrome: False sense of normalcy, goodbye to social distancing are leading to surge: Doctors||Experts say that after living with coronavirus for over a year, people have developed COVID fatigue. After months of stringent rules, when cases started reducing a few months ago, people forgot that we are still in the midst of pandemic, and began flouting norms Passengers occupying middle seats on planes without wearing PPE kit, people going out without masks, violation of social distancing in markets and restaurants– these are frequently-seen sights now, despite the ongoing pandemic and the rising cases. Experts point out that as the second wave of coronavirus is on us, a new problem has emerged – COVID fatigue or COVID Avoidance Behaviour Syndrome. People have thrown caution to wind, under the false impression that the pandemic is nearing its end, which doctors say is a grave concern. Even as cases go up, the Delhi Metro – which did not need to fine even one person on Day 1 of restarting of Metro services post lockdown – is now imposing fines on hundreds of commuters daily. The Delhi Police, which was issuing 40-50 challans against violators in November, is now issuing challans to more 1,000 people every day. With people refusing to follow rules and cases going up, states have begun imposing new restrictions. We spoke to experts on behavioural issues that are causing the second wave. Doctors find the trend of ‘living life as nothing has happened’ terrifying ‘Despite rising COVID cases, people are continuing to live as if nothing has happened’Doctors find the trend of ‘living life as nothing has happened’ terrifying and say that we are in a very serious situation. Dr Arvind Kumar, Chairman, Institute of Chest Surgery, Medanta Hospital, Gurugram, stresses that people need to follow four cardinal principles: Wear masks, maintain social distancing, don’t gather in enclosed spaces and follow hand hygiene. People are not wearing masks in malls as well (picture for representational purposes only)He adds, “The present situation is self-created. The saddest part is that despite the cases rising rapidly in the last three weeks, people are continuing to live as if nothing has happened. I know so many people who started organising parties. The unfortunate thing is that when number of cases starts decreasing, the rate of transmission also starts decreasing and when it goes up, the rate of transmission also starts increasing.” Dr Kumar points out that the reason why we are facing a second wave of corona is because the decline in cases in last few months gave a false sense of normalcy to people, which led them to say goodbye to masks and social distancing. “The corona infection was always there in the community even two months back when we had started relaxing, thinking that it is gone now. The cases had started decreasing, but it had not disappeared. The reason it had started decreasing was because of the stringent measures that were taken wherein the chain of transmission was broken because of people wearing masks, maintaining social distance and following hand hygiene. And people were not gathering in large closed spaces like malls, cinema halls, gymnasiums, going for birthday parties and marriage celebrations. COVID safety measures were being followed very stringently in the months of September-December, which led to the decline in number of cases. However, that decline in number of cases led to complacency and a false sense of normalcy, which was also reflected in the behaviour of political leaders who started holding rallies, having mass congregations, which were not happening earlier. And thereby people got the message that corona toh ab chala gaya.” ‘Getting vaccine doesn’t mean the pandemic is over’Dr Vikas Maurya, Director and Head of Department, Pulmonology, Fortis Hospital Shalimar Bagh, reiterates the fact that people should not forget that we are still amid a pandemic. He says, “A lot of people think that the pandemic has ended because of the vaccine. This is not true. We still need to be vigilant; we still need to be careful. We cannot stop maintaining social distancing, wearing masks and following hand hygiene. It is imperative that we follow this. We should continue working from home for the foreseeable future. Many feel that the pandemic is nearing an end, when actually this is not true.” Dr Arvind Kumar adds, “We are now witnessing a serious second wave in the country. As far as the vaccine is concerned, one dose of it does not mean that you are protected. Second dose also does not mean you are protected.It is two weeks after the second dose that you are 70% protected, which is a huge protection. But 30% of people may still get it. It is not a 100% protection” One dose of vaccine does not mean that you are protected‘People are suffering from COVID Behavioural Fatigue Syndrome’Dr Anupam Sibal, Group Medical Director and Senior Pediatrician, Apollo Hospitals Group, points out that since it’s been over 450 days that we have been living with COVID, it is understandable that people are tired of behaving the way they are expected to behave. Dr Anupam Sibal shares that people have started forgetting that we are still amid the pandemic “I think what we have is a new condition: COVID Behavioural Fatigue Syndrome. In this syndrome, people forget that we are still in the middle of a pandemic. Masks are not worn at all or are worn improperly, social distancing is forgotten and hand washing is given a miss. A lot of young people also feel that since COVID doesn’t always produce serious manifestations, there is no need to create a fuss. They forget that while they might not have serious complications, their parents / grandparents can. Therefore, they should be extra careful,” he shares.||http://timesofindia.indiatimes.com//city/noida/covid-behavioural-fatigue-syndrome-false-sense-of-normalcy-goodbye-to-social-distancing-are-leading-to-surge-doctors/articleshow/82007412.cms||Riya Sharma
---||Delhi||COVID Behavioural Fatigue Syndrome: False sense of normalcy, goodbye to social distancing are leading to surge: Doctors||Experts say that after living with coronavirus for over a year, people have developed COVID fatigue. After months of stringent rules, when cases started reducing a few months ago, people forgot that we are still in the midst of pandemic, and began flouting norms Passengers occupying middle seats on planes without wearing PPE kit, people going out without masks, violation of social distancing in markets and restaurants– these are frequently-seen sights now, despite the ongoing pandemic and the rising cases. Experts point out that as the second wave of coronavirus is on us, a new problem has emerged – COVID fatigue or COVID Avoidance Behaviour Syndrome. People have thrown caution to wind, under the false impression that the pandemic is nearing its end, which doctors say is a grave concern. Even as cases go up, the Delhi Metro – which did not need to fine even one person on Day 1 of restarting of Metro services post lockdown – is now imposing fines on hundreds of commuters daily. The Delhi Police, which was issuing 40-50 challans against violators in November, is now issuing challans to more 1,000 people every day. With people refusing to follow rules and cases going up, states have begun imposing new restrictions. We spoke to experts on behavioural issues that are causing the second wave. Doctors find the trend of ‘living life as nothing has happened’ terrifying ‘Despite rising COVID cases, people are continuing to live as if nothing has happened’Doctors find the trend of ‘living life as nothing has happened’ terrifying and say that we are in a very serious situation. Dr Arvind Kumar, Chairman, Institute of Chest Surgery, Medanta Hospital, Gurugram, stresses that people need to follow four cardinal principles: Wear masks, maintain social distancing, don’t gather in enclosed spaces and follow hand hygiene. People are not wearing masks in malls as well (picture for representational purposes only)He adds, “The present situation is self-created. The saddest part is that despite the cases rising rapidly in the last three weeks, people are continuing to live as if nothing has happened. I know so many people who started organising parties. The unfortunate thing is that when number of cases starts decreasing, the rate of transmission also starts decreasing and when it goes up, the rate of transmission also starts increasing.” Dr Kumar points out that the reason why we are facing a second wave of corona is because the decline in cases in last few months gave a false sense of normalcy to people, which led them to say goodbye to masks and social distancing. “The corona infection was always there in the community even two months back when we had started relaxing, thinking that it is gone now. The cases had started decreasing, but it had not disappeared. The reason it had started decreasing was because of the stringent measures that were taken wherein the chain of transmission was broken because of people wearing masks, maintaining social distance and following hand hygiene. And people were not gathering in large closed spaces like malls, cinema halls, gymnasiums, going for birthday parties and marriage celebrations. COVID safety measures were being followed very stringently in the months of September-December, which led to the decline in number of cases. However, that decline in number of cases led to complacency and a false sense of normalcy, which was also reflected in the behaviour of political leaders who started holding rallies, having mass congregations, which were not happening earlier. And thereby people got the message that corona toh ab chala gaya.” ‘Getting vaccine doesn’t mean the pandemic is over’Dr Vikas Maurya, Director and Head of Department, Pulmonology, Fortis Hospital Shalimar Bagh, reiterates the fact that people should not forget that we are still amid a pandemic. He says, “A lot of people think that the pandemic has ended because of the vaccine. This is not true. We still need to be vigilant; we still need to be careful. We cannot stop maintaining social distancing, wearing masks and following hand hygiene. It is imperative that we follow this. We should continue working from home for the foreseeable future. Many feel that the pandemic is nearing an end, when actually this is not true.” Dr Arvind Kumar adds, “We are now witnessing a serious second wave in the country. As far as the vaccine is concerned, one dose of it does not mean that you are protected. Second dose also does not mean you are protected.It is two weeks after the second dose that you are 70% protected, which is a huge protection. But 30% of people may still get it. It is not a 100% protection” One dose of vaccine does not mean that you are protected‘People are suffering from COVID Behavioural Fatigue Syndrome’Dr Anupam Sibal, Group Medical Director and Senior Pediatrician, Apollo Hospitals Group, points out that since it’s been over 450 days that we have been living with COVID, it is understandable that people are tired of behaving the way they are expected to behave. Dr Anupam Sibal shares that people have started forgetting that we are still amid the pandemic “I think what we have is a new condition: COVID Behavioural Fatigue Syndrome. In this syndrome, people forget that we are still in the middle of a pandemic. Masks are not worn at all or are worn improperly, social distancing is forgotten and hand washing is given a miss. A lot of young people also feel that since COVID doesn’t always produce serious manifestations, there is no need to create a fuss. They forget that while they might not have serious complications, their parents / grandparents can. Therefore, they should be extra careful,” he shares.||http://timesofindia.indiatimes.com//city/delhi/covid-behavioural-fatigue-syndrome-false-sense-of-normalcy-goodbye-to-social-distancing-are-leading-to-surge-doctors/articleshow/82006942.cms||Riya Sharma
---||Mumbai||Covid-19: 15-day lockdown likely in Maharashtra, final decision today||MUMBAI: With Maharashtra leading the country’s Covid-19 graph, a decision to impose a lockdown in the state was taken at a meeting of leaders from the MVA alliance and BJP, which was called by chief minister Uddhav Thackeray on Saturday. Sources who attended said it is likely that a 15-day lockdown will be implemented but a final decision will be taken after a series of meetings to be held on Sunday and Monday, in which a detailed plan will be worked out. Senior officials said it is likely that all the curbs being observed in the current weekend lockdown may be extended to weekdays. The lockdown will not be as stringent as it was last year, but only food manufacturing units along with medical diagnostics kits, pharmaceutical industries and their supply chains may be allowed to operate. “Initially, too, only industries associated with essentials were allowed to operate. A similar restriction may be imposed this time as well,” said sources. Read our coronavirus live blog for all the latest news and updatesWhile a Covid task force meeting is likely on Sunday, deputy CM Ajit Pawar will call for a meeting to plan the relief measures on Monday. It is likely that an official announcement will be made on Monday or Tuesday. Read AlsoMumbai: Four new jumbo Covid centres to be ready by mid-May or JuneThe state government is set to construct four jumbo Covid centres in the city. “We expect the four jumbo centres to be ready by mid-May or early June. We have already increased the capacity of the six existing jumbo centres by adding regular and ICU beds,” said Sanjeev Jaiswal, BMC additional civicAll the alliance partners have supported the decision and opposition leaders have asked the government to announce a relief package for all those who will be impacted. The meeting on Saturday was held to arrive at a consensus on a lockdown in the state. Thackeray said there is no option but to go in for stricter curbs. “The number of patients is increasing so fast that if we do not decide on a lockdown today, a lockdown-like situation will automatically arise tomorrow,” said Thackeray. Read AlsoMaharashtra: Dip in Covid positive cases on day one of weekend lockdownOn the first day of the weekend lockdown on Saturday, the state not only registered a slight dip in positive Covid-19 detections but got an assurance from the Centre about additional ventilators and funds to hire additional healthcare workers to combat the second wave of the pandemic.“This is a health emergency and so priority should be given to the lives of the people. The situation is grim and we have to impose strict restrictions to slow down the spread,” said Thackeray. Senior officials said while the current restrictions will continue, unchecked daytime movement on weekdays may be restricted too. Currently, there is only a prohibitory order which does not allow assembly of more than five people during the day, though movement is unrestricted. He said the government is likely to continue with public transport such as trains, autos and buses for essential workers and for the general public for essential activities and emergencies. “There are nearly 60,000 people who head out to vaccination centres in Mumbai every day. There will be students going out for exams. Public transport will continue for all those who have a valid reason to step out,” said the official. Also, long-distance trains will continue to run so that no one is stuck and there is no panic. Opposition leaders said the government should come up with a comprehensive plan before any more restrictions are added. They also said relief measures and monetary packages for migrants, traders and daily-wage workers should be announced. Subsidised foodgrains should be made available for all those who will be impacted. “While imposing more restrictions, the government should also take into account public sentiment. Relief must be extended to small traders, retailers and salon owners whose business is also impacted,” said Devendra Fadnavis, leader of the opposition. Fadnavis further said medicines, oxygen supply and health infrastructure should be ramped up not only in the cities, but in rural areas as well. “We are all concerned about the poor and the working class. We will think about their problems too, but at the moment we need to stop the rapid spread. If we have to win this fight, we all have to go through some hardships,” said Thackeray. Senior officials said Thackeray had pointed out the infrastructure available today will prove to be inadequate in the next few days. Also, demand for oxygen too has gone up considerably and the state may soon run out. As on Friday, 960 metric tonne oxygen was used in the state as against the production of 1,200MT. “There was a debate regarding whether a seven-day lockdown suffice, but health officials were of the opinion that at least a 15-day lockdown is required to have the desired impact,” said a senior official. Watch Covid-19: Maharashtra govt hints at lockdown, final decision today||http://timesofindia.indiatimes.com//city/mumbai/15-day-lockdown-likely-in-maharashtra-final-decision-today/articleshow/82009973.cms||Bhavika Jain
---||India||Covid: Local authorities not admitting AEFI deaths?||From refusal to conduct post-mortem despite the family of the deceased asking for it to local medical officers deciding that a death post-vaccination could not be an adverse event following immunisation (AEFI) as it happened 24 hours later, there is a huge variation in how AEFI reporting and investigation is being done on the ground. Worryingly, it is these ground-level reports that the National AEFI Committee depends on to do causal assessments. "The committee has to give guidance to the health authorities at the district level what to look for. They need to be told how to conduct a pathological autopsy. This is not a post-mortem to detect a crime. You will find something only if you are told what to look for," said Dr Amar Jesani, editor of the Indian Journal of Medical Ethics. Read our coronavirus live blog for all the latest news and updates"The National Committee is depending on evidence and investigations conducted at the local level. However, we observed a strong tendency by local authorities to immediately rule out any links to vaccination, even before investigation has been conducted. In many cases, post-mortems have not been conducted — for example in at least six out of 10 cases where the National AEFI Committee has completed causality assessment, no post-mortem had been done. There is an urgent need to strengthen AEFI investigation at the local level where protocols may not be adhered to and the quality of evidence being collected is often weak and inadequate," said Malini Aisola, a public health activist who has been tracking AEFI events. Read AlsoCovid-19: 15-day lockdown likely in Maharashtra, final decision todayWith Maharashtra leading the country’s Covid-19 graph, a decision to impose a lockdown in the state was taken at a meeting of leaders from the MVA alliance and BJP, which was called by chief minister Uddhav Thackeray on Saturday.​ Sources who attended said it is likely that a 15-day lockdown will beThe recent reports from the medicine regulatory authorities of the EU and the UK have not only concluded that blood clots with low platelets should be listed as a very rare side-effect of the AstraZeneca vaccine, they have also stressed the importance of prompt specialist medical treatment. "By recognising the signs of bloods clots and low blood platelets and treating them early, healthcare professionals can help those affected in their recovery and avoid complications," stated the safety committee of the European Medicines Agency (EMA). Yet in India, many who suffer serious AEFI, especially in rural areas, are left to fend for themselves, running from one hospital to another seeking medical treatment. Read AlsoTika Utsav: All you need to know about India's 4-day Covid vaccination festivalIn a bid to contain the surge in Covid cases, India's special four-day vaccination programme (Tikka Utsav) began on Sunday. ​​The mass vaccination programme - which will be conducted from April 11-14 - is being observed with an aim to inoculate a maximum number of eligible people against the viralNews reports of deaths and AEFI from various states document the challenges that people have faced in getting treatment for AEFI, especially in rural areas. Many didn’t get any even after traveling long distances to the city for medical care. While the EU and the UK are reviewing AEFI cases at great speed and have concluded their investigation into the occurrence of blood clots post-vaccination, in India, the health ministry has announced that its review of 700 severe and serious AEFI in light of the findings abroad will be available by this weekend. In the meantime, EMA’s safety committee is already looking into whether yet another AEFI, capillary leak syndrome, was related to the AstraZeneca vaccine as five cases of this rare disorder characterised by leakage of blood causing tissue swelling and a drop in blood pressure were reported in the EuroVigilance database. "Unless health workers and district medical officers are trained on what constitutes AEFI and told what to look out for, how will they pick up AEFI cases or offer effective treatment for the adverse events? So many lives could be saved in Europe because they have gone into what needs to be done. Forget compensation, the government owes these people at least medical treatment," said Dr Jesani.||http://timesofindia.indiatimes.com//india/local-authorities-not-admitting-aefi-deaths/articleshow/82010059.cms||Rema Nagarajan
---||India||India only 2nd country to top 1.5 lakh Covid-19 cases in a day||India recorded more than 1.5 lakh fresh Covid-19 infections on Saturday, becoming the second country after the US to register the grim milestone on the back of a sharp uptick in cases from the Hindi heartland, particularly Chhattisgarh, UP and Bihar. There were 1,52,879 new cases recorded across the country, up more than 5% from Friday's count of 1.45 lakh. The 1.5 lakh count was crossed just six days after daily cases went past the 1-lakh mark, a 50% rise in less than a week. The peak count during the first wave of infections was 98,795, recorded on September 17, as per TOI’s corona database. Deaths also climbed to 839 on Saturday, the highest daily toll since October 16 last year. Although deaths have been rising steadily during the second wave, the toll continues to be low compared with the case fatality rates seen during the peak of the first wave in the country. Active cases crossed 1.1 million on Saturday with a daily addition of over 60,000 for the fourth day in a row. While Maharashtra has been the worst hit by the second Covid wave and continues to lead the count of daily cases by a wide margin, the rest of India has seen a much sharper surge in infections in the past two weeks, particularly after Holi. Maharashtra’s share in the daily national case count has dropped from the peak of 65% on March 18 to 36.4% on April 9. Maharashtra on Saturday reported 55,411 fresh cases and 309 deaths. Meanwhile, Chhattisgarh reported 14,098 new infections, up from 11,447 on the previous day, while deaths climbed to 123 from 91 on Friday. Uttar Pradesh saw a similar surge as detected infections rose to 12,787, from 9,695 on the earlier day, while 48 deaths were recorded. Bihar logged 3,469 cases, the highest since August 15. Among other states that recorded their highest ever daily counts were Gujarat (5,011) Madhya Pradesh (4,986) and Rajasthan (4,401).||http://timesofindia.indiatimes.com//india/india-only-2nd-country-to-top-1-5l-cases-in-a-day/articleshow/82010090.cms||Amit Bhattacharya
---||India||SC notice to DoPT secy over promotion of 149 officers||NEW DELHI: The Supreme Court has issued a notice to the secretary in the department of personnel and training and the UPSC secretary on a contempt petition filed against them for promoting 149 officers from the rank of deputy secretary level to director, allegedly in violation of SC’s order which had directed the government to maintain status quo in promotion during the pendency of the case pertaining to reservation in promotion. Agreeing to hear a contempt petition, a bench of Justices L Nageswara Rao and Vineet Saran issued notices to the two officials seeking response on the allegation of violation of its order. Advocate Kumar Parimal, appearing for petitioner, brought to the court’s notice its earlier order when it had turned down the government’s plea to allow it to promote the officers during the pendency of the case. “It’s clear that the contemnors have deliberately, wilfully and dishonestly disobeyed the court’s order. It amounts to civil contempt and the alleged contemnors are required to be punished,” the petition said.||http://timesofindia.indiatimes.com//india/sc-notice-to-dopt-secy-over-promotion-of-149-officers/articleshow/82010139.cms||Amit Anand Choudhary
---||India||A peek into how new Rajpath buildings will look||NEW DELHI: The new office buildings that will come up and replace the existing ones along the Rajpath will get an identical and swanky look. The tenders for the first three such buildings with more facilities will be out next week as the Central Public Works Department (CPWD) has received the go ahead from the Delhi Urban Art Commission (DUAC) and the Heritage Conservation Committee (HCC), sources said. The three buildings, which will be built on the plot where IGNCA is currently located, would involve an expenditure of around Rs 3,200 crore, TOI has learnt. These buildings will have big entry and exit gates, and the porches will be long and spacious enough to accommodate over a dozen cars at one time. The government has not yet finalised the names for these future buildings which will fall under Common Central Secretariat (CCS), though sources said each building would get a name. “Proper study has been carried out to assess how many people and vehicles enter and leave the existing office complexes daily. The entry and exit points in the future buildings have been planned to meet those requirements,” said a source. He added that estimates suggest the number of people commuting by Metro Rail to reach these office buildings may increase to 50% compared to the current 40%. Therefore, a robust underground transit facility for office goers has been planned, which will link all the buildings that will come up along the Rajpath. “There will be adequate security arrangements to check the identity of office goers and for frisking before they enter the buildings from the basements,” said a source. The office space will be created to meet more modern and IT requirements and there will be a uniform norm while creating the workstations. For example, all rooms of joint secretaries will be of one standard unlike the current norms, said a source. “The focus of creating such office space is to help increase the efficiency of workers by provisioning the required facilities,” said another official. TOI on January 1 had reported how these buildings in the Common Central Secretariat will have space for yoga, gymnasium, creche, pharmacy and first-aid centre. The government has also prepared a roadmap for improving the geometrics of all roundabouts and roads leading to the Rajpath and the office buildings to meet the future traffic demand. Currently, 30 ministries are housed on the Central Vista while around 27 ministries have offices outside the Vista. The plan is to bring all the 50 plus ministries at one location.||http://timesofindia.indiatimes.com//india/a-peek-into-how-new-rajpath-buildings-will-look/articleshow/82010202.cms||Dipak K Dash
---||India||Will approach court if govt orders dept probe: Param Bir Singh||MUMBAI: If the Uddhav Thackeray-led government decides to initiate a departmental probe against ex-Mumbai police commissioner Param Bir Singh, he is preparing for a long-drawn legal battle with the government. “I have a fundamental right to approach the high court. I don’t know the government’s plan. I’m consulting my lawyers. If the government initiates a departmental probe, I will act as per the advice of my lawyers,” Singh told TOI. Singh had written to the chief minister saying home minister Anil Deshmukh has asked API Sachin Waze to mobilise Rs 100 crore per month from hotels, restaurants and bars in Mumbai. Meanwhile, before relinquishing the charge, Deshmukh on April 1 approved a proposal for conducting a preliminary probe against Singh for breach of all-India service rules. The task of conducting the preliminary probe was entrusted to DGP Sanjay Pandey, who has been told to submit the report as early as possible. Deputy secretary (home) Kailash Gaikwad wrote a two-page letter to Pandey on the terms of reference. Pandey will have to examine if there was dereliction of duty by Singh while controlling and supervising his subordinates. It has been stated in Gaikwad’s letter that after Waze was reinstated, he was given charge of crime intelligence unit, despite opposition of the then joint commissioner (crime) and that Waze was reporting directly to the CP.||http://timesofindia.indiatimes.com//india/will-approach-court-if-govt-orders-dept-probe-param-bir-singh/articleshow/82010308.cms||Prafulla Marpakwar
---||India||Sachin Waze took Rs 30 lakh from BARC in TRP scam: ED||MUMBAI: Enforcement Directorate (ED) investigations into money laundering in the Television Rating Points (TRP) manipulation scam has thrown up a Sachin Waze link. Officials found the now-suspended assistant inspector, through an inspector of the Mumbai crime branch, had extorted Rs 30 lakh from Broadcast Audience Research Council (BARC) for not harassing its executives. BARC officials have given statements on the bribe payment to Waze, said a source. BARC had reportedly shown in its books that it had awarded some construction-related work on its premises and then transferred the money to the account of a dummy company. Read AlsoSachin Waze's free run leaves a trail of questionsEyebrows are being raised over the inability of the intelligence department, anti-corruption bureau and the special branch to track the dubious activities of suspended police officer Sachin Waze.BARC, through Hansa Group, installs barometers in select households to gauge viewing patterns and decide ratings. This agreement will be terminated on July 30. After BARC made the payment to the account of a dummy company, it was layered through four more shell companies. It was then transferred to a hawala operator’s bank account, showing fictitious transactions. The sum was returned in cash to BARC, which was then handed over to Waze’s associate, an inspector. The ED recorded the statement of a BARC employee and senior company executives, who reportedly confirmed it. But the ED is yet to question the crime branch inspector and Waze. Read AlsoBomb scare-murder cases: Suspended Mumbai Police officer Sachin Waze sent to judicial custody till April 23The special NIA court in Mumbai on Friday sent suspended Mumbai Police officer Sachin Waze to judicial custody till April 23 in the case of recovery of an explosives-laden SUV from near industrialist Mukesh Ambani's house and the death of businessman Mansukh Hiran.BARC had contracted Hansa for installing barometers at selected households and its monitoring. Hansa filed a police case last year, accusing its employee of manipulating TRP by paying money to households. Mumbai police commissioner Parambir Singh had assigned the investigation to the central intelligence unit (CIU) under Waze. Subsequently, the ED registered a money laundering case based on a Mumbai police FIR. A source stated that Waze had been calling BARC executives along with officials of other companies associated with the case for questioning at his office on the premises of Mumbai police commissionerate headquarters in South Mumbai. The source said, “Waze used to tell BARC executives to wait outside his office for hours, even late in the evening, and then telling them to come the next day. Waze also created an impression that he beats up suspects during questioning and asked BARC to pay a Rs 30 lakh bribe if they want to avoid torture.” Read AlsoAnil Deshmukh demanded Rs 2 crore; asked me to extort money from bars, restaurants: Sachin Waze in letterWaze's revelations come just days after former Mumbai police commissioner Param Bir Singh also levelled corruption allegations against Deshmukh, for which he is facing a CBI inquiry. It also comes on a day the Mumbai Police submitted a report against Waze, claiming he had close links to Singh andSources said the ED will include bribe details in the TRP money laundering case and enclose evidence gathered establishing the money trail. The ED will soon file its first chargesheet in the TRP laundering case. Recently, the ED attached properties worth Rs 32 crore of Fakt Marathi, Box Cinema and Maha Movies channels in the case for generating advertising revenue through manipulated TRP. Box Cinema and Maha Movies had generated 25 % of their TRP in Mumbai with the help of five houses where the barometers were installed. Fakt Marathi had generated 12% of its TRP from the same number of houses. Officials stated that TRP was calculated on the basis of total time spent on a channel, and not according to number of households.||http://timesofindia.indiatimes.com//india/waze-took-rs-30-lakh-from-barc-in-trp-scam-ed/articleshow/82010328.cms||Vijay V Singh
