,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1334285481035640834,1334285481035640834,1606953423000.0,2020-12-03 05:27:03,+0530,,"मंडी में सब्जियों की आवक घटी, आम आदमी की जेब पर पड़ेगी भारी  #FarmersProtest #VegetableMarket   https://t.co/K26PhJIPaf",hi,"['farmersprotest', 'vegetablemarket']",[],169018518,169018518,AmarUjalaNews,Amar Ujala,4,05,https://twitter.com/AmarUjalaNews/status/1334285481035640834,['https://www.amarujala.com/delhi-ncr/incoming-of-vegetables-in-the-market-decreased-because-of-farmers-protest'],[],0,,False,39,0,1,,#farmersprotest,,,,,,,[],,,,
1,1334284735988764673,1334284735988764673,1606953245000.0,2020-12-03 05:24:05,+0530,,"India’s problem in a nutshell: Too many farmers, and too few alternative jobs.  https://t.co/44s1GYQtKP v @voxdotcom @AEIfdp #FarmersProtest #farmersagitation  https://t.co/9b3wq75rfe",en,"['farmersprotest', 'farmersagitation']",[],47685065,47685065,dhume,Sadanand Dhume,4,05,https://twitter.com/dhume/status/1334284735988764673,['https://www.vox.com/2020/12/2/21726648/india-farmer-protests-strike-action-new-delhi'],['https://pbs.twimg.com/media/EoRU5PBWEAYKiAK.jpg'],1,https://pbs.twimg.com/media/EoRU5PBWEAYKiAK.jpg,False,73,14,16,,#farmersprotest,,,,,,,[],,,,
2,1334279055563051010,1334279055563051010,1606951891000.0,2020-12-03 05:01:31,+0530,,"किसानों को मनाने की एक और कोशिश: सरकार के साथ वार्ता आज, क्या इन मुद्दों पर बनेगी बात?  https://t.co/TwqTUze84P  #FarmersProtest",hi,['farmersprotest'],[],123171317,123171317,NavbharatTimes,NBT Hindi News,4,05,https://twitter.com/NavbharatTimes/status/1334279055563051010,['https://navbharattimes.indiatimes.com/india/farmers-ahead-discussions-with-centre-demands-special-session-of-parliament-to-repeal-new-laws/articleshow/79539130.cms'],[],0,,False,15,0,0,,#farmersprotest,,,,,,,[],,,,
3,1334278891230228480,1334278891230228480,1606951852000.0,2020-12-03 05:00:52,+0530,,"आंदोलनकारी किसानों के लिए 2 हजार लीटर दूध, राशन सामग्री लेकर रवाना गोरखपुरवासी  https://t.co/nV8BNAM4B3  #Haryanahindinews #Fatehabadhindinews #FarmersProtest #Ration  https://t.co/5L5UXKS7a3",hi,"['haryanahindinews', 'fatehabadhindinews', 'farmersprotest', 'ration']",[],80304808,80304808,punjabkesari,Punjab Kesari,4,05,https://twitter.com/punjabkesari/status/1334278891230228480,['https://m.haryana.punjabkesari.in/haryana/news/gorakhpur-residents-leave-with-2-thousand-liters-of-milk-ration-material-1290841?utm_source=twitterbot&utm_medium=social'],['https://pbs.twimg.com/media/EoRPlNMUwAEZo2W.jpg'],1,https://pbs.twimg.com/media/EoRPlNMUwAEZo2W.jpg,False,1,0,1,,#farmersprotest,,,,,,,[],,,,
4,1334277630317613056,1334277630317613056,1606951551000.0,2020-12-03 04:55:51,+0530,,"आंदोलनकारी किसानों के लिए 2 हजार लीटर दूध, राशन सामग्री लेकर रवाना गोरखपुरवासी  https://t.co/nV8BNAM4B3  #Haryanahindinews #Fatehabadhindinews #FarmersProtest #Ration  https://t.co/hYqROUMK4k",hi,"['haryanahindinews', 'fatehabadhindinews', 'farmersprotest', 'ration']",[],80304808,80304808,punjabkesari,Punjab Kesari,4,04,https://twitter.com/punjabkesari/status/1334277630317613056,['https://m.haryana.punjabkesari.in/haryana/news/gorakhpur-residents-leave-with-2-thousand-liters-of-milk-ration-material-1290841?utm_source=twitterbot&utm_medium=social'],['https://pbs.twimg.com/media/EoROb0JU4AAgN-U.jpg'],1,https://pbs.twimg.com/media/EoROb0JU4AAgN-U.jpg,False,5,0,0,,#farmersprotest,,,,,,,[],,,,
5,1334273137475788801,1334273137475788801,1606950480000.0,2020-12-03 04:38:00,+0530,,"किसानों का अल्टीमेटम, सरकार संसद का विशेष सत्र बुलाकर तीनों कृषि कानून रद्द करे  #FarmersProtest #DelhiFarmersProtest @nstomar @BJP4India @INCIndia   https://t.co/euWPtGOvgc",hi,"['farmersprotest', 'delhifarmersprotest']",[],169018518,169018518,AmarUjalaNews,Amar Ujala,4,04,https://twitter.com/AmarUjalaNews/status/1334273137475788801,['https://www.amarujala.com/india-news/farmers-ultimatum-to-government-bring-special-session-of-parliament-to-cancel-agricultural-laws'],[],0,,False,111,6,7,,#farmersprotest,,,,,,,[],,,,
6,1334271130681556993,1334271130681556993,1606950001000.0,2020-12-03 04:30:01,+0530,,किसानों और सरकार के बीच बातचीत से हल निकलने की पूरी उम्मीद:  @dalermehndi #हल्ला_बोल #FarmersProtest #RE  https://t.co/7HprO1lIU8,hi,"['हल्ला_बोल', 'farmersprotest', 're']",[],42606652,42606652,aajtak,AajTak,4,04,https://twitter.com/aajtak/status/1334271130681556993,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1334123710450528256/img/3FtgkiNbxaLIDLPV.jpg,False,65,17,2,,#farmersprotest,,,,,,,[],,,,
7,1334271068496748544,1334271068496748544,1606949986000.0,2020-12-03 04:29:46,+0530,,"விவசாயிகள் போராட்டத்திற்கு பின்னால் பாகிஸ்தான், சீனா உள்ளது - பாஜக மந்திரி பேச்சு #FarmersProtest #FarmBills2020 #JPDalal   https://t.co/frmLrFCJSD",ta,"['farmersprotest', 'farmbills2020', 'jpdalal']",[],128609455,128609455,maalaimalar,Maalai Malar News தமிழ்,4,04,https://twitter.com/maalaimalar/status/1334271068496748544,['https://www.maalaimalar.com/news/national/2020/12/03042638/2125867/Tamil-News-China-Pakistan-want-to-destabilise-India.vpf'],[],0,,False,4,1,1,,#farmersprotest,,,,,,,[],,,,
8,1334266277561417728,1334266277561417728,1606948844000.0,2020-12-03 04:10:44,+0530,,आंदोलित किसानों के मदद के लिए यूनियन भेजेगी रूपये और अनाज  https://t.co/vgGP6smwqk  #Haryanahindinews #GohanaHindinews #FarmersProtest #  https://t.co/bOHq3KQwEl,hi,"['haryanahindinews', 'gohanahindinews', 'farmersprotest']",[],80304808,80304808,punjabkesari,Punjab Kesari,4,04,https://twitter.com/punjabkesari/status/1334266277561417728,['https://m.haryana.punjabkesari.in/haryana/news/union-will-send-money-and-grain-to-help-agitated-farmers-1290833?utm_source=twitterbot&utm_medium=social'],['https://pbs.twimg.com/media/EoREG_yUwAEVKv6.jpg'],1,https://pbs.twimg.com/media/EoREG_yUwAEVKv6.jpg,False,0,0,0,,#farmersprotest,,,,,,,[],,,,
9,1334265016208408578,1334265016208408578,1606948543000.0,2020-12-03 04:05:43,+0530,,आंदोलित किसानों के मदद के लिए यूनियन भेजेगी रूपये और अनाज  https://t.co/vgGP6smwqk  #Haryanahindinews #GohanaHindinews #FarmersProtest #  https://t.co/DW2Pm7odMx,hi,"['haryanahindinews', 'gohanahindinews', 'farmersprotest']",[],80304808,80304808,punjabkesari,Punjab Kesari,4,04,https://twitter.com/punjabkesari/status/1334265016208408578,['https://m.haryana.punjabkesari.in/haryana/news/union-will-send-money-and-grain-to-help-agitated-farmers-1290833?utm_source=twitterbot&utm_medium=social'],['https://pbs.twimg.com/media/EoRC9kJVgAAS6Vp.jpg'],1,https://pbs.twimg.com/media/EoRC9kJVgAAS6Vp.jpg,False,3,0,0,,#farmersprotest,,,,,,,[],,,,
