April 19, 2020||Bengaluru||#Coronaconcern: Fear of transmission has pet parents abandoning pets||In the initial days of the coronavirus pandemic, not much was known about human-to-animal transmission and vice versa. But as days progressed and reports emerged of felines, both domestic and wild, being infected, presumably from humans, panic set in among pet parents. The Bengaluru chapter of Compassion Unlimited Plus Action (CUPA) has been receiving quite a few anxious calls from pet parents worried about virus transmission. "We’ve got questions as varied as whether dogs can be taken out for walks, or if they could be virus carriers. Some even ask if dogs can cause Covid-19 and precautions to follow," says Sanjana Madappa from CUPA. The situation at Charlies Animal Rescue Centre (CARE) is worse, says Sudha S Narayanan from the organisation. "People want to give away their pets out of fear of contracting the virus from the animal. We have been assuring them that it cannot happen. But then there are those who act on their fears and abandon their dogs by the roadside. We got quite a few calls about abandoned pets spotted in some areas, but since we are a trauma care centre and all available space is reserved for accident cases, we are not in a position to help with this,” she says. Pet parents call shelters to take their pets "Even though the few cases of animals with the coronavirus have been from humans and there is no study supporting it being the other way around, people are just scared. The CARE helpline has received 40 calls since the lockdown asking if we could take in their dogs or cats. We also received 28 emails with similar requests," says Sudha, who recently rescued an abandoned six-year-old female labrador, Honey, near the Veterinary College gate. Pressure from neighbours and societies fuelling abandonment What’s worse is that even if the pet parents are not worried, people around them don’t let them be at peace. “There are neighbours who pressure pet parents into abandoning their pets, for the safety of the area. Add to that apartment complexes that are not allowing people to take their dogs out for walks and you set the stage for abandonment, as pet parents think their pets may just be better off elsewhere," says animal activist and rescuer Toni Freer, from Haven Animal Welfare Trust. Toni gets close to 15 calls in a day to take in abandoned pets. "Shelter homes are the last resort. You can’t just dump your pet because you suddenly decided not to be a pet parent," he adds. Pet parents need to be responsible Urging pet parents to fight for the rights of their pets during these trying times, Toni says, "Pet parents have a responsibility to protect and nurture their pets at all costs and cannot run away from this. Also, the Constitution of India gives every citizen the right to have pets, so don’t dump your dog because someone told you to."||http://timesofindia.indiatimes.com//city/bengaluru/coronaconcern-fear-of-transmission-has-pet-parents-abandoning-pets/articleshow/75224861.cms||Joyeeta Chakravorty
April 19, 2020||Goa||The art of abstinence in time of Covid-19||You have seen them in art textbooks, heritage hotel advertisements and glossy travel magazines. Many of us have imagined walking on those empty beaches or exploring the ruins, divorced from human habitation and the messy thrum of daily life. KTC Bus Stand, MapusaWestern Bypass, MargaoCalangute BeachThese empty buildings, monuments, squares and beaches evoke a romance of nothingness, but they also remind us that beauty needs human civilisation. Mapusa MarketEDC Patto Plaza, PanajiChurch Square, PanajiFrom the 16th century Portuguese-era churches to the country’s third longest cable-stayed bridge, from the bustling markets to the nearly 400-year-old Ribandar causeway, TOI's chief photographer Rajtilak Naik captures these historical monuments and places that today stand mute spectators to a global calamity. Ribandar CausewayKTC Bus Stand, PanajiAtal Setu and Twin Mandovi Bridges, PanajiCalangute, Candolim, Sinquerim beach stretchThose famous beaches, that make up for around 110km of Goa’s coastline, where life comes alive among the sun, sand and sea, today lie desolate. These images are haunted and haunting, but in some ways hopeful. Old GoaManohar Parrikar Bypass Road, CanaconaTheir present emptiness, a public health necessity due to Covid-19 which has no politics or religion, also suggests that by staying apart, we have not lost the capacity to come together for the common good.||http://timesofindia.indiatimes.com//city/goa/the-art-of-abstinence-in-time-of-covid-19/articleshow/75226470.cms||---
April 19, 2020||Goa||AIFF concludes all leagues, champions Mohun Bagan get their due||PANAJI: The football season is officially over. The All India Football Federation’s league committee which met on Saturday recommended to the executive committee that the 2019-20 season be “deemed to be concluded” with Mohun Bagan declared as I-League champions as they “stand atop current standings until the point of suspension (March 14) and enjoy an insurmountable lead,” if all matches were played in normal circumstances. The league committee may have only made a recommendation at this stage, but I-League regulations clearly state that “matters which are not provided for in regulations and cases of force majeure (coronavirus pandemic in this case) shall be decided by the AIFF League Committee, whose decisions are final.” Not surprisingly, since the league is not completed, no team will be relegated to the Second Division I-League, while the prize money – apart from Mohun Bagan’s share – will be given equally to the remaining 10 teams. As champions, Mohun Bagan will pocket Rs 1 crore, while the remaining purse of Rs 1.25 crore for the next three best-placed teams – Rs 60 lakh for runners up, Rs 40 lakh for third place and Rs 25 lakh for fourth – will be shared equally between the remaining 10 teams. Each team will receive Rs 12.5 lakh as their share of the prize money. “This was an easy decision to make. Apart from East Bengal, no club had objection to Mohun Bagan being crowned champions. In fact, East Bengal wanted the league to be declared null and void with the prize money of Rs 2.5 crore shared with all 11 participating teams. “As per regulations, only the top four clubs are eligible for prize money, but it would have been unfair to freeze points position at this moment. If you look at the league standings, except for bottom-placed Indian Arrows, all teams could have made it to the top four, if they played the remaining games,” said one senior AIFF official who attended the meeting. The tougher decision to make was the future of Second Division I-League. All clubs have a sole aim of qualification to the higher league and cancelling the league midway would have hit them hard. The committee said there would be a shorter duration tournament next season for qualification to the I-League (2020-21), subject to approval of the Asian Football Confederation (AFC). “We first need AFC to approve this move. Once that is done, we can work out the nitty-gritty. We could have four or five teams who now had a chance of qualifying for the final phase, or could include all non ISL/I-League reserve sides,” said another official. Whatever decision AIFF takes, Mohammedan Sporting, Garhwal FC, ARA FC and Bengaluru United can continue to push for a place in the I-League.||http://timesofindia.indiatimes.com//city/goa/aiff-concludes-all-leagues-champions-mohun-bagan-get-their-due/articleshow/75226353.cms||Marcus Mergulhao
April 19, 2020||Mumbai||#LockdownEffect: Mumbai circus troupe calls out for help||While life in the city has come to a standstill with the coronavirus outbreak, there’s one fallout that has gone fairly unnoticed — the state of the city circus. The troupe of the city-based Rambo Circus is grappling with no daily income and is reaching out to people for help. 'We have nowhere to go. The tents on the ground are where we live’For these artistes, the tent and ground are their home The circus, currently stationed in Airoli, is wearing a deserted look with performers sitting around or using the time to practise their skills. Talking to BT, Sujit Dilip, the owner of the circus, says, “The lockdown is necessary, but with no income, it is difficult to manage the daily expenses for food, medicines, electricity, water supply, etc. Besides, we have nowhere to go. The tents on the ground are where we live. This is our home.” The circus has been facing a tough time since the unprecedented rains in 2019. “Most of our equipment got destroyed in it. I sold my home to put up a show in Mumbai and barely managed to cover the losses in the few shows that we did in Malad last year,” adds Sujit. Clowns began the coronavirus awareness drive in FebruaryThe circus troupe kicked off the coronavirus awareness drive a couple of months ago. Informs Sujit, “When we were in Sanpada in February, our clown had a special task, which was to announce and ensure that everyone maintained hygiene and used a sanitiser. We also sanitised the patrons’ chairs with a disinfectant and reduced the seating capacity from 1,000 to only 400 to ensure that there was distance between the chairs.” The troupe has been continuing the practice since. “We are strict about hygiene on the campus ground. Our artistes use masks and maintain social distance even while rehearsing their acts,” adds the circus owner. ‘Kunal Kapoor, Renuka Shahane tried to help’Kunal Kapoor and Renuka Shahane The circus owner took to Facebook to write about his plight. A friend connected them to actor Kunal Kapoor, whose crowdfunding platform is helping raise funds for the troupe. “Mumbaikars like Renuka Shahane also helped us. The city is all heart, most of their childhood memories are associated with the circus, which came to light through their chats on social media,” reveals Sujit. Mumbai's special connect Did you know, the Indian circus began in Mumbai (Churchgate) in 1880? "It was started by Vishnupant Chatre, a riding master in 1880. It went from Maharashtra to Kerala and then spread to India. Our circus is like a travelling vagabond village. Earlier, there were 300 circuses in India, now there are only 16 circuses left," he adds.||http://timesofindia.indiatimes.com//city/mumbai/lockdowneffect-mumbai-circus-troupe-calls-out-for-help/articleshow/75226056.cms||Ismat Tahseen
April 19, 2020||India||Truckers body seeks toll suspension on NH, claims small players will be worst hit||NEW DELHI: A major truckers and transporters organization has said soon a large number of trucker owners may not be able to run their vehicles, even for essential commodities, if the government goes ahead with resuming toll collection across NH network from Monday. AIMTC president Kultaran Singh Atwal said, “There is a strong reaction from our transport fraternity on the ground against the resumption of tolling. Majority of the truckers have one to five trucks and they won’t be able to sustain the immediate financial pressure. The suspension of toll is warranted in current hour of crisis.” He claimed that toll expenses is about 16-20% of the operating costs of a truck and in light of poor demand and minimal freights, this burden will be very hard to bear for transporters. The association had pleaded government for extending the toll waiver till October end or till there is complete normalcy. “At present, it may be extended at least till present lockdown period of May 3, to provide some relief to the transporters,” AIMTC said. It said the government is also yet to come out with any relief for the transport sector and is yet to provide safety net to the drivers and co-workers engaged in essential supplies. “Who will be responsible if any driver or co-worker is infected with Coronavirus? Any positive case will further alienate the drivers and they will not come back to work,” Atwal said. Though an inter-ministerial group had recommended announcing insurance or ex-gratia for drivers and helpers engaged in essential supply, the formal announcement has not yet been made. Truckers said they have been waiting for long time. Truckers have also alleged how the government has preferred to fill its coffer by increasing excise duty on petrol and diesel rather than reducing the fuel price despite the crude oil prices are abysmally low.||http://timesofindia.indiatimes.com//india/truckers-body-seeks-toll-suspension-on-nh-claims-small-players-will-be-worst-hit/articleshow/75227546.cms||Dipak K Dash
April 19, 2020||India||Nod for road, train travel just after May 3 unlikely||NEW DELHI: As the government prepares for lockdown relaxations, the group of ministers under defence minister Rajnath Singh on Saturday suggested resumption of domestic flights in certain ‘safe areas’ after the nationwide shutdown in the wake of Covid-19 pandemic ends on May 3. It said the final call will be taken by the ministries of home and civil aviation after reviewing the status of the virus spread in cities and feedback from states. “There was consensus among the ministers that domestic flights should be resumed in the sectors where Covid-19 cases have not been reported and where there is no threat of spread of the virus,” a government functionary said. However, the ministers were not in favour of any immediate relaxation on inter-state movement by other modes of transport like trains or public and private vehicles even after May 3, sources said. “Any extension of the lockdown period, whether to be done or not, will be decided after taking stock of the situation across the country. However, ministers were of the view that resuming inter-state travel will be highly risky,” an official said adding that there was consensus that trains should not be be run immediately after the lockdown is over. Meanwhile, home minister Amit Shah reviewed the working of MHA’s control room and took stock of the situation in states. Those present at the meeting included the two ministers of state G Kishan Reddy, who had also attended the GoM meeting chaired by Rajnath Singh, and Nityanand Rai besides the home secretary and other ministry officials. The MHA control room is operational 24/7 and is coordinating with states and various ministries to sort out issues relating to implementation of the lockdown. The GoM, chaired by Singh, discussed ways to restart economic activity in non-hotspot areas after April 20, in line with PM Narendra Modi’s announcement. It examined suggestions to re-enlist retired doctors and health professionals to boost medical capabilities on a war footing besides drafting in final year medical students in Covid-19 hotspots. Watch Lockdown: Nod for road, train travel just after May 3 unlikely||http://timesofindia.indiatimes.com//india/nod-for-road-train-travel-just-after-may-3-unlikely/articleshow/75227692.cms||Akhilesh Singh
April 19, 2020||Business||Walling off China: India changes FDI policy to block threat of takeovers||NEW DELHI: In a decision fraught with geopolitical and economic ramifications, the government on Saturday amended its foreign direct investment (FDI) policy to put a blanket ban on investments through the automatic route by entities from countries that share a border with India. The move is seen as an attempt to ward off the threat of "opportunistic" Chinese takeover of Indian companies, whose valuations have been badly hit by the coronavirus pandemic. The curbs, which were already in force for investments from Pakistan and Bangladesh, will extend to entities where Chinese citizens have “beneficial ownership” to ensure that the restrictions are not circumvented by routing investments via Hong Kong, Singapore or other countries. Coronavirus pandemic: Live updatesMost FDI flows into India are under the automatic route, which means companies only need to inform authorities after the investment is made. The latest move signals a growing worry within government that China might seek to acquire Indian companies by exploiting their financial vulnerability. The stunning move is in stark contrast to the restraint the Modi government has exercised in not joining the global chorus of indignation over China's attempt to conceal the outbreak of the pandemic in Wuhan -- a lapse that has been widely adjudged to have been a major contributor to the enormity of the public health emergency that has already claimed over 1.5 lakh lives globally and crippled economies and markets. Read AlsoKorean companies keen to move out of China to IndiaChennai: Rising trade war between US &amp; China has pushed South Korean companies to consider moving some of their factories from China to India. The Korean consulate in Chennai has been working with a number of requests, some in preliminary stages, while others advanced stages. “We have requests fromSources in the government said there was a real threat of Chinese entities -- many of the big ones are controlled by the Communist rulers in Beijing through a web of opaque linkages -- moving in to take up Indian companies that were doing well until the pandemic made them relatively cheap and tempting targets. The linkages are why the security establishment here has considered investments from China to be a risk. More on Covid-19Coronavirus pandemic: Complete Coverage21-day lockdown: What will stay open and what won'tHow to quarantine yourself at homeTrust the newspaper for your daily verified newsGovernment sources said while the move has been in the pipeline for a while, Covid-19 helped the government make up its mind expeditiously. The move coincides with similar barriers erected by other countries like Germany, Italy, Spain and Australia to block predatory capital from China. India's decision, however, is different in one vital respect. Unlike in other cases where the filters are aimed at investments in general, the Modi government's decision is specifically targeted at China given that the automatic route was already closed for flows from Pakistan and Bangladesh. The bluntness of the government's decision reflects the seriousness of its worry. Sources said the government had explored the option of putting a general ban on foreign investment through the automatic route, but decided against it due to wariness of being seen as having turned protectionist and insular. Putting FDI from all countries under the approval route would have also slowed down inflows, which are critical at this time. With the threat of Chinese capital moving in appearing serious, the authorities decided to be specific in a turn away from the cautiousness that has defined New Delhi's approach towards Beijing. Sources said that during the deliberations one school of thought had favoured a more nuanced approach, arguing that greenfield investments should be let in, but the leadership decided to go the whole hog. It's time to mask up and stay safe: Join TOI's #MaskIndia campaign The Indian government’s move, cleared by the Union Cabinet, comes days after it emerged that the People’s Bank of China has increased its stake in HDFC Bank, the country’s largest private lender, to over 1%. But while the PBOC investment came through the portfolio investment route, the FDI move is more strategic and is aimed at blocking any attempt to restrict entities from across the border to acquire a significant beneficial interest. Stock market regulator Sebi is separately keeping tabs on investments from China and some other countries. The latest move by the department for promotion of industry and internal trade, the agency responsible for FDI policy, will not just impact new investments but also equity infusion in existing companies in India, where Chinese entities have equity stakes. “While the title of the press note focuses on opportunistic takeovers or acquisitions, this may impact increase in stake or further investment in existing Indian companies from existing investors from the specified countries. It will also impact investment from other countries such as Singapore if the beneficial owner of the investment is from a specified country,” said Vikram Doshi, partner for tax and regulatory issues at consulting firm PwC India. The decision also marks a change in Indian government’s stand in recent years when it courted investments from Chinese companies to counter the widening trade deficit from its neighbour. But all these years, New Delhi has been wary of Chinese companies, often discussing ways to block their presence in strategic sectors and locations. “It is the fear of Chinese domination. The Chinese have already restarted manufacturing when the rest of the world still grappling with coronavirus. China has several months’ advantage over all other major economies and can therefore secure significant benefits. After each crisis in recent years, China has consolidated itself... Indian government is trying to preempt acquisitions. Countries need to strengthen their domestic capabilities to meet the Chinese challenge,” said Biswajit Dhar, a professor at Jawaharlal Nehru University and an expert on trade and investment issues. Watch Govt tweaks FDI policy, stops automatic approval||http://timesofindia.indiatimes.com//business/india-business/walling-off-china-india-changes-fdi-policy-to-block-threat-of-takeovers/articleshow/75227752.cms||Sidhartha
April 19, 2020||India||Kerala set to open restaurants, start odd-even for cars||THIRUVANANTHAPURAM: From Monday onwards, a semblance of normalcy will return to at least seven of Kerala’s 14 districts as restaurants will open and a limited number of private vehicles under the odd-even scheme be allowed to ply. As the 21-day national lockdown was drawing to a close, the state government had submitted a proposal to the Centre that divided Kerala into four zones — Red, Orange A, Orange B and Green — and restrictions eased in three of these zones in a phased manner. There will be no easing up in the red zone. Coronavirus pandemic: Live updatesThe Centre accepted Kerala’s proposal on Friday. For the past seven days, the number of positive cases in the state was confined to single digit and the recovery rate has climbed steadily. More on Covid-19Coronavirus pandemic: Complete Coverage21-day lockdown: What will stay open and what won'tHow to quarantine yourself at homeTrust the newspaper for your daily verified newsFrom Monday, near-normal life will be back in two districts — Kottayam and Idukki — classified as green zones because they currently have no active cases. Several restrictions will be lifted in Orange B zone districts — Thiruvananthapuram, Alappuzha, Thrissur, Palakkad and Wayanad — too from Monday. Read AlsoHow Kerala managed to flatten the Covid graphAs early as January 18, the state health department issued a Covid-19 alert and began to screen passengers arriving from abroad, initially from China. International arrivals were given a health card in which they had to list their travel details and health condition. Over the next week, it set upDine-in restaurants can function during normal hours in Kottayam and Idukki while in Orange B districts, restaurants can function from 7 am to 7 pm but they have to ensure social distancing norms and hand sanitisers. All those who step out of their homes have been advised to wear masks. Vehicles with odd numbers will be permitted on Mondays, Wednesdays and Fridays, whereas vehicles with even numbers will be allowed on Tuesdays, Thursdays and Saturdays; only critical services and emergency operations would be exempt. Women drivers travelling solo or with dependents are exempted from this restriction. Two passengers can travel in the back seat while for two wheelers pillion-riding is allowed only for a family member. In Ernakulam, Kollam and Pathanamthitta districts, classified as Orange A zones, relaxation for restaurants will come into effect from April 24. Restaurant takeaways will be available till 8 pm. In the green zone districts, other commercial establishments, like textile shops, will be allowed to function. It's time to mask up and stay safe: Join TOI's #MaskIndia campaignSome of the other relaxations include grocery shops opening daily from 7 am to 5 pm and registered plumbers and electricians being allowed to work. Insurance companies, cooperative credit societies and recognised non-banking finance corporations will also be allowed to function with limited staff, while banks and government offices will work normal hours. Some businesses, like opticians, mobile phone shops, computers and accessories, auto workshops, barbershops and bookstores, will be permitted to open twice a week. The dates for these, too, will be April 20 or April 24, depending on the colour zone. State chief Secretary Tom Jose said the state had discussed the zone-wise lockout plan with the Union home and health ministries. "We could convince them that minor modifications in the relaxations granted by the Centre within the broad guideline are required considering the peculiar demography and situation here. Our request had force because of our proper implementation of all earlier guidelines which yielded good results," Tom Jose told TOI. All places of worship and schools, colleges and shopping malls will remain closed across the state till May 3. So too will inter-district travel and Kochi Metro services.||http://timesofindia.indiatimes.com//india/kerala-set-to-open-restaurants-start-odd-even-for-cars/articleshow/75227893.cms||---
April 19, 2020||India||Covid-19 count crosses 15,000, toll over 500; rise in non-Tablighi Jamaat cases in Delhi||NEW DELHI: The Covid-19 pandemic touched two grim milestones in India, with the total number of cases crossing 15,000 and the death toll going past 500 even as the country recorded its highest single-day rise in numbers at 1,266 on Saturday. While the count of coronavirus cases continues to surge in states such as Maharashtra, Gujarat, Delhi and Rajasthan, the good news is that the infection rate is dipping slightly. It took seven-eight days for cases to double to 15,000, a slower pace than earlier. Worryingly for Delhi, none of the 186 new cases were linked to the Tablighi Jamaat outbreak. While Maharashtra continued to record the highest number of new cases at 328 on Saturday — it’s third-highest single-day number — Gujarat recorded the sharpest spike in cases. A record 280 new cases were reported in the past 24 hours, of which 239 or 85% were registered in Ahmedabad alone. With this, the state’s total count of Covid-19 has reached 1,376. Gujarat also recorded 12 deaths in a day – highest so far – taking the state’s death toll to 53. More on Covid-19Coronavirus pandemic: Complete Coverage21-day lockdown: What will stay open and what won'tHow to quarantine yourself at homeTrust the newspaper for your daily verified newsMaharashtra recorded 11 more deaths. The state’s total coronavirus count now stands at 3,648. Delhi, which had witnessed a dip in cases over the last three days because there were no new positive cases among the Tablighi Jamaat (TJ) evacuated from a mosque in Nizamuddin, recorded 186 new cases, taking the state’s total tally to 1,893. “The increased incidence of Covid-19 in certain pockets of the city, especially the unauthorised colonies that are densely populated, is a matter of concern,” the state authorities said. Only one person from Jahangirpuri in northwest Delhi is believed to have infected as many as 31 family members – the largest cluster of cases that are not linked to the TJ members. “A majority (56%) of Covid-19 cases in Delhi are among persons aged above 60 years. Around 21% of Covid-19 positive cases involve those aged between 50 years and 60 years and 23% are aged below 50 years,” officials said. Covid-19 cases in Madhya Pradesh, where 361 new cases were recorded two days ago, have suddenly dipped. The state surprisingly recorded only 44 new cases on Saturday, and no deaths. In Andhra Pradesh, Covid-19 cases surged past the 600 mark as the state reported 31 fresh positive cases and two more deaths on Saturday. The Covid-19 tally has increased to 603 while the death roll has gone up to 16. Kerala recorded only four more Covid-19 cases. The surge in coronavirus positive cases continued in Telangana with 43 new cases being reported on Saturday. The state’s total tally has now touched 809. Rajasthan reported four more Covid-19 deaths taking the state’s death toll to 21. All the four deceased belonged to Jaipur. So far, Jaipur has reported 11 deaths, including the four deaths on Saturday. In Jharkhand, a 33-year-old man from Trinidad & Tobago islands, who was a part of the 17-member foreigners’ group of the Tablighi Jamaat, tested positive for Covid-19 on Saturday, taking the total number of cases in the state to 33. Bihar’s Covid-19 count touched 86, with a 32-year-old woman testing positive for the disease. Two people have died so far in the state and there are currently 47 active cases and 37 people have been cured. Across India, the rate of recovery has gone up significantly. As on Saturday, the total number of persons who have recovered from the disease has reached 1,998.||http://timesofindia.indiatimes.com//india/covid-19-count-crosses-15000-toll-over-500-rise-in-non-tablighi-jamaat-cases-in-delhi/articleshow/75227906.cms||Durgesh Nandan Jha
April 19, 2020||India||No case in 47 districts across 23 states in 14 days||NEW DELHI: The health ministry on Saturday said a positive trend was emerging in 23 states due to lockdown and containment measures against Covid-19 outbreak undertaken by the central and state governments. Around 47 districts from 23 states have reported no cases of Covid-19 in the last 14 days. Besides, 22 new districts from 12 states — which had earlier reported some districts with not even a single case for 14 days — have joined the list by not reporting any cases in 14 days led by Covid-19 containment efforts. The government, however, said the battle against the disease was a difficult one and a single case can play the spoilsport. “Our field-level action is yielding positive results. Along with Mahe in Puducherry, Kodagu in Karnataka, too, has not registered any new case in the last 28 days. Besides this, 45 other districts in 23 states have not registered any new case in the last 14 days,” health ministry joint secretary Lav Agarwal said. More on Covid-19Coronavirus pandemic: Complete Coverage21-day lockdown: What will stay open and what won'tHow to quarantine yourself at homeTrust the newspaper for your daily verified newsHe added that three districts — Patna in Bihar, Panipat in Haryana and Nadia in West Bengal — which had earlier not shown any positive cases had registered new cases underlining that even a single case makes a significant difference while dealing with a highly contagious disease. Agarwal added that a total of 1,992 people have been cured of the disease so far, and the overall cure percentage stood at 13.8%. He said 991 new positive cases reported over the last 24 hours had taken the total number of infections to 14,378, including 48 new deaths, which raised the death toll to 480 in the country.||http://timesofindia.indiatimes.com//india/no-case-in-47-districts-across-23-states-in-14-days/articleshow/75227929.cms||---
April 19, 2020||India||Hydroxychloroquine could have side-effects, suggests new study by ICMR||NEW DELHI: Many healthcare workers who took anti-malaria drug hydroxychloroquine (HCQ) reported side-effects like abdominal pain, nausea and hypoglycemia during a study conducted by the Indian Council of Medical Research (ICMR) to evaluate the efficacy and side-effects of the drug as a prophylactic treatment. “A study has been launched to know the side-effects of HCQ. We found that healthcare workers having an average age of 35 years took these drugs and 10% reported abdominal pain, 6% reported nausea and 1.3% reported hypoglycemia,” ICMR head of epidemiology and communicable diseases Dr R R Gangakhedkar said. He added that around 22% of these healthcare workers also had other conditions like diabetes, cardiovascular diseases and blood pressure and therefore, probably out of fear, took HCQ as a preventive measure. Apart from this, ICMR is also conducting a cohort study to evaluate HCQ’s impact. “We are not doing a trial and we don’t have sufficient evidence base to do a trial. There will be about 480 patients who will be enrolled and it will go on for about 2.5 months,” Dr Gangakhedkar said.||http://timesofindia.indiatimes.com//india/hydroxychloroquine-could-have-side-effects-suggests-new-study-by-icmr/articleshow/75227944.cms||---
