April 23, 2020||Bengaluru||#LifeInTheLockdown: Senior citizens get tech-savvy to connect with family and run day-to-day affairs||When news of the coronavirus pandemic broke out, 74-year-old widow Sudha B knew that she had to step it up as far as use of technology goes, given that both her children lived in other cities. “Summer vacation is normally when I visit my children and they me, but with the lockdown in place, we are not sure when we can see each other again. In the past, my children and grandchildren have tried to teach me how to use video streaming, instant messaging and video calling on my cell phone, and it is only now that I am actively trying it. After a few hits and misses, I have even learnt to send voice messages and have been reconnecting with long-lost friends who live in other countries,” she says. Internet has made connectivity easy and cheapThe fact that his two daughters live in areas hard hit by the coronavirus – Boston and Dubai – had 69-year-old Kadaba Nagraj on tenterhooks. But technology has ensured that he can see and talk to his extended family whenever he wants. "Earlier, the cost of international calls was a deterrent, but with all these voice-over-internet apps, you spend a fraction of that and have amazing connectivity. Using technology to go cashlessSeptuagenarian and former railway official Surendran Nair’s biggest challenge, though, was to switch to non-cash transactions. “After demonetisation, I learnt how to use a PayTM wallet, which my children would recharge. But now that most people are on other payment apps like GPay and PhonePe, among others, I have had to learn that too. I am not too comfortable making financial transactions on a phone, but times are such,” he says, adding, "With the help of a few friendly neighbours, I even downloaded grocery shopping apps and linked the wallet." Helping with childcare from afar"Since our daughters and sons-in-law are working from home, and need to be able to focus on official stuf, we plan our calls with the grandchildren accordingly and keep them engaged, by telling them stories, or singing bhajans to them. This allows us to feel connected and involved in their life," says Nagraj. Catching on entertainment onlineOn her last visit to her children, Sudha had an OTT platform app downloaded on her phone. “My granddaughter taught me how to access episodes of some of the daily serials I watch. So, now, I have figured that I can watch it whenever I want,” she says. Making online activity safe for senior citizens- Do not click on links in text messages with promises of better connectivity, free internet, or free access to OTT platforms. You may end up installing malicious apps on your device. - Consult your family on the apps to download, based on where they live. A lot of instant messaging and video calling apps do not work in the Middle East, for instance. -Download only those apps that have good user reviews and a huge number of downloads as this ensure that you are in the right direction.  - Use strong passwords on your email or chatting app accounts. Do not use names of your family members, the place you work, anniversary and birthday dates as passwords. These are commonly known to others. Also, do not use the same password for all your accounts.  - Do not join free-wifis unless you are sure of it. In public places or while commuting, always pay attention if anyone is shoulder surfing your phone or laptop. (Source: Vijay Raj, Cyber Security Risk Evangelist)||http://timesofindia.indiatimes.com//city/bengaluru/lifeinthelockdown-senior-citizens-get-tech-savvy-to-connect-with-family-and-run-day-to-day-affairs/articleshow/75299276.cms||Joyeeta Chakravorty
April 23, 2020||Chennai||#BehindTheLockdown: Chennai Corp is fighting COVID-19, one tweet at a time||A month ago, Greater Chennai Corporation’s (GCC) Twitter page had about 4,000 followers. 30 days, countless coronavirus-related notices and a re-energised social media strategy later, the page has over 41K followers and 10 million impressions. The aim of the page, which is being handled by a team of around 15-20 people, is to mediate health emergencies, apart from running campaigns and releasing daily case round-ups. The most heartening part of it all is that the reach is all organic, says a senior official from the team. “Chennai has the maximum amount of active internet users, compared to other cities in the country. So, it becomes important to use technology with brevity, especially in times like this pandemic,” he adds. So, how does the team work? For now, the coronavirus is utmost priority. “We work with a set of protocols where we design strategies and run campaigns. The core concentration is on COVID-19 related activities, until the situation becomes better,” the official adds. The page, which has its DMs open, helps people through its swift responses. But how challenging is it to filter and respond to over 400 messages a day? “90 per cent of the messages we receive are spam, where people ask us questions for which answers are already available in the public domain or on our page. We answer only important messages that have emergency concerns,” he notes. The team, which includes content writers and freelancers, work round the clock. Busting myths with innovationRumours and fear-mongering are quite common with any adverse situation and it is the same during the COVID-19 pandemic. GCC’s social media team, however, had the right way to bust these myths—through a hashtag. “Our hashtag #GCCMythBusters helped ease a few fears. When communicating with such a large number of people, it is important to stay relatable. That is why we work with a certain colour pattern and use a bilingual system of tweeting everything in Tamil and English,” the official observes. A Helping hand, in real timeThanks to this social media page, the GCC has come to the aid of several citizens in times of emergencies ever since the pandemic outbreak. An elderly woman suffering from arthritis recently ran out of her medicines that were sold out at pharmacies. But she got the medicines within 20 minutes of her daughter tweeting about it. “We forwarded the concern to our city medical officer, who swiftly acted and notified the zonal medical officer. Following that, a rapid response team landed at her location in about 20 minutes and took care of her,” says the official. In the pipeline A Facebook and WhatsApp chat bot to address corona concerns Campaign to get people to wear masks||http://timesofindia.indiatimes.com//city/chennai/behindthelockdown-chennai-corp-is-fighting-covid-19-one-tweet-at-a-time/articleshow/75302189.cms||Sruthi Raman
April 23, 2020||Agra||UP: Teens found hanging from tree in Etah, police claim suicide||AGRA: Two teenage cousins — students of Class IX aged 16 and Class X aged 17, from Khandaua village under Bagwala police jurisdiction, some 140km away from Agra city — were found hanging from a tree in Etah district. Based on their initial probe, police have claimed the girl and boy committed suicide. The cousins were missing since late night on Tuesday. On Wednesday morning, their bodies were found hanging from a tree near a tubewell in neighbouring Mirzapur village. Vipin Tyagi, station house officer of Bagwala, said, “The cousins were involved in a romantic relationship, but their families were against it. We have found a candle, matchbox and vermilion case from the spot, where the two hanged themselves from the same rope,” adding, “Based on a written application of the boy’s father, we conducted autopsy of the bodies.” Data culled from the past 34 months shows that 58 couples, mostly young and unmarried, have committed suicide in West UP districts.||http://timesofindia.indiatimes.com//city/agra/teens-found-hanging-from-tree-in-etah-police-claim-suicide/articleshow/75303650.cms||---
April 23, 2020||Goa||FC Goa need a rebuild||PANAJI: Hugo Boumous’ admission in a French magazine that he is unsure about continuing with FC Goa is the least of the club’s worry. The best player of the Indian Super League (ISL) has an existing three-year contract, so even if he decides to move elsewhere – probably closer to home in France or a higher league in Asia, like Japan – FC Goa will recoup enough in transfer fees to invest elsewhere. Whether they want to hold on to a player who is sulking – if he doesn’t agree – or cash in on his fabulous season, remains to be seen. More worryingly for the club is ensuring that crucial players commit their future, particularly during a season when they will debut in the AFC Champions League, a first for any Indian club. Let’s start with the foreign players. Carlos Pena has retired, so his replacement will be an Asian defender, a straight forward choice for AFC Champions League requirements. There is a World Cupper from Iran, top defender from Iraq – both expensive options -- and another one from Australia. If all three fall through because of budgetary constraints, a few other interesting names are on the shortlist. Edu Bedia has committed his future to the club, despite what WhatsApp forwards and other social media platforms have told you, while Mourtada Fall is playing hide and seek, leading many to believe that he is negotiating elsewhere. That brings us to Ahmed Jahouh. One of the consistent performers for the last three seasons, the Moroccan midfielder appears to be on his way out with former coach Sergio Lobera waiting with open arms at Mumbai City FC. Then there is Ferran Corominas. Can you continue to burden the Spanish striker alone, especially with an additional six high-profile games in the Champions League? “There is a possibility that one third or even half of the starting eleven may be new (players). What concerns more is that there may be a large void in leadership. The foreigners were leading and pulling Goa ahead. The leaders will be missed at the start,” said one source who has been tracking the club’s development. The fears are not unfounded. Only two of the six foreign players – Hugo and Edu – have committed their future to the club. Pena will definitely not be around, while it will be a mini miracle of sorts if Fall sticks to his word or Jahouh does a u-turn, this time without the ball at his feet. The appointment of coach will show which way the club wants to move. As exclusively reported by TOI last month, there are several big names who have applied for the coaching vacancy, but it’s more than likely that the club will show faith in a younger, more hungrier coach. According to sources, five names have made it to the final shortlist. “Goa are looking for a coach who demands more of the quality players that they have and takes the team a notch higher. Look at the losses. The team seems to go missing in key moments. Goa needs someone who can turn them into mentality monsters,” he said. From among the Indian players, Mandar Rao Desai’s exit came as a big surprise. The club captain was offered a three-year deal which would have made him the second best-paid Indian at the club. But Mandar had other ideas, instead opting to follow Lobera at Mumbai. Jackichand Singh (Jamshedpur FC), Chinglensana Singh (Hyderabad FC) and Manvir Singh (ATK) have all left the club. Amey Ranawade will leave too. But while that may not impact much since only Jackichand was a regular and the club has enough in reserves, the club will still be left with some rebuilding to do.||http://timesofindia.indiatimes.com//city/goa/fc-goa-need-a-rebuild/articleshow/75306302.cms||Marcus Mergulhao
April 23, 2020||Jaipur||Rajasthani women collaborate on virtual ghoomar video during coronavirus lockdown||Just days after the lockdown announcement, when Rajnigandha Shekhawat posted on her social media account, urging women to be a part of her upcoming ghoomar video, she didn’t expect a lot of responses. But the Rajasthani singer was bombarded with messages from women expressing their desire to be a part of the video. Rajnigandha Shekhawat “The idea was to make a crowd-sourced video. I asked the shortlisted women to wear the traditional Rajasthani poshak, record their dance at home and send the videos to me. Then I clubbed all the clippings for my 10-minute song, which is a medley of eight popular folk songs of Rajasthan,” Rajnigandha tells us. The songs include hit numbers such as Ghoomar, Mehala Neeche Sa, Naina Ra Lobhi and Bajuband Ri Loom. The video features 12 Rajasthani women, including Rajnigandha, from various parts of the world, including England. “Women featured in the video are from various walks of life and places, including Jaipur, Sikar, Danta, Udaipur, Ujjain and even the United Kingdom. A 5-year-old girl has sent her video from England,” she says. Watch Singer Rajnigandha Shekhawat, 11 others collaborate on virtual ghoomar video||http://timesofindia.indiatimes.com//city/jaipur/rajasthani-women-collaborate-on-virtual-ghoomar-video-during-coronavirus-lockdown/articleshow/75304547.cms||Neha Chaudhary
April 23, 2020||Business||Government readies lifeline for producers as Brent hits 21-year low||NEW DELHI: The government is readying a lifeline for oil producers such as ONGC and Oil India as the chaos in the global oil market deepened on Wednesday, with International benchmark Brent dipping just below $16, the lowest since 1999, before settling at $21.16. Government sources said the oil ministry has proposed a set of measures to help domestic oil producers tide over the oil price crash that has led them to lose money heavily on each barrel they produce and will turn their projects into white elephants. The options on the table at the “highest levels” of the government include a graded tax relief, soft loan from Oil Industry Development Board’s corpus created from cess on domestic oil production and pricing at par with the landed cost of imported crude. The department of public enterprises also reviewed the situation on Wednesday as part of the exercise. A relief package has become crucial for the survival of producers since the price crash since March has turned oil production into a loss-making proposition. For example, the total cost of a barrel of oil produced by ONGC works out to $45 after including royalty, cess and sundry other levies. So at Wednesday’s closing price of Brent, the company will actually end up paying from its pocket, affecting its dividend and corporate tax payout to the government. Read AlsoCrude crash to ease some Covid-19 pain for IndiaBlack Gold has fallen from grace. And How! US crude WTI sank into negative territory for the first time in history at -$37/barrel and Brent, the benchmark for two-thirds of the global oil trade, settled at 18-year low of $21.48 on Tuesday, sending traders and the global oil industry scurrying for“Hundred per cent of 0 is less than 50 per cent of 10. That should be the government’s approach. ONGC has given Rs 3.11 lakh crore as fuel subsidy when prices were high. It has paid over Rs 10 lakh crore to the exchequer as taxes and dividend. Now we are only asking for tax relief below $45/barrel as a temporary measure,” a company executive told TOI. ONGC is also losing Rs 6,000 crore annually on gas due to a pricing formula based on benchmarks in surplus markets. While it costs $3.75 to produce each unit, the current price is $2.39. ONGC, sources said, has asked the government to abolish oil development cess if price realized by producers is less than $45 per barrel. It also wants royalty that the central government charges on oil and gas produced from the offshore area to be waived. With the oil market set to dive further due to demand shock and storage space fast running out, ONGC is also looking at pruning its capex of around Rs 32,000 crore by 5-6% as the company prioritises projects. ONGC pays 10-12.5 per cent royalty to the Centre on oil produced from offshore areas. State governments charge 20% royalty on the price of oil produced from onland fields. Then there is 20 per cent ad-valorem oil industry development (OID) cess on the price that producers get. OID cess has increased from $3 to $13 over the years and causing financial stress to current and new projects. The cess is levied on oil produced as excise duty under the Oil Industries (Development) Act of 1974. The cess is being levied on crude oil from nominated blocks and pre-NELP exploratory blocks only. The OID cess was raised from Rs 2,500 per tonne to Rs 4,500 per tonne in March 2012. The price of the Indian basket of crude oil stood at around $110 per barrel then. With the fall in global crude oil prices in mid-2014, companies were asked for reducing the levy and converting it into 8-10 per cent ad-valorem. The government had changed the levy of the cess to 20 per cent ad-valorem in March 2016.||http://timesofindia.indiatimes.com//business/india-business/govt-readies-lifeline-for-producers-as-brent-hits-21-year-low/articleshow/75306407.cms||Sanjay Dutta
April 23, 2020||India||Four ultras killed in J&K, curbs see no dip in terror||NEW DELHI: The ongoing lockdown seems to have had little effect on terrorist activity in Jammu & Kashmir with senior officials of the security establishment saying the levels of violence are more or less same as corresponding time of last year. However, forces claimed to have an upper hand with counter-terror operations in full swing, leading to nearly 50 terrorists being neutralised so far this year. As per statistics of terrorist violence accessed by TOI, six incidents of terrorist strikes in J&K hinterland were reported during the lockdown between March 24-25 and April 18. Of these, five involved standoff fire and one was a grenade attack. Four civilians, 10 security personnel (including five Armymen martyred in an operation along the LoC in Keran sector) and 14 terrorists were killed during this period. On Wednesday, four more terrorists were neutralised in Shopian with no casualty on the forces side. Between January 1 and March 24, a total 43 attacks were reported, with the maximum being in south Kashmir. A total 10 security force personnel were killed, though as many as 32 terrorists were also neutralised in this period. Among the terrorist attacks in this period, 19 were encounters, 16 grenade attacks, 7 standoff fire incidents and 1 petrol bomb attack. “Obviously, there is no lockdown for terrorists. The terrorist activity is following more or less the same trend as seen at this time of the year, with summer still away and terrorist activity yet to pick up. But the good part is that forces have an upper hand as counter-terror operations are continuing and terrorists are being neutralised every other day. Even today, we killed four terrorists in ‘hotbed’ Shopian, without any reverses on our side,” said a senior CRPF officer. Asked about the recent killing of three CRPF personnel in firing by terrorists on a naka party, the officer said work is on to trace the perpetrators. “We hope for success soon. Meanwhile, one must realise that given that counter-operations are being taken up aggressively, there are bound to be some reverses,” said the officer.||http://timesofindia.indiatimes.com//india/four-ultras-killed-in-jk-curbs-see-no-dip-in-terror/articleshow/75306700.cms||Bharti Jain
April 23, 2020||India||Milkha’s daughter among desi docs in US in Corona fight||NEW DELHI: Every day at 7 pm, when Dr Mona Singh steps out of the Metropolitan Hospital in New York at the end of her shift, she is greeted with claps and cheers by local residents. The gesture — meant to thank doctors on the frontline of Covid-19 fight — helps her forget, momentarily, the stress and anxiety that are part of her daily life now, treating patients at the coronavirus ward in one of worst-affected cities in the world. As she walks home, it’s now her turn to give a pep-talk to her parents in Chandigarh, assuring them that she is healthy and safe. Like Dr Singh, the daughter of legendary athlete Milkha Singh, several Indian-American doctors are aiding America’s fight against the pandemic. According to estimates, 90,000 Indian-American doctors have settled in the US over the last two decades and now constitute the largest ethnic group of physicians in that country. For many, the satisfaction of helping their adopted country in such times is immense, but so is the sadness. Doctors on Covid-19 duty that TOI spoke to said they were afraid of never seeing their parents and friends back home or worried about when they would get to visit India or get any visitors “from home”. Dr Mona Singh, Milkha Singh's daughter works at a New York hospital “The key is to stay mentally strong and protect yourself and your patients. As my father would say, we are not running a sprint race, it’s a marathon,” said Dr Singh, an associate professor, (emergency medicine), at the hospital. But knowing that it will be a long haul only makes Dr Uma Rani Madhusdan in Connecticut miss her homeland more. “Sometimes, I can almost smell the aroma of Mysore Pak, the sweet delicacy form my home state of Karnataka,” said Dr Madhusudan who settled in the US in 2000. “My shifts are much longer than they used to be as hospitals are crowded with Covid-19 patients. It’s an intense experience and sometimes it can get overwhelming,” she said. This Saturday, Dr Madhusdan was taken by surprise when residents in her town of South Windsor carried out a parade of cars outside her house as a show of respect and gratitude. “This helps lift the spirits, health workers are scared too,” she said. The fears are not unfounded. At least five Indian-American doctors have died treating Covid-19 patients while others are battling the disease. Dr Prakash Satwani, associate professor of pediatrics, Columbia University Medical Centre, New York, was among those who contracted the virus, going right back to treating the patients as soon as he recovered. “My wife and I got sick at the same time. I had night sweats and sore threat and recovered in 14 days. My mother prayed daily, she was so stressed. She still is. So many of our relatives actually told us to return to India. I don’t know when that will be. What I do know is that a doctor’s job is to treat patients, that’s what I’m doing.” Families of doctors back home in India are worried sick. While Dr Singh sends a photo of herself in personal protective equipment (PPE) gear to her parents daily to allay their fears, for Dr Devang Sanghavi, director of medical ICU at Mayo Clinic Florida, the day begins with sending his health update home. “I tell my parents in Mumbai that I take all precautions, I sleep in a different part of the house since I live with my wife and son and I eat alone. All this often brings tears to their eyes. I want to see them but I don’t know when that will be,” he said.||http://timesofindia.indiatimes.com//india/milkhas-daughter-among-desi-docs-in-us-in-corona-fight/articleshow/75306669.cms||Rohan Dua
April 23, 2020||India||Month’s pay cut for Kerala govt staff through 5 EMIs||THIRUVANANTHAPURAM: Brushing aside protests by the opposition and staff associations, the Kerala cabinet on Wednesday decided to go ahead with a proposal to cut a month’s salary of all government employees drawing more than Rs 20,000, including doctors and nurses, in five equal installments from May to September. This works out to a deduction of six days’ pay each month. CM Pinarayi Vijayan said the government was “not in a position to heed the protests” against the proposed pay cut. “Proportionate salary for six days of a month will be deducted. In this fashion, 30 days’ salary will be cut over five months. This will be applicable to state government employees, teachers, university staff and workers of all state public sector units and government undertakings. However, employees drawing less than Rs 20,000 a month are exempted.” Seeking the “wholehearted cooperation” of all employees, Vijayan said willingness or refusal to give up a portion of their salaries for five months was immaterial in the context of the financial crisis brought upon the state by the Covid-19 pandemic and lockdown. Salaries and honorarium of ministers, MLAs, board members and elected members of local self-government institutions would be slashed by 30% for a year. However, considering the nature of work that Asha workers carry out to collect Covid-related data from households, the government will give them an additional incentive of Rs 1,000 each a month, the CM said. As many as 26,475 Asha workers will benefit from the decision. The state medical officers’ association and the medical college teachers’ association had appealed to the government to exempt health professionals from the salary cut and warned of protests if it did otherwise. “Health professionals are the frontline warriors against the pandemic. The government’s move to cut their salaries at a time when they are engaged in selfless service is highly deplorable,” the medical officers’ association said in a statement. Former CM Oommen Chandy had spoken out against the move to cut salaries of health workers.||http://timesofindia.indiatimes.com//india/months-pay-cut-for-kerala-govt-staff-through-5-emis/articleshow/75307142.cms||---
April 23, 2020||Allahabad||Prayagraj: 16 Jamaatis to be shifted to temporary jail||PRAYAGRAJ: Forty-eight hours after 21 members of Tablighi Jamaat, including an Allahabad University professor and 16 foreigners were arrested along with nine others who sheltered them, the district police have decided to shift them to a temporary prison in Ghurpur area as a preventive measure.  They would be transported either post-midnight or Thursday from Naini jail, where they were interned, to Ghurpur 15km away. Thirty people, including the Jamaatis were arrested late Monday in a follow-up to three separate FIRs lodged in different police stations in Prayagraj. Speaking to TOI, SSP Prayagraj Satyarth Anirudh Pankaj said on Wednesday, the local administration decided to shift the arrested Jamaatis and the AU professor to another temporary jail to enable quarantine and secured isolation. An old school building has been turned into a temporary jail in Ghurpur. Police and district authorities are reviewing security arrangements before shifting them to the temporary prison, he said. The 16 foreigners were arrested under various sections of IPC, Epidemic Diseases Act and the Foreigners Act (for violating visa rules), taking the total number of foreign nationals arrested in Uttar Pradesh to 341.||http://timesofindia.indiatimes.com//city/allahabad/16-foreigners-with-tablighi-jamaat-links-au-professor-likely-to-be-shifted-out-of-naini-to-ghurpur-temporary-prison/articleshow/75307359.cms||Kapil Dixit
April 23, 2020||Surat||Surat cop caught bringing liquor from Daman to Gujarat amid lockdown||SURAT: During the ongoing lockdown, when moving out on road can land a civilian in jail, a policeman and his associate were caught in Valsad bringing liquor from Union Territory Daman into the dry state of Gujarat. A team of Surat range Inspector General of Police (IGP) office nabbed the duo on Wednesday while carrying liquor worth Rs 82,800 in a car worth Rs 7 lakh. Police arrested Pradhyumansinh Rathod, 40, a resident of Rander Police Colony and his partner in crime Hemant Pardeshi, 41, a resident of New Rander area in the city. They were nabbed at around 2pm near Dhamdachi. Police stopped the red Suzuki Vitara Brezza for checking near Sarovar Hotel following specific information and recovered liquor from the car. The accused cop is currently posted in traffic branch of city and has criminal service record. He was caught in a graft case in Bhavanagar in past after which he remained suspended for over two years. He was reinstated in service around a year ago and posted in the city. Due to his notorious behaviour, he was transferred to traffic police as punishment by police commissioner in past.||http://timesofindia.indiatimes.com//city/surat/surat-cop-caught-bringing-liquor-from-daman-to-gujarat-amid-lockdown/articleshow/75307440.cms||Yagnesh Bharat Mehta
