October 22, 2020||Goa||Clubs left with too little time to prepare for ISL||PANAJI: SC East Bengal had little time to put their team together and will now have just three weeks of pre-season training to prepare for this edition of the Indian Super League (ISL), which kicks off on November 20. East Bengal, fortunately, have all their foreign players and coach Robbie Fowler in Goa at the moment, and the new entrants should be able to kickstart training next week. Others are not so lucky. Chennaiyin FC, for example, are awaiting the arrival of five of their seven foreign players, while coach Csaba Laszlo got his visa stamped only on Tuesday. Along with the rest of the foreign players, he should be in Goa later this week. Odisha FC are also waiting for their coach Stuart Baxter. Assuming both coaches land here later this week, their 14-day mandatory quarantine period means they may not even have a fortnight to put their thoughts into action. Significantly, both are new to India. “Football wise, we all know this is not an ideal scenario and that we need more time for pre-season. But we are also cognisant of the fact that a lot of things are beyond the control of everyone, including the League. “If our coach was from Spain, he would have been here. It affects (us) but it’s nobody’s fault. Some will benefit, some will lose; that’s how it will be. We are just grateful that the league is happening,” said Abhik Chatterjee, head of football operations. This is an unusual season. In times of Covid-19 and quarantine protocols, teams have struggled to put their best foot forward. Till the time of filing this report, only four teams – ATK Mohun Bagan, FC Goa, Hyderabad FC and SC East Bengal – had their full contingent of signed foreign players in Goa. Even FC Goa who are based here and brought in their domestic players before anyone else have been hampered. FC Goa first had issues with their team hotel and had to shift to another one on the outskirts of the city. When they returned to the hotel which will be their home for the next five months, training had to stop due to the mandatory seven-day quarantine. Hyderabad FC have seen Covid-19 positive cases in their team hotel, while Mumbai City haven’t had the best of starts after being forced to stop training for two days since incessant rain battered their training ground at Nagoa. ATK Mohun Bagan were the first team to kick off full training sessions. Coach Antonio Habas is the first, and till now only, chief coach to take charge of training session. Not everything, though, has been to his liking. ATK Mohun Bagan are one of three teams who have floodlights available for training, but when the club last checked, lights were not working. “The vendor is currently working on the floodlights at (Nehru Stadium) Fatorda. Once that is done, he will move to Benaulim (where ATK Mohun Bagan are training),” said one source who has been tracking the development. Away from prying eyes, Bengaluru FC have been training at the Inspire Institute of Sport in Bellary. They kick-started their training sessions with domestic players before anyone else. However, the late signings of Kristian Opseth and Fran Gonzalez means the former champions will not be at full-strength in training until next month. FOREIGN PLAYERS AND COACHES YET TO ARRIVE IN INDIA Chennaiyin FC: Csaba Laszlo (coach), Enes Sipovic, Rafael Crivellaro, Esmael Goncalves, Jakub Sylvestr and Fatkhullo Fatkhulloev Bengaluru FC: Kristian Opseth, Fran Gonzalez, Deshorn Brown NorthEast United: Idrissa Sylla, Luis Machado and Kwesi Appiah Kerala Blasters: Facundo Pereyra, Bakary Kone Odisha FC: Stuart Baxter (coach), Cole Alexander Jamshedpur FC: Stephen Eze, Nicholas Fitzgerald Mumbai City: Mourtada Fall||http://timesofindia.indiatimes.com//city/goa/clubs-left-with-too-little-time-to-prepare-for-isl/articleshow/78795935.cms||Marcus Mergulhao
October 22, 2020||World||Pakistan's political crisis deepens||ISLAMABAD: The recent arrest and subsequent release of former prime minister Nawaz Sharif’s son-in-law in Karachi has heightened the political tension in Pakistan by directly involving the army and police, men in uniform, in a battle between the incumbent government and Pakistan Democratic Movement (PDM), an alliance comprising 11 opposition parties with the sole purpose of ousting prime minister Imran Khan from office. Sharif had drawn new battle lines in the ongoing political turmoil when, at an October 16 PDM rally in Gujranwala, Pakistan Punjab, he named the Army chief, General Qamar Javed Bajwa, and ISI chief Lt Gen Faiz Hameed as the “selectors” and main backers of the “incompetent and selected” PM Imran Khan and his “failed” government. Sharif’s narrative, countered poorly by the government which termed it a Narendra Modi-led agenda, has changed PDM’s entire battle plan. The original plan was meant to expose the failed policies and poor performance of Khan’s government. Though Sharif had skipped speaking at a second PDM rally in Karachi on October 18, his anti-military line was taken forward by other opposition leaders, including his daughter Maryam Nawaz, Jamiat-i-Ulema Islam (F) chief and PDM president Maulana Fazlur Rehman, Pakistan Peoples Party chairman Bilawal Bhutto Zardari and nationalist leaders from Balochistan, Sindh and Khyber Pakhtunkhwa. Analyst Nazrul Islam says it is not the first time that the military leadership has been blamed for conspiring against civilian leaders and governments in the country. “More alarming is that civilian rulers for the first time are blaming a serving army chief, and not a military ruler, for all the wrongdoing in the country,” Islam said. Hours after the Karachi rally, police had barged into Maryam’s hotel room and arrested her husband on charges of raising slogans at the mausoleum of Muhammad Ali Jinnah. Following the arrest, Maryam, the Sindh government, and opposition leaders claimed that the Sindh police chief was kidnapped and kept hostage for four hours at the office of the sector commander of the Pakistan Rangers, a paramilitary force, and forced to register an FIR after refusing to take any action against Capt Muhammad Safdar (Retd), Maryam’s husband. On Tuesday, the Sindh police spilled the beans after several high-ranking officials applied for leave citing demoralisation of the police force. The move had built enormous pressure on the security establishment, prompting the army chief to order an inquiry into the Karachi incident. Gen Bajwa, the army’s media wing said, has directed the Karachi corps commander to “immediately inquire into the circumstances to determine the facts and report back as soon as possible”. Aamir Ghauri, editor of The News, says all political forces are being tested to the maximum — “the government for delivering on promises, the opposition from strength to pull down the government and the army for its ability to underpin a favourite. People are still largely playing the perplexed spectator”. “The latest action by the Sindh police, however, has given a new turn to the circus. If the bureaucracy becomes a party to the political malaise, it could tip the balance in favour of the opposition. The next few months are going to be very interesting provided there is no external input,” Ghauri said. With no clue to how the PM will handle the political crisis, there is increasing pressure on the security establishment to deal with the situation. Any action against the opposition directly or indirectly involving the security agencies could deepen the crisis.||http://timesofindia.indiatimes.com//world/pakistan/pakistans-political-crisis-deepens/articleshow/78796926.cms||Omer Farooq Khan
October 22, 2020||World||Adding a Sikh ethnic tick box to UK census would cost over Rs 2,000 crore and delay census by full year, court hears||LONDON: If the census order approved by the UK Parliament is “quashed” and redesigned with a Sikh ethnic tick-box, it will delay the entire census being carried out by a full year and cost a quarter of a billion pounds (Rs 2,411 crore), amounting to an “astonishing waste of public funds”, the Cabinet Office has told the high court here. The England and Wales census is scheduled to take place in March 2021. Jonathan Auburn, barrister for the Cabinet Office, told the administrative court of the high court on Wednesday that commercial contracts had been entered into, 200 staff employed and three million forms printed, so quashing the order would “give rise to massive costs and a massive waste of public funds”. He said the delay would not only damage the integrity of statistics, but also have detrimental consequences to the whole realm of public sector decision-making and funding allocations, ranging from health, to migration and employment. “There has never been a case before you to show such a level of detriment to public administration,” he said. The Sikh Federation (UK), with the backing of more than 150 gurdwaras and Sikh organisations, has brought a judicial review against the Cabinet Office challenging the lack of a specific Sikh tick-box in the response section of the ethnicity section of the 2021 census. The federation claims ethnic data on Sikhs needs to be recorded to assist public bodies with planning services and claims not all Sikhs identify as Sikh by religion. Mr Justice Choudhury, presiding over the hearing, said he would hand down judgment in a few weeks’ time. “The census won’t prevent anyone from identifying themselves as ethnically Sikh as the Sikh response can be written in,” Auburn argued. “The huge detriment to delaying the census dwarfs the very limited issued raised by this claimant now. We feel it is crucial the census is held in March 2021. There will be very serious consequences if it is set back.” He described some of the Sikh Federation (UK)’s claims as “mischievous and misleading” and described their legal challenge as “frankly ridiculous” and “bizarre”. He denied claims that the Office of National Statistics (ONS) had secretly changed its evaluation tools in a radical way on the “test” for ethnic tick boxes between 2011 and 2019, and said the changes were “minor.” He also denied that the findings of focus groups had been “pivotal” to the decision not to include a Sikh ethnic tick-box in the census, saying the ONS did take into account a survey of 112 gurdwaras which found support for a tick box. “We did not think it was useful statistically but we didn’t ignore it,” he said, “The federation has been heavily involved for the past 10 years in seeking to pressure the ONS to have a Sikh tick-box,” Auburn told the court, adding, “Being Sikh is a rather more nuanced or tricky identity than being Ukrainian. People will ask, ‘Am I Sikh, Indian, or Asian?’” He said whilst some British Sikhs identified as Asian or Indian, some saw themselves as Punjabi, not Indian, whilst younger Sikhs were more concerned about being British. “If having the tick-box affects the data quality, where is the unlawfulness?” David Wolfe QC, representing the Sikh Federation (UK), denied the Federation was to blame for the census being delayed, and cast blame on the Cabinet Office. He said the Sikh Federation had been enthusiastic to ensure that the issues were decided at the earliest to “minimise external disruption" which was why the Federation had already brought two judicial reviews. “In contrast the defendant has played its hand to maximise the potential for disruption and turn that back against the claimant as the reason why his claim should fail,” he stated. “Their proposition is ‘You are too late, you should have challenged the white paper previously’” he said referring to the ONS white paper in December 2018 which recommended against a Sikh ethnic tick box.  “That argument didn’t feature before Lang," he said. " “She dismissed it as premature, not too late,” Wolfe said. Mrs Justice Lang DBE ruled the Federation's first legal challenge was premature. A second judicial review application was issued when the draft census order had been laid before Parliament, but before it had been approved in Council. That application was withdrawn when the order was approved and this claim issued instead. “We are not too late. Had we brought a claim in relation to the white paper, we would have been told it was premature”, Wolfe said. “He said it was quite “improper” for the Cabinet Office to sit on his hands and encourage the judge to dismiss the challenge on prematurity grounds and now a year later to say there will be a significant impact on the ONS.||http://timesofindia.indiatimes.com//world/uk/adding-a-sikh-ethnic-tick-box-to-uk-census-would-cost-over-rs-2000-crore-and-delay-census-by-full-year-court-hears/articleshow/78796985.cms||NAOMI CANTON
October 22, 2020||India||Don’t touch innocents, don’t leave culprits: J&K LG to cops||SRINAGAR: In a clear message to the police, Jammu and Kashmir Lieutenant Governor Manoj Sinha on Wednesday said they should not touch innocents and at the same time should not let off culprits. Speaking on the occasion of police commemoration day at Zewan in the city, the LG said the message from the police should be loud and clear: “Begunah ko mat chhedo, gunahgaar ko mat chhodo (don’t touch the innocents and don’t leave the culprits).” He added that the Union Territory cops have been doing a commendable job, especially on the anti-terror front. “If people sleep at ease, it is because of the police force, who work tirelessly to protect the UT from the evil forces and militants, who are supported by our neighbour,” Sinha said. He said the administration is committed to resolving the issues confronted by policemen and the families of “martyred” cops. J&K police chief Dilbagh Singh, who also spoke on the occasion, said that 40 policemen lost their lives in the line of duty in the UT so far this year. In the past 30 years, 6,000 J&K policemen have laid down their lives while performing their duties, he added. “J&K Police is committed to bringing peace in the UT. We offer supreme sacrifices to prevent anti-peace elements from fomenting trouble,” the DGP said.||http://timesofindia.indiatimes.com//india/dont-touch-innocents-dont-leave-culprits-jk-lg-to-cops/articleshow/78797042.cms||M Saleem Pandit
October 22, 2020||Business||Deprived of tourism revenue, Leh economy gets a poll boost||LEH: By 4 p.m. on Wednesday afternoon, nearly all meat sellers in Leh and its satellite town of Choglamsar ran out of stock. The reason: Polling staff leaving the district headquarters were adding some meat to the standard government ration kit for their deployment at faraway or desolate locations. This is one example of Ladakh Autonomous Hill Development Council-Leh (LAHDC-Leh) poll boosting local economy that largely depends on income from seasonal tourism but has been besieged this year by Covid outbreak and border tension with China. About 90,000 voters will cast their ballot on Thursday to elect 26 councillors to the 30-member council, frequently referred to as ‘mini Assembly’. Four members are nominated. District officials reckon the local economy could easily get a booster dose of about Rs 1.5 crore that the poll could cost. This ranges from spending on transport, printing, voter awareness campaign, procurement of masks and arrangements for polling staff and additional security personnel. The spending by candidates will easily pump another Rs 1.3 crore into the local economy. There are 94 candidates and each has a expense ceiling of Rs 1.4 lakh, most of which is expected to be spent on providing for food and fuel etc for campaign staff as well as publicity material sourced locally. For example, officials said about 125 local taxis and maxi cabs have been hired for poll duty. Trucks have been chartered for bringing EVMs (electronic voting machines) from Srinagar. Officials reckon transport alone would cost Rs 15-20 lakh. About 4,300 polling staff have been deployed and will each get an allowance ranging between Rs 1,500 and Rs 2,000 and are expected to spend on some amounts on personal items etc at the micro level, officials said. “For villagers partially depending on income form home stays during the tourist season, the polls will provide some support,” one official said.||http://timesofindia.indiatimes.com//business/india-business/deprived-of-tourism-revenue-leh-economy-gets-a-poll-boost/articleshow/78797067.cms||Sanjay Dutta
October 22, 2020||Mumbai||Amid the pandemic, DJs go digital this Navratri||The coronavirus outbreak has not just changed the way we live and work, but also our celebrations, be it weddings or festivals. We saw the impact of it recently on Ganesh Chaturthi, where the celebrations were muted in Maharashtra, and we now see the same happening with Navratri, a festival that’s usually celebrated on a large scale in Mumbai. Most dandiya gigs have gone online and Mumbaikars have taken to it with the same gusto. Premal Thakkar, a young businessman, tells us, “My wife and I would get season passes for all nine nights, and this is the first time in our lives that we are not going out for Navratri. However, online gigs are good, too, and we are enjoying with our family.” Deejays get busy with online gigsDeejays and musicians, who used to be booked in advance for big dandiya events, are now performing gigs online. Says DJ Akhtar, “It’s a bit slow for all the deejays this year, but many have taken to online streaming. Performances are happening digitally throughout the country. The pandemic may have dampened the celebrations, but everyone’s spirits are high.” DJ Ali Merchant adds, “The emotions are the same this Navratri, but the scene is different, not just for deejays but for every performing artiste. Though Mumbai is trying to go back to its booming nightlife, there aren’t as many gigs like every year. So, deejays can be seen making optimum use of streaming platforms and social media to reach out to people with their content.” Musicians create special garba playlistsDrummer Naitik Nagda has created a mashup of songs that has already become popular online. He shares, “We created the Tathaiyaa Garba Mashup, so that people can enjoy dandiya at home. While earlier, I would play to an audience of 15,000 or 25,000, this year, because it is digital, I am playing for around ten times more people.” DJ Rink, too, has come up with a playlist of her own for this festival. She says, “It is through music that we can reach out to people. So, we have created a mashup of Gujarati songs for those who miss playing garba.” Shilpa Khona, homemaker and mother of a five-year-old, is one such person who is happy with the playlists online. “We stay in a joint family and every evening, we enjoy playing garba online. There is great music available and the best part is that we can choose the tempo, rhythm, beats and melody as per our preference,” she says.||http://timesofindia.indiatimes.com//city/mumbai/amid-the-pandemic-djs-go-digital-this-navratri/articleshow/78794287.cms||Debarati S Sen
October 22, 2020||Delhi||With restrictions in place, Delhi set for a subdued Durga Puja||Live streaming of puja, home delivery of bhog and online offering of pushpanjali are some of the safety measures that Durga Puja organisers in Delhi have come up with to host the festivities amid the coronavirus pandemic. Earlier this week, several committees of CR Park, GK I and GK II and Kalkaji took a decision to not organise festivities like every year. While some associations have organised ghot puja (worshipping an urn symbolising the goddess), others will worship the idols and live stream it, so that devotees can offer pushpanjali from their homes. CR Park, which is home to multiple pandals every year, has only one small pandal inside the Kali Mandir this time. Only ghot puja will be performed at CR Park with the minimum number of members in attendanceLimited or no visitors allowedMost associations will not allow visitors due to COVID-19 restrictions, but arrangements have been made for live streaming. Organisers at CR Park say that a limited number of committee members will be allowed to enter. Arambagh Puja Samiti will allow visitors, but they will have to pre-book slots. Prodip Ganguly, member of managing committee of CR Park, Kali Mandir, says, “We’ve made all arrangements to live stream Durga Puja this year. We will also be delivering bhog on prior online booking.” Some puja associations have also arranged for live dhak beats from West Bengal as dhakis have not been able to travel to Delhi. Coronavirus as the Mahishasur Safdarjung Enclave’s Matri Mandir has created a 12-feet tall artwork of Durga slaying the coronavirus. The members have also made copies of this artwork which will be displayed across the pandal. A 12-feet tall flex at Matri Mandir in Safdarjung Enclave depicts Durga slaying ‘Coronasur’||http://timesofindia.indiatimes.com//city/delhi/with-restrictions-in-place-delhi-set-for-a-subdued-durga-puja/articleshow/78790879.cms||---
October 22, 2020||India||New space policy gives full freedom to pvt players to set up sat constellations, earth stations: Isro chief||NEW DELHI: With the objective to completely open the Indian skies for the private sector, the department of space (DoS), in its recently revealed draft Spacecom Policy 2020, has eased stringent rules and regulations so as to enable private entities to become global players in space communication arena. On the lines of Starlink and Kuiper satellite constellation projects of American private space majors Elon Musk-owned SpaceX and Jeff Bezos-led Blue Origin, “Indian entities will also be able to establish and operate satellite systems to provide capacity for communication services with authorisation” once the draft provisions are cleared by the Modi cabinet. The draft Space-Based Communication Policy of India-2020 (Spacecom Policy- 2020) and Spacecom NGP-2020, on whom the DoS sought public views before November 4, stated, “Indian entities can undertake design, development and realization of satellites and associated communication systems. They can establish satellite system through their own built satellite or procured satellite. They can establish telemetry, tracking & command earth stations and satellite control centre in or outside India. They can also offer the capacity to commercial and societal communications within India as well as outside, and can supply their systems and solutions to international markets”. It also said that Indian entities can avail of Indian as well as non-Indian orbital resources to establish their space-based systems for communication services over India and outside. The authorised Indian entities can directly offer their capacities to customers. Speaking to TOI, Isro chairman and DoS secretary K Sivan said, “The previous satcom policy had some provisions for private entities. But the new draft policy gives full freedom to private players as they will be able to carry out satcom activities. They can have their own satellite constellations and operate their own earth stations. When the new system will come into effect (after the Cabinet nod), IN-SPACe (Indian National Space Promotion and Authorisation Centre) will put in place all safeguards and strategies to protect our national interest.” Sivan said with the implementation of these major space reforms, “Indian private entities can become global players and carve out space for themselves in the international market.” The big space reforms were ushered in when the Union Cabinet had in June this year gave its consent to allow private players to access Isro’s space assets and also participate in interplanetary missions. Clearly defining the boundaries for private entities, the draft policy said, “The authorisation process shall ensure that the use of non-Indian orbital resources and the proposed new Indian orbital resources shall not pose any constraint to operations of existing and planned satellites under Indian administration, and should not be in violation of coordination agreements entered into with India and other countries.” The authorisation does not imply granting of any service license or frequency/siting clearances for earth stations. These must be obtained separately from the appropriate authorities under I&B ministry, ministry of communication in India or similar regulatory authorities in other countries as the case may be, it clarified.||http://timesofindia.indiatimes.com//india/new-space-policy-gives-full-freedom-to-pvt-players-to-set-up-sat-constellations-earth-stations-isro-chief/articleshow/78798562.cms||Surendra Singh
October 22, 2020||World||AstraZeneca Covid-19 vaccine trial Brazil volunteer dies, trial to continue||SAO PAULO/FRANFURT: Brazilian health authority Anvisa said on Wednesday that a volunteer in a clinical trial of the Covid-19 vaccine developed by AstraZeneca and Oxford University had died but added that the trial would continue. Oxford confirmed the plan to keep testing, saying in a statement that after careful assessment "there have been no concerns about safety of the clinical trial." A source familiar with the matter told Reuters that the trial would have been suspended if the volunteer who died had received the Covid-19 vaccine, suggesting the person was part of the control group that was given a meningitis vaccine. CNN Brasil reported that the volunteer was a 28-year-old man who lived in Rio de Janeiro and died from Covid-19 complications. Anvisa provided no further details, citing medical confidentiality of those involved in trials. AstraZeneca declined to comment immediately. The Federal University of Sao Paulo, which is helping coordinate phase 3 clinical trials in Brazil, separately said the volunteer was Brazilian without revealing where the person lived. It is up to an independent review board to decide whether trials will continue, a spokesman for the university said. The board is made up of experts not from AstraZeneca, nor the universities nor the Brazilian biomedical research center FioCruz that plans to produce the vaccine in Brazil. So far 8,000 of the planned 10,000 volunteers in the trial have been recruited and given the first dose in six cities in Brazil, and many have already received the second shot, he said. AstraZeneca shares fell 1.8%. Brazil's federal government has plans to purchase the UK vaccine and produce it at FioCruz in Rio de Janeiro, while a competing vaccine from China's Sinovac Biotech Ltd is being tested by Sao Paulo state's research center Butantan Institute. Brazil has the second deadliest outbreak of the coronavirus, with more than 154,000 killed by Covid-19, following the United States. It has the third largest number of cases, with more than 5.2 million infected, after the United States and India. Watch Covid vaccine: Volunteer in Oxford vaccine test dies in Brazil||http://timesofindia.indiatimes.com//world/rest-of-world/astrazeneca-covid-19-vaccine-trial-brazil-volunteer-dies-trial-to-continue/articleshow/78798635.cms||---
October 22, 2020||India||Covid: High caseloads, but Maharashtra, Rajasthan & Bengal scale down testing||NEW DELHI: Some coronavirus high caseload states such as Maharashtra, Rajasthan and West Bengal have scaled down testing despite their positivity rates (total confirmed cases per 100 tests) being at alarming levels of 15%, 10% and 9% respectively. Maharashtra’s total testing over 14-day periods has come down to 9.7 lakh during October 5-18 compared to 11.52 lakh during the previous fortnight (September 22-October 5). At 15%, the state continues to top the chart with the highest positivity rate among all states since the beginning of the pandemic. TOI analysed total testing by states and their positivity rates over two 14-day periods —September 22-October 5 and October 5-18.  !function(){"use strict";window.addEventListener("message",(function(a){if(void 0!==a.data["datawrapper-height"])for(var e in a.data["datawrapper-height"]){var t=document.getElementById("datawrapper-chart-"+e)||document.querySelector("iframe[src*='"+e+"']");t&&(t.style.height=a.data["datawrapper-height"][e]+"px")}}))}(); The top 10 states conducting highest tests in absolute numbers are UP, Bihar, Karnataka, Tamil Nadu, Maharashtra, Andhra Pradesh, Kerala, Delhi, Rajasthan and Chhattisgarh in that order. Rajasthan, too, has shown a spike in positivity rate, climbing to double digits at 10% in the fortnight ending October 18. But, like Maharashtra, it has also registered adecline in testing — from 3.15 lakh tests during September 22-Oct 5 to 2.71 lakh during October 5-18. West Bengal, with a positivity rate of 9%, has shown a fall in absolute testing numbers. Others which fall in the same category are Delhi and Andhra Pradesh where positivity rates are 6% or higher but absolute testing figures are showing a decline. India is close to reaching the 10-crore testing mark this week having already conducted 9.72 crore tests as on Wednesday. Only the US with 12.7 crore has conducted more tests. As per tests per million, Delhi leads with testing 2 lakh samples for every 10 lakh people, Andhra 1.37 lakh, Tamil Nadu 1.2 lakh, Kerala 1.14 lakh, Karnataka 1 lakh, Bihar 78,563, Maharashtra 67,500, UP 59,764, Rajasthan 45,611 and West Bengal 42,088.||http://timesofindia.indiatimes.com//india/covid-high-caseloads-but-maharashtra-rajasthan-bengal-scale-down-testing/articleshow/78798806.cms||Pradeep Thakur
October 22, 2020||India||New Spacecom policy to allow private Indian companies to launch sats, sell services||BENGALURU: Just weeks after deciding to open up the space sector, the department of space (DoS) has proposed to enable private Indian firms to not just use existing space assets for communication services, but also develop new systems, launch satellites and sell services to foreign customers under its Spacecom Policy-2020. Companies will be allowed to set up control centres outside India and use overseas space assets, says a draft of the policy, which will replace the existing Satcom Policy. “The (new) policy will have everything the Satcom Policy has in terms of protection of our assets, creation of new assets, monitoring and operations. The major changes are to encourage the private sector and renew focus on enhancing national security capabilities,” K Sivan, secretary, DoS, told TOI. The policy envisages measures to monitor and authorise use of space assets for communication to or from Indian territory. Read AlsoNASA's OSIRIS-REx spacecraft successfully touches asteroidA NASA spacecraft descended to an asteroid Tuesday and, dodging boulders the size of buildings, momentarily touched the surface to collect a handful of cosmic rubble for return to Earth. It was a first for the United States — only Japan has scored asteroid samples.The policy also lists steps to bring more assets under India’s control for enhancing ability to utilise space-based communication for national needs. “This is the first step. Soon, we’ll have specific policies on launch vehicles, navigation, remote sensing, space exploration, human spaceflight and a national space policy. These will propel India to the next level,” Sivan said. The draft reads: “They can establish telemetry, tracking & command earth stations and satellite control centre in or outside India. They can offer the capacity to commercial and societal communications within India as well as outside India. They can also supply their systems and solutions to international markets.” Firms can avail Indian and non-Indian orbital resources to establish systems for services within and outside India. Indian resources can be availed from designated entities under the department of space on a commercial basis, while foreign resources can be used following the new norms. Commenting on the draft policy, Tanveer Ahmed, CTO of space tech firm Digantara, said: “It’s a positive move clearing regulatory concerns and aug menting investor confidence. We hope to see a quick, paperless application process.” Read AlsoGaganyaan: Isro now in talks with NASA for key techBENGALURU: The Indian Space Research Organisation (Isro), which has already tied up with multiple countries to get help with various facets of India’s first human spaceflight mission — Gaganyaan — is now in talks with the US’ NASA, examining if it can gain access to some critical technologiesRohan M Ganapathy, director, Bellatrix, said the onus is on the industry to expedite introduction of new technologies while Srinath Ravichandran, cofounder, Agnikul Cosmos, said the firm is looking forward to a boom in small satellite launches. The draft adds that satellite communication systems which can’t be addressed in an open-to-all commercial domain shall be brought into operation with the involvement of the government for sustainability. Satcom programmes focused on societal development — tribal development, social empowerment, health, education and disaster management — will remain under the domain of the department of space. “Such programmes exist to address specific objectives, and may not be commercially viable in nature,” the draft reads. In another development, the department of space last week signed an agreement with space PSU NewSpace India Limited, allowing the latter to further encourage the private sector. The MoU, Isro said, “will enable NSIL transfer technologies to the private industry”. Watch Spacecom policy 2020: Pvt companies set to get OK to launch satellites||http://timesofindia.indiatimes.com//india/private-companies-may-soon-develop-sat-systems/articleshow/78798865.cms||Chethan Kumar
