October 24, 2020||Bengaluru||Bengaluru’s student entrepreneurs turn their passion into business opportunities||Fears and uncertainties aside, the lockdown period also gave people ample time to rethink their interests and hone their inherent skills. The students’ community, in particular, took things notches higher and explored the entrepreneurial aspects as well to see if they can also earn a little money while doing what they love to do. Over the past few months, this has led this creative bunch of people to start small enterprises from their respective homes. Bangalore Times spoke to a few students to find out how they have managed to strike a balance between their studies and their businesses… Giving their hobbies a professional twistBengaluru-based Divya Jalan, who is currently studying at the University of Amsterdam, says that the lockdown gave her the opportunity to turn her hobby into a business. “I used to make jewellery before the lockdown as well, but merely as a hobby. The extra time that I’ve had in the past few months made me want to explore my interest more and pursue it as a business,” she says, while talking about her two-month-old venture. Keeping in mind the COVID-19 crisis and customers’ current requirements, many have improvised on their products as well. “Although I initially began with earrings and necklaces, right now one of my most popular items is the mask chain. It’s an ornament which is attached to the mask and is worn around your neck,” explains Divya. Similarly, for Class 12 student Navya Basapa, this was the perfect opportunity to turn her love for baking into something bigger. “My mother and I have been baking at home for quite a while now, but I always wanted to take it up as a profession. Right now, I am using a space in the house as my baking studio. I officially launched my baking business last month, and orders have already begun pouring in,” says Navya. Online classes, fewer assignments gave students time to focus on their productsAccording to these student entrepreneurs, online classes have been a blessing in disguise. “Academically, online classes and fewer assignments meant extra time on my hands, which, in turn, enabled me to focus on my chocolate and mousse business that I started a few months ago. Had it been regular classes in college, I wouldn’t have been able to pull it off,” says Brian Shaji, a final-year student at St. Joseph’s College (Autonomous), who makes a variety of homemade chocolates and chocolate mousse. Meanwhile, for law students and sisters, Sanjeevini Navadgi and Nandita Navadgi, it was their passion for skincare that prompted them to launch their own brand of natural skincare products. “As law students, it is difficult to concentrate on anything else other than our studies. But the lockdown period gave us the opportunity to work on our dream project. Since we don’t have too much to do these days study-wise, both of us are diverting our time on our skincare line,” says Nandita, adding that their techniques are a mix of hacks and remedies they learnt from their elders and what they see online. Balancing between books and businessHowever, Navya says that it is not always as easy to strike a balance between studies and business. “I usually wake up early and bake in the morning and then focus on my studies for the rest of the day. Sometimes, during the baking process, I also take some time out to read up on things,” she adds. Agreeing to that, Divya says, “Recently, I managed some time out to make jewellery during my study holidays. However, with my exams approaching, studies are a priority now.” Social media – a good marketing platformLike many other full-time entrepreneurs who operate from home, these students use social media to the fullest to reach out to new and existing customers. “I do not have a store. I have been selling my products only through my friends and social media, and I feel right now that’s the best thing to do. Sometimes, I get so many orders that I have to say no to some customers,” says Brian. According to Divya, her page has got a lot of followers since the time she began selling her jewellery, and recently they managed 50 orders in a week, which is their highest, so far. “The way things have been moving, it is overwhelming. I am now bracing myself ahead of the festive season,” she sums up.||http://timesofindia.indiatimes.com//city/bengaluru/bengalurus-student-entrepreneurs-turn-their-passion-into-business-opportunities/articleshow/78826468.cms||Sandra Marina Fernandes
October 24, 2020||Patna||Bihar: 369 live rounds, 19 firearms recovered in Munger just before polls, five held||PATNA: Intensifying action against arms smuggling ahead of the assembly polls in Bihar, the Munger police on Friday arrested five persons allegedly involved in arms smuggling and recovered 369 live cartridges of different bores and 19 firearms, including two country-made rifles from their possession in two separate raids in Munger district. The first raid was carried out at Biccha village under Kasim Bazaar police station area while the second one was conducted at riverine area of Sitacharan ghat under Mufassil police station area. Munger SP Lipi Singh said that Abhay Kumar Sharma, Mohammad Parvez and Mister Arafat were arrested from Biccha. Singh said two country-made rifles, five breach-loader pistols, three unfinished pistols of 9mm and 10 live cartridges of 7.65mm were recovered from their possession.” Singh said firearm manufacturing equipment were also recovered from spot.  “The raid was conducted on Abhay’s residence where the two had come to deliver all the unfished items and the finished goods when all the three got nabbed. Abhay and Arafat had earlier been in jail for their involvement in arms smuggling,” she said. SP Singh said Parvez and Arafat had planned to take the finished item to sell them to criminals as per demand. Singh said that in the second raid, police recovered eight breach-loader pistols, one musket and 359 live cartridges which includes 270 of 7.65mm, 10 of .315 bore and 14 of 9mm. She said Mohammad Reham alias Bittu and Mohammad Gulfam alias Kranti were arrested from spot. SP, who herself had led the second raid, said police had received intelligence input that an arms dealing was scheduled to take place in remote riverine belt in which cartridges were to be brought from Khagaria and firearms from firearms from other place. “It was Reham who had brought the cartridges from while his associate Gulfam had brought the firearms from riverine belt. They had planned to dump the consignment somewhere and sell it after election but got nabbed beforehand,” Singh said. This is third such raid against organised arms smuggling racket in Munger within six days.||http://timesofindia.indiatimes.com//city/patna/bihar-369-live-rounds-19-firearms-recovered-in-munger-just-before-polls-five-held/articleshow/78836355.cms||Debashish Karmakar
October 24, 2020||Mumbai||Mumbaikars take to balcony birding as a new hobby||The last few months spent at home has seen a surge in creative pursuits among people – some took up a new language, others wanted to get experimental in the kitchen or learn a musical instrument, and yet a few others have discovered a hobby that they might gone ignored otherwise. It’s birdwatching.... with a twist! They don't have to head out to any green hotspot to do this, for it and can be pursued from the house verandah! Called balcony birding, it's made possible with a number of birds now coming closer to human habitat due to lesser noise and pollution levels. De-stressing? Yes, say Mumbai’s new balcony birders, who have clicked a bunch of photos to document their newfound love. ‘I’ve been taking pictures of sunbirds, coppersmith burnet, mynahs, bulbuls for the last 60 days’Seven Bungalows resident Diana Fernandes has taken a few hundred pictures of birds from her homeDiana Fernandes, an entrepreneur, has seen the most attractive birds over the last 60-odd days and taken a photo-a-day of each of them. Says the Seven Bungalows resident, “Earlier, I hardly paid attention to them, but one day at the start of the lockdown, as I sat down to work I got distracted by a lovely sound. I went searching for the source and it turned out to be a warbler outside. I had to click a picture of it. A few days later I spotted more birds and ever since, I have taken pictures of sunbirds, coppersmith burnet, mynahs, bulbuls and koels. And one of the black-and-white birds has the most melodious voice. I've begun keeping a watch on those trees now as I know these birds' timings, the trees they like to hang out on, etc. Most of us do not really notice these birds, as we are so used to waking up to the cacophony of city sounds like traffic. But if you pause a little, you'll find these birds around. They are such a welcome change.” ‘From Colaba to Virar, there are a lot of balcony birders now all through the city'(Clockwise) Sunbird, Black Drongo and Black-Hooded OrioleShe’s not alone. Like her so many are taking to birdwatching right from their homes. Says naturalist Saurabh Sawant, who lives in Dahisar West, “There are a lot of balcony birders in the city now – right from Colaba to Virar. At a time when people are practising social distancing with others, this solo-participant home hobby is apt and quite engaging. And the timing couldn't be more perfect as most of these birds are nesting or breeding now. Just this morning, a tailor bird came up to my kitchen window on the 10th floor. It’s usually found in the bushes, so it was such a delight to see it at this height. I have also seen white-spotted fantails of late as well as koels. I can see a whole family of coppersmith barbets nesting in a dead betelnut tree from my bedroom window. Oreos also fly around and so do parakeets. White cattle egrets have also started getting a lovely orange tinge to their all-white appearance now, and it was fun to see that transformation happen. There are also black crown night herons, which roost on the bigger trees around my house,” He adds, “We recently completed a ‘lockdown birding challenge’, where we encouraged Mumbaikars to upload a 15-minute checklist of the birds every day. People loved it. Anyone can be a balcony birder – if you have even a few trees near your house, you will find birds. Just peep out of your window, keep watching and observing.” Tips to be a better balcony birderPowai resident is Rishul Bangar is an avid balcony birderArchitect Rishul Bangar is an regular bird watcher at Hiranandani, Powai. He says, “There are a lot of birds coming in the area now. It’s a boon for us bird-lovers with lesser people around and lower pollution levels. Among other birds, I have seen a bird called the coucal. It’s an orange-black bird, the size of a crow and is very vocal.” Rishul shares a few pointers for new balcony birdwatchers: - Look for videos of Indian birds that have bird sounds to help identify the birds - Keep a journal to note down your observances - Early mornings and evenings are preferred times to look for birds - Phone cameras may not always be useful, so use a professional camera if you have one - Wear subtle colours, instead of flourescent hues, to merge with the surrounding - Try and be a solo balcony birder as noise scares the birds away - Share descriptions of bird sightings with others - Be patient as this hobby requires that||http://timesofindia.indiatimes.com//city/mumbai/mumbaikars-take-to-balcony-birding-as-a-new-hobby/articleshow/78828264.cms||Ismat Tahseen
October 24, 2020||India||Kashmir off the table for future talks, India signals to Pakistan||NEW DELHI: This week India came down hard on Pakistan at the Commonwealth foreign ministers’ meeting, describing it as a “globally acknowledged promoter of state-sponsored terrorism” masquerading as a victim and dismissed Pakistan foreign minister Shah Mehmood Qureshi’s comments on Kashmir as a subject that was India’s “internal matter”. The dismissive and undiplomatic brusque response has now become the template for Indian response to Pakistan’s repeated attempts to raise Kashmir, a position that has steadily solidified since the reorganisation of J&K in August last year. While the commentary is not new, the clear signal to Islamabad is that it has no locus standi on Kashmir and is, in fact, in illegal occupation of PoK. In sharp words, Vikas Swarup, secretary in MEA, slammed Qureshi for raising the Kashmir issue, sarcastically observing that his reference to a south Asian nation that committed atrocities against its religious minorities seemed to best describe Pakistan — a country “that brought genocide to South Asia 49 years back when it killed its own people (in erstwhile east Pakistan)”. Later, foreign minister S Jaishankar used the Asia Society platform to state, “terrorism from Pakistan remains publicly acknowledged by their government as a policy that they are justifying. So it makes it very hard to conduct normal relations with them”. His iteration that Kashmir’s reorganisation is an “internal matter” swiftly dissipated any prospect of a return to the old engagement template with Pakistan, a message that New Delhi is emphatically conveying to the power centres in the neighbouring nation. In fact, Pakistan PM Imran Khan’s NSA Moeed Yusuf laying out the parameters of future talks with India, showed how far apart the two countries were with his suggestion that India wanted to talk being dismissed out of hand. So far as India is concerned, the “status” of Kashmir, an article of faith for Pakistan, in talks with India, is now a non-issue or at least no longer as Islamabad has considered it. The “composite” dialogue of eight subjects, or even the rebadged “comprehensive” dialogue kick-started by late foreign minister Sushma Swaraj, is no longer applicable in the current context, particularly after the Modi government created the UTs of J&K and Ladakh. According to government sources, Pakistan will no longer have any locus standi to discuss this. While New Delhi has always maintained J&K to be “an integral part” of India, there was an implicit accommodation of the Pakistani position at any engagement. That has now gone. Since August 5, 2019, India has certainly come under international pressure, but this has been on the issue of human rights in Kashmir, detention of political leaders, press freedom, 4G internet access. There has been no push-back on Article 370 — except for Pakistan and China. “After PDP chief Mehbooba Mufti was released last week, we’re getting less questions from the international community,” a source said. Jaishankar said in his remarks this week that India’s external boundaries have not changed. “So as far as our neighbours are concerned, our point to them is that this is something which is internal to us. Every country after all reserves the right to change its administrative jurisdictions. A country like China has also changed the borders of its provinces and I’m sure a lot of other countries do that. Neighbours get impacted only if your external boundaries change. That has not happened in this case,” he said. Pakistan is yet to comprehend the changed metrics of engagement, as was clear during Yusuf’s interview to an Indian media channel. India is likely to push at least diplomatically for return of Kashmiri territory illegally held by Pakistan (and a part of it ceded to China). On the UN Security Council resolutions, India considers them to be infructuous now, because there is no longer any possibility of a plebiscite, after the constitutional action of August 5, 2019. For the past year, the foreign office has taken a harder and more belligerent stand with Pakistan. India has not neglected to emphasise the internal nature of the actions on Kashmir. This has now become accepted Indian positions, and this will form the basis of any future engagement with Pakistan, said people familiar with developments. Watch India signals to Pakistan, Kashmir off the table for talks||http://timesofindia.indiatimes.com//india/kashmir-off-the-table-for-future-talks-india-signals-to-pakistan/articleshow/78837771.cms||Indrani Bagchi
October 24, 2020||Business||Didn’t skip EMIs during lockdown? Get cashback from your bank: Government||MUMBAI/NEW DELHI: The government on Friday spelt out the details of the waiver of interest on interest on loans up to Rs 2 crore where borrowers had taken moratorium during the lockdown and also made it clear that those who didn’t opt for it will get an ex gratia payment or a cashback. The payment will be made to small businesses and individual borrowers with loans up to Rs 2 crore. The finance ministry on Friday wrote to all RBI-regulated lenders, stating that the government has approved a “scheme for grant of ex gratia payment of the difference between simple interest for six months to borrowers in specified loan accounts” between March 1 and August 31, 2020. The lenders include banks, cooperative banks, housing finance companies and microfinance institutions. Read Also90% borrowers didn’t defer EMI: SBI to Supreme CourtState Bank of India told the Supreme Court on Wednesday that 90% of borrowers did not avail the moratorium till Aug 31 on repayment of loans through EMI to question the brouhaha caused by PILs over waiver of interest on interest accrued on deferred EMIs. Senior advocate Mukul Rohatgi said, "...theThis follows the government affidavit in the SC that it is willing to bear the difference between simple and compound interest on loans during the moratorium period. Waiver of interest on interest may cost Rs 6.5k crThis included compensation to those who paid on time and therefore did not have to pay compound interest. Government sources had estimated the cost of waiver of interest on interest at around Rs 6,500 crore. Under the government scheme, even borrowers who paid on time will get an amount equivalent to the difference between the simple interest that they paid and the notional compound interest on their loan outstanding as on the end of February 2020. To avoid any legal complications, the government has said that the payment does not constitute a “contractual, legal or equitable liability of the central government and is only an exgratia payment”. The government has specified the personal loans that are eligible by listing out education, housing, consumer durable, credit card and auto loans. All MSME loans would also get the exgratia or cashback into their accounts. Borrowers who availed the six-month moratorium will be compensated for the compound interest they would be charged by the banks while those who paid on time will get as cashback the notional interest on the interest that they paid. According to a back of the envelope calculation by bankers, anyone who has paid EMIs on a Rs 1 crore home loan in time would be eligible to around Rs 16,000 of ex-gratia payment. This is assuming an interest rate of 8% which would result in half-yearly interest of Rs 4 lakh and compound interest of Rs 16,269. The government has said that banks would credit the amount into the customer’s account and later claim it from the government. If the borrower has fully repaid the loan in between, the benefit would be calculated for the moratorium period when the loan was outstanding. The rate of interest would be the rate contracted in the loan agreement. Read AlsoLoan moratorium extendable for 2 years as per Covid impact, Centre tells SCThe Centre and RBI on Tuesday informed the Supreme Court that the moratorium period on repayment of loans amid the Covid-19 pandemic is “extendable” by two years. Solicitor General Tushar Mehta appearing for the Centre and the RBI, told the SC bench that several steps have been taken for stressedFor credit cards, the banks would calculate the weighted average lending rate for transactions purchased on EMI basis from customers. For the sake of uniformity, lenders have been asked to do all their calculation on the outstanding loan balance as on February 29, 2020. Watch Government has a Diwali gift borrowers who payed timely EMIs||http://timesofindia.indiatimes.com//business/india-business/didnt-skip-emis-during-lockdown-get-cashback-from-your-bank-govt/articleshow/78837862.cms||Mayur Shetty
October 24, 2020||---||In Bihar, PM slams opposition for seeking J&K special status return||PATNA: PM Narendra Modi on Friday praised the bravery of the Indian Army’s Bihar Regiment in taking on China’s PLA in Galwan Valley in June and said soldiers belonging to the unit had made the supreme sacrifice to protect India’s “honour”. In a poll speech in Bihar’s Dehri, which also saw him attacking the opposition for its “audacity” in demanding restoration of J&K’s special status, Modi said, “The brave sons of Bihar attained martyrdom for the pride of the Tricolour in Galwan… I bow to them and pay my homage.” Read AlsoBihar polls: Rahul takes on Modi over China, migrant crisis; attacks NitishPATNA: Congress leader Rahul Gandhi launched a stinging attack on PM Narendra Modi and Bihar chief minister Nitish Kumar in his two rallies in the state on Friday. He took on the PM on issues such as the Chinese aggression at the LAC, the migrant crisis during the lockdown and farm laws andThis was perhaps, Modi’s first reference in public to the bloody fight with the PLA in Galwan after the rich tributes he paid to the Army while visiting troops at Nimu in Ladakh in early July. The plaudits for 16 Bihar coincided with the stalemated talks with China for resolution of the border standoff, with India rejecting Beijing’s demand to vacate the strategic heights it has taken over unless the communist regime agrees to “comprehensive de-escalation”. In his speech, Modi lashed out at the opposition for demanding reversal of the dilution of Article 370, calling the stand audacious. “They are saying they will re store Article 370 if they come to power. Look at their audacity? They are still daring to seek votes from the people of Bihar. Isn’t it an insult to the sentiments of Bihar which sends its sons and daughters to the borders to protect the country?” he asked. The attack came after senior Congress leader P Chidambaram’s support for the demand of political outfits in Kashmir Valley for restoration of “special status for the Valley as part of their Gupkar Declaration”. Modi recalled that quite a few CRPF jawans martyred in the terrorist attack on their bus in Pulwama and in counter-terror operations in the Kashmir. Valley were from Bihar.||http://timesofindia.indiatimes.com//elections/assembly-elections/bihar/in-bihar-pm-slams-opposition-for-seeking-jk-special-status-return/articleshow/78838031.cms||Abhay Singh
October 24, 2020||---||Bihar polls: Rahul takes on Modi over China, migrant crisis; attacks Nitish||PATNA: Congress leader Rahul Gandhi launched a stinging attack on PM Narendra Modi and Bihar chief minister Nitish Kumar in his two rallies in the state on Friday. He took on the PM on issues such as the Chinese aggression at the LAC, the migrant crisis during the lockdown and farm laws and criticised Nitish for “misgovernance”. Sharing the dais with Rahul at Hisua in Nawada, where Congress put up its candidate, RJD’s Tejashwi Prasad Yadav criticised Nitish, saying he had grown tired and could no longer handle Bihar. Rahul began his speech with two questions to the massive audience at Hisua: “How was Nitish ji’s government? How did you like PM Modi’s speech?” He then asked the PM when he would oust China from the Indian territory and accused him of lying on the India-China border tension. “Today PM said he bows his head for martyred jawans. We all bow our head for them. But the question is why he lied about China’s intrusion. China has occupied 1,200 sqkm of land and the PM has lied to the entire country about it. In a way, he insulted our martyred jawans from Bihar,” Rahul said. Attacking the NDA government on the migrant crisis, Rahul said, “You have walked hungry and thirsty for thousands of kilometres and PM Modi had no concern. He did not even arrange for trains. I have full faith that Bi har will now give the right reply to PM Modi and Nitish Kumar.” He then raised the issue of unemployment and reminded the audience about the PM’s promise to create two crore jobs. “Did any of you get a job,” Rahul asked the audience. “PM Modi talks about bowing his head for farmers and labourers. But, in reality, he works for Ambani and Adani,” he added. “Who got the benefit of demonetisation and GST? Did you see Ambani and Adani standing in the line outside the bank? Though PM Modi publicly talks about farmers and labours, the moment he goes back home, he works for his industrialist friends,” Rahul said. In another rally, Rahul talked about the pandemic and how his advice to the Centre was ignored. He blamed Modi for destroying the economy and worsening the condition of farmers, labourers and small businessmen.||http://timesofindia.indiatimes.com//elections/assembly-elections/bihar/bihar-polls-rahul-takes-on-modi-over-china-migrant-crisis-attacks-nitish/articleshow/78838038.cms||Sheezan Nezami
October 24, 2020||India||Quizzed by Parliament panel, FB skirts posers on sharing Indian users’ data||NEW DELHI: Facebook representatives were closely questioned over the social media giant’s revenues in India, the taxes it has paid, data security aspects of the Jio deal, and whether it charges individuals differently, at a meeting of the joint committee of Parliament on the personal data protection bill. Though FB officials Ankhi Das and Bhairav Acharya ducked several questions, they found the going challenging, faced with probing questions from panel chair Meenakshi Lekhi, Congress’s Vivek Tankha, BJD’s Bhartruhari Mahtab and SP’s Ramgopal Yadav among others. The officials said they would get back on subjects like revenue streams and taxes and said the issue of whether FB has been downplaying anti-Joe Biden posts will be addressed at an upcoming Congressional committee meeting. The panel had summoned Facebook on the issues of data protection and privacy. The representatives said between FB, WhatsApp and Instagram, the firm has over 90 crore subscribers in India. However, it could not answer direct questions about the amount of corporate tax it has paid over the years, its ad revenues, nor its policy for accepting ads. Das, who figured in reports alleging she had failed to act against posts by BJP members, and Acharya deal with public policy for FB. India FB head Ajit Mohan has appeared before the House panel on IT and separately said Das does not decide which posts to pull down. The issue did not figure in Friday’s meeting. Sources said while FB representatives said their ad approval team is based in the US, they would revert to the House panel on their earnings through advertising in India. The officials said there was a well established backroom to decide on issues that violate its codes but were quizzed on the apparent lack of pre-emptive screening. Yadav said the officials seemed surprised by the familiarity of the MPs with social media. With reference to FB’s recent Jio tie-up and the resultant questions about data security, the company assured the panel it will protect the privacy of Indian users, but resisted being termed a data fiduciary. It also skirted questions about whether it would share data of Indian users it holds when required by the State or another agency. It said the proposed Indian data law must not cover “non-individual” data, a contentious point. Watch Parliament panel questions Facebook on revenue, profit||http://timesofindia.indiatimes.com//india/quizzed-by-parliament-panel-fb-skirts-posers-on-sharing-indian-users-data/articleshow/78838093.cms||Swati Mathur
October 24, 2020||India||‘Officials abroad’, Amazon skips meet||NEW DELHI: Amazon’s decision to “decline” to appear before a joint committee of Parliament on the grounds that its officials were unavailable was strongly criticised by panel members, and its head, BJP MP Meenakshi Lekhi, said a privilege motion would be moved against the e-commerce giant. The panel on Personal Data Protection Bill had called Amazon on October 28, but in an email to the committee on October 7, Amazon’s public policy head Garima Rathore said the company has decided to decline to attend the meeting and said “subject matter experts” were based overseas and could not travel owing to the risks involved due to the coronavirus pandemic. “Our subject matter experts are based abroad and will not be able to appear for the deposition. We will, therefore, have to decline the request for this deposition,” Rathore said in an email that breezily began with a “hope you are doing well” salutation. The panel members were surprised at the response, noting that the company could have sought another date. For the next sittings of the panel on October 28 and 29, the panel has summoned Twitter, Amazon, Paytm and Google. Expressing displeasure over Amazon’s refusal to appear, Lekhi said, “If no one appears, it amounts to breach of privilege. The panel is unanimous in its opinion that coercive action can be suggested to the government against the e-commerce company.” Panel members also expressed surprise that even though India is among Amazon’s biggest markets, the firm does not have any data safety officials stationed in the country.||http://timesofindia.indiatimes.com//india/officials-abroad-amazon-skips-meet/articleshow/78838105.cms||---
October 24, 2020||India||After 4 years, ED again summons Amarinder’s son in Fema case||JALANDHAR: The Enforcement Directorate (ED) has once again summoned Punjab chief minister Captain Amarinder Singh’s son Raninder Singh in an old Foreign Exchange Management Act (Fema) case after a gap of four years. He has been asked to appear before the ED on October 27. Raninder had last appeared before the ED in this case on July 21, 2016. It is learned that at the time Raninder was asked about the alleged transactions to Switzerland for creation of a trust and a few subsidiaries in British Virgin Islands during Amarinder’s previous tenure as CM. He was questioned for around four hours then. Recently, the ED had sought to inspect some fresh records filed by the I-T department in three cases of alleged tax evasion against the Punjab CM and his son. A lower court had allowed the ED’s application, but a sessions court restrained it from inspecting the records.||http://timesofindia.indiatimes.com//india/after-4-years-ed-again-summons-amarinders-son-in-fema-case/articleshow/78838109.cms||---
October 24, 2020||Jamshedpur||Couples flock to 170-year-old Jharkhand temple for daughters||BOKARO: In a country where female foeticide continues to remain a concern, dozens of couples queue up at a 170-year-old Durga temple in a remote village seeking a daughter. The temple, at Chakulia village in Chas block of Bokaro district, has an immense place of pride and faith among the people and hundreds have been granted their wish for a daughter after offering prayers here, village elders said. Like every year, the Durga puja in this village began with ghatsthapana, a ritual where prayers are offered to a 150-year-old copper pot at this temple. “Even though devotees visit the temple through the year, footfall surges during Navratra as hundreds offer prayers to a grand statue of Siddhidatri Durga seeking a daughter,” local said. According to folklore, a villager named Kalicharan Dubey first prayed here for a daughter about 150-years ago and his wish was fulfilled. As the word spread, several couples seeking a girl child started visiting the temple. Manoj Kumar, a villager said, “Every year, several couples come here seeking a daughter. Many of them had their wish granted by the Devi and all the villagers perform Durga puja here with devotion and dedication.” With the pandemic raging, villagers said the puja this year is being done in atoken manner with no frills, he said. A devotee, Suryakant Singh, said, “We had a son, but felt that the family was incomplete without a daughter. After offering prayers here, we were blessed with a baby girl a few years ago. My family has been visiting this temple every year during Durga puja to bow before the goddess.” Another resident, Katayani Devi, said she had named her daughter Bhawani after her wish was fulfilled by the goddess. Devi said, “Like me, several people, even pregnant women who wish to have daughters, come here to take the blessings of the goddess. I treat my daughter as a blessed child.”||http://timesofindia.indiatimes.com//city/jamshedpur/couples-flock-to-170-year-old-jharkhand-temple-for-daughters/articleshow/78838111.cms||---
