October 31, 2020||Bhubaneswar||Theatre troupes write to government to open auditoriums for shows||Keywords: auditoriums, theatre, culture, Jyoti Prakash Panigarhi, Rabindra Mandap, Utkal MandapAuditoriums in the city have remained closed for more than seven months now due to the coronavirus pandemic. And theatre groups that used to stage plays in the auditoriums have been facing a lot of problems. The Odisha Natya Sangha, an association of around 140 theatre groups in the state, recently wrote to state culture minister Jyoti Prakash Panigrahi, requesting reopening of auditoriums from November 1. They also asked the minister to allow them to start rehearsals in the auditoriums. The letter also mentioned that due to a lack of performances in the past seven months, theatre artistes and those who depend on theatre have been facing huge financial crisis. Haren Sahu, president of the association, said the theatre artistes, directors, writers, musicians, light designers, costume designers and make-up artistes are all in a depressed state due to a lack of income. “It’s high time the auditoriums are reopened and theatre groups allowed to stage live performances,” he wrote. The association also assured the minister that they would take responsibility of following Covid-19 safety guidelines during rehearsals and shows.||http://timesofindia.indiatimes.com//city/bhubaneswar/theatre-troupes-write-to-government-to-open-auditoriums-for-shows/articleshow/78959847.cms||Sandip Bal
October 31, 2020||World||Wife of Scottish Sikh detained in India wins immigration battle to remain in Britain||LONDON: The Punjabi wife of Jagtar Singh Johal — the Scottish Sikh incarcerated in Tihar Jail in Delhi accused of involvement in murders of right-wing politicians — has been granted permission to stay in the UK after winning an appeal against the UK home office. Gurpreet Kaur (32) has been living in Dumbarton, Scotland, with the family of Jagtar — known as Jaggi — since April 2019. She arrived on a one-month “outside of immigration rules” visa, which is given in exceptional circumstances. After Jaggi’s cases were transferred from Punjab to Delhi, Jaggi’s brother, Gurpreet Singh Johal, a solicitor in immigration and asylum, submitted an application for leave to remain so that she could continue to live with his family in Dumbarton. This was prior to the expiry of her visa. On January 18 the home office had turned down the application saying it did not meet immigration rules and there were no exceptional circumstances. The family instructed immigration solicitor Damir Duheric who lodged an appeal on January 22. The appeal was heard at the First Tier Tribunal (Immigration and Asylum Chamber) in Glasgow on October 15, three days before the couple’s third wedding anniversary. A judgment overturning the home office decision was sent to Duheric by email on Thursday. “With this decision, a new energy has been installed. I will not stop until my brother is back home where he belongs” an elated Gurpreet Singh Johal told TOI. “I have been utterly disappointed with the UK government as they have contributed to the unnecessary ordeal we have been subjected to. The granting of the visa was within the UK government’s control but they chose to frustrate the family. I am grateful for the immigration judge’s decision as he considered the evidence and Jagtar’s plight when allowing the appeal. The continued support from the community and my peers has been immense.” Gurpreet was shopping with her husband in Rama Mandir on November 4, 2017, just weeks after they tied the knot, when Jaggi was hooded and forced into a police van by plainclothes policemen. At the time of his arrest, the newlyweds were staying with Jaggi’s paternal grandmother in a village in Jalandhar. The chargesheet alleges Jaggi paid Rs 2.7 lakh to the late Khalistan Liberation Force (KLF) chief Harminder Singh Mintoo in France in 2013 to execute the killing of RSS leader Ravinder Gosain in October 2017. KLF was banned in India in 2018. Jaggi denies the charges. “The home office could have withdrawn the decision and saved Jagtar’s wife from going through the immigration appeal ordeal. However, they chose not to do so and subjected her to questioning. Jagtar’s brother was also a witness and was subjected to questioning,” the family said in a statement. “Jagtar supports his wife’s application to remain in the UK. The UK government continues to frustrate the family despite claiming to be supporting Jagtar and his family.” The home office has 14 days to appeal the decision on an error of law, or grant the visa in line with the judge’s decision.||http://timesofindia.indiatimes.com//world/uk/wife-of-scottish-sikh-detained-in-india-wins-immigration-battle-to-remain-in-britain/articleshow/78959974.cms||NAOMI CANTON
October 31, 2020||World||On election night, Trump says he would probably stay at White House||WASHINGTON: US President Donald Trump on Friday said he would probably stay at the White House on Election Night, if there are restrictions on celebrations at his Trump International hotel here. Trump is facing Democratic nominee Joe Biden in the November 3 presidential elections. "We haven't made a determination. We have certain rules and regulations. You know Washington DC is shut down. The mayor has shut it down. So we have a hotel (Trump International Hotel).. I don't know if it's shut, if you're allowed to use it or not, but I know the mayor has shut down Washington DC,' Trump told reporters here, when asked where would he be staying on Election Night "And if that's the case, we'll probably stay here (White House) or pick another location. I think it's crazy Washington DC is shut down," said the president. On Election Night in 2016, Trump was in New York. After becoming the president in 2017, he moved his residence from New York to Florida. On Friday, Trump is travelling to Michigan, Wisconsin and Minnesota. The president has been carrying out on an average three election rallies everyday, each of them attracting thousands of supporters. “We're doing a lot of travelling. We'll be doing a lot of rallies. We have some big ones. We're having a problem with some people in Minnesota where they have a cap because Biden goes there and he can't draw flies; he can't draw anybody. Gets a few cars, I guess, and they honk their horn,” he said. “We've got the biggest crowds in the history of politics, and I think you will all be witness to that because there has never been anybody that has ever had bigger crowds or more enthusiasm than we have,” he said, adding that there will be 25,000 people at the rally in Minnesota.||http://timesofindia.indiatimes.com//world/us/on-election-night-trump-says-he-would-probably-stay-at-white-house/articleshow/78960028.cms||---
October 31, 2020||World||On election night, Trump says he would probably stay at White House||WASHINGTON: US President Donald Trump on Friday said he would probably stay at the White House on Election Night, if there are restrictions on celebrations at his Trump International hotel here. Trump is facing Democratic nominee Joe Biden in the November 3 presidential elections. "We haven't made a determination. We have certain rules and regulations. You know Washington DC is shut down. The mayor has shut it down. So we have a hotel (Trump International Hotel).. I don't know if it's shut, if you're allowed to use it or not, but I know the mayor has shut down Washington DC,' Trump told reporters here, when asked where would he be staying on Election Night "And if that's the case, we'll probably stay here (White House) or pick another location. I think it's crazy Washington DC is shut down," said the president. On Election Night in 2016, Trump was in New York. After becoming the president in 2017, he moved his residence from New York to Florida. On Friday, Trump is travelling to Michigan, Wisconsin and Minnesota. The president has been carrying out on an average three election rallies everyday, each of them attracting thousands of supporters. “We're doing a lot of travelling. We'll be doing a lot of rallies. We have some big ones. We're having a problem with some people in Minnesota where they have a cap because Biden goes there and he can't draw flies; he can't draw anybody. Gets a few cars, I guess, and they honk their horn,” he said. “We've got the biggest crowds in the history of politics, and I think you will all be witness to that because there has never been anybody that has ever had bigger crowds or more enthusiasm than we have,” he said, adding that there will be 25,000 people at the rally in Minnesota.||http://timesofindia.indiatimes.com//world/us/us-presidential-elections/on-election-night-trump-says-he-would-probably-stay-at-white-house/articleshow/78959840.cms||---
October 31, 2020||World||Death toll reaches 39 in quake that hit Turkey, Greek island||IZMIR: Three young children and their mother were rescued alive from the rubble of a collapsed building in western . The health minister said authorities were distributing masks and disinfectant to protect against COVID-19.||http://timesofindia.indiatimes.com//world/europe/death-toll-reaches-39-in-quake-that-hit-turkey-greek-island/articleshow/78970443.cms||---
October 31, 2020||World||Death toll reaches 39 in quake that hit Turkey, Greek island||IZMIR: Three young children and their mother were rescued alive from the rubble of a collapsed building in western . The health minister said authorities were distributing masks and disinfectant to protect against COVID-19.||http://timesofindia.indiatimes.com//world/middle-east/death-toll-reaches-39-in-quake-that-hit-turkey-greek-island/articleshow/78960514.cms||---
October 31, 2020||Gurgaon||No trick-or-treat trips, no costume carnivals and skeptical parents: For children in Gurgaon, this Halloween is a low-key affair amid the pandemic||Halloween is quite popular among Gurugrammers, with trick-or-treating kids managing to collect thousands of candies every year. However, the ongoing pandemic has muted this year’s celebrations and not just children, even parents say that they are missing the buzz this year. Virtual parties, small gatherings replace grand celebrationsFrom condominiums planning parties weeks in advance and decorating the common areas with scary props to kids going door-to-door for candies, Halloween celebrations in Millennium City are usually large-scale. But not this year. Arpana Agarwal, a resident of Sector 54, tells us that a virtual Halloween party is being organised this year. “This year celebrations are subdued because of COVID-19. We have a virtual party and kids will dress up for that. All those who are participating in the celebrations got in touch with a group of volunteers, who will be sending party packages to the homes of the kids today,” she says. Sunil Bajaj, a resident of Sector 43, shares, “My kids are part of a badminton group from our condominium and they have been playing with each other for two months. They will be having a party in one of the apartments, and no one else will be invited.” In the previous years, Gurgaon kids would dress up and go trick-or-treating Adults are missing the spookfest, tooAnjali Sharma, a resident of Sohna Road, says that at her condominium, Halloween is a big celebration not just for kids, but also for the adults. Every year, the grown-ups would keep candies and treats ready for kids trick-or-treating. “This year, it is a low-key celebration. I don’t think parents would like to send kids to different houses for trick-or-treating as that would require them using elevators. It is not just kids, but even we are missing the buzz and excitement around Halloween. I will still keep candies ready in case some children do come,” she says. Priya Chawla, a resident of Sector 90, says that this year, they have planned a small party at home just to distract the kids from the fact that they can’t go out. “Just to distract my kids from trick-or-treating, I told them that we can have a small party at home where they can invite three-four of their close friends and dress up,” she says. Vrinda Bhalla, a resident of Sector 55, shares, “People usually call makeup artists, kids buy dresses in advance and the planning goes on for months. But this year, we have no grand celebrations planned.”||http://timesofindia.indiatimes.com//city/gurgaon/no-trick-or-treat-trips-no-costume-carnivals-and-skeptical-parents-for-children-in-gurgaon-this-halloween-is-a-low-key-affair-amid-the-pandemic/articleshow/78952989.cms||Riya Sharma
October 31, 2020||World||What are the likely implications of a Biden presidency for Canada?||OTTAWA: If Democratic Party candidate Joe Biden wins the Nov. 3 US presidential election, the implications could be considerable for Canada after four years living with the unpredictable and combative Republican President Donald Trump. Environment/pipelinesBiden's environmental plans and desire to "transition from the oil industry" could pose challenges for Canada, the world's fourth-largest crude producer, which sends virtually all its exports south of the border. Biden says he will scrap permits for TC Energy Corp's Keystone XL oil pipeline, which would run from the Canadian energy-producing province of Alberta to Nebraska. Alberta is suffering from low oil prices and killing the pipeline could inflame separatist sentiment in a province which accuses Canadian Prime Minister Justin Trudeau of ignoring the energy industry. While Trudeau has pledged to go even further than the country's current 2030 climate change goals, policies to bring about change have lagged. Biden's ambitious climate change plan, which includes $2 trillion in investment for clean-energy infrastructure over four years, could put pressure on Canada to act more aggressively on its own climate policies. 'Buy America'Biden's economic program promises a $400 billion investment in U.S.-made goods and says "when we spend taxpayer money, we should buy American products". This could harm Canada because its economy is highly integrated with the United States, which takes 75% of all Canadian goods exports. The "Buy America" issue caused tensions with the administration of former President Barack Obama in the wake of the 2009 financial crisis, when a similar provision forced Ottawa to lobby for waivers. Biden is promising to crack down on waivers, saying "too often, 'Buy American' operates like a suggestion, not a requirement". Trade disputes and international relationsTrump had a turbulent relationship with Trudeau, famously dismissing him as "weak and dishonest" in June 2018. Trump twice imposed tariffs on Canadian aluminum, and mused about punishing Canada for its dairy policies. Biden has promised to return to a multilateral approach in diplomacy - a tack favored by Canada - and says in his platform that "rather than picking fights with our allies and undermining respect for America", he will work with friendly nations to address trade challenges. Huawei and ChinaCanada found itself in the middle of US-China trade war when it arrested a Huawei Technologies Co Ltd executive in 2018 on a US warrant. Chief Financial Officer Meng Wanzhou is fighting extradition to face charges of bank fraud and misleading HSBC Holdings Plc about Huawei's business in Iran. Beijing subsequently arrested Canadian citizens Michael Spavor and Michael Kovrig, charging them with espionage, and stopped imports of canola seed. People with knowledge of the Meng case say one solution in theory might be for the U.S. Justice Department to drop charges against her and prosecute the company instead. That could result in her being released. Canadian officials, who have struggled to persuade their allies to present a united front on China, say Biden might be more open to pressuring Beijing as part of a concerted effort to change its approach on detaining foreign citizens. Biden's campaign declined to comment when asked about his approach to Meng and her case. Supply of medicationsLike Trump, Biden favors purchasing Canadian medications to help keep the cost of prescription drugs under control. Canada is pushing back, noting it has a population a tenth the size of the United States and so could not even begin to meet the needs of its neighbor. Marijuana policyCannabis stocks got a big boost this month after Vice President pick Kamala Harris promised the Democratics would decriminalize marijuana at the federal level. This would bring the United States into line with Canada, which became the first developed nation to legalize the use of recreational marijuana in 2018. The move would reshape how cannabis businesses are run in the United States, giving them access to banks and other traditional financial institutions. Decriminalization would also enable licensed Canadian weed producers to accelerate their US expansion plans.||http://timesofindia.indiatimes.com//world/us/us-presidential-elections/what-are-the-likely-implications-of-a-biden-presidency-for-canada/articleshow/78961178.cms||---
October 31, 2020||World||What are the likely implications of a Biden presidency for Canada?||OTTAWA: If Democratic Party candidate Joe Biden wins the Nov. 3 US presidential election, the implications could be considerable for Canada after four years living with the unpredictable and combative Republican President Donald Trump. Environment/pipelinesBiden's environmental plans and desire to "transition from the oil industry" could pose challenges for Canada, the world's fourth-largest crude producer, which sends virtually all its exports south of the border. Biden says he will scrap permits for TC Energy Corp's Keystone XL oil pipeline, which would run from the Canadian energy-producing province of Alberta to Nebraska. Alberta is suffering from low oil prices and killing the pipeline could inflame separatist sentiment in a province which accuses Canadian Prime Minister Justin Trudeau of ignoring the energy industry. While Trudeau has pledged to go even further than the country's current 2030 climate change goals, policies to bring about change have lagged. Biden's ambitious climate change plan, which includes $2 trillion in investment for clean-energy infrastructure over four years, could put pressure on Canada to act more aggressively on its own climate policies. 'Buy America'Biden's economic program promises a $400 billion investment in U.S.-made goods and says "when we spend taxpayer money, we should buy American products". This could harm Canada because its economy is highly integrated with the United States, which takes 75% of all Canadian goods exports. The "Buy America" issue caused tensions with the administration of former President Barack Obama in the wake of the 2009 financial crisis, when a similar provision forced Ottawa to lobby for waivers. Biden is promising to crack down on waivers, saying "too often, 'Buy American' operates like a suggestion, not a requirement". Trade disputes and international relationsTrump had a turbulent relationship with Trudeau, famously dismissing him as "weak and dishonest" in June 2018. Trump twice imposed tariffs on Canadian aluminum, and mused about punishing Canada for its dairy policies. Biden has promised to return to a multilateral approach in diplomacy - a tack favored by Canada - and says in his platform that "rather than picking fights with our allies and undermining respect for America", he will work with friendly nations to address trade challenges. Huawei and ChinaCanada found itself in the middle of US-China trade war when it arrested a Huawei Technologies Co Ltd executive in 2018 on a US warrant. Chief Financial Officer Meng Wanzhou is fighting extradition to face charges of bank fraud and misleading HSBC Holdings Plc about Huawei's business in Iran. Beijing subsequently arrested Canadian citizens Michael Spavor and Michael Kovrig, charging them with espionage, and stopped imports of canola seed. People with knowledge of the Meng case say one solution in theory might be for the U.S. Justice Department to drop charges against her and prosecute the company instead. That could result in her being released. Canadian officials, who have struggled to persuade their allies to present a united front on China, say Biden might be more open to pressuring Beijing as part of a concerted effort to change its approach on detaining foreign citizens. Biden's campaign declined to comment when asked about his approach to Meng and her case. Supply of medicationsLike Trump, Biden favors purchasing Canadian medications to help keep the cost of prescription drugs under control. Canada is pushing back, noting it has a population a tenth the size of the United States and so could not even begin to meet the needs of its neighbor. Marijuana policyCannabis stocks got a big boost this month after Vice President pick Kamala Harris promised the Democratics would decriminalize marijuana at the federal level. This would bring the United States into line with Canada, which became the first developed nation to legalize the use of recreational marijuana in 2018. The move would reshape how cannabis businesses are run in the United States, giving them access to banks and other traditional financial institutions. Decriminalization would also enable licensed Canadian weed producers to accelerate their US expansion plans.||http://timesofindia.indiatimes.com//world/us/what-are-the-likely-implications-of-a-biden-presidency-for-canada/articleshow/78961245.cms||---
October 31, 2020||India||Covid cases, deaths in India now down to half of peak in mid-Sept||NEW DELHI: The Covid-19 pandemic in the country is now down 50% from its peak in mid-September, a decline that has so far been sharper than the rise in cases and deaths leading up to the peak. The seven-day rolling average of daily cases in the country stood at 47,216 on Thursday, nearly half of what it was when the graph peaked on September 17 at 93,735 cases. In other words, the average number of cases detected over the past week was around 50% less than the average at the greatest point of the pandemic. The fall in the seven-day average graph of daily deaths has been even sharper. Deaths peaked at 1,176 on September 19. By October 29, the number had fallen by more than 50% to 543. All numbers are based on TOI’s database collated from daily figures released by state governments. Both daily cases and fatalities are currently at levels seen in July. The seven-day average of cases currently is comparable to the numbers on July 27, when the count was 46,760. From there on, it took 52 days for Covid-19 cases to double to their peak on September 17. By contrast, the subsequent fall to 50% of the peak has taken 42-43 days. In the case of daily fatalities, the current number is at the same level as it was on July 15, when the seven-day rolling average was 538. This means that it took 65 days for the daily Covid-19 toll to rise from that level to its peak on September 19. The fall has taken 41 days. That deaths in the country peaked just two days after the highest rise in cases is surprising — as is the sharper decline subsequently — given that there’s usually a lag of around 10-15 days between trends in cases and fatalities. Whether this points to low detection of cases or low recording of deaths isn’t very clear. Meanwhile, fresh infections in the country continued to fall, with 48,496 cases recorded on Friday, a slight decrease from the previous day’s tally of 49,070. Daily cases have crossed 50,000 just once this week — on Wednesday, when 50,224 new infections were detected. The total Covid-19 caseload in the country has risen to 80,87,833. Delhi was among the few states where fresh cases registered a rise on Friday. The capital reported its highest single-day count of 5,891 cases, the fourth straight day of record numbers. The daily death numbers have held steady over the past few days. On Friday, 557 fatalities were recorded, the highest in six days, although the rise hasn’t been sharp. The total toll from the virus in India currently stands at 1,21,632. Maharashtra reported a slight increase in new Covid-19 cases and a decline in the fatalities on Friday. A total of 6,190 cases and 127 deaths were reported taking the total caseload to 16,72,858 and the total fatalities to 43,837. With 1,145 COvid-19 cases added to the tally in Mumbai on Friday, the city’s total caseload since March shot up to 2.56 lakh so far. The civic update on Friday added 32 Covid deaths, taking the toll to 10,261 so far. Watch Covid-19: Cases, deaths in India now down to half of peak in mid-September||http://timesofindia.indiatimes.com//india/covid-cases-deaths-in-india-now-down-to-half-of-peak-in-mid-sept/articleshow/78961390.cms||Amit Bhattacharya
October 31, 2020||India||Religious conversion just for sake of marriage is unacceptable: HC||PRAYAGRAJ: While reiterating that religious conversion only for the purpose of marriage is unacceptable, the Allahabad high court has dismissed a petition filed by an interfaith couple seeking directions to police and the girl’s father not to interfere in their married life. Dismissing the writ petition of Priyanshi, alias Samreen, and her partner, the HC said, “The court has… found the first petitioner (the woman) has converted her religion on June 29, 2020 and… solemnised marriage on July 31, which clearly reveals the conversion has taken place only for the purpose of marriage.” In the petition, the couple had stated that they had married in July this year, but the girl’s family members were interfering in their married life. Rejecting their plea saying the HC was not inclined to interfere in the matter under Article 226 (writ jurisdiction) of the Constitution of India, Justice Mahesh Chandra Tripathi relied upon a previous judgment given by the same court in the Noor Jahan Begum case in 2014 in which it was observed that conversion just for the purpose of marriage was unacceptable. The court gave the decision on September 23. In the Noor Jahan Begum case, this court had dismissed a bunch of writ petitions praying for protection for a married couple as they had tied the knot after the girl converted from Hinduism to Islam and then performed the nikaah. The issue considered in the 2014 case was “whether conversion of religion of a Hindu girl at the instance of a Muslim boy, without any knowledge of Islam or faith and belief in Islam and merely for the purpose of marriage (nikah) is valid”. The court at that time answered the question in the negative while relying on the teachings of the religious texts. Watch Conversion only for marriage unacceptable, says Allahabad HC||http://timesofindia.indiatimes.com//india/religious-conversion-just-for-sake-of-marriage-is-unacceptable-hc/articleshow/78961515.cms||Rajesh Kumar Pandey
