October 19, 2020||Business||FDI with even the smallest Chinese holding will need government nod||NEW DELHI: Foreign direct investment (FDI) proposals with even minuscule Chinese holding will need government approval, with the Centre abandoning its earlier plan to set a floor for “significant beneficial ownership”. In April, when the Cabinet approved the plan for screening of FDI proposals from countries bordering India, the government had discussed the option to set the threshold at either 10%, the provision in the Companies Act, or 25%, the prescription in the Prevention of Money Laundering Act. Read AlsoChina's economy accelerates as virus recovery gains strengthChina's economic growth accelerated to 4.9 per cent over a year earlier in the latest quarter as a shaky recovery from the coronavirus pandemic gathered strength. Figures announced Monday for the three months ending in September were in line with expectations after the ruling Communist PartyBut six months later, after multiple rounds of discussions, the view seems to have changed. “The (Cabinet) decision did not mention a minimum or maximum limit. So, even it is a small fraction, it will be covered,” a government official told TOI. A threshold for “significant beneficial ownership” was meant to ensure that Chinese companies did not enter India via third countries such as Singapore or Mauritius. The move is being closely watched by start-ups, ranging from Paytm to Zomato to BigBasket, which have Chinese investment. Several proposals are also pending government approval. Sources said an inter-ministerial group met this week and started work on preparing guidelines which would be followed by ministries ranging from commerce and industry to power and telecom. “These will be guidelines to guide ministries on proposals, they will not be binding,” an official said. Officials said they are looking to finalise guidelines in the next few days, which will also include FDI flows from Hong Kong, while Taiwanese investments are expected to be exempted from the requirement of mandatory clearance. Read AlsoChinese car company plans to up India investment by Rs 1,000 croreUnfazed by the anti-China sentiment, MG Motor has said that it will approach the department for promotion of industry and internal trade (DPIIT) to make fresh investments into India as the Chinese carmaker plans to get in an additional Rs 1,000 crore to launch new models and expand operations.Separately, the government is toying with the idea of legal changes, which will be discussed at the political level to ensure that the norms are not diluted in future. This may entail amendments to the Companies Act and FEMA, which governs FDI. All FDI changes are notified under FEMA. The move to tighten rules for investment flows from China followed the tension at the Ladakh border and the growing influence of companies such as Tencent and Alibaba in the Indian start-up ecosystem. Over the years, the government had adopted a sectoral view with only sensitive areas requiring approval, irrespective of the source of FDI flow. Watch FDI with even minuscule Chinese holdings to require govt approval||http://timesofindia.indiatimes.com//business/india-business/fdi-with-even-the-smallest-chinese-holding-will-need-govt-nod/articleshow/78738799.cms||Sidhartha
October 19, 2020||India||MP woman alleges gangrape by five cops for 10 days in lock-up||BHOPAL: A 20-year-old woman has alleged that she was kept in a lock-up and raped for 10 days in May this year by five police personnel, including the police station in-charge and sub-divisional police officer, in Mangawan of MP’s Rewa district. The woman is an accused in a murder case and is now in jail custody. She made the allegation before an additional district judge and a team of lawyers when they had gone to inspect the prison on October 10. The district judge then ordered a judicial inquiry and wrote to the Rewa SP Rakesh Singh to take action. The SP said he was yet to get the letter. The woman says she was raped between May 9 and May 21, while police say she was arrested on May 21. The woman alleges she was kept in the lock-up and raped by the SDOP, police station in-charge and three constables. A female constable had protested but was rebuked by her seniors, she told the legal team in prison on October 10. Under Supreme Court orders, legal teams routinely visit female inmates in prison and submit reports. “When we asked why she hadn’t spoken up earlier, she said she had told the warden three months ago,” said advocate Satish Mishra, who was part of the legal team. The warden acknowledged that the detainee had told her about the gangrape. “Her statement was recorded by additional district judge and placed before the chief judicial magistrate, who then submitted it to the district judge. On October 14, the judge ordered a judicial probe and wrote to the SP,” president of Rewa district bar association, Rajendra Pandey, told TOI on Sunday.||http://timesofindia.indiatimes.com//india/mp-woman-alleges-gangrape-by-five-cops-for-10-days-in-lock-up/articleshow/78738998.cms||---
October 19, 2020||India||Peaceful LAC bare minimum for stable China ties: India||NEW DELHI: As Indian and Chinese troops continue to maintain their mountain vigil, India has signalled to China repeatedly in the past few days that the minimum requirement for stable relations is a peaceful border. Speaking to former Indian ambassador to China Gautam Bambawale at an online event, foreign minister S Jaishankar said: “It is not our position that we should solve the boundary question. We understand that it is a very complicated and difficult issue. There have been many negotiations at different levels... That is a very high bar for a relationship... I am talking about a much more basic bar which is that there must be peace and tranquillity along the LAC in the border areas and that has been the case since the late 1980s.” The minister’s remarks come even as the two sides remain entrenched in their respective positions on the heights in eastern Ladakh. “Now, if peace and tranquillity is deeply disturbed, then obviously there will be an impact on the relationship and that is what we are seeing,” Jaishankar said. While both sides work on disengagement protocols amid a big trust deficit, there are two views within the Indian national security establishment. One set of opinions is there may be some modest disengagement in November, with the Chinese side returning to the heights next spring. The second believe China will continue to press India on the LAC because China wants to change the ground position, . But both views agree on one thing — the LAC in eastern Ladakh will now be forever manned by Indian troops, making it another Siachen-like situation. At least until a border agreement is reached.||http://timesofindia.indiatimes.com//india/peaceful-lac-bare-minimum-for-stable-china-ties-india/articleshow/78739099.cms||---
October 19, 2020||India||Ujjain hooch toll at 13; one SP suspended and another shunted||BHOPAL: A day after two constables were arrested for the hooch deaths in Ujjain, Madhya Pradesh CM Shivraj Singh Chouhan on Sunday ordered the transfer of Ujjain SP Manoj Singh and ASP Rupesh Dwivedi and the suspension of city SP Rajnish Kashyap. The CM issued the orders during a law-and-order review meeting in which additional chief secretary-home Rajesh Rajora, who is leading an SIT probe into the case, briefed him on the developments. Singh has been replaced by Sathyendra Kumar Shukla, who was Shahdol SP. Awdesh Goswami, SP PTS-Indore, is being moved to Shahdol. Singh’s new posting is AIG police headquarters, Bhopal. The three prime accused — Yunus, Gabbar and Sikandar — were employees of Ujjain Municipal Corporation and have since been sacked. The SIT is probing the tragedy, in which 13 labourers died after drinking a concoction named Jhinjhar. Another person died while being treated at a hospital on Sunday, taking the toll to 14. Police, however, put the number of deaths at 12 on the basis of autopsy reports. Chouhan expressed serious concern at the deaths and ordered a statewide crackdown on the mafia involved in such illegal activities.||http://timesofindia.indiatimes.com//india/ujjain-hooch-toll-at-13-one-sp-suspended-and-another-shunted/articleshow/78739231.cms||---
October 19, 2020||India||Twitter location tag pins J&K as a part of China||NEW DELHI: Twitter landed in a controversy on Sunday after the location tag in a live broadcast showed Jammu and Kashmir as a part of China. The microblogging site’s lapse was brought to attention by national security analyst, Nitin Gokhale, who went live from Leh’s popular war memorial, Hall of Fame, around 12pm. TOI reached out to Twitter for a comment over phone and email, but did not get a response till the filing ofthis report. “Twitter folks, I just did a live (sic) from Hall of Fame. Giving Hall of Fame as the location and guess what it is saying Jammu & Kashmir, People’s Republic of China! Are you guys nuts?” Gokhale wrote on his verified handle. According to lehladakhindia.com, “Hall of Fame is a museum constructed by the Indian Army in memory of the brave Indian soldiers who laid down their lives defending the motherland in the Indo-Pak wars. The Hall of Fame museum is located on the Leh-Kargil Road, about 4km from the city of Leh.” Following Gokhale’s tweets, other users also tried to go live on the microblogging platform by tagging their location as Leh, and Twitter showed it to be a part of China’s territory. “So @Twitter has decided to reconfigure geography and declare Jammu & Kashmir as part of People’s Republic of #China. If this is not a violation of #India laws, what is? Citizens of India have been punished for far less. But US Big Tech is above the law?” asked Kanchan Gupta of Observer Research Foundation while tagging IT minister @rsprasad. Other users demanded action against Twitter for “disrespecting” the Indian map. Watch Twitter shows Jammu and Kashmir as part of China||http://timesofindia.indiatimes.com//india/twitter-location-tag-pins-jk-as-a-part-of-china/articleshow/78739074.cms||Anam Ajmal
October 19, 2020||India||Covid-19: Certain districts in some states witnessing community transmission, govt says||NEW DELHI: Health minister Harsh Vardhan on Sunday said certain districts in some states are witnessing community transmission but it is “not happening across the country”. “In different pockets across various states, including West Bengal, community transmission of Covid-19 is expected to occur, especially in densely populated areas. However, this is not happening across the country. Community transmission is limited to certain districts, occurring in a limited number of states,” Vardhan said responding to a question during his social media interaction 'Sunday Samvaad'. Read AlsoIndia can check pandemic by Feb-end: Expert panelThe number of active, symptomatic Covid-19 cases in India has already peaked at around 10 lakh on September 17, a government expert committee’s report said on Sunday. The cumulative total cases may reach 1.06 crore, with negligible growth by the end of February, thereby signalling a consistentThe response was with reference to West Bengal CM Mamata Banerjee’s remark that there are instances of community transmission in her state. The participant asked the health minister which are the states that have witnessed community transmission of the viral disease. The Centre has so far maintained that there is only localised community transmission limited to some areas that are reporting clusters of cases as most of the case burden is still limited to certain states and districts. It has said that containment strategies are intended to limit the localised transmission. Around 79% of 61,871 new cases were detected from 10 states on Saturday. Similarly, while the total active caseload in the country has dropped below 8 lakh, only three states —Maharashtra, Karnataka and Kerala — have more than 50,000 active cases each. Watch Only localised community transmission across country, in certain districts: Health minister||http://timesofindia.indiatimes.com//india/no-community-transmission-across-country-only-in-certain-districts-health-minister/articleshow/78739725.cms||---
October 19, 2020||World||How Modi would have won in a US-like system||What would have happened if India had a US-like presidential system?Prime Minister Narendra Modi won two consecutive Lok Sabha elections on the back of political campaigns that were largely presidential in nature. In both 2014 and 2019, the BJP ran aggressive campaigns inspired by the US presidential-style of politicking and turned Modi's national popularity into its primary poll plank. But what if Modi were to be elected through a US-like system? Here's a thought experiment... How elections work in India and US Both India and the US follow the first-past-the-post (FPTP) election model. This means that a candidate with the highest number of votes wins the election. However, the process to win the national elections is different in both the democracies. While in India, a party has to win a majority in the Lower House to be able to form the government, the US has separate elections for the presidency and House of Representatives. This means that a US president can stay in power even without a majority in the House of Representatives, which is the case with Donald Trump right now. In comparison, the central government in India would collapse if it doesn't enjoy a majority in the Lok Sabha. However, the Upper House majority does not impact the stability of the government in both the nations. In India, each state is divided into constituencies and each constituency is represented by a member of Parliament. It has a total of 543 Lok Sabha constituencies spread across 28 states and 8 Union Territories. When Indians vote in a general election, they pick an individual from a list of candidates fielded by different parties to represent their respective constituencies. The party which wins the majority of the Lok Sabha constituencies (current majority mark is 272) gets to form the government. In the US presidential system, each of the 50 states is allocated a certain number of electoral votes that is determined largely by the size of its population. Hence, a populous state like California which has close to 39 million people has as many as 55 electors while a smaller state like Alaska which has just around 700,000 residents has three electors. These electors make up the electoral college which comprises a total of 538 members. An absolute majority of at least 270 electoral votes is required to win the election in the US. On election day, the voters cast their ballot in favour of a presidential candidate but are technically voting for an elector who in turn elects the President. The 'winner-takes-all' methodAll the states in the US - except Maine and Nebraska - follow the "winner-takes-all" method where every electoral vote goes to the candidate who has won the majority in that state. So when Donald Trump secured 47.6% of Michigan's total votes compared to Hillary Clinton's 47.3% in 2016, he got all the 16 electoral votes assigned to the state. Indian states, on the other hand, are not treated as a bloc. The 'winner-takes-all' method applies only at the constituency level. In such a system, it is possible for a party to win a fewer number of seats than its rival despite bagging the majority vote share. What if presidential-style elections were held to elect India's leader?Let's assume that India picks its leader through a US-like model where the 'winner-takes-all' formula is applied to the entire state. In this model, the constituency-level contests are invalid. Thus, an individual constituency can simply constitute an electoral vote (EV). The party which ends up winning the majority vote share in a particular state will bag all the electoral votes assigned to that state. Take Uttar Pradesh's 2019 results. In this system, the NDA would have claimed all of UP's 80 seats, or electoral votes in this case, since it had a majority vote share of nearly 50%. Currently, the NDA has 64 seats in the state. The bare minimumWith the US-style system, a party in India can theoretically win the elections by securing majority in just six major states: Uttar Pradesh (80), Maharashtra (48), West Bengal (42), Bihar (40), Tamil Nadu (39), Madhya Pradesh (29). These six states add up to 278 seats (or EVs) in Parliament, which is higher than the majority mark of 272. Such a possibility exists even in the parliamentary system, but it is next-to-impossible to win every seat in all these states as opposed to simply winning the majority of votes in each one of them. Similarly, a political party in the US would have to win a minimum of 11 states to achieve the same feat. California, Texas, New York, Florida, Pennsylvania, Illinois, Ohio, Michigan, Georgia, North Carolina, and New Jersey add up to exactly 270 electoral votes, which is the majority mark required to win.  !function(){"use strict";window.addEventListener("message",(function(a){if(void 0!==a.data["datawrapper-height"])for(var e in a.data["datawrapper-height"]){var t=document.getElementById("datawrapper-chart-"+e)||document.querySelector("iframe[src*='"+e+"']");t&&(t.style.height=a.data["datawrapper-height"][e]+"px")}}))}(); How would Modi have faredIn 2019, Narendra Modi's NDA alliance would have won the elections with the help of just seven states where it had majority of the votes: Uttar Pradesh (80), Maharashtra (48), Bihar (40), Madhya Pradesh (29), Karnataka (28), Gujarat (26), Rajasthan (25). These states add up to 276 seats (or electoral votes under the US format), which would have ensured a comfortable victory in the elections. The only big states where the NDA had trailed vis-a-vis vote share were West Bengal and Tamil Nadu. While Mamata Banerjee-led TMC grabbed the majority vote share in Bengal, the DMK-led UPA claimed most of Tamil Nadu's votes. But despite this, the NDA would have won 359 electoral votes nationally which is, interestingly, not much higher than its current tally of 353 Lok Sabha seats.  !function(){"use strict";window.addEventListener("message",(function(a){if(void 0!==a.data["datawrapper-height"])for(var e in a.data["datawrapper-height"]){var t=document.getElementById("datawrapper-chart-"+e)||document.querySelector("iframe[src*='"+e+"']");t&&(t.style.height=a.data["datawrapper-height"][e]+"px")}}))}(); And the same is the case with 2014. Modi could have won the elections with the help of the same seven states as his party secured a majority of the votes in all of them. And if we add up the national numbers, the party would have won a total of 390 votes in 2014. This number is significantly higher compared to 2019 because the saffron party would have claimed all the votes in Punjab and Andhra due to the majority vote share in both the states in 2014. Even though the 2014 Lok Sabha elections were held in undivided Andhra which constituted 42 seats, we are counting the vote shares of Andhra and Telangana separately for this exercise since the BJP-TDP combine won a majority vote share only in the Seemandhra region.  !function(){"use strict";window.addEventListener("message",(function(a){if(void 0!==a.data["datawrapper-height"])for(var e in a.data["datawrapper-height"]){var t=document.getElementById("datawrapper-chart-"+e)||document.querySelector("iframe[src*='"+e+"']");t&&(t.style.height=a.data["datawrapper-height"][e]+"px")}}))}(); While one could argue that presidential-style elections in India would be fought differently and will feature a strong opposition contender, it is important to note that the "Modi factor" did play a big role in all the aforementioned states and helped the BJP grab the larger piece of the vote share pie despite challenges from political bigwigs. Thus, it won't be far-fetched to assume that the BJP would hold an advantage in these 7 states even in a presidential-style voting. In fact, there are several other states like Haryana, Delhi and Jharkhand where a presidential-style campaign helped the BJP dominate the polls in both 2014 and 2019. Such states would have given the party a considerable edge in this format.||http://timesofindia.indiatimes.com//world/us/us-presidential-elections/how-modi-would-have-won-in-a-us-like-system/articleshow/78739753.cms||Armaan Bhatnagar
October 19, 2020||India||Living standard, not income, key to fixing poverty line: Govt paper||NEW DELHI: The future definition of poverty line cannot be the subsistence level income required by an individual but will have to factor in living standards that encompass facilities like housing, education and sanitation among others, a working paper on poverty released by Union rural development ministry notes. Besides, the paper says that the coronavirus pandemic has “underscored the criticality of certain essentials — access to quality healthcare, education and awareness, water and sanitation facilities, adequate nutrition and the need for living spaces where social distancing can be practiced.” Interestingly, it says that World Bank has classified India as a lower middle-income country with poverty line at the consumption level of Rs 75 per person per day— a figure higher than India’s present marker. “Over time, India will need to adjust to the new reality of the transition to a lower middle-income country in which poverty does not mean living at the edge of hunger but, rather, lack of income to take advantage of the opportunities thrown up by a growing economy,” the paper notes. Written by Seema Gaur and N Srinivasa Rao, principal economic advisor and economic advisor to the department of RD, respectively, the academic paper traces the history of poverty measurement in the country over decades and the controversies that have dogged the process because of its tricky nature. A row had erupted over the Tendulkar poverty line which was said to be pegged too low. However, the paper concludes that a “poverty line” is essential for the policy makers to have an objective number around which to work as also to measure the progress in combating deprivation. It says that notching an average annual GDP growth rate of 8% is critical to the strategy of attacking poverty by creating jobs. The RD ministry plays a key role in measuring and combatting poverty, being the authority on socio-economic caste census, which is the present barometer for identifying deprived households as also the executor of major poverty alleviation programmes. While underlining that global reports have asserted that India was moving the fastest in fighting poverty, the paper says “Progress in poverty reduction and improvement in the socioeconomic indicators in India has been marked by substantial inequalities. Poverty is concentrated both spatially and among social and economic groups.” Watch Living standard is key to fixing India’s poverty line||http://timesofindia.indiatimes.com//india/not-just-income-use-edu-housing-to-define-poverty-minister/articleshow/78739787.cms||Subodh Ghildiyal
October 19, 2020||India||Newspapers ‘completely safe’ during Covid: Vardhan||NEW DELHI: Health minister Harsh Vardhan on Sunday said reading newspapers was “completely safe” during the Covid-19 pandemic. Rekindling the joy of having morning tea with the daily newspaper, Vardhan said there was no scientific evidence to prove that novel coronavirus transmission could happen via newspapers. “Reading newspapers is completely safe even during the Covid-19 pandemic,” Vardhan said during his weekly social media interaction. Health experts and researchers have also dismissed rumours that coronavirus infection could spread through newspaper delivery and said it was highly unlikely. Recently, information and broadcasting minister Prakash Javadekar said distribution of newspapers should not be curbed or restricted.||http://timesofindia.indiatimes.com//india/newspapers-completely-safe-during-covid-vardhan/articleshow/78739842.cms||---
October 19, 2020||India||Modi to come face-to-face with Xi & Imran during SCO summit on Nov 10||NEW DELHI: At a time relations with China and Pakistan remain in a freefall, PM Narendra Modi will square off with both President Xi Jinping and PM Imran Khan at the SCO summit which Russia will host virtually, as Indian officials confirmed, on November 10. As has been reported earlier, Modi and Xi will also come face to face at the BRICS virtual summit on November 17. Because of the vastness and complexity of the SCO agenda, Russia was keen to have a physical summit of the Eurasian group but, like with BRICS, that proposal too was scuttled by the Covid-19 threat. With its focus on security and other political issues, SCO is a lot more important forum for India to underscore its concerns on issues like terrorism and the need for all to respect sovereignty and regional integrity in any connectivity initiative. The November 10 summit will also for the first time see Modi and Xi together since the ongoing India-China military standoff was first reported in May. The 2 countries are expected to hold another round of military talks for border disengagement and de-escalation this week, although there's been no sign of a breakthrough despite 7 such meetings in the past few months. While strongly denying that it is looking to mediate in the Sino-Indian dispute, Russia has maintained that the SCO forum can always be used by member-states to build mutual trust and confidence. However, the fact that the summit this year has been reduced to a virtual meeting precludes the possibility of a bilateral meeting between Modi and Xi. The SCO summit last year in Bishkek saw the 2 leaders asking the Special Representatives in a "substantive" bilateral meet to expedite the border talks for achieving a "fair, reasonable and mutually acceptable solution". With Khan also present, sources said Modi is likely to again forcefully spell out India's concerns over cross-border terrorism. The Bishkek summit saw Modi calling upon all "humanist forces" to get out of their narrow realms and work together against terrorism. Modi is again likely to call for holding accountable countries which aid, support and provide financial assistance to terrorists. Significantly, India itself has to host a meeting of the SCO heads of government in late November. While the government has already said it will invite Khan for the meeting, the government is yet to decide if the meeting will be held physically. In the November 10 summit, Modi will also underline India's support to the ongoing peace process in Afghanistan, the first ever direct engagement between the Taliban and the government in Kabul. India sees a peaceful Afghanistan as an important factor for the stability and security in the SCO region and, as Modi said in Bishkek, India's aim is to support the efforts of the government and the people of Afghanistan for an "Afghan-led, Afghan-owned and Afghan-controlled inclusive peace process".||http://timesofindia.indiatimes.com//india/modi-to-come-face-to-face-with-xi-imran-during-sco-summit-on-nov-10/articleshow/78739847.cms||Sachin Parashar
October 19, 2020||India||Phones fail to show Arunachal weather, Xiaomi calls it glitch||NEW DELHI: Chinese phone major Xiaomi was caught in a controversy after users reported on social media that the company’s smartphones were not displaying weather for Arunachal Pradesh. The company blamed “technical error” for the issue, and said “the same has been fixed”. The confusion around Arunachal comes at a time when India and China are engaged in a border dispute. The display of Arunachal on the map has also been a contentious matter. Xiaomi was caught in the cross-fire after its users posted on the social media that the company’s smartphones were not displaying weather for Arunachal Pradesh. The company’s Indian subsidiary Mi India clarified that the issue cropped up owing to a technical error in its app. “At Mi India, we take great pride in the love and trust that our fans and consumers across the country have bestowed on us. We would like to clarify that the weather app on our devices uses data from multiple third-party data sources and we understand that for many locations, the weather-related data is not available on the current app. This is a technical error on our application,” the company said. The statement, that came early in the day before the issue was resolved, also said that Mi India is working on improving the app to get the best experience for our users. “As always, we are committed to India to provide them with the best user experience.” Towards the evening, the company said that the matter has been resolved. “There was a technical issue in our weather app that we had identified. The same has been fixed,” a spokesperson for Mi India said.||http://timesofindia.indiatimes.com//india/phones-fail-to-show-arunachal-weather-xiaomi-calls-it-glitch/articleshow/78739855.cms||---
