October 21, 2020||Bengaluru||Smaller venues and restricted footfall for Durga Puja in Bengaluru||For the city’s Bengali population, Durga Puja was always a grand affair, celebrated at multiple venues. This year, though, will be a marked departure from all that grandeur, what with restrictions in place owing to the ongoing pandemic. Priyanka Sinha Roy, core committee member of the Bengali Association for the Residents of Sarjapur and HSR-layout Area (BARSHA), says, "Until last years, the puja venue used to be the BBMP playground that could accommodate 15,000 people at any given time. This year, we have chosen the Sidhartha Convention Hall at HSR Layout and are looking at not more than 50-100 people per slot." Mayukh Patra, Secretary of Harmony Cultural Welfare Association adds, "We are also going for a closed door event at the Bharat Sevashram Sangha in Jakkur, which can accommodate 100 people only." Aninda Chatterjee, President of Utsav says that they have shifted from their big venue in JP Nagar to a smaller hall in Bilekahalli, where only a maximum of 100 people will be allowed at a time. Not everyone has changed venues, though, and those who haven’t have instead scaled down the festive atmosphere. Achintya Lal Roy from Bengaluru Durga Puja Committee says, "This year we have gone for a smaller hall at the Manpho Convention Center, with entry restricted to people by invitation and registration only. Apart from the standard precautions, everyone entering the venue needs have the Arogya Setu app as per the BBMP directive." Anshuman Sarkar, joint secretary of Spandan Cultural Association at Begur, says puja will be on only one floor of the convention hall they usually conduct it at. "The venue is the same, but we are not renting the entire premises. This time it is only one floor for the ghat or Kalash Puja," he says. SOPs to be followed at the PujaFOR THE PUJA OR PUSHPANJALI- No more than 50 people to gather during prayers; social distancing to be followed - Staggered entry with tokens allotting time slots for members - No usage of flowers and water during prayer - Sweet boxes, fruits and other offerings from outside the venue are prohibited - Distribution of fruits, flowers is prohibited FOR THE COMMUNITYLUNCH-No more than 100 people at a time - Public queue for prasadam prohibited - Staggered entry with tokens allotting time slots for members FOR THE CULTURALPROGRAMMES- All cultural programmes to be streamed online AT THE FOOD STALLS- No more than four food stalls at a venue - Food should be served hot - Sale of cold drinks is prohibited - Sindhur Khela restricted to only 10 members at a time - No more than 10 members at a time for visarjan or Debi boron||http://timesofindia.indiatimes.com//city/bengaluru/smaller-venues-and-restricted-footfall-for-durga-puja-in-bengaluru/articleshow/78773935.cms||Joyeeta Chakravorty
October 21, 2020||Mysuru||Despite being a low-key celebration, Mysuru lights up for Dasara||The illuminated Mysore palace, main thoroughfares and major streets of Mysuru are a sight to behold during Dasara festivities. Owing to the pandemic, as Dasara is being celebrated in a simple way this year, only a stretch of 50 kms of road has been illuminated, compared to the 70 kms last year. This stretch will remain illuminated only for two hours, between 7 pm and 9 pm.  According to the officials of Chamundeshwari Electricity Supply Corporation, the electricity consumption per night is 5,000 units. In key junctions, the lighting has been designed to create awareness about COVID-19. The city will be illuminated for 10 days, ending on October 26. Tourists can be seen driving through the main thoroughfares of the city to enjoy the lighting. The insignia lighting which depicts Mahatma Gandhi, Ambedkar, Eiffel Tower, KRS and Palace have been erected in different parts of the city.  On Saturday morning, Naada Habba Mysuru Dasara kicked off on a low-key note atop Chamundi Hills. This festival was inaugurated by cardiologist Dr CN Manjunath, who said, “For the first time, someone from the medical field has been given the opportunity to inaugurate the Dasara festival, which this year, is being held in honour of the Corona warriors.” The festival will culminate on October 26 with the popular Jamboo Savari. Mysuru’s popular tourist destinations Chamundi Hills, Mysore Palace, Sri Chamarajendra Zoological Gardens and Nanjangud Temple will be opened for visitors during this time.||http://timesofindia.indiatimes.com//city/mysuru/despite-being-a-low-key-celebration-mysuru-lights-up-for-dasara/articleshow/78772602.cms||Vinay Lokesh
October 21, 2020||Chennai||Sanitisers, masks find a place in this year’s kolu thamboolam||Celebrating Navratri amid pandemic is a new experience, but that hasn’t dampened the spirit of Chennaiites. From limiting their guest list to doing virtual kolu visits, people have found new ways to ring in the festivities. Among them is the inclusion of sanitisers and face masks in the kolu thamboolam! Sunitha Vaidy, a teacher, says that this is the need of the hour. “We need to adapt to the new normal, right? Instead of the usual gift items, I felt giving masks and sanitisers would be useful. I am anyway calling only a few people this year. So, I ordered a bunch of good-quality cloth masks, which are reusable, and a pocket sanitiser,” she says. Nirmala Ramesh, a homemaker, adds, “I used to give blouse pieces as part of thamboolam, but not everybody uses them. In fact, they get passed on to others! This time, I wanted to give something that is of use to people. So, I added a five-layer mask and sanitiser kit to the thamboolam, along with vethala-paaku, kumkumam and turmeric.” The idea behind including masks and sanitisers is to also reiterate that the pandemic is still not over and we should continue to take precautions. “When you step out, you will invariably find 20 per cent of the population walking around without masks. Sanitisers and masks are essentials now, and you are definitely bound to buy them over and over again. So, we decided to give our guests N95 masks and herbal sanitisers. We also ensure that whoever is coming inside our home is wearing masks; they sanitise themselves at the entrance,” says Kavya Raj, who works in the healthcare sector. Cloth masks, scarf masks and reusable bags in the list!Fashion designer Niketa Shah has been busy making cloth masks from leftover fabrics for her customers, who are using them as part of their thamboolams. “I started making them casually when the pandemic began. But soon, word spread and people have been ordering these masks in bulk. From embroidered ones to three-layer reversible cloth masks, the demand is high this time,” says Niketa. Some of them have ordered scarf masks as kolu gifts, too, she says. “Scarf masks are in now!” she says, adding, “To avoid plastic use, many are buying reversible cloth bags and pouches as well. Some have even enquired about cloth gloves.”||http://timesofindia.indiatimes.com//city/chennai/sanitisers-masks-find-a-place-in-this-years-kolu-thamboolam/articleshow/78769704.cms||Sharanya CR
October 21, 2020||India||Centre considering removing plasma therapy from Covid-19 clinical management protocol||NEW DELHI: The Centre is considering to remove convalescent plasma therapy from the national clinical management protocol for COVID-19, a top ICMR official said on Tuesday. Presently, the use of off-label convalescent plasma for treating COVID-19 patients in the moderate stage of the illness is allowed under "investigational therapies". However, a randomised controlled trial, led by the Indian Council of Medical Research (ICMR), on 464 patients in 39 hospitals in 25 districts across 14 states and UTs has shown that plasma therapy does not reduce mortality or prevent progression of COVID-19 from moderate to severe. At a press conference, ICR Director General Balaram Bhargava said, "We have had discussions in the national taskforce and we are in discussion with the joint monitoring group that this (convalescent plasma therapy) may be deleted from the national guidelines. The discussion is ongoing and more or less we are reaching towards that." He was responding to a query on continued use of plasma therapy despite the ICMR-led controlled trail revealing otherwise, the result of which has been public. The 'open-label parallel-arm phase II multicentre randomized controlled trial' (PLACID Trial) was conducted between April 22 to July 14 to investigate the effectiveness of convalescent plasma for treatment of COVID-19. The therapy involves taking anti-bodies from the blood of a person who has recovered from COVID-19 and transfusing those into a COVID-19 patient to help kickstart the immune system to fight the infection. On the interim results of WHO Solidarity Trial indicating four repurposed drugs for COVID-19, including remdesivir and hydroxychloroquine, have little or no effect on reducing mortality, initiation of ventilation and duration of hospital stay, Bhargava said debate and discussion were ongoing at the National Taskforce and at the Joint Monitoring Group, and advisories would be issued accordingly. "WHO solidarity trial is a 30-country trial in which India has been a participant. Interim results of this have been put on a website, which has not yet been peer-reviewed. "However, we find that these drugs are not performing as we had expected. Debate and discussion are ongoing at the National Taskforce and Joint Monitoring group and we will take into cognizance the results of this trial and issue advisories accordingly," he said. Remdesivir, hydroxychloroquine, lopinavir/ritonavir and interferon regimens were tested in 405 hospitals of 30 countries covering 11,266 adults to look into the effects of these treatments on overall mortality, initiation of ventilation and duration of hospital stay. The trial was conducted from March 22 to October 4. "Remdesivir, Hydroxychloroquine, Lopinavir and Interferon regimens appeared to have little or no effect on hospitalized COVID-19, as indicated by overall mortality, initiation of ventilation and duration of hospital stay," the study which appeared on medRxiv, a preprint server, on October 15 said. The trial findings are set to be published in the British Medical Journal.||http://timesofindia.indiatimes.com//india/centre-considering-removing-plasma-therapy-from-covid-19-clinical-management-protocol/articleshow/78776360.cms||---
October 21, 2020||Goa||Delhi High Court allows Anwar to play till AIFF decision||Panaji: The Delhi High Court has allowed Anwar Ali to join a club and play football, until the All India Football Federation’s medical committee decides otherwise. The court passed its order on Tuesday while hearing a petition filed by the India defender challenging the AIFF's directive barring him from playing. Anwar, 20, has a congenital heart condition which some experts have said poses a risk to his life, if he continues with competitive football. “The court said the AIFF letter (issued on September 7) which asked him not to play will no longer prevent him from playing till the medical committee decides. If the committee decision goes against Anwar, then we are at a liberty to challenge that verdict,” Anwar’s lawyer, Amitabh Tewari, told TOI on Tuesday. The AIFF panel will take a decision in three or four weeks. While previously the committee had decided against allowing Anwar to play competitive football – with advice from the AFC medical council– the footballer’s case has been helped by Professor Sanjay Sharma, chairman of the Cardiology Consensus Panel for England’s Football Association. Sharma told the AIFF’s medical council that the former Indian Arrows defender should be allowed to play, if he is keen, and accepts the small risk of potentially serious arrhythmias. A reputed member of the European Society of Cardiology, Sharma said recent recommendations published by the ESC on August 29, 2020, are more liberal and suggest that it may be reasonable for some affected individuals with morphologically mild disease to participate in high intensity exercise provided they were asymptomatic, had a low ESC risk profile and did not have left ventricular outflow obstruction 30 mm Hg. Sharma’s opinion is vital in this case, particularly since he oversees the cardiovascular screening programme for Youth Academy players of the 92 clubs affiliated with the FA in England.||http://timesofindia.indiatimes.com//city/goa/delhi-high-court-allows-anwar-to-play-till-aiff-decision/articleshow/78776624.cms||Marcus Mergulhao
October 21, 2020||Goa||Goa include young Mohit, Ruthvik among probables||Panaji: Goa under-19 allrounders Mohit Redkar and Ruthvik Naik have found a place among the probables for the Ranji Trophy this season. Apart from Mohit and Ruthvik, under-23 players Ishan Gadekar, Nihal Surlakar and Samit Mishra also made the cut following their good show in age group tournaments. The Goa Cricket Association is planning to start training from early November after BCCI president Sourav Ganguly said that the much-awaited domestic cricket season will start from January 1 with the Ranji Trophy. "We need a minimum of two months to prepare for the season. If it is a full-fledged season, we need to go through various aspects of cricket drills, not to forget the government and BCCI guidelines," said Prakash Mayekar, GCA’s director of coaching and cricket operations. GCA includes promising newcomers among the probables where they are judged whether they are ready for the big move. "GCA has taken a collective decision. We must go through a fitness test, have to take consent from the players. We will carry out Covid-19 tests too. Due to the pandemic, we are going to start training in batches of four or five players, keeping safe distance," he said. Probables: Amit Verma, Ashok Dinda, Eknath Kerkar, Amogh Desai Snehal Kauthankar, Sumiran Amonkar, Suyash Prabhudesai, Vaibhav Govekar, Adithya Kaushik, Deepraj Gaonkar, Samar Dubhashi, Rajshekar Harikant, Keenan Vaz, Darshan Misal, Felix Alemao, Heramb Parab, Lakshay Garg, Vijesh Prabhudesai, Abhilash Raikar, Malik Sirur, Shubam Desai, Vedant Naik, Vishwambar Kahlon, Amulya Pandrekar, Srinivas Fadte, Harshad Gadekar, Ishan Gadekar, Nihal Surlakar, Samit Mishra, Mohit Redkar, Ruthvik Naik||http://timesofindia.indiatimes.com//city/goa/goa-include-young-mohit-ruthvik-among-probables/articleshow/78776687.cms||Paresh Mokani
October 21, 2020||India||Top Covid-hit states see fewer infections; active cases below 7.5 lakh||NEW DELHI: Except West Bengal where cases increased slightly, all other states in the top 10 category contributing to the country’s caseload showed a decline in new cases on Monday as compared to previous day even as Chhattisgarh replaced UP among the high burden states reporting fresh cases. For the first time in nearly three months, less than 50,000 new cases of Covid-19 were detected while daily testing also rose to over 10.32 lakh samples on Monday as compared to less than 10 lakh samples tested during three previous days.  !function(){"use strict";window.addEventListener("message",(function(a){if(void 0!==a.data["datawrapper-height"])for(var e in a.data["datawrapper-height"]){var t=document.getElementById("datawrapper-chart-"+e)||document.querySelector("iframe[src*='"+e+"']");t&&(t.style.height=a.data["datawrapper-height"][e]+"px")}}))}(); Powered by the drop in new cases and rising number of recoveries among patients, active cases also declined fur ther to below 7.5 lakh, comprising less than 10% of the total Covid-19 load so far.  !function(){"use strict";window.addEventListener("message",(function(a){if(void 0!==a.data["datawrapper-height"])for(var e in a.data["datawrapper-height"]){var t=document.getElementById("datawrapper-chart-"+e)||document.querySelector("iframe[src*='"+e+"']");t&&(t.style.height=a.data["datawrapper-height"][e]+"px")}}))}(); On Monday, 46,790 people tested positive for the disease. This is the lowest number of daily Covid-19 cases reported since 26 July. The new cases were 47,703 on July 27, after which it had remained above 50,000 for 84 days. While a total of more than 9.6 crore samples have been tested in the country so far, the total number of confirmed cases in India now stands at 75,97,063. The cumulative positivity now stands at 7.9%, whereas the weekly average is 5.9%. On Monday, the positivity rate was recorded at 4.5% — lowest since June. Improved numbers have raised hopes that the rate of infection may be slowing. Watch Covid-19: Most worst-hit states improve; active cases below 7.5 lakh||http://timesofindia.indiatimes.com//india/top-covid-hit-states-see-fewer-infections-active-cases-below-7-5-lakh/articleshow/78778321.cms||Sushmi Dey
October 21, 2020||India||No witness so far to contest cops’ version of Vikas Dubey killing: SC panel||NEW DELHI: Four months after the Supreme Court appointed the Justice Chauhan Commission to inquire into UP police’s encounter killings of gangster Vikas Dubey and his associates, the panel has found it intriguing that no eyewitness has so far deposed to contradict the police version of the encounters. Within a week of the July 3 ambush of a police raid party by Dubey and his criminal gang in Bikru village near Kanpur, police had killed Dubey and his associates in five encounters. The SC had on July 22 set up the panel headed by former SC judge B S Chauhan, former Allahabad HC judge S K Agarwal and former UP DGP K L Gupta and asked it to submit its report to the court within two months, which was extended by one month. The panel visited all five encounter sites and tried to talk to people in search of eyewitnesses. “Despite repeated advertisements issued by the commission inviting witnesses to come forward and tell their version, it has at best evoked lukewarm response,” a source told TOI. What intrigued the commission was that though several elec tronic media teams tailed the police convoys transferring Dubey from Ujjain to Kanpur and telecast news reports raising doubts about the veracity of the police version of the encounter, “not a single mediaperson has so far come to depose before the panel”. “Even Dubey’s relatives have not come forward to give their statements before the panel. So far, it is mostly the police witnesses who have narrated the sequence of events leading to the encounter on July 10,” the source said. One factor could be the heavy rain on that day, restricting movement of people at the en counter site. It could also be because of Covid-19 that people mostly remained indoors. The fact-finding work of the commission was also impeded as first Justice Agarwal was indisposed and then Justice Chauhan underwent a procedure, which required them to be confined to their homes. The Lucknow-based commission of inquiry will be moving the SC seeking another extension of time for completion of the task. On July 22, a bench of Chief Justice S A Bobde, and Justices A S Bopanna and V Ramasubramanian had ordered, “The commission shall submit a report to this court and the state governmentwithin a period of two months.” While appointing the commission of inquiry, the SC had directed that “the special investigation team already constituted by the state government would be free to inquire into any of the related incidents which are the subject matters of this case”.||http://timesofindia.indiatimes.com//india/no-witness-so-far-to-contest-cops-version-of-vikas-dubey-killing-sc-panel/articleshow/78778644.cms||Dhananjay Mahapatra
October 21, 2020||India||Will review Punjab bills, says Centre; Congress seeks quick nod||NEW DELHI: Union agriculture minister Narendra Singh Tomar on Tuesday said the Centre will review the farm bills passed by the Punjab assembly and take suitable action in the interest of the country’s farmers. “There could not be any legislation equivalent to the bills passed by Parliament in terms of ensuring welfare of farmers. However, state assemblies can pass such bills. I have heard that the Punjab assembly has passed three bills on the same subject. Once these bills reach the Centre, the government will review these bills and take suitable action in the interest of farmers,” Tomar told reporters. After a marathon five-hour discussion, the Punjab assembly on Tuesday, unanimously passed bills to negate the Centre’s three farm laws. The legislation was backed by opposition parties, including SAD, AAP and MLAs of Lok Insaaf Party even though BJP did not take part in the proceedings. Tomar said the Modi government has been making concerted efforts to empower the country’s farmers and steps like increasing profit under MSP by 50% were taken in this direction. This came even as Congress urged BJP-led government at the Centre to provide a quick clearance to the bills brought by Punjab, adding they presented a window to the Modi government to make up for its recent actions that have infuriated the farmers across the country. Addressing a press conference, spokesman Abhishek Singhvi and Punjab finance minister Manpreet Badal said, “These bills give the BJP and the PM another chance to rectify their historic blunder. Not giving them a Presidential assent will expose the BJP and the PM further.” Badal said all state MLAs cutting across party lines had urged the Punjab governor to sign the bills into Act without delay.||http://timesofindia.indiatimes.com//india/will-review-punjab-bills-says-centre-congress-seeks-quick-nod/articleshow/78778672.cms||---
October 21, 2020||India||PLA soldier to be freed 'after due process' in 'a few days': Army||NEW DELHI: The Indian Army on Tuesday said that it would take another “few days” to release the Chinese soldier who was apprehended after he inadvertently crossed over into Indian territory in the Demchok sector of eastern Ladakh on Monday. The Army said there was “laid down protocol and due process” that was followed in such cases. “The Chinese soldier, Corporal Wang Ya Long, is fine after receiving medical assistance. He is also being questioned by Chinese language experts, even though there does not seem to be any espionage angle,” an officer said. “He will be handed over to the People’s Liberation Army (PLA) at the ChushulMoldo border point after the formalities are completed, as per the protocol, within the next few days,” he added. Earlier in the day, the Chinese foreign ministry spokesperson in Beijing said Wang was helping local herdsmen find their yaks when he went missing. “The Indian side promised support and promised to return the soldier in time after medical checks. We hope it will stick to its commitment and return the soldier at an early date,” the spokesperson said. The PLA soldier, who had his identity card in his pocket and belongs to Shangxizhen town of central Zhejiang province in China, was disoriented when he was taken into custody by Indian troops in the Demchok sector, as reported by TOI on Monday. The incident took place when India and China are preparing for the eighth round of corps commander-level talks later this week.||http://timesofindia.indiatimes.com//india/pla-soldier-to-be-freed-after-due-process-in-a-few-days-army/articleshow/78778712.cms||---
October 21, 2020||India||Punjab passes bills against farm laws||CHANDIGARH: Punjab became the first state in the country to legislatively counter Centre’s contentious farm laws when its assembly unanimously passed on Tuesday three agriculture bills, along with another bill protecting the state’s farmers from attachment of their land hol ding up to 2.5 acres in any recovery proceeding by any court in the state. The assembly also passed a unanimous resolution seeking immediate annulment of the Centre’s three agri-marketing laws and promulgation of a new law to protect minimum support price (MSP) and ensu re continuance of procurement of foodgrains by the Centre through FCI and other agencies.The four bills, tabled by CM Captain Amarinder Singh, were passed by a voice vote with the two BJP MLAs skipping the special session. Punjab’s bills essentially seek to amend the provisions of the three central laws and, among other things, provide for imprisonment of not less than three years and fine for a person who “harasses/ compels a farmer to sell his agricultural produce below MSP”. Seeking to protect the interest of farmers, farm labourers and those engaged in ancillary and incidental activities related to production, sale and marketing of agricultural produce, the amendments ensure that no sale or purchase of wheat or paddy shall be valid unless the price paid for it is equal to or greater than the MSP. Punjab’s bills also restore the primacy of Agriculture Produce Market Committee Act over the central legislations. They also protect consumers from hoarding and black marketing of agricultural produce. Later, Amarinder led an all-party delegation, without the BJP, to Raj Bhawan and presented governor VP Singh Bandore a copy of the four bills and the resolution passed by the assembly. “If the constitutional head fails to sign the four amend ment bills passed in the assembly for the welfare of farmers, the Punjab government is ready to take legal recourse,” the CM said after the meeting. When asked whether Punjab’s confrontation with the Centre could lead to imposition of President’s Rule in Punjab, the CM said, “Let’s wait and see… we will move step-by-step… In case such a situation arises, the Centre would not need to dismiss me as I carry my resignation in my pocket and would give it willingly, rather than compromising on the interests of Punjab and its farmers.” The CM had spoken on similar lines in the assembly: “I am not afraid of resigning. I am not afraid of my government being dismissed. But I will not let the farmers suffer or be ruined,” he said.||http://timesofindia.indiatimes.com//india/punjab-passes-bills-against-farm-laws/articleshow/78778792.cms||---
