October 1, 2020||Bengaluru||Bengaluru poised for a no-frills Durga Puja celebration this year||Every year, Durga Puja is celebrated in a grand manner in Bengaluru. From huge idols, decorated pandals to yummy eats and flea markets, all five days of puja are filled with get-togethers and enthusiasm. None of these will be possible in 2020, though. Blame the pandemic, Durga Puja celebrations are bound to be low-key this year. The government is yet to issue new SOPs. Under normal circumstances, puja preparations usually begin months in advance. But given the rising cases of COVID-19 and hygiene and safety protocols in place, puja committees are still not sure of the scale of festivities this year. “We are hoping to hear the new regulations from the government by October 4, following which we will chalk out a plan accordingly,” says Sweta Chatterjee, core team member of Sarathi Socio Cultural Trust, in Koramangala. Pandals being shifted to smaller spaces; no pushpanjali and bhogConsidering the restrictions, Utsav Durga Puja has been shifted from the JP Nagar to Bilekahalli this year. President Aninda Chatterjee says, “We are opting for a smaller venue, as we have to keep the COVID-19 SOPs in mind.” Adding to that, an Assam Association Bangalore spokesperson says, “Our pujari will come from Kolkata. However, we wouldn’t be conducting pushpanjali and aarti by the devotees, nor will there be any daily bhog or prasad distribution.” Committees say no to big Durga idolsLarge Durga pratimas are the most essential part of the weeklong festivity – from waiting for the arrival of the idol at the pandal to bidding it farewell. This time around, though, several committees have decided not to get big idols. “Instead, we are going for a small Durga idol, made of Ashtadhatu (a combination of eight metals),” says Aninda. “As of now, we are looking at an idol which is two-and-half-foot long. If there will be no idol, then we will do Ghat Puja, an earthen pot that replaces Maa Durga,” adds Nabarun Purkayastha, president of Bangalore Sreehatta Sammeloni. Sanitisation, mask and physical distancing are a mustAccording to Bengalee Association Bangalore’s Achintya Lal Roy, puja celebrations depend solely on the new government guidelines. “We are looking at opening our pandal to the public with all precautionary measures – like sanitisation, the use of masks, restriction on the number of people entering the premise and social distancing.” Durga Puja goes digitalKeeping the Durga Puja spirit alive, albeit in a low-key manner, many committees have already planned a digital puja, this year. “We are planning to do a webcast on our video-streaming portal, website and our social media page. Pushpanjali will also be streamed live for everyone, as there will be limited devotees at the pandal. The evening aarti will also be telecast live along with other cultural performances,” says Aninda. Nabarun adds, “We will also be live-streaming puja this year on our website, as only 15 volunteers will be allowed at the premises. Apart from that, people can enjoy the cultural shows digitally on our platforms.”||http://timesofindia.indiatimes.com//city/bengaluru/bengaluru-poised-for-a-no-frills-durga-puja-celebration-this-year/articleshow/78412934.cms||Joyeeta Chakravorty
October 1, 2020||India||NCRB places Odisha on top in child pornography cases for 2nd year||BHUBANESWAR: Odisha reported the highest number of child pornography cases in the country in 2019 for the second consecutive year, according to the latest statistics released by the National Crime Records Bureau (NCRB) on Wednesday. While Odisha registered 542 child pornography cases (use of child for pornography/storing child pornographic materials under Section 14 and 15 of the POCSO Act) in 2019, Bihar stood second with 164 cases. In 2018, Odisha had registered 333 child pornography cases, the highest in the country. Incidentally, the state was at the seventh position in 2017 for reporting only eight child pornography cases. Police sources said most child pornography cases surfaced following breach of trust or a strained relationship between the accused and victims. In almost all the cases, the accused and the victims were close acquaintances. “After developing intimate relationship with the girls, the accused would cheat them. The accused would click obscene photos of the victims and circulate pornographic material on social media,” S K Swain, a retired deputy superintendent of police, said. Police and child rights activists cite different reasons for the alarming trend. “We cannot tell why other states witnessed less number of cases than Odisha. One possible reason could be that we did not suppress the complaints and registered cases immediately after receiving the complaints. Almost all the cases were solved and the accused put behind bars,” a senior police officer said. Child rights activist Anuradha Mohanty blamed it on the unchecked use of internet and social media by children. “The offence cannot be prevented by police as it is more of a social and familial issue than a law and order problem. Parents and family members have bigger roles to play in preventing this. Social media has its disadvantages. If parents are allowing their children to use internet and social media platforms, they should also ensure that the children do not befriend strangers or watch objectionable content,” Mohanty said. She added that many cases might have gone unreported. “We saw some cases where parents were reluctant to lodge complaints with the police apprehending loss of face in the society. If such cases were reported to the police, other parents would be more careful,” Mohanty said.||http://timesofindia.indiatimes.com//india/ncrb-places-odisha-on-top-in-child-pornography-cases-for-2nd-year/articleshow/78414664.cms||Debabrata Mohapatra
October 1, 2020||India||Its for those against Bengaluru's security to apologise: Tejasvi Surya||BENGALURU: Newly appointed BJP Yuva Morcha chief Tejasvi Surya, MP, on Wednesday virtually rejected the demands for apology over his "Bengaluru terror epicentre" comment which has drawn criticism from opposition parties, saying it has to be tendered by those against the city's security. Bengaluru had given him the identity and those against the city's security should apologise and not him, Surya said adding he was for the safety and security of Bengalurians. The MP, who represents Bengaluru South Lok Sabha segment, had claimed on Sunday that Bengaluru has become an epicentre of terror activities, after requesting Union Home Minister Amit Shah to set up a permanent division of the National Investigation Agency (NIA) in the city. His comments evoked sharp criticism from opposition Congress and JD(S) with former Karnataka chief minister H D Kumaraswamy even calling it an insult to Bengaluru had urged BJP to seek an apology from Surya. "Bengaluru gave me education, food, and made me Parliamentarian.... It has given me an identity in the country....I'm identified as a boy from Bengaluru. It is my place," Survya said when asked by reporters whether he would apologise over his controversial remark. Speaking after visiting the state BJP office for the first time after being appointed as party Yuva Morcha National President, he said, if some one recruiting people for ISIS was arrested in Bengaluru it pained him. "If a mob of two thousand people attacks a police station here for some social media post, it boils my blood," he said, referring to the violence unleashed by a mob here in August. "People who don't want NIA in Bengaluru for the safety of the city, those from Congress who nurtured jihadi organisations like KFD (Karnataka Forum for Dignity), PFI, SDPI while in power by withdrawing cases against them and allowed them to do goondagiri. It is they who have to seek apology from Bengalurians as they are against Bengaluru's interest," he added. He said he had advocated for NIA division in Bengaluru so that it doesn't become a place for terrorists. "Those who are worried that Congress and SDPI match fixing politics will get spoiled are opposing NIA for Bengaluru," Surya said. Responding to a question about failure to maintain social distance by gathering a large crowd near the party office and arriving in a procession, Surya merely said, the party workers had gathered out of happiness that one of their own has been given the national responsibility and nothing was planned.||http://timesofindia.indiatimes.com//india/its-for-those-against-bengalurus-security-to-apologise-tejasvi-surya/articleshow/78414838.cms||---
October 1, 2020||Raipur||Raipur youngsters give a fillip to traditional handmade gifting||While the rage for hampers and dry-fruit boxes attract buyers, Raipur youngsters say that in the upcoming festive season, handmade cards depicting Chhattisgarh’s tribal culture to some of the scenic beauty of Bastar region to be the highlight of the gifting tradition. “Yes, Chhattisgarh is a tribal belt of India and we shouldn’t be shying away to showcase the same in our gifts,” says Geetanjali Vora, a graphic designer from Raipur. She says, “The efforts of making handmade cards for our loved ones and visiting a local post office to mail them is priceless I feel, than just being lazy and lift an e-card from online and send it across.” “Tribal art forms including Bastar’s flower designs depict the richness of our culture. As we send out these handmade cards around the world to family, relatives and friends, we send them a piece of our land with it,” tell us Vijaya Sethi, a homemaker. “Just like Christmas cards from Europe that depicts the uniqueness of each country in them, we want our Diwali cards to represent the warmth of Chhattisgarh. We are customising these DIY motifs with fancy dry fruit boxes and hampers too so that it looks the best of both worlds,” says Abhilasha Sinha, a fashion designer.||http://timesofindia.indiatimes.com//city/raipur/raipur-youngsters-give-a-fillip-to-traditional-handmade-gifting/articleshow/78415589.cms||---
October 1, 2020||Raipur||Raipur's LGBTQIA community celebrate one year anniversary of gay pride||Draped in rainbow colours, Raipur's LGBTQIA community organised a gay pride a year ago today. The participants marched from Ghadi Chowk to Marine Drive without any fear and inhibition. Although considered to be one of the most conservative parts of India, Raipur’s pride broke the myth with pomp and gaiety. Here's a throwback on how the pride march was... The highlight of the pride parade was the 200-metre rainbow flag made of cloth by the youngsters who held the flag from Ghadi Chowk to Marine Drive. We caught up with an international tourist who was overwhelmed with joy to see the pride march in the city. Youngsters from Central India and other cities participated at this pride march to support the LGBTQIA+ community in Raipur for its maiden pride walk. Sloganeering like ‘I am gay and that’s ok’ and thumping tunes of dhol-tasha added to the festive mood of the pride. We saw former Mr Gay India, singer and drag artiste Sushant Divgikr also known as Rani KoHEnur, walking the pride march with enthusiasm. “If anyone had preconceived notions about Raipur not being inclusive, let me tell you, Raipur is one of the safest cities for LGBTQIA + people in India with huge support from the government as well as police officials. It was wonderful being part of this pride parade and celebrating one love and coming together for humanity. I’m overwhelmed,” said Sushant.||http://timesofindia.indiatimes.com//city/raipur/raipurs-lgbtqia-community-celebrate-one-year-anniversary-of-gay-pride/articleshow/78415962.cms||---
October 1, 2020||India||Yet another Dalit woman gang-raped, dies in UP||BALRAMPUR: Amid the widespread outrage over the alleged gang-rape and murder of a Dalit teen from Hathras in Uttar Pradesh, yet another scheduled caste woman died in Balrampur district while being rushed to a hospital after she was raped by two men. Balrampur Superintendent of Police Dev Ranjan Verma said the incident happened in the Gaisari area of the district, where a 22-year-old Dalit woman, working in a private firm, failed to return home in time on Tuesday evening, prompting her parents to start looking for her. The woman's parents said she did not respond to calls on her mobile phone, triggering panic among family members, the police said. The woman, however, returned home shortly later in an autorickshaw with an intravascular cannula, medically known as Vigo and used for administering injection, glucose or other fluids in the body, inserted in her hand, the police said, quoting her parents. The girl looked dazed and in a serious condition, prompting her parents to rush her to a nearby hospital, but she died on the way, said the SP. When the matter was reported to the police from the hospital, the parents alleged that their daughter was gang-raped, SP Verma said. Acting on the parent's complaint, police identified the accused as Shahid and Sahil and arrested them, the SP said. Reacting to the incident, Samajwadi Party supremo Akhilesh Yadav said, "After Hathras, now a daughter was harassed and gang-raped in Balrampur. The victim died in serious condition. Condolences!" हाथरस के बाद अब बलरामपुर में भी एक बेटी के साथ सामूहिक बलात्कार और उत्पीड़न का घृणित अपराध हुआ है व घायलावस्था में… https://t.co/Of9tXqefe9— Akhilesh Yadav (@yadavakhilesh) 1601484202000"The BJP government should commit no laxity in this case as was done in Hathras and arrest the accused immediately," he added with a hashtag #Balrampur... #NoMoreBJP" on his Twitter handle.||http://timesofindia.indiatimes.com//india/yet-another-dalit-woman-gang-raped-dies-in-up/articleshow/78416217.cms||---
October 1, 2020||Raipur||Raipur youngsters ditch renting garba outfits this year, opt for DIY look instead||Just as the countdown has begun for one of the most celebrated festivals of the year, the excitement for dressing up for the celebratory nights is at the peak among girls. But due to COVID-19, youngsters prefer to avoid renting out clothes and prepare the garba outfits at home... Shreenidhi Yadav is one amongst those who like to be creative with whatever is available at home. Her garba look is quite an example of that. “I have completed my look with whatever I have at my home. I keep on seeing a lot of DIY videos on the net and take ideas from them. The outfit I am wearing is nothing but a pair of jeans, a crop top and a traditional jacket made out of a dupatta. I pinned the dupatta from three sides to turn it into a jacket and wore it over my crop top. It is a different and yet stylish look. Some jewellery on top never harms. It saved my visit to the market and a lot of time too.” Jewellery helps a lot in balancing one’s outfit. Kanika Raghuwanshi upping her glam quotient by making DIY home jewellery. She explains her look, “I have a colourful printed skirt and planning to club it with a white crop top, which is actually a jacket but I made it into a crop top by tying the knot. To avoid my overall outfit from looking bland, I topped up with heavy jewellery like that of a head accessory, neckpiece, and bangles. This look is quite easy and comfortable and it took me just fifteen minutes to get ready. I have a lot of collection of jewellery and thus I go for simple outfits that allow me to play with the accessories.” While Reema Thakur has one of the best style options to carry to the garba place. She explains her look with such an ease which shows how easy it is to carry also. “I will be wearing a crop top over it looks smart at the same time. To give a traditional touch to my outfit, I draped this traditionally printed dupatta around my waist, like a saree. I am fond of accessorizing so picked up my favourite jewellery and completed my look with it.”||http://timesofindia.indiatimes.com//city/raipur/raipur-youngsters-ditch-renting-garba-outfits-this-year-opt-for-diy-look-instead/articleshow/78416313.cms||---
October 1, 2020||India||After verdict, Advani chants ‘Jai Shri Ram’||Welcoming the court verdict by chanting “Jai Shri Ram”, BJP veteran L K Advani, the political face of the Ram Janmabhoomi movement, said it vindicates his personal and BJP’s belief and commitment towards the movement. Later, in a statement, the 92-year-old former deputy PM said, “I also feel blessed that this judgement has come in the footsteps of another landmark verdict of the Supreme Court given in November 2019,which paved the way for my long-cherished dream of seeing a grand Shri Ram Mandir at Ayodhya.” Another BJP veteran, Murli Manohar Joshi, termed the verdict “historic” and said, “I feel this controversy should come to end with the verdict. The entire country should be ready for the construction of a grand Ram temple. I will say only one thing, ‘Jai Jai Shri Ram, sab ko sanmati de bhagwan’.”||http://timesofindia.indiatimes.com//india/after-verdict-advani-chants-jai-shri-ram/articleshow/78417284.cms||---
October 1, 2020||World||Senate approves bill to avoid shutdown, sending it to Trump||WASHINGTON: By a sweeping bipartisan vote Wednesday, the Senate sent President Trump a bill to fund the government through Dec. 11, averting the possibility of a government shutdown when the new fiscal year starts Thursday. Trump is expected to sign the measure before Wednesday's midnight deadline. The temporary extension will set the stage for a lame-duck session of Congress later this year, where the agenda will be largely determined by the outcome of the presidential election. The measure would keep the government running through Dec. 11 and passed by a 84-10 vote. The House passed the bill last week. The stopgap spending bill is required because the GOP-controlled Senate has not acted on any of the 12 annual spending bills that fund the 30% of the government's budget that is passed by Congress each year. If Democratic nominee Joe Biden wins the White House in November, it's likely that another stopgap measure would fund the government into next year and that the next administration and Congress would deal with the leftover business. The measure is the bare minimum accomplishment for Capitol Hill's powerful Appropriations committees, who pride themselves on their deal-making abilities despite gridlock in other corners of Congress. The legislation _ called a continuing resolution, or CR, in Washington-speak _ would keep every federal agency running at current funding levels through Dec. 11, which will keep the government afloat past an election that could reshuffle Washington's balance of power. The measure also extends many programs whose funding or authorizations lapse on Sept. 30, including the federal flood insurance program, highway and transit programs, and a long set of extensions of various health programs, such as a provision to prevent Medicaid cuts to hospitals that serve many poor people. It also finances the possible transition to a new administration if Biden wins the White House and would stave off an unwelcome COVID-caused increase in Medicare Part B premiums for outpatient doctor visits. Farm interests won language that would permit Trump's farm bailout to continue without fear of interruption. In exchange, House Democrats won $8 billion in food aid for the poor.||http://timesofindia.indiatimes.com//world/us/senate-approves-bill-to-avoid-shutdown-sending-it-to-trump/articleshow/78417317.cms||---
October 1, 2020||Patna||Many opt for protein-rich diet to boost immunity amid pandemic||PATNA: The raging pandemic has forced people in the city to make substantial changes in their dietary preferences. While consumption of multivitamins and Vitamin C supplements have been on the rise ever since the outbreak of Covid-19, dietary protein, which is known to cure damages caused to body tissues, has emerged as an important choice in many households. Punaichak resident Abhilasha Prakash, who once hated consuming ‘tuar daal’, now eats variety of lentils and legumes twice a day. “My diet was always loaded with carbohydrates, rice being my favourite. I used to hate pulses. But after reading several articles about the potential benefits of a protein-rich diet, I have started including it in my meals,” she said. City-based nutritionist Meghna Krishna said that protein helps in building muscles and greater muscle mass implies strengthened immunity. “The dietary reference intake (DRI) of protein is 0.8 gm of protein per kg of body weight for females and 1 gram of protein per kg of body weight for males. Unfortunately, due to lack of dietary awareness, many people do not get the required amount on daily basis,” Meghna said. However, busting the myth about popular protein supplements, Meghna said, “Not everybody needs to take protein supplements. Our traditional food such as ‘rice-daal-sabzi’, ‘rajma-chawal’ and ‘chole-chawal’ is a great combination in itself and has sufficient amount of protein in it,” she added. While vegetarian sources of protein including lentils, peanuts, milk and curd are used in many households, non-vegetarian sources such as eggs, meat and fish are also making their way to the dining table, more often than usual. People who were wary of consuming meat owing to irrational fears during the initial days of Covid-19 outbreak are less-hesitant now. Rajbansi Nagar resident Nikesh Kumar said that now his mother willingly cooks non-vegetarian meal. “She now prepares ‘ghee roast chicken’ and ‘mutton curry’ once every week,” Nikesh said. “My mother has been doing a lot of dietary experiments ever since the outbreak of the pandemic. She recently learnt about the immunity-boosting properties of animal protein from her friends. I now get to savour my taste buds with non-veg delicacies every week,” he said. The price of goat meat in the city is hovering around Rs 700 per kg since the last two months. Whereas fish (rohu/katla) and chicken are sold in the price range of Rs 280-300 per kg and Rs 200-220 per kg respectively.||http://timesofindia.indiatimes.com//city/patna/many-opt-for-protein-rich-diet-to-boost-immunity-amid-pandemic/articleshow/78412942.cms||Arunima Lal
October 1, 2020||Hyderabad||Auto driver who killed woman for jewellery arrested||Hyderabad: An auto driver was arrested on Wednesday for allegedly murdering a 60-year-old woman at Ibrahimpatnam recently. After killing the woman for her jewellery, the accused even accompanied her family members to a local police station to lodge a missing complaint. Vanasthalipuram police arrested B Satish, 29, a resident of Saheb Nagar in Vanasthalipuram. He is a neighbour of the victim, B Maisamma, a washerwoman. Maisamma used to visit the houses where death ceremonies were being performed to perform certain rituals and she used to travel in Satish’s auto. While Maisamma was travelling in his auto, Satish noticed that she wore gold and silver jewellery. “Satish wanted to buy his own auto. He hatched a plan to kill Maisamma and sell her jewellery,” Vanasthalipuram inspector K Murali Mohan said. As per his plan, Satish became close to Maisamma and her family. On September 27 morning, Maisamma got into the auto of Satish and went to Vaidehi Nagar in Vanasthalipuram to attend a tenth day ceremony. In the afternoon, Satish bought her toddy. “After consuming toddy, Maisamma slept in the auto and Satish drove her to an isolated place in Ramdaspally near Ibrahimpatnam. He then made Maisamma, who was drowsy, get down from the auto and slit her throat with a knife. He also hit her on the head with a stick multiple times, killing her on the spot,” the inspector said. After killing Maisamma, Satish removed her mangalsutra, ear studs, silver toe rings and severed her feet to steal silver anklets. After collecting the jewellery, he poured diesel on her face and set it on fire. Satish also damaged her phone and SIM card. Based on the information given by eye-witnesses, who saw Maisamma travel in the auto of Satish, police interrogated him and he confessed to have committed the offense. Cops recovered Rs 34,000 cash, silver ornaments weighing over a kilo and an auto from his possession.||http://timesofindia.indiatimes.com//city/hyderabad/auto-driver-who-killed-woman-for-jewellery-arrested/articleshow/78414518.cms||---
