March 2, 2021||Business||IGL raise CNG price by 70 paise/kg, PNG by 91 paise||NEW DELHI: Indraprastha Gas Ltd on Monday raised price of CNG (compressed natural gas) by 70 paise per kg and PNG (piped natural gas) by 91 paise per unit (scm), marking one of the steepest hikes in recent times that is bound to make taxi and bus operators clamour for higher fares and put additional burden on households. CNG would now cost Rs 43.40 per kg in Delhi and Rs 49.08 in Noida, Greater Noida and Ghaziabad. PNG will cost Rs 28.41 per unit in Delhi and Rs 28.36 in Noida, Greater Noida and Ghaziabad. The revised CNG price in Rewari would be Rs 54.10 per kg and Rs 51.38 per kg in Karnal and Kaithal. In Kanpur, Hamirpur and Fatehpur, the revised CNG price would be Rs 60.50 per kg, while in Muzzafarnagar and Shamli the fuel would cost Rs 57.25 per kg. The revised price of PNG in Rewari and Karnal would be Rs 28.46 per unit. The price in Muzzafarnagar, Shamli and Meerut would be Rs 32.67 per unit. An IGL statement said the increase was required to cover higher input costs and additional spendings incurred to ensure uninterrupted supply throughout the pandemic, particularly during the lockdown. The impact of the revision in CNG prices would be marginal, IGL said, adding for autos it would translate into an increase of "just over" 2 paisa per km and for taxi 4 paisa per km. Even at revised prices, CNG would offer 65% savings towards the running cost when compared to current petrol prices and 46% for diesel. Watch IGL raises CNG price by 70 paise/kg, PNG by 91 paise||http://timesofindia.indiatimes.com//business/india-business/igl-raise-cng-price-by-70-paise/kg-png-by-91-paise/articleshow/81280130.cms||Sanjay Dutta
March 2, 2021||Bengaluru||Bengaluru: Alert guard helps nab burglars; lauded by police commissioner||BENGALURU: Prompt action by a 46-year-old security guard helped police catch two burglars with the cash they had stolen from a shop in the city recently. C Narayanaswamy, 46, of Cottonpet, was on regular night vigil at a private watch showroom in AM Lane, Chickpet on February 7. Around 3am, Narayanaswamy heard the sound of a door being broken and shutters being lifted. The sound was coming from the adjacent lane. “I realised burglars had struck. Slowly, I walked in the direction from where the sound was coming. As I had suspected, the shutters of a cloth shop had been broken and burglars were inside,” Narayanaswamy told TOI. “I rolled down the shutter and tied it to the ground, leaving a small gap. From the gap, I saw two men inside the shop and they too spotted me. Breaking the ventilator, they jumped out and ran in different directions,” he said. Narayanaswamy, meanwhile, alerted police control room by dialling 100. “In no time, one Hoysala patrol vehicle arrived. I ran behind one person, who went to the top of a building, while police chased another suspect. As I watched, the man jumped from the first floor of the building. I ran and caught him. I realised that he had fractured his leg. By then, police managed to grab the other suspect too. From his pocket, they recovered Rs 4 lakh that they had stolen,” added Narayanaswamy.||http://timesofindia.indiatimes.com//city/bengaluru/alert-guard-helps-nab-burglars-lauded-by-police-commissioner/articleshow/81280139.cms||Rajiv Kalkod
March 2, 2021||Hubballi||Karnataka SSLC exams to be held from June 21-July 5||DHARWAD: The SSLC exams for the academic year 2020-21 will be held from June 21 to July 5. Announcing the timetable here on Monday, primary and secondary education minister S Suresh Kumar said the latest timetable supersedes the tentative one issued on January 27. The government released the final timetable after inviting objections to the tentative one by February 26 (one month to air objections). He said care has been taken to ensure that students will get at least a day’s gap between the exams of core subjects. “This time, the exam will be different from the previous ones as the syllabus had to be shrunk due to the lockdown and the closure of schools till January,” he said. The syllabus has been shrunk in such a way that the students do not feel the pressure of the exam. To conduct the exam and improve the passing percentage, a workshop for headmasters will be held in each district, and best practices will be adopted, the minister said. On reopening of schools for classes 1 to 5, the minister said that if everything had gone right, primary schools should have started on Monday. But considering that there is a surge in Covid-19 positive cases in six states, including Karnataka, the department has decided to take a final call in the next seven days, after consultation with the health department, he added.||http://timesofindia.indiatimes.com//city/hubballi/sslc-exams-to-be-held-from-june-21-july-5/articleshow/81289254.cms||---
March 2, 2021||Bengaluru||Wife, son hire gang for Rs 4.5 lakh to kill businessman in Bengaluru; held||BENGALURU: The mystery behind the death of a businessman was cracked within two days of Rajagopalnagar police receiving an anonymous letter hinting that he could have been murdered. Police said Mohammed Hanjala, 52, a resident of Hegganahalli and owner of a footwear manufacturing unit in Peenya industrial area, was murdered by three contract killers hired by his wife Sarvari Begum, 42, and son Shafi-Ur Rehman, 20. The duo had given supari to Aftab, 21, of Thanisandra, Mohammed Saif, 20, of Hegganahalli and Syed Avez Pasha, 23, of Peenya 2nd Stage. Police have seized three mobile phones and Rs 98,000 from them. Begum and Rehman told police that domestic disputes, Hanjala’s habit of casting aspersions on his wife’s character and also his suspicious behaviour with his daughters prompted them to eliminate him. Begum got Rehman to contact the killers. Police said Hanjala’s friends, relatives and neighbours were informed that he had died of cardiac arrest on February 10. All of them believed it and his final rites were conducted at Tigalarapalya cemetery the same day. Upon receiving an anonymous letter on Saturday, a team headed by sub-inspector Basalingappa rushed to Hegganahalli. Probe revealed that Begum and Rehman had hired three persons to kill Hanjala and paid them Rs 4.5 lakh. The gang planned to kill Hanjala without resorting to violence. He was served dinner mixed with six sleeping pills on the night of February 9. The gang smothered him to death with a pillow at 3.30am on February 10. Three suspects were arrested on Sunday and two on Monday. All the five have confessed to their crime and have been charged with criminal conspiracy, murder and destroying evidence. Police said they would exhume Hanjala’s body soon for further investigation. Aftab has an attempt-to-murder case registered with Rajagopalanagar police and mobile theft cases reported in Tumakuru. Others are first-time offenders.||http://timesofindia.indiatimes.com//city/bengaluru/wife-son-hire-gang-for-4-5l-to-kill-bizman-held/articleshow/81280172.cms||---
March 2, 2021||Bengaluru||Safety norms: Karnataka govt told to consider private schools’ plea||BENGALURU: The state government has to consider the representation made by private school managements regarding infrastructure as well fire safety norms, based on the directions issued by the Supreme Court and the high court. Justice R Devdas passed this order while disposing of a petition filed by Associated Managements of Primary and Secondary Schools in Karnataka (KAMS) and others. The petitioners had approached the court against the November 10, 2020 circular which required them to leave one-third space in front of respective school buildings and also install 10,000-litre overhead tank with heavy duty pumping facility. In their representation submitted on December 1, 2020, KAMS had expressed difficulty, citing financial losses owing to Covid-19 pandemic and also inability to pay salaries to both teaching and non-teaching staff. Thereafter, the association moved the high court, seeking a direction to consider their plea.||http://timesofindia.indiatimes.com//city/bengaluru/safety-norms-govt-told-to-consider-pvt-schools-plea/articleshow/81280177.cms||---
March 2, 2021||Bengaluru||Karnataka: Farmers likely to get budget bonanza despite fund crunch||BENGALURU: The agriculture sector is likely to get a substantial share of allocation notwithstanding the revenue crunch as chief minister BS Yediyurappa has promised a pro-framer budget that he’s set to present next Monday. In line with the Union budget that is focused on building agriculture market infrastructure, Yediyurappa is likely to propose setting up of new farmer producer organisations across the state. A new scheme of giving diesel subsidy to farmers in the wake of rising fuel prices is also on the cards. Agriculture minister BC Patil has reportedly requested Yediyurappa to introduce the scheme to grant a subsidy of Rs 25 per litre (up to 25 litres of diesel) to ryots who own up to 10 acres of farm land. Farmers can utilise the subsidised diesel for either irrigation pump sets or tractors, and a budgetary allocation of Rs 1,300 crore is expected for the scheme. “We have proposed certain schemes which are imperative for growth of the agriculture sector. The chief minister has expressed revenue constraints, but we hope the most important schemes we have proposed will be announced in the budget,” said Patil. He said the chief minister has promised to continue the state’s contribution to the Pradhan Mantri Kisan Samman Nidhi Yojana, minimum income guarantee scheme for farmers. While the Centre gives Rs 6,000 to all farmers with land holding of up to two hectares, the state gives Rs 4,000. Another significant announcement expected is increase in reservation for children of farmers in agriculture universities from 40% to 50%. Yediyurappa had cut the allocation to the agriculture sector from Rs 21,805 crore in 2019-20 to Rs 16,472 crore in the current financial year. However, the trend is expected to be reversed and it may see a hike in the allocation by about 10%. Experts said the allocation to agriculture is expected to be increased for multiple reasons, including the Centre’s enhanced investment in the sector. RS Deshpande, agriculture economist and former director of Institute for Social and Economic Change, pointed out the Centre granted Rs 5,000 crore to the corpus fund of National Bank for Agriculture and Rural Development in addition to the existing Rs 5,000 crore. The corpus fund is to encourage micro and drip irrigation in states and Deshpande said Karnataka is expected to benefit substantially from the scheme. “Allocation to the agriculture sector is most likely to be higher than that of the present year, though we are not sure about the likelihood of it reaching the 2019-20 level,” said Deshpande.||http://timesofindia.indiatimes.com//city/bengaluru/farmers-likely-to-get-budget-bonanza-despite-fund-crunch/articleshow/81280081.cms||B V Shiva Shankar
March 2, 2021||Bengaluru||Karnataka: Congress brass asks DK Shivakumar and Siddaramaiah to mend rift||BENGALURU: The Congress leadership has reportedly asked KPCC president DK Shivakumar and opposition leader Siddaramaiah to stop squabbling as their fight for supremacy in the party threatens to dent its poll prospects in the 2023 assembly elections. Alarmed by the face-off, some senior party functionaries had sought the leadership’s intervention. Siddaramaiah was in New Delhi on Sunday to attend the wedding of AICC general secretary Randeep Surjewala’s son. Some central leaders reportedly held talks with him, asking him to sort out the issue in the party’s interest. The Congress high command has reportedly taken serious note of the fight between Siddaramaiah and Shivakumar over Mysuru mayoral polls and Youth Congress elections. In both cases, minorities, who form the party’s vote base, were given a raw deal. Former minister and MLA Tanveer Sait and his supporters are sulking after he was served a showcause notice, reportedly at the behest of Siddaramaiah, for holding talks with JD(S) over the mayoral polls. Siddaramaiah wanted Congress to be neutral after JD(S) refused to give the mayor’s post as per the agreement. But Sait went ahead and held talks with former CM HD Kumaraswamy to strike a deal. Sait was summoned by Shivakumar to Bengaluru to give an explanation and is likely to meet him on Tuesday, sources said. Sait met party working president Saleem Ahmed on Monday. Shivakumar is reportedly waiting for the report from KPCC working president R Dhruvanarayana, an observer of Mysuru mayoral polls, which is expected to be submitted on Tuesday before the meeting with Sait. Earlier, Siddaramaiah’s camp openly supported Raksha Ramaiah against Mohammad Nalapad in the Youth Congress polls and saw Raksha declared the winner despite Nalapad bagging the highest number of votes. He was disqualified, thanks to a pending case against him. This apart, senior functionary CM Ibrahim has already hinted at quitting Congress to join JD(S). In 2019, former minister R Roshan Baig left the party after he was ignored by the cabinet. These incidents, the party leadership fears, may help JD(S) woo back the minorities and give way to division of votes. “Our leaders in Karnataka know well that JD(S), which is looking to split minority votes and help BJP, will take advantage of the supremacy tussle. We have warned both leaders to be careful and not to give scope to such a possibility in future,” said a Congress leader from New Delhi, who held talks with Shivakumar and Siddaramaiah. The JD(S) brass which is looking to revive the party ahead of 2023 polls is making efforts to take advantage of the infighting in Congress. “Minorities have got to know that Congress has betrayed them after getting their support. Next time, they will back JD(S),” said Kumaraswamy. “If Congress dismisses Sait over the rift after the mayoral poll, JD(S) is ready to welcome him,” said MLA Sa Ra Mahesh.||http://timesofindia.indiatimes.com//city/bengaluru/cong-brass-asks-dks-andsiddaramaiah-to-mend-rift/articleshow/81280088.cms||B V Shiva Shankar
March 2, 2021||Bengaluru||Karnataka tweaking aero policy with focus on space||BENGALURU: The state government has begun the process of revising its aerospace and defence policy with an enhanced focus on the space sector, opening up of which was initiated by the Centre through a series of reforms beginning June 2020. “We already have nearly 20 policies that cater to a variety of industries and are now in the process of revising our aerospace policy, which came out in 2013. Any specific requests or demands from the space industry will be addressed through this as we look to boost emerging hi-tech sectors like aerospace, space and biotechnology,” said industries secretary Gaurav Gupta. As per the industries department, the revised policy will look to create an ecosystem that will allow aerospace manufacturing, research and development and space sectors to work together. Fresh incentives and other benefits will be designed based on industry interactions. Industries commissioner Gunjan Krishna said: “Karnataka is in tune with the reforms initiated by the Centre. From Isro to a host of space tech startups, our state has been in the forefront in this sector and we will continue to leverage that and provide an enhanced framework that will enable ease of business. Space will be an integral part of the new aerospace policy.” While Karnataka’s amended aerospace and defence policy will have increased scope for the space sector, Telangana has already begun drafting a dedicated space policy, which is likely to be the first such policy in the country. A presentation by Jayesh Rajan, principal secretary, IT, electronics and communications, Telangana, reviewed by TOI, shows the policy focuses on making Telangana “the manufacturing and R&D hub for space-related products and technologies, and a testbed for remote-sensing applications”. To achieve this, the state has planned multiple initiatives under four broad focus areas: Infrastructure and material access, skill development, market access and promotion of R&D and innovation. Gunjan, while stating that it was too early to spell out what specific initiative will be included in the new policy to encourage space activity, said: “The new policy will be announced in the budget...It will address all current challenges faced by the industry. We’ll subsume space, defence, aerospace and R&D in one policy.” She said tailor-made incentives will be part of the policy and there will be more clarity once consultations with industries begin.||http://timesofindia.indiatimes.com//city/bengaluru/karnataka-tweaking-aero-policy-with-focus-on-space/articleshow/81280091.cms||Chethan Kumar
March 2, 2021||Mangaluru||Karnataka: Bride suffers heart attack hours after wedding, dies||MANGALURU: A celebratory atmosphere turned into mourning in Adyar after a newly wed woman died following a massive heart attack hours after the wedding. Laila Afiya, 23, daughter of Abdul Kareem, president of Beerpugudde Jamaath, passed away around 2.45am on Monday. On Sunday afternoon, Laila, who studied till class 12, got married to Mubarak, a wholesale fruit vendor, at Adyar in a plush ceremony. Laila’s elder brother too got married in the same ceremony, which was attended by hundreds of guests. Laila hails from Adyar Beerpugudde and the groom is from Adyar Karmar. The marriage rituals had taken place at the Adyar mosque. Jabbar Karmar, the groom’s brother, said his family, including groom Mubarak, had gathered at Laila’s house for the post-wedding rituals and a get-together. A newly wed Laila was enjoying her share of attention from guests. Around 2.45am, she complained of chest pain and collapsed on the ground. Her father and others rushed to get a vehicle to shift her to a nearby hospital. “She died instantly. The body was later taken to hospital where doctors confirmed she died of heart attack,’’ he added. Laila was buried at Beerpugudde mosque.||http://timesofindia.indiatimes.com//city/mangaluru/bride-suffers-heart-attack-hours-after-wedding-dies/articleshow/81280098.cms||---
March 2, 2021||Hubballi||Karnataka: Tiger safari coming soon at Belagavi zoo||BELAGAVI: Visitors to Rani Chennamma Mini Zoo will soon get to enjoy tiger safari. The zoo, after having received three lions recently, is all set to welcome two tigers. Unlike lions, which will be displayed in a glass enclosure, tigers will walk freely on the sprawling 20 hectares of land dedicated for the safari. The zoo authorities have readied the safari zone as part of a larger plan of improving the zoo located at Bhutramanahatti off Bengaluru-Pune national highway. DCF M V Amarnath told TOI that the tigers are expected in about 10 days, and they would be sourced from other zoos and after the Central Zoo Authority grants permission for the same. Like visitors, even the zoo staff are excited to experience the safari. RFO Rakesh, who is managing the zoo, said the feeding area for tigers is set up at the safari site itself. A path has been laid for the safari, and the visitors will be taken through that in a bus, which moves slowly so those onboard can get a glimpse of the tigers. ‘Safety measures to be taken’Rakesh said safety measures will be in place. “Visitors are not allowed to get down from the bus, or put their hands outside, shout, scream or wave at the big cats,” he said. The officer said the zoo is also expecting other animals like hyena, jackal and leopard by March-end. Sources said that the zoo authorities have spent nearly Rs 50 crore to build enclosures, develop the safari site and other facilities.||http://timesofindia.indiatimes.com//city/hubballi/tiger-safari-coming-soon-at-belagavi-zoo/articleshow/81280103.cms||Shreyas HS
March 2, 2021||Mysuru||Farmers abandon male calves near forest in Karnataka||MANDYA: The anti-cow-slaughter law has created a headache for the farming community as farmers have started to abandon male calves in the forest near Sri Gavi Ranganatha Swamy temple in KR Pete. Farmers consider male calves an economic burden and are urging the government to develop prenatal gender testing for cows so that they may selectively abort the male calves as they cannot afford to rear them due to various reasons. Farmers say they cannot derive any profit from male calves. The male calves could be seen on the forest fringes where leopards prowl. Nagaraju, a farmer in Billenahalli said, “Only male calves of indigenous buffalo are used for ploughing and carting purposes. Those of hybrid breeds such as Jersey and Holstein Friesian (HF) cannot be used for any farming activities. How can we afford expenses of rearing calves which are not beneficial to us? Though it is heart- wrenching for us to leave the calves near the forest and at the mercy of nature, including prowling leopards, we don’t have any choice.” Another farmer Ramanna urged the state government to develop prenatal gender testing for cows so that farmers may selectively abort male calves. Meanwhile, forest officers are afraid that the male calves of hybrid breeds may pose a serious threat to the ecological balance in the forest. The presence of calves will surely attract leopards and their numbers will grow on the fringe areas of the forest. “If the calves are easily available for leopards and they start to prey on them, then a horrific situation is waiting to happen. The leopards may make it a habit to attack livestock,” a forest officer said.||http://timesofindia.indiatimes.com//city/mysuru/farmers-abandon-male-calves-near-forest/articleshow/81280101.cms||---
