July 31, 2020||Chennai||#CoronaInnovation: Poojas, festivals and vedic ceremonies move online||The COVID-19 pandemic has forced people, irrespective of age and belief system, to move online. While tech firms offering e-poojas is nothing new, namma Chennai has now gone virtual when it comes to conducting rituals and ceremonies, too. While several women in the city have opted for online sessions to celebrate Varalakshmi Nombu, priests have already been getting bookings to conduct Avani Avittam virtually next week. Vedic Ravi of Sri Bhuvaneswari Vedic Centre is among those who will be conducting these ceremonies over Zoom. He had earlier conducted Aadi amavasai tharpanam over the app. He says, “Due to the pandemic, people couldn’t assemble at one place for the tharpanam, which is of significance for Hindus on the new moon day in the month of Aadi. Hence, we thought of moving online. Traditionally, on Aadi amavasai, people gather at the banks of rivers or some other place of convenience and perform the tharpanam together. But this time, each one did it from the comfort of their homes, but without missing on the essence of the ritual. Apart from people in our city, we had 92 participants from across the globe as well.” Pushpa R, a techie, is excited that she can perform the nombu by taking cues virtually from a vaadhyar. “Since I am working from home, I can do the pooja peacefully at a time that’s convenient for me. This is the first time that I’ll be participating in a virtual pooja, and I’m looking forward to it,” she says. Ravi says 25 people have registered so far for the nombu with him. So, is there any fee? “No,” he says, “We insist on registration to get an idea of the number of participants and understand their requirements. This helps us decide the number of batches that will be required for the one-hour pooja, which we will conduct until noon. As far as dakshina is concerned, participants can pay whatever they like through netbanking or payment wallets. For the Aavani Avittam, which will be held on August 3 via Zoom, I’ve 70 registrations already.” Kannan, a temple priest, says he is planning to conduct the Aavani Avittam ceremony using Google Meet. “We can’t assemble in large groups, and it’s also not feasible for me to visit everyone’s houses to conduct the rituals. So, we felt virtual is the way forward now,” he says. Murali Srinivasan, a managing director of a company, couldn’t agree more. “Doing these poojas virtually saves a lot of time and energy. I feel we should have adapted to virtual ceremonies long ago. It’s great that irrespective of age, people can participate in the rituals with the help of technology,” he signs off.||http://timesofindia.indiatimes.com//city/chennai/coronainnovation-poojas-festivals-and-vedic-ceremonies-move-online/articleshow/77266504.cms||Sindhu Vijayakumar
July 31, 2020||Jaipur||Rajasthan reports biggest single-day spike of 1,156 Covid-19 cases||JAIPUR: The state on Thursday set a new record of biggest single-day spike of 1,156 cases. The state also reported 13 more Covid fatalities, taking its toll to 667. The state is witnessing its worst Covid-19 spike, uptill now, as it has reported more than 1,000 cases on the sixth day in a row. For the first time, five districts of the state reported more than 100 cases, including Alwar (193), Jodhpur (153), Jaipur (116), Kota (108) and Ajmer (107). Thursday was the day when the samples tested for Covid-19 crossed 15 lakh-mark. So far, 15,00,693 people have undergone Covid-19 test in the state. Out of those, 40,936 have been found infected with the virus. The positivity rate is 8.17 in the state. The figures show that 530 people out of every 1 million in the state have tested positive for Covid-19. Besides, for every 1 million of population in the state, 19,423 people had undergone Covid-19 test. However, the recovery rate in the state has improved slightly to 71.4%. Despite that the state has witnessed biggest single-day jump in Covid-19 cases, the growth rate has taken a dip from 3.3% to 3%. It has happened because the cases on Thursday increased marginally by 12 cases in comparison to the cases reported on Wednesday (1,142). Except three districts, rest of the 30 districts contributed to the biggest single-day spike in the state. Districts which reported new cases are Alwar (193), Jodhpur (153), Jaipur (116), Kota (108) and Ajmer (107), Bikaner (72), Bharatpur (70), Nagaur (51), Pali (48), Bhilwara (31), Barmer (29), Rajsamand (23), Sriganganagar (22), Chittorgarh (19), Jhalawar (18), Jaisalmer (17), Karauli (9), Sirohi (9), Tonk (7), Baran (7), Bundi (7), Jhunjhunu (6), Dungarpur (5), Churu (5), Banswara (5), Sawai Madhopur (5), Dausa (4), Dholpur (4), Udaipur (4) and Hanumangarh (2). Sawai Madhopur reported its 12th fatality, Nagaur reported two deaths taking its casualties to 25, Jaipur reported its 184th death, Bikaner reported two fatalities taking its toll to 38 and three people died in Ajmer taking its toll to 41. Jodhpur reported two deaths taking its toll to 83 and Barmer reported its 11th fatality. Sixteenth Covid-19 death happened in Alwar.||http://timesofindia.indiatimes.com//city/jaipur/rajasthan-reports-biggest-single-day-spike-of-1156-covid-19-cases/articleshow/77270966.cms||Syed Intishab Ali
July 31, 2020||Business||PM Narendra Modi meets financial regulators; discusses measures to revive Covid-hit economy||NEW DELHI: Prime Minister Narendra Modi on Thursday held a brainstorming session with financial sector regulators and discussed various measures to revive the economy hit hard by Covid-19 crisis. According to sources, the meeting discussed various steps that regulators, especially the Reserve Bank of India, can take to push economic growth staring at the risk of contraction. RBI governor Shaktikanta Das, Sebi chairman Ajay Tyagi, Irdai chairman S C Khuntia and PFRDA chairman Supratim Bandyopadhyay were in the meeting, which saw presence of finance minister Nirmala Sitharaman, road transport minister Nitin Gadkari, and commerce and industry minister Piyush Goyal, among others. Besides, senior government officials attended the virtual three-hour long meeting. The economy is expected to contract by 4.5 per cent during the current fiscal, as per the IMF latest projection. The meeting also discussed preparedness to deal with the post-Covid world and regulatory measures to help achieve the objective of Atmanirbhar Bharat. It is to be noted that the RBI since February took various measures, including liquidity infusion and moderation of interest rate to record low in its bid to maintain financial stability and support growth. Nearly 40 per cent of Rs 20.97 lakh crore economic package comprised of several liquidity measures undertaken by the RBI. The Reserve Bank of India (RBI) eased the monetary policy, reduced reserve requirements and introduced liquidity in the economy to the extent of almost 3.9 per cent of GDP. Besides, Securities and Exchange Board of India (Sebi), Insurance Regulatory and Development Authority of India (Irdai) and Pension Fund Regulatory and Development Authority also took measures to provide relief to industry and individuals. The challenges before the regulators during the post-Covid world also came up for discussion, the sources said. The meeting also came at a time when the government is considering another round of fiscal stimulus to boost demand in the economy. The International Monetary Fund (IMF) on Wednesday said India has space for both fiscal and monetary measures, but it needs to quickly contain the spread of Covid-19 to make economic recovery sustainable. IMF also said while monetising fiscal deficit may be inevitable, India should chart a credible fiscal consolidation roadmap to ensure regulatory independence. Emphasising on the crucial role of the financial sector in supporting the economy, PM Modi on Wednesday asked bankers to relook at their practices to ensure stable credit growth and not to turn down bankable proposals on apprehensions of prospective bad loans. During a three-hour long virtual meeting with CEOs of large public and private sector banks along with heads of non-banking financial companies (NBFCs), the Prime Minister assured them that the government is ready to take all steps to support the financial sector. PM Modi exhorted bankers to motivate small entrepreneurs, self-help groups and farmers to use institutional credit in order to grow. "Each bank needs to introspect and take a relook at its practices to ensure stable credit growth. Banks should not treat all proposals with the same yardstick and need to distinguish and identify bankable proposals and to ensure that these don't suffer in the name of past NPAs," he had said.||http://timesofindia.indiatimes.com//business/india-business/pm-narendra-modi-meets-financial-regulators-discusses-measures-to-revive-covid-hit-economy/articleshow/77271131.cms||---
July 31, 2020||Business||In pre-pandemic 2019, Indians had become the fourth highest foreign visitor spenders in the US||NEW DELHI: Indian visitors to the US were the fourth largest foreign spenders there last year, up one spot they shared with the Japanese in 2018. Almost 15 lakh Indians visited the US in 2019, up 7% from 13.8 lakh in the previous year, and spent $16.5 billion, up 4.4% from $15.8 billion earlier. In terms of source country for foreign visitors to US, India remained at number 10, according to latest data released by the US department of commerce’s National Travel and Tourism Office (NTTO). A majority of the Indian visitors (37.2%) to the US in 2019 had business as the "main purpose of the trip"; followed by visiting friend and relatives at 26.7%; holidayers at 15.7% and remaining for other purposes like conventions and studies. While the pre-pandemic 2019 now seems a distant past, the US forecasts Indians will be the fastest growing foreign visitors for the next few years. In percentage growth terms, NTTO’s "forecast of international travellers to the US by top origin countries" for the 2018-2024 period shows Indian visitors with the highest growth rate at 5.3% increasing from 13.7 lakh in 2018 to an expected 18.8 lakh in 2024. Among top foreign spenders in 2018, Indians and Japanese had shared the fifth spot at $15.8 billion each in 2018. Last year, Indians ($16.5 billion) jumped to the fourth spot by overtaking visitors spend from UK ($16.3 billion). The Chinese ($33.5 billion), Canadian ($22.6 billion) and Mexican ($20.2 billion) visitors were the top three spenders last year, keeping this ranking unchanged from 2018, according to latest NTTO data. NTTO forecasts India will remain at the 10th spot as source country for foreign visitors to the US till 2024. Canada and Mexico, with who America shares land border, will volume-wise remain the top two source markets for foreign visitors. The top 8 overseas markets are: UK, Japan, China, South Korea, Brazil, Germany, France and India. India visitors’ 5.3% growth in the NTTO’s 2018-2024 forecast is followed by France at 3.5% and Colombia and Taiwan at 3.5% each. In 2019 the US had received 7.93 crore foreign visitors, down 0.6% from 7.97 crore in the previous year. While Canada and Mexicos account for almost half of the international visitors, the overseas ones were topped in 2019 by UK (48 lakh), Japan (38 lakh) and India at number 10 with 15 lakh.||http://timesofindia.indiatimes.com//business/india-business/in-pre-pandemic-2019-indians-had-become-the-fourth-highest-foreign-visitor-spenders-in-the-us/articleshow/77271638.cms||Saurabh Sinha
July 31, 2020||Chandigarh||When excerpt from freedom fighter’s letter was enough to evoke UAPA||JALANDHAR: Shiromani Akali Dal (SAD) president Sukhbir Singh Badal now might be cautioning Punjab chief minister Amarinder Singh and Punjab Police against "indiscriminate use" of the Unlawful Activities (Prevention) Act (UAPA) in Punjab, but during SAD-BJP regime, the state police had used historic literature as evidence to book three Sikh youths under the stringent law for "waging war against the state". Among such "evidence" was a paragraph from a letter written from prison by noted freedom fighter and Sikh spiritual leader Bhai Randhir Singh in 1926; a poem written by Bhai Fauja Singh, who was among the 13 Sikhs killed in Nirankari-Sikh clash on April 13, 1978; and pictures of those 13 Sikhs. In May 2016, then additional chief secretary, home, had given sanction for the prosecution of three Sikh men — Arwinder Singh (29), Surjit Singh (27) and Ranjit Singh (29) — under UAPA. But a Nawanshahr-based court found it invalid even as it convicted the three men under sections 121 and 121a of IPC – for waging or attempting to wage war against Government of India — and sentenced them to life imprisonment. According to Punjab and Haryana high court advocate Rawinder Singh Bains, who is now pursuing their appeal in the high court, it was the first case in which accused were convicted and sentenced for waging war against the state (or attempting it) on the basis of books, literature, pamphlets and without any recovery of arms or any act of violence. In 1926, lodged in Nagpur jail, Bhai Randhir Singh, wrote a letter in Punjabi on his political views in the light of Sikh philosophy. A paragraph in that letter reads: "We shall not be subservient to the unjust rule, and in a just rule we shall not indulge in ‘Raaj-Gardi (state-repression)'. But in a rule in which power-drunk violate our religious practices using state powers, we shall uproot that Raaj (ruling establishment) with the support of God." The letter is part of his book Jail Chithhian (Letters from Prison) first published in 1936, which remains his widely known work, among his over 20 other books, with several reprints and is freely available. This paragraph printed on a pamphlet along with his picture, became Khalistan ‘Shabdavali (wording)' and incriminating material for Punjab Police to book the three under UAPA. As the Nawanshahr court convicted and sentenced the trio to life imprisonment in the beginning of 2018, it also mentioned "Bhai Randhir Singh's Khalistan Shabdavali" while referring to the paragraph on the pamphlet as incriminating material along with some other printed material, including a poem written by Bhai Fauja Singh. Incidentally, Bhai Fauja Singh and 12 other Sikhs were killed during Badal's second term as chief minister and Nirankari chief and others had faced trial for the mass murder. The police and the court had particularly found wording Band Band Katwauna (to sacrifice oneself limb by limb) in Fauja Singh's poem as provocative. These words are also part of Sikh ardaas and are recited frequently irrespective of the occasion.||http://timesofindia.indiatimes.com//city/chandigarh/when-excerpt-from-freedom-fighters-letter-was-enough-to-evoke-uapa/articleshow/77271724.cms||IP Singh
July 31, 2020||Chandigarh||UAPA accused NRI Sikh granted bail||KAPURTHALA: NRI Joginder Singh Gujjar (65), a resident of Akala village near Bholath, who had come from Italy in February this year and was arrested on July 2 under the Unlawful Activities (Prevention) Act (UAPA) for alleged links with Sikhs For Justice, a banned outfit, has been granted bail by a Kapurthala court. However, he is yet to be released for want of completion of legal formalities. Granting him bail on Thursday, additional sessions judge Rajwinder Kaur ordered that Gujjar deposit his passport and furnish a bail bond of Rs 2 lakh. The court also placed restrictions on his movement, saying his bail would be cancelled in case he violates the conditions. Gujjar's counsel had pleaded that he was a heart patient with stents and faced high medical risk in jail due to pandemic. His family said they would meet the conditions laid down by the court on Friday. Bholath MLA Sukhpal Singh Khaira had been raising Gujjar's case very strongly and even visited his house on July 5. He had alleged that it was a clear case of misuse of UAPA and that Gujjar had been framed. FIR against Gujjar was registered at Bholath police station on the basis of "reliable inputs" and SFJ legal adviser Gurpatnwat Singh Pannun's name was also included in it. The case was registered under sections 10 (a) & (b), 11, 13 (1) and 17 of Unlawful Activities (Prevention) Act. A press release issued by the Punjab Police on July 2 immediately after his arrest had stated: "Joginder Singh Gujjar, at the behest of Gurpatwant Singh Pannun, with whom he is in regular contact for promoting the activities of SFJ, was reportedly providing financial assistance to SFJ operatives/activists based in Punjab/India and abroad. It has also came to light that Joginder Singh Gujjar alias Goga had visited Geneva, Switzerland, in November 2019, to attend and actively participate in the anti-India convention organised by SFJ."||http://timesofindia.indiatimes.com//city/chandigarh/uapa-accused-nri-sikh-granted-bail/articleshow/77271726.cms||IP Singh
July 31, 2020||India||They delivered fresh veggies, fish at doorsteps as Mumbai halted||MUMBAI: Gyanendra Jha sounds almost happy to report that he has been sleep deprived since May 4. Every night, his eyes shut like clockwork at 11pm and open at 1 am when he must step out of his Thane warehouse full of sorted vegetables and fruits and head for the APMC market. There, Jha must negotiate his way through the fresh nocturnal haul of greens, reds and oranges, avoid the sliced pumpkins that have been touched by vendors while cutting, sometimes make a bid for auctioned hot items such as litchis and return by 8 am to help his staff make close to 200 deliveries in locked down and virus-gripped Thane. Jha is the COO of Bhajiwala.com, a five-year-old vegetables and fruits delivery service that shut shop last year when tomatoes started selling at Rs 100 per kg and reopened recently in May after various old clients in Thane started hounding him with desperate requests during lockdown. Heavy demand has robbed the Kalyan resident of sleep, seen him holed up with 15 other calcium-and-vitamin-C-popping men in a borrowed warehouse, had him double up as delivery man at times and got him pining for his one-and-a-half-year-old son Aayansh. Still, Jha does not utter a word of complaint. "I know what joblessness feels like. I've been there for a year. So, I'm more than happy to be busy," says Jha, who is proud of not only paying all his employees full salaries at a time when others aren't able to but also that his thriving business just got its own app. Besides sabziwalas who now confidently negotiate tomato prices in endearing English over WhatsApp, metros are awash in a deluge of fledgling delivery firms that are competing with bigger e-commerce players by bringing a variety of "quality" perishables within hours of ordering during lockdown. From Baba vegetables in Khar to Fishappy in Delhi, the surge in demand for home deliveries of perishables has seen many vendors grow technologically savvy to survive and thrive during the crisis. Read more from this seriesThe Fresh Press (TFP), a startup that sold fresh juices, realised they had an opportunity to diversify when the lockdown was put in place. "We have reliable sources for procuring fruits and decided to go one step further and start selling them. Initially, we were not sure of getting a great response as there are already several players in the market who are delivering fruits. But we have an edge over others. Not only do we have a greater variety-- about 28 to 30 fruits and dry fruits-- on the menu but better quality and at lower prices," says Rahul Jain, founder of TFP. The startup joined hands with some housing societies in North Mumbai and put up stalls on their premises. "We give our customers a product guarantee. If any of our fruits have perished, the customer can get a replacement at no extra cost," says Jain. In three months, business has done so well that the startup is going to rope in a Bollywood actor to be their brand ambassador and will start marketing online. There have been challenges though. "Packing material was not always available and since multiple orders had to be delivered during a single trip, we had to ensure heavy fruits like melons were not placed on top of smaller ones like Kiwis," recalls Jain. Like TFP, Charkop-based Mahesh Gawde's doorstep fish delivery service, too, operates completely over WhatsApp. A member of the All India Game Fishing Association (AIGFA), Gawde has been engaged in fishing as a hobby for a decade. But he took up fish selling as a full time occupation only after work at a firm where he worked as a digital imaging technician dried up. Now, his fish business is doing so well that Gawde is looking for a successor to take over, once lockdown ends and he goes back to work at the firm again. "I did not have much capital investment to start off but knew where the best fish could be sourced from," he said. Gawde's day starts at 3am as he heads to Madh Marve on his scooter. He buys fish in auctions conducted by fishermen's associations. By 6am, he is back home and starts stocking the fish in ice. "If the prawns aren't chilled enough, they turn black and fetch less money," Gawde said. He sends across a list of available stock to customers over WhatsApp. The fish is then packed as per orders and delivered to the customer's doorstep. The only hitch he has faced is being stopped repeatedly in police nakabandis. "I don't have an epass that essential service providers during the lockdown possess. But the cops have been understanding so far and haven't charged me," he said. From 25 customers initially, Gawde has gone up to 150 in three months and sometimes finds it tough to handle everything alone. But his loyal customer base-- they start calling up if there is a slight delay in sending messages about the day's stock-- drive him to keep going. The lockdown also spurred some startups to venture into untapped territory. Parthaa Kundu, founder of Delhi-based Fishappy, had a majority of his clientele in Gurgaon pre-lockdown. But with Delhi's borders getting sealed once Covid-19 started to spread, Kundu had to look for new clientele inside the capital. "What worked for us was that families grounded at home preferred ordering raw food products and cooking them, rather than ordering pre-cooked meals. People were also concerned about COVID-19 infections if they stepped out of home. So even those living a stone's throw away from the fish market preferred my delivery service," says Kundu, who first collects orders from customers online, before conveying it to his network of verified vendors from whom he sources fish. His small team of employees then go over to collect the fish, pack them and deliver orders. "Advertising is only through word of mouth. I have understood people's tastes and business has gone up by about 80%," says Kundu. While it may take long for Mumbai's flesh-and-blood fish and vegetable markets hobble back to their days of noisy, sprawling offline glory, Jha of bhajiwala.com--who finds himself politely telling customers that he does not deliver chicken and mutton--does not think the days of offline buying are over. "Many women have an emotional connect with the local sabziwala," says Jha. "They like to touch and feel vegetables before buying." (This story is part of a series in association with Facebook. Facebook has no editorial role in this story)Watch They delivered fresh veggies, fish at doorsteps as Mumbai halted||http://timesofindia.indiatimes.com//india/they-delivered-fresh-veggies-fish-at-doorsteps-as-mumbai-halted/articleshow/77267329.cms||Nitasha Natu
July 31, 2020||Chandigarh||Chandigarh case count crosses 1,000-mark as 38 contract the virus||CHANDIGARH: As many as 38 new Covid-19 positive cases were reported in Chandigarh on Thursday. With this, the UT caseload has crossed the 1,000-mark to settle at 1,016.Of these, six cases are from Manimajra; four each from Dhanas and Sector 40; three from Sector 46; two each from Kishangarh, PGI and Sector 26 and one each from sectors 10, 11, 12, 15, 25, 33, 38, 39, 48, 52, Dhanas, Burail, Khuda Lahora, Khuda Jassu, and Mauli Jagran.Chandigarh has 355 active cases and 647 have been cured. The disease has claimed 14 lives so far.Meanwhile, three more constables, including two women, of the UT police tested positive for Covid-19 on Thursday. So far, eight UT cops have contracted the virus. The samples of four other constables have been sent for testing and their reports are awaited.All the three cops were deployed at Recruit Training Centre (RTC) in Sector 26. They have been admitted to GMH-16 and their condition is stable. They were living in the same training centre and developed infection when one of them tested positive for corona. Police department has sanitised the training centre. Their four immediate contacts have also developed symptoms.Earlier, inspector Dilbag Singh, posted at police headquarters in Sector 9, had tested positive on July 16 and was admitted to GMH-16. Constable Pardeep Kumar was admitted to the same hospital on July 14. The constable was posted at the police post on the Panjab University (PU) campus. The first corona case in the police department was reported on May 12, when woman constable Suman tested positive. Now, she has joined duty after recovery. She got infected while on duty at the grain market in Sector 26.||http://timesofindia.indiatimes.com//city/chandigarh/chandigarh-case-count-crosses-1000-mark-as-38-contract-the-virus/articleshow/77271890.cms||Barinderjit Saluja
July 31, 2020||India||20 years on, Jaya Jaitly, retired General get 4 years jail for graft||NEW DELHI: A special CBI court sentenced Jaya Jaitly, a close associate of former defence minister George Fernandes, and Major General S P Murgai (retired) for four years for seeking to influence defence purchases during the Atal Bihari Vajpayee-led NDA government for monetary gains. Gopal Pacherwal, a political colleague of Jaitly, was also given a four-year jail term in what is known as the Tehelka sting case of 2001, which forced Fernandes to quit as defence minister and caused embarrassment to the Vajpayee government and the BJP. The judgment marked a huge setback to Jaitly, known for her pioneering work in promoting handicrafts through her Dastkari Haat Samiti and setting up Dilli Haat. However, she narrowly escaped being sent to prison, with the Delhi high court admitting her appeal against the trial court verdict and suspending her sentence. The respite from the HC came just before 5 pm when she was set to be sent to jail. Jaitly is the second influential person to have been scalped by the Tehelka sting or ‘Operation Westend’. Late Bangaru Lakshman, the then BJP chief, was also “stung” taking money from journalists of the news portal, who had approached him. Jaitly, others acted for petty gains: Special CBI judgeLate Bangaru Lakshman was also “stung” taking money from journalists of the news portal, who had approached him, Jaya Jaitly and others posing as representatives of a company dealing in defence supplies. BJP sacked Bangaru, who was later convicted in a separate case arising from the sting operation. Jaitly was the president of Samata Party, as JD(U) was known in its previous incarnation. Pacherwal was a senior-office bearer of the party at the time of the sting. Jaitly was accused of conspiring with Pacherwal and Maj Gen Murgai to assist a fictitious firm, Westend International, in pushing hand-held thermal imagers to the Indian Army. A businessman named Surender Kumar Surekha, booked as an accused, eventually turned approver in the case. The special CBI court had on July 21 convicted Jaitly, Pacherwal and Murgai under Section 120B (criminal conspiracy) of the IPC and Section 9 (taking gratification for exercise of personal influence with public servant) of the Prevention of Corruption Act, 1988. Special CBI judge Virender Bhat said the convicts had acted for “petty gains” and sought to assist an unknown, fictitious firm while awarding punishment on Thursday. Watch TOI Daily: 20 years on, Jaya Jaitly, retired General get 4 years jail for graft||http://timesofindia.indiatimes.com//india/20-years-on-jaya-jaitly-retired-general-get-4-years-jail-for-graft/articleshow/77272564.cms||Abhinav Garg
July 31, 2020||India||Disengagement is incomplete, India tells China||NEW DELHI: After China claimed earlier this week that disengagement along the LAC had been completed at most locations, the government on Thursday said while there had been some progress, the process had “as yet not been completed”. Responding to queries on remarks by the Chinese foreign ministry, the ministry of external affairs said senior commanders of the two sides will meet in the near future to work out steps for further disengagement. Spokesperson Anurag Srivastava said the government expected China to sincerely work with India for complete disengagement and de-escalation at the earliest as agreed to by special representatives Ajit Doval and Wang Yi. Peace at border is the basis of our ties with China: India As we have stated earlier, the maintenance of peace and tranquillity in the border areas is the basis of our bilateral relationship,” said the official. Disengagement, according to sources, has been far from complete at least in the Pangong Tso and Depsang areas from where the Chinese troops are apparently reluctant to move back. This was one of the main reasons why India, in the last round of diplomatic talks, had insisted on early and complete disengagement. “As border troops have disengaged in most localities, the situation on the ground is de-escalating and the temperature is coming down,” Chinese foreign ministry spokesperson Wang Wenbin had said in Beijing. The Chinese media too has been suggesting that, barring Pangong, disengagement has been completed in areas like Galwan, Hot Springs and Kongka Pass. Watch Disengagement along LAC is incomplete, India categorically tells China||http://timesofindia.indiatimes.com//india/disengagement-is-incomplete-india-tells-china/articleshow/77272783.cms||---
July 31, 2020||India||Isro will allow private sector to set up own launchpad at Sriharikota: K Sivan||NEW DELHI: Kicking off the process of "unlocking" the space sector, Indian space research organisation (Isro) will allow the "private sector to set up their own launchpad at the Sriharikota launch centre" (SHAR). Talking to TOI, Isro chairman K Sivan said, "The space agency has started the process of involving the private sector in space activities. We will allow the private entities to set up their own launch facility at Sriharikota that they can use for launching their spacecraft or rocket. We won’t charge anything for such launches. Instead, we will provide them all the expertise they need from us for setting up such facilities." Currently, Isro has two launchpads and two rocket assembly buildings at Sriharikota. He said that Isro is also ready to share its expertise for free with the private sector in areas where monetary support is not involved like providing technical support. "Department of space is in the process of setting up Indian National Space Promotion and Authorisation Centre (IN-SPACe) (which is being set up to promote, hand-hold, monitor and supervise space activities by the private sector). But we don’t want the industry to wait till it is set up. If private entities are interested, they can apply for it (using Isro’s space assets) now itself. Though most centres of Isro are either closed or working with skeletal staff because of Covid-related restrictions in different states, we want to start at least the consultation process of involving the private sector in space activities based on their requirement. At least, we can get to know about their requirement," Sivan told TOI. On the launch of satellites this year, Sivan said as some key Isro centres like Vikram Sarabhai Space Centre and Liquid Propulsion Systems Centre in Thiruvananthapuram are closed due to Covid-19, it is very difficult to carry out satellite launches with such restrictions. However, he did not rule out satellite launches this year, saying "it all depends upon the situation in coming months". Following the recent Cabinet decision to open up the space sector for all, Isro will involve non-government private entities (NGPEs) in the production of components and subsystems of a launch vehicle, launch vehicle integration, production of components of a spacecraft, spacecraft integration and testing. It will also rope them in for providing space-based services, including operation, control and station-keeping of spacecraft by establishing and operation of ground segment or stations. NGPEs can also provide help in development of space-based applications using satellite data and rolling out of commercial services, says a statement from the agency.||http://timesofindia.indiatimes.com//india/isro-will-allow-private-sector-to-set-up-own-launchpad-at-sriharikota-k-sivan/articleshow/77272875.cms||Surendra Singh
