July 25, 2020||Chennai||Chennai artist gives taboo topics a goofy spin with her comics||Akshara Ashok has a light-hearted take on matters others consider either taboo or too serious to discuss in the open. And it’s this view of hers that prompted her to start posting her thoughts as comics on her Instagram page. The Chennai-based architecture graduate says, “I was interested in drawing since childhood. But when I started my architectural course, I felt the course was tough and rigorous. So, I came up with these posts as an outlet for my creative expressions.” Though Akshara started posting these comics, which describe the day-to-day happenings in the life of a young girl, from 2017, she says she never thought she would become popular on Insta! She admits that even her friends were not aware of her work initially. “But the turning point came with the trial room ordeals of Fluff. It became popular and brought in several thousands of followers,” she says. Fluff? “It’s the girl character in my comics,” she explains, “I named her Fluff on a whim, thinking I would change it later. But I’ve abandoned the idea because the character has become so popular now.” Akshara used to share two #happyfluffcomic posts every day. “But it is down to one post on alternate days now as I get busy with requests for comics for gifting and branding purposes,” she says. Ask her what is the psyche behind her goofy posts, and Akshara says, “I don’t find anything disgusting — be it periods, the female body with breasts and body hair or mental health. While many of my friends are not ready to discuss issues like menstruation and mental health in the open, I express my thoughts through Fluff.” Though she gets hate messages, the number of people who voice out their appreciation of her work keeps her going. “My parents were quite baffled initially to see my work, but they are more or less convinced now and have started appreciating my work and thoughts,” she adds. So, has she done any posts about the pandemic? “I haven’t done any on coronavirus, but Fluff has been discussing bushy eyebrows during this time,” she signs off.||http://timesofindia.indiatimes.com//city/chennai/chennai-artist-gives-taboo-topics-a-goofy-spin-with-her-comics/articleshow/77155257.cms||Sindhu Vijayakumar
July 25, 2020||Hyderabad||Eight deaths, 1,640 new Covid-19 cases in Telangana||HYDERABAD: Covid-19 cases continued to rise sharply in Telangana on Friday, with 1,640 new cases and eight deaths being reported, taking the tally of positive cases in the state to 52,466 and deaths to 455. Out of the fresh cases, 683 were reported from the Greater Hyderabad Municipal Corporation (GHMC), followed by Ranga Reddy and Sangareddy districts with 135 and 102 cases respectively. A state government bulletin said 40,334 (76.8 per cent) people have recovered so far, while 11,677 (22.1 per cent) were under treatment. The bulletin said 15,445 samples were tested on Friday. Cumulatively, 3,37,771 samples have been tested. It said the tests per million population was 8,444 while the cumulative sample positivity rate was 15.5 per cent. With the state government ramping up testing, the cumulative sample positivity rate has been on the decline since the last several days. The number of vacant isolation beds, oxygen beds and ICU beds was 10,918 and 2,917 and 1,381 respectively. The number of government Covid-19 hospitals was 61 and that of earmarked Covid-19 beds was 17,081, it said. The bulletin said the government has made elaborate arrangements for treating Covid-19 patients and that sufficient beds are available in government hospitals. It said people can contact 9154170960 on Whatsapp for any grievances pertaining to private hospitals/laboratories. Meanwhile, an official release said Union Cabinet Secretary Rajiv Gauba held a video conference with nine states and took stock of the prevailing COVID-19 situation. He reiterated the need for increased testing, systematic enforcement of containment measures, clinical management and increased communication through awareness campaigns, it said. Telangana Chief Secretary Somesh Kumar said the state government has made significant improvement in testing, tracing, isolation and quarantine measures and also in enhancing human resources and ramping up infrastructure, the release added.||http://timesofindia.indiatimes.com//city/hyderabad/eight-deaths-1640-new-covid-19-cases-in-telangana/articleshow/77157803.cms||---
July 25, 2020||Patna||Bihar floods: Gandak river breaches its embankment at three places||PATNA: Flood situation worsened in north Bihar on Friday following breaches in the embankment of Gandak river at three places- two in Gopalganj and one in East Champaran- and suspension of train movement on Samastipur- Darbhanga line. The population affected by the floods in as many as 10 districts in north Bihar also surged from 7.6 lakhs on Thursday to 9.6 lakhs spread over 74 blocks. The swollen Gandak breached its embankment near Devapur and Sarfara villages under Barauli block and Puraini under Majha block in Gopalganj district and 160 feet of the left embankment at Bhawanipur village under Sangrampur police station in East Champaran. Video of River Gandak at #Rewaghat in #Muzaffarpur District #Bihar taken on 24July 2020 at 1800 hrs when HFL was cr… https://t.co/4FrTavaXq3— Central Water Commission Official Flood Forecast (@CWCOfficial_FF) 1595597396000Water resources department minister Sanjay Kumar Jha along with department’s secretary Sanjeev Hans and principal secretary (disaster management) Pratyaya Amrit went on an aerial survey of damaged embankment at all three places. Jha told this newspaper on Friday evening that there have been no reports of any loss of human life or livestock due to Thursday night breaches in the embankments of the river. “It's true that floodwaters have entered nearby villages following seepage and subsequent breaches in the embankments. However, there have been no reports of any loss of human life so far,” he added. Attributing the reason behind the breaches to an unprecedented flow of water in the river Gandak from Nepal side, the minister said that the high pressure of water caused breaches in the embankments in the two neighbouring districts. A little over 5.36 lakh cusec of water was discharged from the Nepal side in the river. “But engineers of the department as well as officials of the district administration are engaged in the repair work,” he said, adding that the traffic on important roads would be restored as early as possible. Meanwhile, huge discharge of floodwaters in the river Gandak and subsequent breaches in embankments at two places in Gopalganj district- Pakaha and Dewapur stalled the vehicular traffic on National Highway-28 connecting Delhi with Assam. Gopalganj district magistrate Arshad Aziz said on Friday that the movement of vehicles on the NH-28 was stopped early on Friday morning as a precautionary measure. “There is strong pressure of floodwater on the road near Dumaria Ghat bridge on the river Gandak. Officials are monitoring the situation constantly,” he told this newspaper over the phone. The district administration's move to stop vehicular traffic on the NH-28, which is part of the East-West Corridor, has led to a 22-km long queue of vehicles, mostly carrying goods. The old bridge at Dumaria Ghat over Gandak connects Gopalganj with East Champaran district and Muzaffarpur. On an average, around 40,000 to 50,000 vehicles crossed the Dumaria Ghat bridge every day. Authoritative sources that at some places more than one-metre flood water was seen above the roads. However, the current in the flow of water was missing and it was static in most parts of the flood-affected region. Roads apart, train movements were suspended on Darbhanga – Samastipur section under Samastipur division of East Central Railways (ECR) from 7.05am on Friday after rise in the flood water level at Hayaghat rail bridge. ECR chief public relations officer (CPRO) Rajesh Kumar said railways took the decision after floodwaters nearly touched Hayaghat rail bridge. “Railways has kept relief materials in readiness at all vulnerable places particularly nearby major rail bridges located in Samatsipur division of the ECR,” the CPRO said. With regard to water level in rivers, Bagmati and Adhwara group of rivers were flowing above corresponding danger level at all 10 flood gauges in Sitamarhi, Madhubani, Darbhanga, Muzaffarpur and Samastipur districts. Kamla Balan was flowing above the corresponding danger level at two flood gauges in Madhubani on the fifth consecutive day on Friday. Burhi Gandak, Lalbakeya and Khiroi rivers were also flowing danger level at several places in north Bihar. Kosi was also flowing above the danger level at four places in Supual, Khagaria and Bhagalpur districts. The stiffest challenge for the WRD officials was that people living inside embankments didn't evacuate their houses earlier and shifted to safer places despite repeated instructions from the department. “We did mike in the affected areas but nobody paid heed to the instructions,” said a senior official.||http://timesofindia.indiatimes.com//city/patna/bihar-floods-gandak-breaches-its-embankment-at-three-places/articleshow/77157777.cms||Ramashankar
July 25, 2020||Hyderabad||Hyderabad: Cops roll out patrol vehicles to rescue women facing abuse||HYDERABAD: Cyberabad police has launched a pilot project deploying three exclusive patrol vehicles to rescue women facing domestic violence and sexual abuse. In the new system, the moment a distress call is received on dial-100, cops assigned to these vehicles swing into action. Police believe that swift reaction time is crucial to save the victim. The patrolling vehicles are set to be made available at Jagathgirigutta, Miyapur and Rajendranagar police stations. Based on the results, the project would be extended to other areas in Cyberabad. In each of these vehicles, there will be one woman constable along with two other policemen. Whenever a woman dials 100, the local police would be alerted about the situation. “If the caller is a woman, who is in need of urgent help, the lady constable on the nearby patrolling vehicle will reach out to her. She will talk to the victim and do the needful with the help of her colleagues on the patrolling team,” said Cyberabad commissioner VC Sajjanar. The rescued person will be counselled and necessary action initiated against the accused. In 2019, the total number of cases registered in the city under crime against women were 2,828. Officials said that the decision to start the exclusive patrol vehicle for women was taken after witnessing a rapid surge in domestic violence cases during the lockdown. “During the lockdown, there were less eve-teasing and stalking cases. However, majority of cases regarding women were related to domestic violence. In an effort to address any complaint regarding crimes against women, a decision was taken to start 24x7 dedicated patrol vehicle. Our personnel will work in three shifts,” said deputy commissioner of police, Anasuya. As of now, police claim that the response time of patrolling parties is generally between five and seven minutes.||http://timesofindia.indiatimes.com//city/hyderabad/cops-roll-out-patrol-vehicles-to-rescue-women-facing-abuse/articleshow/77157455.cms||Srinath Vudali
July 25, 2020||Bhubaneswar||Odisha: Govt doctors to work in Covid hospitals run by private parties||BHUBANESWAR: Govt doctors will work in Covid hospitals run by private parties in exigency, the state government said on Friday. Doctors who are in the first two years of service after completion of post-graduation have to do at least one-month duty in Covid hospitals. Government sources said while doing post-graduation, the medicos sign a bond to work for the government for at least two years: one year in a medical college and one year in any government hospital. After completion of their PG courses, currently, 447 such doctors have been working in various government hospitals and medical colleges for fulfilling their bond condition, which is called ‘bond service.’ The government has decided to use them in Covid care to meet the shortfall of doctors. A notification issued by the health department said the specialists on bond service shall be engaged in Covid duty for 14 days and will remain in quarantine for the next 14 days. Each doctor shall be engaged in such rotation for one month. “In view of the pandemic leading to the detection of more number of positive cases and increase in death trend, the services of more specialists in different fields have become inevitable,” the government order said even as a total number of positive cases in the state mounted to 22,693 and deaths increased to 120. While sending doctors on requisition, the principals have to ensure that functioning of the medical colleges are not hampered. The district administrations will place requisition of specialists with the medical colleges where these doctors have been working. The principal of the medical colleges will prepare the list of such doctors on ration basis. Teams comprising anaesthesia, pulmonary medicine and general medicine would be prepared for deployment in Covid hospitals. Depending on the need, the notification said the requisitioned doctors may to work in Covid care centres and Covid hospitals run by private parties. Notably, the state government has tied with private medical colleges such as KIMS, SUM and HiTech to run dedicated Covid hospitals from their premises and in various other buildings. While the patients get free treatment in such facilities, the government reimburses the cost to these private parties. The government has established 35 Covid hospitals having around 6,000 beds besides Covid care centres and Covid care homes having total more than 64,000 beds.  A PG doctor pleading anonymity said though they are not averse to work for Covid care, the government should deploy them in government-run facilities.||http://timesofindia.indiatimes.com//city/bhubaneswar/odisha-govt-doctors-will-work-in-covid-hospitals-run-by-private-parties/articleshow/77157978.cms||Ashok Pradhan
July 25, 2020||Ahmedabad||CCC/CCC+ exam: Gujarat govt extends last date||Ahmedabad: Gujarat chief minister Vijay Rupani has extended the last date for clearing the compulsory CCC/CCC+ eligibility tests for state government officers and employees for higher pay-scale and promotion till December 31, 2020. This was in response to the request of different employees associations, including State Primary Teachers Association. The state government had introduced these compulsory tests in 2007 and the last date to pass was April 30, 2016. The karma yogis who had joined the government service between 1975 and 1985 and are due for retirement now will also be entitled to higher pay-scale and even in pension. This decision will benefit thousands of employees and officers belonging to different cadres.||http://timesofindia.indiatimes.com//city/ahmedabad/ccc/ccc-exam-gujarat-govt-extends-last-date/articleshow/77158309.cms||Himanshu Kaushik
July 25, 2020||Noida||UP: 'Axle-gang' members deflate tyres on expressways to loot, attack commuters||NOIDA: The 'axle-gang', which was behind the most sensational robbery and gang-rape on Jewar-Bulandshahr road, has now switched to placing nails on the expressways to deflate tyres of car-borne commuters and attack them at desolate stretches on the Western and Eastern peripheral expressways. While the gang has been active since the past many years, many of the unreported cases during 2020– especially on the Western Peripheral Expressway (WPE) have come to fore with the arrest of a gang member called Dinesh alias Dinee and the death of his gang leader Bablu in a shootout with the UP police on July 3. The most sensational incident which has come to fore is the loot with an uncle-nephew duo and their driver from Mathura who were returning home via the Kundli–Manesar–Palwal (KMP) Expressway on the night of January 27, this year and the sodomy with the 14-year-old boy. The incident happened around 10.30pm when their car had reached the Kanoli bridge where a tyre got punctured and as they were trying to change the tyre, at least six masked men arrived and took them under the KMP where they snatched Rs 7,000 and phones of the complainant taxi agency owner and his driver. They then took the 14-year-old boy aside and sodomised him. In the FIR lodged in the Hathin police station of Palwal district under IPC sections 395 (dacoity), 397 (robbery, or dacoity, with attempt to cause death or grievous hurt), 365 (kidnapping or abducting with intent secretly and wrongfully to confine person), 377 (unnatural offences) and section 6 of the POCSO Act, the complainant has said that as they tried to stop them from sodomising the boy, the accused beat them up and tied them, before leaving them at the spot. The incident took place after at least three other incidents of loot were reported from Tappal and Naujhil police station areas of Aligarh and Mathura, respectively. While the accused allegedly looted Rs 10 lakh from a family after deflating their vehicle’s tyre on the Yamuna Expressway on the intervening night of 23 and 24, October 2019. On January 23, the gang allegedly deflated the tyre of a Baleno car and looted a laptop, mobile and Rs 8,000 from the owners. They also looted Rs 80,000 and phone from a family which was travelling on the Expressway via the Naujhil area in Mathura. In yet another incident that happened in Baghpat’s Chandinagar area, the accused allegedly punctured the tyres of a Creta and looted Rs 50,000 from the complainants. Rajkumar Mishra, dySP, STF Noida told TOI that while the accused would earlier tend to use the axle technique to stop the vehicles- they would either throw the axle to distract the driver or use an in-house "khadanja" – a piece of rubber with nails protruding to ensure the tyre of the car gets punctured but now, they are simply placing nails on the expressways to deflate tyres. "After the Bulandshahr gangrape case, people became aware. While earlier, the commuters would stop at any such sound of the axle hitting their vehicle, most would not stop now. They then started using nails to puncture the tyre," he said. Increased activity during the lockdown?While at least seven incidents of loot and assault with commuters on the expressways have been orchestrated by the Bablu Bawariya gang members, multiple incidents have taken place on the KMP during the lockdown. A police officer from the Palwal police told TOI that during the months of May-June, the accused had become especially active on the stretch of the KMP which falls in Palwal district. According to the Noida STF, they had allegedly targeted a family travelling via the KMP in Palwal’s Hathin area and looted Rs 4,000 along with gold and silver ornaments on the night of May 14. Further, on May 24, the accused Dinne along with his gang members allegedly stopped a Creta and looted Rs 20,000 from the accused in Sadar police station area of Palwal. On June 22, Dinne and others got a Volkswagen punctured and looted Rs 25,000 and gold and silver ornaments from the family in Sadar again. Police arrested Dinesh alias Dinne, 21 days after his gang leader was shot at in encounter with STF in Aligarh’s Tappal The Noida STF on Friday arrested Dinesh alias Dinne (22) 21 days after the leader of the gang was killed in a shootout with the UP STF. The accused who had been involved in the different cases of loot and assault by the Bablu bawaria gang on the expressways has allegedly claimed that his brother Ajay and gang leader Bablu were involved in the sensational Bulandshahr gangrape in which a 35-year-old woman and her 14-year-old daughter were gang-raped by at least seven men on the intervening night of July 29-30, 2016 in Dostpur village abutting the National Highway-91. The STF officers say the accused has given "significant information" about the gangrape that will soon be shared with the CBI, which is probing the case and has already chargesheeted six people. Dinne who has as many as seven cases of loot, dacoity and causing hurt during loot registered against him, was the cousin of the deceased gang leader Bablu. After the arrest of Saleem, Zubair and Sajid, the victim family had identified three more people likely involved in the case in the aftermath of the Mandpura gangrape case. “Three persons had been identified by us after the Mandpura gangrape case came to fore and the accused claimed that they were involved in the case and gave correct details of the case. I had seen seven persons in total but due to dark, I cannot be sure if there were more. They were either seven or more,” the father of the teenage survivor told TOI, adding that the case continues to be heard in the Bulandshahr court and the last hearing was in March.||http://timesofindia.indiatimes.com//city/noida/up-axle-gang-members-deflate-tyres-on-expressways-to-loot-attack-commuters/articleshow/77159199.cms||Shikha Salaria
July 25, 2020||Gurgaon||Gurugrammers are slowly turning to markets for festive shopping||With the lockdown having been lifted and the markets in Gurgaon returning to normalcy gradually, shoppers have started returning to some of the bigger markets in the Millennium City. With the festive season approaching, many have turned to their old, trusted markets for their festive shopping, albeit with some caution. Factors like trust in local shops and adequate sanitisation and social distancing measures adopted by malls and markets have helped shoppers overcome their fears of the pandemic. Stepping out to shopFrom the different malls of the city to shops in major markets such as Sadar Bazaar feature prominently among the festive shopping plans of many Gurugrammers. Some prefer places like Arjun Marg, Huda Market in Sector 14, Sikanderpur Market, Banjara Market or even slightly more upscale places like Galleria. "I begin my shopping for Teej and Raksha Bandhan around a week before Teej," says Sector 56 resident Nidhi Sharma, adding, "I did the same this year. My husband was afraid that with the pandemic, we should not go out. But offices are open, malls are open, so why should we stay away?" Ritika Jaiswal, a Sector 43 resident, says, "Even though proper festive shopping hasn’t begun yet, I have still been out a few times, mainly to buy rakhis and gifts for my brothers. Thankfully, the markets reopened in time for me to be able to buy all I wanted." According to many of the shoppers, with the weather turning favourable, it is not a hassle to go out for shopping. 'Online shopping can’t match the joy of shopping in markets especially during festivals'Many of the city's residents say that even though you can get much of the same stuff online as well, they prefer their trusted shops to which they have been going for years. When it comes to shopping during the festivals, Gurugrammers say they prefer to visit shops themselves, rather than shop online. Ritesh Ahlawat, who stays in DLF Phase 1, tells us, "There is a certain trust factor with local markets and with the shops you have been going to for years. That does not exist in online shopping. I have shopped for clothes online but for more traditional and festive clothes, I prefer to go to a market physically." With the festive season approaching, many have turned to their old, trusted Gurgaon markets for their festive shopping, albeit with some cautionAnd with the safety and sanitisation measures taken by shopkeepers and market associations, customers say they are somewhat at ease. Kavita Singhvi, who went out for Raksha Bandhan shopping with her family to Arjun Marg Market last week, says, "Most of the markets in the city have taken a lot of measures to ensure social distancing and sanitisation. There are fewer crowds and everyone wears masks so it does feel safe. All you need is to take adequate precautions and then continue with life." 'Footfall of shoppers is on the rise'Those who haven’t started shopping yet are also looking to head out soon. "I have made a wish list of the things that I want for a few of the upcoming festivals and like every year, I want to head out to the local markets for that. I know it’s still risky but I am prepared to wait a few weeks," says Aparna Gautam, a Golf Course Road resident. While the footfall is still lower than previous years, shopkeepers say that it is gradually increasingShopkeepers report that since people are coming out for festive shopping, they are replenishing their stocks. "It usually begins around Rakhi and continues from there. Although the crowd is less as compared to previous years, but still, the footfall is increasing each day. We are hoping the numbers normalise by September when the real festive shopping begins," says a shopkeeper.||http://timesofindia.indiatimes.com//city/gurgaon/gurugrammers-are-slowly-turning-to-markets-for-festive-shopping/articleshow/77150667.cms||Abhimanyu Mathur
July 25, 2020||India||Rajasthan cabinet discusses governor's six points on assembly session||JAIPUR: A cabinet meeting chaired by Rajasthan chief minister Ashok Gehlot on Friday night discussed the six points raised by governor Kalraj Mishra for calling an assembly session, sources said. The meeting was held at the chief minister's residence which lasted for nearly two and a half hours. "Discussions over the points given by the governor with regards to calling the assembly sessions were held in the meeting," the sources said. The governor had earlier sought a reply on the six points from the state government, including about the reason to call a session of the assembly for a floor test. The cabinet note to the governor is likely to be forwarded on Saturday, the sources said. The Ashok Gehlot-led Congress government, which is facing a political crisis after rebellion by 19 dissident Congress MLAs, including rebel party leader Sachin Pilot, wants to hold the assembly session to prove the majority. Earlier in the day, the chief minister had said that a letter was forwarded to the governor on Thursday for calling the session but he did not take any decision. After Congress MLAs loyal to Gehlot on Friday held a five-hour sit-in at the Raj Bhawan to press for an assembly session, the governor assured that he will go by the constitutional provisions on summoning an assembly session. Later, a statement from the Raj Bhawan said the governor has sought a clarification on the six points.||http://timesofindia.indiatimes.com//india/rajasthan-cabinet-discusses-governors-six-points-on-assembly-session/articleshow/77159884.cms||---
July 25, 2020||India||Goan football slips down, ranked joint eighth among 11 states evaluated by AIFF||PANAJI: Goan football has slipped out of the top five among best-managed states and finished a lowly joint eighth from among 11 associations who are part of the Fifa development project. The All India Football Federation (AIFF) announced results of the ‘Performance Assessment for States’ on Friday with West Bengal, governed by Indian Football Association (IFA), on top. Maharashtra under the Western Indian Football Association (WIFA) was ranked second, while Kerala finished third. Karnataka and Tamil Nadu completed the top five. Goa is the only state which declared football as the state sport eight years ago, but the beautiful game does not appear to be on the right track. If Goa mourned the exit of Salgaocar SC, Dempo Sports Club and Sporting Clube de Goa from the top tier of Indian football in 2016, there was another round of disappointment when the Indian squad did not have a single Goan player for the Fifa U-17 World Cup in 2017. Things haven’t changed. In fact, if the AIFF assessment is any indication, Goan football has slipped even further. Goa has been ranked a poor joint eighth alongside Mizoram, with only Jammu & Kashmir and Odisha doing worse. Before the implementation of the Fifa development project in 2017-18, Goa was ranked joint fifth with Tamil Nadu, while Maharashtra, Kerala, Punjab and West Bengal made up the top four. AIFF general secretary Kushal Das congratulated the top three states and said the ranking system was "very well defined and fair in line with the strategic goals of the AIFF.” "The appointment of development officers by AIFF in different states has added immense value. States like Karnataka and Tamil Nadu have shown significant improvement from the previous years and hopefully will soon be ranked amongst the top in future years,” said Das. The performance assessment of states was done on various operational verticals in an effort to “push and encourage the state associations to contribute to the football development.” The assessment system had points for coach education, grassroots, AIFF academy accreditation endorsements, referee’s education and conduct of leagues. Except for state leagues where Goa finished among the top three – behind West Bengal and Mizoram – the state was found wanting in all other departments. In referees development and grassroots, for instance, Goa finished among the bottom-ranked states. Meanwhile, Manipur has emerged a clear winner among states who were not part of Fifa development project. Delhi finished second while Gujarat settled for the third spot. Rankings of state associations by AIFF and overall scores: 1. West Bengal (9.9), 2. Maharashtra (8.2), 3. Kerala (7.4),4. Karnataka (6.6), 5. Tamil Nadu (6.5), 6. Meghalaya (5.1), 7. Punjab (4.3), 8. Goa (3.3), 8. Mizoram (3.3), 9. Jammu & Kashmir (2.6), 10. Odisha (1.3).||http://timesofindia.indiatimes.com//india/goan-football-slips-down-ranked-joint-eighth-among-11-states-evaluated-by-aiff/articleshow/77160191.cms||Marcus Mergulhao
July 25, 2020||Kolkata||Quarantined pet parents in a dilemma as rescuers, creches wary of assisting them||Ever since her father’s demise, Paushali Sengupta* has been living in her Belgachia apartment with her mother Namita and their two dogs. In June, the mother-daughter duo tested positive for COVID-19 and had to be shifted to a hospital. But more than their own health, they were worried about Luchi and Lonka – a golden retriever and a Chihuahua. “We struggled to find someone to take care of them in our absence. Most creches were closed and the ones open would not take them in because we were infected,” said Paushali, who finally convinced a relative to look after the dogs for a month. With COVID-19 cases steadily rising in the city, several pet owners are facing a similar dilemma. While they get transferred to a hospital or go for self-isolation, their beloved pets, including dogs, birds and fish, stare at an uncertain future. No place for city pets With practically nowhere to go, the fate of pets belonging to families with positive cases depends on kind-hearted souls. A Rajarhat-based couple brought home Lucy, a Labrador, last year. In June, the man went for a home treatment after testing positive for COVID-19 and his wife went into self-isolation. This took a toll on Lucy, who is still a puppy. “We’ve always given him homemade food. But after a few days of falling sick, we were out of chicken. We couldn’t go to the market and there were some issues related to deliveries as well. Finally, we were lucky to find a local animal rescuer who helped us by regularly sending dog food for Lucy,” said the man, who didn’t wish to be named. Tiyasha Gupta, a second-year law student, has a similar story to share. After her father tested positive recently, the entire family has been in self-isolation. They now want to shift Pogo, their four-year-old pug, to a safer place for a month. “We don’t want Pogo to live in an infectious environment. Though he can’t get infected by the coronavirus, he could carry the germ in his body. We had a harrowing time looking for a place or person to take care of him. Finally, we found Radhika Bose, an animal rescuer, who has agreed to keep him,” said Tiyasha. Not just dogs, those keeping fish at home are equally worried. Whenever Santoshpur-based Sujoy Adhikari* and his wife are away, they hire someone for the maintenance of their five-year-old aquarium. But when both of them were hospitalised in May after testing positive for COVID-19, no one agreed to come to their house to take care of their beloved marine pets. “After trying out every possible option, I requested one of my doctor friends, who is also a fellow hobbyist, to help me out, and he obliged,” said Sujoy. Dog creches out of biz In the past four months, while many dog creches have shut down, others haven’t resumed services since the lockdown. Explaining the reason behind it, Kumar Krishna Basu Roy, who owns a pet resort near Sonarpur, said that pet owners have been lying to creche owners. “They don’t want to reveal that the dog is from a family suffering from corona. It is important for us to know these details because though dogs don’t carry the virus as such, chances are that they have germs in their fur. In that case, we must sanitise the dog thoroughly before taking them in,” he said. There’s no creche facility available for pets like birds and fish. However, when requested, some sellers do agree to take care of them for a month or so. Rescuers remain cautious Those assigned to take care of others’ pets are facing their own set of challenges. Bapi Das, a professional aquascaper, who has been maintaining aquariums for years now, said, “I certainly won’t visit a house with COVID patients. Touching their aquarium water for maintenance is out of question. Similarly, dog rescuers are not being able to carry out their duties too. Arushi Bhattacharya, an animal rescuer, said they can’t work without basic precautions like PPE kits, gloves and masks. “Many rescuers are not being able to afford these and even if they do, they can’t muster the courage to rescue dogs from homes with corona cases,” she added. Fear leads to abandonment The overall crisis is forcing many a pet owner to abandon dogs. Ananya Roy, a New Town-based rescuer said that since March she alone has rescued seven dogs abandoned at different parts of the city. “There’s a fear that dog hair or saliva might make the infection worse. Many are urging people on social media to come forward and take care of their dogs because someone in their house has been infected," she said. (*Names changed on request)||http://timesofindia.indiatimes.com//city/kolkata/quarantined-pet-parents-in-a-dilemma-as-rescuers-creches-wary-of-assisting-them/articleshow/77160810.cms||Bishwabijoy Mitra
