July 18, 2020||Bengaluru||Comet Neowise to be clearly visible in India, till mid-August||Good news for astronomy enthusiasts! The comet named ‘C/2020 F3’ or ‘Neowise’ is visible through even small telescopes till the middle of August. Neowise is said to be the brightest comet visible from the Northern Hemisphere. Amateur astronomer SA Mohan Krishna tells us, “The comet looked stunning through the telescope. Even in the first couple of weeks of August, it will be discernible in the Northern Hemisphere. Neowsie was discovered on March 27 this year, and it has brightened as it comes closer to the sun.” Adding that the comet is visible from every part of India, astronomer Dr PK Manoharan adds, “Comet Neowsie might be visible from earth again only after 7,000 years. During the first two weeks of August also, the comet may be clearly perceptible.” Mohan further adds, “One can expect a ghostly, greenish orange splotch to grow brighter in the sky in the coming days. Neowise will make its closest approach to earth shortly. The comet is clearly discernible even through small telescopes between 4.30 am and 5 am till the first half of August, in the north east direction in the Ursa Major constellation. But the morning sky should be absolutely clear.” So, what are you waiting for? Pull out your telescopes and watch out for Neowise at dawn.||http://timesofindia.indiatimes.com//city/bengaluru/comet-neowise-to-be-clearly-visible-in-india-till-mid-august/articleshow/77024361.cms||Vinay Lokesh
July 18, 2020||India||Justice Banumathi says she herself was victim of court delay||NEW DELHI: Justice R Banumathi, who retires on July 19 as the judge of the Supreme Court, said on Friday that she and her family was the victim of delay and complicated legal procedures that prevented them in getting the compensation for the death of her father who died in a bus accident. The lady judge, who for the last time on Friday, conducted the court proceedings, said in her farewell address, that there were mountains of obstacles for no reason" in her three decade career as the judge of the subordinate court to the apex court. Justice Banumathi, described as "a great judge" by Attorney General K K Venugopal, would be remembered for the landmark judgement in the Nirbhaya gangrape and murder case of December 16, 2012 in which the four convicts were awarded death penalty. She headed the bench, which heard the case till an hour before the convicts were hanged to death on March 20 morning. Justice, Banumathi, who is the member of five-judge collegium and only the second lady judge to achieve the feet, also recently heard the politically sensitive corruption cases involving former union finance minister and senior Congress leader P Chidambaram. In a webinar organised to commemorate her three-decade long career as a judge, she talked about her father's accident and the delay related to the compensation.  I lost my father in a bus accident, when I was of two-year age. In those days, we had to file a suit for compensation. My mother filed the claim and court passed a decree. But, we couldn't get the amount due to complicated procedures & lack of assistance.  Myself, my widowed mother and my two sisters, we are victims of court delay and its procedural lags. We did not get the compensation till the last day,? she said. She talked about her struggles and said that during her judicial service, there were mountains of obstacles for no reason. With the retirement of Justice Banumathi, the apex court will be left with two women judges -- Justices Indu Malhotra and Indira Banerjee. Never before in the history of the Supreme Court there had been three sitting lady judges. The judge, in her farewell speech, lauded various initiatives taken by the governments and the judiciary to ensure more efficiency of the system as well as to aid in the accessibility to justice.  The technology present today wasn't there when I entered the judiciary. In the present day, everyone speaks of pendency of cases and they pass a lot of comments saying that the pendency is affecting the economy of the nation. "I want to strike a positive note that various initiatives have been taken by the Central Government, State Governments and the judiciary to aid in the accessibility to justice and to ensure more efficiency of the system,? she said. Various enactments, moves like increasing the strength of Judges at the High Courts and the Supreme Court etc have helped in bringing sweeping changes, she said. Justice Banumathi added that with more citizen-centric services such as copies of judgements and orders, easier accessibility of cause list, e-payments, mobile apps etc. are all arms meant to increase accessibility and transparency of the system. Wishing that a vaccine is developed soon for COVID-19, she said that at this point, regarding physical courts, that is a decision to be taken by the Committee of Judges. But, we must wait for sometime, because more than appearance, we must understand that it is more of a life concern.? While expressing her respect for all the religions, she said that though she was a Hindu, she also believed in the gospel of Jesus Christ. Attorney General K K Venugopal AG K K termed Justice Banumathi as 'a great judge'. Supreme Court Bar Association president Dushyant Dave praised Justice Banumathi as a fiercely independent judge who gave multiple dissenting opinions." Justice Banumathi started her journey as a sessions judge in 1988. She was elevated to Madras High Court on 3 April 2003. Thereafter, she was elevated to the apex court on August 13, 2014 and was the sixth woman judge in the SC. She was also the second-ever woman to be part of the Collegium. Justice Ruma Pal was the first woman to achieve that feat. She retired in 2006.||http://timesofindia.indiatimes.com//india/justice-banumathi-says-she-herself-was-victim-of-court-delay/articleshow/77026481.cms||---
July 18, 2020||Kolkata||Party workers' murder in political clashes: Confusion over Bengal BJP's letter to governor||KOLKATA: The Bengal BJP’s letter to governor Jagdeep Dhankhar gave rise to confusions over the number of party workers allegedly murdered in political clashes. In the letter written to Dhankhar, the BJP demanded a CBI enquiry into the death of Hemtabad MLA Debendranath Roy and claimed that since 2017 a total of 105 party workers were killed in political clashes. “The incident reminds us of similar gruesome murders by hanging committed by Trinamool goons during panchayat election in 2018. In Puruliya Trilochan Mahato and Dulal Kumar, both young karyakartas of the BJP were murdered. Since 2017 (pre-panchayat polls) 105 BJP karyakartas or supporters were brutally killed by ruling party goons—and none of the accused area behind the bars at present,” the letter read. The BJP has earlier claimed that a total of 93 workers were killed in political clashes in West Bengal since 2013. Last year the party’s national president J P Nadda performed tarpan of 80 karyakartas killed in political violence. The Bengal BJP’s media in-charge Saptarshi Chowdhury said, “Family members of 93 party workers have so far spoken to media detailing the gruesome killings of those karyakartas.” “There are some party workers whose family members got afraid or were intimidated. Take, for example, case of a party worker in Birbhum, his family members were so intimidated that they did not mention his association with the BJP. Threat and intimidation on BJP workers in West Bengal is continuing unabated,” Bengal BJP president Dilip Ghosh said.||http://timesofindia.indiatimes.com//city/kolkata/party-workers-murder-in-political-clashes-confusion-over-bengal-bjps-letter-to-governor/articleshow/77026696.cms||Rohit Khanna
July 18, 2020||Goa||Lotlekars got their hands dirty by planting saplings at Van Mahotsav||Due to COVID pandemic, this year the Van Mahotsav festivities taken a back seat, but to follow the customs, Maendra Alvares, curator of Big Foot Museum, Loutolim, has organised a plantation drive where he along with his team and planted around 120 saplings.  “We have planted indigenous saplings like cashews, jackfruits, jamuns and others. Most of the saplings are homegrown, while some are picked up from the forest department,” says Maendra. It took the team almost two-three days to finish planting all the saplings. “We have also given out some saplings to people who are interested in planting. So that they plant it at home and take care of it. Since these saplings are native to Goa, they grow immediately and do not require much effort to grow. When they are planted, one must take care of them for a few weeks.”  All these saplings are planted in and around Loutolim and have been marked. “Last year, we had students from the village schools who planted sapling and the sapling responsibility was given to the student, after a few months we would inspect the plant and accordingly a prize was given to the student. This in a way would attract the child to love nature and also inculcate in the child the love to nature,” he tells us.||http://timesofindia.indiatimes.com//city/goa/lotlekars-got-their-hands-dirty-by-planting-saplings-at-van-mahotsav/articleshow/77026828.cms||Kimberly Colaco
July 18, 2020||Pune||Maharashtra: Weeks after scribbling date of death on self-portrait, painter commits suicide||MUMBAI: Around a month after he drew a self-portrait and mentioned his date of death on it, a Warli painter from Dahanu committed suicide in his home. While the 32-year-old painter of the tribal art form was worried about his job as a teacher (he taught drawing in the unaided section of a government school in Dahanu) due to the lockdown, his separation from his wife is believed to be the prime reason. The Kasa police have registered a case of accidental death. The victim was found hanging in his home in Nimbapur on July 15. A portrait of himself that he had sketched on June 20, had his death date mentioned as July 15. The portrait was hidden from his family. Minutes before killing himself, he shared the garlanded portrait on Whatsapp with a relative. But it was too late. When his body was discovered by the family hours later, they were shocked to see him hanging and the garland portrait around. The couple had married in 2016. As they were childless they had frequent fights. The wife returned to her maternal home on June 8 and the victim's attempts to bring her back had failed. Villagers told the police that the victim was a good painter and his artworks were sold in Mumbai and Gujarat.||http://timesofindia.indiatimes.com//city/pune/maharashtra-weeks-after-scribbling-date-of-death-on-self-portrait-painter-commits-suicide/articleshow/77026838.cms||Sandhya Nair
July 18, 2020||Goa||Let’s salute the COVID warriors of the postal service!||You’ve seen them around in the lockdown, quietly going about their work, connecting people and getting the job done. They may not get noticed as much as policemen or doctors – but the postmen are also part of an essential service. Through the pandemic they’ve gone about their job with dedication, despite the threat of disease – enough reason for us to celebrate them as COVID warriors. Post offices shut for just one day“We ensured that the mail was always on the move. With no trains and flights, we had to activate our road transport network. Mumbai is our main mail hub and the department had started a special road service between Mumbai and Belgaum through Kolhapur. That meant we had to connect Panaji to Kolhapur. Our drivers were not able to leave Goa, as they had to undergo tests on the return journey. There was also a lot of delay at the borders. No courier was operating due to lockdown and we were moving COVID test kits, personal medicines, essential items like sanitisers and masks besides other urgent mail. We positioned our mail vans at Kolhapur so that they could transport mail to Panaji and back,” says N Vinodkumar, Postmaster General, Panaji. Maria Dominica Luis, sub-postmaster of Alto Porvorim tells us, “We have been working during the entire lockdown and were shut only on the first day of Janta Curfew. We have managed to deliver mails to our customers on time. We don’t have any pending mails.” They are very particular about taking customers inside the office, and only those with face masks are allowed in. Maria tells us, “We also make sure that only two people are allowed to enter. Thermal scanning is also carried out at the entrance.” ‘People are wary about us, but we take precautions’The postmen are taking precautions about their health and well-being, wearing a mask and sanitising themselves after they deliver mail. “We made masks out of uniform cloth initially, procured sanitiser bottles and even supplied face shields to employees. Thermal scanners have been supplied to large offices and employees and customers are encouraged to follow social distancing norms. Offices, mail vans and even mail bags are sanitised to keep everyone safe,” informs Vinodkumar. “A few housing societies denied entry to all outsiders including postmen and in such cases, we contacted the addressees and requested them to collect their mail from the Post Office.” But people can be suspicious and fearful at this time. Mahesh, a postman who delivers letters in Porvorim tells us, “A family once handed out a plate to me and asked me to drop the mail on it. It was something new for me, but this is the norm. Some don’t mind accepting the letters from us, but try to maintain some distance.” Devidas, from Candolim Post Office, informed, “People are suspicious that we could be carriers, as we travel from door to door. Many have asked us to keep the mail on the compound walls, to maintain distance.” DID YOU KNOW?  Goa has 255 post offices and over 900 employees. It is headed by the Senior Superintendent of Post Offices, Goa Division, and the office of the Postmaster General is responsible for the Goa Postal Region and Sangli, Kolhapur, Sindhudurg and Ratnagiri districts of Maharashtra  Postal services are essential services exempt from lockdown  There was a scare when 13 employees from Vasco Post Office tested positive. All have been cured.  Other services offered by the department that have come in useful in the lockdown include AePS (Aadhar enabled Payment System) that delivers cash at the doorstep, the Postinfo app to register service requests, Kisan Rath service to help mango farmers in the Konkan area and the GetWellSoon web interface||http://timesofindia.indiatimes.com//city/goa/lets-salute-the-covid-warriors-of-the-postal-service/articleshow/77026915.cms||Kimberly Colaco
July 18, 2020||Varanasi||Luxury hotels keep business running with takeaway food||With every industry devising ways to keep rolling in the present pandemic times, the luxury or the star hotels in Varanasi are offering food take-away from their high-end restaurants, setting a new normal for the hospitality industry. This new offering is not only keeping these premium hotels connected with their customers but also creating new avenues of generating revenue for them. “Following all the safety protocols and the government guidelines, we are offering this take away service where customers can relish the cuisine of our restaurants as well our bakery products without stepping out of their homes. In the present scenario when people are reluctant to dine out, we thought of starting this facility where people could order right from starters to desserts from our take away menu. We have been in touch with our regular customers through tele calling and Whatsapp messaging etc. A PDF menu has been prepared and widely circulated from which people can place an order. People can collect their food from our food delivery counter which is at the entrance of our hotel so that there is no need to enter our premises. We are also encouraging QR and UPI payments,” says Vikas Nagar, Food and Beverage Manager, Taj Ganges, Varanasi and Taj Nadesar Palace. (BCCL/ iStock)“The initial outings of the people in the kitchen, during the lockdown, dishing out delicacies, has begun to wane now. Now they want to eat exquisite dishes and are looking for safer options,” says Vasant Pandey, F&B Manager The Ramada Plaza, JHV. “For such people, we have curated a special menu for takeawayof dishes which only a professional chef is able to create. We have shared the menu list on our social media page, along with the phone numbers to place the orders,” he adds. Apart from the regular takeaway menu, some hotels are going in for customized orders in case people have some special occasion like birthday, wedding anniversary, etc. “In such a situations we need three to four hours preparation time so the customers have to place orders accordingly,” says Ranjeet Sagar, Senior Assisant Manager F&B, The Clarks, Varanasi. While the customers are able to pamper their taste buds the hotel are generating some revenue in this current situation. “Ever since we have started this food take away service, we have been able to generate decent revenue for our hotel. We already had the kitchen operational for the in-house guests so no extra effort was required to start this facility,” says Vikas Nagar.||http://timesofindia.indiatimes.com//city/varanasi/luxury-hotels-keep-business-running-with-home-delivery-of-food/articleshow/77023540.cms||Meera Vohra
July 18, 2020||Gurgaon||With safety measures in place, Gurgaon markets get their buzz back post unlocking||As summer transitions into monsoon, the markets of Gurgaon are graduating towards normalcy. Having been closed for over three months during the lockdown, markets reopened last month, albeit to lukewarm response. But now, with shopkeepers and market associations ramping up sanitisation and safety measures and a change in weather, the buzz is slowly returning to the city's markets. At the Arjun Marg Market in DLF Phase 1, there is thermal screening and a hands-free sanitiser station at the entrance. The small yet popular export market, known for its affordable clothes, has been seeing good footfall since it reopened earlier this month after Unlock 2.0 rolled out nationwide. "We are keeping sanitisers handy and everyone is wearing masks here to make sure that not only we are safe but the customers feel safe too. We are discouraging people without masks," says a shop owner from the market. In another part of the city, the Galleria Market had some essential supply shops open throughout the lockdown and was one of the first to reopen fully. Here too, shopkeepers are going for mandatory thermal screening of customers. Shop owners tell us that they even sanitise their shops, particularly the counters, regularly in order to maintain high levels of hygiene. A visitor sanitises his hands at one of Gurgaon's marketsIn a more organised setup like CyberHub, there is contactless thermal screening and sanitisation at the entrance as well as a mandatory check of the shopper's status on the Aarogya Setu app. At most markets, shopkeepers are attempting to maintain social distancing inside their stores too by allowing limited customers at one time. Several shoppers say they felt the experience was safe as people are careful about social distancing in public places on their own. Charul Kapoor, a city resident who visited the Arjun Marg market recently, says, "Shoppers are following social distancing voluntarily. There is no crowding and nobody is invading anybody's space needlessly. I think people are smart enough to follow all the guidelines because they know it’s for their own safety." Thermal screening of visitors at Arjun Marg Market in Gurgaon||http://timesofindia.indiatimes.com//city/gurgaon/with-safety-measures-in-place-gurgaon-markets-get-their-buzz-back-post-unlocking/articleshow/77022453.cms||Abhimanyu Mathur
July 18, 2020||Mumbai||Hotels in Mumbai reopen with check-ins capped at 33 per cent||Have you missed that in-room dining, relaxation and a lot of other TLC that comes with checking into a hotel? It’s time to catch up with it as it’s back now. Following a directive issued by the state government, hotels, lodges and guest houses have begun to operate with 33 per cent occupancy, and adherence to new safety norms. The hospitality industry welcomed the move, albeit with concerns about the huge losses caused by closure on account of the pandemic. While talking to BT about hotels reopening, Gurbaxish Singh Kohli, president of the Hotel and Restaurant Association of Western India (HRAWI), says, “The occupancy has been reserved at 33 per cent for travellers and other guests, while 67 per cent are for doctors, etc. Some are already housing quarantined guests and medical health workers. It’s a welcome move and we applaud the Maharashtra government for understanding and passing an appropriate order. At least, it’s a start.” ‘The revenue loss has been tremendous in Mumbai’For an industry that runs on travel and tourism, the last few months have been one of the worst for hotels and restaurants. Says Kohli, “As discussed with Chief Minister Uddhav Thackeray, the opening of the hospitality industry is going to take place in a phased manner. There are two points to this — for one, there are no travellers so there is no business, so even if we open to full capacity, there is not going to be any occupancy. We have opened at 33 per cent and will see how it goes from there. We have to also be on a vigil to see that there is no surge in COVID-19 cases.” Quite a large number of them are also worried about this. Adds Kohli, “A section was worried that opening at 33 per cent is not feasible, which is, in fact, the truth as 33 per cent occupancy will not help them break even. But my take is that, let’s give it a shot and see how much we get, instead of shutting down. Anyway, this is bound to increase gradually to 100 per cent as travel eases and things get better. Everything else is speculation as business is not going to come in until travel (road, rail) and airlines are opened.” Talking about the hotel and restaurant industry in the city being hit hard, he adds, “It has been a tremendous loss in Mumbai, as there have been very low revenues in the past four months.” Hotels roll out the scanners, sanitisers and social distancing measuresThermal scanning is a mustHotels are an apt example of social distancing, says Kohli. “You are staying in a separate room,” he says, adding, “If the Government of India (GOI) can throw open airlines, where there is less than one-inch of social distancing and entails travelling together for long hours, can a hotel lobby or restaurant be more dangerous than that? The hotels, on their part, have made adjustments to fit into the COVID-19 safety norms.” Besides taking measures like thermal scanning, social distancing and sanitisation of luggage, hotels are also following the ‘staygiene’ plan, which includes staff wearing PPE and UV scan of beds and roomsSays Punish Sharma, vice-president, operations, of one such hotel in Mumbai, “The check-ins are largely Mumbaikars, who have come in from the airport. Guests are put through a process of thermal temperature scan at the entrance and given a mask. The check-in desk at the lobby will have a glass partition between the staff and guest. The elevators will accommodate a maximum of four guests. Sanitisers have been placed on each floor and in each room. We also have a ‘staygiene’ plan, where staff wearing Personal Protective Equipment (PPE), sanitise the luggage, and scan the beds and other areas with a UV machine.” Travel, migratory staff will play key roles in the bounce-backWith measures in place, a few factors still have a crucial role to play in the road ahead. Kohli sums up, “When hotels opened in Delhi, the occupancy was between 8 per cent and 12 per cent. It’s not gone above 18 per cent, which is not encouraging. So, until and unless travel commences, it won’t encourage much traffic. The industry also employs almost 70-80 per cent migratory staff, who have left for their hometowns. It’s to be seen how many of them return back on time.” Government Norms that hotels are expected to follow Display posters and audiovisual media about COVID-19 on premises Installation of thermal screening and glass separators Provision of hand sanitisers, preferably pedal-operated dispensers Providing masks, gloves and other protective gear to staff and guests Seating arrangement to be done as per social distancing rules Hotels must adopt QR code, online forms and digital payments Air-conditioning levels must be maintained between 24 and 30 degrees Celsius, and relative humidity between 40 and 70 per cent, as per Central Public Works Department (CPWD) guidelines Permission to take in only asymptomatic patients Guests have to download the Aarogya Setu app DID YOU KNOW?There are approximately 10,500 hotels in Maharashtra||http://timesofindia.indiatimes.com//city/mumbai/hotels-in-mumbai-reopen-with-check-ins-capped-at-33-per-cent/articleshow/77026729.cms||Ismat Tahseen
July 18, 2020||Kolkata||Kolkata amusement park hosts Covid-19 facility||KOLKATA: In a sign of the times, one of the city’s leading entertainment zones has been converted into a Covid facility. An 8,000 sqft hall in Nicco Park that was used as a banquet facility till pandemic forced the amusement park to shut down now houses a 100-bed quarantine unit with provision to add 50 more beds if required. The Royal Courtyard hall where the facility has been set up is located in the south-eastern corner of Nicco Park in Salt Lake Sector V. According to Nicco group chairman Rajive Kaul, the facility was made available to the state government nearly a month ago when it was looking for facilities to house migrant labourers returning in numbers by trains. “Our amusement park that offers multiple joyrides and is a popular haunt for children and families has been shut since March. So, when we heard the government was desperately looking for quarantine facilities as there was opposition to such units being set up in different parts of the city, we stepped forward and offered the hall that was used for parties and banquets,” Kaul said. The park was set up in the early 90s as a joint venture between the Nicco group and the state government in the area that used to be called Jheel Meel in Sector IV of Salt Lake. Nicco Park has approximately 35 rides that include the toy train, tilt-a-whirl, striking cars, paddle boat, water chute, water coaster, flying saucer, pirate ship, river caves, cyclone and moonraker. Natural attractions include a rose garden and a forty feet high waterfall. A bowling alley with a restaurant and bar also exist within the park. The city started with the first quarantine centre on the new campus of Chittaranjan National Cancer Institute in Rajarhat. Now with a portion of the hospital being converted into Covid treatment facility, around 250 beds are available as quarantine centre. The state recently has acquired the historic Eden Gardens stadium to function as a quarantine centre. The facility in the heart of Kolkata will have a 1000-bed capacity. With flight services set to resume from six cities soon, health department officials said they were looking for other spaces to act as quarantine centres if the need arises. “Along with quarantine centres, we are also scaling up safe homes where we can keep asymptomatic and mildly symptomatic patients under the observation of doctors so that we can keep hospital beds free for patients who really need hospital care,” said a source in the health department.||http://timesofindia.indiatimes.com//city/kolkata/city-amusement-park-hosts-covid-facility/articleshow/77026941.cms||Subhro Niyogi
July 18, 2020||India||Bengaluru, Hyderabad and Pune emerge as new urban Covid hotspots||NEW DELHI: Among India’s nine largest urban centres (with 5 million plus population), it is now Bengaluru, Hyderabad and Pune that are witnessing the most rapid rise in Covid cases while the earlier epicentres — Mumbai, Delhi, Chennai and Ahmedabad — are showing signs of the outbreak slowing down. The city that has seen the highest rate of increase in cases is Bengaluru, where cases have increased at an average 12.9% per day in the past four weeks. The city has also seen a surge in deaths with fatalities growing at 8.9% per day for the same period. When it comes to case fatality rate (deaths per 100 cases), Ahmedabad continues to top the list followed by Mumbai and Kolkata. Chennai has the highest density of cases with 8,595 per million of its population. It is followed by Mumbai, Pune and Delhi in case density. Mumbai has witnessed 345 deaths for every million of its population, which is the highest in the country, and is followed by Ahmedabad and Delhi. An analysis of data over the last four weeks suggests that the outbreak is moving towards newer urban centres even within states and regions. The average daily growth in cases is declining in Mumbai, for instance, but increasing in Pune. Cases in Ahmedabad are increasing at a much lower rate than the national average, but the increase in Surat is above the national average. Chennai seems to have slowed down, but there is a surge in Hyderabad and Bengaluru. More on Covid-19 Coronavirus pandemic: Complete Coverage It's time to mask up and stay safe: Join TOI's #MaskIndia campaign MHA's guidelines for home isolation Trust the newspaper for your daily verified news Apart from moving to newer megalopolises, there are also changes in how cases are distributed within a city. For instance, in Mumbai, the city that has seen the highest number of cases in the country, the outbreak seems to have come under control, but there has been a surge in the satellites townships of Thane, Kalyan, Navi Mumbai and Bhiwandi in the wider Mumbai Metropolitan Region (MMR). Through all of June and the last two weeks in July, the city has recorded just 1,000-1,500 cases daily, but the densely populated hubs and semi-rural settlements around it have seen increasing levels of infection. One of the reasons cited is the movement of healthcare and essential workers between the metropolis and adjoining districts in the MMR where many of them live. The others are the lack of a concerted effort by the administration and the absence of a robust healthcare system. Thane, Kalyan and Navi Mumbai municipal corporations have more than 10,000 cases each already. In fact, there are more active cases currently in Thane and Pune districts than in Mumbai city, which has barely 20% of all fresh cases in Maharashtra. Clearly, the epicentre has shifted. Watch Covid-19: Bengaluru, Hyderabad and Pune emerge as new urban hotspots||http://timesofindia.indiatimes.com//india/bengaluru-hyderabad-and-pune-emerge-as-new-urban-covid-hotspots/articleshow/77027254.cms||Atul Thakur
