July 9, 2020||Bengaluru||Homestays and resorts in Sakleshpur, Chikkamagaluru to stay shut||‘Resorts and homestays can reopen once the situation improves’ I had personally taken representatives from resorts and homestays for a direct interaction with the chief minister. They had two or three demands, which the CM has assured that he’ll look into. We understand that everyone is going through tough times, especially resort owners, for whom the investment is huge. They can reopen business once the situation improves– CT Ravi, Minister for Tourism, Kannada and Culture, Youth Empowerment and Sports, KarnatakaAfter being in confinement for three months, it’s no surprise that the fresh and cool breeze of the mountains seemed most enticing during Unlock 1.0. Apart from quick getaways to other places, many from Bengaluru headed to the hill towns of Sakleshpur and Chikkamagaluru during this time. This, however, raised concerns among the local people in these places, over vigil and safety amid the pandemic. And eventually, the authorities issued an order instructing homestays and resorts to close operations until further notice. After the long isolation period, we were looking forward to a whiff of fresh air: Tourists The move, quite obviously, has proved to be a dampener for people who were looking forward to spending some time with nature and homestay owners who were planning to host guests after a long, lull period. “After months of staying indoors, we really wanted to spend a weekend at a homestay in Coorg. We had even made the bookings in advance, but the new government order is a complete let down. When other commercial establishments are allowed to reopen, I don’t understand the logic behind closing such private businesses away from the bustle of the city,” rues Soumya Hegde, an IT employee. Meanwhile, when entrepreneur Pooja C and her friends had gone to spend a few days at a friend’s resort in Sakleshpur, they were confronted by local residents during a trekking tour in the neighbouring hills and asked us to vacate. “They forced us to head back, saying that city folks were spreading the virus in their untouched villages. Even a cop instructed us to leave immediately,” she explains. “Instead of the usual travel hotspots, like Mysuru Dharmasthala, we had chosen to spend the weekend at an isolated spot in Chikkamagaluru, but had to cancel plans following the recent notice,” says Chethan Shetty, an engineer. Running empty since March, homestays and resorts take a beating: Entrepreneurs“Months of staying shut has taken a toll on resort owners. We were looking forward to hosting guests after the rules were relaxed,” says Pruthvi, who runs a resort in Sakleshpur, adding, “Many of our staff members were back at work, and we had invested a lot in ensuring that all the hygiene and safety measures are strictly maintained. But just when we were about to start bookings, the authorities issued this notice. Imagine the kind of losses we have incurred.” According to him, as many as 800 people have lost employment following the closure of such enterprises in the Sakleshpur region. Ever since the country entered Unlock 1.0, Chirag Shambhu’s homestay in Sakleshpur has been flooded with booking enquiries. “I had three good weekends with a packed house. Only our regular guests were considered during this time. But given the surge in cases, we decided to voluntarily close the homestay,” he says Similarly, Chanchal Nagesh – a homestay owner in Mallenahalli, Chikkamagaluru – says, “Irrespective of the initial relaxations and the subsequent closing order, I had decided to not open my homestay until the situation improves. But while I can afford to do so, there are many others in the region, whose livelihood depends on their homestays, and these have been running empty since March with no relief in sight.” Positive cases were reported after these enterprises went back to business: Residents Dushyanth Patel, a resident of Mudigere, was perturbed by the number of tourists coming in to Chikkamagaluru. “Our town, which had no Coronavirus cases, recently registered a few patients. Since the locals don’t travel, we have reason to believe that it’s the tourists who have caused the spread of the disease here. On weekends, places like Bababudangiri, have even seen traffic jams. That’s the reason many villagers resorted to force tourists to vacate the place,” he says. “Recently, an entire family in our neighbourhood tested positive. It was later found out that the guests, who had stayed at their homestay, tested positive soon after they had returned to Bengaluru. This led to a panic situation in our village, which was a green zone until recently. Thus, following protests by local people, the district administration announced the closure of all such establishments in Coorg until further notice,” says Sachin Madaiah, a businessman, adding, “Things maybe tough monetarily, but right now, the safety of public health is more important.” Travel industry has come to a standstill Pradeep Kumar, owner of a travel agency, says things are looking grim for the travel industry. “The one or two bookings that we had for Chikkamagaluru and a few other places were cancelled, after the previous weekend saw a whopping 7,000 tourists in Mullayanagiri and Bababudangiri, and the infuriated local people sent them back. It’s a similar case with establishments in Kabini. The travel industry might pick up only next year again,” he says.||http://timesofindia.indiatimes.com//city/bengaluru/homestays-and-resorts-in-sakleshpur-chikkamagaluru-to-stay-shut/articleshow/76859690.cms||Madhu Daithota
July 9, 2020||India||Pakistan's claim Jadhav against review plea a farce: India||India dismissed as a “continuation of a farce” Pakistan’s claim on Wednesday that Indian national Kulbhushan Jadhav has refused to file a review petition against his death sentence and only wants to follow up on his mercy petition. India said the claim, yet another instance of concocted narratives, was meant to mask Pakistan’s reticence to implement the ICJ judgment in letter and spirit. The ICJ had last year called upon Pakistan to review and reconsider Jadhav’s sentencing while allowing India consular access. It had upheld India’s contention that Jadhav was not provided benefit of due process of law in violation of Geneva conventions and sentenced by “black” military court. Recalling that Jadhav had been sentenced to death through a farcical trial, India said he had clearly been forced into not filing a review in the case. The Modi government added that India will do its utmost to protect Jadhav and ensure his safe return to India by considering all “appropriate options” even as Pakistan sought to create a “mirage of compliance” with the ICJ judgment. Pakistan said in a statement that it had invited India to file a review and reconsideration petition after Jadhav’s “refusal to do so”. Islamabad also claimed Jadhav only wanted to follow up on his mercy petition. Pakistan had on May 20 this year passed an ordinance to allow for the high court to review the sentence awarded to Jadhav by the military court. “India sought unimpeded access to Jadhav to discuss his remedies under the ordinance. In a brazen attempt to scuttle even the inadequate remedy under the ordinance, Pakistan has obviously coerced him to forego his rights to seek an implementation of the judgement of the ICJ,” said MEA spokesperson Anurag Srivastava. The alleged decision would be akin to Jadhav accepting the death sentence. Pakistan also said earlier in the day that it is ready to give India consular access for the second time and offered Jadhav a meeting with his family and his wife and mother who had met him. The meeting was a difficult experience for the family as they were subjected to heckling in Pakistan and found Jadhav under extreme stress and unable to say anything beyond parroting ISI lines. While Pakistan had granted India consular access once, India had said that the manner in which it was given, in the presence of Pakistani officials, was not in keeping with the spirit of the ICJ judgment. The government said the Pakistan ordinance itself was a “U-turn” from Islamabad’s position all along that their laws provided for effective review and reconsideration. “Now, after almost a year, they have made a U-turn and issued an ordinance to ostensibly provide for some sort of review. We have already expressed our serious concerns at the content of the ordinance and how it violates the ICJ judgment,” said the official, adding that Pakistan was only seeking to create an illusion of remedy. The government said Pakistan continued to deny India free and unimpeded access to Jadhav and also not allowed him, as asked for by India, a lawyer from outside Pakistan. Since Jadhav’s sentencing, the government recalled, Pakistan had refused to hand over any relevant document, including FIR, evidence, court order to India. “Clearly, Pakistan is attempting to create a mirage of compliance with the ICJ judgement,” said the official. The government recalled how ICJ had already held that Pakistan was in egregious violation of international law and that India had been pursuing through diplomatic channels full and effective implementation of the judgment. Earlier in the day, ddressing a press conference in Islamabad, Director General (South Asia & SAARC) Zahid Hafeez Chaudhry and Additional Attorney General Ahmed Irfan said that that the government had promulgated an ordinance on May 20 to provide an opportunity to Jadhav to file a review petition against his sentence and conviction. “A petition for review and reconsideration can be filed by Kulbhushan Jadhav, his legally authorized representative or a consular officer of the Indian High Commission at Islamabad High Court,” the AAG said. Chaudhry said Pakistan had repeatedly written to the Indian High Commission inviting it to initiate the process of review and reconsideration of the sentence and conviction of Jadhav. He asked Indian authorities to follow the due legal course and cooperate with the courts in Pakistan to give effect to the judgment of the ICJ. Responding to a question, Hafeez said that Pakistan has offered second consular access to India. “We have offered a meeting of Kulbhushan Jadhav with his wife and father,” he said. Jadhav, according to Pakistan, was arrested on March 3, 2016 from Balochistan’s Mashkhel area. New Delhi, however, said he was a retired Indian Navy officer who was abducted from Iran. Watch Pakistan's claim Jadhav against review plea a farce: India||http://timesofindia.indiatimes.com//india/pakistans-claim-jadhav-against-review-plea-a-farce-india/articleshow/76863349.cms||Sachin Parashar
July 9, 2020||Varanasi||Unlocking Diaries: Apparel shops ensure safety measures in post-lockdown world||As the country gets used to the new normal most apparel brands in Varanasi are resuming operations following stringent guidelines of social distancing and regular sanitization. Mandatory masks and thermal screening Abhishek Mishra, Store Manager, Planet Fashion, says, “We are allowing only five people in our store and only those wearing masks can walk in. We do not allow people to touch apparels .Only after the customer has finalized the product, we allow them to try on garments. In case after billing ,the customer has a change of mind, then we put the tried garment for four days quarantine.” Stores are also carrying out thermal checks at the entrance. Digital mode of payments Najmuddin Kazmi, Store Manager of United Colours of Benetton says, “We advise our customers to use a digital mode of payment. In addition, clothes and common areas such as trial rooms and cash counters are being regularly disinfected.” "We are encouraging contact less payment mode. There is a considerable increase in people using the QR code for payment,” says Dhawal Prakash, owner The Raymond Shop. (BCCL/ Ajay Kumar Gautam; Location courtesy: Uniqlo, CyberHub, Delhi)Protective gear for staffFor luxury brands, having personal attendants for their clientele is a must. So, they are ensuring the staff is wearing protective gear. Shivaji Mishra, Store Manager of Spiker, says, “The brand has distributed protective gear among our employees, and are conducting regular sanitisation and temperature checks.” Disinfecting trial roomsThough using trial rooms is not allowed as per government guidelines, stores are preparing for the time when these will be allowed. Najmuddin Kazmi, Store Manager of United Colours of Benetton says, “We are insisting that customers don’t use trial rooms. However, the exchanged clothes are kept in a ‘quarantine cloth box’ for about 24 hours before being steam ironed and put back on the shelves.” Clothes sanitized-ironed after trialMaintaining necessary safety protocols, Dhawal Prakash, says, “After every trail we keep a register of clothes tried by the customer. Then we keep them in a quarantine box for 72 hours after which we pass them though a steam test that completely disinfects the clothes. Only then we put the articles on display again.”||http://timesofindia.indiatimes.com//city/varanasi/unlocking-diaries-apparel-shops-ensure-safety-measures-in-post-lockdown-world/articleshow/76861261.cms||Meera Vohra
July 9, 2020||Gurgaon||NCR's off-roading tracks reopen with safety measures in place||Off-roading is among the first sports to have made a comeback in NCR post lockdown. Apart from providing great natural terrain, the Gurgaon-Faridabad Road is home to some off-roading tracks popular with NCR’s off-roading and autocross community. Now, with the tracks reopening, the off-roading scene in the city has begun, too. Gaurav, a Delhi-based off-roading enthusiast, says, "Not everyone into off-roading can afford to maintain a vehicle, which is why these places are good. One can go there over the weekend for some practice. It's better than heading out to the Aravallis by yourself right now." However, the question of safety remains as COVID-19 cases in NCR continue to rise. Track owners assure that they have taken all precautions to make sure their customers feel safe. Santosh Bishnoi, who runs Ansh Adventure Zone, an off-road track for kids, says, "We have started activities for families and kids recently. We are providing masks and gloves for all participants, and anyone entering the premises has to sanitise their hands." The tracks are reopening with safety and hygiene measures in place Sanitisation and cleanliness is tough in a sport like off-roading but track operators say they are ensuring that highest cleanliness standards are maintained. Vikramjeet Sharma from Off Road Adventure Zone says, "We are sanitising our vehicles every morning and evening, and have gloves, disposable head and face covers for guests. People can use the vehicles without fearing infection." The vehicles are sanitised twice daily, and safety gear such as face covers and gloves are given to all participantsOff-roading enthusiasts in NCR welcome this development, advocating a gradual return to their old routines, albeit with precautions. Aman Jubbal, a Gurgaon-based autocross and off-roading enthusiast, says, "With the measures these places have taken, it feels safe. We have to start going out a little while taking precautions."||http://timesofindia.indiatimes.com//city/gurgaon/ncrs-off-roading-tracks-reopen-with-safety-measures-in-place/articleshow/76859901.cms||Abhimanyu Mathur
July 9, 2020||Kanpur||Unlocking Diaries: Kanpur ladies’ earn quick bucks with their yummy dishes||Something that started with a time pass during lockdown seems to be taking a commercial shape to earn some moolah. Ladies in Kanpur, who impressed their family members with sumptuous dishes during that time, are now using their culinary skills to make some fast bucks by preparing food on order. Jhalak Verma’s bakery items are a sell-out (BCCL)Take for example the case of homemaker Riya Kharbanda, who brushed up her cookery skills during lockdown. She is now preparing food for city folk on orders. “Almost every day during the lockdown I was making some new dish for my family, who loved whatever I cooked. It was my husband Abhishek who suggested that I should start taking orders for food. The idea appealed to me and we both prepared a menu card and posted it online,” says Riya, who adds, “I was surprised with the response. I am doing a decent business these days. Be it Indian or continental, I get orders for every sort of dish.” An order being prepared by Sanchita (BCCL) Same is the case with homemaker Sanjana Bajaj who’s making utmost use of her cooking expertise. “I have always been fond of cooking. Before lockdown, I used to often host lunch and dinner parties. It was during the lockdown that I thought of starting delivery of food made by me. I put a menu online and started getting orders almost immediately. People are still wary of going and eating in restaurants, so they prefer to have food cooked by people like us, which is safe and hygienic as well as tasty!” Sanjana Bajaj’s vegetarian food is a big hit (BCCL)Another home cook gaining ground is Tazeen Saif who too is treating city folk to some mouth-watering non-veg dishes. “People are still not sure about ordering food from restaurants. So, it is a good time to cash in on this. My menu for online orders comprises an array of non-vegetarian dishes. What brings magic to our recipes is the experience and all these age-old recipes that I am trying out these days,” shares Tazeen. Lockdown came as a golden opportunity for Jhalak Verma too to earn some quick bucks. “I have pursued a professional baking course and with the unlock beginning, I decided to start online bookings for cakes, cookies and other bakery items. Now, I am flooded with orders. I ensure proper cleanliness and sanitization even while cooking at home,” she says. Riya Kharbanda preparing an order (BCCL)Having ample time at hand, primary class teacher Sanchita Sarkar, also fond of cooking, decided to utilise her time constructively. And that led to her taking orders for home cooked food. “People would rather have ghar ka khana nowadays that at an restaurant. So seeing this as an opportunity, I decided to cook food on order. First I started with the delivery of food in my society and after getting good reviews, I then started taking online orders,” shares Sanchita.||http://timesofindia.indiatimes.com//city/kanpur/unlocking-diaries-kanpur-ladies-earn-quick-bucks-with-their-yummy-dishes/articleshow/76861008.cms||Sumit Jha
July 9, 2020||India||India-China LAC row: Slight reduction in PLA troops at Pangong Tso||NEW DELHI: There has been a slight further reduction in the number of Chinese troops in the Pangong Tso area of eastern Ladakh but no discernible pullback, as in Galwan Valley and Gogra-Hot Springs, where ‘buffer zones’ have been created to prevent clashes between rival troops in the high-altitude region. The initial withdrawal of Chinese soldiers from ‘Finger-4’ to ‘Finger-5’ area on the north bank of Pangong Tso, if and when it happens, will signal the completion of Phase-I of the de-escalation plan. The PLA has pulled down some tents, moved back a few vehicles and slightly reduced its troops at Finger-4 but not vacated the area yet. The troop confrontation at the lake (at an altitude of 13,900 feet), in fact, is proving to be the toughest to resolve with over 3,000 PLA soldiers occupying the 8-km stretch from Finger-4 to 8 since early-May,” said a source. According to security sources aware of the situation, there was a meeting between local authorities in Ladakh. The discussions were attended by the Ladakh administration, Army and ITBP officers. The problematic issue, which India rejects, is the Chinese expectation that Indian troops also pull back in equal measure. This means India will move back further from the LAC as it sees it while China only retreats from an area it has intruded upon. This could be a bargaining tactic but may prolong the process. With India’s perception of the Line of Actual Control (LAC) running north to south at Finger-8, it wants PLA troops to pull back eastwards to their post at Finger-8 and permanent bases at Sirijap-I and II further beyond. India has a post between Finger-2 and 3, along with an administrative base between Finger-3 and 4. But China, after building numerous fortifications and taking the heights from Finger-4 to 8, is claiming territory right up to Finger-2, from where it can threaten two crucial Indian roads. “PLA had agreed to pull back from Finger-4 to 5 under Phase-I. Negotiations between local commanders are underway. The corps commanders may meet again to discuss Pangong Tso,” the source said. But there is progress in creation of so-called buffer zones at the other confrontation sites, with officials describing them as “temporary arrangements” to reduce the possibility of a clash without any permanent loss of territory or patrolling rights for India to allay concerns. The first buffer zone was created at ‘Patrolling Point-14 (PP-14)’ in Galwan Valley, the site of the violent clashes on June 15, with the rival troops moving back 1.5 km each on Monday, as reported by TOI. On Wednesday, a similar no-patrolling zone came up at PP-15 in the Hot Springs area, with the rival troops pulling back about 2 km each. The third zone at PP-17A at Gogra will take final shape by Thursday evening. These are just the “initial steps” in what will be a longdrawn de-escalation process. The eventual de-induction of rival troops massed along the LAC will extend to September-October even if there are no more flare-ups, as was earlier reported by TOI. It’s only after “stabilisation” of the buffer zones at the different friction points, with physical verification as well as satellite surveillance, that the corps commanders are likely to meet again to decide the timelines and modalities for the next phase. “Meanwhile, we will closely watch each other to build trust that was shattered by the June 15 clashes after the PLA went back on the earlier agreement to vacate PP-14,” another source said. Watch India-China LAC standoff: Slight reduction in PLA troops at Pangong Tso||http://timesofindia.indiatimes.com//india/india-china-lac-row-slight-reduction-in-pla-troops-at-pangong-tso/articleshow/76864070.cms||Rajat Pandit
July 9, 2020||Business||Air travel pact soon with US, France, Germany||NEW DELHI: A “special arrangement” aerial connectivity could roll out between India and the US, France and Germany within a week. Airlines of both sides will be allowed to operate flights and carry passengers in and out of India who are eligible to do so under the home ministry rules, said people in the know. It is reliably learnt that talks with US, France and Germany are at a very advanced stage and announcements could come within a week. Separately, India is in discussion with UAE also to facilitate the travel of people from here. India had recently spoken of creating travel corridors with US, UK, France and Germany to facilitate travel during the pandemic and till schedule flights are resumed. With the Gulf, arrangements are being to operate charter flights to allow both way travel of eligible people. At the moment airlines like Lufthansa, Air France and United are allowed to operate repatriation flights mainly to fly eligible people out of India. But under the special arrangement, travellers — as per the MHA travel eligibility order — will be able to fly both in and out of India on airlines of India and Germany, France and America. For instance, Lufthansa website says “as per the approval given by the Director General of Civil Aviation, only the following persons shall be allowed to travel on the special repatriation fights: All German and EU nationals/residents; all other foreign nationals transiting through a Lufthansa hub… and Indian nationals holding US green cards or Canadian permanent residence status are only permitted on this special repatriation flight if he/she is a spouse of US/Canadian national.” Once this arrangement is made with other countries, their airlines will also reciprocally carry traffic in and out of India as per MHA directives. People in the know say announcements to the effect with some countries could start coming this week itself. Scheduled international passenger flights were suspended on March 22 and are for now not allowed till the month-end except on certain routes that the government may specifically allow. Air India has been operating repatriation flights under Vande Bharat Mission (VBM) since May 6, primarily to bring back Indians stranded abroad and has flown back thousands of people so far. AI had been flying people on VBM flights out of India to certain countries like US, Germany, UK and France (till recently) who were allowing incoming traffic. VBM is now the world’s largest repatriation exercise with private Indian airlines also participating. In recent weeks, US, France and Germany have asked India to allow their airlines to operate flights like AI’s VBM. France has stopped allowing people to fly on VBM flights to Paris and US has said unless the issue is resolved, AI will need permission to operate the VBM flights to the country from later this month. The special arrangement being made will allow people to travel between India and countries like US, Germany and France. The MHA currently allows certain categories of foreign nationals, including overseas citizens of India (OCI) cardholders, to enter India. These include foreign nationals married to Indian citizens; foreign national student with one parent being an OCI card holder or an Indian citizen; minor children who have OCI cards and whose parents are Indian citizens and OCI card holders who need to come here due to family emergencies.||http://timesofindia.indiatimes.com//business/india-business/air-travel-pact-soon-with-us-france-germany/articleshow/76864168.cms||Saurabh Sinha
July 9, 2020||India||Redefine a day’s work for rural job scheme: Centre||NEW DELHI: With certain states registering enormously high performance under MGNREGS amid a countrywide spike in demand, the Centre wants them to scientifically fix afresh the daily output that qualifies for a day’s wage under the scheme. It is learnt that the Union rural development ministry has written to states to carry out fresh “time motion study” —which determines the task that constitutes a day’s work called the “schedule of rates”. The Centre believes required output of work (tasks) in some states is much easier than it ought to be. Like in digging the earth, some have 30 cubic feet/day as the output fixed for daily wage, while others have as high as 78 or 90 cft. Well-placed sources said the “easy tasks” are the reason why certain states are logging astronomically high turnover in MGNREGS in terms of days of work, known as persondays. Though high demand under the scheme was anticipated post-lockdown, many states are outperforming even by those high expectations. Sources said Telangana and Andhra are among such states. As reported by TOI, Telangana is on course to overhaul its MGNREGS performance of 2019-20 (10.7 crore persondays) in just 80-odd days this year since the scheme resumed on April 20 after the lockdown. It has already done 10.3 crore persondays till July 6. In 2017, an internal study of the RD ministry — Nagesh Singh committee — had pointed to the anomaly in “schedule of rates”. The ministry had decided to form a “committee of engineers” to work out the template for states to carry out the “time motion study”. A worker’s output is expected to vary across states according to the nature of terrain — it is easier to dig on moist soil than on hard ground. But even after factoring in these variables, the ministry found that difference in “schedule of rates” was “unreasonable”. As per the work schedule under MGNREGS, a day entails seven hours of work and an hour’s rest. Besides Telangana, Chhattisgarh and Gujarat are touching a high mark under the scheme this year— having generated 65% of persondays created in 2019-20. Andhra is around 62% of 2019-20 and UP is touching 49%. Odisha, too, has generated 43% of persondays year-on-year.||http://timesofindia.indiatimes.com//india/redefine-a-days-work-for-rural-job-scheme-centre/articleshow/76864208.cms||Subodh Ghildiyal
July 9, 2020||India||Covid: TN & Delhi ramp up testing; Rajasthan, Bengal still in slow lane||NEW DELHI: Some states have significantly increased coronavirus tests, with Tamil Nadu having conducted 4 lakh tests, the highest, in just 14 days, between June 19 and July 2. In absolute terms, Andhra Pradesh takes second spot, testing more than 3 lakh samples, while Maharashtra and UP did 2.85 lakh and 2.5 lakh tests respectively. In percentage terms, Delhi has scaled up its battle against the virus with a 199% increase in testing — from 79,600 tests conducted during June 5-18 to 2.38 lakh between June 19-July 2. Covid testing in TN has increased by 70%, Andhra Pradesh 60%, Karnataka and Assam 50% each, and 46% each recorded in Maharashtra and UP. The lowest percentage-wise increase in testing Covid samples has been recorded by Rajasthan and West Bengal at 7% each for tests conducted during the two fortnights compared in the TOI study. The jump in testing numbers, and its positive effect in identifying confirmed cases, have been possible largely by adding up new testing centres which have gone up from one in Pune in the beginning to more than 1,100 countrywide at present. The top ten states that have been testing the highest samples —more than a lakh every fortnight — are Tamil Nadu, Andhra Pradesh, Maharashtra, UP, Delhi, Rajasthan, Assam, Karnataka, West Bengal and Madhya Pradesh. The highest positivity rates, or confirmed cases per 100 tests, have also been recorded by some of these states. Though Telangana has emerged as the top state with highest positivity rate of 25% in the last fortnight, Maharashtra with 22% and Delhi with 16% are among other highly-affected states. Delhi during the June 5-18 period had climbed to a positivity rate of 30%. Tamil Nadu, Gujarat, Haryana and West Bengal are the other states with high positivity rates. Across India, the testing figures have increased substantially with more than 2 lakh tests now being conducted daily over the last 14 days. So far, more than one crore samples have already been tested across the country. With more than 7.5 lakh confirmed cases, India is at No. 3 in the world, just behind US and Brazil, in total number of coronavirus cases.||http://timesofindia.indiatimes.com//india/covid-tn-delhi-ramp-up-testing-rajasthan-bengal-still-in-slow-lane/articleshow/76864280.cms||Pradeep Thakur
July 9, 2020||India||Govt seeks Covid drug’s stock info to curb overcharging||NEW DELHI: The health ministry has asked the three companies — Hetero, Cipla and Mylan — making generic versions of Covid-19 drug Remdesivir in India to regularly give details of production, stocks and sales in the wake of complaints of shortage-driven blackmarketing and overcharging. The Central Drugs Standard Control Organisation (CDSCO) that regulates availability and quality of medicines sold here has also asked states to instruct their enforcement officers to keep a strict vigil on supply and sale of the drug, officials said. Remdesivir, an antiviral drug, is allowed under emergency use authorisation and can be considered for treatment of Covid-19 patients with moderate disease (those on oxygen). The warning comes after social media platform Local-Circles in a letter to the health ministry said many citizens on its platform have flagged the issue of alleged blackmarketing of Remdesivir. “The MRP of Remdesivir marketed by Hetero Healthcare Limited is Rs 5,400 but consumers have reported it being sold at a price of anywhere between Rs 15,000 to 60,000,” LocalCircles said. Drugs Controller General of India (DCGI) V G Somani, in communication to states, said his office has received a letter raising concerns that unscrupulous persons were indulging in blackmarketing and over-pricing of the drug. “Action taken in the matter may be intimated to this office at the earliest,” Somani said.||http://timesofindia.indiatimes.com//india/govt-seeks-covid-drugs-stock-info-to-curb-overcharging/articleshow/76864315.cms||Sushmi Dey
July 9, 2020||India||Rajnath to inaugurate 6 J&K bridges today||NEW DELHI: Defence minister Rajnath Singh is slated to inaugurate six bridges constructed by the Border Roads Organisation (BRO) in J&K through video-conferencing on Thursday. These bridges, which cost around Rs 45 crore, are located in Akhnoor and Jammu sectors of J&K. The inauguration comes after Singh reviewed the performance of BRO at a meeting on Tuesday. Singh was told during the review meeting that BRO executed 30% more work in 2019-20 as compared to the previous fiscal. The minister reviewed the “state of forward connectivity to border areas” and emphasised the need to boost ongoing infrastructure projects without long delays. “BRO has worked incessantly even during the restrictions imposed due to Covid-19 without affecting the progress of various projects,” a defence ministry official said. Singh directed BRO to further expedite construction of strategic roads, bridges and tunnels in areas bordering China and Pakistan. The BRO cleared all strategic passes and roads for traffic about one month before their average yearly opening dates despite unprecedented snowfall this year. This “snow clearance work” on 149 roads, totalling 3,965 km, in J&K, Ladakh, Himachal Pradesh, Uttarakhand, Sikkim and Arunachal Pradesh ensured rapid and early movement of troops and logistics to forward areas, officials said. Having inducted latest equipment and machines, the BRO has also successfully carried out trials for indigenously produced modular bridges in collaboration with defence shipyard Garden Reach Shipbuilders and Engineers Limited. “This will revolutionise bridge laying capabilities in forward areas,” an official said. These will be under the ‘Make in India” initiative.||http://timesofindia.indiatimes.com//india/rajnath-to-inaugurate-6-jk-bridges-today/articleshow/76864429.cms||---
