23-04-2021||Chandigarh||Amid 2nd wave, Himachal’s Kashmiri migrants stare at an uncertain future||Food insecurity, unemployment and economic vulnerability loom large over Himachal Pradesh’s ‘Kashmiri Khans’ yet again, with the government imposing fresh restrictions to control the spread of the pandemic. Last year, when the Prime Minister had suddenly imposed a nationwide lockdown, it had triggered mass exodus of these sturdy workers, known as ‘Khans’. When heavy snowfall and landslides brings life in the hill state to a grinding halt, it is these brawny workers who clear the roads of snow and uprooted trees and ensure uninterrupted supply of essential services. They also lug heavy loads to areas inaccessible by road. Some of these Khans work as scrap and old newspaper collectors, salesmen and porters. Since the British era, these workers, who have been given the sobriquet, camel of the hills, for their unparalleled strength and endurance, have been virtually carrying the state’s economy on their shoulders.A year on, these indispensable workers, have been left in a lurch yet again as the second wave of infections tears through the state, forcing businesses to close and travel to come to a standstill. This year, these migrant daily wagers, who make up the informal sector, are not trudging back home but their means of earning a living have dried up, leaving them vulnerable and their future uncertain. No avenues of earningAt least, 8,000 Kashmiri workers are employed in the capital city of Shimla, most of whom are porters and labourers. “The Khans are the lifeblood of the capital, but their avenues for earning have shrunk,” says Inderjeet Singh, president, Shimla Beopar Mandal.“Many of them, who had returned home, have not come back this year. Though migrant labourers from different areas flock to Shimla but we implicitly trust the Khans as we have a long history with them,” he says.With restrictions adversely impacting tourist influx in Shimla at the peak of the tourist season the Khans are worried about their livelihood . “I searched for jobs after graduating, but did not get any. So, I came to Shimla two years ago and started working as a labourer with a local contractor,” says Imitiaz, 28, of Watnarh village in Anantnag.“I was to get married but I had to defer the plan as our income has dried up,” he adds.Tourism, the mainstay for many“We are keeping tabs on the situation and advisories are being issued by the government from time-to-time. Last year, too, we faced great difficulty though the administration had arranged for us to the go home,” says Fiaz Ahmad, president, Masjid Intijamia Committee.‘Many Khans had just returned after a year looking for avenues to earn a livelihood. Now, they are unsure if they will be able to fend for their families in the coming days,” he said. Many youngsters from the Valley are employed as tourist guides with local hotels and also bring guests . A few of them work as commission agents.n However, tourist inflow to the town has drastically declined after the government has imposed restrictions in wake of surging Covid cases. Almost 100% booking have been cancelled.“ I used to work as a tourist guide but now I work at the local saw mill in Lakkar Bazaar. However, I am not sure how long it will last,” says one of the labourers. With numerous Kashmiris rendered jobless, many are keen to return home.||https://www.hindustantimes.com/cities/chandigarh-news/amid-2nd-wave-himachal-s-kashmiri-migrants-stare-at-an-uncertain-future-101619201458106.html
23-04-2021||Delhi||Delhi reports record 348 Covid-19 deaths, 24,331 cases||Delhi reported 348 Covid-19 deaths, in the highest-ever daily jump in fatalities, 24,331 new cases of the coronavirus disease, and 23,572 recoveries in the last 24 hours, the health bulletin showed on Friday. According to the bulletin, 980,679 people have been affected by and 13,541 have succumbed to the coronavirus disease in the Capital, one of India's worst hit cities, which has imposed a lockdown in an attempt to stem the transmission of the surging infections. The national capital on Thursday registered 26,169 Covid-19 cases and 306 related deaths.There are 92,029 active cases of the coronavirus disease and 875,109 Covid-19 patients have recovered so far, according to the bulletin. The Capital’s cumulative positivity rate—the proportion of samples returning positive for Covid-19—was at 5.9 per cent and the case fatality rate was at 1.38 per cent, the bulletin showed.Also watch | PM Modi rebukes Kejriwal during Covid meeting; Delhi CM raises oxygen crisisAlso read | On oxygen shortage plea, HC tells Delhi hospitals to first contact nodal officerSeveral hospitals, including Shanti Mukand in the west Delhi and Max Hospitals, have reported a dire shortage of oxygen—essential for critical Covid-19 patients—with chief minister Arvind Kejriwal raising the issue in a meeting with Prime Minister Narendra Modi. Kejriwal sounded an alarm, saying a "big tragedy" may happen due to oxygen shortage in hospitals as the Capital reported record cases and deaths in the second wave of the coronavirus pandemic.Also read | 'Will people of Delhi not get oxygen if...': Kejriwal asks PM Modi in Covid meet"People in major pain due to oxygen shortage. We fear a big tragedy may happen due to oxygen shortage and we will never be able to forgive ourselves. Despite being a CM, I am not able to help the people of Delhi. I request you with folded hands to direct all CMs to ensure smooth movement of oxygen tankers coming to Delhi," the Delhi chief minister said during the meeting. "We need a national plan to deal with the crisis. The central government should take over all oxygen plants through the army and every tanker coming out of the oxygen plant should be accompanied by an army escort vehicle," he said.Authorities have conducted 16631245 tests to detect the coronavirus disease, including 43,711 RTPCR/CBNAAT/True Nat tests and 31,326 Rapid Antigen Test in last 24 hours. As many as 67,424 people were vaccinated against Covid-19 in the last 24 hours, which have pushed the cumulative figure to 2,844,055. There are 23,561 containment zones in the city.Also read | Govt sets up control room to monitor trade, essentials delivery amid Covid curbsIndia recorded 332,730 Covid-19 cases in the last 24 hours, the highest single-day spike since the pandemic broke out last year, which have pushed the country’s infection tally to over 16.2 million.||https://www.hindustantimes.com/cities/delhi-news/delhi-reports-record-348-covid-19-deaths-24-331-cases-101619199815939.html
23-04-2021||Lucknow||UP’s tally of Covid-19 cases crosses million mark in 418 days||Uttar Pradesh added one lakh Covid-19 infection cases in just three days for the second consecutive time on Friday. This grim milestone came as the total caseload crossed the 10-lakh (one million) mark in the state in 418 days since the first case was reported on March 2, 2020.On an average, there were 2,424 cases per day in over 13 months, a statistical analysis reveals. As the surge continued, the state reported another single-day high on Friday with 37,238 fresh Covid-19 cases and 199 deaths, according to state health department data. The total number of cases now stands at 10,13,370 and the death toll has reached 10,737.Currently, the state has 2,73,653 active cases, including 2,18,000 patients in home isolation, official data showed. While 22,566 patients were discharged during the day, 7,28,980 patients have recovered so far.“During the last 24 hours, 225,236 Covid-19 tests were conducted. Efforts are being made to take the daily test figure up to 2.50 lakh with at least one lakh RT-PCR,” said additional chief secretary (information) Navneet Sehgal at a press conference. Till now, 39,314,905 tests have been conducted.Uttar Pradesh’s tally of cases crossed the one-lakh (100,000) mark on August 4, 2020 and the two-lakh (200,000) mark on August 26, 2020.The state’s Covid-19 case tally reached 305,831 on September 12, 2020. It crossed the four-lakh (400,000) mark on October 1, 2020, the five-lakh (500,000) mark on November 10, 2020 and the six-lakh (600,000) mark on January 01, 2021. The seven-lakh (700,000) mark was reached on April 12, 2021. The state’s caseload had crossed the eight-lakh (800,000) mark on April 17 and the nine-lakh (900,000) mark on April 20.||https://www.hindustantimes.com/cities/lucknow-news/ups-tally-of-covid-19-cases-crosses-million-mark-in-418-days-101619199236534.html
23-04-2021||Other||Yogi launches 24x7 digital oxygen supply monitoring system||Chief minister Yogi Adityanath on Friday launched a digital platform for 24x7 live monitoring of the oxygen supply system across Uttar Pradesh to deal with the current shortage of the medical gas in government and private hospitals.He noted that a large number of Covid-19 positive were staying in home isolation and added that oxygen should be supplied to the needy at home as well. Besides, the state government will conduct oxygen audit to maintain a balance between the demand and supply chain, he said.The installation of oxygen plants should be expedited in private medical colleges, he added. Along with the Covid care fund, the CSR funds should be utilized for the purpose, he said. The chief minister asked the medical education department to play a pivotal role in the installation of oxygen plants.Additional chief secretary (Home) Awanish Kumar Awasthi said the digital platform had been established in coordination with the Food Safety and Drug Administration (FSDA), medical education, medical health and family welfare, transport and home departments by Rodic Consultants Private Limited.The representatives of the company would be present in government and private hospitals to ensure smooth supply of oxygen in a timely manner, he said.The monitoring system will have live information on the demand of oxygen by hospitals in various districts, allotment, loading of oxygen in the vehicles, live location of vehicles moving on the highways, the supply of the oxygen and utilization, he said.A web portal link has been created for the supply of the oxygen. It can be used by officers and employees associated with the oxygen supply chain. Representatives of the company will upload the oxygen requirement details of the hospital on the portal. While tracking the online presence of the vehicles engaged in oxygen supply on the portal, the nearest vehicle will be sent to the hospital that required immediate supply, he saidVehicles engaged in oxygen supply work will be connected to this platform. Representatives of the company will be also present at the refill stations to expedite oxygen supply. Efforts were also being made to ensure availability of drivers in every oxygen vehicle for their regular movement, he said.||https://www.hindustantimes.com/cities/others/yogi-launches-24x7-digital-oxygen-supply-monitoring-system-101619198876533.html
23-04-2021||Pune||Brigadier among 4 booked for abetment to suicide of fellow officer in Pune||PUNE A case of abetment to suicide was registered by Pune Government railway police (GRP) against four officers of the Indian Army, including one Brigadier-rank officer, for allegedly driving another Brigadier-rank officer to suicide.The now-deceased Brigadier, who worked at the Armed Force Medical College (AFMC), had died by suicide at Pune railway station on Sunday morning.When asked about whether the four have been arrested, Sadanand Vayse-Patil, superintendent of GRP Pune said, “Not yet as we have to follow central government procedures.”The deceased’s son was called upon from Bhubaneswar, Odisha by the police. Based on his complaint, a case was registered. A case was registered under Sec 306 (abetment to suicide) and 34 (common intention) of IPC at GRP Pune police station.A suicide note allegedly signed by the now-deceased officer was found at his quarters in Pune Cantonment, according to the complaint. In the letter, the officer blamed the character assassination caused by an allegedly false complaint of sexual harassment against him as the reason for his drastic decision.The accused include a Brigadier, a Lieutenant Colonel and two Major-rank officers. Of the two Major-rank officers, one of them had alleged sexual harassment by the now-deceased Brigadier. However, the deceased - who has earlier been acquitted in another sexual harassment charge - has claimed in his letter that the false allegations were made against him due to the warning that he issued to the female officer for meeting with a male officer during late hours of the night, according to the complaint. The male officer is the second Major-rank officer booked in the case.||https://www.hindustantimes.com/cities/pune-news/brigadier-among-4-booked-for-abetment-to-suicide-of-fellow-officer-in-pune-101619198636476.html
23-04-2021||Other||All industries to remain operational in corona curfew: UP govt||All industrial units across the state will remain operational even during night curfew, weekend corona curbs or any order related with restrictions in future to ensure industrial production is not hampered during the Covid-19 pandemic. The state government issued a government order (GO) in this regard, making it clear that production will not be stopped in any industry and neither any industrial units will be closed. Issuing the order, chief secretary RK Tewari also made it clear that staff of all industries across the state must be allowed to move without any hindrance even during the night curfew. The GO further directed all district magistrates across the state that identity cards issued by industrial units to their staff will be valid for their movement. The chief secretary has also directed all industries to impose Covid-19 protocol rules in their respective units. In addition, the state government has directed all district magistrates to ensure RT-PCR and antigen tests of all industrial staff in their respective districts with the help of the chief medical officers. For the industrial units manufacturing essential medical items like masks, sanitizers and medicines among others, the DMs must ensure that they are provided uninterrupted power supply and have hassle-free transportation of their goods. All district magistrates have also been instructed to make sure that there is no hindrance in packaging and transportation of essential goods like food grains, breads, milk, biscuits and other food products. The state government has also made it clear that farmers must not be stopped from ferrying vegetables, food grain, and other items to the mandis (markets). The government has emphasised in its order that there should be no hindrance in the procurement of wheat from farmers at procurement centres. Data bank of migrant workers to be prepared The state government has directed all district industries centres to prepare data bank of migrant workers with details, including contact numbers and address. The directive has been issued in anticipation of the return of a large number of migrant workers to Uttar Pradesh from across the country due to the pandemic. The government has directed the authorities concerned to carry out skill mapping of workers so that they could be provided jobs according to their expertise.||https://www.hindustantimes.com/cities/others/all-industries-to-remain-operational-in-corona-curfew-up-govt-101619198576463.html
23-04-2021||Other||Yogi briefs PM on Covid situation in UP||Uttar Pradesh chief minister Yogi Adityanath on Friday briefed Prime Minister Narendra Modi on the second wave of the Covid-19 pandemic in UP.He thanked the prime minister and the central government over the oxygen quota and help with medical supplies. Adityanath was among the chief ministers of the high Covid-19 burden states with whom PM Modi held a virtual meeting.Yogi informed PM about the measures such as weekend corona curfew and night curfew in the state to contain Covid-19.The UP government’s focus was to contain Covid-19 without hampering livelihood, the chief minister added. He also informed PM about the state’s preparations to make the next phase of the vaccination drive from May 1 successful. UP CM hits out at AAP govtIn a tweet in Hindi, Yogi Adityanath hit out at the Aam Aadmi Party (AAP) government in Delhi over its allegation that other states were disrupting oxygen supply. Without taking the name of anyone or mentioning oxygen, Adityanath said: “Delhi’s AAP government was levelling baseless allegations on others to hide its own failures and was trying to divert public attention. Such behaviour is indecent and we criticise it.”In another tweet in Hindi, Yogi, without taking Delhi chief minister Arvind Kejriwal’s name, said: “Another deed of AAP government came to be witnessed at the high-level meeting of several chief ministers and central ministers, presided over by the prime minister. They (AAP) violated the confidentiality of the meeting to gain cheap publicity.”At the meeting, PM Modi was seen reprimanding the Delhi chief minister for going live with his part of the interaction with the prime minister. Kejriwal immediately apologised.Food scheme welcomedIn a statement, the UP chief minister hailed PM Modi for reintroducing Pradhan Mantri Garib Kalyan Ann Yojna (a ration scheme for poor) for May and June. He said beneficiaries under the National Food Security Act will get extra 5 kg grain. In the present circumstances, the PM’s initiative will provide relief to a large number of people, the chief minister observed. He said that UP government was committed to implementing the scheme successfully in the state.||https://www.hindustantimes.com/cities/others/yogi-briefs-pm-on-covid-situation-in-up-101619198397905.html
23-04-2021||Chandigarh||Over 11,000 fresh Covid cases, 60 deaths reported in Haryana||Haryana on Friday reported 11,854 new coronavirus cases with Gurugram and Faridabad collectively accounting for 41% of them.The two districts also have the highest number of active cases collectively accounting for 44% of total active case in state on Friday.The new cases pushed the number of active cases to 64,057. The state also reported 60 Covid-related deaths from 12 districts.As per the medical bulletin, the sample positivity rate on Friday increased to 5.72% from 5.59% and the recovery rate came down to 83.19 % from Thursday’s 84.10%.There are 1,814 critical patients in state including 1,634 on oxygen support at 60 hospital and 180 on ventilators at 34 medical facilities across state.Of the 60 dead, nine were from Gurugram, eight from Faridabad, seven each from Hisar and Panipat, six each from Jind and Sonepat, five from Panchkula, four from Bhiwani, three from Fatehabad, two each from Kurukshetra and Yamunanagar and one from Nuh.Gurugram with 4,319 cases, Faridabad 1,450 and Sonepat 915 were the leading districts in terms of new cases reported on Friday. They were followed by Hisar 885, Karnal 616, Panchkula 453, Yamunanagar 420, Sirsa 408 and Panipat 396.‘APPOINT NODAL OFFICER TO DEAL WITH OXYGEN SUPPLY’Haryana ACS (revenue) Sanjeev Kaushal on Friday directed the Faridabad administration to appoint nodal officers to ensure oxygen availability in all government and private hospitals. Reviewing Covid preparations in district through video conferencing, he directed the officers to ensure adequate stock of oxygen. The hospitals will contact the nodal officer for oxygen supply related matters, he said. He added that these officers will have to maintain oxygen requirement of three days in district. He said facilities of 100-150 beds with oxygen will soon be provided in Faridabad by Escort Company.DCs CAN CLOSE SHOPS AFTER 6PM IN CROWDED PLACESThe Haryana government on Friday authorised DCs to take decisions regarding closing of shops in crowded markets after 6pm as a precautionary step in view of surge in Covid cases. As per an order by Haryana chief secretary Vijai Vardhan DCs are allowed to take necessary decision regarding closing of shops in crowded areas in their districts. The state government has decided to implement this measure from Friday. The DCs have been directed to ensure adequate number of chemist and grocery shops remain operational after 6pm so that citizens do not face any inconvenience. Restaurants, eateries will be allowed to home deliver food after 6pm.NEW COVID CARE CENTRE SET UP IN KARNALThe district has reported the biggest single-day surge of 617 Covid cases in the past 24 hours taking the number of active patients in district to 4,065. Four more people have died due to the contagion taking the district’s death toll to 215. With cases on the rise, the administration has decided to set up a separate Covid care centre at Phoonsgarh village community centre. Karnal DC Nishant Kumar Yadav said the centre will have a capacity of 250 beds. He said the people should not panic but follow guidelines. There are 396 beds in different hospitals in district and 264 are occupied.||https://www.hindustantimes.com/cities/chandigarh-news/over-11-000-fresh-covid-cases-60-deaths-reported-in-haryana-101619198284882.html
23-04-2021||Chandigarh||Those not wearing masks properly to be challaned too: HC||Those not wearing masks properly are going to challaned too in Punjab, Haryana and Chandigarh from now.Both the state governments and Chandigarh administration on Friday assured court that people, who wear masks, leaving their mouth and/or nose exposed, will be treated on the same footing as those not wearing masks at all and will be liable to the same punitive action.The assurance was given in a suo motu plea initiated by the high court in view of surge in Covid-19 cases in both the states and the UT. The court has now disposed of the plea.During the hearing on Friday, the Haryana government submitted that nodal agencies in every district headed by the deputy commissioner are functional. It was also informed that secretary, legal services authority in every district will also be a member of the said committee as he receives a number of complaints. The committee will meet every day, the government told the court.Punjab too assured that a committee on similar lines will be constituted to consider grievances of the public. As of Chandigarh, it said that a war room has been constituted for this purpose.To the submissions that certain private hospitals are charging exorbitant fee and are fleecing the public, both the governments and the UT assured the court that such grievance will be promptly looked into and punitive measures will be taken against such private hospital and medical institutions.Further, assurance has been given that surprise checks will be conducted on private facilities. More personnel will be deputed to attend such calls and PCRs/beats in the nearby vicinity will be activated and helpline numbers will be widely publicised, it was assured.It was also undertaken that authorities will depute officials of the municipal bodies/health authorities to ensure that mask etiquettes are followed by the general public.Heads of the public as well as private institutions will sensitise the employees to wear masks in an appropriate manner, it was submitted.The court has asked the authorities to file daily reports to district and sessions judges’ every day.||https://www.hindustantimes.com/cities/chandigarh-news/those-not-wearing-masks-properly-to-be-challaned-too-hc-101619197980459.html
23-04-2021||Other||Mass sanitisation to be done during weekend curbs||The state government will carry out an intensive sanitisation drive during the weekend corona curfew, urban development minister Ashutosh Tandon ‘Gopal’ said on Friday. The minister said the drive would also be carried out in lanes and by-lanes of the cities to signal a committed campaign to sanitise the state, especially containment zones, dense localities and ones where the virus surge is more.The minister gave the directions at a virtual meeting on Friday attended by officers and staff of various urban local bodies in the state.He said the weekend corona curfew would also be used to spread awareness about the need to strictly follow the Covid-19 protocol. The minister also directed the state municipalities to set up control rooms to quickly tackle complaints regarding sanitisation, cleanliness and others.Directive to take proper care of sanitation staffThe minister said those who are part of the cleanliness campaign – the sanitary workers – were among the frontline workers in the fight against Covid-19 and ordered that they should be well looked after.“From ensuring that they get their jabs, to settling all their payment in time and ensuring that they are provided with sanitisers, gloves and masks in the fight against Covid-19, everything should be done for their well-being,” the minister ordered.Provide essential services at doorstep: ACSAdditional chief secretary (Information and MSME) Navneet Sehgal said movement should be restricted during the weekly closure and essential services should be provided at the doorstep of the people.He too said an intensive sanitization and cleanliness drive will be launched in the urban and rural areas of the state. Except the essential services and industrial activities, all the activities will remain closed. The employees working in the government offices and industrial units can move with identity cards. The movement of vehicles for the essential services will be permitted, he said. Sehgal said people should not pay heed to rumours.||https://www.hindustantimes.com/cities/others/mass-sanitisation-to-be-done-during-weekend-curbs-101619197916495.html
23-04-2021||Indore||Madhya Pradesh: 15,000 Remdesivir vials airlifted to districts from Indore||The Madhya Pradesh government deployed a plane and a helicopter to airlift 15,000 vials of Remdesivir medicine to different districts from Indore on Friday, an official said.The vials arrived at Devi Ahilyabai Holkar Airport here in 312 boxes, of which 67 boxes were sent to Bhopal, 45 each to Jabalpur and Ujjain, 33 to Gwalior, 27 to Rewa, 26 to Sagar, he said.A total of 69 boxes have been kept in Indore, the state's worst coronavirus-hit district, he added.Such consignments had arrived in Indore on April 15, 18 and 20 as well for distribution to districts across the state, the official said.Amid a surge in Covid-19 cases, the demand for Remdesivir, among the medicines used in the treatment of the infection, has increased rapidly, leading to a shortage.||https://www.hindustantimes.com/cities/indore-news/madhya-pradesh-15-000-remdesivir-vials-airlifted-to-districts-from-indore-101619197270322.html
