---||Goa||Goa: Panaji legislator allays talk of jumping BJP ship||PANAJI: Putting all speculation to rest that he may jump to another political party ahead of the assembly election, BJP Panaji MLA Atanasio ‘Babush’ Monserrate on Tuesday said he is here to stay in BJP. “There were some difficult times for some karyakartas, some things must have been hurting them. So I would like to tell everyone that we are here to work together as I am here to stay. Let us clear that doubt if anyone thinks I am moving anywhere. I have come back to my nest,” Monserrate said. The legislator on Tuesday said that the lion’s share Sattari has been taking as far as government employment is concerned, should be transferred to Panaji. He assured the youth of Panaji that he would fight to provide them with employment. In the presence of chief minister Pramod Sawant at a public meeting in Panaji, Monserrate said parents have come for the meeting seeking jobs for their children and that they should tell their children that he would fight to get jobs for them. “I think many of the youth have elected me most because of employment. And I request the chief minister that the lion’s share which Sattari taluka is taking be transferred to Panaji,” Monserrate said even as he pointed out that most government offices are functioning from the state capital.||https://timesofindia.indiatimes.com/city/goa/goa-panaji-legislator-allays-talk-of-jumping-bjp-ship/articleshow/88697608.cms||Murari Shetye
---||India||One dead, 11 injured in J&K tunnel accident||JAMMU: One person died while 11 others were injured after a bus carrying travellers from Uttar Pradesh met with an accident in J&K’s Banihal-Qazigund tunnel, also known as Navayuga Tunnel, on Tuesday. “Around 4.30pm, the bus coming from Katra towards Srinagar overturned inside the Navayuga Tunnel after its driver lost control over the vehicle due to speeding,” said a police source. “The driver, identified as Tariq Ahmed (18) of J&K’s Nagrota, died on the spot while 11 tourists — all from Defence Colony area in UP’s Bareilly — were injured, three of them critically,” said the source. “The wounded were shifted to Banihal sub-district hospital for treatment, while the critically-injured trio was later referred to the Government Medical College and Hospital in Anantnag for specialized treatment,” added the source.||https://timesofindia.indiatimes.com/india/one-dead-11-injured-in-jk-tunnel-accident/articleshow/88697634.cms||Sanjay Khajuria
---||Business||Flipkart reports strong revenue growth in FY21||NEW DELHI: Flipkart Internet, the Walmart-backed e-commerce company’s marketplace arm reported a 32% jump in revenues for the financial year 2020-21 on the back of Covid-19 related push. Flipkart Internet clocked operational revenues of Rs 7,840 crore during the period, while Flipkart’s wholesale arm, Flipkart India reported a 25% growth in revenues to Rs 42,941 crore. Flipkart Internet, which generates revenues through verticals such as logistics, marketplace fees and payment gateway, however, witnessed its net losses widen to Rs 2,881 crore during the same fiscal. This is a 49 % increase from the last financial year. The company’s total expenses for the fiscal were reported as Rs 10,996 crore, showed data sourced from business intelligence firm, Tofler. Flipkart India, which acquired 100% stake in its parent Walmart’s cash & carry operations in 2020, reported a net loss of Rs 2,445 crore during the same fiscal. This is a 22 % decrease from the last financial year. The company’s total expenses for the fiscal were reported as Rs 45,801 crore. Flipkart, which competes with US rival Amazon and Reliance Retail in India, is currently doubling down on its grocery business and newer ventures such as hyperlocal arm Shopsy.||https://timesofindia.indiatimes.com/business/india-business/flipkart-reports-strong-revenue-growth-in-fy21/articleshow/88697938.cms||John Sarkar
---||Business||SBI to make instant money transfers up to Rs 5 lakh via digital means free from next month||NEW DELHI: SBI customers adopting digital transactions for instant money transfers will not be levied any charges for an amount up to Rs 5 lakh from next month, the lender said on Tuesday. As of now, transactions up to Rs 2 lakh attract zero charges under IMPS (immediate payment service) or instant money transfer. To encourage customers to adopt digital banking, SBI has not levied any service charges on IMPS transactions up to Rs 5 lakh, done through internet banking/mobile banking including YONO, the country's largest lender said in a statement. If one wishes to do IMPS transactions through a branch, there are no charges for up to Rs 1,000. However, for transactions ranging from above Rs 1,000 to up to Rs 2 lakh, service charges in the range of Rs 2-12 plus GST are to be imposed from February 1. SBI said it has added a new slab for transactions above Rs 2 lakh and up to Rs 5 lakh and the service charge for branch banking for this slab will be Rs 20 plus GST with effect from February 1, 2022. No charges will be levied in all these IMPS transaction categories if the transfers are done through internet banking, mobile banking or the YONO app. On money transactions through the National Electronic Funds Transfer (NEFT), no fee is levied through digital channels; while for branch banking, charges are applicable in the range of Rs 2-20 plus GST. Likewise, real-time gross settlement (RTGS) has no charges on digital platforms but attracts charges from Rs 20-40 plus GST on branch banking. The service charges on IMPS are in line with the service charges on NEFT/RTGS transactions, SBI said.||https://timesofindia.indiatimes.com/business/india-business/sbi-to-make-instant-money-transfers-up-to-rs-5-lakh-via-digital-means-free-from-next-month/articleshow/88698063.cms||---
---||Business||Airtel Payments Bank gets scheduled bank status from RBI||NEW DELHI: Airtel Payments Bank on Tuesday said it has been categorised as a scheduled bank by the Reserve Bank of India (RBI). With this, Airtel Payments Bank can now pitch for government-issued Requests for Proposals (RFPs) and primary auctions and undertake both central and state government business, besides participating in government-operated welfare schemes, it said in a statement. "In a boost to its fast growing digital banking footprint, Airtel Payments Bank has been categorised as Scheduled Bank by the Reserve Bank of India," it said. Airtel Payments Bank is among the fastest-growing digital banks in the country, with a base of 115 million users. It offers a suite of digital solutions through the Airtel Thanks app and a retail network of over 500,000 neighbourhood banking points The bank turned profitable in the quarter ended September 2021. Anubrata Biswas, CEO of Airtel Payments Bank, said, "We are thankful to the Reserve Bank of India for adding us to the list of Scheduled Banks." "This status is an important milestone in our growth journey and will further reinforce the trust our customers have placed with the bank," Biswas added.||https://timesofindia.indiatimes.com/business/india-business/airtel-payments-bank-gets-scheduled-bank-status-from-rbi/articleshow/88698100.cms||---
---||Delhi||Weekend curfew in Delhi as fresh cases hit 9-month high||NEW DELHI: On a day the national capital recorded 5,481 new Covid-19 cases, highest in nearly nine months, and three Covid fatalities, the Delhi Disaster Management Authority (DDMA) imposed a weekend curfew in the city. It, however, allowed more passengers to travel by the Metro and buses to curb crowding outside stations and at bus stops. While the existing restrictions under Level 1 (Yellow) of the graded response action Plan (GRAP) would remain in place, some additional restrictions, including closure of Delhi government and corporation offices, have been taken keeping in mind the rapid increase in the number of cases and the positivity rate rising to 8.4%, said the DDMA order. Addressing a digital press briefing after the meeting, deputy chief minister Manish Sisodia said that though the majority of cases are very mild, the decision to impose a weekend curfew was taken keeping in mind the spurt in cases. Sisodia requested Delhiites to stay at home as movement of only those in the exempted category would be allowed during the curfew. Sisodia said that only those government employees who are engaged in essential services would come to work and others would work from home. For private offices, the existing guidelines of operations with 50% staff strength remains unchanged. While a night curfew is already in place, the weekend curfew would begin from 10pm on Friday and remain in effect till 5am on Monday. Exempted categories include those engaged in essential services, all government and private healthcare workers, pregnant women and those who need health services, people coming from or going to the airport, railway stations and ISBTs on production of valid travel tickets and those appearing for examinations on production of ID and admit cards etc. In another major decision taken by the DDMA, Delhi Metro trains and public transport buses, which were running with 50% seating capacity, would now be able to operate with 100% capacity though standing passengers have not been allowed in either. Sisodia said that this has been done to avoid queues outside Metro stations and crowds at bus stops becoming superspreaders. While the weekend curfew imposes complete restrictions on the movement of individuals, the order doesn’t specifically mention anything about which shops would be allowed to remain open during the weekend. Shops dealing in essential goods and services, such as food items, including milk, vegetables, fruits etc, pharmacies and medical equipment may remain open though the order doesn’t specifically mention this. It also doesn’t mention if e-commerce delivery would be allowed or not or if only those of essential goods would be allowed. Sisodia said that on the basis of their experience so far, experts believe that this variant of Covid is not fatal. He said out of about 11,000 active cases, only 350 are hospitalised, out of which 124 are on oxygen support and 7 are on ventilator support. Watch Weekend curfew in Delhi as fresh cases hit 9-month high||https://timesofindia.indiatimes.com/city/delhi/weekend-curfew-in-delhi-as-fresh-cases-hit-9-month-high/articleshow/88698687.cms||Sidharatha Roy
---||India||Covid: With 153 fresh cases, India’s Omicron tally crosses 2,000||NEW DELHI: India’s Omicron tally went past the 2000-mark on Tuesday with 153 more cases taking the total number of patients to 2,043, even as the variant spread to Meghalaya, thereby covering 24 states and UTs in the country. Maharashtra continued to report maximum daily cases in the country even as BMC commissioner IS Chahal said in a TV interview that according to experts, Omicron was responsible for 80 per cent of the Covid cases in Mumbai, reducing the Delta variant to the remaining 20%. Chahal’s revelations came days after the seventh round of genome sequencing last week that had found that 55% of the people in Mumbai were infected by the Omicron variant, while the rest were mainly Delta and Delta lineages. Read AlsoWeekend curfew in Delhi as fresh cases hit 9-month highOn a day the national capital recorded 5,481 new Covid-19 cases, highest in nearly nine months, and three Covid fatalities, the Delhi Disaster Management Authority (DDMA) imposed a weekend curfew in the city.Maharashtra reported 75 fresh cases, taking the count to 653, the highest in the country. Mumbai reported 40 new Omicron cases for the second consecutive day on Tuesday, taking the city’s total count to 408. Of the total Omicron cases in the state, 259 have been discharged following a negative RT-PCR test. Read AlsoIn two days, over 84 lakh teens given first dose of vaccineNearly 84.4 lakh teenagers aged 15-17 were vaccinated till 10pm on Tuesday, with the count inching towards the 1 crore mark in two days of the drive. Close to 42 lakh teenagers were vaccinated on Monday, and a similar number received their first dose on Tuesday. The government is aiming to achieveDelhi, which reported 31 fresh cases, continues to be the second worst affected state in the country after Maharashtra with a total of 382 cases. UP reported 23 cases, taking its tally to 31. Ten new cases took Telangana’s tally to 94 while seven cases were reported in the neighbouring Andhra Pradesh, taking its count to 24. Five cases were reported in Meghalaya and two in Punjab.||https://timesofindia.indiatimes.com/india/covid-with-153-fresh-cases-indias-omicron-tally-crosses-2000/articleshow/88698519.cms||---
---||India||In two days, over 84 lakh teens given first dose of vaccine||NEW DELHI: Nearly 84.4 lakh teenagers aged 15-17 were vaccinated till 10pm on Tuesday, with the count inching towards the 1 crore mark in two days of the drive. Close to 42 lakh teenagers were vaccinated on Monday, and a similar number received their first dose on Tuesday. The government is aiming to achieve 85-90% coverage of first dose among adolescents in the age group in 15-20 days, a senior official told TOI. The health ministry has projected around 7.4 crore adolescents in the 15-17 age group. The government plans to gradually expand the coverage of Covid immunisation to all age groups. Currently, only Covaxin has been authorised for use in 15-17-year-olds. More than 98.9 lakh youngsters aged 15-17 years have registered for vaccination so far. Gujarat (nearly 11 lakh) and Madhya Pradesh (10 lakh) have vaccinated maximum number of youngsters. Other states that administered a substantial number of doses in the 15-17 age group include Andhra Pradesh, Rajasthan and Karnataka. Vaccination among 15-17-year-olds also inched up in Uttar Pradesh (4.5 lakh), Maharashtra (4.4 lakh) and Bihar (4.3 lakh), though with huge scope for improvement. Delhi received a footfall of 54,250, whereas West Bengal had administered vaccine to nearly 2.8 lakh adolescents till Tuesday night. The enthusiastic response from youngsters pushed the daily vaccination number over 95.6 lakh doses on Tuesday. The government decided to prioritise 15-17 years among children for receiving Covid vaccines as almost 75% of deaths in children due to Covid-19 so far has happened in this group. The government’s experts also took into account the advent of the more transmissible Omicron, which raises the risk of older children, being fairly mobile, bringing the diesease home to the more vulnerable elderly family members. Vaccination of adolescents is expected to help normalisation of education and also reduce the risk of transmission through them. The registration for this category of beneficiaries opened on January 1. Beneficiaries can register both online as well as onsite.||https://timesofindia.indiatimes.com/india/in-two-days-over-84-lakh-teens-given-first-dose-of-vaccine/articleshow/88698782.cms||Sushmi Dey
---||India||Counter the dragon: Pics of Indian soldiers with tricolour at Galwan||NEW DELHI: In a move to counter aggressive Chinese propaganda, the Indian security establishment on Tuesday released photographs of Indian soldiers flying as well as holding the Tricolour at the Galwan valley in eastern Ladakh as part of New Year celebrations. The images show the Indian soldiers, armed with the latest SiG Sauer assault rifles, with the Tricolour as well as their Dogra Regiment flag at an observation post in the Galwan valley. “The post is near the site where rival troops had clashed in June 2020,” said a source in the security establishment. The release of the images came three days after China's state media played up a video of People’s Liberation Army (PLA) soldiers unfurling the Chinese flag and sending New Year greetings purportedly from the Galwan valley. Indian sources have already debunked the video, saying it was not filmed anywhere near the buffer or demilitarised zone there. Read AlsoIndia has enhanced force-levels in areas where no troop disengagement in eastern Ladakh: MoDIndia has “adequately enhanced” force-levels in areas where troop disengagement is yet to take place with China in eastern Ladakh, with the Indian Army continuing to deal with the People’s Liberation Army (PLA) in a firm manner to ensure sanctity of the country’s territorial integrity, the defenceTwenty Indian soldiers, led by Colonel B Santosh Babu, had laid down their lives while fighting the numerically superior Chinese troops, armed with nail-studded rods and other sharp weapons, at the Galwan valley on June 15, 2020. China till now has not disclosed the actual number of its casualties, though it did later admit to losing a battalion commanding officer and four others. Read AlsoChina builds bridge across Pangong, helipads in its territory to counter India's quick reaction abilityThe People’s Liberation Army (PLA) is further strengthening its military infrastructure with additional troop shelters, gun positions, helipads and jetties in the area between 'Finger-8’ and its military bases to the east at Sirijap-I and II on the north bank of the Pangong lake. The new bridge isIndia and China are yet to finalise the date for the 14th round of Corps Commander-level talks. In the last round on October 10, China had refused to complete the stalled troop disengagement at Patrolling Point-15 in the Hot Springs-Gogra-Kongka La area, let alone discuss the much more intractable face-off at Charding Ninglung Nallah (CNN) track junction at Demchok and the strategically-located Depsang Plains.||https://timesofindia.indiatimes.com/india/counter-the-dragon-pics-of-indian-soldiers-with-tricolour-at-galwan/articleshow/88698841.cms||---
---||India||Covid: Daily cases in India surge 56% to 58,000, highest 1-day spike||NEW DELHI: Tuesday saw an explosion of Covid-19 infections in the country with the daily tally close to 58,000, registering a single-day rise of 56%, the highest during a period of surge since the pandemic began. Tuesday’s case count had galloped to 57,974 by late night and was likely to cross 58,000 after data from two remaining states came in. This was over 20,000 higher than the tally of 37,123 recorded on Monday and India's highest daily tally since June 19, 2021, when 58,570 cases were reported. Only once has the single-day rise in infections been higher than 56% — 63% on January 28, 2021 — and that was because the previous day’s count had fallen sharply due to disruptions in testing on Republic Day. That rise was anomalous since it came at the time when cases were falling. Tuesday was also the eighth consecutive day of rising cases during which the country has seen an unprecedented surge in infections, with daily numbers up nearly nine-fold since 6,242 cases were recorded on Monday, December 27. The sharp surge on Tuesday came on the back of higher testing on the previous day following a drop on Sunday. Over 11.5 lakh samples were collected for testing on Monday, up from 8.9 lakh on the day before. Still, India’s test positivity rate touched 5% on Tuesday, which is seen as a mark of a serious surge in infections. Daily deaths from the virus also registered a slight rise at 112, the highest in nearly three weeks and the first time since December 23 that the toll had crossed the 100 mark. Maharashtra continued to lead the case numbers with 18,466 fresh infections, up 50% from 12,160 on the previous day. Daily detections in Mumbai crossed 10,000, with 10,606 fresh cases emerging on Tuesday, the highest for any city in India. Bengal posted 9,073 new cases, again a 50% rise from Monday’s tally of 6,078. Kolkata accounted for 4,759 fresh Covid-19 infections, the highest ever for the city. The state’s TPR stood at an alarming 19% on Tuesday. Delhi reported 5,481 new cases, the second highest for a city after Mumbai even as the TPR stayed well above 5% for the second day. Several states reported a doubling of cases in a day. Punjab reported 1,027 fresh infections, up from 419 on Monday while Bihar posted 893, up from 344, and Telangana 1,052 from 482. Cases nearly doubled in Jharkhand from 1,481 to 2,681 and Gujarat (2,265 from 1,259). What’s now clearly the third wave of the pandemic in India and enveloped nearly all states and UTs of the country. Kerala, where cases were falling till the end of last week, recorded a spike on Tuesday at 3,640 fresh infections, the highest since December 15. Numbers are also rising in the northeast, with Assam posting 475 cases.||https://timesofindia.indiatimes.com/india/covid-daily-cases-in-india-surge-56-to-58000-highest-1-day-spike/articleshow/88698948.cms||Amit Bhattacharya
---||India||Double-engine growth way to prosperity: PM Modi hails Tripura||IMPHAL/AGARTALA: PM Modi breezed through poll-bound Manipur amid a shutdown and boycott call by rebel outfits on Tuesday, carrying with him a bouquet of 22 projects worth Rs 4,815 crore and declaring the insurgency-hit state would be the engine of the country's growth. PM Modi, who flew to BJP-governed Tripura next to inaugurate the newly built integrated terminal of Agartala airport, said that the northeast joined the development race post-2014 after being hampered by decades of neglect. Beyond the rally ground largely packed by BJP workers and supporters, the PM's focus on a resurgent Manipur contrasted with near-empty streets as the proscribed CorCom's boycott call kept residents of the Imphal valley indoors. The group is an amalgam of various armed outfits. PM Modi lauded the BJP-led N Biren Singh government for initiating "rapid development" of Manipur through campaigns and schemes like "Go to Villages" and "Go to Hills". He said the current government had been able to integrate the hills and the valley, where opposing militant outfits hold sway, and create a path of hitherto unseen growth. The projects PM Modi inaugurated include the Barak bridge along the Imphal-Silchar highway, the Thoubal multipurpose project, water supply schemes in Tamenglong and Senapati and Imphal's renovated Govindajee temple. A cancer hospital is part of the new projects he announced. In Agartala, where he was joined by civil aviation minister Jyotiraditya Scindia, Prime Minister Modi batted for CM Biplab Kumar Deb, saying he hadn't quite got the credit he deserved. "Our friends in the media are not always giving due coverage to the good things done by the government. Double-engine growth means united effort towards prosperity, of which Tripura is an example," he said, alluding to the state lately making news more for alleged communal flare-ups and political vendetta than development. The major part of Modi's 24-minute speech at Agartala's Swami Vivekananda Stadium was dedicated to outlining how CM Deb and his ministry had crossed various milestones, including initiating a crucial change in the eligibility criteria for the Prime Minister Awas Yojana. "Biplab Deb came to me with his argument to consider semi-permanent structures as a kutcha house, and the central government reviewed his proposal and accepted it. Accordingly, the definitions of kutcha and pucca houses were changed. Around 1.8 lakh beneficiaries of Tripura got houses under PMAY in a year. The same benefits accrued to lakhs of people elsewhere in the country." Tripura, which is due for elections in 2023, suffered under the Left Front that governed the state for 25 years before BJP wrested the reins, Modi said. "After the last election, when BJP came to government, I promised you the HIRA model - highway, internet way, railway and airway. The results are now showing."||https://timesofindia.indiatimes.com/india/double-engine-growth-way-to-prosperity-pm-modi-hails-tripura/articleshow/88699014.cms||K Sarojkumar Sharma
