---||Kochi||Malayali BSF officer P Jayanthi: It’s been my long-pending dream to be part of the Republic Day parade||As a young NCC cadet at Fathima Matha College, Kollam, young Jayanthi used to wonder, ‘Will I be able to be part of the prestigious Republic Day parade, some day?’ The avid biker and bullet enthusiast, who was just an undergraduate student then, wanted to showcase her riding skills on the national platform. Today, this long-cherished dream is turning into reality. A 26-year-old BSF officer, P Jayanthi, is thrilled to be performing for the first time with the all-women bikers’ team, Seema Bhawani, at the Rajpath. “I feel quite lucky that I’m finally getting to do this,” says the young woman, who has been training for the big day with her team since December 20. Her team will be showcasing the pyramid formation and Jayanthi says even the preparations have been fun. Jayanthi, who always wished to don the uniform, says this is the only job she ever applied for. “If I wasn’t selected for the force, I would have joined the Kerala Police,” says the Soldier one grade officer, who joined the BSF soon after her graduation in 2017. “Right from the time I joined, I wanted to try to be part of the parade. At the same time, I always used to immerse myself deep in work, whenever in the uniform and couldn’t do the needful in the first few years.” But, the officer, who was working on the India-Bangladesh border, went on to win awards for her performance and eventually brought herself to apply for parade participation. “I also sent the selectors my riding videos and soon, I was lucky to be selected,” she says. Jayanthi, whose husband Sangeeth Raj is also part of the BSF, had wished her parents too could witness her performance but the pandemic situation means that isn’t possible. “Regardless, I’m hoping to give it my all,” says the officer, who reveals that her ultimate dream is to “Do a ton of social service.” She says, “That’s something that gives me joy, always. I don’t think much about earning bigger posts in my job, but if I can at least buy a pen for a kid who needs it, that gives me pleasure,” she says, signing off. The Seema Bhawani team was formed in 2016, and they participated in the Republic Day parade for the first time in 2018. More than 100 female troops from different ranks form part of the performance. This is the second time that the team is showcasing its stunts for the parade. Watch Malayali BSF officer P Jayanthi to perform at the Republic Day parade 2022||https://timesofindia.indiatimes.com/city/kochi/malayali-bsf-officer-p-jayanthi-its-been-my-long-pending-dream-to-be-part-of-the-republic-day-parade/articleshow/89114215.cms||Deepa Soman
---||Hyderabad||Padma Shri award to Sahasra Avadhani Garikapati||KAKINADA: The famous Sahasra Avadhani Garikapati Narasimha Rao was conferred with Padma Shri Award in the literary category for his service to society. He delivers lectures on personality development based on Hindu culture and way of life. The 62-year-old literary performer Garikapati Narasimha Rao is a well-known face for both Telugu states as his discourses on ancient Hindu texts like Ramayana, Mahabharata, Bhagavadgita, and others are regularly telecasted by almost all TV channels. Garikapati was born on September 14, 1958 to Venkata Surya Narayana and Venkata Ramanamma in Kakinada of East Godavari district. He started performing Avadhanams in 1972 and performed more than 300 avadhanams even at Dallas in 2002. He named his two sons after the great literary persons Gurajada Appa Rao and Srirangam Srinivas alias SriSri. He received Lok Nayak Foundation Award and Gurajada Visista Puraskaram in 2016. He was conferred with the Ramineni Foundation Award in 2018. Many organizations including Telugu Associations of America felicitated him.||https://timesofindia.indiatimes.com/city/hyderabad/padma-sri-award-to-sahasra-avadhani-garikapati/articleshow/89124371.cms||Siva G
---||---||Ex-minister Prajapati's wife among 39 candidates in SP's 2nd list||LUCKNOW: Samajwadi Party on Tuesday evening released its second list of 39 candidates, this time keeping the focus on Dalits and women who jointly bagged over 55% of the tickets declared. More than the caste equations, what is sure to catch eyeballs was the candidature of jailed former minister Gayatri Prajapati’s wife from Amethi and party fielding a candidate against strongman Raghuraj Pratap Singh alias Raja Bhaiyya in Kunda. The party has also accommodated sitting BJP MLA from Nanpara, Madhuri Verma and named former minister Pawan Pandey as a candidate from Ayodhya. Another sitting BSP MLA Hakim Chand Bind is the party candidate from Hardiya in Prayagraj. The lone Muslim candidate on the list is sitting SP MLA Yasar Shah from Bahraich City. He is a sitting MLA from Matera assembly seat of Bahraich district. If party sources are to be believed, the candidature of Maharaji Prajapati, the wife of Mulayam loyalist and jailed former minister Gayatri Prajapati was recommended by some influential quarters of the Yadav clan. The party has nominated Gulshan Yadav as a candidate from Kunda from where Raja Bhaiya is an independent sitting MLA since 1991. His proximity with SP patriarch Mulayam Singh Yadav is well known but the sitting MLA had failed to cut the ice with Akhilesh after the two parted ways on a sour note after SP entered into an alliance with BSP and Raja Bhiaya voted against the alliance candidate in the Rajya Sabha elections. The SP chief has, however, accommodated former SP minister late Pandit Singh’s nephew Suraj Singh from Gonda city and retained former MP and SP veteran Reoti Raman Singh’s son sitting MLA Ujjwal Raman Singh in Karchana assembly constituency of Prayagraj. Party general secretary Indrajit Saroj is SP candidate from Manjhanpur (Kaushambi). The list includes the name of Santosh Pandey from Lambhua in Sultanpur district. Santosh had led the construction of Lord Parshuram temple along Purvnchal expressway in his home district which Akhilesh had recently visited to further his Brahmin outreach. The list also has the name of Ram Singh Patel, former SP MLA, from Patti in Pratapgarh. Ram Singh happens to be the son of former MP Bal Kumar who is the brother of slain dreaded dacoit Daduwa.||https://timesofindia.indiatimes.com/elections/assembly-elections/uttar-pradesh/news/ex-minister-prajapatis-wife-among-39-candidates-in-sps-2nd-list/articleshow/89124667.cms||Parvez Iqbal Siddiqui
---||India||Ex-minister Prajapati's wife among 39 candidates in SP's 2nd list||LUCKNOW: Samajwadi Party on Tuesday evening released its second list of 39 candidates, this time keeping the focus on Dalits and women who jointly bagged over 55% of the tickets declared. More than the caste equations, what is sure to catch eyeballs was the candidature of jailed former minister Gayatri Prajapati’s wife from Amethi and party fielding a candidate against strongman Raghuraj Pratap Singh alias Raja Bhaiyya in Kunda. The party has also accommodated sitting BJP MLA from Nanpara, Madhuri Verma and named former minister Pawan Pandey as a candidate from Ayodhya. Another sitting BSP MLA Hakim Chand Bind is the party candidate from Hardiya in Prayagraj. The lone Muslim candidate on the list is sitting SP MLA Yasar Shah from Bahraich City. He is a sitting MLA from Matera assembly seat of Bahraich district. If party sources are to be believed, the candidature of Maharaji Prajapati, the wife of Mulayam loyalist and jailed former minister Gayatri Prajapati was recommended by some influential quarters of the Yadav clan. The party has nominated Gulshan Yadav as a candidate from Kunda from where Raja Bhaiya is an independent sitting MLA since 1991. His proximity with SP patriarch Mulayam Singh Yadav is well known but the sitting MLA had failed to cut the ice with Akhilesh after the two parted ways on a sour note after SP entered into an alliance with BSP and Raja Bhiaya voted against the alliance candidate in the Rajya Sabha elections. The SP chief has, however, accommodated former SP minister late Pandit Singh’s nephew Suraj Singh from Gonda city and retained former MP and SP veteran Reoti Raman Singh’s son sitting MLA Ujjwal Raman Singh in Karchana assembly constituency of Prayagraj. Party general secretary Indrajit Saroj is SP candidate from Manjhanpur (Kaushambi). The list includes the name of Santosh Pandey from Lambhua in Sultanpur district. Santosh had led the construction of Lord Parshuram temple along Purvnchal expressway in his home district which Akhilesh had recently visited to further his Brahmin outreach. The list also has the name of Ram Singh Patel, former SP MLA, from Patti in Pratapgarh. Ram Singh happens to be the son of former MP Bal Kumar who is the brother of slain dreaded dacoit Daduwa.||https://timesofindia.indiatimes.com/india/ex-minister-prajapatis-wife-among-39-candidates-in-sps-2nd-list/articleshow/89123944.cms||Parvez Iqbal Siddiqui
---||India||Ahead of Republic Day, explosives recovered in Kishtwar||JAMMU: A day before Republic Day, a joint team of the Army and J&K Police recovered commercial-grade explosives while patrolling in Kishtwar district, the Army said in a statement on Tuesday. “The joint team recovered around 1.3kg of explosives in Nagar Nala area near Dul in Kishtwar late Monday. The cache included 11 sticks of commercial-grade explosives each weighing 125g, a detonator and the detonating wire,” confirmed Jammu-based defence spokesperson Lt Col Devender Anand.||https://timesofindia.indiatimes.com/india/ahead-of-republic-day-explosives-recovered-in-kishtwar/articleshow/89124681.cms||Sanjay Khajuria
---||World||Peer in House of Lords calls for UK 'golden visas' to be abolished||LONDON: The golden visa route to enter the UK that wealthy Indians use to get the right to live in Britain could come under greater scrutiny or be abolished altogether after a peer in the House of Lords tabled an amendment to a bill passing through Parliament calling for it to be axed as he fears it is facilitating money laundering and corruption. The UK tier 1 investor visa, established in 2008, is the most favoured route that high net worth individuals from India, China, Russia and other countries use to get permanent residency in the UK. Applicants simply have to invest at least £2 million (Rs 20 crore) in the UK and a decision on the visa will be made in just three weeks — far swifter than an asylum application. Those who get it are eligible to settle after five years and, if they invest £10 million (Rs 100 crore), they get permanent residency after two years. Lord Wallace of Saltaire has tabled an amendment to the Nationality and Borders Bill, which is at committee stage in the House of Lords. His amendment calls on the cash-for-residency visa route to be suspended until a review of the investor visas granted between June 2008 and April 2015 is published or until the route is closed permanently to new applicants. Saltaire told TOI he was concerned about “foreign influence” and political party donations by the recipients of such visas and the “importation of corruption” from countries like Russia, Azerbaijan and Kazakhstan. “India is less a country of concern than Central Asia,” he said. His amendment will be debated at committee stage and then, at report stage, amendments that had the most support at committee stage will get voted on. Those that are passed will be sent back to the House of Commons. In an October 2015 report, Transparency International UK said “it is highly likely that substantial amounts of corrupt wealth stolen from China and Russia have been laundered into the UK through the UK’s golden visa programme”. In the House of Lords debate Saltaire described it as a “shameful visa programme” that allows “wealthy people from dodgy countries to buy the right to live in the UK and, after a period of residence, to qualify for citizenship.” “It has been reported that more than 6,000 golden visas, half of those yet issued, are being reviewed for possible national security risks, although those who applied in earlier years will by now have acquired full UK citizenship,” Saltaire said. “Two court of appeal judgments in the last year have thrown up questions about the regulation of this scheme and the sources of the finance pledged by applicants. In four of the National Crime Agency’s major cases about illicit finance and unexplained wealth orders in the last two years, those under investigation had originally entered the UK with a golden visa. Most golden visas have been issued to individuals from countries with a high risk of corruption,” he said. A July 2020 report on Russia by the UK’s intelligence and security committee called for an overhaul of the tier 1 (investor) visa programme, warning that it was providing Russian oligarchs with a means of recycling illicit finance through the London “laundromat”.||https://timesofindia.indiatimes.com/world/uk/peer-in-house-of-lords-calls-for-uk-golden-visas-to-be-abolished/articleshow/89124697.cms||NAOMI CANTON
---||World||Army’s gun guards shaky peace at Pakistan’s global terrorism HQ||MIR ALI, NORTH WAZIRISTAN: “Leave ASAP”—that wasn’t a warning but an advice heard from most people TOI spoke to during a recent visit to heavily guarded North Waziristan, a district in Pakistan’s Khyber Pakhtunkhwa province that was once called the headquarters of global terrorism. This rugged and restive tribal land bordering Afghanistan has been on the radar again since the Taliban takeover of the neighbouring nation to the north. “A small-scale attack on the military, something very common here, will trigger indiscriminate firing from the forces. Curfew will be imposed, search operations will start, and everyone will be forced indoors. I advise you to leave as soon as possible,” said an influential tribal elder in the town of Mir Ali. Famous in the past for its fearless warriors and good-natured hospitality, North Waziristan was part of the semi-autonomous Federally Administered Tribal Areas (FATA) until it was merged in 2018 with Khyber Pakhtunkhwa to stop the “Talibanisation” of the area and bring Islamabad’s influence. But this place has remained a trouble spot, a no-go for travellers: permission, solid reason and registration on entry and exit are needed to visit this scenic but dangerous area. For a new visitor, travelling down a new road to Waziristan gives the impression of normality. But things are not well in this mountainous region, more so since Taliban fighters recently broke a border fence and stopped Pakistani soldiers from fixing it. The Taliban say the fence divides families on both sides of the 2,670km border, known as the Durand Line. The Taliban don’t recognise the Durand Line. In Mir Ali, the second largest town of North Waziristan, heavily armed soldiers have replaced young and old civilians carrying automatic weapons on the roads and markets. An army convoy moves slowly in the bazaar, flanked by soldiers ready to fire at the slightest hint of danger. Not a single woman was to be seen in markets, on roads, or even outside people’s homes. A senior intelligence official from Mir Ali said he was visiting home after five years to attend a funeral. “You may have noticed on the way makeshift arrangements for people displaced by the 2014 military offensive (in North Waziristan). They are not returning home because they know their towns and villages are unsafe,” he said. He was referring to Pakistan’s second biggest internal displacement of people in a military offensive against terrorists. A brief stopover at one such “camp” during the return trip from Mir Ali brought clarity. “The militants are not publicly visible, but will demand men and material through their emissaries. Refusal is risky and acceptance means reprisal from the military that has an effective intelligence network,” said Islam Gul, a Dawar tribe elder. This region has been a springboard for wars in Afghanistan for over four decades. The Pakistan and Afghan Taliban, al-Qaeda, Haqqani Network and a host of little-known outfits and warlords used the area to hold hostages, train terrorists, store weapons and deploy suicide bombers to targets in Afghanistan and Pakistan. The 2014 military crackdown brought some semblance of normality, many terrorists escaped, but peace has remained tentative because this remote land has enough boltholes to hide an army. Proof perhaps are the recent attacks by Tehreek-e-Taliban Pakistan (TTP) on targets in the country.||https://timesofindia.indiatimes.com/world/pakistan/armys-gun-guards-shaky-peace-at-pakistans-global-terrorism-hq/articleshow/89124715.cms||Omer Farooq Khan
---||India||Srinagar grenade attack wounds 8, suspect held||SRINAGAR: Police arrested on Tuesday a suspect identified as “hardcore stone-pelter” Aijaz Wani from Srinagar for a grenade attack in the market on Hari Singh High Street in J&K’s capital city that wounded a police inspector and seven civilians in the afternoon. The attack rattled authorities because the city was ring-fenced with maximum security ahead of Republic Day, a time when terrorists were known to step up their violent activities. IGP Vijay Kumar tweeted that “hardcore stone-pelter Aijaz Wani, son of Fayaz Wani” from Fatehkadal in downtown Srinagar was arrested and he threw the grenade “at the behest of terrorists”. He also said an investigation is being conducted. The grenade was thrown at a police and CRPF team stationed at the market bustling with afternoon shoppers, but it missed the target and landed near the pedestrians on the road. Among the wounded are Mohammad Shafi Bhat, 43, and wife Tanveera, 38, from Chattabal in Srinagar, Asmat, 40, from Charar-i-Sharief in Budgam, and 40-year-old police inspector Tanveer Ahmad, who works with the anti-corruption bureau. The cop was in his civvies. The others are Nusrat, 48, from Nawab Bazar in Srinagar, Zahoor Ahmad Lone, 30, from Khaniyar, Imtiyaz Ahmad, 25, of the city’s Lal Chowk area, and Gyasuddin, 35, from Assam. They were taken to SMHS hospital, where medical superintendent Dr Kawaljeet Singh said the patients suffered abdomen and leg wounds. Their condition is said to be stable. The market was cordoned off immediately after the blast, while security agencies put the entire Union territory on maximum alert. A multi-layered security arrangement has been made for peaceful Republic Day celebrations at the Maulana Azad Stadium in Jammu at Sher-e-Kashmir Stadium in Srinagar on Wednesday morning. Heavy security deployment and round-the-clock patrols are in place, checkpoints are erected, while drones are being used for aerial surveillance. Police checked passengers of vehicles entering Srinagar.||https://timesofindia.indiatimes.com/india/srinagar-grenade-attack-wounds-8-suspect-held/articleshow/89124755.cms||M Saleem Pandit
---||India||Rajouri man arrested for derogatory remarks against PM||JAMMU: Rajouri Police arrested a man on Tuesday for allegedly insulting Prime Minister Narendra Modi in a social media video. The accused, identified as Shoket Hussain, is a resident of Rajouri’s Dehrian village. He was arrested for making “derogatory and objectionable remarks” against PM Modi in a video that he had uploaded on social media, said a police officer. Based on a complaint filed by supporters against the video, police registered a case and arrested the accused, the officer said, adding that further investigation is underway in the matter. On December 9 last year, Rajouri Police had arrested a shopkeeper from a village near Rajouri for posting objectionable content against the late CDS General Bipin Rawat on social media.||https://timesofindia.indiatimes.com/india/rajouri-man-arrested-for-derogatory-remarks-against-pm/articleshow/89124763.cms||Sanjay Khajuria
---||Lucknow||Uttar Pradesh election: Ex-min Gayatri Prajapati's wife among 39 candidates in SP's 2nd list||LUCKNOW: Samajwadi Party on Tuesday evening released its second list of 39 candidates, this time keeping the focus on Dalits and women who jointly bagged over 55% of the tickets declared. More than the caste equations, what is sure to catch eyeballs was the candidature of jailed former minister Gayatri Prajapati’s wife from Amethi and party fielding a candidate against strongman Raghuraj Pratap Singh alias Raja Bhaiyya in Kunda. The party has also accommodated sitting BJP MLA from Nanpara, Madhuri Verma and named former minister Pawan Pandey as candidate from Ayodhya. Another sitting BSP MLA Hakim Chand Bind is the party candidate from Hardiya in Prayagraj. The lone Muslim candidate in the list is sitting SP MLA Yasar Shah from Bahraich City. He is a sitting MLA from Matera assembly seat of Bahraich district. If party sources are to be believed, the candidature of Maharaji Prajapati, the wife of Mulayam loyalist and jailed former minister Gayatri Prajapati was recommended by some influential quarters of the Yadav clan. The party has nominated Gulshan Yadav as candidate from Kunda from where Raja Bhaiya is an independent sitting MLA since 1991. His proximity with SP patriarch Mulayam Singh Yadav is well known but the sitting MLA had failed to cut the ice with Akhilesh after the two parted ways on a sour note after SP entered into an alliance with BSP and Raja Bhiaya voted against the alliance candidate in the Rajya Sabha elections. The SP chief has, however accommodated former SP minister late Pandit Singh’s nephew Suraj Singh from Gonda city and retained former MP and SP veteran Reoti Raman Singh’s son sitting MLA Ujjwal Raman Singh in Karchana assembly constituency of Prayagraj. Party general secretary Indrajit Saroj is SP candidate from Manjhanpur (Kaushambi). The list includes the name of Santosh Pandey from Lambhua in Sultanpur district. Santosh had led the construction of Lord Parshuram temple along Purvnchal expressway in his home district which Akhilesh had recently visited to further his Brahmin outreach. The list also has the name of Ram Singh Patel, former SP MLA, from Patti in Pratapgarh. Ram Singh happens to be the son of former MP Bal Kumar who is the brother of slain dreaded dacoit Daduwa.||https://timesofindia.indiatimes.com/city/lucknow/uttar-pradesh-election-ex-min-gayatri-prajapatis-wife-among-39-candidates-in-sps-2nd-list/articleshow/89124748.cms||Pervez Siddiqui
---||---||Uttar Pradesh election: Ex-min Gayatri Prajapati's wife among 39 candidates in SP's 2nd list||LUCKNOW: Samajwadi Party on Tuesday evening released its second list of 39 candidates, this time keeping the focus on Dalits and women who jointly bagged over 55% of the tickets declared. More than the caste equations, what is sure to catch eyeballs was the candidature of jailed former minister Gayatri Prajapati’s wife from Amethi and party fielding a candidate against strongman Raghuraj Pratap Singh alias Raja Bhaiyya in Kunda. The party has also accommodated sitting BJP MLA from Nanpara, Madhuri Verma and named former minister Pawan Pandey as candidate from Ayodhya. Another sitting BSP MLA Hakim Chand Bind is the party candidate from Hardiya in Prayagraj. The lone Muslim candidate in the list is sitting SP MLA Yasar Shah from Bahraich City. He is a sitting MLA from Matera assembly seat of Bahraich district. If party sources are to be believed, the candidature of Maharaji Prajapati, the wife of Mulayam loyalist and jailed former minister Gayatri Prajapati was recommended by some influential quarters of the Yadav clan. The party has nominated Gulshan Yadav as candidate from Kunda from where Raja Bhaiya is an independent sitting MLA since 1991. His proximity with SP patriarch Mulayam Singh Yadav is well known but the sitting MLA had failed to cut the ice with Akhilesh after the two parted ways on a sour note after SP entered into an alliance with BSP and Raja Bhiaya voted against the alliance candidate in the Rajya Sabha elections. The SP chief has, however accommodated former SP minister late Pandit Singh’s nephew Suraj Singh from Gonda city and retained former MP and SP veteran Reoti Raman Singh’s son sitting MLA Ujjwal Raman Singh in Karchana assembly constituency of Prayagraj. Party general secretary Indrajit Saroj is SP candidate from Manjhanpur (Kaushambi). The list includes the name of Santosh Pandey from Lambhua in Sultanpur district. Santosh had led the construction of Lord Parshuram temple along Purvnchal expressway in his home district which Akhilesh had recently visited to further his Brahmin outreach. The list also has the name of Ram Singh Patel, former SP MLA, from Patti in Pratapgarh. Ram Singh happens to be the son of former MP Bal Kumar who is the brother of slain dreaded dacoit Daduwa.||https://timesofindia.indiatimes.com/elections/assembly-elections/uttar-pradesh/news/uttar-pradesh-election-ex-min-gayatri-prajapatis-wife-among-39-candidates-in-sps-2nd-list/articleshow/89124766.cms||Pervez Siddiqui
