---||Guwahati||Surge in infection: Assam Covid-19 cases double in 24 hours||GUWAHATI: The number of Covid-19 infections has seen a major spike in the last 24 hours as positive cases in the state have more than doubled since Sunday. A total of 351 positive cases were detected on Monday, which is almost 200 more than 156 positive cases reported the previous day. Amid Omicron scare, testing was increased to 36,613 on Monday and the positivity rate has scaled up to 0.96 per cent from Sunday’s 0.79 per cent. In Kamrup (Metro) district alone, 164 positive cases were detected on Monday even as foreign travellers coming to Assam for New Year celebrations, along with tourists, have emerged as a major concern. While 29 foreign travellers tested Covid positive in Assam between December 1 and 30, the number of positive cases among international fliers has suddenly gone up to 47 in just about the last three days. On Monday, the first foreign traveller, found entering through the rail route, tested Covid positive. The passenger arrived in New Delhi from Dubai by air but boarded a train to reach Guwahati. “If anyone is found Omicron positive, the biggest challenge will be to isolate and test the passengers who travelled along with any such positive case. Tracking both fellow travellers on flights and trains is going to be very difficult as compilation of whole genome sequencing reports, which is necessary to confirm Omicron, is taking several days,” a health department’s surveillance official said. Samples of positive cases among travellers are being sent to the North East Institute of Science and Technology (NEIST) at Jorhat in upper Assam for genome sequencing. Till Sunday evening, a total of 2,837 foreign passengers entered the state and the number is expected to go up further in January when Magh Bihu, one of the biggest festivals of the state, will be celebrated. “Many international fliers have come as tourists who will be back soon,” the official added. Notably, 28 provisional “Omicron positive” cases have already been detected through in-house developed Omicron detection kits at ICMR-RMRC, Lahowal, in Dibrugarh district. These are Covid cases, which includes domestic and foreign travellers , who mostly arrived in upper Assam districts. However, the NEIST is yet to confirm any of the samples sent from Lahowal as Omicron positive after whole genome sequencing. “Without confirmation through whole genome sequencing, the state health department won’t declare any case as Omicron positive,” a health department official added.||https://timesofindia.indiatimes.com/city/guwahati/surge-in-infection-assam-covid-19-cases-double-in-24-hrs/articleshow/88674282.cms||Kangkan Kalita
---||India||LeT ‘commander’ known as throat-slitter among two terrorists killed in Srinagar||SRINAGAR: Lashkar-e-Taiba “commander” Muhammad Saleem Parray, notorious for killing 12 civilians in 2016 by slitting their throats and for several murders thereafter, and a Pakistani terrorist of the banned outfit were killed in two shootouts with security forces on Monday in Srinagar’s Shalimar locality famous for its Mughal Garden. Parray from Hajin in north Kashmir's Bandipora was one the most-wanted terrorists associated with the group led by Burhan Wani, whose killing in a 2016 anti-terrorism operation triggered widespread public unrest in the Valley. Kashmir range IGP Vijay Kumar said the Parray’s death was a big success for security forces as he was involved in the murder of a dozen people in 2016, the year he became active as a Lashkar operative and came to be identified as a dreaded throat-slitter. Parray committed more murders in the subsequent years—including that of the Dar brothers Bashir and Ghulam, and Hilal Ahmad Parray, all in Hajin in May 2018. The other LeT terrorist killed in Monday’s operation was identified as Hafiz alias Hamza of Pakistan. He had killed two policemen in Bandipora in December 2021 and then shifted to the Harwan neighbourhood of Srinagar, the IGP said. The officer said a team of Srinagar police and CRPF cornered Parray during a search in Shalimar, well-known for the Mughal Garden on the outskirts of Srinagar. He fired at the security forces and got killed in return fire. Soon after, another operation was carried out by police, CRPF and Army personnel in the Gusu area of Shalimar and terrorist Hamza of Pakistan was gunned down. Parray was known for his ruthlessness, abducting civilians he suspected to be police informers. They were often tortured to death. “He was involved in slitting the throats of many civilians in Hajin. He provided logistic support to terrorists operating in the area,” the IGP said.||https://timesofindia.indiatimes.com/india/let-commander-known-as-throat-slitter-among-two-terrorists-killed-in-srinagar/articleshow/88674298.cms||M Saleem Pandit
---||World||UK PIO woman becomes first ‘woman of colour’ to make solo trip to South Pole||LONDON: A British-born Indian Sikh woman has made history by becoming the first woman of colour to complete a solo expedition to the South Pole. Captain Harpreet Chandi (32), from Derby, reached the South Pole on Monday, the 40th day of her unsupported 700-mile trek across the Antarctic wilderness in temperatures of up to -50 degrees Celsius and wind speeds of up to 60 mph. Chandi, who named herself "Polar Preet" for the trek and is a physiotherapist in the British Army, said in an audio blog after arriving: "I made it to the South Pole where it is snowing. It feels so surreal to finally be here. This expedition was always about so much more than me. I want to encourage people to push their boundaries and to believe in themselves without being labelled a rebel. I have been told ‘No’ on many occasions and told to just do the normal thing. I don’t want to just break the glass ceiling. I want to smash it into a million pieces." UK defence secretary Ben Wallace congratulated her, saying "her history-making expedition is an inspiration to all of us and a phenomenal achievement". Chandi joined the Army Reserves when she was 19 and joined the regular Army about six years ago having never camped in her life. She began the journey on November 24 from Hercules Inlet after being dropped off by a Twin Otter plane. She travelled with a pulk (Nordic small sled) carrying a cooker and freeze-dried meals weighing 87 kg without any resupply. Every day she skied for up to 11 hours per day, wearing carpet-like material on the bottom of her skis to help her grip the snow, and each night put up a tent, melted snow to drink, and cooked dishes like pork pasta. She sometimes fell on icy terrain and on Boxing Day vomited and had diarrhoea. Some days she had a "whiteout", and she did not see anyone for days on end. Bhangra music by the likes of Diljit Dosanjh and Jay Sean, audio books as well as listening to 45 voice notes she had stored on her phone from friends, and daydreaming about her upcoming wedding to partner David, kept her going. She wore a rakhi tied on her by her two elder brothers for protection, a reminder "to anyone that it is okay to change traditions". In her blogposts she often reflected on her life. "It can often be those closest to us that hold us back. I am often called a rebel for doing things out of the norm, for pushing my boundaries," she said. Listening to Bhangra "made me think of my Punjabi roots and all of the things I love about them", she said. She explained how she used to be embarrassed about her Indian roots — "having eggs thrown at me and people spit at me when I was a teenager because I looked different," she said. "It took me a while to appreciate my culture and my roots, so when I describe myself as a ‘woman of colour’ it is because I am finally proud of my skin colour, my roots, my culture. Having been told on many occasions that I don’t look like a polar explorer… let’s change the image you expect to see." One of her blogs is dedicated to her grandfather who moved to the UK when she was born and raised her. "He always made me feel just as important in a community where I sometimes felt as though I was less. I always used to think he looked like an Indian Santa Claus," she said. She also commented on how many people from the Indian community thought she was going to Southall. "I can still imagine them thinking why I’m making such a big deal about heading to Southall. I think it might be just a little bit colder here," she said. Her preparation included various extensive training exercises, such as dragging tyres, and earlier in the year she headed to Greenland for a warm-up expedition.||https://timesofindia.indiatimes.com/world/uk/uk-pio-woman-becomes-first-woman-of-colour-to-make-solo-trip-to-south-pole/articleshow/88674372.cms||NAOMI CANTON
---||India||Contribution of anganwadi workers in providing basic healthcare unparalleled: Yogi Adityanath||LUCKNOW: Hailing anganwadi workers for tireless efforts at the grassroots level amid the Covid-19 peak, Uttar Pradesh Chief Minister Yogi Adityanath on Monday said their contribution in providing basic healthcare is unparalleled. Appreciating their contribution as members of surveillance committees during the Covid peak, Adityanath said for the entire coronavirus-affected period from April 1, 2020 to March 31, 2022, every anganwadi worker and mini anganwadi worker would get an additional monthly encouragement allowance of Rs 500 and helpers Rs 250. "Anganwadi workers gave their services diligently during the peak of Covid-19 peak, and because of their efforts, the most populous state contained the spread efficiently," the chief minister said, addressing a convention of anganwadi workers. He also laid the the foundation stone for anganwadi centres among others. "At present, 3,06,829 anganwadi workers, mini anganwadi workers and helpers are serving in the state. All have been equipped with smartphones, growth monitoring devices etc. Departmental training is also being conducted," he said. The chief minister said with the combined efforts of the state and the central governments' performance-linked incentives, anganwadi workers will now be getting Rs 8,000 per month instead of Rs 5,500, mini anganwadi workers Rs 6,500 instead of Rs 4,250 and helpers Rs 4,000 instead of Rs 2,750.||https://timesofindia.indiatimes.com/india/contribution-of-anganwadi-workers-in-providing-basic-healthcare-unparalleled-yogi-adityanath/articleshow/88674377.cms||---
---||India||Pakistan intruder shot dead along international border in Jammu and Kashmir's Arnia, infiltration bid foiled along LoC in Rajouri||JAMMU: BSF troops early Monday killed a Pakistani intruder trying to breach the international border in Jammu’s Arnia sector, a day after the Army foiled an attempt by the Pakistani military’s Border Action Team (BAT) to push a terrorist into India and gunned him down in the Keran sector of north Kashmir’s Kupwara district. Another infiltration attempt by a group of terrorists was thwarted by the Army late Sunday along the Line of Control (LoC) in Rajouri district’s Bhimber Gali sector, confirmed Jammu-based defence spokesperson Lt Col Devender Anand on Monday. Later in the day, BSF personnel foiled a narco-terrorism bid by recovering a huge cache of arms and ammunition — three AK rifles along with five magazines, four pistols with seven magazines, 14 rounds of AK-47, seven 9mm ball rounds — as well five packets of heroin from Chamliyal border outpost area in Jammu’s Ramgarh sector, said a BSF spokesperson. On Monday morning, BSF troops manning the international border noticed suspicious movement near the fence from the Pakistan side of the border near Bhule Chak post, BSF sources said. “Despite several warnings, the suspect continued to venture close to the fence and tried to sneak into the Indian territory. He was subsequently shot dead,” said a source, adding: “The intruder’s body is still lying close to the border.” Meanwhile, confirming the infiltration attempt along the LoC, Lt Col Anand said: “Around 8.30pm on January 2 (Sunday), a group of Pakistani terrorists were seen trying to infiltrate through the Bhimber Gali sector in Hamirpur area. Our troops foiled the bid and a subsequent search led to the recovery of ammunition and Pakistani currency left behind by the group.” Official sources said soldiers posted in the forward area noticed the terrorists who were challenged with an explosion triggered on the spot. “Following this, the infiltrators returned to the other side,” said a source. Later on Monday, BSF troops patrolling in the Chamliyal border outpost area found a white gunny bag hidden in wild grass, in which the arms and ammunition, and heroin packets were found. The bag had the markings of a Pakistan-based fertiliser company, said the spokesperson. On New Year’s Day, an Army stake-out along the LoC spotted the terrorist in a Pathani suit and black jacket. Armed with an AK-47 assault rifle, he was trying to break into India through the anti-infiltration obstacle system across the border. Ambushes were laid along routes the intruder was likely to take and he eventually fell into one. The route he took was similar to the one taken by infiltrators “on April 4, 2020, during Operation Rangadori Bhaikh in which five terrorists were eliminated,” the Army said in a statement on Sunday. The Army could make out that it was a BAT operation as a “search of the belongings — an AK-47, seven grenades, ammunition, ration suited for a long haul in cold weather, certificates and a photo that showed him in army uniform with the name tab — revealed a Pakistani identity card and vaccination certificates (issued by ministry of national health services regulation and coordination of Pakistan) that identified him as Mohammed Shabir Malik. The belongings also include a photo of the infiltrator in army uniform wearing the name tab of Shabbir.” This “establishes that Pakistan continues to sponsor cross-border militancy”, the Army said. BAT comprises military regulars and mercenaries from terrorist groups such as Jaish-e-Mohammed (JeM) and Lashkar-e-Taiba (LeT). They carry out surprise attacks on Indian positions along the LoC. Last month, BSF troops had shot dead a Pakistani woman intruder along the international border near Khuralla post in Jammu’s R S Pura sector. On October 7 last year, BSF had foiled a bid to smuggle weapons from Pakistan into the Samba sector by recovering four pistols, eight magazines and 232 rounds of ammunition. On September 27, 2021, BSF thwarted another narco-terrorism bid in Jammu’s Akhnoor sector and recovered a huge cache of arms, ammunition, narcotics and fake Indian currency amounting to Rs 2,75,000.||https://timesofindia.indiatimes.com/india/pakistan-intruder-shot-dead-along-international-border-in-jammu-and-kashmirs-arnia-infiltration-bid-foiled-along-loc-in-rajouri/articleshow/88674431.cms||Sanjay Khajuria
---||Business||Apple’s $3 trillion market value follows 5,800% gain since iPhone debut||WASHINGTON: Apple on Monday became the first publicly traded company with a stock market value of over $3 trillion, marking the latest milestone in the Silicon Valley heavyweight's spectacular stock surge since introducing the iPhone in 2007. Apple's shares have climbed around 5,800% since co-founder and former Chief Executive Steve Jobs unveiled the first iPhone in January 2007, far outpacing the S&P 500's gain of about 230% during the same period. Microsoft and Amazon have each briefly eclipsed Apple as the most valuable publicly listed U.S. company in the past three years, although Apple has recently pulled ahead. Microsoft's stock market value currently stands at about $2.5 trillion, while Amazon's is at around $1.7 trillion, having fallen behind Alphabet, now at $1.9 trillion. Several Big Tech firms saw their shares outperform Apple's 2021 gain of 34%. Microsoft and Tesla both rallied about 50% in 2021, while Alphabet jumped 65% and Nvidia soared 125%, putting the chipmaker's stock market value at over $700 billion. Apple now accounts for about 7% of the S&P 500, up from as little as 5% in June and back in line with where it started 2021. Following its 2.9% gain on Monday afternoon, Apple is trading at about 30 times its expected 12-month earnings, down from a multiple of 32 in early 2021 but still at highs not seen since 2008, according to Refinitiv data. As Apple's stock has climbed in the past several months, so have analysts' price targets. J.P.Morgan and BofA Global Research in December each raised their price targets for Apple's stock to a street high of $210, according to Refinitiv. That price target would put Apple's market capitalization at about $3.45 trillion.||https://timesofindia.indiatimes.com/business/international-business/apples-3-trillion-market-value-follows-5800-gain-since-iphone-debut/articleshow/88674605.cms||---
---||World||Apple’s $3 trillion market value follows 5,800% gain since iPhone debut||WASHINGTON: Apple on Monday became the first publicly traded company with a stock market value of over $3 trillion, marking the latest milestone in the Silicon Valley heavyweight's spectacular stock surge since introducing the iPhone in 2007. Apple's shares have climbed around 5,800% since co-founder and former Chief Executive Steve Jobs unveiled the first iPhone in January 2007, far outpacing the S&P 500's gain of about 230% during the same period. Microsoft and Amazon have each briefly eclipsed Apple as the most valuable publicly listed U.S. company in the past three years, although Apple has recently pulled ahead. Microsoft's stock market value currently stands at about $2.5 trillion, while Amazon's is at around $1.7 trillion, having fallen behind Alphabet, now at $1.9 trillion. Several Big Tech firms saw their shares outperform Apple's 2021 gain of 34%. Microsoft and Tesla both rallied about 50% in 2021, while Alphabet jumped 65% and Nvidia soared 125%, putting the chipmaker's stock market value at over $700 billion. Apple now accounts for about 7% of the S&P 500, up from as little as 5% in June and back in line with where it started 2021. Following its 2.9% gain on Monday afternoon, Apple is trading at about 30 times its expected 12-month earnings, down from a multiple of 32 in early 2021 but still at highs not seen since 2008, according to Refinitiv data. As Apple's stock has climbed in the past several months, so have analysts' price targets. J.P.Morgan and BofA Global Research in December each raised their price targets for Apple's stock to a street high of $210, according to Refinitiv. That price target would put Apple's market capitalization at about $3.45 trillion.||https://timesofindia.indiatimes.com/world/us/apples-3-trillion-market-value-follows-5800-gain-since-iphone-debut/articleshow/88674611.cms||---
---||India||Over 41 lakh teens get Covid shots on Day 1, 53.6 lakh sign up||NEW DELHI: The launch of Covid vaccination for adolescents drew an enthusiastic response, with nearly 41.3 lakh youngsters between 15 and 18 years of age receiving jabs till 11pm on Monday, boosting the daily vaccination tally to 98.6 lakh, just under a crore. Vaccination of the 15-18 cohort accounted for around 42% of the total doses administered till 10pm. The highest number of youngsters — over 7.7 lakh — turned up for vaccination in Madhya Pradesh, followed by Gujarat with a footfall of over 5.6 lakh, Andhra Pradesh (4.9 lakh), Karnataka (4.1 lakh) and Rajasthan (3.6 lakh). Among bigger states, Uttar Pradesh administered only 1.7 lakh doses. The Centre has asked UP to ramp up vaccination coverage among adults too in view of the approaching polls. Among other major states, Bihar vaccinated 1.7 lakh adolescents, Maharashtra 1.8 lakh, Tamil Nadu 1.9 lakh and West Bengal around 1 lakh on the first day of the rollout of the programme. In Delhi, 21,010 teens received the shots till 10pm. Registrations in the 15-18 category, which opened from January 1, jumped to around 53.6 lakh from nearly 8 lakh till Sunday. As walk-ins were allowed, most children were registered on-site. Health ministry projections put the number of teens in the 15-18 age bracket at 7.4 crore. With the Centre asking states to organise separate sessions for vaccinating these children to avoid any mixing of vaccines meant for adults, a total of more than 1.12 lakh sites administered the shots on Monday. These included sites that catered to adults as well. India is currently using only domestically-made Covaxin for inoculating children. Clarifying some reports alleging that expired vaccines are being administered in India under its national Covid-19 vaccination programme, the government said: “The shelf life of vaccines is extended by the national regulator based on comprehensive analysis and examination of stability study data furnished by the vaccine manufacturers.” The drug regulator had on October 25 last year approved the extension of shelf life of Covaxin from 9 to 12 months. Similarly, the shelf life of Covishield was increased from 6 to 9 months on February 22, 2021. The decision to prioritise vaccination in this age category of children is driven by the fact that almost 75% of deaths in children due to Covid-19 so far has happened in this age group. The government’s experts also took into account the advent of the more transmissible Omicron, which raises the risk of older children, fairly mobile now, bringing the disease home to the more vulnerable elderly family members. It was also felt that vaccinations will reassure parents worried about sending children to regular school. Vaccination of adolescents is expected to help normalisation of education and also reduce the risk of transmission through them. While younger children are likely to have better immunity against Covid-19 than adults, it is expected that the government will gradually expand vaccination to cover all age groups. Overall, India has administered over 146 crore doses so far. While more than 90% of the adult population has received at least one dose, around 65% have got fully vaccinated. Watch Over 40 lakh adolescents inoculated as India begins vaccination drive for 15-18 age group||https://timesofindia.indiatimes.com/india/over-41-lakh-teens-get-covid-shots-on-day-1-53-6-lakh-sign-up/articleshow/88674952.cms||Sushmi Dey
---||Business||Sensex starts 2022 with a bang, gains 929 points to 59,000||MUMBAI: Despite rising cases of infections from the Omicron variant of Covid-19 virus globally, the stock market had a strong start to 2022 with the sensex rising 929 points or 1.6% as financials and Reliance Industries contributed the most. The reversal of foreign fund selling in the last few days, due to the ongoing holiday season in most developed markets, also helped the rally, market players said. The day’s session saw banking & financials and metal stocks lead the rally while healthcare stocks, despite the rising uncertainty because of the spread of the Omicron variant, witnessed selling pressure. As a result, BSE’s financial, banking and metal indices, all closed with gains of over 2% while the healthcare index closed marginally lower. According to Rahul Sharma of Equity99 Advisors, the expectation on the street is that the positive momentum would continue for a while. “However, investors are advised to keep some capital aside to take advantage of any major dips considering the rising Omicron infections. The pharma sector could be a great bet looking at the current scenario,” he said. The day’s session also made investors richer by about Rs 2.5 lakh crore with BSE’s market capitalization now at Rs 272.5 lakh crore. In the near term, the stock market is expected to witness some up move, supported mainly by local investors, both institutional and individual, but a definitive trend would emerge from the third week of the month, market players said. This is because that’s when most foreign fund managers would resume after their new year break. That would also be the time when leading Indian companies would start announcing their quarter results. In a surprising move, TCS, Infosys and Wipro, all three among the largest software exporters from India, would announce their quarterly results on the same day, on January 12. HCL Technologies, another leading software exporter, would announce its results on January 14. The results season will kick off with Q3 results from Avenue Supermarts (D-Mart) on January 8, data from BSE showed. As it happens during the announcement of quarterly results, to some extent, this time too financial numbers from leading companies would impact investor sentiment on D Street, dealers said. The recent reversal in selling by foreign portfolio investors has also helped the Indian currency. From a multi-month low at about 76 to a dollar level in early December, the rupee on Monday closed at 74.26 to a dollar. In the bond market too, despite RBI’s recent decision to cancel some of its borrowing plans through government securities, the benchmark yield on the 10-year gilts is hovering around the 6.45% level. On Monday, the yield closed at 6.46%.||https://timesofindia.indiatimes.com/business/india-business/sensex-starts-2022-with-a-bang-gains-929-points-to-59000/articleshow/88675184.cms||---
---||Business||Alka Mittal first woman to head oil giant ONGC||NEW DELHI: Alka Mittal has become the first woman to head India’s largest exploration and production company, ONGC, and second woman in the country to helm an oil company after Nishi Vasudeva, who had made history in March 2014 after taking over the reins of oil refiner-fuel retailer Hindustan Petroleum. The department of personnel and training on Monday evening appointed Mittal to the post, 72 hours after it fell vacant when Subhash Kumar, who too held the charge since February 2021 in addition to his regular job as director (finance), retired on December 31. Mittal, currently the director (HR), has been appointed for six months, or till a regular chairperson is appointed, whichever is earlier. But yet, her ascent to the corner office in ONGC signifies increasing diversity in the ‘macho’ oil and gas industry that still remains one of the last bastions of male dominance. A postgraduate in economics and a doctorate in commerce, Mittal had broken the glass ceiling in ONGC by becoming the first woman to join the company’s board on November 27, 2018. She played a leading role in ensuring a safe working environment for 27,000-strong employees and thousands of contract workers, notably women employees and engineers deployed on offshore platforms and remote locations, to ensure uninterrupted operations through the pandemic. Her appointment comes at a time when ONGC is under pressure to monetise major producing fields by inducting private partners – ostensibly to induct technology and raise output. With long experience as the head of skill development in ONGC before becoming director, Mittal’s appointment coincides with the Modi government’s focus on skilling, creating conducive environment at workplace for women and improving corporate governance. With a penchant for training and mentoring, Mittal introduced a number of programmes to nurture talent and upskill the large workforce of ONGC, especially women. Before becoming director (HR) Mittal had trained more than 11,000 graduate trainees of ONGC since 2001 on corporate governance as part of their induction programme.||https://timesofindia.indiatimes.com/business/india-business/alka-mittal-first-woman-to-head-oil-giant-ongc/articleshow/88675288.cms||---
---||India||Amit Shah reviews threats to national security with intelligence and police brass||NEW DELHI: As part of a pro-active effort to assess all possible threats to national security and eliminate the possibility of lapses due to lack of timely sharing of information among central and state agencies or failure to properly analyse intelligence, home minister Amit Shah on Monday chaired a meeting with the country’s security brass to review the prevailing threat scenario in the country as well as the emerging security challenges. The meeting was attended by the heads of central intelligence agencies, central armed police forces, intelligence wings of the armed forces, and revenue and financial intelligence agencies. The police chiefs of all states and UTs joined the meeting via video-conferencing. Shah highlighted continuing threats of terror, particularly from global terror groups; terror financing; narco-terrorism; organised crime-terror nexus; illicit use of cyber space and movement of foreign terrorists among the major security challenges before the country and stressed on the need for better coordination and synergy among the central and state security agencies to counter the challenges. Senior officers indicated that the purpose behind Monday’s meeting was to have a regular interaction and sharing of information among the heads of central and state agencies engaged in handling various aspects of national security, as desired by the home minister. Institutionalisation of such discussions for assessing threats to national security and using the forum to share inputs is expected to enhance the quality of response of law enforcement, an officer said.||https://timesofindia.indiatimes.com/india/amit-shah-reviews-threats-to-national-security-with-intelligence-and-police-brass/articleshow/88675418.cms||Bharti Jain
