---||Nashik||Nashik: Contract of towing vehicles extended||NASHIK: The contract of towing vehicles deployed in the city has been extended till April 10, 2022. From July last year, the Nashik city police had deployed two cranes and three tempos on a contractual basis to pick up illegally parked vehicles. These vehicles move around the city limits and pick up illegally parked vehicles. Following this, the illegally parked vehicles are taken to the old city traffic branch office. The owners of the vehicles concerned have to come to the old city traffic branch office, pay the fine and take back their vehicles. Apart from the fine of Rs 200 for illegal parking, two-wheeler riders have to pay Rs 90 as towing charges and four wheeler drivers have to pay Rs 350. The contract was renewed for three months in October till January 6. Now the contract has been extended again till April 2022. Around 4,500 to 5,500 vehicles are towed every month by the towing vehicle. CP Deepak Pandey has said that as per the terms and conditions of the contract, the contract can be terminated if the police get complaints of financial irregularities, misbehavior by the employees of the contractor on the towing vehicles, etc.||https://timesofindia.indiatimes.com/city/nashik/nashik-contract-of-towing-vehicles-extended/articleshow/88764033.cms||Santosh Sonawane
---||Kanpur||UP: Kanpur man dies after consuming poison on police station campus||KANPUR: A 50-year-old man committed suicide alleging police inaction on Friday by consuming some poisonous substance on Saand police station campus in Ghatampur of the district. SP (Outer) Ajit Kumar Sinha said preliminary findings revealed that the man, who had come to receive the copy of an FIR at the Saand police station on Friday had died after consuming some poisonous substance. A probe has been ordered. “ASP Kanpur Outer will probe the matter,” the SP Outer said. The police said as soon as the man’s condition deteriorated, he was immediately admitted to Bhitargaon CHC and after he turned critical he was referred to Ursala Hospital where he died during treatment. Arun Kumar Gupta of Gopalpur village of Saand police station area in Ghatampur, had given a complaint of theft of a sack of wheat against one Mithun Trivedi of the village to the police recently. As per his family, despite complaints the police had not initiated any action against the accused. On Friday morning, Arun again reached the police station to seek the status of his complaint. When he found that no action was taken against Mithun, he went to the mess building behind the police station and consumed poisonous substances.||https://timesofindia.indiatimes.com/city/kanpur/kanpur-man-dies-after-consuming-poison-on-police-station-campus/articleshow/88764048.cms||---
---||India||Srinagar terrorist among 3 JeM men killed in J&K||SRINAGAR: Jaish-e-Mohammed terrorist Waseem Mir of Srinagar’s Nowgam and two suspected Pakistani members of the banned outfit were killed in an overnight shootout that began on Thursday evening at Chadoora in Budgam district, about 20km from the J&K capital. After Mir’s death, only one other terrorist from Srinagar is left in JeM, Kashmir range IGP Vijay Kumar said on Friday. He said 11 terrorists, including six of foreigners, were killed in encounters since January 1 this year in J&K. Mir was said to be active since December 2020. He was wanted in the killing of police inspector Parvaiz Ahmad in June last year and a grenade attack on a CRPF bunker near Aali Masjid Chowk at Eidgah, Srinagar, in which a civilian and a policeman were wounded. He was also known for brainwashing central Kashmiri youths to join JeM, police said. IGP Kumar said three AK-56 assault rifles were seized from the terrorists at Zolwa village of Chadoora after they were shot dead by a team of J&K police CRPF and Army personnel during a cordon and search in the area. The terrorists fired indiscriminately and gave away their position when the security team approached the hideout. They were gunned down in retaliatory action. An Army officer suffered a “minor” splinter wound. Civilians were evacuated to avoid collateral damage in the darkness. Police appealed to the people to cooperate till the area is cleared of explosives or any other dangerous materials.||https://timesofindia.indiatimes.com/india/srinagar-terrorist-among-3-jem-men-killed-in-jk/articleshow/88764096.cms||M Saleem Pandit
---||India||Snow-laden Kashmir gets 18,500 tourists since January 1||SRINAGAR: Heavy snowfall in Kashmir has attracted as many as 18,500 tourists since January 1, as per official estimates. Kashmir Valley on Friday received heavy to medium snowfall with Gulmarg, Pahalgam and Sonmarg under nearly 4ft snow. Srinagar also received fresh snowfall. The mercury has been plummeting to -5˚C during nights in Gulmarg, where around 3,000 tourists have arrived to enjoy the snow and ski. Pahalgam is also witnessing heavy tourist footfall, with around 1,700 visitors. All hotels in both places are completely booked for more than a month, as per official figures. The India Meteorological Department (IMD) issued a red alert on Friday for heavy-very heavy precipitation in J&K. The weather system may affect surface and air transportation, mainly on Saturday, said an IMD official, adding: “It may cause avalanche/landslide in vulnerable spots.” The situation would improve gradually from January 9 (Sunday) morning. The MeT office has warned people against venturing into avalanche-prone areas and urged them to follow traffic advisory besides maintaining proper ventilation in their rooms. On Friday, Ladakh’s Leh recorded 1.5°C against Thursday night’s -7.6°C. Kargil recorded a minimum temperature of -9.8°C while Drass recorded -12.4°C, the official added. Srinagar got 3.1mm rainfall in the past 24 hours till Friday 8.30am, said the IMD official. It recorded a day temperature of 2.6°C against Thursday night’s 0.3°C. Gulmarg recorded a low of -5.5°C against Thursday night’s -3.4°C. South Kashmir’s famous skiing destination Pahalgam, which received 0.4cm of fresh snowfall, recorded a low of -0.4°C on Friday against -0.8°C the previous night. Qazigund received 4.6mm of rain in the last 24 hours while the gateway town of Kashmir recorded a low of 0.4°C, the same as witnessed on the previous night, he said. North Kashmir’s Kupwara town recorded a minimum of 0.8°C against 0°C on Thursday night. Jammu, with 4.6mm of rain, recorded a low of 11.1°C, up eight notches from Thursday night. Since December 21, 2021, Kashmir has been reeling under the 40-day-long harshest period of winter, locally known as “Chillai Kalan”. The period is followed by a 20-day-long “Chillai Khurd” and a 10-day-long “Chillai Bachha”.||https://timesofindia.indiatimes.com/india/snow-laden-kashmir-gets-18500-tourists-since-january-1/articleshow/88764132.cms||M Saleem Pandit
---||Goa||Covid-19 scare keeps FC Goa indoors ahead of Chennaiyin clash||Panaji: FC Goa have played Chennaiyin FC 19 times, more than any other opposition. The clashes between the teams have produced some spectacular results -- a 5-4 win at Fatorda, a stunning 4-1 win for the hosts in the 2020 first leg semifinal clash at Chennai – and, not to forget, the comeback in the 2015 final when Chennaiyin scored two goals in the last three minutes to break Goan hearts. With 73 goals in 19 games, no other ISL fixture has seen more goals than this one. But Goa’s preparations for the clash against Chennaiyin has been far from satisfactory, after the team was forced to remain indoors for four days and trained only on Friday, the eve of the all-important match. According to sources, there was a Covid-19 scare within Goa’s bio-secure bubble and everyone was asked to stay inside their rooms. A couple of players will continue to isolate as a precautionary measure, but mercifully coach Derrick Pereira could conduct a full training session at the Sesa ground in Sirsaim on Friday. “It has not been an ideal preparation for the match, but these type of hurdles and circumstances keep coming our way,” Pereira told TOI during the pre-match media interaction. “Our focus should be on the game. We have to plan this well and put our best foot forward. We have to focus more on our game and improve from the last match.” Despite being handicapped by the absence of key players – including two foreigners – and 0-2 down inside the first 20 minutes, Goa did well to snatch a point against Kerala Blasters in the previous match. Given their dominance in the second half, it could have been three. Goa are six points behind fourth-placed ATK Mohun Bagan and Pereira feels the team should start accumulating wins, if they are to eventually make it to the playoffs. “From now on, it’s do or die for us. We have to go for three points and plan in such a way that we go for the maximum. I was happy to hear from other coaches that FC Goa is a very good team. We are playing good football and should continue doing that. We have to believe in ourselves. “For the last three or four games, we have played with the same squad. Our key players are back. We need to build an understanding, create opportunities to score, and if we get one good win, we will get that confidence and motivation to do well in the remaining matches,” said Pereira. Chennaiyin were quickly building a reputation of being strong at the back, but conceded seven goals in two losses against Kerala and Bengaluru. The solitary goal win against Jamshedpur should do their confidence a world of good. “The players showed good character and ability to change things even after two defeats and that’s important for me,” said coach Bozidar Bandovic. “Even some of the stronger teams don’t make a comeback after conceding losses. I want my team to be stable.” Chennaiyin have struggled in front of goal, scoring just nine, the least among all teams. The former champions will now be bolstered with the return of Nerijus Valskis from Jamshedpur. The Lithuanian striker donned Chennaiyin colours in his first season here and won the Golden Boot with 15 goals as they rose from the bottom of the table to make it to the final in 2020. “Goa are very dangerous when they have the ball. We need to be very tight defensively and put pressure on them,” said Bandovic. The pressure is already on Goa.||https://timesofindia.indiatimes.com/city/goa/covid-19-scare-keeps-fc-goa-indoors-ahead-of-chennaiyin-clash/articleshow/88764190.cms||Marcus Mergulhao
---||Goa||Need to back FC Goa players, believe in them: Derrick Pereira||Panaji: FC Goa coach Derrick Pereira will keep the faith in players that he has at the moment and will not seek any reinforcements during the January transfer window. Goa started with three consecutive losses at the start and have generally struggled in this season’s Indian Super League (ISL). They are placed ninth with nine points from as many matches and will have to turn around their fortunes in the second phase. While many believed Pereira would seek new players, the coach said he is happy with his team. “We have a good side and if all our players get 100 percent fit, I don’t think we should go for any reinforcement,” Pereira told TOI during the pre-match media interaction on Friday. “We need to back our players. We need to believe in them. We have enough depth in our squad to go through the second phase as well.” Except for injured midfielder Brandon Fernandes, Derrick is expected to have a full-strength squad at his disposal for the clash against Chennaiyin FC on Saturday. Spanish striker Airam Cabrera and midfielder Alberto Noguera have both recovered from their injuries and are available for the match. Injuries and suspensions to key players have meant Goa have not been at full-strength yet this season. Jorge Ortiz missed a significant part of pre-season after he was injured during the Durand Cup. Muhammed Nemil missed the beginning of the season with injury, while Brandon is yet to make an appearance in ISL. “Injuries and suspensions, especially to players playing up front, have been tough on us and a big reason why we have only scored 13 goals in our nine matches,” said Pereira.||https://timesofindia.indiatimes.com/city/goa/need-to-back-fc-goa-players-believe-in-them-derrick-pereira/articleshow/88764218.cms||Marcus Mergulhao
---||Bengaluru||Bengaluru: 4 techies dead in Nice Road pile-up||BENGALURU: Four software professionals were killed after their car was hit by a truck, leading to a pile-up on Nice Road, off Kanakapura Road, around 10.30pm Friday. The victims – two men and two women, all from Bommanahalli and in their 30s - were on their way to Kengeri when the TN-registered truck hit their Maruti WagonR bearing a Kerala licence plate. The car went on to hit several vehicles ahead of it and all the four occupants were crushed to death as they were stuck between vehicles. Three trucks and five cars were involved in the pile-up. Barring two cars, all other vehicles were severely damaged. Kumaraswamy Layout traffic police said several others were injured, but they are yet to ascertain the exact number as they had all been taken to various hospitals. Watch Tragic: At least four died in a horrific accident in Bengaluru||https://timesofindia.indiatimes.com/city/bengaluru/bengaluru-4-techies-dead-in-nice-road-pile-up/articleshow/88764290.cms||Santosh Kumar
---||Mumbai||Mumbaikars scramble to change wedding plans, cut down on guest list after new COVID curbs||In the last quarter of 2021, when the COVID pandemic showed signs of receding, the great Indian wedding business almost bounced back with elaborate shaadis taking place in the city. However, families are in a fix with fresh curbs in Maharashtra capping attendance at weddings or other events at 50, regardless of whether it’s held in a closed or open space. They are wondering whether to postpone the wedding or drastically cut down on the guest list. ‘This cap in the guest list is costing us dearly’Vidhi Aggarwal, 28, a Parel resident, planned her January wedding for many months. She says, “We booked a venue last year for around 200 people and even paid 50% of the amount. We were told that we would get a refund if there were a lockdown. Now that there is a cap on our guest list, we are in a dilemma. We won’t get a refund if we cancel the venue since there is no lockdown. But this large venue is such a waste of money if only 50 people are allowed.” Cutting down on guests has become a mammoth task for families. Nidhi Jeswani and her fiancé Akshay Tejwani both come from large joint families, and they had narrowed down their guest list to 180. “Now, with a 50-only list, we both can each invite only 25 people! That’ll mean we will have to leave out half of our close family members,” she says. Twice bitten! It’s extremely disheartening to do this over and over againFor many couples, the whole process of planning their wedding, which is otherwise quite romantic and fun, has become very tedious, given the uncertainty. Natasha, a brand manager, and Arjun, a financial consultant, had originally planned their wedding in May 2021, but had to postpone it. They had a court marriage and decided to keep the celebrations for later, but they are stuck again. “Things were opening up, so we decided to have a proper wedding on January 8. Now, we don’t know what to do. We had made all the payments, but with cases rapidly increasing again, we decided to postpone the celebrations. It’s extremely disheartening to do this over and over again,” says Natasha. Nidhi Jeswani and Akshay Tejwani ‘We will not get a refund’It’s been quite a financial drain for many, especially those who planned lavish weddings. Says Mrinal Gagnani, who had planned a wedding party, but has postponed it for now, “We had to pay everyone in advance, right from the venue, décor to the photographers and make-up artists. And now we are not getting any refund. Some vendors are understanding and are offering us credit notes, but now we don’t know when we will plan our party again.” A challenging time for wedding plannersMeanwhile, it is a challenging period for wedding planners, too. Says Priyal Mehta Bharatiya, who owns an event management company, “We have had cancellations as well as people postponing their wedding dates in Mumbai. We are handling situations depending on each family’s perspective. For some, it’s the reception, while others consider the marriage more important, regardless of the gathering. So, we guide them through the process of whatever is convenient and best for them.” She adds, “There are also couples who only want a destination wedding or a grand wedding here in Mumbai and so they are willing to wait until the situation improves.” On the other hand, there are those who, given the current scenario, want to cut down on the grandeur and just stick to the basics. Like Nidhi, a stylist, who planned to have her wedding in Igatpuri. She now says, “We have put all plans on hold and are rethinking things. It makes no sense to hold an expensive wedding at a far-off venue with so many restrictions. We might as well just get married at a Gurdwara in Mumbai!” Rise in positive cases amongst invitees is also cause for concernWith the numbers shooting up every day in Mumbai, there is worry about the people attending the wedding, too, and whether any of them could be positive. Says Mehul P, whose daughter’s wedding has been postponed, “Even if it is just 50 people, what if one of them is positive and isn’t aware of it. Also, there will be people handling the catering, decor and other things. It’s tough to monitor, and this time around, the virus is spreading so fast.” Risha Jain, a lawyer, who had invited around 150 people for her wedding reception, faced another problem. “We could have reduced our guest list down from 150 to 50 and gone ahead with our celebrations by following all protocols. But, the sad thing is that a close family member has tested positive this week. Symptoms are mild, she is fully vaccinated and is already getting better, but this incident has made us put everything on hold,” she says. (Some names have been changed on request)||https://timesofindia.indiatimes.com/city/mumbai/mumbaikars-scramble-to-change-wedding-plans-cut-down-on-guest-list-after-new-covid-curbs/articleshow/88682987.cms||Debarati S Sen
---||Delhi||COVID forces artistes to call off live gigs, again||Almost just as soon as they’d returned to the stage, live concerts and gigs are having to retreat to the wings once again, across the country and abroad, due to the rising number of COVID cases, and guidelines imposed by governments. The live entertainment industry had only just gotten its groove back following the second wave, but now artistes are having to cancel or postpone their private gigs, concerts and tours once more. Last month even saw Brown Munde fame singer AP Dhillon’s concert in the city cancelled by authorities, citing violation of Department Of Delhi Disaster Management Authority’s (DDMA) COVID guidelines, while singer-songwriter Prateek Kuhad cancelled his December 29 performance in the capital, owing to 'the guidelines and the sentiment around omicron’. Musicians share how another phase of cancellations will impact those who depend entirely on the live entertainment business. Rahul Vaidya says it is difficult for musicians and people involved in the businessAbout 80% of the events have been postponed; it’s difficult for musicians and people involved in the business: Rahul Vaidya“About 80% of the events have been postponed. It is extremely saddening for the people who work in the live entertainment industry, especially those who survive on daily wages. It’s also very difficult for musicians. I have already started getting messages from people who are worried about what’s going to happen, but I am positive that this won’t last for very long,” says Rahul Vaidya. Shilpa Rao says she has cancelled all her shows for this monthHave cancelled all my shows for this month; we have to look at the larger picture: Shilpa RaoShilpa Rao says, “I think we need to look at the larger picture, and we need to be very cautious in the coming few weeks. We need to follow the advice that of our health experts and understand the fact that we are in a really unusual situation. More than anything, I believe that we can revive our economy, but not human lives.” Jubin Nautiyal cancelled his UK tour recently Was important to cancel our UK tour for the safety of our fans: Jubin NautiyalJubin Nautiyal, who cancelled his December 2021 UK tour, shares, “It’s just unfortunate that we are once again facing this situation, but postponing the concerts was a conscious decision taken for the safety of my fans. A couple of shows in India have been cancelled too.” Jubin adds that it is important to follow the guidelines that are being issued. “One thing we have learnt recently is to work from anywhere. Last time we were not as prepared, but now, with many of us fully vaccinated, we all have to be responsible and follow whatever guidelines are being issued by our government and health experts. That is the only way to keep moving ahead,” he says. Akriti Kakar says three of her gigs have been cancelled in January itselfIf this phase lasts for too long, it will severely impact those who depend entirely on live gigs: Akriti KakarAkriti Kakar says three of her gigs have been cancelled in January itself. “Just when we felt that things were getting better, with artistes travelling extensively, and weddings and concerts returning, this new variant came in to walk all over us again. I hope this phase passes soon and we can resume our work again. If it does not, then it will severely impact those who depend solely on live gigs, just like in the first and second wave,” she shares. Composer duo Sachin-Jigar shares that they have cancelled many of their gigs keeping the current situation in mindWe are hoping the covid situation improves by April-May: Sachin-JigarComposer duo Sachin-Jigar shares that they have cancelled many of their gigs keeping the current situation in mind. “The whole live entertainment industry will take a hit because of this situation. January to March was slated to be the peak shaadi season, but we are hoping the situation improves by April-May. The last two years have been terrible. We know a lot of musicians who left Mumbai and went back to their hometowns for alternative means of income.” Due to a surge in omicron cases, events across Delhi cancelled or postponed Delhi’s events calendar is also feeling the COVID impact with multiple events cancelled, rescheduled or postponed in the last two weeks. Apart from AP Dhillon’s Delhi concert and Prateek Kuhad’s show at CyberHub, the much-anticipated New Delhi World Book Fair, which was scheduled from January 8-15, has been postponed. India Art Fair - has been deferred too. It is now set to take place from April 28 to May 1. In the meantime, online sessions are being organised for art connoisseurs. Picture for representation purposes only The Japanese Film Festival, scheduled to take place at a Delhi mall from January 14-16 was also cancelled after the Delhi government announced the closure of cinemas, while the ongoing Hunar Haat, which was to conclude on January 5, came to a premature end amid the rising cases of COVID. Watch COVID forces artistes to call off live gigs, again||https://timesofindia.indiatimes.com/city/delhi/covid-forces-artistes-to-call-off-live-gigs-again/articleshow/88762540.cms||Riya Sharma
---||India||Covid: Ahead of booster rollout, vaccine shots cross 150 crore||NEW DELHI: With more than 150 crore doses of Covid vaccines administered in less than a year, including two crore first doses to the 15-17 age group, India crossed another major landmark in its vaccination programme on Friday. Prime Minister Narendra Modi lauded the feat as a “historic milestone”, calling it a “remarkable day” on the vaccination front. “Congratulations to our fellow citizens on crossing the 150-crore milestone. Our vaccination drive has ensured that many lives are saved. At the same time, let us also keep following all Covid-19 protocols,” he said. A remarkable day on the vaccination front! Congratulations to our fellow citizens on crossing the 150 crore milesto… https://t.co/825qCtn1aK— Narendra Modi (@narendramodi) 1641569993000While more than 91% of the adult population has received at least one dose, over 66% of those above 18 years of age are now fully vaccinated. Besides, more than two crore adolescents have been covered with first dose of Covaxin, covering 27% of the estimated 7.4 crore youngsters in the age group. Read AlsoEnsure oxygen equipment at health facilities functional: Centre to statesNEW DELHI: Underlining the challenge posed by a rising number of Covid-19 cases across the country, with a focus on Omicron, the Centre on Friday emphasised that it is the primary responsibility of the states to ensure that all the oxygen equipment at all the health facilities are tested and kept in“We have crossed an important milestone today. We had started the year vaccinating 15 to 18 years old children, and today in the first week of the first month we have achieved the historic feat of 150 crore – 1.5 billion – vaccine doses. And all these 150 crore doses were given in less than a year. Statistically this is a very tall feat. This may surprise the world but for 130 crore Indians this reflects their self-confidence, self-reliance and self-pride,” PM Modi said. A total of 150.6 crore doses were administered till 9pm, Friday. According to “Our World in Data” website, India accounts for the second highest number of doses administered in the world so far after China, which had given 288 crore doses till January 6. In terms of share of population, 62.5% have received at least one dose of vaccines. While this is lower than countries such as UAE (99%), Cuba (92.4%), Chile (90.3%), Brazil (77.8%), the US (74%) and Mexico (62.9%), India’s coverage includes mainly adults who are primarily at risk as compared to minors. Read AlsoOver 1.4 lakh new Covid cases, 21% rise in a dayNEW DELHI: Daily cases of Covid-19 surged by 21% in 24 hours as India recorded more than 1.4 lakh fresh infections on Friday, just a day after the daily tally had crossed the 1-lakh mark for the first time in seven months. Friday’s nationwide case count stood at 1,41,525 late at night with data fromOn Friday, nearly 89 lakh doses were given till 10 pm. Health minister Mansukh Mandaviya said the feat was possible because of the relentless hard work of healthcare workers. When everyone makes efforts together, any goal can be achieved, Mandaviya said in a tweet in Hindi.||https://timesofindia.indiatimes.com/india/covid-ahead-of-booster-rollout-vaccine-shots-cross-150-crore/articleshow/88764955.cms||---
---||India||Over 1.4 lakh new Covid cases, 21% rise in a day||NEW DELHI: Daily cases of Covid-19 surged by 21% in 24 hours as India recorded more than 1.4 lakh fresh infections on Friday, just a day after the daily tally had crossed the 1-lakh mark for the first time in seven months. Friday’s nationwide case count stood at 1,41,525 late at night with data from two smaller states yet to come in. On the previous day, 1,17,067 cases were detected. Since the surge began on December 28, cases have risen by more than 20% on all 11 days except one. Daily growth rates have been above 40% on four of these days and higher than 55% on two occasions. While deaths from the virus have remained very low so far, the toll is gradually rising. On Friday, India reported 129 fatalities, the highest in 23 days. This was the second day in the last four when deaths had crossed the 100 mark. With the addition of old fatalities, the overall toll rose by 283 on Friday. In Maharashtra, daily cases touched a 238-day high with 40,925 fresh cases reported on Friday. The count was 12.8% higher than the previous day's tally of 36,265. Cases in Mumbai zoomed to 20,971, the highest single-day number in the city since the start of the pandemic. As in the past few days, Bengal reported the second highest number of fresh cases in the country at 18,213, followed by Delhi at 17,335.||https://timesofindia.indiatimes.com/india/over-1-4-lakh-new-covid-cases-21-rise-in-a-day/articleshow/88765178.cms||Amit Bhattacharya
