---||Mumbai||Mumbai: Video call facility between prisoners and their relatives resumes||MUMBAI: After a gap of three months, the video call facility between prisoners and their relatives has begun again. The move comes after the jail authorities stopped physical meeting at prisons due to the increasing Covid cases. The video call facility was first started in July 2020 during the first wave of Covid and it gain popularity. However, soon after the Covid cases reduced the physical meeting (mulaqat) between prisoners and their families began in October last year. In October one of the most prominent persons visiting jail was actor Shah Rukh Khan who had gone to meet his son, Aryan. The 23-year-old junior Khan was in jail after his arrest in a drug case by the NCB. He was later granted bail. The smart phones have again been set up in prisons. "An inmate can talk to his relatives for 10 minutes once in a week," said a jail official. As a procedure, an inmate gives his family member's mobile number and call is made on it. The conversation takes place in presence of jail police personnel. "The entry of all the visitors in jail premises has been prohibited since three four days due to Covid cases," said a jail officer. The jail officials have instantly began the video call facility so that the inmates could talk to their families. While the Arthur Road jail capacity to house inmates is 804, currently it has 3,200 inmates in the jail. Smart phones have been placed in all the jails for making calls to inmates' families. Meanwhile, all the new inmates are being examined for Covid and kept at the two temporary prisons in Mumbai before sending them to the prisons. "The new inmates are kept at the quarantine centres for two to three days. They are then shifted to jail, if their results are negative," added a jail source. Jail authorities also started administering booster dose to prison staff on Tuesday. Almost all the jail personnel have been given two shots earlier.||https://timesofindia.indiatimes.com/city/mumbai/mumbai-video-call-facility-between-prisoners-and-their-relatives-resumes/articleshow/88981761.cms||Mateen Hafeez
---||India||Terror suspect arrested in Poonch||JAMMU: A joint team of security forces on Monday night arrested a terror suspect from a remote village in Poonch district for his alleged links with terrorist organisations and proving terrorists with information about security establishments, besides circulating seditious material. “On specific inputs, the joint team launched a search operation in Baila village in Poonch’s Mandi tehsil and arrested Anjum Mehmood, a resident of the same village,” said a police spokesperson. “As per information from intelligence agencies, Mehmood was connected with terrorists through social media and was instrumental in providing them with information regarding security establishments. He was trying to engage and motivate innocent youth in his area into picking up arms, and is also accused of sharing seditious material,” the spokesperson added. A case has been registered against Mehmood under the Unlawful Activities (Prevention) Act and further probe is underway in the matter.||https://timesofindia.indiatimes.com/india/terror-suspect-arrested-in-poonch/articleshow/88981885.cms||Sanjay Khajuria
---||World||Pak poll panel wants report on PTI funding to be made public||ISLAMABAD: The Election Commission of Pakistan (ECP) on Tuesday directed authorities to make public the entire report of the scrutiny committee constituted to audit the foreign funds of prime minister Imran Khan-led Pakistan Tehreek-e-Insaaf (PTI). The foreign funding case was filed in November 2014 by Akbar S Babar, a founding member of PTI, alleging serious financial irregularities in the party’s accounts. The allegations included illegal sources of funding, concealment of bank accounts in Pakistan and abroad, money laundering and using private bank accounts of PTI employees as a front to receive illegal donations from the US and countries in Europe and the Middle East. Earlier this month, the ECP’s scrutiny committee had released some parts of the report compiled by it, confirming that the ruling party had received funding from foreign nationals and companies, under-reported funds and concealed dozens of its bank accounts. The report had provided an opportunity to Imran’s opponents to demand his resignation from office. They accused him of deliberate lies, concealing of facts and illegal foreign funding. It was later revealed that the report did not include eight volumes of the documents and bank statements requisitioned through the State Bank of Pakistan. The documents concealed by the committee included all original 28 bank statements and year-wise details of foreign funds transferred to the PTI’s accounts between 2009 and 2013. During Tuesday’s hearing, chief election commissioner Sikander Sultan Raja ordered that no segment of the report should be kept confidential and the entire report should be provided to Akbar S Babar, the petitioner.||https://timesofindia.indiatimes.com/world/pakistan/pak-poll-panel-wants-report-on-pti-funding-to-be-made-public/articleshow/88981895.cms||Omer Farooq Khan
---||India||SFJ threatens international campaign against Tricolour on Republic Day||NEW DELHI: Sikhs for Justice (SFJ), a pro-Khalistan outfit banned under the Unlawful Activities (Prevention) Act, on Tuesday threatened to run an international campaign on Republic Day titled 'Raise Khalistan -- Block Tiranga', with operatives on NIA's most-wanted list, Jaswinder Singh Multani, Paramjit Singh Pamma and Hardeep Singh Nijjar, assigned to lead the protests in Germany, UK and Canada respectively.  In a video message on Tuesday, SFJ's US-based general counsel Gurpatwant Singh Pannun said Khalistan Referendum activists Jaswinder Singh Multani who was detained by German police after the recent Ludhiana court blast for allegedly furthering pro-Khalistan agenda but was later released, and Gurmit Singh Bagga would 'Raise Khalistan' and 'Block Tiranga' at the Indian embassy in Frankfurt, while Paramjeet Singh Pamma would do the same in London, UK, and Hardeep Singh Nijjar in Vancouver, Canada. The SFJ has already announced a budget of 1 million dollars for the project 'Raise Kesri-Khalistan', and 'Block Modi-Tiranga' coinciding with India's Republic day celebrations this year. Pannun had earlier released a video asking Sikhs to raise the 'kesri' flag in place of the Indian Tricolour.  On Tuesday, in a statement, released by SFJ, Pannun said: "Citing infamous Article 25(b) of the Indian Constitution, a global anti-India campaign #SikhsAreNot Hindus has been launched, emailing UK Prime Minister (Boris) Johnson, Italian Prime Minister Mario Draghi, Biden and Trudeau administrations urging them to support the first-ever Khalistan Referendum for secession of Punjab from India."  Pannun, Paramjit Pamma, Nijjar and Bagga are in the list of individual terrorists banned under the UAPA.  A few days back, NIA declared Rs 10 lakh award on Jaswinder Singh Multani.||https://timesofindia.indiatimes.com/india/sfj-threatens-international-campaign-against-tricolour-on-republic-day/articleshow/88981873.cms||Bharti Jain
---||Srinagar||Jammu and Kashmir: Army rescues 30 civilians stuck in Kupwara twin avalanche||SRINAGAR: Amid fresh snowfall, Army on Tuesday said it rescued at least 30 civilians stuck in two avalanches on Tanghdar-Chowkibal highway (NH-701) in north Kashmir’s Kupwara district. While 14 civilians, including a child and a critically-ill heart patient, were rescued from near Khooni Nala and SM Hill on NH-701, 16 others stuck at NC pass area, also known as Sadhna pass, were saved by two avalanche rescue teams of the Army and a team of GREF late Monday, an Army spokesperson said in a statement. Those rescued were brought to Neelam and provided food, medical care and shelter for the night. The entire operation took around five to six hours. The avalanches, triggered by snowfall on Monday morning, blocked Tangdhar-Chowkibal road and 14 civilians were stranded along with their vehicles. “On obtaining the information, Army’s avalanche rescue team from Neelum Company Operating Base under Capt Kuljot Singh, along with GREF, immediately swung into action and evacuated to safety,” said defence spokesperson Col Emron Musavi. One of the rescued civilians told Army officials that they had a narrow escape as they had managed to jump out of their vehicle before it got buried under snow. The rescuers later retrieved the vehicle from under mounds of snow. As many as 12 vehicles were recovered on Tuesday after the snow was cleared from the road. GREF played a stellar role in snow clearance amid dangerous conditions, said the spokesperson.||https://timesofindia.indiatimes.com/city/srinagar/army-rescues-30-civilians-stuck-in-kupwara-twin-avalanche/articleshow/88981944.cms||M Saleem Pandit
---||Goa||Hit by Covid-19, FC Goa welcome players back for clash against East Bengal||FC Goa coach Derrick Pereira had to rearrange the starting line-up on the way to the stadium for the clash against NorthEast United last week. With players getting ruled out due to Covid-19 positive cases even hours before kickoff, nothing is certain. But compared to the last game when nine players were missing – including three foreigners and all four captains – Goa are expected to be in better shape for the clash against SC East Bengal at the GMC Athletic Stadium in Bambolim on Wednesday. According to sources, captain Edu Bedia and Australian defender Dylan Fox are both available, while Brandon Fernandes has started training with the team and could make his much-awaited debut, possibly from the bench, against East Bengal this season. “I am very happy and confident about the whole team, particularly after the last encounter with Covid,” Pereira told TOI during an online media interaction on Tuesday. “Whoever went in, they knew their roles and responsibilities and they performed to the best of their abilities. We all saw we had a good game, despite the challenges. Our first 11 players were not available. If we were a little sharper and finished the chances, we could have been in a better position on the table.” Goa’s position on the table isn’t looking good. They are ninth with 13 points from 11 matches with a negative goal difference. That’s so unlike their campaigns since they finished at the bottom of the table in 2016. Part of their problem is upfront where they create chances but are unable to finish. Nothing dramatised this better than the last game against NorthEast United – Goa had 20 shots, eight of them on target, but just one goal. “We had some clear-cut chances, should have finished and got three points. As a coach, we keep working hard and trying our best. I am happy with the way all players have stuck together to put in good performances,” said Pereira. If Pereira is looking for goals, he should look at this fixture alone. It was a 4-3 goal-fest that Goa won, the only time they scored more than two goals this season. East Bengal, though, have changed quite a lot since those days when it didn’t take much time for the floodgates to open. In the last four games, the Kolkata giants have conceded just three times, drawing and frustrating three top opponents. “My job here is to change the mood of the team,” said new coach Mario Rivera. “When you come into the middle of the season, it’s because the team is not doing well. The first challenge is to change the mood and change the psychological situation of the players.” Rivera is the third coach to take charge of the bottom-placed team, following the sacking of Manuel Diaz. Renedy Singh was interim coach for three games and did brilliantly, without much help from the foreigners. “The team is better than what the table shows. Many circumstances have influenced the performance of the team,” said Rivera, who will be without most of his foreign players. Now it’s over to Rivera to change East Bengal’s fortunes.||https://timesofindia.indiatimes.com/city/goa/hit-by-covid-19-fc-goa-welcome-players-back-for-clash-against-east-bengal/articleshow/88982076.cms||Marcus Mergulhao
---||Goa||FC Goa file official complaint against two referees, say errors cost valuable points||Panaji: FC Goa have complained to the All India Football Federation (AIFF) that refereeing decisions directly prejudiced the outcome of two games, robbing them of crucial points in the Indian Super League. The target of Goa’s ire are referees CR Srikrishna (Kerala Blasters vs Goa) and R Venkatesh (Goa vs NorthEast United) who officiated two of the last three games where the former League champions dropped points. Against Kerala, Goa said, a clear penalty was denied in the second half, and their player Jorge Ortiz instead punished for simulation with a yellow card. The Gaurs believe no player fouled the NorthEast goalkeeper and “clearly the referee panicked in the situation” while disallowing a late goal. “The two major incidents that have been highlighted have potentially cost us valuable points in the current league table and for the performance of the refereeing to have such a big impact on the final outcome of games is not a good indicator for the standard of refereeing,” Goa’s director of football, Ravi Puskur, said in the club’s complaint to AIFF’s head of referees department on Tuesday. Goa were particularly incensed after Makan Chothe’s late goal was disallowed against NorthEast United, a match they dominated with 20 shots, eight of them on target. “We’ve looked at the incident multiple times now trying to assess further as to why the referee might have potentially ruled out the goal. Judging by the actions of the referee and the linesman, we are certain that there is no clear reason and at no point in the build up to the point the ball is bundled into the back of the net, does the referee act upon anything that may indicate that he has seen a foul,” said Puskur. Post the game, Puskur said he personally requested the match commissioner to request the referees to clarify their decision. The referees did not make an attempt to speak to the club, though the match commissioner “indicated at the time of the incident that it was his interpretation that the goalkeeper had been fouled in the build up to the goal.” “We have always sought dialogue with the referees prior to the game and post the game, but we’ve always found them to be unapproachable and we are left with no means but to use this medium to write to you to seek an improvement in the standard of decision making. “The department will agree that the standard of refereeing leaves a lot to be desired. However, if the referees are approachable and encouraged to engage in discussion post the game regarding a particular decision, it at least aids in alleviating the tension and frustration that is clearly evident across all the clubs that are competing in the league with regards to the standard of refereeing,” said Puskur.||https://timesofindia.indiatimes.com/city/goa/fc-goa-file-official-complaint-against-two-referees-say-errors-cost-valuable-points/articleshow/88982111.cms||Marcus Mergulhao
---||World||Former New York Post editor alleges harassment, retaliation||NEW YORK: A New York Post editor whose departure was announced Tuesday alleged she was fired two months after revealing to an executive that former editor Col Allan had sexually harassed her.  The Post said any suggestion of wrongdoing related to the editor-in-chief Keith Poole's announcement of Michelle Gotthelf's exit was meritless.  Poole, who Gotthelf said fired her in November after more than two decades at the Post, is a defendant in a lawsuit she filed Tuesday, along with Allan, the newspaper's publishing company and corporate owner News Corp.  Gotthelf said Allan's harassment of her "peaked" in fall 2015 when she was the newspaper's metro editor. The two were having drinks after an editors' dinner meeting when Allan said that "we should sleep together," she said in the lawsuit.  She said Allan became hostile when she rejected his advances. She complained to her superiors and human resources, and alleged that Allan was forced to retire shortly thereafter.  He returned as a consultant in 2019, however. Gotthelf said their relationship remained tense, and she saw her influence and status in the newsroom erode. She said that in 2019, Allan ordered her to remove from the Post's website a story about journalist E. Jean Carroll's accusations that she had been raped by then-President Donald Trump. Trump denied the charges and the lawsuit said Allan claimed Carroll's charges were baseless.  During a lunch meeting in November 2021 to discuss a soon-to-expire contract, Gotthelf said Poole asked her "what happened between you and Col?" She told him Allan had propositioned her.  She said Poole fired her "without cause" on Jan. 12.  "Any suggestion of wrongdoing related to the management changes announced today is meritless," the Post and News Corp. said in a statement.  The Associated Press generally does not name people who say they're a victim of sexual harassment, unless they speak publicly, as Gotthelf has done.||https://timesofindia.indiatimes.com/world/us/former-new-york-post-editor-alleges-harassment-retaliation/articleshow/88982138.cms||---
---||Business||AT&T will delay some 5G deployment amid aviation standoff||WASHINGTON: AT&T said it would temporarily defer turning on some wireless towers near key airport runways to avert a looming aviation crisis but the White House is still pushing Verizon Communications to follow suit.  Discussions are centered around that proposal that would also allow about 90% of the wireless tower deployment to go forward, sources told Reuters, though it would impact 5G deployment near many large population centres.  Two of the sources said it would require delaying just over 500 towers from being activated near airports. The vast majority are Verizon towers.  "We are frustrated by the FAA's inability to do what nearly 40 countries have done, which is to safely deploy 5G technology without disrupting aviation services," AT&T said.  The announcement came as the White House is working to prevent a massive disruption in flights ahead of Wednesday's scheduled 5G deployment and actively engaged on the issue, a senior official said.  Airlines are preparing to cancel a significant number of passenger and cargo flights in the coming hours to prepare for new 5G C-Band service that starts on Wednesday, after warning on Monday of "catastrophic" impacts. Airlines are concerned that the issue could prevent them from flying Boeing 777s and other widebody jets to many key airports.  The chief executives of major US passenger and cargo carriers on Monday said new 5G service could render a significant number of widebody aircraft unusable, "could potentially strand tens of thousands of Americans overseas" and cause chaos for US flights.  Airlines have urged wireless carriers to not turn on some wireless towers near airport runways in a bid to avoid most of the flight disruptions.  The Federal Aviation Administration (FAA) has warned that potential interference could affect sensitive airplane instruments such as altimeters and significantly hamper low-visibility operations.  The airlines asked Sunday "that 5G be implemented everywhere in the country except within the approximate 2 miles (3.2 km) of airport runways" at some key airports.  Verizon's rollout plan is much more aggressive than AT&T's. It is significantly impacted by the Biden administration request to delay using some towers near airport runways.  Alaska Airlines Chief Executive Ben Minicucci said Tuesday in a statement "there's a serious threat of mounting cancellations, delays and diversions of our passenger and cargo flights if action is not taken immediately."  AT&T and Verizon, which won significant C-Band spectrum in an $80 billion auction last year, on Jan. 3 agreed to buffer zones around 50 airports to reduce interference risks and take other steps to cut potential interference for six months. They also agreed to delay deployment for two weeks until Wednesday.  Verizon Chief Executive Hans Vestberg told employees on Jan. 4 the carrier saw no aviation safety issue with 5G, but reluctantly agreed to a two-week delay that expires Wednesday. Verizon did not comment Tuesday.  "Unless our major hubs are cleared to fly, the vast majority of the traveling and shipping public will essentially be grounded," wrote the chief executives of American Airlines , Delta Air Lines, United Airlines, Southwest Airlines and others.||https://timesofindia.indiatimes.com/business/international-business/att-will-delay-some-5g-deployment-amid-aviation-standoff/articleshow/88982199.cms||---
---||India||Gujarat, Telangana receive Covid death claims 9 & 7 times of official toll||NEW DELHI: Data filed by states in the Supreme Court shows that the number of Covid compensation claims received by some of them far exceed their official count of deaths. In Gujarat and Telangana, it’s as high as almost nine and seven times, respectively, while in absolute numbers, the gap between the official toll and compensation claims is the largest in Maharashtra. The number of claims is generally expected to be higher than the official toll because of the SC’s guidelines, which are seen as broader and more liberal in their definition — mandating that all fatalities, including those by suicide, recorded within 30 days of a person testing positive be treated as Covid deaths. Still, the gap is exceptionally high in a few states. According to data with the SC, which is monitoring implementation of its order to ensure that compensation is paid to all affected families, the number of claims received so far in Gujarat is 89,633 against the official toll of 10,094. The state has so far approved 68,370 claims and disbursed compensation amount to 58,840 families, while rejecting 4,234 applications. In Telangana, compared to the official figure of 3,993 deaths, around 29,000 claims have been received, of which 15,270 have been approved. For Maharashtra, claims add up to 2.13 lakh against the official toll of 1.41 lakh. There are a few states where the number of claim applications received by the government is lower than the official toll. The gap could be because of ignorance, especially in rural areas, about the compensation scheme. The court had in December directed all states to give wide publicity through print and electronic media, particularly in vernacular newspapers, to inform people about how and where to apply for ex gratia. Expressing satisfaction over the Gujarat government’s decision to publish advertisements in newspapers, it had directed other states to use the same format of advertisement. The SC verdict expanding the ambit of Covid deaths came on a petition by social activist Gaurav Bansal for payment of Rs 50,000 compensation to families of virus victims. The deaths occurring within 30 days from the date of testing or from the date of being clinically determined as a Covid-19 case shall be treated as deaths due to Covid-19 even if the death takes place outside the hospital/in-patient facility, the court had ruled. It had also said that a family member of the someone who committed suicide within 30 days from being diagnosed as Covid-19 positive shall also be entitled to avail the financial help/ex gratia. The court had also made it clear that it was not concerned about the allegation of under-reporting of deaths and that its focus was to ensure people should get relief and governments should work towards that objective. As per the data compiled by the Centre, the number of claim applications is less than the number of officially declared deaths in various other states, including Assam, Haryana, Karnataka, Punjab and Rajasthan. In Punjab, 8,786 claim applications have been received so far against the official death figure of 16,557. In Karnataka, the number of claim applications received is 27,325 against the death figure of 38,376. In Jammu & Kashmir, the number of recorded deaths is 4,483 while 3,115 applications have been received for compensation.||https://timesofindia.indiatimes.com/india/gujarat-telangana-receive-covid-death-claims-9-7-times-of-official-toll/articleshow/88982330.cms||Amit Anand Choudhary
---||---||Phone poll ‘elects’ Bhagwant Mann as AAP’s Punjab CM-face||CHANDIGARH: AAP on Tuesday declared Sangrur MP and former stand-up comic Bhagwant Mann as its candidate for Punjab CM, based on 93% of 21 lakh responses received in a reality show-like telephone poll in which Congress president Navjot Singh Sidhu curiously ended up with the second highest votes. “For many months now, people would ask me, ‘Who is the groom?’ I would tell them that we will give you a face you will be proud of. We had decided to ask 3 crore Punjabis about their choice,” AAP chief and Delhi CM Arvind Kejriwal said before walking towards Mann to hug him, reports Vibhor Mohan. Kejriwal said some people voted for him, too, but that wouldn’t count as he was never in the race. “Navjot Sidhu got the second slot (with 3.6 per cent votes).” Kejriwal claimed all surveys suggested AAP would form the next government in Punjab and Mann was the right person to lead it. “I have a double responsibility now – the party’s faith in me and that of the people who voted for me (in the feedback poll). When I was a comedian, people would smile at the sight of me. Today, the scenario has reversed, and people begin to cry at public meetings while narrating their state of affairs. I tell them that I can only be a tool to improve their lot,” Mann said. Mann listed drugs smuggling and unemployment were the primary challenges, besides making farming profitable and creating a congenial atmosphere for business and the return of Punjabi youth who have migrated abroad. “We already do not sleep. If we get the authority we seek, I assure you it will be used for the needy and not any stooges.” Mann’s younger sister Manpreet Kaur and mother Harpal Kaur said the family was initially reluctant to back his decision to join politics. BJP said by choosing Mann to be its CM face, AAP had declared its intention of turning Punjab into “a liquor state”, just as Delhi had become one under its government. BJP general secretary Tarun Chugh said Mann had been once censured in the Lok Sabha for being in an allegedly inebriated state. Shiromani Akali Dal (SAD) chief Sukhbir Singh Badal declared Mann “a compromise candidate”, with Kejriwal remaining the backroom claimant to the CM's chair. Born in Satoj village of Sangrur district in 1973, Mann was also an actor before he took the political plunge in February 2012. He lost his first election against former CM Rajinder Kaur Bhattal from Lehra (Sangrur) as a candidate of Manpreet Badal's People’s Party of Punjab. Mann joined AAP ahead of the 2014 Lok Sabha elections, which saw him become the Sangrur MP. Punjab Assembly polls 2022: Can comedian-turned-politician Bhagwant Mann deliver a winning performance?Watch Watch: AAP leader Bhagwant Mann breaks down in tears of joy after Kejriwal announces his name as Punjab's CM face||https://timesofindia.indiatimes.com/elections/assembly-elections/punjab/news/phone-poll-elects-bhagwant-mann-as-aaps-punjab-cm-face/articleshow/88982453.cms||---
