---||Allahabad||Allahabad HC denies bail to man accused of raping, threatening victim to convert for marriage||PRAYAGRAJ: The Allahabad high court has refused bail to a man, who is accused of raping a woman after giving her false promise of marriage and, thereafter, allegedly pressuring her to change her religion as a condition to marry her. Rejecting the bail application of one Farhan Ahmad alias Sanu of Gorakhpur, Justice Om Prakash Tripathi said that the allegation against the accused was serious and he, cannot, therefore, be released on bail. The applicant was in jail for offences under Sections 376 (Punishment for rape), 504 (Intentional insult with intent to provoke breach of the peace), 506 (Punishment for criminal intimidation) of the Indian Penal Code 1860 and Sections 3 and 5(1) of the Uttar Pradesh Prohibition of Unlawful Conversion of Religion Act 2020. The FIR was lodged against him at Ramgarh Tal police station of Gorakhpur. The victim, who is also an informant, had alleged that the applicant-accused had established physical relations with her on a false promise of marriage. “He later pressured me to convert to Islam threatening that he will not marry her unless she coverts,” she further alleged in the FIR. She further alleged that due to the threat to her life, the victim lodged a first information report (FIR) against the applicant. However, during the course of hearing, the counsel for the applicant argued that the applicant had been falsely implicated and this was a case of consensual relationship since both the applicant and the victim were adults. He further contended that as per medical report, no external or internal injury was found on the body of the victim, and the doctor had not given any opinion about rape. Besides, the applicant also stated that he had never pressured the victim at any point of time to convert to Islam and the entire prosecution story was false and fake. The counsel appearing for the state government, however, submitted that sexual intercourse with the victim on the pretext of false promise of marriage would attract the offence of rape. The high court, after taking into account the facts and circumstances, refused to grant bail to the applicant-accused. However, while rejecting the bail, the court in its order dated January 5 directed the trial court to conclude the trial in the case expeditiously and preferably within a period of one year. Justice Om Prakash Tripathi said that the allegation against the accused was serious and he, cannot, therefore, be released on bail. "There is serious allegation of rape against the applicant with the victim, in these circumstances, the applicant is not entitled to be released on bail," the Court said. The order was passed on a bail plea moved by one Farhan Ahmad (Shanu) booked for offences under Sections 376 (Punishment for rape), 504 (Intentional insult with intent to provoke breach of the peace), 506 (Punishment for criminal intimidation) of the Indian Penal Code 1860 and Sections 3 and 5(1) of the Uttar Pradesh Prohibition of Unlawful Conversion of Religion Act 2020. It was the case of the victim (informant) that the applicant-accused has committed rape on her by establishing physical relations on the pretext of a false promise to marriage. He later pressured her to convert to Islam threatening that he will not marry her unless she coverts. As a result, due to the threat to her life, the victim lodged a first information report (FIR) against the applicant. The applicant argued that he was falsely implicated and this was a case of consensual relationship since both the applicant and the victim were adults. He further contended that as per medical report, no external or internal injury was found on the body of the victim, and the doctor had not govern any opinion about rape. Moreover, the applicant stated that he had never pressured the victim at any point of time to convert to Islam and the entire prosecution story was false and fake. The counsel appearing for the State, however, submitted that sexual intercourse with the victim on the pretext of false promise of marriage will attract the offence of rape. "It is a heinous crime against a society and has a long effect on the mind of victims. The victim has to go through a serious emotional trauma and physical suffering. Sexual intercourse with the victim on the pretext of false promise to marry is, and ought to be an offence of rape under the penal provisions effect on the mind of the victim," the State counsel contended. The High Court after taking into account the facts and circumstances refused to grant bail to the applicant-accused. "Considering the facts and circumstances of the case, rival contention of learned counsel for the parties and perusal of record and considering the complicity of accused and serious allegation of rape against the applicant, at this stage, without commenting on the merits of the case, I do not find it a fit case for bail," the order stated. The Court, however, directed the trial court to conclude the trial in the case expeditiously and preferably within a period of one year. Advocates Amit Kumar Singh and Satyendra Narayan Singh appeared for the applicant.||https://timesofindia.indiatimes.com/city/allahabad/allahabad-hc-denies-bail-to-man-accused-of-raping-threatening-victim-to-convert-for-marriage/articleshow/88796741.cms||Rajesh Kumar Pandey
---||Business||MSP’s tilt in favour of oilseeds see 23% increase in acreage of mustard, wheat sown area decreases||NEW DELHI: The minimum support price’s (MSP) tilt in favour of oilseeds has shown results with the acreage of mustard reporting a 23% increase this year, so far, over its sown area in the corresponding period last year. It is expected to increase a bit further as sowing in the ongoing Rabi (winter crop) season continues till the end of this month. As part of its move to encourage farmers towards oilseeds and reduce the country's import bills, the agriculture ministry had before the beginning of the Rabi sowing season last year announced the highest hike (both in percentage and absolute term) of 8.6% in the MSP of mustard/rapeseed and lowest hike of 2% in case of the most popular winter-sown crop wheat. "Idea was to give a signal to farmers so that they can opt for crop diversification. Results are now clear as the sown area of wheat declined by 1.7% as of last Friday but the acreage of mustard increased by 23%. More acreage will increase the production of oilseeds during 2021-22 crop season, resulting in less dependence on import during 2022-23," said an official from the ministry. Sown area data, released by the ministry on January 7, shows that the acreage of Rabi crops this year (652 lakh hectares) has, so far, already crossed the last year's corresponding period figure by nearly six lakh hectares. This increase, which may eventually end at record acreage, is mainly due to an increase in sown of oilseeds by over 17.2 lakh hectares -- from 81 lakh hectares last year to over 98 lakh hectares this year. Mustard alone has recorded an increase of 16.9 lakh hectares in the oilseeds basket. More than half of this increase is reported from Rajasthan alone. On the other hand, all other major Rabi crops - wheat, pulses and coarse cereals - reported a decline in acreage, showing how farmers preferred to opt for oilseeds that not only witnessed good hike in MSP but also other basis supports, including seeds, from the government as part of its oilseeds mission to increase production. If we look at the MSP figures, the highest absolute increase over the previous year had been for mustard/ rapeseeds (Rs 400 quintal each) which was an 8.6% increase. On the other hand, MSP of wheat had reported merely an increase of Rs 40 per quintal (2% increase) which did not even cover the increase in cost (Rs 48 per quintal). A higher sown area of oilseeds is reported this year from most of the oilseeds producing states such as Rajasthan, Madhya Pradesh, Uttar Pradesh, Haryana, Gujarat, Telangana, Karnataka, Punjab, Assam, Maharashtra and Himachal Pradesh. In the case of wheat, even Punjab, known as the wheat bowl of India, reported marginally less acreage this year compared to the corresponding period last year. Other states which reported less acreage to include Uttar Pradesh, Haryana and Madhya Pradesh.||https://timesofindia.indiatimes.com/business/india-business/msps-tilt-in-favour-of-oilseeds-see-23-increase-in-acreage-of-mustard-wheat-sown-area-decreases/articleshow/88796687.cms||Vishwa Mohan
---||India||MSP’s tilt in favour of oilseeds see 23% increase in acreage of mustard, wheat sown area decreases||NEW DELHI: The minimum support price’s (MSP) tilt in favour of oilseeds has shown results with the acreage of mustard reporting a 23% increase this year, so far, over its sown area in the corresponding period last year. It is expected to increase a bit further as sowing in the ongoing Rabi (winter crop) season continues till the end of this month. As part of its move to encourage farmers towards oilseeds and reduce the country's import bills, the agriculture ministry had before the beginning of the Rabi sowing season last year announced the highest hike (both in percentage and absolute term) of 8.6% in the MSP of mustard/rapeseed and lowest hike of 2% in case of the most popular winter-sown crop wheat. "Idea was to give a signal to farmers so that they can opt for crop diversification. Results are now clear as the sown area of wheat declined by 1.7% as of last Friday but the acreage of mustard increased by 23%. More acreage will increase the production of oilseeds during 2021-22 crop season, resulting in less dependence on import during 2022-23," said an official from the ministry. Sown area data, released by the ministry on January 7, shows that the acreage of Rabi crops this year (652 lakh hectares) has, so far, already crossed the last year's corresponding period figure by nearly six lakh hectares. This increase, which may eventually end at record acreage, is mainly due to an increase in sown of oilseeds by over 17.2 lakh hectares -- from 81 lakh hectares last year to over 98 lakh hectares this year. Mustard alone has recorded an increase of 16.9 lakh hectares in the oilseeds basket. More than half of this increase is reported from Rajasthan alone. On the other hand, all other major Rabi crops - wheat, pulses and coarse cereals - reported a decline in acreage, showing how farmers preferred to opt for oilseeds that not only witnessed good hike in MSP but also other basis supports, including seeds, from the government as part of its oilseeds mission to increase production. If we look at the MSP figures, the highest absolute increase over the previous year had been for mustard/ rapeseeds (Rs 400 quintal each) which was an 8.6% increase. On the other hand, MSP of wheat had reported merely an increase of Rs 40 per quintal (2% increase) which did not even cover the increase in cost (Rs 48 per quintal). A higher sown area of oilseeds is reported this year from most of the oilseeds producing states such as Rajasthan, Madhya Pradesh, Uttar Pradesh, Haryana, Gujarat, Telangana, Karnataka, Punjab, Assam, Maharashtra and Himachal Pradesh. In the case of wheat, even Punjab, known as the wheat bowl of India, reported marginally less acreage this year compared to the corresponding period last year. Other states which reported less acreage to include Uttar Pradesh, Haryana and Madhya Pradesh.||https://timesofindia.indiatimes.com/india/msps-tilt-in-favour-of-oilseeds-see-23-increase-in-acreage-of-mustard-wheat-sown-area-decreases/articleshow/88796753.cms||Vishwa Mohan
---||India||Iran ready to help India transport wheat to Afghanistan||Even as India continues to discuss modalities for transporting 50,000 MT to Afghanistan through the land route, Iran Saturday offered to help India deliver humanitarian aid including wheat to the country under Taliban rule. Government sources said though that delivery of wheat via the Attari-Wagah border was still being considered and that help will be sought from Iran only if this option falls through. India has already shared details of Afghan contractors and drivers who will ferry the wheat to Afghanistan and Pakistan media, quoting local sources, reported late last month that India and Pakistan were close to finalising an agreement for the supply of 50,000 MT of Indian wheat to Afghanistan. The Iranian offer to India came in a conversation that foreign minister S Jaishankar had with his counterpart Hossein Amirabdollahian Saturday in which the 2 leaders discussed key bilateral and regional issues. "Regarding Afghanistan, @Amirabdolahian stressed the need to form an inclusive government in the country. He also referred to India's humanitarian aid to #Afghanistan, announcing measures and cooperation by Iran to transfer this aid in the form of wheat, medicine... to the country," tweeted the Iranian foreign ministry on Sunday. Significantly, the Iranian offer also came on a day the Taliban foreign minister, Amir Muttaqi, arrived in Tehran for discussions on "economic, transit and refugee issues". India though always had the option of transporting the wheat through the Chabahar wheat it has helped develop in Iran. The government, in fact, had supplied 75,000 MT of wheat to Afghanistan through the same port in 2020. However, India has so far not contemplated the Chabahar option apparently because it remains unsure about the security of the route in Afghanistan that will likely be used in that case. While India has already sent 3 consignments of aid to Afghanistan, comprising mostly life-saving medicines, it's the promise of wheat that the Taliban dispensation in Kabul, crippled by an acute food shortage, has been looking forward to the most from India. The Taliban foreign minister had even raised the need for Pakistan to quickly approve India's proposal for delivery of wheat to Afghanistan during his meeting with Pakistan PM Imran Khan in Islamabad in November. India reiterated last week that it stood committed to continuing its special relationship with the people of Afghanistan and providing them humanitarian assistance. This was also the reason why, despite reservations, it backed a UNSC resolution last month meant to ensure sanctions against the Taliban didn't block humanitarian aid to Afghanistan. While countries like India and France wanted a short time limit for Taliban sanction exemption, apart from strong oversight, China and Russia ensured there was no time limit for the exemption. India also dramatically proposed to Pakistan, as first reported by ToI on October 19, that the latter allows transport of wheat via the India-Pakistan border. Islamabad had famously rejected the same proposal by India in 2002.||https://timesofindia.indiatimes.com/india/iran-ready-to-help-india-transport-wheat-to-afghanistan/articleshow/88797003.cms||Sachin Parashar
---||India||Administration of ‘precaution dose’ of Covid vaccine to high-risk population begins today||NEW DELHI: More than one crore health and frontline workers along with some citizens above 60 years of age suffering from comorbidities will be eligible to receive the third dose (Booster) of Covid-vaccines from Monday as India starts administration of ‘precaution dose’ in the high-risk population amid rising Covid-19 cases across the country, an official said. Coronavirus in India: Live updatesThe eligibility for ‘precaution dose’ requires the recipient to have completed nine months after the second dose. The health ministry had earlier said that Co-Win system will send reminder SMS to those eligible for availing the precaution dose. “Reminder SMSs have been pushed to more than 1 crore beneficiaries for the precaution dose. The system is ready to welcome beneficiaries at vaccination centres on Monday,” the official said. While online booking of appointments for precaution dose through Co-Win started from Saturday, beneficiaries can also walk in for vaccination. However, there would be no need for new registration. The government has already clarified that the ‘precaution dose’ will be of the same jab as the first and second dose. Those who got Covaxin will get Covaxin and those who got Covishield will get Covishield. While those above 60 years of age with co-morbidities have been advised to seek medical advice before receiving the third dose, they would not be required to submit any certificate for the same. Read AlsoCovid: Booster to be of same vaccine as previous 2 shots, says governmentThe ‘precaution dose’ (booster) for Covid-19 — which will be administered from January 10 to health and frontline workers, and those above 60 with comorbidities — will be of the same vaccine as the first and second dose, the government said on Wednesday. “Those who got Covaxin will get Covaxin and“Details of precaution dose will also reflect in the official vaccination certificate,” the official further added. As per government’s projections, nearly three crore health and frontline workers are estimated to be eligible in January to get the booster or precaution dose of Covid vaccine. Besides, 2.7 crore people in the 60 plus age group with co-morbidities are projected across the country. Uttar Pradesh, Maharashtra, West Bengal and Tamil Nadu have most people in this category. However, very few such people may actually be eligible for receiving the third dose in January after completing the nine month gap. Read AlsoCyprus scientist reports strain that combines Delta and OmicronA strain of Covid-19 that combines Delta and Omicron has been found in Cyprus, according to Leondios Kostrikis, professor of biological sciences at the University of Cyprus and head of the laboratory of biotechnology and molecular virology.The government maintained that it is keeping a tab on the emerging information, science and data on mixing of vaccines and heterologous approaches. Overall, a total of 151.9 crore doses have been administered in the country till Sunday 8 pm. This includes 63.2 crore or 67% of adults above 18 years of age who are fully vaccinated with two doses.||https://timesofindia.indiatimes.com/india/administration-of-precaution-dose-of-covid-vaccine-to-high-risk-population-begins-today/articleshow/88797120.cms||Sushmi Dey
---||India||Fastest-ever surge as weekly Covid-19 cases see 6-fold rise||NEW DELHI: India recorded by far the fastest ever rise in weekly Covid-19 cases with a six-fold increase in infections in the week ending Sunday, as the Omicron-fuelled third wave of the pandemic accelerated across the country. India reported more than 7.8 lakh cases during the week (January 3-9), more than six times higher than last week’s tally of nearly 1.3 lakh. The previous week (December 27-January 2) itself had recorded a 2.8x surge in infections. During the second wave of the pandemic, a corresponding increase in weekly numbers — from 1.3 lakh to roughly 7.8 lakh cases — had taken place in a span of nearly five weeks. On Sunday, India reported nearly 1.8 lakh new cases — 179,902 till late at night, with one state, Tripura, yet to report its data. This was 13% higher than the preceding day’s count of 1,59,583, as per TOI’s Covid database. India has moved to the fifth place among countries with the highest weekly cases and has logged by far the highest rate of growth during the week among 20 nations with the highest case counts at present. Deaths have also risen during the week but at a far slower rate of 54%, from 495 last week to 761. These were fresh deaths reported daily. If old fatalities reported during the period is added, this week’s toll was 2,039, up from 1,897 in the previous seven days. During the current week, Maharashtra posted the highest count of cases at 2,20,176. At 1.05 lakh, Bengal logged the second-highest number of cases, nearly 6 times more than the previous week’s count of 18,500. Delhi numbers rose nine times to 95,609 this week, up from 10,769.||https://timesofindia.indiatimes.com/india/fastest-ever-surge-as-weekly-covid-19-cases-see-6-fold-rise/articleshow/88797316.cms||---
---||World||19 dead, including 9 children, in New York City apartment fire||NEW YORK: Nineteen people, including 9 children, have been killed in an apartment fire in New York City, in what the city's fire commissioner called one of the worst blazes in recent memory. Stefan Ringel, a senior adviser to Mayor Eric Adams, confirmed the death toll Sunday to The Associated Press, while a city official who was not authorized to speak publicly confirmed the number of children dead. More than five dozen people were injured and 13 people were still in critical condition in the hospital, Ringel said. The majority of victims were suffering from severe smoke inhalation, FDNY Commissioner Daniel Nigro said at a press conference earlier that afternoon. According to the FDNY, approximately 200 firefighters responded to the scene at the Bronx's Twin Park apartments, a 19-story building on East 181st Street. Firefighters ``found victims on every floor and were taking them out in cardiac and respiratory arrest,'' Nigro said. ``That is unprecedented in our city. We expect there to be numerous fatalities.'' Nigro compared the severity of the fire to the Happy Land social club fire, which killed 87 people in 1990 when man set fire to the building after getting into an argument with his former girlfriend and being thrown out of the club. According to Nigro, Sunday's fire originated in a duplex apartment spanning the second and third floors. Firefighters found the door to the apartment open, he said, which apparently allowed the fire to accelerate and spread smoke upward quickly. The fire is not believed to be suspicious in origin but the cause is under investigation. Sunday's fire comes just days after a house fire in Philadelphia left 12 people - including eight children - dead.||https://timesofindia.indiatimes.com/world/us/19-people-including-9-children-killed-in-apartment-fire-in-new-york-citys-bronx-borough-officials-say/articleshow/88797317.cms||---
---||Business||Bank frauds of over Rs 3 crore will need panel nod for CBI probe||NEW DELHI: The Central Vigilance Commission (CVC) has amended rules to mandate that all bank fraud cases of over Rs 3 crore will be referred to an expert panel to decide if an investigation by the Central Bureau of Investigation (CBI) is warranted in what is seen as a fresh attempt to comfort bankers. Earlier, only fraud cases of over Rs 50 crore in public sector banks were referred to this panel. Separately, bankers have approached the finance ministry seeking a “sunset period” for investigations so that they are not hounded by probe agencies for genuine business decisions. They have suggested that agencies, such as CBI and CVC, should be barred from looking into cases if a loan account remains standard for seven or 10 years. “There can be issues due to the prevailing situation in the economy or a particular industry, or a company’s product may become obsolete over a period (of time). But if there are no problems for a certain number of specified number of years, then there is no need to go on a witch hunt, some of which happens post-retirement,” said a banker. While the department of financial services (DFS) is yet to act on this, it, along with RBI and CVC, has agreed to tweak the rules in fraud cases. The move comes at a time when bankers have raised fresh concerns over what they believe is overreach by the three Cs — CVC, CBI and the Comptroller and Auditor General of India — on several occasions. In the past, they have cited these concerns for going slow in sanctioning loans, although Prime Minister Narendra Modi and finance minister Nirmala Sitharaman have repeatedly offered full support on genuine business decisions. In a circular issued last week, CVC said that based on discussions with RBI and the finance ministry, the Advisory Board for Banking and Financial Frauds (ABBFF) will examine the role of all executives and whole-time directors (serving and retired) in cases of Rs 3-50 crore classified as fraud by state-run public sector banks and financial institutions on or after January 6. Cases reported before the January 6 deadline will be referred to the panel if they have reached the disciplinary authority or where criminal cases are yet to be filed. While CVC has said that a separate board for cases between Rs 3 crore and Rs 50 crore will be set up, bankers said that there was a need to have quick decisions as the number of cases being referred to ABBFF will now rise multiple times. In the past, banks have responded by classifying a large number of cases as fraud to ensure that the management does not face action later on.||https://timesofindia.indiatimes.com/business/india-business/bank-frauds-of-over-rs-3-crore-will-need-panel-nod-for-cbi-probe/articleshow/88797461.cms||Sidhartha
---||India||2 militants killed in encounter in J&K's Kulgam||SRINAGAR: Two unidentified militants were killed in an encounter with security forces in Kulgam district of Jammu and Kashmir on Sunday, police said. Security forces launched a cordon and search operation in Hassanpora village of Kulgam district following information about the presence of militants there, a police spokesperson said. He said the search operation turned into an encounter after militants opened fire on the security forces. Two ultras were killed in the exchange of fire with the security forces, the spokesperson said, adding the identity and group affiliation of the slain militants is being ascertained. He said incriminating materials, including arms and ammunition, were recovered from the scene of the encounter.||https://timesofindia.indiatimes.com/india/2-militants-killed-in-encounter-in-jks-kulgam/articleshow/88797514.cms||---
---||India||Gaganyaan crew will have 2 landing choices: Isro expert||NEW DELHI: The country’s maiden manned mission to space, Gaganyaan, which is targeted to send two-three gagannauts to space for seven days, is set to have two landing site choices, a senior Isro official handling the mission said. The crew module will be splashing down near the Indian coast in 2023 after it returns from the week-long mission, and the Arabian Sea, which is comparatively calmer, is the primary choice though the Bay of Bengal is also being considered as a backup option, wrote Dr Unnikrishnan Nair S, director, Human Space Flight Centre (HSFC), ISRO, Bengaluru, in an article ‘Indian Human Space Mission’ in a publication. While in orbit, the orbital module (OM) will be orbiting the Earth with a velocity of about 7,800 metre/second. The crew module, a habitat of astronauts, has an ablative thermal protection system (TPS) to protect it during the intense aerodynamic heating during the flight, Nair wrote. The orbital module will be launched by a human-rated GSLV MK-III vehicle. For Gaganyaan, the four selected gagannauts have undergone generic space flight training in Russia for nearly 15 months and will now undergo training at the Astronaut Training Facility, being set up at Bengaluru. The crew will undergo training in weightlessness condition by flying in special aircraft through a parabolic path that will give 25 to 30 seconds duration of weightlessness. To familiarise the crew with rescue under abort conditions, they will undergo special survival training in sea, snow, mountain and desert conditions. Before the final manned mission, Isro has scheduled to send a ‘vyommitra’ (a human-like robot) to space in two unmanned missions, one of the missions is likely to be launched around this year.||https://timesofindia.indiatimes.com/india/gaganyaan-crew-will-have-2-landing-choices-isro-expert/articleshow/88797692.cms||Surendra Singh
---||India||Integrated science labs, smart classes focus of 5-year education plan||NEW DELHI: Integrated science labs, smart classrooms, play-based learning and support for vocational education will be among the focus areas of the Samagra Shiksha Abhiyan’s five-year plan, which has been sent to states and Union Territories. Samagra Shiksha Abhiyan was launched in 2018 to provide holistic school education. Instead of disparate schemes that looked at pre-school, primary and secondary schools in silos, the scheme treats school as a continuum — from pre-school and primary to senior secondary levels. The scheme was extended up to 2025-26 in August 2021. The scheme has been aligned with the recommendations of the National Education Policy and “many transformative recommendations of NEP 2020 have been made part of it”, says the five-year plan, a copy of which is with TOI. The education ministry said the estimated share of the Centre for 2022-23 would be Rs 42,211 crore, while states and UTs would spend Rs 23,443 crore. Among other thrust areas, the plan includes annual calendar activities, national initiative for proficiency in reading with understanding; implementation of VidyaPravesh — a three-month play-based school preparation module for Class I; targeted and saturation approach for expansion of secondary and senior secondary education; access and retention; and quality and innovation. Issuing the guidelines, Maneesh Garg, joint secretary, department of school education and literacy, said: “Since, the scheme has been continued for next five years till 2025-26, it’s time for us to initiate proper planning process based on the measurable outcomes so that the scheme is able to showcase some tangible benefits in coming years. The planning exercise should be conducted in a decentralised manner involving all stakeholders right from grassroot level so as to make it realistic, achievable and accountable.” The government has announced its aim of achieving 100% GER (gross enrolment ratio) at all levels as envisaged in NEP 2020. To this end, the Centre has asked states and UTs to send their proposals for opening new secondary and senior secondary schools based on GIS mapping done by the education ministry. In a bid to arrest the dropout rate, which is higher in senior classes and to ensure universal access and retention, the ministry suggested “a two two three month readiness module for children entering in Class lX so that they are prepared for the secondary stage”. The document also says that “50% of the composite secondary/ senior secondary schools, as envisaged in NEP 2020, will be provided support for vocational education in the next 4 years”. The Centre has also asked states and UTs to draw up plans to provide integrated science labs, ensure electricity for ICT and smart classrooms in all schools. This is apart from ensuring that all schools have adequate facilities for toilets, and drinking waterand sanitary pad vending machines in girls’ hostels.||https://timesofindia.indiatimes.com/india/integrated-science-labs-smart-classes-focus-of-5-year-education-plan/articleshow/88797747.cms||Manash Pratim Gohain
