---||Goa||Covid-hit ISL: Match postponed but league goes on||Panaji: The Indian Super League (ISL) saw its third postponement as Kerala Blasters “did not have the requisite number of players available for the match” against Mumbai City on Sunday. Kerala, the league leaders, were forced into isolation since their clash against Odisha FC on Wednesday and did not have any training session prior to Sunday’s scheduled clash. While two players, hotel staff and non-technical staff were known to have tested positive for Covid-19, there were no indications of a postponement during the meeting with CEOs earlier in the day. In fact, both teams shared social media posts surrounding the all-important clash, only for the League to announce the postponement at 4.15pm, less than three and half hours before the game. “The decision has been taken in consultation with the League's medical team after it was assessed Kerala Blasters do not have the requisite number of players available for the match,” the organisers said in a statement on Sunday. FSDL CEO Martin Bain has previously said that if 15 players are not available for a match, the league will “try and reschedule” the match at a later date. This is the third postponement in this edition of ISL and, given the rise in number of positive cases, unlikely to be the last. Jamshedpur FC have been locked indoors since their solitary goal win against SC East Bengal on January 11 and are now scheduled to face Hyderabad FC on Monday. Except for Hyderabad, Chennaiyin FC and Mumbai, all other teams are isolating at the moment. Goa are allowed to step out of their hotel rooms only for training at the nearby Sesa FA ground. The organisers had a meeting with CEOs of all clubs on Sunday afternoon to discuss “urgent matters.” At last count, sources said, there were approximately 60 Covid positives within the eight bio-secure bubbles that have been breached, so far. Between ATK Mohun Bagan, Goa and East Bengal, there are 37 cases. Among those affected are players, coaches, support staff, non-technical staff, hotel staff, wives and girlfriends. There was no indication, however, from the organisers that the League would be paused to allow cases to subside and give the struggling teams some breathing space. “The league, as of now, is not considering postponement,” a senior official who attended the meeting told TOI. “Matches will be evaluated on case-to-case basis, and if teams are unable to field 15 players, the rules will come into effect.” According to the rules, if rescheduling of a match is not possible, a win with 3-0 margin will be awarded to the other team. If both teams have players unavailable, it will be considered a goalless draw. Sources said the league is revising its SOPs to allow clubs to train, rather than remain isolated in their rooms, which is the biggest concern at the moment. “Labs are stretched due to cases (across the country). The League is investing to get the results quicker by partnering other labs. If earlier RT-PCR results were available after 10-12 hours, in the next three to four days, results will be available inside three hours,” said another source. At the meeting, some clubs wondered why there was lack of clarity in postponing matches. “The 15-player rule is something that the Premier League also follows. While those rules are there, the final call is based on medical advice. It’s not just about positive cases and isolations. “For example, one has to consider the availability of at least two goalkeepers, development players, medical staff. A cancellation does not happen just because there are cases. The rule is the same for everyone,” said another source.||https://timesofindia.indiatimes.com/city/goa/covid-hit-isl-match-postponed-but-league-goes-on/articleshow/88938320.cms||Marcus Mergulhao
---||India||Cop, civilian hurt in J&K terror attack||SRINAGAR: Terrorists hurled a grenade at a police and CRPF team patrolling the Saraf Kadal neighbourhood of central Kashmir’s Srinagar district on Sunday evening, leaving a cop and a civilian injured. Constable Mehraj Ahmad from the Fateh Kadal police post in Srinagar and Sartaj Ahmed Bhat, a 27-year-old resident of Saraf Kadal, suffered multiple chest and leg injuries in the explosion. Both were taken to the state-run SMHS Hospital, where medical Superintendent Dr Kanwaljeet Singh described their condition as serious but stable. A police officer said all potential exits had been sealed and security forces were scouring the area for the terrorists. "What we know is that more than one terrorist was involved in the attack. They hurled the grenade in the direction of the patrol party, comprising the police and CRPF's 23 Battalion, and bolted," the officer said. “The civilian was walking past the security personnel when the grenade exploded near him.” Initial reports had suggested nobody was injured in the terror attack, one of several targeting security forces across J&K over the past couple of months.||https://timesofindia.indiatimes.com/india/cop-civilian-hurt-in-jk-terror-attack/articleshow/88938877.cms||M Saleem Pandit
---||India||Cop, civilian hurt in J&K terror attack||SRINAGAR: Terrorists hurled a grenade at a police and CRPF team patrolling the Saraf Kadal neighbourhood of central Kashmir’s Srinagar district on Sunday evening, leaving a cop and a civilian injured. Constable Mehraj Ahmad from the Fateh Kadal police post in Srinagar and Sartaj Ahmed Bhat, a 27-year-old resident of Saraf Kadal, suffered multiple chest and leg injuries in the explosion. Both were taken to the state-run SMHS Hospital, where medical Superintendent Dr Kanwaljeet Singh described their condition as serious but stable. A police officer said all potential exits had been sealed and security forces were scouring the area for the terrorists. "What we know is that more than one terrorist was involved in the attack. They hurled the grenade in the direction of the patrol party, comprising the police and CRPF's 23 Battalion, and bolted," the officer said. “The civilian was walking past the security personnel when the grenade exploded near him.” Initial reports had suggested nobody was injured in the terror attack, one of several targeting security forces across J&K over the past couple of months.||https://timesofindia.indiatimes.com/india/cop-civilian-hurt-in-jk-terror-attack/articleshow/88938938.cms||M Saleem Pandit
---||---||For anti-party activities, BJP expels Uttarakhand minister Harak Singh Rawat for 6 years||DEHRADUN: Ending the weeklong suspension, BJP on late Sunday night expelled Harak Singh Rawat from the party for a period of six years. The action against Rawat has been taken for anti-party activities. Chief minister Pushkar Singh Dhami has dismissed Rawat from his Cabinet. Rawat along with his daughter-in-law Anukriti met Congress state chief on Sunday evening and they both are likely to join the Congress on Monday. While Rawat is likely to get a party ticket from Doiwala in Dehradun, Anukriti is seeking a ticket from Lansdowne assembly seat in Pauri district. Sources in the chief minister's office have confirmed the fact and the state BJP unit has also issued a statement on Rawat’s expulsion. According to a release from the Uttarakhand unit of the party, state BJP chief Madan Kaushik has maintained that indiscipline will not be tolerated, therefore a strict step was being taken against Rawat. He is regarded as a political stalwart and in the 1990's was a minister in Uttar Pradesh government after being elected from Pauri constituency. In 2002 and 2007, Rawat won from Lansdowne constituency and in 2012 registered a win from Rudraprayag. In 2017, he contested on BJP ticket and won from Kotdwar. Watch Former Uttarakhand minister Harak Singh Rawat breaks down after speaking about his expulsion from BJP||https://timesofindia.indiatimes.com/elections/assembly-elections/uttarakhand/news/for-anti-party-activities-bjp-expels-uttarakhand-minister-harak-singh-rawat-for-6-years/articleshow/88941279.cms||Kautilya Singh
---||India||For anti-party activities, BJP expels Uttarakhand minister Harak Singh Rawat for 6 years||DEHRADUN: Ending the weeklong suspension, BJP on late Sunday night expelled Harak Singh Rawat from the party for a period of six years. The action against Rawat has been taken for anti-party activities. Chief minister Pushkar Singh Dhami has dismissed Rawat from his Cabinet. Rawat along with his daughter-in-law Anukriti met Congress state chief on Sunday evening and they both are likely to join the Congress on Monday. While Rawat is likely to get a party ticket from Doiwala in Dehradun, Anukriti is seeking a ticket from Lansdowne assembly seat in Pauri district. Sources in the chief minister's office have confirmed the fact and the state BJP unit has also issued a statement on Rawat’s expulsion. According to a release from the Uttarakhand unit of the party, state BJP chief Madan Kaushik has maintained that indiscipline will not be tolerated, therefore a strict step was being taken against Rawat. He is regarded as a political stalwart and in the 1990's was a minister in Uttar Pradesh government after being elected from Pauri constituency. In 2002 and 2007, Rawat won from Lansdowne constituency and in 2012 registered a win from Rudraprayag. In 2017, he contested on BJP ticket and won from Kotdwar. Watch Former Uttarakhand minister Harak Singh Rawat breaks down after speaking about his expulsion from BJP||https://timesofindia.indiatimes.com/india/for-anti-party-activities-bjp-expels-uttarakhand-minister-harak-singh-rawat-for-6-years/articleshow/88938953.cms||Kautilya Singh
---||India||Covid vaccination for 12-14 age group likely to start by March: NTAGI chief||PUNE: The Covid vaccination programme is set to start for the 12-14 age group from February-end, Dr N K Arora, chairman of the Covid-19 working group of the National Technical Advisory Group on Immunisation told TOI on Sunday. Adolescent vaccination is making impressive strides across the country. A total of 3.31 crore children in the age bracket of 15 to 17 years have already received their first dose, accounting for almost 45% coverage, just 13 days into the drive on January 3 this year. "We aim to cover all the 7.4 crore adolescents in the 15-17 age bracket with the first dose by January-end so that we can start vaccinating them with the second dose from early February and finish the second dose by February-end. We want to start vaccinating children between 12 and 14 years from February-end or early March," Dr Arora said. Children aged 12 to 17 are quite like adults, experts said. "So, the decision was mainly taken to protect the adolescents in the 15-17 group first. Once their full vaccination is done, the government will take up the policy decision to include the next age group, which is the 12-14 bracket," he added. Immunising adolescents is important as they are quite mobile. They go to schools, colleges, mingle and run a high risk of acquiring infection, particularly due to the fast-paced Omicron variant of the coronavirus. This is why the government prioritised this group from the under-18 category, experts said. “Expanding the ambit of children’s vaccination is a welcome step. The government should also consider prioritising the vaccination of comorbid children in the 5-14 age group as they are also more at risk of developing severe Covid,” said Dr Pramod Jog, former national president of the Indian Academy of Paediatrics. Bharat Biotech’s Covaxin, which is being given to the country’s adolescents (15-17 group) has the Centre’s Emergency Use Approval for children in the 2-17 group. The vaccine has been found safe and effective in children’s trials in the 2-17 age bracket.||https://timesofindia.indiatimes.com/india/covid-vaccination-for-12-14-age-group-likely-to-start-by-march-ntagi-chief/articleshow/88939002.cms||Umesh Isalkar
---||India||Covid: India's 1st strain-specific vaccine targeting Omicron is in sight||MUMBAI: India could soon have its first messenger or mRNA vaccine soon, with the near-completion of Phase 3 clinical trials by Gennova Biopharmaceuticals, even as the company also started developing a variant or Omicron-specific vaccine using the same tech platform. The Pune firm has recently submitted Phase 2 trial data of their two-dose mRNA vaccine, and is close to completing phase 3 trials (over 3000 of the 4000 subjects have received the 2nd dose), sources told TOI. It has started manufacturing the vaccine "at risk" and can roll out "sufficient" quantities once it gets the regulatory nod. India's drug regulator is expected to review the data this week and take a decision regarding the approval soon, official sources said. Coronavirus live updatesPune-based Gennova has developed the mRNA vaccine for the Omicron variant in the laboratory, which will be tested for human use for efficacy and immunogenicity soon, sources told TOI. Dr VK Paul, chief of the national Covid-19 task force, told TOI that the development of the mRNA platform was a significant scientific feat for the country. The thermo-stable vaccine (using the existing cold chain infrastructure) and the platform could be useful for Covid once deployed, and even beyond, he said. The Omicron-specific vaccine under development is also exciting while the quick-switch platform would come into play as and when mutant strains emerge, he said. "The drug regulator will study and take a decision on whether an approval can be given (to Gennova)," Dr NK Arora, chairman of India's technical advisory group on Covid vaccination, said. Bharat Biotech recently claimed that a booster shot of its Covaxin would neutralise the Omicron variant, but it is understood that the data is yet to be studied by the regulator. Globally, too, Moderna, Janssen, Sinopharm, Gamaleya, Novavax and AstraZeneca are being tested to check their efficacy against Omicron, while many others are in development. Pfizer said its mRNA vaccine that targets the Omicron variant would be ready in March. A safe and effective vaccine using the next-generation mRNA platform could be an important option for boosting the immunity of health workers and the vulnerable population, as well as to widen the vaccine basket for the country's Covid immunisation programme. Gennova, a subsidiary of Emcure Pharmaceuticals, is also progressing on a paediatric vaccine for the age group 5 to 17 years, and has submitted the stipulated protocol to conduct trials. The mRNA vaccine technology is synthetic in nature and has the potential to reduce the speed of vaccine development timeline, Gennova Biopharm CEO Dr Sanjay Singh told TOI. The same tech platform, so-called 'pandemic-ready', can be utilised and scaled up quickly as the virus mutates.||https://timesofindia.indiatimes.com/india/covid-indias-1st-strain-specific-vaccine-targeting-omicron-is-in-sight/articleshow/88939137.cms||Rupali Mukherjee
---||India||Congress's 20 Uttarakhand seats caught in Rawat-rival tug of war||DEHRADUN: While opposition Congress has formed a consensus on 50 seats in poll-bound Uttarakhand, remaining 20 seats of the state are posing a problem, as per insiders. The camps of former CM Harish Rawat and leader of opposition Pritam Singh are pushing for different leaders for these seats, which include five from Dehradun: Raipur, Doiwala, Rishikesh, Mussoorie and Sahaspur, the sources added. In Sahaspur, it was almost certain that Aarendra Sharma, considered a member of the Pritam Singh camp, would get the Congress ticket. That changed a few months ago, when the name of youth leader and zila panchayat member Rakesh Singh Negi, backed by Harish Rawat, cropped up. Negi is now being considered a strong contender. In Doiwala, Heera Singh Bisht, who had won the seat in 2014 bypoll, was speculated to get the ticket. Now, sources say, an "unexpected and surprise name" may get the Doiwala ticket and Bisht may be shifted to Raipur. In Raipur, Prabhu Lal Bahuguna and Mahendra Negi Guruji are in the race for Congress ticket. In Mussoorie, Congress is likely to decide between Jot Singh Gunsola and Godavari Thapli. It is a similar situation in Rishikesh, where the party is yet to take a call between Shoorveer Sajwan and Rajpal Kharola. When contacted, Congress general secretary (administration) Mathura Dutt Joshi told TOI that "it was a healthy competition for the party ticket." "It would be wrong to say that there are any differences. Each party member has the right to throw their hat in the ring and it's up to the party to decide on whom to place the bet," he said. Joshi added that almost all parties had more than one contender for each seat and that Congress will announce its list any day now. Both Rawat and Singh also denied being at loggerheads. Harish Rawat said, "There are no differences. A screening committee has visited areas of Garhwal and Kumaon and has directly interacted with the candidates."||https://timesofindia.indiatimes.com/india/caught-in-rawat-rival-tug-of-war-congress-20-uttarakhand-seats/articleshow/88939270.cms||Kautilya Singh
---||India||Covid: In one year, 70% of adults fully vaccinated||NEW DELHI: In an achievement unprecedented in both scale and reach, India has fully vaccinated nearly 70% of its adult population with two doses of Covid jabs in one year since the rollout of the world's largest vaccination drive against Covid-19 on January 16 last year. A postage stamp on indigenously-developed Covaxin was released on Sunday to mark one year of the inoculation drive. While more than 93% of adults have been covered under the programme with at least one jab, over 46% of adolescents in the 15-17 age group has also received the first dose. Besides, 42.98 lakh 'precaution dose' have also been administered so far. Lauding the feat, Prime Minister Narendra Modi tweeted, "I salute each and every individual who is associated with the vaccination drive. Our vaccination programme has added great strength to the fight against Covid-19. It has led to saving lives and thus protecting livelihoods." The nationwide drive has added great strength to India's fight against the pandemic and resulted in saving lives and protecting livelihoods, he added. Despite the slow pick up of vaccination during the initial days of the drive, marred by supply constraints as well as hesitancy, the government managed to ramp up both stocks as well as administration of jabs in phases helped by strong awareness campaigns. The latest 10 crore doses were given in only 14 days, as against 85 days taken during the initial 10 crore vaccinations. While 12 states and Union territories have achieved 100% coverage of first dose of Covid jabs, 26 states have more than 90% coverage for the same. Seven states and UTs have more than 95% adults fully vaccinated. The Centre has urged states and UTs to speed up vaccination coverage to ensure people are protected against severe Covid-related disease and deaths. Overall, a total of 157 crore doses have been administered in the country till 9pm on Sunday - this includes 86% Covishield and 13% Covaxin. However, apart from these two jabs that were widely used under the government programme, several other vaccines have been approved in the country during last one year. Health minister Mansukh Mandaviya released a commemorative postage stamp on Covaxin on Sunday to mark one year of India's inoculation drive.||https://timesofindia.indiatimes.com/india/covid-in-one-year-70-of-adults-fully-vaccinated/articleshow/88939293.cms||Sushmi Dey
---||India||India to send a battalion for peacekeeping ops in Africa||NEW DELHI: India will next month dispatch an infantry battalion for UN peacekeeping operations in the oil-rich Abyei region in Africa, which straddles northern and southern Sudan and is hotly contested by both. The Indian infantry group with around 570 soldiers will be deployed under the UN Interim Security Force for Abyei (UNISFA), which is tasked with monitoring the volatile border between north and south and facilitating humanitarian aid. The UNISFA is also authorized to use force in protecting civilians and humanitarian workers in Abyei. With 5,300 soldiers currently deployed in eight of the 12 UN ongoing missions around the globe, the Indian Army is the world’s third largest troop contributor to peacekeeping operations after Bangladesh and Nepal. The decision to send another infantry battalion comes amidst India’s ongoing two-year tenure as a non-permanent member of the UN Security Council since January last year. This is the eight time India has a seat at the famous horseshoe table at the 15-member UNSC. The 13-lakh strong Indian Army has contributed over 2.58 lakh troops in 51 of the 71 UN missions since the first one for Korea in 1953-54, with 159 Indian soldiers having also laid down their lives in the operations. The deployments have ranged from Yemen, Namibia, Mozambique, Angola, Ethiopia-Eritrea to Cambodia, Somalia, Rwanda, Lebanon, Congo and Sudan. But this has not yielded anything till now in terms of India’s concerted efforts to seek a permanent seat with veto powers in the UNSC. Just last month, India’s envoy to the UN, T S Tirumurti, had again underlined India’s case for a permanent UNSC membership. “India will continue to push for UNSC reforms. Apart from our performance at the UN and other factors, the Army’s participation in various peacekeeping operations has ensured stability in different parts of the world. The large troop contributions do reinforce India's claim for a permanent UNSC seat,” a senior official said. The UN deployments also earn goodwill for India, especially in places like the mineral-rich Africa, where the new “great game” is now being played with China making major strategic inroads into the continent. Apart from “international exposure”, UN assignments also give Indian battalions a much-needed break from being deployed along the long “active” borders with Pakistan and China as well as relentless counter-insurgency operations in J&K and north-east. Moreover, hefty UN allowances in dollars given to the soldiers, over and above their Indian rupee salaries, are also more than welcome.||https://timesofindia.indiatimes.com/india/india-to-send-a-battalion-for-peacekeeping-ops-in-africa/articleshow/88939315.cms||Rajat Pandit
---||India||Under pressure from BJP, Rajasthan set to give Alwar girl's case to CBI||JAIPUR: Following pressure from BJP, the Rajasthan government on Sunday decided to hand over the investigation of a hearing-speech impaired minor girl's case in Alwar to the Central Bureau of Investigation (CBI). The minor girl was found in a distressed condition on a bridge in Alwar with injuries on her private parts on January 11. Soon, the state government will recommend the central government for the CBI inquiry, said an official statement released by the CMO. The decision was taken at a high-level meeting headed by CM Ashok Gehlot. It came a day after Gehlot hinted that the investigation can be handed over to senior police officers, CID, Crime Branch or CBI if the family demanded. It is, however, unclear whether the family has demanded the CBI probe. BJP's national spokesperson Sambit Patra and Shahzad Poonawala's post highlighting the crime on Twitter had gone viral. BJP state president Satish Poonia formed a three-member delegation to visit Alwar on January 12.The case took a U-turn on January 14 when Alwar SP Tejaswini Gautam called an urgent press conference to rule out the possibility of rape.||https://timesofindia.indiatimes.com/india/under-pressure-from-bjp-rajasthan-set-to-give-alwar-girls-case-to-cbi/articleshow/88939387.cms||---
