June 12, 2020||Thiruvananthapuram||Kerala: CPM Leader PK Kunjananthan dies at 73||THIRUVANANTHAPURAM: Senior CPM leader PK Kunjananthan died in Thiruvananthapuram on Thursday. He was 73 years old. He was a member of CPM Panoor Area Committee since its formation and a close associate of chief minister Pinarayi Vijayan. He was serving a life sentence for conspiracy charges in the murder of RMP leader TP Chandrasekhar. He was the 13th accused in the case. Kunjananthan was undergoing treatment for stomach ailments for the past two years. His condition worsened two weeks ago following which he was put on ventilator support. He breathed his last around 9pm. In March this year, the state high court had suspended his sentence and had granted a three-month bail to undergo specialised treatment as per the recommendations of a medical board. Kunjananthan was arrested in July 2012 and he was convicted by court in January 2014. His time in prison was controversial for the amount of time he spent outside availing frequent paroles. He even attended party conferences after coming out on parole. Despite his absence owing to his imprisonment, the party had elected him as a member of CPM Panoor Area Committee. Sources close to the deceased said that his body will be taken to his home in Kannur.||http://timesofindia.indiatimes.com//city/thiruvananthapuram/kerala-cpm-leader-pk-kunjananthan-dies-at-73/articleshow/76329642.cms||Rejith Balakrishnan
June 12, 2020||Kolkata||For intimate scenes, serial actors might be asked to hug mannequins||KOLKATA: Mirroring the realities in the storyline of serials seems to be one of the smartest ways out for the Bengali small screen industry that resumed shooting after 87 days. That’s exactly what writer-director Leena Gangopadhyay did when she wrote the episode of “Sreemoyee” that resumed shooting on Thursday.  At least for this serial, the dialogues have been written in such a way that actors have to maintain social distancing. “We shot a scene with a character called Sankalpa. He is down with fever and has to be hospitalized,” says Gangopadhyay. Though she refuses to say if the character will be shown as a patient infected by Covid-19, she mentions that dialogues have cleverly written keeping in mind the health guidelines that have been issued for patients complaining of temperature. “So, when someone wants to come close and check his temperature, Sankalpa asks the person to stay away and says: ‘Don’t come. Tumi kachhe esho na karon ekhon Corona hochhe’,” says Gangopadhyay. Parno Mittra gets ready to shoot for 'Kora Pakhi' On the sets, not more than 35 people are present. The thermal check is being done at entry points. Everyone on the sets has masks on. Only while shooting, actors are allowed to remove them. Does it psychologically impact actors to shoot without a mask while everyone around doesn’t need to remove them? “If you’ve been a part of relief work, you are already in the middle of everything. So it’s not really the fear of the virus. I guess, it’s just weird getting back to work after three months,” says actor Parno Mittra, who begun shooting for “Kora Pakhi” on Thursday. The work atmosphere, she says, has been impressive. “Everything is sanitized. I’m taking all sorts of safety measures. I’m driving to work instead of using the production pick up drop. I have my own sanitizer and all the other things required,” Mittra adds. Ushasie Chakraborty, who will be going to shoot for “Sreemoyee” on Friday, is a little tense. “It was clear that I wanted to begin shooting. However, I admit to being tad anxious. It’s not that during this lockdown I have been staying in isolation. I have gone out and have volunteered for a community kitchen set up by a few friends. Yet, when I think of shooting without a mask on, I feel a little nervous. In fact, I have also spoken to friends who are in the medical profession to understand what my health hazards can be like when I shoot this way and where hospital beds will be available should I get infected,” Chakraborty says.  A minimum of six-ft distance has to be maintained between two actors while shooting. Face shield and PPE kits have been made compulsory by some production houses for technicians coming close to the actors. Frequent sanitization of props/ set/ costume is being done. Disposable cups and plates are also being used. Most of the cast and crew are carrying their own food. A lot of actors are carrying their clothes back home and doing make up on their own. Every set has one dedicated person to monitor that the guidelines are being followed.  None of the “Sreemoyee”, “Mohor”, “Nakshikata”, “Kora Pakhi” and “Jionkathi” serials written by Gangopadhyay have any intimate scenes. So, that automatically ensures social distancing. In case of scenes involving a family, it has been written in a way so that the characters don’t need to stand close to each other. Shooting in progress on the sets of 'Sreemoyee' Others are planning to use mannequins in case of shots that have to show actors hugging each other. According to Sani Ghosh Ray, who produces ‘Phirki’, ‘Dhrubotara’, ‘Sanjher Bati’ and ‘Irarbatir Chupkatha’, “Everyone has been very cooperative. For the hugging scenes, we were planning to use cheat scenes and use mannequins for those characters who have their back to the camera,” says Ghosh Ray. So, the actor facing the camera will actually be embracing a mannequin that is in costume!  In the changed rules, child actors below 10 are not allowed to shoot. Hence, Mahi Singh, the protagonist of “Phirki”, isn’t there on the sets. “We are missing Mahi but had to change the track in the new circumstances,” Ghosh Ray says. Most of the actors above 65 have opted out of shooting. But septuagenarian Dulal Lahiri, who acts in “Mohor”, is keen to return after July 15. “I’m glad the youngsters have come back and have begun shooting. I too am waiting to return. Given my age, I want to wait till the middle of July before I got back to shooting,” Lahiri says.  Meanwhile, Arka Ganguly, who produces “Jionkathi”, has bought washing machines. “Earlier we had people to manually wash the costumes. Since the costumes now need to washed daily, they are being trained to operate the machines. We are trying to get units which people can operate themselves and procure the masks,” Ganguly says. PPE kits and face shields have been given to many too. “In our unit, at least 15 people were given face shields and PPE kits,” Ganguly adds. Incidentally, the number of episodes shot on the first day have not gone down from what it was earlier.||http://timesofindia.indiatimes.com//city/kolkata/for-intimate-scenes-serial-actors-might-be-asked-to-hug-mannequins/articleshow/76329548.cms||Priyanka Dasgupta
June 12, 2020||Kolkata||#UnlockingDiaries: Kolkata goes shopping for change||From offering attractive discounts to displaying products on video calls, shops are going all out to woo customers ever since they received the government’s nod to reopen from June 8. Coping with losses in the wake of the lockdown as well as Cyclone Amphan, traders are desperate to get business back on track and have implemented safety measures like thermal screening, regular sanitisation, mandatory wearing of masks and social distancing to provide a safe shopping experience. Though the first week saw very few customers, traders are hopeful of a revival what with Durga Puja coming up. CT toured some of the most popular shopping hubs in Kolkata to get a sense of what people are stepping out to buy the most in #Unlock1.0. Gariahat MarketIn demand: Cotton saris, shorts, half-sleeved cotton panjabis, rubber slippers, hair products “We’ve sold a few printed cotton saris that can be worn at home. Customers are going for affordable options priced below `1,000,” said Disha Roy and Shaswata Paul from a garments shop. Sanjoy Saha of a renowned sari showroom said, “Bengalis love to shop and they missed the chaitra sale. So, we are hopeful they will compensate for that this Puja.” Shop owner Joydeb Nag is offering up to 50% discount on saris. Also in demand are half-sleeved cotton panjabis, kidswear, infantwear, shorts and basic lingerie. “Many women are buying sports bras as they are exercising more in the lockdown,” said a shopkeeper. While there is no demand for cosmetics, many are interested in hair grooming products. Rubber slippers, chappals and running shoes are popular too. “Belts are also selling as people’s weights have been fluctuating in the lockdown,” said another shopkeeper. New MarketIn demand: Infant wear, comfortable clothes for home, lingerie, cosmetics “The sale of clothes for newborns is good. Since schools are closed, clothes for children to wear at home are in demand,” said shop owner Sanjoy Motwani. Basic lingerie products are popular but not the fancy ones. “There are orders for shampoos, conditioners, deodorants and other skincare products, but now with malls and restaurants reopening, I’m sure people will buy more grooming products,” said Amartya Shaw from a cosmetics shop. Hitesh Adwani, who sells dress materials, said, “The demand is gradually picking up. Fashion designers are buying dress materials in bulk.” DakshinapanIn demand: Saris, dresses, blouses “We are getting 2-3 customers a day. But the regulars are buying on video calls and WhatsApp. We deliver their orders by courier,” said Chandoni Basu, owner of a clothing shop. Another shop, which specialises in saris from Andhra Pradesh, is home delivering the orders. “I think it will take months to get the business back to normal. Since we are all government-run shops, we haven’t increased our prices,” said manager Korada Rohini. Metro PlazaIn demand: Kidswear, slippers "There is a steady demand for casual T-shirts and track pants for kids, but no takers for partywear," said shop owner Hemant Asher, who is content despite low sales. "People are mostly coming in for casual slippers. I wouldn't say that the market is good, but it is catching up fast," said Zeeshan Ali, another shop owner. New stocks have started arriving. AC MarketIn demand: Kidswear, homewear, shorts, T-shirts, tank tops, loungewear “It’s been just four days since the market reopened. There are hardly any customers. So, we are not even thinking of ordering new stocks until the old one is cleared. The few who are coming are mostly looking for general items that can keep you comfortable at home. It will take around 10 days to understand what the demand is like,” said Harish Agarwal, owner of a garments shop for women. Vardaan MarketIn demand: Watch batteries, essentials "Nearly 70% to 80% of the shops are open, but customers are missing. We have got a few requests for changing watch batteries and repairing of watches. We paid all our staff from our savings as it was necessary to open the shop. I think it will take at least three months to get business back on track,” said Wasim, owner of a watch shop.||http://timesofindia.indiatimes.com//city/kolkata/unlockingdiaries-kolkata-goes-shopping-for-change/articleshow/76329094.cms||Ruman Ganguly
June 12, 2020||India||Troops in high readiness all along LAC as more military talks lined up||NEW DELHI: India has further cranked up its operational military readiness all along the ‘northern borders’ after initially being caught off-guard by the well-planned multiple intrusions by Chinese soldiers early last month, even though hectic negotiations at Lt-General levels are on to defuse the major troop confrontation in eastern Ladakh. Sources on Thursday said all Army units and IAF airbases geared towards the three sectors of the unresolved 3,488 km Line of Actual Control (LAC) — western (Ladakh), middle (Uttarakhand, Himachal) and eastern (Sikkim, Arunachal) — are “fully activated” in response to the major PLA military build-up in different places along the border. “A close watch is being kept to cater for any contingency, including more muscleflexing by China in some new sectors. Nothing is being left to chance,” a source said. The forward border management posture of our troops from Ladakh to Arunachal will be maintained as long as the PLA does not withdraw its forces from close to the LAC,” a source said. The 33 Corps (headquarters at Sukna in West Bengal) in the eastern sector, for instance, has moved forward its units under the 17 (Gangtok), 27 (Kalimpong) and 20 (Binnaguri) Mountain Divisions (each division has 10,000-12,000 soldiers) to their ‘operational alert areas’ much ahead of their yearly schedule. This came after Indian ISR (intelligence, surveillance, reconnaissance) platforms detected the “abnormal” PLA military build-up just before the rival troop confrontations erupted in Pangong Tso, Galwan Valley region and Gogra-Hot Springs area in eastern Ladakh as well as the Naku La sector in north Sikkim in early-May. Concurrently, the Army also inducted several additional battalions, along with artillery guns and other heavy weapon systems, into Ladakh to back the Leh-based 3 Infantry Division there, as was first reported by TOI last month. But with another set of meetings slated between local commanders in eastern Ladakh over the next few days, India remains hopeful of restoration of status quo ante with PLA troops withdrawing from the face-off sites in Indi an territory and de-inducting the military build-up in their own territory. A little bit of disengagement has already taken place in the Galwan Valley and Gogra-Hot Springs areas, with a mutual troop pull-back of around 1-2 km at the confrontation sites there, after the June 6 meeting between 14 Corps commander Lt-General Harinder Singh and South Xinjiang Military District chief Major General Liu Lin. But there is still a long way to go before there is actual deescalation on the ground. Pangong Tso, for instance, remains a bone of contention. All Indian patrols going west to east from ‘Finger-4 to 8’ (mountainous spurs separated by a distance of 8 km) have been blocked by the PLA since early-May. Indian soldiers for long have patrolled till the Finger-8 area, where the LAC runs north to south, as was reported by TOI earlier. “Military talks are underway for a reciprocal and sequential withdrawal and deinduction of forces. But it’s likely to take time. We don’t visualise much difficulty in Galwan and Hot Springs, but Pangong Tso will be tough,” the source said. Watch India, China engaged in talks to resolve border tensions in eastern Ladakh: MEA||http://timesofindia.indiatimes.com//india/troops-in-high-readiness-all-along-lac-as-more-military-talks-lined-up/articleshow/76330778.cms||Rajat Pandit
June 12, 2020||India||MEA dismisses USCIRF report, says it is biased||NEW DELHI: Responding to criticism of India in the report on international religious freedom for 2019 published by the US state department, India said on Thursday that it saw no locus standi for a foreign entity to pronounce on the constitutionally protected rights of Indian citizens and that the panel had exhibited its bias and lack of understanding. The US Commission on International Religious Freedom’s (USCIRF) reports on India and its minorities have been a regular friction point with the Indian government vigorously rejecting its critical commentary. In an indicator to its formal response, external affairs minister S Jaishankar had written to BJP MP Nishikant Dubey that the USCIRF has been known to make “prejudiced, inaccurate and misleading observations” on the state of religious freedom in India. “We do not take cognisance of these pronouncements and have repudiated such attempts to misrepresent information related to India,” he wrote while confirming that visa requests by the Commission teams had been denied. On India, the report underscored the importance of respecting religious freedom and promoting tolerance and mutual respect throughout the year with the ruling and opposition parties, civil society and religious freedom activists, and religious leaders belonging to various faith communities. It referred to the decision to make Jammu and Kashmir a Union territory last August and the passage of the Citizenship Amendment Act (CAA) while detailing its concerns. On Thursday, the MEA said this has been India’s principled position. The report, said the government, is published annually by the state department as part of its legal requirement to the US Congress and is an internal document of the US government. “India’s vibrant democratic traditions and practices are evident to the world. The people and government of India are proud of our country’s democratic traditions,” said MEA spokesperson Anurag Srivastava. “We have a robust public discourse in India and constitutionally mandated institutions that guarantee protection of religious freedom and rule of law,” he added.||http://timesofindia.indiatimes.com//india/mea-dismisses-uscirf-report-says-it-is-biased/articleshow/76330855.cms||---
June 12, 2020||India||ICMR: Only 0.7% of population in 83 districts exposed to Covid||NEW DELHI: Less than 1% — 0.73% to be precise — of the population has been found exposed to Covid-19 infection in the results of the first part of the sero-survey conducted by the Indian Council of Medical Research (ICMR) in 83 districts and the low prevalence saw the government assert that there was no community transmission in India even though incidence may be higher in containment zones or hotspots. Sharing the results of the sero-survey (blood-based tests to check for Covid-19 antibodies), ICMR director general Balram Bhargava said, “There is a heightened debate around this term — community transmission. Having said that, I think even the WHO has not given a definition for it. And, as we have also shown, India is such a large country and the prevalence is so low. In urban and containment areas, it may be slightly higher. But India is definitely not in community transmission.” The second part of the survey — to estimate the scale of transmission in containment zones in hotspot cities like Delhi, Ahmedabad, Mumbai and others — is still going on. The survey under discussion on Thursday relates to the situation till April 30. Covid-19: Live updatesThe ICMR conducted the serosurvey in May and the data is based on reported Covid-19 cases till April 25. The assessment that this reflects the situation in April-end is based on the calculation that it takes up to two weeks for the infection to manifest itself. The government cautioned that a limited spread also means a large proportion of the population is still susceptible. “There is no room for complacency. No one should let their guard down and states must continue with contact tracing, testing and containment strategies,” a government source said, adding there was a tendency among some sections of people to consider the threat to have passed. “So far, the incidence is not very high and containment is intended to stamp out high levels of local transmission,” he said. The first part of the survey — to assess the magnitude of Covid-19 spread in the general population across the country — involved 83 districts with 28,595 households visited and 26,400 individuals enrolled under it. More on Covid-19 Coronavirus pandemic: Complete Coverage Unlock 1.0: What's open & from when in MHA's phase-wise reopening plan It's time to mask up and stay safe: Join TOI's #MaskIndia campaign MHA's guidelines for home isolation Trust the newspaper for your daily verified news ICMR said data from 65 districts had been compiled till now and this might the biggest serosurvey conducted anywhere. Findings of the survey also showed the risk of the spread was higher in urban areas as compared to rural areas. In urban areas, the risk of spread was 1.09 times higher, whereas in urban slums, it was 1.89 times higher than rural areas. It also showed that the fatality rate among those surveyed was very low, at 0.08%. Watch TOI Daily: Only 0.7% of population in 83 districts exposed to Covid, says ICMR||http://timesofindia.indiatimes.com//india/icmr-only-0-7-of-population-in-83-districts-exposed-to-covid/articleshow/76330864.cms||Sushmi Dey
June 12, 2020||India||Stimulus package as large as Pakistan’s GDP: India on Imran offer||NEW DELHI: After Pakistani PM Imran Khan’s offer to extend the benefit of his cash transfer scheme to Indians, the government on Thursday reminded Khan that India’s recently announced stimulus package alone was as large as Pakistan’s GDP. The foreign ministry said Pakistan was better known for making cash transfers to bank accounts outside the country rather than giving to its own people. “Clearly, Imran Khan needs a new set of advisers and better information. We all know about their debt problem (almost 90% of GDP) and how much they have pressed for debt restructuring,” the MEA spokesperson said. “It would also be better for them to remember that India has a stimulus package which is as large as Pakistan’s annual GDP,” the spokesperson added. Khan had offered to share with India Pakistan’s experience of implementing its “successful” cash transfer programme following reports of how poor people in India were battling poverty because of the coronavirus lockdown. Khan said his government had successfully transferred Rs 120 billion in nine weeks to over 10 million families in a “transparent manner”. “I am ready to offer help and share our successful cash transfer programme, lauded internationally for its reach and transparency, with India,” he had added. Watch Our stimulus package equals Pakistan’s GDP: India on Imran Khan’s ‘offer’ to help||http://timesofindia.indiatimes.com//india/stimulus-package-as-large-as-pakistans-gdp-india-on-imran-offer/articleshow/76330952.cms||---
June 12, 2020||India||Tata Memorial does 494 cancer surgeries during lockdown||MUMBAI: At a time when cancer treatment has slowed down across the world due to the Covid-19 pandemic, Tata Memorial Hospital in Mumbai has set a sterling example by successfully operating on 494 cancer patients during the lockdown, many of them with conditions that made them susceptible to the novel coronavirus, such as advanced age, diabetes or hypertension. The 494 surgeries for different cancers were performed during a five-week span starting from the date of the nationwide lockdown. The hospital’s effort — perhaps the largest such body of work in cancer surgery in the world during the pandemic — is being printed in the ‘Annals of Surgery’, one of the best known medical journals for surgery. “No lives were lost. Only six of these patients tested positive for Covid but they didn’t need ICU care,’’ said Tata Memorial deputy director Dr Shailesh V Shrikhande, who heads cancer surgery. It wasn’t easy to go ahead with the surgeries given that the city is now referred to as the country’s Covid capital. However, the hospital, which works under the central department of atomic energy, soldiered on because of the huge disease burden. “There are about a million new cancer cases in India, of whom around 0.2 million require surgery. In the absence of surgery, most will experience disease progression with resultant mortality. Given that death due to Covid in India is 0.99 per million of population with case fatality rate of about 3%, cancer mortality in absence of definitive surgery will far exceed the mortality due to Covid,” said the authors in the research article. Moreover, most patients had pre-booked for surgery. Many were from outside Mumbai and were already here when the lockdown was announced. “Only 36% of these patients were from Mumbai or the rest of Maharashtra. The majority — almost 64% — were from outside,’’ said Dr Shrikhande, the lead author. “These were compelling enough (reasons) to continue major cancer surgeries,” said the paper.||http://timesofindia.indiatimes.com//india/tata-memorial-does-494-cancer-surgeries-during-lockdown/articleshow/76330993.cms||Malathy Iyer
June 12, 2020||Pune||Youngsters up style quotient with quirky designer masks||PUNE: Mask has become a compulsory accessory as well as a fashion statement. Youngsters are wearing masks themed on their favourite television shows, movies, or printed with iconic dialogues from pop culture. Divesh Mehta, AVP, marketing and communications, Wear Your Opinion, a clothing brand which has added fun face masks to the list of products it manufactures, said, "The idea is to make wearing a mask bit quirkier and in style so that one becomes comfortable with the same. Mixing pop culture statements with the current situation creates an apt design. While we add humour to our masks, we also send subliminal messages, asking people to follow quarantine, maintain social distancing and, overall, be cautious." "Statements like ‘Bilkul Riks Lene Ka Nahi’ are more towards being cautious and ‘Bulati Hai Magar Jaane Ka Nahi’ is an appeal to follow quarantine, lockdown rules. Rohin Santaney, co-founder and director, The Souled Store, which has partnered with brands like Marvel, DC, and Disney to manufacture themed apparel, has also taken to producing masks. "Our best selling piece is the vintage Disney mask, which features the beloved Disney characters. The joker mask is also very popular, so is the Punisher. Customers also love the Bella Chao printed mask," he said. These masks are three-layered, made with a cotton-polyester blend that claims to give enough protection while being reusable, said Santaney. But for visiting places where chances of infection are high, these masks will not do, you need a KN 95 mask with higher protection, he added.||http://timesofindia.indiatimes.com//city/pune/youngsters-up-style-quotient-with-quirky-designer-masks/articleshow/76330307.cms||---
June 12, 2020||Business||Recovery faster than expected: Airbnb||BENGALURU: Domestic travel has recovered much faster than expected on Airbnb as people opt for locations that are within driving distance, relatively cheaper, and also offer longer duration stays. This is being observed even as younger travellers look to work from a different home after three months of lockdown, said Airbnb co-founder Nathan Blecharczyk in an interview with TOI. The home-sharing platform, which is one of the world’s most valued startups at $31 billion, has already seen more domestic bookings (people travelling within the country) globally for the two and a half weeks ending on June 3 as compared to the same period last year. “In fact, domestic travel globally on Airbnb is now greater than the same time last year,” Blecharczyk said. According to him, the recovery in travel will be uneven as Covid-19 is “inevitably a prolonged event” and people are still reluctant to take a flight. While the pandemic has ravaged the travel sector, Blecharczyk added that companies focused on “international or business travel might be slower to recover than those who focus on consumers (leisure travel) and domestic”. “Although we have seen recovery faster than we budget for, we kind of budgeted for a real worst-case scenario. And fortunately, we’re seeing a much better outcome than what we forecasted,” added Blecharczyk. The company has started an effort to target domestic travel with the “Go Near” category. In India, where Airbnb has 80,000 listings, the platform is seeing an increase in searches for stay options near metros — like Alibag, Lonavala and Panchgani near Mumbai — even though Goa and Rajasthan have historically been popular markets for the company. Airbnb also said that in India, 70% of the visitors are searching for dates starting from July for driving holidays, experiential travel, and rural & farm stays as states are expected to open travel restrictions. Domestic accounts for 51% of Airbnb bookings originating from India. “Domestic has always been a big part of our India business. And I would expect during this period to see a big shift in that direction,” said Blecharczyk. With the onset of the Covid-19 pandemic, Airbnb raised $2 billion at reportedly a lower valuation of $18 billion to shore up its balance sheet. Besides, it laid off 25% of its workforce and suspended its marketing, which had an annual budget of $800 million as the business took a nosedive. “We went from growing roughly 35% year over year in terms of revenue to losing almost 80% of our revenue in the span of a few weeks here,” said Blecharczyk, talking about the impact of Covid-19 on the business. He said Airbnb finds itself in a better position in the travel space as homestays are “private, more secluded, don’t have a public lobby”, especially for those travelling with family — giving a more “controlled environment”. This, as compared to hotels that are deriving 30-35% business from business travellers, some even higher because of conferences. Airbnb, which was also planning to go for a much-watched IPO this year before the pandemic, said that it is still a possibility. “Nothing’s off the table. I think we’re ready to go public when the market is ready. ....And waiting for unanswered questions… to get more clarity on them, like, how fast is the recovery? Are we going to see a second wave or not?” said Blecharczyk.||http://timesofindia.indiatimes.com//business/india-business/recovery-faster-than-expected-airbnb/articleshow/76329306.cms||Madhav Chanchani
June 12, 2020||Business||More sectors adopt digital channels: TCS||MUMBAI/BENGALURU: The emergence of Covid-19 has resulted in many sectors adopting digital channels, said TCS chairman N Chandrasekaran at the company’s first-ever virtual annual shareholder meeting on Thursday. The options which were “secondary” and “nice-to-have” have become primary channels and in some instances, the “only channels”, said Chandrasekaran, emphasising that this was the transformation the company spoke about five years ago when it said “default is digital”. TCS is the first Indian listed company to hold its annual shareholder interaction over video conferencing after the government relaxed rules because of human mobility restrictions triggered by the Covid-19 pandemic. Otherwise, in a normal, non-virus year, investors and non-investors travel from different parts of the city and elsewhere to the Birla Matoshree auditorium in south Mumbai to attend TCS’s shareholder meeting. On Thursday, 1,283 people from Ahmedabad to Boston to Coimbatore logged in from their homes to see and hear Chandrasekaran’s response to their questions. The chairman, on his part, made TCS House, the company HQ, the venue to address shareholders. “The sharp shift in consumer preferences has now forced enterprises to significantly accelerate their digital transformation initiatives,” said Chandrasekaran, who was flanked by TCS CEO Rajesh Gopinathan and company secretary Rajendra Moholkar. Though the pandemic reversed the positive momentum the company saw in the first half of fiscal 2020, Chandrasekaran said that digital technologies will play a more enhanced role in the post-Covid world as sectors adapt to the new normal, which would also help TCS to bounce back. Whatever an enterprise does physically will have to be “reimagined”, said the chairman, responding to one of the 27 speakers’ queries. The shareholder interaction, conducted over NSDL’s online platform, lasted 2 hours and 45 minutes, but lacked the repartee between the management and shareholders, which otherwise is seen during the physical meetings. Many entities will be hosting their annual shareholder meetings over video conferencing in the coming days. An awaited AGM is of RIL, which sees the biggest congregation of stock market participants at the Birla Matoshree auditorium. Since RIL has not announced its AGM date, it remains to be seen if RIL will follow TCS in conducting its shareholder interaction online.||http://timesofindia.indiatimes.com//business/india-business/more-sectors-adopt-digital-channels-tcs/articleshow/76329560.cms||---
