June 5, 2020||Bengaluru||Teachers face challenges as online classes gather steam||When educational institutions were shut at the start of the coronavirus pandemic in the country, not many reckoned it would change the face of education as we have all known. From a no smartphones allowed in school, to learning only with such devices at home, it has been a massive change that everyone involved – teachers, students and parents – is still getting accustomed to. With uncertainty still surrounding the reopening of schools and colleges, many institutions have begun online classes, which could continue for a while. For the teachers, the move from a physical classroom of 40-odd boisterous students to a room in their homes, from where they hope to impart the same level of learning to the young ones, has been fraught with challenges and quite the learning experience. ‘Adapting to technology took time’For Mallika Dorothy, a 52-year old Physics teacher at Bethany High School, says. "Online classes has been a learning process for everyone, including students. Since we are used to one method, learning and adapting to a whole new process took some time. Thankfully we have a good technical team that helped us through any difficulties we faced," says Mallikka. For 68-year-old English professor Reena Dsouza*, who teaches at a city college, learning new software and online tools at this age were quite a task. "I was nervous about conducting online classes, because I am not very tech-savvy. But since I had a laptop, I asked colleagues and my kids to help me navigate through the software," she says. But even that was a task, as maintaining social distancing meant having to learn how to share a computer screen, among others, so that they could help her. ‘Figuring out online class etiquette took some time’Learning the tools to conduct class, was only the first step, as Reena found out. "Not all students have access to the best internet connection or a quiet space at home to attend class. In the initial days, some students would not mute themselves, so we were privy to a lot of personal conversations, or just background noise of a kitchen or TV," she says. ‘Parents hovering around during class are an issue’One of the biggest issues, though, is that parents also have ‘access’ to these classes now. Since online classes were announced, there have been multiple memes of parents attending class and taking notes instead of the children, which prompted school to send our circulars against such behaviour. Some parents even began commenting on the quality of teaching, following which a video titled ‘Parents! Please be patient with school teachers who are starting online classes’ came up on social media to address helicopter parenting and how it makes teaching difficult for teachers. Mallikka says, "I have seen parents helping out their children during my online classes, claiming that their wards are slow and need help to catch up with the class." ‘Maintaining discipline online is tough’A school in Kengeri stopped using the video conferencing app Zoom recently, after a porn video popped up on the screen during a class conducted by the Chemistry Department. And that’s not all. “Students would log in, mute themselves and turn video off and then do other stuff. I now ensure student participation in rotation to ensure everyone is attentive," says Reena. Mallikka shares that a colleague once accidentally shared her screen with students, which some of them used as an opportunity for mischief. "When the teacher shared her board with the students, one of them changed the formulae as she wrote them,” she says. Overall, though, Mallika says that conducting classes has been manageable since they were for classes eight and above. “Now that we will begin online classes for the remaining classes, we will have to wait and watch and see what new challenges we face." Will the delay in reopening result in a shorter academic year?It is too early to comment, but by the looks of it, it seems the academic year will be shorter. For us, students' and faculty members' welfare is priority. We are awaiting the guidelines from the state government and the United Grants Commission (UGC) about reopening educational institutions. Only then will we be able to decide on the next course of action. – Sophia Sharon, Assistant Professor, Department of Sociology, Mount Carmel College. Here’s what the new schedule of schools in a post-COVID-19 era could look like220 days and 1,320 hours to be reduced to 100 days and 600 hours for in-school sessions  Remaining 100 days and 600 hours for active learning hours from home 20 days likely to be set aside for sessions with doctors and counsellors to ensure well-being of students Classes 1-5 likely to have classes twice a week Classes 6-8 likely to attend classes 2-4 times a week Classes 9-12 likely to attend classes 4-5 times a week Class duration to reduce to 30 minutes||http://timesofindia.indiatimes.com//city/bengaluru/teachers-face-challenges-as-online-classes-gather-steam/articleshow/76201847.cms||Sandra Marina Fernandes
June 5, 2020||Kolkata||How did West Bengal impact Basu Chatterjee’s filmmaking?||KOLKATA: On a rain-washed gloomy day in Mumbai when it seemed just right to get romantically nostalgic humming his “Rim jhim gire sawan”, legendary director Basu Chatterjee passed away. Bengal mourned the demise of the maker who made Byomkesh Bakshi a pan-Indian household name and set trends by chronicling the aspirations of the working class with a touch of simplicity, melodious songs and slice-of-life situations.  Despite waiting till 1998 to direct a feature film in his mother tongue, Chatterjee’s Hindi films have been replete with Bangaliana. He cast many Bengali actors, including Utpal Dutt, Ashok Kumar and Mithun Chakraborty in “Shaukeen”, Indrani Halder in “Hamari Shaadi”, Roopa Ganguly in “Kamla Ki Maut”, Moon Moon Sen in “Sheesha” and Moushumi Chatterjee in “Manzil”. Soon after the news of his demise, director Shoojit Sircar tweeted remembering his first job as an assistant director with Chatterjee on the sets of a Bengali TV serial that was shot in New Delhi. Few know that most of his films were Hindi adaptations of Bengali literary works by authors Sarat Chandra Chattopadhyay (“Swami” and “Apne Paraye”), Subodh Ghosh (“Chitchor”), Swaraj Bandopadhyay (“Kamla Ki Maut”), Samaresh Basu (“Shaukeen” and “Safed Jhooth”), Ashish Burman (“Manzil”) and Bimal Kar (“Dillagi”). Moon Moon Sen and Mithun Chakraborty in "Sheesha" His Bengali directorial debut at the age of 68 with a rank newcomer as the lead who later went on to become Bangladesh’s superstar was a trend-setter of sorts. More so, since Mumbai-based Bengali directors who worked in Bollywood usually never returned to Bengal after tasting success. “Sreelekha Mitra had recommended me for ‘Hothat Brishti’. Basuda had got Nachiketa Chakraborty to score the music. That was Nachiketa’s debut as music composer,” said Ferdous Ahmed from Dhaka.  Shooting with a sexagenarian can be a challenge but Chatterjee always made it fun, remembers Prosenjit Chatterjee, who worked with him in 2008 for “Hochheta Ki?” “He was fit and had an agile mind. It was an experience working with a legend who had set the trend of giving hits without stars relying on content and music. That’s a trend is followed till date,” he said. Rajit Kapur as "Byomkesh Bakshi" Many remember how Chatterjee made shooting easy with his impeccable sense of humour. “He had already made cult films and I was just out of college. One day while shooting my first film, he asked me about my experience of having to shoot daily while riding a camel in Rajasthan. I told him about the stench. He reminded me that the camel must be 50 years old and had never brushed its teeth in all those ears! Such witty lines made me feel easy.” Moushumi Chatterjee in "Manzil" “Hothat Brishti”, which was made on a budget of Rs 60 lakh, was a roaring success both in Bengal and Bangladesh. “Back then, other Bengali movies were made on lesser budget. This film set the trend of Tollywood making bigger budget films and also casting newcomers in the lead,” added Ahmed, who had even co-produced “Hothat Sedin” with the director in 2012. "It was the remake of 'Rajnigandha'," Ahmed added.  Mitra too has memories of shooting for “Hothat Brishti”. “For me, Basu Chatterjee means ‘Rajnigandha’ and ‘Manzil’. These films were so real. There was a shadow of those works in his Bengali cinema too. But I feel his best films were in Hindi. When he came to work in Bengali cinema, he was past his prime,” Mitra said.  Just for the opportunity to watch a legend had prompted director Atanu Ghosh to work as an executive producer for a Bengali telefilm directed by Chatterjee. “In 1969, two Bengali filmmakers had received box office hits with their off-beat ventures. One was Mrinal Sen with ‘Bhuvan Shome’ and the other was Basu Chatterjee with ‘Sara Akash’. Those paved the way for Indian new wave to get a firm commercial footing. Here was someone who had made such diverse films like ‘Kamla Ka Maut’, ‘Sara Akash’, ‘Shaukeen’, ‘Ek Ruka Hua Faisla’, ‘Chhoti Si Baat’, ‘Baton Baton Mein’ and ‘Chitchor’ and I wanted to see him at work,” Ghosh said. He had approached both Sen and Chatterjee to make telefilms for a Bengali private channel. Sen had refused on grounds of ill-health but Chatterjee was game. "In midst of shooting for the telefilm, we enjoyed the adda sessions, the juicy anecdotes from the film industry, as well as engaging tales from his days as a cartoonist in Mumbai," Ghosh added. Roopa Ganguly in "Kamla Ki Maut" With Chatterjee, Ahmed went on to work in three more Bengali films – “Chupi Chupi”, “Tak Jhal Mishti” and “Hothat Sedin”. By Ahmed’s own admission, none of these were as successful as “Hothat Brishti”. “Basuda had already set a trend in Hindi cinema. With his first Bengali film, he had set another trend. But Tollywood had started to change by the time he started his other Bengali films. He would say I don’t make films with action scenes or ones where the hero flies abroad at the drop of a hat. Once he had attended the premiere of a commercial film of mine and said: ‘ebar maramari chhere amar cinemae dhoko (now drop your fight scenes and come to my sets)’. I guess Tollywood had moved to a space where films of other kinds were working. Basuda, who had always been a trend-setter, refused to change himself to fit into this space,” Ahmed said.  In fact, he was also in talks with Ahmed to adapt a short story titled “Biyer Phande”. According to Ahmed, the script too was ready. But destiny had other plans. Before he could do that, Chatterjee passed away on a rain-swept morning while the world was blissfully humming "Rim jhim gire sawan/ Sulag sulag jaaye mann/ Bheege aaj is mausam mein/Lagi kaisi yeh agan".||http://timesofindia.indiatimes.com//city/kolkata/how-did-bengal-impact-basu-chatterjees-filmmaking/articleshow/76203391.cms||Priyanka Dasgupta
June 5, 2020||Bhubaneswar||Ollywood celebs express shock over the Kerala elephant killing incident||Sandip.Bal@timesgroup.comThe tragic death of a pregnant elephant in Kerala has shocked the entire nation. And closer home, people, especially animal lovers, can relate to it even more because of a similar incident when a pregnant dog was brutally killed in the city during the lockdown. Here’s what celebs and forest officials have to say about the incident. Sabyasachi Mishra, actor This is a most barbaric and inhumane act. The crime should be treated equal to murder of a human. The accused should be given exemplary punishment. Chandan Kar, actor This is the most inhumane and outrageous act one can do. I am just thinking how could the people who killed the elephant sleep in peace. The weak laws for wildlife protection give an upper hand to such people. We have become sadistic to the extent that videos of people torturing animals are shared online these days. We have to coexist with nature, not harm it. Anubha Sourrya, actress I am speechless seeing the kind of inhumanity, we are showing towards animals. Be the killing of a pregnant dog here in Bhubaneswar or throwing of a dog into water after tying its legs in Madhya Pradesh or this incident in Kerala, it shows the true nature of humans. We need strong wildlife laws and harsh punishment so that these inhuman acts can be prevented. Partha Sarathi Ray, actor On one hand, we read about good Samaritans who restore our faith in humanity and on the other, this news of inhumane treatment towards animals. After I read the news, I was devastated. An animal trusted you, you fed it explosives and despite being in pain it didn’t harm anyone, didn’t damage any house or any crop.I feel humans are the animals. A senior forest official The wildlife acts are very strong in India. What we need is more sensitisation among people. Once they are aware of the penal provisions, it will create fear among people. The killers of the elephant in Kerala will be identified and booked.||http://timesofindia.indiatimes.com//city/bhubaneswar/ollywood-celebs-express-shock-over-the-kerala-elephant-killing-incident/articleshow/76203983.cms||Sandip Bal
June 5, 2020||India||UP teacher ‘earns’ Rs 1 crore in 13 months||LUCKNOW: A full-time science teacher employed in Kasturba Gandhi Balika Vidyalaya (KGBV), a residential setup for girls from weaker sections of society, allegedly "worked" at 25 schools simultaneously, earning a total of over Rs 1 crore as salaries from these schools over 13 months till February 2020. The anomaly came to light when a database of teachers was being created. The teacher, Anamika Shukla, was able to pull this off despite real-time monitoring of teachers’ attendance in UP’s primary schools. A native of Mainpuri, according to the records in all the schools she "worked" in, Shukla was on the rolls of these schools for over a year. According to the director general of school education, Vijay Kiran Anand, a probe is under way to ascertain the facts about this teacher who has gone incommunicado. "How can a teacher mark her presence at several places even when they are supposed to mark their attendance online on the Prerna portal? It needs a thorough probe," said Anand, who in March received a complaint regarding Shukla. "We had asked our officers to investigate the matter. Due to the lockdown her records couldn’t be traced. I had sent a reminder to officers on May 26. Strict action will be taken if the information about the teacher is found true," Anand told TOI. "We have no clue about her original posting. We are getting it verified from the districts stated in the complaint. If true, an FIR will be lodged." Shukla’s employment has been found in KGBVs in districts like Ambedkar Nagar, Baghpat, Aligarh, Saharanpur and Prayagraj, to name a few. KGBV teachers are appointed on contract and are paid approximately Rs 30,000 per month. Each block in a district has one Kasturba Gandhi School. When asked whether Anamika was using the same bank account for all the schools, Anand said, "We will know once the inquiry is over." The digital database of teachers on the Manav Sampada portal required teachers’ personal records, date of joining and promotion. Once the records were uploaded, it was found that an Anamika Shukla, with the same personal details, had been listed at 25 schools. Shukla was last found working in Rae Bareli's KGBV till February, when her case came to light. According to Rae Bareli's basic education officer, Anand Prakash, the Sarva Shiksha Abhiyan office had issued a letter to six districts to check in their KGBVs about a teacher named Anamika Shukla. "Though Rae Bareli was not named in the letter, as a precautionary measure we cross-checked and found the woman was working at our KGBV also. A notice was issued to her," he said. "She was asked to report to us but she didn’t. Her documents available with us have been sent for verification at a higher level. Her salary was immediately stopped," Prakash told TOI. Rae Bareli’s district coordinator (girls’ education) Anil Tripathi confirmed that Shukla had been reaching at the district’s KGBV. "She was a teacher in KGBV, Rae Bareli. I don’t know where else she has been working," he said. Watch UP: Govt science teacher 'earns' Rs 1 crore in 13 months||http://timesofindia.indiatimes.com//india/up-teacher-earns-1-crore-in-13-months/articleshow/76204900.cms||Isha Jain
June 5, 2020||Business||Lockdown ‘flattened’ GDP curve, the wrong one, says Rajiv Bajaj||NEW DELHI: Industrialist Rajiv Bajaj on Thursday said that a badly managed hard lockdown has “flattened the wrong curve”, the economy, as he questioned the decisions to manage the corona pandemic and urged the PM to build confidence among people to retrieve the situation post-lockdown. He also appeared to question the government’s decision to provide limited direct cash support to people and organisations.In a video interaction with former Congress chief Rahul Gandhi, Bajaj also revealed he was warned of trouble if he did the proposed interview, as he underlined that people were increasingly nervous about expressing opinions. “We have ended up with the worst of both worlds. On one hand, a porous lockdown makes sure that the virus will still exist and it is still waiting to hit you when you will unlock. But you have definitely decimated the economy. You flattened the wrong curve. It is not the infection curve, it is the GDP curve,” Bajaj said. He also argued that a hard lockdown has created a fear among people that corona infection was fatal. He said the mindset thus created is proving a big hurdle in restoring normalcy. “The first problem is to get this fear out of the minds of the people, there has to be a very clear aligned narrative, I would say from the PM because, right or wrong, when he says something, people seem to follow,” he added.  When Rahul said that the Centre had finally agreed to leave decision-making on restrictions to states which he said should have been done right at the start, Bajaj remarked, “To our perception as a common citizen, it is happening as passing of the buck and not passing of the strategy.”||http://timesofindia.indiatimes.com//business/india-business/lockdown-flattened-gdp-curve-the-wrong-one-says-rajiv-bajaj/articleshow/76205041.cms||---
June 5, 2020||India||2,300 foreign Tablighi Jamaat members who took part in Delhi religious event barred from entering India for 10 years||NEW DELHI: The Union home ministry has blacklisted around 2,300 foreign Tablighi Jamaat members and barred their re-entry into India for 10 years in view of their participation earlier in the outfit’s religious activities across several states in violation of their ‘tourist‘ visa conditions. The foreign TJ members‘ religious preaching sessions across the country in March — which required them to hold a missionary visa and not tourist visa — had ended up as major hotspots for Covid-19 spread in several parts of the country. A home ministry source told TOI that while nearly 2,300 foreign Tablighi workers — who continue to be in the country with many of them facing prospects of legal action for violation of visa and reporting rules, as also under the Disaster Management Act — were blacklisted until May 25, the numbers may have gone up further to around 2,500 now. The highest number of those blacklisted are from Indonesia, followed by Bangladesh and Malaysia. Since international passenger flights are yet to resume and legal action pending against foreign TJ members, the 10-year blacklisting provision will kick in once they leave India. They are also likely to be fined up to $500 for violation of ‘tourist’ visa norms. A source said grant of visa to a foreign national being a country’s sovereign power and since denial of a visa cannot be challenged in the courts, the home ministry can bar the entry of a foreigner who has violated visa conditions for any duration of time it deems fit. “Like some Sikhs linked to pro-Khalistan protests, remained blacklisted for decades. In the case of foreign TJ workers, we have barred them for 10 years now and will revisit our position if they re-apply for a visa after 10 years,” an officer said but did not rule out the possibility of their being denied a visa for longer. From the Tablighi Jamaat headquarters at Nizamuddin itself, more than 2,000 members of the outfit, including over 200 foreign nationals, were evacuated in March end, many of whom were found to be Covid-19 positive. Similarly, many states they had travelled to for religious preaching sessions also found a TJ link for a majority of their Covid-19 cases while carrying out contact-tracing. The home ministry had earlier said that around 2,100 foreign Tablighi Jamaat workers had entered India since January 1, 2020. More that 25,000 TJ workers around the country were identified and placed under quarantine. In April itself, 960 foreigners linked to TJ were blacklisted. A tourist visa entitles a foreign national to a stay of 180 days in India but only for purposes that include recreation, sight-seeing, visiting relatives or friends or a short-term yoga course or medical. Such foreigners cannot indulge in religious preaching or sermons, which are permitted only for those holding a “missionary” visa.||http://timesofindia.indiatimes.com//india/2300-foreign-tablighi-jamaat-members-who-took-part-in-delhi-religious-event-barred-from-entering-india-for-10-years/articleshow/76205224.cms||Bharti Jain
June 5, 2020||India||Employers and employees must go for settlement on lockdown period wages: Centre||NEW DELHI: After making it mandatory for employers to pay full wages to workers during the lockdown through its March 29 notification, the Centre on Thursday substantially diluted its stand by saying employers and employees must seek settlement on payment of wages during the period when the country was brought to a standstill by the Covid-19 pandemic. The home ministry, in its March 29 notification, said employers will face prosecution for non-payment of wages and several such notices were issued. The Supreme Court thereafter protected employers against any coercive action by authorities for non-payment of wages. Employers and companies have argued that the Centre could not force them to pay when they had no income and also questioned the validity of the direction to private firms. The Centre's revised lockdown guidelines were seen to rescind the direction. For the Centre, attorney general K K Venugopal said the notification was issued to stop exodus of workers from industrial units and workplaces by assuring them wages. "If the notification was not issued at that time, there would have been a much larger exodus of migrant workers. Now, the government wants to start economic activity. Please keep in abeyance the scrutiny of the March 29 notification for two months and let employers and employees reach a settlement on payment of wages under the Industrial Disputes Act," he said. But a large number of companies and employers, through senior advocates K V Vishwanathan, Jamshed P Cama and counsel Jeetender Gupta, told a bench of Justices Ashok Bhushan, Sanjay K Kaul and M R Shah that unless the March 29 notification was quashed, no worker would come for a settlement on payment of wages. They said the government, under the Disaster Management Act, was not empowered to direct private companies to pay full wages to workers. The bench too raised the same doubt. But in a rare ocurrence, senior advocates Indira Jaising, C U Singh and Anand Grover rallied in support of the government's March 29 notification and said it was a just direction issued to protect interests of the poorest of the poor. "The only law that governs the country at present is DM Act. The workers could not have attended work as there was a compulsory lockdown that was enforced strictly and violators were punished. So, the workers cannot be pushed to double jeopardy by denial of wages," they said. Employers and companies said the lockdown affected both them and the workers. "There was no earning. How could we pay full wages to employees? The government must distribute the surplus ESI fund to workers as wages for the present," they countered. The bench said it would pass orders on June 12 and protected the employees and employers from prosecution for non-payment of wages till then.||http://timesofindia.indiatimes.com//india/employers-and-employees-must-go-for-settlement-on-lockdown-period-wages-centre/articleshow/76205226.cms||Dhananjay Mahapatra
June 5, 2020||India||India, Australia sign on ‘comprehensive strategic partnership’||NEW DELHI: India and Australia elevated their ties to a ‘comprehensive strategic partnership’ as the first virtual summit between PM Narendra Modi and his Australian counterpart Scott Morrison saw the two countries sign nine agreements, including an important Mutual Logistics Support Agreement (MLSA) that will allow the navies to cooperate closely. The convergence came even as both countries have been at the receiving end of Chinese aggression, India on the northern borders and Australia threatened with economic action for demanding an international inquiry into the origin of the Covid-19 virus. MLSA is a significant step forward. India now has such arrangements with the US, France, Japan and now Australia. It allows India a strategic access deep into the Indo-Pacific region. It is an indication of the strategic confluence between India and Australia, particularly in the face of an aggressive and expansionist China and its actions even post Covid. Asked by journalists, MEA’s Secretary (East) Vijay Thakur Singh, however, said there was “no discussion on China”. She added that there was no discussion on “any specific naval exercise”, when asked whether India had invited Australia to the Malabar exercises. Among the more important decisions was one that elevated the 2+2 dialogue from the secretary level to the ministerial level. A joint statement on strategic partnership said, “India and Australia share a vision of a free, open, inclusive and rules-based Indo-Pacific region to support the freedom of navigation, over-flight and peaceful and cooperative use of the seas by adherence of all nations to international law including the United Nations Convention on the Law of the Sea (UNCLOS) and peaceful resolution of disputes rather than through unilateral or coercive actions.” The India-Australia summit comes in the backdrop of both countries dealing with Chinese subversive activities — India with Chinese intrusions in Ladakh and Australia with Chinese influence-peddling operations, which have led to China stopping commodities imports from Australia. Australia was among the first countries to bar China’s Huawei from 5G operations on its territory. "India-Australia relations have deepened. And this depth comes from our shared values, shared interests, shared geography and shared objectives," PM Modi said. “How our relations become a 'factor of stability’ for our region and for the world, how we work together for global good, all these aspects need to be considered." Australian PM Morrison said in his opening remarks, “We are committed to an open, inclusive, prosperous Indo-Pacific and India's role in that region, our region, will be critical in the years ahead. … it's time for our relationship to go broader and to go deeper …” A ‘Shared Vision for Maritime Partnership’ said, “India and Australia will work closely to develop, with all interested partners, the Indo-Pacific Oceans Initiative (IPOI) announced by Prime Minister Narendra Modi at the 14th East Asia Summit on 4 November 2019 at Bangkok. Through this Initiative, they will endeavour to improve the management of the shared oceanic domains, including in key areas of cooperation such as preserving the maritime ecology and reducing the impact of marine pollution (especially plastics); maritime security.” India has promised to assist Australia with its space programme, while an agreement to cooperate on “critical and strategic minerals” will see India importing lithium and cobalt among others from there. This is an effort to diversify both sources and markets from an over dependence on China. Singh said, “Australia has huge deposits of minerals, we believe it will be a reliable supplier of such minerals.” The joint statement said, “India and Australia jointly decided to work cooperatively through multilateral, regional and pluri-lateral mechanisms to strengthen and diversify supply chains for critical health, technology and other goods and services.” Australia and India co-sponsored, along with other countries, a resolution in the WHO recently for an independent investigation into the origin of the coronavirus pandemic. Morrison observed that with India as chair of the executive board of the WHO, “I have no doubt that the way we will be led under India's leadership will be critical to how we deal with the many difficult problems that we are encountering globally, particularly in the health area”.||http://timesofindia.indiatimes.com//india/india-australia-sign-on-comprehensive-strategic-partnership/articleshow/76205330.cms||---
June 5, 2020||Patna||72% of Covid cases in state are migrants||PATNA: The migrants returning home contribute over 72% to the total Covid-19 cases in Bihar. The figures are based on the samples of migrants tested for coronavirus. Though around 21 lakh migrants returned since May 2, only 84,729 samples were tested in the state till June 3. They include those who had not gone outside Bihar. As per the state health department data, total 4,273 people tested positive for Covid-19 till June 3 and 3,079 of them were migrants. Had all the migrants returning home been tested, the figure would have been much higher, if the percentage of samples taken and people testing positive are taken into consideration. East Central Railway on Thursday claimed that over 20 lakh migrants have returned to Bihar by Shramik special trains since May 3. If at least one lakh who came by other modes of transport or on foot are added, around 21 lakh migrants have returned so far. That means only 1.46% of the total migrants who came back to state tested positive. The state health department could not provide the break-up of total number of migrants reaching home and how many of them were among the 84,729 people whose samples were collected for Covid testing. Public health expert and former Union ministry of health and family welfare’s National Health Systems Resource Centre head, T Sundararaman said: “Ideally, all the migrants should be tested, but that is not possible. So, the government should at least test 5% of the migrants. That means at least one lakh migrants should have been tested. But Bihar is under-testing as of now and it is a serious problem. Testing capacity should be enhanced 10 times more than at present.” State health secretary Lokesh Kumar said all symptomatic migrants were being tested in the state. He said door-to-door survey was also being done to ensure migrants under home quarantine were following the norms. “Their health status is checked for 14 days and those who develop any symptoms are tested,” Lokesh stated through a press statement on Wednesday. As per the state government data, around 25 lakh Bihar migrants registered for Rs1000 cash benefit. It is considered that most of them returned to the state. Altogether 5.21 lakh people had registered in Delhi, but only 729 people with travel history from there tested positive for the virus till Wednesday. Similarly, 3.2 lakh Bihar migrants registered in Haryana for Rs1,000, but only 264 of them tested positive on return. Another 2.9 lakh people had registered in Maharashtra and 733 have tested positive for the virus after reaching Bihar so far.||http://timesofindia.indiatimes.com//city/patna/72-of-covid-cases-in-state-are-migrants/articleshow/76201749.cms||Sheezan Nezami
June 5, 2020||Patna||12k reach state by special trains||PATNA: More than 20 lakh migrant workers and others stranded outside the state returned to different places in Bihar by altogether 1521 Shramik special trains since May 2. About 58 lakh migrant workers and others have been transported by railways across the country by Shramik special trains during the past 34 days. On Thursday, nearly 12,600 people returned to the state by nine Shramik special trains from Kerala, Tamil Nadu and Karnataka. East Central Railway (ECR) chief public relations officer (CPRO) Rajesh Kumar said the special trains from Tuticorin, Tiruvalla, Chennai Central, Chennai and Tiruppur in Tamil Nadu ferried about 7,000 migrant workers to Barauni, Bettiah, Darbhanga and Hajipur, while two such trains from Bengaluru carrying about 28,000 migrants reached Muzaffarpur and Araria. Another Shramik special train with 1400 migrants reached Katihar from Calicut in Kerala. “The railway officials and district administration employees conducted thermal screening of each passenger on arrival at Katihar, Muzaffarpur and Hajipur stations. They were asked to remain in home quarantine at least for 14 days, the CPRO said. He said at least 4,197 Shramik special trains have so far originated from Gujarat, Maharashtra, Punjab, Uttar Pradesh and Bihar to ferry migrant workers to their respective states. While 1,026 Shramik special trains originated from Gujarat till Wednesday, 294 local Shramik special trains originated from different stations in Bihar, followed by 802 from Maharashtra, 416 from Punjab, 294 from Uttar Pradesh, 197 from Jharkhand, 187 from Odisha and 156 from West Bengal. “Railways is already running 15 pairs of special Rajdhani trains since May 12 and 200 other mail and express trains since June 1,” Rajesh said and added that railways was getting better response from passengers travelling by 24 pairs of mail and express trains originating from Bihar. “Altogether 1,980 passengers travelled against 2,029 seats in the Patna-Howrah Janshatabdi Express on Wednesday, while 2,214 passengers, including RAC ticket holders, travelled by Patna-Ranchi Janshatabdi Express, which has 1394 seats. Similarly, 1576 passengers, including RAC ticket holders, travelled by Rajgir-New Delhi Shramjeevi Express on Thursday,” he said. Likewise, Danapur-Bengaluru, Danapur-Pune, Danapur-Tata, Danapur-Secunderabad, Patliputra-Lokmanya Tilak, Rajendra Nagar Terminal-New Delhi Sampporna Kranti Express, Darbhanga-Lokmanya Tilak, Raxaul-Anand Vihar, Muzaffarpur-Anand Vihar and Saharsa-New Delhi Express left for their respective destinations with almost 95% occupancy on Wednesday.||http://timesofindia.indiatimes.com//city/patna/12k-reach-state-by-special-trains/articleshow/76201807.cms||Kumod Verma
June 5, 2020||Vadodara||‘Players make coaches successful’||Vadodara: Former Aussie cricketer Dav Whatmore, who has joined Baroda Cricket Association (BCA) as head coach of Ranji team, said that it is players who make the coaches successful and not the other way round. Whatmore held an online session with the cricket coaches of all age groups in the BCA on Wednesday where he explained them the role of a coach in the team. Whatmore discussed the importance of having all coaches on the same page in terms of sharing his vision along with the processes that the coaches can understand and implement. Whatmore, who will also assume the role of director for cricket, was introduced to all the 34 coaches of various age groups during the interactive session. “The session helped our coaches in understanding his vision for Baroda cricket,” said a BCA official. He also asked the coaches to prepare a special pool of players in every age group so that the promising ones can be nurtured with an eye on the future. He also discussed values including caring for all the players and shedding individual egos for raising the bar of performance on the field.||http://timesofindia.indiatimes.com//city/vadodara/players-make-coaches-successful/articleshow/76202330.cms||---
