June 2, 2020||Ludhiana||Arjuna awardee former Punjab police SSP booked for rash driving||KAPURTHALA: Arjuna awardee former international basketball player and retired Punjab Police SSP Sajjan Singh Cheema has been booked by Sultanpur Lodhi police for rash driving after a Kapurthala resident complained that Cheema’s car had hit his car when he had parked his car and was about to come out on Sunday. Cheema, who contested 2017 assembly election on AAP ticket from Sultanpur Lodhi and is now Shiromani Akali Dal leader said the case was registered to settle political scores.  Kapurthala resident Karampreet Singh alleged that he and his friend were going towards Sultanpur Lodhi in his Innova vehicle and when he halted near a petrol pump outside Rail Coach Factory and was about to come out, Cheema’s car hit his car.  Sultanpur Lodhi DSP Sarwan Singh Bal said that Karampreet received “internal’’ injuries as Cheema’s car rammed into his car from the rear side.  However, Cheema said that case was registered due to political reasons as he had been highlighting “wrongdoings” of Sultanpur Lodhi MLA Navtej Singh Cheema.  “It was raining and the car ahead of my car applied sudden brakes and I too applied brakes but my car slightly hit the other car on its the rear side. Karampreet and I came out of our cars. Common refrain between us was that I was not at fault and we even exchanged our phone number and both of us parted ways after ending the issue there and then without any bitterness. Later I came to know that a FIR was lodged against me and when I enquired further I came to know that Karampreet was going to attend a religious function organized by Cheema and when latter learnt about the incident he got the case registered,” said Cheema, who remained SSP Ferozepur and SSP Vigilance Bureau at Jalandhar.  The case has been registered under sections 279, 337 and 427 of IPC.||http://timesofindia.indiatimes.com//city/ludhiana/arjuna-awardee-former-punjab-police-ssp-booked-for-rash-driving/articleshow/76144141.cms||I P Singh
June 2, 2020||Noida||Two massive fires in Noida; 27 tenders, 80 firemen struggle to douse the blaze||NOIDA: A massive blaze caught over two companies in Noida's Sector 64 and 88 respectively, keeping the fire department on its toes with as many as 27 fire tenders from both Gautam Budh Nagar and Ghaziabad, and 80 fireman from the two areas engaged in a day-long operation to bring them under control. While a four-storey export company of radiant cushions in A block of Sector 64 was badly gutted after it caught fire around 1am on Monday, a sanitizer manufacturing unit in Sector 88 caught fire around 2.40am. In the first incident, a fire broke out in the electricity room of the company on the first floor leading to the fire spreading around the entire floor which has furniture and cushion material spread across the floor along with the office. A security guard first spotted the blaze as smoke started emerging from the first floor. “The fire possibly started after a short circuit in the server room on the first floor around 1 am. When the smoke was first noticed, the seniors were informed and the fire brigade was called to the spot which arrived within some minutes and they tried to douse the fire which was brought under control within some hours,” he said. However, after having brought the fire under control by 3 am, when the firemen were sitting free, they received information that a fire had broken out in a sanitizer manufacturing unit in Hosiery complex of Phase II area. “The firemen rushed to the spot and some of the fire tenders were sent there from Sector 64 too. However, soon after it was found that the fire had reached from the first floor to the third floor via a cooling shaft leading to massive damage to the entire floor. As most of the firemen were present inside the building, guards initially didn’t notice that the fire was billowing from the right side on the third floor,” said Pramod Singh, a fireman deployed at the spot. As the fire enraged at both the spots and around 24 fire tenders were stuck there, additional help had to be sought from the fire department, Ghaziabad from where, three more tenders and 15 personnel of the UP Fire Services were called for help. Chief fire officer (CFO) Arun Kumar Singh told TOI that the fire reached the third floor from the duct. At least two fire officers – Pramod Singh (49) and Imran Ansari (26) suffered minor burn injuries during the operation. “It was extremely difficult to enter the premises as smoke was billowing from the entire unit,” said Pramod. “Since, half of the tenders were at the Hosiery complex, firemen had to be shuttled between the two spots. It was found that the fire started from near a reverse osmosis (RO) system on the first floor and after it was doused, it reached the third floor via the cooling duct for fresh air. He entire building was totally filled with smoke and became difficult for firemen to enter,” he said, adding that it the reasons for the fire was unclear. Vivek Sehgal, owner of the company told TOI that while not even 25 per cent of the first floor was damaged by the time the fire was first brought into control, it went to the third floor through the shaft, due to which, the entire floor and the terrace got damaged. “The alarms got activated and our emergency department too - whose officials informed about the same. There is furniture and raw material which is fabric – was present on the first and third floor both. On the first floor, there is a showroom and the office too which got damaged. The loss we have suffered would be around Rs 25 crore,” he said. The fire could only be brought under control by late Monday evening. The second fire broke out at a sanitizer manufacturing unit in Hosiery complex in Sector 88 of Phase II area. According to the fire department officials, the fire broke out around 2.40am in one of the floors of the sanitizer manufacturing unit in C-88 of the Hosiery complex area, and spread in the basement, ground and the first floors. Due to the presence of chemicals and other raw material, it was difficult to control the fire and it led to maximum damage in the entire premises. “A dozen fire tenders were rushed to the spot and the fire was brought under control in 11 hours,” the CFO said.||http://timesofindia.indiatimes.com//city/noida/two-massive-fires-in-noida-27-tenders-80-firemen-struggle-to-douse-the-blaze/articleshow/76144179.cms||Shikha Salaria
June 2, 2020||India||Terror warning to ‘Indians’: Don’t settle in J&K||SRINAGAR: A fledgling terror group operating as a shadow outfit of the banned Lashkar-e-Taiba on Monday warned Indian nationals from outside J&K against using the new domicile law to settle in the Valley, saying anyone who does so would be "treated as an agent of RSS and dealt with appropriately". The Resistance Front (TRF), which sources say is the ISI's new blue-eyed boy, termed the domicile law "an RSS-BJP plot to change the demography of Kashmir". According to the domicile law notified by the Centre recently, any person who has resided in J&K for a period of 15 years is eligible for a domicile certificate. For students, the minimum requirement is to study for seven years in any institute in the Valley and clear the Class X or XII exams. The law also offers domicile rights to anyone displaced by terrorism in Kashmir and thereafter registered with the relief and rehabilitation commissioner (migrants). The TRF said that though it “observes the principles of Islam and does not harm non-combatant/civilians of any race, religion or ethnicity under any circumstances", it would not be "deceived by the machinations of RSS-BJP". Pakistan-based Hizbul Mujahideen chief Syed Salahuddin, who last week escaped a rumoured assassination attempt in Islamabad with injuries, is said to be peeved with the ISI over its increased support to the TRF, including preference over his outfit in terror funding.||http://timesofindia.indiatimes.com//india/terror-warning-to-indians-dont-settle-in-jk/articleshow/76144198.cms||M Saleem Pandit
June 2, 2020||India||Three drug peddlers arrested in Srinagar||SRINAGAR: Jammu and Kashmir Police on Monday booked three notorious drug peddlers under Public Safety Act (PSA) in Srinagar and lodged them in different district jails within Kashmir Valley. At least 30 cases have been registered and 53 arrests made this year so far under the Narcotic Drugs and Psychotropic Substances (NDPS) Act. Officials said two of them were lodged at district jail Baramulla and the other at Kupwara in pursuance to detention warrants issued by Divisional Commissioner Kashmir. The trio was identified as Nisar Ahmad Sheikh, a resident of Sheikh Colony Kani; Bashir Ahmad Baht, a resident of Barbarshah; and Rayees Ahmad Hakak, a resident of Gulbarg Colony Zakura. In 2019, Srinagar district police registered 81 cases under the NDPS Act and arrested 126 people in connection with the cases besides recovering a huge cache of different drugs and narcotic substances, a police spokesperson said. “During the current year, 30 cases have been registered and 53 arrested under NDPS Act so far. The drug menace is causing irreparable damage to the society, especially to the well-being of the youth… drug addicts subsequently take to other crimes, which makes the addiction a worse crime,” the spokesperson said. Srinagar SSP Haseeb Mugal said the anti-drug campaign would be intensified in the coming weeks. “The society must come forward in identifying drug dealers and peddlers to eradicate this menace.”||http://timesofindia.indiatimes.com//india/three-drug-peddlers-arrested-in-srinagar/articleshow/76144403.cms||M Saleem Pandit
June 2, 2020||India||Army foils infiltration bid in Nowshera, kills 3 terrorists||JAMMU: A major infiltration bid was foiled on the LoC in the forward area of Kalal in Nowshehra sector of Rajouri district of Jammu and Kashmir in which three heavily armed terrorists were killed. Another terrorist, who was heavily injured, may be hiding in the area, said IGP-Jammu Range, Mukesh Singh. “After receiving specific inputs, a counter-infiltration operation was launched on May 28. On Monday early morning, Indian Army troops successfully foiled the infiltration attempt along the LoC and neutralised three armed intruders near the Zero Line in Kalal area,” officials said. “The troops, upon reaching the spot, noticed a group of terrorists trying to cross over into the Indian side through Arsal Nallah. On being challenged, the terrorists opened fire, which was effectively retaliated,” they said. “During the exchange of fire three heavily-armed terrorists were killed. Army recovered one M16 US made rifle, two AK 47s, 13 AK 47 magazines, six M16 magazines, one nine-mm pistol, one magazine, one UBGL and one grenade,” sources added. The sources also said that Army authorities have written to the local police to file an FIR in this connection. There were also reports of an encounter at Mendher in the Poonch sector with “about 10 terrorists”, the details of which are awaited from the Army. Sources said that the Army, along with special operation group (SOG) and local police, have launched massive cordon-and-search operation in Mendher which off late has witnessed a series of ceasefire violations. “The search operation has been launched in Kalaban , Pathanateer , Salwah, Gursai and adjoining villages of Mendhar of Poonch. There are apprehensions of infiltration,” sources added.||http://timesofindia.indiatimes.com//india/army-foils-infiltration-bid-in-nowshera-kills-3-terrorists/articleshow/76144426.cms||Sanjay Khajuria
June 2, 2020||India||India may operate special flight from S Africa to bring home stranded citizens||JOHANNESBURG: Indian nationals, who have been stranded in South Africa and the neighbouring Kingdom of Lesotho due to the Covid-19 pandemic, will have the opportunity to get back home as India on Monday announced plans to operate a special flight later this month. The Indian High Commission announced that as part of the Vande Bharat Mission's Phase 3, Air India is planning a flight from Johannesburg to Delhi and Mumbai on June 18, subject to approval from the government or South Africa. Thousands of Indian nationals have already been evacuated from across the globe under the mission. Strict conditions have been laid down for those wanting to return, including paying for the costs of the flight themselves. The fare has not yet been determined. “Priority will be given to compelling cases, including migrant workers or labourers, who have been laid off; short term visa holders with expired/expiring visas, persons with medical emergencies, pregnant women, the elderly, those required to return to India due to death of a family member, and students," the High Commission said in a statement. Only asymptomatic travellers will be allowed onto the flight, with all travellers having to sign an undertaking to undergo a seven-day quarantine period in Delhi, Delhi NCR, Haryana, Bhiwadi or Chandigarh at their own cost, followed by seven days of self-isolation at home with self-monitoring of their health. "Domestic operations have started in India from May 25. However, international passengers cannot take domestic flights without completing the mandatory period of quarantine in Delhi or Mumbai," the statement said. Installing the Aarogya Setu mobile app on arrival in India is also mandatory. About 150 Indian nationals returned home last month on a South African Airways flight after approval from the High Commission as it headed to Mumbai and Delhi to bring home South Africans who had been stranded there during the lockdown. The Indian nationals each had to pay around 15,000 rands (about $1,000) for their seats, about three times the normal one-way airfare.||http://timesofindia.indiatimes.com//india/india-may-operate-special-flight-from-s-africa-to-bring-home-stranded-citizens/articleshow/76144625.cms||---
June 2, 2020||Delhi||Corona pandemic is changing the way people travel in cabs||To ensure social distancing is maintained, cab aggregators released a list of guidelines for both cabbies and passengers last week. With cabs now plying on city roads, cabbies say they've been at the receiving end of extreme reactions – from passengers fighting to turn on the AC and some removing masks to receive calls, to those carrying sanitising sprays to disinfect the car. Passengers are taking their own safety measures when they take a cabRiders carry disinfecting sprays, plastic sheets and newspapersDrivers are required to sanitise their car after each trip, before they can accept a new ride. However, passengers are extra careful, and are taking their own precautions. A cabbie says, "After each ride, I disinfect the cab for my own safety, too. But customers usually ask me to spray it again for their assurance. In fact, some passengers carry disinfecting sprays and disinfect the cab before they enter. Some keep spraying throughout the ride." Another cab driver shares, "Many passengers are carrying newspapers, plastic sheets and cushions to ensure they don’t come in direct contact with the cab's seats." Some people don’t follow safety norms, give poor ratings to cabbiesNo more chatty passengersFeeling sick? the Cabbie may cancel your ride||http://timesofindia.indiatimes.com//city/delhi/corona-pandemic-is-changing-the-way-people-travel-in-cabs/articleshow/76141013.cms||Niharika Lal
June 2, 2020||Business||Moody’s downgrades India rating for 1st time in 22 yrs||NEW DELHI: Global ratings agency Moody’s Investors Service on Monday downgraded India’s sovereign rating to the lowest investment grade, saying the country’s policy making institutions would be challenged in enacting and implementing policies which mitigate the risks of a sustained period of low growth, significant further deterioration in the government fiscal position and stress in the financial sector. The downgrade by Moody’s comes nearly 22 years after it lowered India’s rating on June 19, 1998 in the aftermath of the country’s nuclear tests. The lowering of the rating — from Baa2 to Baa3 — brings it on a par with S&P and Fitch which rate India at BBB (minus), the lowest investment grade. The downgrade comes against the deterioration in the country’s growth prospects as the national lockdown unveiled to stem the spread of the Covid-19 pandemic has stalled economic activity. This has also choked revenues, including those from GST prompting the government to raise its market borrowing sharply which economists say will widen its fiscal deficit to around 5.5% of gross domestic product. Moody’s action is likely to put pressure on the rupee, raise borrowing costs and dampen investor sentiment which is already stretched due to the impact of the pandemic on all major global economies. “While today's action is taken in the context of the coronavirus pandemic, it was not driven by the impact of the pandemic. Rather, the pandemic amplifies vulnerabilities in India's credit profile that were present and building prior to the shock, and which motivated the assignment of a negative outlook last year,” the agency said. “Slow reform momentum and constrained policy effectiveness have contributed to a prolonged period of slow growth, compared to India's potential, that started before the pandemic and that Moody's expects will continue well beyond it,” Moody’s said. The agency said GDP growth has declined from a high of 8.3% in fiscal 2016 (ending March 2017) to 4.2% in fiscal 2019 and expects India's GDP to contract by 4.0% in fiscal 2020 due to the shock from the coronavirus pandemic and related lockdown measures, followed by 8.7% growth in fiscal 2021 and closer to 6.0% thereafter. It said that thereafter and over the longer term, growth rates are likely to be materially lower than in the past, due to persistent weak private sector investment, tepid job creation and an impaired financial system. The agency said that in turn, a prolonged period of slower growth may dampen the pace of improvements in living standards that would help support sustained higher investment growth and consumption. “While the government responded to the growth slowdown prior to the coronavirus outbreak with a series of measures aimed at stimulating domestic demand, and recently announced a support package aimed at supporting India's most vulnerable households and small businesses, Moody's does not expect that these measures will durably restore real GDP growth to rates around 8%, which had seemed within reach just a few years ago,” the statement said. The government has unveiled a series of measures to tackle the impact of the economy as well as announced reform steps to build the foundation for robust growth. “While achieving the objectives laid out in these announcements would be credit positive, challenges with implementation of previous reforms suggest that the benefits to medium-term growth will likely be less than intended,” Moody’s said. It said that lower real and nominal GDP growth over the medium term will diminish the government's ability to reduce its debt burden, after a significant rise as a result of the coronavirus economic shock. A mixed track record on implementation of revenue-raising measures lowers the prospects of fiscal policy-driven budget consolidation, amplifying a long-standing weakness in India's credit profile, the agency added. “Measures to improve India's fiscal strength, which were at the heart of the government's policy framework a few years ago, have underwhelmed. Fiscal performance in recent years has been weaker than expected, with fiscal deficit targets consistently missed and a persistent lack of clarity on how medium-term fiscal consolidation objectives would be achieved. Rather than beginning to fall, the debt burden remained at around 70% of GDP,” Moody’s said. “Overall, with very limited room for outright fiscal consolidation, the outlook for India's debt burden will depend on trends in nominal GDP growth and is unlikely to decline unless growth accelerates markedly and sustainably above 10%,” it said. Moody’s retained the outlook on India’s rating at negative saying it reflects mutually-reinforcing downside risks from potentially deeper stresses in the economy and financial system that could lead to a more severe and prolonged erosion in fiscal strength than the agency currently projects.||http://timesofindia.indiatimes.com//business/india-business/moodys-downgrades-india-rating-for-1st-time-in-22-yrs/articleshow/76144694.cms||---
June 2, 2020||Kolkata||New Market welcomes its first customers after more than two months||While preparations are still underway at city malls before they can reopen on June 8, Kolkata's iconic shopping hub, New Market, started welcoming back customers on Monday morning. As customers flocked to the century-and-a-half-old market to experience physical shopping after more than two months, masks, cosmetics, lingerie, shampoo, deodorants and candies saw the maximum takers. For mother-daughter duo Zara and Zeba Timol, who were among the first customers at New Market on Monday, it was more about the experience than shopping needs. "We plan to buy some lingerie and shampoo. But more than that, we wanted to feel the positive vibe that at last everything is getting back to normal, albeit with precautions. We have to help each other overcome our fear and get out of the house while maintaining all safety protocols," said Zeba. While most shops are not allowing customers without masks, thermal checks are not being conducted at entry points yet. Many shops are still being sanitised and are expected to reopen soon. The demand for masks seems to be the highest. "Masks have become a fashion accessory now. There were many buyers who came just for that," said a sales executive from a nearby supermarket. According to the new norms, shops can run with 50% of their workforce, they must keep sanitizers for customers and follow social distancing norms. While a few happy customers picked their favourite candies from the stores, those who came for Nahoum and Sons, returned empty-handed as the iconic bakery hasn’t resumed business yet. “We are planning to open around June 8. The first phase of sanitisation is done, but we are still sorting out a few things like raw materials, oven issues and most importantly, the labour issue. Since local transport and trains are still not fully operational, it is difficult for our workers to join work. But we are trying to work out something for our customers, keeping all safety standards in mind,” Jagadish Chandra Haldar from Nahoum’s told us on the phone. Some other shops in the complex have also decided to open on June 8. While we've been hearing that sale of lipsticks is set to go down as women will mostly wear masks now on, Amartya Shaw from Royal Stores believes it is temporary. "Maybe demand for lipsticks will decline for now and women will buy more of eye makeup. But that's temporary. Wearing lipstick makes women feel more confident and it will never go out of fashion," he said. Traders wary but hopeful"Our shop is being thoroughly sanitised as we care for our safety as well as our customers. Our sales executives are wearing gloves and masks and we are keeping sanitisers for customers too. Eating inside the shop is prohibited now. With Durga Puja approaching, I am sure business will start looking up soon."  — Rajesh Ahuja from Dayaram And Company“I don't know how social distancing will be maintained here. Thermal checks are necessary, but it hasn’t started yet. We have sanitised our shop ourselves. Many customers called us today to ask if it’s safe for them to come and collect what they had ordered before the lockdown. I guess people will start coming in gradually.”  — Vinayak Barwani from Asian Arts“We will allow one or two customers at a time. Smoking, chewing and spitting are strictly prohibited inside the market complex. But I really doubt whether or not it will be followed strictly ”  — Norkila Sherpa from Chamba Lama||http://timesofindia.indiatimes.com//city/kolkata/new-market-welcomes-its-first-customers-after-more-than-two-months/articleshow/76139139.cms||Ruman Ganguly
June 2, 2020||World||Chinese forces moved up to north of India along LAC, says Pompeo||WASHINGTON: China has moved up its forces along the Line of Actual Control (LAC) with India, US secretary of state Mike Pompeo said on Monday, asserting that authoritarian regimes take these kinds of actions. Several areas along the LAC in Ladakh and North Sikkim have witnessed major military build-up by both the Indian and Chinese armies recently, in a clear signal of escalating tension and hardening of respective positions by the two sides even two weeks after they were engaged in two separate face-offs. "We see even today increasing forces of China moved up to the north of India on the Line of Actual Control there on the Indian border," Pompeo told Marc Thiessen and Danielle Pletka of AEI's 'What The Hell Is Going On' Podcast. The Communist Party of China (CPC) continues to hide and obfuscate and delay the global response to the coronavirus pandemic that began in Wuhan. It has taken actions destroying the amazing freedoms of the people of Hong Kong, he said. "Those are just two pieces of the behaviour of this regime of the Chinese Communist Party. The nature and the activity that they're undertaking, the continued efforts to steal intellectual property, to advance in the South China Sea," he said. Pompeo said that these are the kinds of actions that authoritarian regimes take, and they have a real impact not only on the Chinese people there in China and Hong Kongers in Hong Kong, but a real impact on people all around the world. "The United States has a responsibility and the capability to push back against that, ensure that the American people are properly served by a foreign policy that recognises the threats that emanate from China today," he said. Responding to a question, Pompeo said that the recent Chinese actions be it on the India border, or Hong Kong or the South China Sea, have been part of the Chinese behaviour in the recent past. "It's not just over the past six months. We've seen over the past number of years continued Chinese build out of their military capabilities, and then continually more aggressive action. I mentioned India. You've mentioned the South China Sea. "We see these same kind of things with them attempting to build ports around the world as part of their Belt and Road Initiative, places where they can move the People's Liberation Army Navy. We've seen their continued efforts to expand militarily," Pompeo said. For the past 20 years, the US has not responded to these things in a real way, he said. "We've viewed the 1.5 billion people in the Chinese market as so important to the American economy, and the risk that the Chinese would respond by closing us out for the favour of some other nation – I think people have just been too worried about that to actually take the responses that we take to every other country that behaves in the way that China has done," Pompeo said. President Donald Trump has not done that, he asserted. "Trump's made it very clear whether it's the signature issue on trade... reciprocal trade... and now beginning to move to all the other elements of power that the Chinese Communist Party is trying to expand," he added.||http://timesofindia.indiatimes.com//world/us/chinese-forces-moved-up-to-north-of-india-along-lac-says-pompeo/articleshow/76144852.cms||---
June 2, 2020||India||Covid-19: Fatality rate dips amid rising cases and deaths||NEW DELHI: With a larger proportion of Covid-19 patients getting cured, the case fatality rate, or the percentage of deaths of the total cases, has declined steadily to 2.83% from 3.3% around 45 days ago, even as the health ministry recorded the biggest single-day spike so far with 230 new deaths and 8,392 fresh cases till 8am on Monday. The death toll due to Covid-19 rose to 5,394 and the number of cases have climbed to 1,90,535 in the country. Of the total cases, 93,322 are under active medical supervision, whereas 91,818 patients are rid of the disease. In last 24 hours, 4,835 people who underwent Covid-19 treatment were discharged. “The recovery rate in the country is progressively increasing and has reached 48.19% amongst Covid-19 patients. On May 18, it was 38.29%, on May 3, it was 26.59% and on April 15, it was 11.42%,” the health ministry said. The recovery rate is significant as it indicates timely detection and treatment, adequate medical infrastructure and clinical protocols. Variations remain from state to state, but the overall picture now shows the case fatality rate at 2.83%. On May 18, it was 3.15% and on May 3, it was 3.25%. More on Covid-19 Coronavirus pandemic: Complete Coverage Unlock 1.0: What's open & from when in MHA's phase-wise reopening plan It's time to mask up and stay safe: Join TOI's #MaskIndia campaign MHA's guidelines for home isolation Trust the newspaper for your daily verified news “A steady decline can be seen in the case fatality rate in the country. The relatively low death rate is attributed to the continued focus on surveillance, timely case identification and clinical management of the cases,” the ministry said. Officials said cases were expected to rise as migrant workers return home and the lockdown eases. The focus of the government strategy is to widen testing and ensure patients recover. The rise in cases continues to be influenced by states like Maharashtra and Delhi though there is increased incidence in several other states too. As long as the fresh cases do not become a torrent, the case load can be managed, it is felt. Comparing India’s case fatality rate with other countries with high number of deaths, the ministry said the global case fatality rate was 6.19%. It was highest in France at 19.35%, followed by Belgium at 16.25%, Italy at 14.33% and the UK at 14.07%. It also said the testing capacity had increased in the country through 676 laboratories, including 472 government and 204 private ones. Cumulatively, 38,37,207 samples have been tested so far, whereas 1,00,180 samples were tested on Sunday.||http://timesofindia.indiatimes.com//india/covid-19-fatality-rate-dips-amid-rising-cases-and-deaths/articleshow/76144919.cms||Sushmi Dey
