November 16, 2020||Goa||Powerlifting makes young girls feel awesome, not manly: Archita||PANAJI: Ever since she picked up weights, Archita Shirodkar has taken many by surprise. When she was just seven, Archita took to martial arts and showed promise beyond her age. A few years later she hit the gymnasium. When ‘old’ enough to do bench presses, everyone rubbed their eyes in disbelief as she did 40 kgs, without practice. Archita is no ordinary teenager. Goa’s first teenage powerlifter and weightlifter has already picked up medals at the National School Games, competing and winning against girls who were three years ahead of her. For the record, she’s only 15. “I always had interest in weights. It fascinated me. If it was entirely left up to me, I would have picked up weights long ago, but my dad said my body would not be able to support. I had to wait till I was 13,” said Archita. For someone who had started weight training just a year ago, she again took almost everyone by surprise at the National School Games in Telangana in 2018 where she picked up a silver medal. Her next assignment was the Junior National Open Powerlifting and Weightlifting Championship in Assam. It was here, for the first time, that she was up against the might of several teenagers who had taken to the sport, earlier than her. “If I look at only Goa, I maybe the only one. But if I open my eyes and look outside the box, there are so many. I want to be better than all of them,” said Archita, who idolises Stefanie Cohen. Competing against those who had a three-year head-start to her, the Class 10 student of Navy Children School finished seventh among 18 competitors. She was the youngest. “I know I have a long way to go, and to win medals, I need to train continuously. Even if I miss a day, it’s like going back to level zero,” said Archita, whose first target is to break her own records of 130kg deadlift, 120kg squat and 70kg bench press. “Then I need to look at those doing exceptionally well at the national level and eventually target internationally.” Her biggest test was early this year when the national lockdown meant every little activity came to a standstill. Gymnasiums, essential to her training, were locked. Nothing, though, could stop the youngster. She still woke up every morning and trained within the confines of her home in Vasco. For a teenager to follow a less travelled path, family support matters the most. She doesn’t have it in short supply; her father – police inspector Siddhant Shirodkar – provides rock-solid backing and doubles up as her coach. “As you would know, he is Goa’s Singham. He’s my biggest hero and my coach at the moment. He always supported me. At first, he was concerned because the body can only take so much of weight (load). “I may have been too young for powerlifting. Most young girls don’t do powerlifting. They think that this will make them manly. They don’t know what they are missing; when you lift weights, it makes you feel awesome,” said Archita.||http://timesofindia.indiatimes.com//city/goa/powerlifting-makes-young-girls-feel-awesome-not-manly-archita/articleshow/79237427.cms||Marcus Mergulhao
November 16, 2020||India||With 2.9L fresh Covid cases, India sees lowest weekly tally since July||NEW DELHI: India recorded a little over 30,000 Covid-19 cases on Sunday, the lowest single-day addition in 155 days, mainly due to a combination of low testing and Diwali festivities. The day’s death toll from the virus was 426, the lowest in 163 days. Covid-19 cases and deaths recorded during the week also fell sharply after having registered a rise last week. The week (November 8-15) saw an addition of 2,92,549 cases across India, a steep fall from 3,25,555 fresh infections recorded last week (November 1-8). This was the lowest weekly addition of cases since July. More on Covid-19 Coronavirus pandemic: Complete Coverage It's time to mask up and stay safe: Join TOI's #MaskIndia campaign MHA's guidelines for home isolation Trust the newspaper for your daily verified news Likewise, 3,476 fatalities were recorded in the week, a drop of 535 from the 4,011 deaths reported in the previous week. The week’s toll was also the lowest since at least late July or early August. While several north Indian states, led by Delhi, recorded an uptick in cases during this week, Maharashtra and the south reported a sharp decline, except in Kerala. However, the next weeks are seen to be crucial, as the impact of the festive season will only be known then. Meanwhile, the country reported 30,126 fresh infections on Sunday, the day after Diwali, which was the lowest daily number since July 13, as per TOI’s database collated from numbers released by state governments. The death toll, at 426, was the lowest since July 5. In Mumbai, active cases dropped below 10,000 for the first time since May. On Sunday, Mumbai had 9,956 active cases, a 52% decline from 20,922 cases seen on October 15. The city accounts for 12% of the state’s active cases (84,918).||http://timesofindia.indiatimes.com//india/with-2-9l-fresh-covid-cases-india-sees-lowest-weekly-tally-since-july/articleshow/79239142.cms||---
November 16, 2020||India||Modi hints at bold Pangong action that got India the edge||NEW DELHI: In an acknowledgement of Indian troops claiming the heights on the south bank of Pangong lake in late August, Prime Minister Narendra Modi indicated the action gained the country crucial bargaining leverage in the confrontation with China. Though the PM did not name China, his reference in his Diwali day speech to manoeuvres carried out by the Indian army on August 29-30 were clear even as he said all actions will be taken to secure the borders. In what can also be seen as a rejection of the Chinese insistence for stalling upgradation of border infrastructure and stopping of patrolling at points on LAC which it has unilaterally declared its own territory, Modi said no power can stop our “brave jawans from protecting our frontiers”. In his speech at Longewala Post in Rajasthan on Diwali on Saturday, he said India will deliver a fierce reply if provoked. “The world today knows that we will not compromise our interests,” Modi said. At a time when Pakistan had increased ceasefire violations, reminding India of the “collusive” threat from Pakistan and China, the PM did not spare the western neighbour, saying sponsors of terror have been hit in their homes.  India has shown to the world that it has the prowess and required political will to give a befitting reply to security challenges. “Our military might has today strengthened our negotiating hand several times. Our hand is stronger because of the sacrifices (of Indian military) and because of their will power,” he said. Modi’s comments made it clear that India was in no mood to get its troops off the strategic heights until it was satisfied that the generous offer of the Chinese to go far as back as Finger 8 was not a ploy to lull India into complacency. Modi did not name China, but few doubts remained as to who he had in his crosshairs when he attacked expansionist forces, the description that he used when addressing the troops at Nemo after the Galwan clash. “The whole world is troubled suffering because of expansionism. Expansionism is a mental perversion and reflects 18th century thought. India has become a bold voice against this(expansionist) thought,” he said. The PM who was at the Longewal post — site of the famous tank battle in 1971 when heavily outnumbered Indian soldiers led by Major Kuldip Singh Chandpuri defeated Pakistan — said the victory was significant. “Pakistan was defeated in the battle of Longowal. They had made an attempt to divert attention away from the genocidal attack on the people of Bangladesh. Their evil intent was ground to dust,” he said. Watch Rajasthan: Indian Armed Forces can strike on terrorist havens anywhere, anytime, says PM Modi||http://timesofindia.indiatimes.com//india/modi-hints-at-bold-pangong-action-that-got-india-the-edge/articleshow/79239254.cms||---
November 16, 2020||Business||25 years on, India tops 75 crore Internet connections; 50% of these came in last 4 years||BENGALURU: The number of internet connections in India has breached a significant milestone of 75 crore as of August 31, 2020, twenty-five years after the service was first thrown open to the public on August 15, 1995. The number of connections more than doubled in the last four years from just 34 crore in March 2016, coinciding with the country’s Digital India programme, which was launched in 2015. Most of the 75-crore+ connections are in urban areas and availed through wireless devices like mobile phones and dongles. As per the latest information from the Telecom Regulatory Authority of India (TRAI), by the end of June 2020, there were 749 million (74.9 crore) internet connections — narrowband (50.8 million or 5-cr) and broadband (698.2 million or 69.2-cr) together. Separate data for broadband alone shows more than 71 crore (716 million) connections by the end of August 2020. Even if narrowband connections remained the same as June, the total number of internet connections stood at 76.7 crore at the end of August. Both datasets were released last week. India had breached the 50-crore mark in September 2018 as first reported by TOI, and from there the country has, on average, added more than 86 lakh new connections each month. While the overall subscriber data is available up to August, the break-ups are available only up to June 30, 2020, going by which, 61% of all connections were in urban areas and 97% of them were wireless. Lt Gen (retd) SP Kochhar, director general, Cellular Operators Association of India (COAI), told TOI: “...While we have 97% of our broadband connections on mobiles, adequate network coverage of the population is still hovering around 50%, which has to increase. There has to be more network rollouts, it must be affordable while quality of service must also be ensured.” Arguing that the telecom sector has been enabling many other sectors, Kochhar said that the government must support telecom as a foundational sector. “They cannot look at the sector as only a primary revenue generating source (by way of various fees and charges we pay). They have to see the secondary revenue generated because of telecom and support to various verticals in the industry,” he said. The COAI has proposed to TRAI to introduce a minimum floor price for data on a trial basis, which the latter has said it may put up for an open house discussion. Aside from this, the association has also asked the government to reconsider spectrum charges and revisit some other fees and charges that are levied and are causing financial distress to the sector. Professor Debabrata Das from the International Institute of Information Technology-Bangalore (IIIT-B), who was an integral part of the Centre’s National Information Infrastructure version 2.0 (NII 2.0), says: “That internet is a game-changer has been reiterated by the pandemic (Covid-19), even amidst which many small businesses managed to work. That aside, access to education, finance and healthcare was enabled by the internet, and I think it won’t be an exaggeration to say it’s now an essential commodity.” Just five states — Karnataka, Tamil Nadu, Andhra Pradesh (including Telangana), Gujarat and Maharashtra — account for 26 crore or 35% of all internet connections. Separate data shows that as of June 30, 2020, Reliance Jio had the most market share, followed by Airtel and Vodafone. While the total number of internet connections have surpassed 75 crore, it doesn’t mean that the same number of people actually have access to the internet. When India breached the 50-cr mark in 2018, for instance, the subscriber base was only 35 crore while the total connections were 56 crore. This data is not immediately available for this year's figures, but if one were to assume that the number of subscribers also grew at the same rate, India would have 47.5 crore people accessing these 76 crore connections.||http://timesofindia.indiatimes.com//business/india-business/in-25th-year-of-internet-connections-surpass-75-crore/articleshow/79239281.cms||Chethan Kumar
November 16, 2020||India||Centre to airlift docs, provide additional ICU beds for Delhi||NEW DELHI: Even as the city grappled with an average of 90 Covid-related deaths per day in the past week, the Centre alerted the Delhi government to the possibility of a further spike in Covid-19 cases in the wake of crowded markets during the festive season and called for doubling of RT-PCR tests and offered to airlift paramilitary staff to augment the city's medical resources while also making available more ICU beds and ventilators. For the second time after June, home minister Amit Shah oversaw a vigorous central intervention in Delhi, with a review meeting with chief minister Arvind Kejriwal resulting in detailed directions on stepping up testing, augmenting capacity of city's hospitals, a review of containment strategies and enforcement of Covid-appropriate behaviour. The Centre's presentation pointed to people thronging markets and public places. “The impact of the crowds in markets and elsewhere could show up in about 10-15 days,” a source said. To make up for the shortfall of medical staff in Delhi, the Centre decided to offer CAPFs doctors and para-medical staff, who will be airlifted to Delhi soon. Dedicated multi-departmental teams will visit all private hospitals in Delhi to check availability of Covid-19 medical infrastructure as regards admission status and to ensure that the correct position of beds is displayed. A few designated MCD hospitals will also be converted as dedicated facilities for Covid-19 treatment, especially for those with milder symptoms. While the flux of people travelling to and from Delhi makes Covid control a challenge, the meeting considered the need to improve contact tracing and suggested a new survey of containment zones in the city. Given the alarming slackness in public behaviour, a fresh campaign to urge Covid-appropriate behaviour is likely to be launched soon. After the meeting, Kejriwal said, “We have the assurance that all government agencies of both the central government and the state government will work together to tackle the Covid-19 situation in Delhi.” Delhi has been witnessing between 7,000 and 8,000 new Covid-19 cases a day for the last 10 days and about 90 daily deaths for the last one week, with 104 people succumbing to Covid-19 on Thursday, the highest single-day toll till date. Kejriwal said 750 ICU beds would be added to the city's capacity. “It was also decided in the meeting that the number of tests in Delhi will increase from 60,000 per day to 1 lakh or 1.25 lakh. Delhi government facilities are working at their highest capacity right now, therefore, the ICMR has assured that they will help us to increase the number of tests,” Kejriwal said. Shah put out a series of tweets to highlight the main decisions arrived at the meeting, outlining the fresh strategy. There will be greater deployment of health ministry or ICMR mobile testing vans in zones with high risk of infection, while ICU beds at the DRDO Covid-19 facility in Dhaula Kuan will be utilised and more beds with oxygen facility provided at the 10,000 bed Chhatarpur Covid centre. The meeting on Sunday was attended by health minister Harsh Vardhan, Delhi LG Anil Baijal, Niti Aayog member V K Paul, AIIMS director Dr Randeep Guleria, ICMR director general Dr Balram Bhargava and top officials of the DRDO and Armed Forces Medical Services and senior officers of home and health ministries and Delhi government. A presentation by Paul noted that while the case fatality rate (CFR) was still in control despite the recent rise in cases, health and medical infrastructure, such as dedicated Covid-19 beds, beds with ventilators and ICUs, were showing signs of strain. Accordingly, it was essential to enhance surveillance, strictly enforce containment measures, increase testing and rapidly build up the requisite medical infrastructure, the presentation added. The meeting saw Shah directing that testing capacity for RT-PCR tests be doubled by optimally utilising the laboratories in Delhi and using mobile testing labs in areas where poor and vulnerable sections reside, temporarily relocating testing labs from states where they were unutilised and by utilising spare capacity in neighbouring Ghaziabad, Noida and Gurgaon. This was considered essential to bring down the positivity rate in Delhi. Shah directed adding of 250-300 ICU beds to the DRDO Covid hospital in Dhaula Kuan, which already has 250 ICU beds, of which only 150 are utilised. Also, more beds with oxygen will be created at the 10,000-bed Chhatarpur Covid centre. Watch Covid-19 in Delhi: Amit Shah holds review meet with Harsh Vardhan, CM Arvind Kejriwal, LG Anil Baijal||http://timesofindia.indiatimes.com//india/centre-to-airlift-docs-provide-additional-icu-beds-for-delhi/articleshow/79239358.cms||Bharti Jain
November 16, 2020||Delhi||November peak: Covid taking four lives every hour in Delhi||NEW DELHI: Novel coronavirus has been claiming nearly four lives in the capital every hour in the past one week. On Sunday, 95 people succumbed to the infection, the third highest single-day toll till date. This month, 1,103 fatalities have been reported in Delhi in the last fortnight, which means 73.5 deaths every day on average for the last 15 days (three deaths in an hour). In fact, this week has witnessed nearly 90 deaths every day and recorded the highest single-day death toll — 104 — on Thursday and the second highest of 96 on Saturday. The total number of Covid-19 deaths in Delhi stood at 7,614 on Sunday with an overall case fatality rate of 1.5%. Delhi reported its first Covid-19 case on March 2. That month, two people succumbed to Covid-19 and, in the next, almost two fatalities were reported every day. May saw 414 deaths — 13.3 on average every day — but June, which saw the first major wave of Covid-19, recorded 2,269 fatalities, which amounts to 75.6 deaths on average every day. The death toll dipped to an average of 39.3 a day in July and 15.5 deaths/day in August as the Covid-19 graph dipped. Read AlsoCentre to airlift docs, provide additional ICU beds for DelhiThe Centre alerted the Delhi government to the possibility of a further spike in Covid-19 cases in the wake of crowded markets during the festive season and called for doubling of RT-PCR tests and offered to airlift paramilitary staff to augment the city's medical resources while also makingThe number of Covid-19 fatalities, however, started increasing from September, which saw 917 deaths or 30.5 deaths every day on average. This figure rose to 37 deaths daily on average in October. “We are trying our best to save every life and the best treatment possible is being provided, including plasma therapy. However, in many cases, patients are arriving at hospitals at a stage when their condition has already deteriorated to severe,” said a senior doctor of a Delhi government hospital. Read AlsoWith 2.9L fresh Covid cases, India sees lowest weekly tally since JulyIndia recorded a little over 30,000 Covid-19 cases on Sunday, the lowest single-day addition in 155 days, mainly due to a combination of low testing and Diwali festivities. The day’s death toll from the virus was 426, the lowest in 163 days. Covid-19 cases and deaths recorded during the week alsoOn Sunday, 3,235 fresh cases were recorded in Delhi as only 21,098 tests were carried out in the last 24 hours compared with the nearly 60,000 tests being carried out daily. While nearly 20,000 RT-PCR tests are being carried out daily of late, the number was 9,221 in the last 24 hours, according to the Delhi government’s health bulletin. The positivity rate rose to 15.3% on Sunday compared with 14.7% on Saturday. The overall positivity rate in November is 12.8%, which is a significant rise from the previous four months. The overall positivity rate in June was 21.1%, including some days when it went beyond 30%. July, however, saw the overall positivity rate dip to 9.6%, which further decreased to 7.1% in August, 7% in September and 6.6% in October even as the number of tests being carried out increased massively. The total number of positive cases recorded in Delhi till date is more than 4.8 lakh, while more than 4.3 lakh have recovered, putting the recovery rate at 90.1%. The number of active cases on Sunday came down to 39,990 from 44,456 on Saturday, but the number of containment zones increased from 4,288 to 4,358. Out of the total active cases, 27,089 patients are recuperating under home isolation and 8,741 are admitted in hospital. While 47.5% Covid beds in hospitals are still vacant, the availability of ICU beds reserved for Covid-19 patients is going down with only 164 or 12.2% of total 1,341 ICU beds with ventilators available as per the Delhi Corona mobile application. Watch Delhi: Covid-19 taking four lives every hour in November||http://timesofindia.indiatimes.com//city/delhi/nov-peak-covid-taking-four-lives-every-hour/articleshow/79238886.cms||Sidharatha Roy
November 16, 2020||Business||Online jewellers get boost as e-tools click with shoppers||CHENNAI: Be it due to the revenge shopping factor, festive fervour or pent-up demand, consumers are back to buying jewellery and this time, the buzz is in the digital space. Online jewellers are witnessing a standout year as first-time buyers from urban and semi-urban areas log on to buy jewellery this festive season to avoid stepping out. Titan owned-CaratLane, one of the earliest movers in the space, has seen a 40% growth in traffic and 60% growth in online revenue as compared to last year’s festive period. “During the initial phase of Covid, business was largely driven by our repeat customers, but towards the second half, we started to see new customers browsing and buying online,” Avnish Anand, co-founder & business head, CaratLane, said. “What’s impressive is the growth — of 70-80% — from the small-towns as increasing number of customers get comfortable buying online,” he added. In addition to offering BIS Hallmark ornaments and providing return & exchange options, jewellery sites are also investing in digital tools to replicate the offline buying experience using virtual try-ons, chatbot assistance and live video services. Tech startup StyleDotMe, which has built an augmented reality (AR) product mirrAR for customers to virtually try on jewellery before buying, says inquiries have surged over 300% for their tool in the past few months. The startup works with both online sites and traditional stores and mirrAR is being used by over 250 brands including Forevermark and Tanishq. Jewellery shopping is a traditional affair around Diwali and Dhanteras, but business was a muted affair due to sharp rise in gold prices and economic hardships due to the pandemic. This made lightweight jewellery a favourite this year, pushing up demand for online stores like Melorra, known for lightweight ornaments. Melorra founder and CEO Saroja Yeramilli said they have seen a 50% growth in business this year’s festive season compared to last year. “Our revenue till date this year is almost 10% better than last year,” she said. This growth comes when offline jewellers are witnessing falling sales. In a sign of increasing comfort among online shoppers, the average transaction values on Melorra’s site is nearly 40% higher than the previous festive season, Yeramilli said. Melorra launched its own app last month to capitalise on this digitisation. “We are seeing a lot of traction — almost 30% of all our orders in the past month were from the app,” Yeramilli said. Launched in 2017, mirrAR also helps brick-and-mortar jewellers digitise inventory to help customers buy online, and over 20 traditional jewellers have signed up with them post-Covid with around 20 more in pipeline, Meghna Saraogi, co-founder & CEO, mirrAR, said. Jewellers from tier-2 and -3 cities like Kota, Akola, Ratlam are among those going digital, she says. As for traditional stores, Anantha Padmanabhan, MD, NAC Jewellers says the past 10 days have been encouraging for business in stores as well. He expects momentum to continue in the run up to the upcoming wedding season.||http://timesofindia.indiatimes.com//business/india-business/online-jewellers-get-boost-as-e-tools-click-with-shoppers/articleshow/79237924.cms||Sindhu Hariharan
November 16, 2020||Puducherry||Chennai: A mask-maker who has sold none since March||CHENNAI: Here’s a mask-maker who couldn’t sell even one during the lockdown. E Vengadessin designs and makes all kinds of masks, headgear and dolls for theatre groups in Tamil Nadu. But there have been no takers for the last eight months. A gold medallist from Pondicherry University (MA in theatre arts in 2000), Vengadessin trained as a theatre trainer and doll-and-mask maker. Having been in the business for the past 18 years, he says he never expected the pandemic would hit so badly. “There were some extra orders from theatre groups in the last January and February. I was in a hurry and somehow finished making the masks and other costumes in March. But then the pandemic hit. I couldn’t sell even a single mask since March,” said Vengadessin, who lives in Puducherry. “The pandemic is global, but the suffering is personal. I lost grip, and started struggling in the initial months during lockdown,” he said. When many of his colleagues started doing part-time jobs to make a living, Vengadessin had no idea how to survive. “I spent a lot of time looking at the masks out of frustration and disappointment. My wife’s job as a teacher was the only ray of hope. But survival is still difficult,” he said. However, this 46-year-old artist hasn’t lost hope. Despite the hardships, he strives to learn more about mask-making. “I struggled in the beginning, but now I have got used to it. I study more about theatre and costume. I have started making use of this time productively by adapting modern methods in the style of making masks. I am trying to reinvent my style techniques,” said Vengadessin, who has conducted mask-making workshops and seminars on acting in schools and colleges across Tamil Nadu. Vengadessin believes that things will change, and his masks will soon find faces. “I am trying to convince myself that the worst is over. Things will change, and my masks will soon find proper faces on the stage,” he said.||http://timesofindia.indiatimes.com//city/puducherry/a-mask-maker-who-has-sold-none-since-march/articleshow/79241040.cms||M T Saju
November 16, 2020||Patna||Bihar’s daily Covid count drops to 247 after 4 months||PATNA: In what could be a major relief, the state recorded less than 250 Covid cases for the first time in over four months on Sunday. Altogether 247 people have tested positive for the virus in Bihar in the last 24 hours, taking the state’s tally to 2,26,916. The state health department has confirmed five fresh Covid causalities in the last 24 hours. With this, he state’s Covid toll has increased to 1,184. Officially, four deaths were reported in Patna, taking the district’s toll to 298. The victims included a 77-year old woman from Kankarbagh and three men from Indirapuri, Patliputra and Kurji localities of Patna. One death, on the other hand, was registered in Araria. At 614, the number of recovered cases in the last 24 hours surpassed the fresh cases. At least 5,868 people are still battling the virus across the state. As per government data, as many as 2,19,864 people have recovered from the virus so far, taking the state’s Covid recovery rate to 96.89%. In fact, the state’s recovery rate is 3.8% higher than the national average of 93.09%, it said. As many as 96,699 new samples were tested at different health facilities and laboratories across the state in the last 24 hours, taking the number of tests since the outbreak of the virus in March to 1,28,69,405. The daily Covid count of Patna has also declined after a long time. On Sunday, only 89 fresh cases were reported in Patna, taking the district’s caseload to 39,180. However, the number of active cases in the district has dropped to 1,658 with 136 more people recuperating from the virus in the last 24 hours. The All India Institute of Medical Sciences-Patna (AIIMS-P) on Sunday registered five more deaths, though unofficially. The victims included a 51-year-old woman from Suratpur village in Vaishali and three men from Patna’s Khajekalan, Patrakar Nagar and Chandmari Road localities. The fifth victim, a 75-year-old man, was from Madhopur in Munger. AIIMS-P nodal officer for Covid Dr Sanjeev Kumar said nine patients were admitted to the hospital and 14 discharged on Sunday. The new patients were from different localities of Patna like Kankarbagh, Shastri Nagar, Gardanibagh and also from other districts like Nalanda, Samastipur and Siwan. At NMCH-Patna, no fresh Covid casualty was reported on Sunday. However, two new Covid patients were admitted to the hospital and three discharged on Sunday.||http://timesofindia.indiatimes.com//city/patna/states-daily-covid-count-drops-to-247-after-4-mths/articleshow/79238381.cms||Faryal Rumi
November 16, 2020||Patna||Patna: Devotees to get Ganga water for performing Chhath rituals||PATNA: The Patna district administration has taken several steps to prevent the spread of coronavirus during the four-day Chhath festival beginning with ‘nahay-khay’ on November 18. Patna divisional commissioner Sanjay Kumar Agarwal and DM Kumar Ravi on Sunday jointly flagged off 75 ‘Ganga Jal’ tankers from Digha Ghat, one for each ward. The Ganga water will be distributed among the devotees for performing rituals and preparing ‘prasad’. Agarwal said each household can take up to 1 litre of Ganga water. “Around 100 tanks will be stationed in different localities of the city. The move will go a long way in avoiding gatherings at ghats. Through jingles and awareness drive, we are encouraging people to perform rituals at home,” he said. Agawal added the traffic plan would be prepared in such a way that only locals would be able to visit ghats to fetch Ganga water. “Basic arrangements will be made at the ghats. Medical teams and security personnel will also be deployed at all the ghats,” he said. This year, celebrations will be allowed only at selected ghats with the permission of the district administration. The DM said barricading work and other preparations have started from Patna Collectorate Ghat to Gai Ghat. “The barricading of ghats, construction of watch towers, help desks, lighting poles, changing rooms, toilets and repair of approach roads have started,” he said. “All the dangerous ghats will be out of bound for the people. Locals who have no facility to perform Chhath at home can do so at ghats. Traffic movement will be restricted on Ashok Rajpath and at Digha to stop overcrowding at ghats during the festival,” Ravi said. Roadside shops selling fruits, vegetables and other puja materials near the ghats will not be allowed this time.||http://timesofindia.indiatimes.com//city/patna/chhath-admn-to-distribute-ganga-water-among-devotees/articleshow/79238239.cms||Faryal Rumi
November 16, 2020||Patna||Elderly woman & her minor grandson killed, four injured in Bihar||PATNA: An elderly woman and her minor grandson were killed while four others of her family were injured when unidentified criminals opened fired after barging into their residence on IB Road in Ghat Nawada under Dalsinghsarai police station area in Samastipur on Saturday night. IG (Darbhanga Range) Ajitabh Kumar along with Samastipur SP Vikash Burman reached the spot on Sunday to investigate the matter. Police suspect family dispute might be the reason behind the incident. The victims’ residence is at a secluded place on the banks of Balan river. Dalsinghsarai police station SHO Praveen Kumar Mishra on Sunday said the deceased were identified as Ahilya Devi (62) and her grandson Asmit Kumar (10). Mishra said two 9mm empty cartridges were recovered from the spot. He said the injured family members were identified as Ahilya’s daughters Parmila Devi (42) and Puja Devi (21) and Parmila’s daughter Khushbu Kumari (18). Since Parmila’s husband lives separately in Tazpur, she stayed with her mother. “Khushbu is Asmit’s elder sister. She is undergoing treatment at a private hospital in Samastipur. Police came to know that she was in a critical condition,” he said. Mishra said Puja’s husband Rakesh Kumar (26) was the only male present at their residence when the incident took place. Surprisingly, Rakesh was only thrashed by the assailants resulting in multiple injuries in his head. “It’s being investigated as why he was spared by the criminals,” he said. The SHO said at least half a dozen unidentified criminals barged into their residence when the family members were relaxing after celebrating Diwali. He said the family had kept all doors open due to the festival. “Ahilya was sitting in the courtyard. She was shot at a very close range. Criminals then entered inside a room and opened fire. Asmit was shot in his chest but the bullet pierced through his body and hit his sister Khushbu sitting behind. Parmila and Puja watching TV with the children were also shot,” he said, adding Rakesh was sitting in another room that time. Mishra said all the six injured persons were rushed to Dalsinghsarai sub-divisional hospital were Ahilya died during treatment. “Rest were further referred to district sadar hospital where Asmit also succumbed to the bullet injury,” he said. The SHO said nothing is clear yet, but prima facie family dispute is suspected to be the reason behind the incident.||http://timesofindia.indiatimes.com//city/patna/elderly-woman-her-minor-grandson-killed-four-injured/articleshow/79237785.cms||Debashish Karmakar
