November 1, 2020||Rising-pollution-levels-covid-scare-seasonal-flu-prepare-yourself-to-keep-health-woes-at-bay||Rising pollution levels, COVID scare, seasonal flu: Prepare yourself to keep health woes at bay||Air pollution levels in the city are again on the rise and the nip in the morning air indicates a season change. With winter round the corner, the fear of COVID cases going up looms large at a time cold, cough and sneezing become a common concern. But this is also the time for festivals and the wedding season is right ahead of us. Clearly not a good time to fall sick and miss out on all the fun, isn’t it? With Kolkata’s Air Quality Index (AQI) hovering between moderate and poor of late, the current season change triggering flu symptoms and winter knocking on the door, taking guard against imminent health issues is prudent. Here’s a guide from experts who tell you how to prepare your mind, body and soul for the days ahead. Crackers, construction work, more vehicles on road bother Kolkata environmentalistsThe city’s deteriorating AQI, which breached the 200-mark on Wednesday, has got environmentalists worried. Identifying the harmful activities that are adding to existing pollution woes, environmentalist Biswajit Mukherjee says, “The first and foremost action should be to ban crackers during Diwali this year. We have already appealed to the state government for this. Another major reason for air pollution is the construction work happening across the city. Air quality surrounding those areas is even more worrisome and needs to be controlled. Since local trains are not running currently, the number of vehicles on road emitting harmful gases has also gone up. People from the outskirts are now commuting to the city by road. Besides, a lot of solid waste from municipalities is being burnt along the highways, contributing to air pollution.” ‘Winter season might have a prevalent environmental influence on COVID. Also, COVID cases are likely to go up if pollution rises. Besides, all viral infections have seasonal increments. To guard against these, strengthen your immunity and make your immediate environment less conducive to diseases. For that, living in well-ventilated rooms is important. Avoiding indoor pollutants, like use of too many gadgets, chemicals, sprays, smokes and fumes, is essential. Balanced diet and exercise help. Screenings and medicines for COVID should not be avoided. Keep masks and sanitisers handy and socially distance yourself in public.’  — Dr Parthasarathi Bhattacharya, founder and consultant, Institute of Pulmocare and Research Healthy living begins with healthy eatingEver since the pandemic struck us, everyone has been looking for ways to improve their immunity levels. However, according to experts, the focus should be on making the right lifestyle choices. Explaining how that can be done, clinical nutritionist Hena Nafis says, “All the claims about ‘this food is going to keep COVID at bay’ are false. Immunity can’t be built in a day or two. It’s partly what you’ve inherited genetically and partly what your lifestyle is. A balanced diet over a long period is the key. Junk food lowers acquired immunity. Not eating enough, not exercising and too much stress can also lower immunity. If you have a robust immune system and further boost it, you may get auto-immune diseases too. Your active immune system can’t differentiate between the good and the bad, it attacks all cells. Make your immune system function well with enough sleep, by avoiding dehydration, eating right, keeping stress at bay and refraining from tobacco and alcohol.” Lifestyle goals Stick to a balanced diet  Avoid junk food  Keep stress at bay  Get enough sleep  Make sure you eat enough  Avoid tobacco and alcohol  Stay hydrated Yoga and exercise must for a holistic lifestyleWith rising pollution, those with respiratory conditions will be more susceptible to breathing troubles. There is no alternative to regular exercise that can help keep your body and mind sound. Yoga specialist Ravi Shankar Pandey thinks it’s the synergy between our body, mind and soul that helps keep illnesses at bay. “And what better way to attain that than India’s age-old magical forms of yoga. It increases the oxygen levels in your blood, giving you more energy to perform day-to-day work. The oxygen supply goes up since the length of your breath increases with yoga. Both asanas and pranayams (breathing exercises) are helpful in developing a healthy body. Ujjayi breathing, like an infant breathing that sounds like light snoring, is helpful for any kind of throat infection. It increases your metabolism and strengthens the immune system. Rapid breathing or bhrastrika pranayam gives more oxygen to the lungs and expels more carbon dioxide. Nadi shodhan pranayam purifies the energy channels in your body like blockage in the heart, impure blood or cancer. It cures hormonal and circulatory imbalances. It is slow, soundless and controlled breathing,” he said, adding that bhujanga asana, paschimottanasana and bhrastrika pranayama are also very helpful.||http://timesofindia.indiatimes.com//city/rising-pollution-levels-covid-scare-seasonal-flu-prepare-yourself-to-keep-health-woes-at-bay/articleshow/78972390.cms||Debolina Sen
November 1, 2020||Bengaluru||Bengaluru’s Arjun Kamath bags top honour at International Photography Awards||City-based photographer and filmmaker Arjun Kamath, whose still-photography series called The Anxiety Series that put the spotlight on anxiety and the feeling of disquiet and uneasiness that comes with it was widely appreciated, is back in news. The photographer has been awarded the first place at the International Photography Awards (IPA 2020) in the professional category of ‘Still in Motion/Video- Editorial’ for a short film made from the first photo series called Coming Out. Featuring Sarah Harish and actress Shraddha Srinath, the series touched upon homosexuality and the stigma that comes with it. Not just this, Arjun's Anxiety Series was also awarded an Honourable Mention Award at the IPA 2020. Talking about the coming out series, Arjun says, "The 2015 photo series went viral and was made made into a video in 2016 with original score made from the scratch and mixed and mastered by a sound engineer." Not new to creating visually moving photo essays, Arjun's more than a decade-long career has many such series, including Avani (2016), Color of our Skin (2016) and The Awakening (2017). Each of these touched upon important subjects like female infanticide, skin colour discrimination and women’s safety. So, what made him submit his first photo series for this award? "One of the criteria was that it had to be under five minutes (IPA guidelines) and I felt the theme was relevant even now and deserved an audience," says Arjun. The 30 picture series, he adds, came out of a random conversation he was having with a friend while travelling to shoot a documentary film in Scotland in 2015, which led him to think about how no one from his all-boy school ever came out of the closet. Speaking about the win, Arjun adds, "It is actually a very prestigious award and professional photographers from all around the world participate in it. I am thrilled to be recognised and the theme getting the merit." Up next, Arjun is working on a series titled 'Uneasy', which is about how negativity and pessimism has become an integral part of our daily lives, almost like a default setting. "It is about the scary prospect of what happens to humanity if we lose hope from planet earth altogether," he signs off.||http://timesofindia.indiatimes.com//city/bengaluru/bengalurus-arjun-kamath-bags-top-honour-at-international-photography-awards/articleshow/78972020.cms||Joyeeta Chakravorty
November 1, 2020||Bengaluru||African students face harassment in the wake of Bengaluru's crackdown on drugs||As officials continue to combat the drug racket in Bengaluru, an uneasy feeling has set in among the city's African students. This, many say, is the effect of the ongoing crackdown on the city's drug menace, where two Nigerians, one Senegalese and one Congo national were arrested recently. Random document checks become a menaceStudents living in areas like Kothanur and Hennur say that police officials randomly knock on their doors. "I live with my family in Kothanur and we have had officers come to home as early as 5 am asking for my documents. This has increased in the past 4-5 months. These are confidential details and we are not allowed to share such details with everyone. If local officials need such information, they should have the required permission from the immigration authorities," says Gbahi Lohouri Gouedanco Yvan Christ, a student from Ivory Coast, pursuing his BBA from Kristu Jayanti College. Similarly, an office bearer of the Association of Ivorians in Bangalore (AIB), found cops outside her residence early one morning. "I was shaking because we were asked to produce documents at six in the morning. We were taken to the station and were asked to wait for hours for no reason. It was humiliating for us," she says, adding that when the cops found nothing on them, they apologised and let them go. Owners weary of African tenantsThere has always been a notion among many house owners that African nationals indulge in illicit activities and this has made it difficult for these students to find houses on rent in the city. "Most owners say they don't want to rent out their homes to African nationals because they do drugs. That is just wrong. Not all of us indulge in such activities. We are here to pursue our higher studies, and many students come from well respected families. Some are children of Ambassadors or those in government services back home," she says. Kiran Jeevan, public relations officer at St Joseph’s College (Autonomous), recalls an incident involving a student two months ago. "A Nigerian student from our college was asked to leave her rented accommodation in the middle of the night, without any prior notice. We had to intervene because the owner was being adamant. Our pleas fell on deaf ears but we managed to get the advance that the student had paid. Such incidents are not new," he shares. Officials should be sensitisedStudents feel that local authorities need to have awareness on how they treat foreign nationals. "Officials need to be made aware that not all black individuals are criminals or are here to create problems. Many of us live here with our families. We encourage students from Ivory Coast to join us and become members of AIB, because we teach our members what they should and shouldn't be doing in the city. We tell our members to stay out of problems and tell them how to get help if they ever find themselves in any situation," says the AIB office bearer. 'Youngsters treat us like equals'Gbahi says that though things have been rough since the drug scandal broke, not everyone treats Africans like criminals. "The younger generation sees us as equals and treats us well. It is the elders who have a preconceived notion about our community and that needs to change. They need to be made aware that we are here to earn a degree or a living, and wish to live respectfully," he says.||http://timesofindia.indiatimes.com//city/bengaluru/african-students-face-harassment-in-the-wake-of-bengalurus-crackdown-on-drugs/articleshow/78971895.cms||Sandra Marina Fernandes
November 1, 2020||India||Three-member panel to identify works of art, artifacts and archival record of Ladakh||JAMMU: A three-member panel is being set up to identify works of art, artifacts and archival records pertaining to Ladakh, as assets, liabilities and administrative posts of the erstwhile state of Jammu and Kashmir were apportioned between the union territories of J&K and Ladakh on Saturday, according to a notification. The apportionment was notified by the Lieutenant Governor Manoj Sinha-led Jammu and Kashmir administration. On August 5 last year, the Centre had abrogated the special status of the erstwhile state and divided it into the two union territories (UTs). "With regard to art, artifacts and archival record, a three-member committee shall be set up to identify works of art, artifacts and archival record currently in the UT of J&K. One of the members of the committee shall be an expert from the Ministry of Culture, while there shall be one member each from the UTs of J&K and Ladakh respectively," the government notification read. The notification, issued by commissioner secretary to the Jammu and Kashmir government Manoj Kumar Dwivedi, said that the items pertaining to Ladakh, which are identified by the committee, would be transferred to the UT or any entity designated by it. It said all immovable assets belonging to the erstwhile government of Jammu and Kashmir, excluding those belonging to entities such as corporations and boards, and except where explicitly provided for, stand apportioned to the UTs. On immoveable properties located outside the erstwhile state, the notification said the UT of Jammu and Kashmir will have the "right of usage" of the third floor of Block B, which has suites, at the Chanakyapuri Guest House in Delhi till December 31, 2021, after which it will be transferred to Ladakh. The J&K House at 5 Prithviraj Road, Delhi; the Rajaji Marg property at Delhi, the guest house, BRIL, Shalimar Bagh, Delhi, the J&K Emporium at Baba Kharak Singh Marg, Delhi, the Guest House at Amritsar, and a property in Chandigarh will remain with the UT of Jammu and Kashmir, it said. The notification said that a house in Chandigarh, a flat in the Adamant Building, Mumbai, the fourth floor of the 11-Engineering Building, Sleater Road, Mumbai, and all properties of the LAHDC at Jammu and Srinagar will remain with Ladakh while guest houses and circuit houses in Jammu and Kashmir will remain with it. Other immoveable properties located outside the erstwhile state and not mentioned specifically would remain with the UT of Jammu and Kashmir, it said. On apportionment of moveable assets, the notification said all moveable assets stand apportioned on an "as is where is" basis between the two UTs. "Unpaid liabilities/bills shall be discharged, after due process/scrutiny, by the respective UT where the works/projects were executed or expenditure incurred. Investments in capital works/projects indicated in the statement of financial assets under 'Other Capital Expenditure', amounting to Rs 1956 crore stand transferred to the UT of Ladakh,” it said. The notifications said that the funds and pension liabilities stand apportioned as required following the actual allocation of employees between the UTs. Financial liabilities of Rs 2,504.46 Crores stand transferred to the UT of Ladakh at the rate of two per cent of the total liabilities. The book value of capital assets of the erstwhile state of Jammu and Kashmir will be transferred on a notional basis to Ladakh on the principle of as is where is basis, it said. With regard to the arrangements for the Jammu and Kashmir Bank Limited, the notification said the bank would continue its operations as a going concern in both the UTs. "The UT of Jammu and Kashmir shall continue to have majority share holding in the bank. Fifty-one per cent of the shareholding in the bank shall remain with the UT of J&K, while the remaining 8.23 per cent shareholding (approximately 13.89 per cent of the existing shareholding of the erstwhile state of Jammu and Kashmir), shall be transferred to the UT of Ladakh,” the notification said. It said a post of director on the board of the J&K Bank would be earmarked for Ladakh. "A reasonable proportion of employees of the bank shall be recruited from the UT of Ladakh, details of which will be worked out by the bank," the notification said.||http://timesofindia.indiatimes.com//india/three-member-panel-to-identify-works-of-art-artifacts-and-archival-record-of-ladakh/articleshow/78975076.cms||---
November 1, 2020||Chennai||Doraikkannu, Tamil Nadu agriculture minister, dies||CHENNAI: Tamil Nadu agriculture minister R Doraikkannu died on Saturday night while undergoing treatment in Chennai’s Kauvery Hospital. He was 72. He was declared dead at 11.15pm. The minister is survived by wife D Banumathi and four children. Doraikkannu was on ECMO and ventilator support in an intensive care unit in the hospital after he tested positive for Covid-19. He was brought to Kauvery Hospital from Villupuram General Hospital in an advanced life support ambulance on October 13. Doraikkannu complained of breathlessness and uneasiness while he was travelling by road to Salem from Chennai to offer condolences to the CM whose mother, Thavusayammal, died in the early hours of October 13. His health condition deteriorated on October 25. A medical bulletin issued by Kauvery Hospital executive director Dr Aravindan Selvaraj on Oct 25 evening said the viral infection had invaded 90% of the minister’s lungs. "Maintaining the functions of vital organs continues to be a challenge considering his comorbidities. He is on maximal life support and his response to treatment over next 24 hours will determine the prognosis," the hospital said the next day. On Saturday afternoon, a medical bulletin said the health condition of the minister was “extremely critical.” It said the minister had suffered a significant deterioration in vital functions.  Doraikkannu was a three-time MLA representing the Papanasam assembly segment in Thanjavur district since 2006.  A native of Rajagiri near Papanasam, Duraikkannu graduated from Raja Sarfoji Government College in Thanjavur. After completing his studies, he worked in a cooperative society for some time. Then he joined the AIADMK. A close associate of AIADMK’s Thanjavur strongman and Rajya Sabha member R Vaithilingam, Doraikkannu worked his way up the ranks to become a minister. He had been Papanasam union secretary for more than a decade before being given a ticket to contest in Papanasam constituency in 2006. He was one of the 61 AIADMK MLAs, who were elected. He defeated his Congress rival, M Ramkumar twice, in 2006 and 2011, by a margin of 7,001 and 18,007 votes respectively. When former AIADMK general secretary J Jayalalithaa chose to field him in Papanasam for the 2006 assembly election, he did not disappoint his leader and won with a margin of 24,365 votes. A senior among the three MLAs in the delta district of Thanjavur, Doraikkannu was rewarded with agriculture and animal husbandry portfolio in May 2016. He was one of the 13 new members in the cabinet. The unified party of O Panneerselvam and EPS offered him the post of Thanjavur North district secretary when the incumbent, M Rengasamy, a relative of V K Sasikala, moved to her nephew T T V Dhinakaran’s camp. With Doraikkannu as agriculture minister, the AIADMK government enacted crucial laws, including the one to declare the Cauvery delta as protected special agricultural zone. In his last interaction with reporters at the secretariat on September 25, Doraikkannu strongly backed the Centre’s farm Acts, saying they would not affect farmers in the state.||http://timesofindia.indiatimes.com//city/chennai/doraikkannu-tamil-nadu-agriculture-minister-dies/articleshow/78976036.cms||Pushpa Narayan
November 1, 2020||Delhi||Fitness enthusiasts limit outdoor exercise as pollution rises in NCR||Amid the COVID-19 pandemic and increasing air pollution in the city, doctors say that going out for a run or for cycling can cause you more harm than good. Cycling and running enthusiasts say that with the air quality likely to worsen later this month, they’re planning to reduce their exposure to outside air. Limit outdoor activities to stay safeMahua Bose, who jogs at Lodhi Garden, says, “We’re a group of seven friends and we walk together or exercise. After four months of staying indoors, we started going out for walks in July. My friends and I belong to the vulnerable age group (60 and above), and have been complaining of itchy eyes, cough, headache and heaviness in the chest (due to rising pollution). So, we’ve reduced our daily walks to four days a week to ensure we don’t fall sick either because of pollution or coronavirus.” Experts advise people to avoid venturing out if the Air Quality Index crosses the 300 mark Kavish Kashyap, who cycles at India Gate, says, “I went to see a doctor as my eyes were watering, which I thought was due to increased screentime. But my doctor suggested that I exercise indoors, as my eyes may be watering due to pollution, and told me to stop going out completely post Diwali.” He adds, “In the last couple of years, we’ve started to monitor the air quality before we step out. I don’t want to stop cycling, but there’s no reason to exercise if the harm caused by pollution outweighs health benefits. Plus, this year’s concerns are worse (due to COVID).” Long-term exposure to air pollution may be linked to 15% COVID deaths globally: ReportsOn October 27, Reuters reported that according to a new study, published in the journal Cardiovascular Research, long-term exposure to air pollution may be linked to 15% of COVID-19 deaths globally. The research from German and Cypriot experts analysed health and disease data from the US and China relating to air pollution, COVID-19 and SARS – a respiratory illness similar to the new coronavirus disease. Places like Lodhi Garden are overcrowded as people try to walk and jog as much as they can, before pollution levels worsenParks overcrowded as people worry about no exercise as pollution levels risePlaces like Lodhi Garden are overcrowded these days, and people tell us they are out for walks right now as in a month, pollution levels will worsen. Naman Gole, a jogger, says, “People are so concerned about not being able to exercise outdoors due to pollution levels that parks are overcrowded in the morning.” Rachit Mandal, a regular at Nehru Park adds, “People want to go for walks as long as they can before it becomes a health hazard (due to rising pollution).”||http://timesofindia.indiatimes.com//city/delhi/fitness-enthusiasts-limit-outdoor-exercise-as-pollution-rises-in-ncr/articleshow/78968702.cms||Niharika Lal
November 1, 2020||Varanasi||Festivities in the air||Bringing in a feel of festivities, a dandiya night was organized by a club recently. The dress code was ethnic, so the members turned up all dressed up for the occasion. The men wore colourful kurtas while the ladies were in bright Indian wear. Keeping the current situation in mind, face masks were distributed to all the members and their hands were sanitized. Dev Pramod Agrawal (L) and Manish (BCCL/ Arvind Kumar)Dev Pramod Agrawal (L) and Manish (BCCL/ Arvind Kumar) As the music started, the members came on the dance floor. They danced on the popular numbers like Dholi Taro and Chogada Tara and remix of retro numbers. (L) Shipra and Rachna (R) Poonam and Sachin (BCCL/ Arvind Kumar)(L) Shipra and Rachna (R) Poonam and Sachin (BCCL/ Arvind Kumar) Sanjeev and Mamta Taksali were given the award of best dancing couple Deo Pramod was given the title of Jhoomta Banka Chhora. Rachna was declared as Sajeli Chhori, Priya as Sajeli Banki Chhori, Supriya and Shipra Bhargava as Jhoomti Naachti Chhori, respectively. Sachin Jain, President of the club, welcomed the members. Rachna (L) and Supriya (BCCL/ Arvind Kumar)Rachna (L) and Supriya (BCCL/ Arvind Kumar) Shalini (L) and Dharani Gupta (BCCL/ Arvind Kumar)Shalini (L) and Dharani Gupta (BCCL/ Arvind Kumar) Vijay Agrawal (L) and Rajiv (BCCL/ Arvind Kumar)Vijay Agrawal (L) and Rajiv (BCCL/ Arvind Kumar) (L) Shiva (R) Vijay Kapoor (BCCL/ Arvind Kumar)(L) Shiva (R) Vijay Kapoor (BCCL/ Arvind Kumar)||http://timesofindia.indiatimes.com//city/varanasi/festivities-in-the-air/articleshow/78972578.cms||---
November 1, 2020||India||Won't accept any attempt to unilaterally change LAC: Jaishankar||NEW DELHI: India will not accept any attempt to unilaterally change the Line of Actual Control (LAC) said foreign minister S. Jaishankar on Saturday evening. The pandemic, he said, had put “severe stress” on the India-China relationship. Delivering the Sardar Patel Memorial Lecture, he said, ties with China had been stable for three decades, “as the two nations addressed inherited challenges and new circumstances. " "Peace and tranquillity in the border areas provided the basis for expanded cooperation in other domains. But as the pandemic unfolded, the relationship has come under severe stress. To restore normalcy, agreements between the two countries must be respected scrupulously in their entirety. Where the Line of Actual Control is concerned, any attempt to unilaterally change the status quo is unacceptable.” India, Jaishankar said, “will approach the world in a more proactive way in the aftermath of the pandemic.” “Indian diplomacy will be more integrated with our defence and security needs, more supportive of our economic and commercial interests, more aware of our technology capabilities and offerings, and more sensitive to the diaspora.” Acknowledging the difficulties of two civilisations, India and China, growing side by side, Jaishankar said, “the relationship cannot be immune to changes in the assumptions that underpinned it."  "Large civilizational states re-emerging in close proximity will not have naturally easy ties. Their interests are best served by a sustained engagement based on mutual respect and mutual sensitivity.”||http://timesofindia.indiatimes.com//india/wont-accept-any-attempt-to-unilaterally-change-lac-jaishankar/articleshow/78976076.cms||Indrani Bagchi
November 1, 2020||Goa||On railway double tracking route, coal dust and heritage homes||Starting today, TOI brings to you reports from Ground Zero on three ambitious Centre-funded infra projects that have turned contentious.MARGAO: Galdinius De Sousa was busy troubleshooting a networking issue on his computer two months ago when he got a call from a close friend that ignited a spark in him. The friend’s three-year-old child was admitted in a private hospital in Margao with respiratory problems. Just a year ago, the child’s sibling, a year-old infant, had to be hospitalised for a similar health issue. De Sousa instantly knew what lay at the root of the problem. The family was staying close to the railway tracks in Margao, and the pollution caused by coal transportation had taken a toll on their children’s health. “The reality hit me hard,” De Sousa says. Until that moment, De Sousa, a resident of Varca—a coastal village known for its pristine beaches—had not been the one to hit the streets for any protest. But this was different. He felt a sense of foreboding about the grave threat to public health if the double tracking project was allowed to be “bulldozed”. So, the next day, De Sousa bought a poster board and some markers and made a sign that read, “We plead, don’t choke our lungs with coal”. Sparked by a sense of urgency to take a stand and fight for his fellow Goemkars and a desire to find camaraderie among people who could relate to his fears, the 24-year-old television and computer technician soon jumped on the anti-coal bandwagon and is now a familiar face at the protests that are under way in the villages of South Goa. The agitation reached a flashpoint recently when hundreds of protesters gathered at the office of the Vasco deputy collector where hearings were scheduled to be held on the objections filed by people against land acquisition for South Western Railway’s (SWR) double tracking project—the project that would facilitate increased volume of coal transported through open wagons. The hearing was called off after chief minister Pramod Sawant said the issue will be further discussed and directed Mormugao deputy collector Sachin Dessai to put the hearings scheduled from October 19 to 27 on hold. What’s significant is that former environment minister and BJP’s Cortalim MLA Alina Saldanha was among the politicians, who led the people’s march on the deputy collector’s office. With the assembly elections hardly 16 months away, political observers say Sawant can ill-afford to let an agitation threaten to metamorphose into a state versus people battle. “No matter how many times the government tries to push the project, we will protest every time,” activist Abjijit Prabhudessai defiantly told reporters after the authorities kept the hearing on hold. The Railways has requisitioned acquisition of 1.2 lakh sqm of land in Goa to facilitate laying of the new track parallel to the existing one from Collem to Vasco, out of which 60,000 sqm has already been acquired. The protesters are determined to stop the Rs 2,127-crore project that envisages transporting 51 million tonne of coal cargo from Mormugao Port Trust (MPT) to steel plants in Karnataka through rail wagons by 2035, as per the project projections. “The project should be scrapped before it takes shape,” says De Sousa. “Today it is the railways, tomorrow it will be the roadways, and then the waterways. As it is, today people staying close to the tracks in Vasco and neighbouring villages can’t keep their doors and windows open, lest the walls and floors are plastered with soot, they need to keep everything packed. If the volume of coal to be transported is increased exponentially as is projected, even the beaches of South Goa won’t be spared of the coal dust and literally everybody will be affected.” Read AlsoDouble tracking will boost local economy: RailwaysMARGAO: The South Western Railway (SWR) says that the double tracking project will, besides helping transport of ore and coal, also improve tourism potential for Hospet and Goa. The project is expected to provide temporary employment to 1.46 lakh people. “The project will boost economic developmentThe SWR is facing objections to land acquisition particularly along the Margao-Vasco stretch, where at least 52 plots are earmarked for acquisition under the Railways Act. But at the core of the issue lie matters beyond forcible land acquisition—crony capitalism and imminent damage to heritage houses are the arguments against it. But the threat to public health owing to largescale coal pollution has turned out to be a rallying point for the protesters. “I am not remotely affected by the project, not by land acquisition either, but that’s not the point,” says Laurence Fernandes from Sancoale. “The point is that people’s health is at stake. And if anybody proves to me that there isn’t going to be a health hazard, I would go all out for it and support the project. But don’t force the project down our throats.” Ella Mascarenhas from Arossim points out how her ancestral house, located close to the tracks, had to be razed after it was rendered unsafe for habitation owing to the vibrations caused by the fast-moving trains. “Homes alongside the railway track are covered in dust throughout the year, the vibrations rattle our homes which develop cracks and finally collapse,” Mascarenhas says. Coal is transported through freight trains in open wagons covered with thin tarpaulin sheets which flap in the winds and soon get ripped apart exposing the residents to coal dust. “Residents who live alongside the track suffer from respiratory ailments, heart diseases, stroke, insomnia, hearing loss due to dust, sleepless nights with the noise of goods trains rushing throughout the night and loud blaring horns. Villagers are opposing the double tracks because it will lead to an increase in the frequency of trains, increase in speed of trains, increase in volume of coal transported, resulting in increase in pollution, and their lives will be a living hell,” Mascarenhas explains. To drive home her point, she points out that Vasco had emerged as the epicentre for Covid-19 cases in Goa and had the highest number of deaths due to comorbidities such as COPD and other pulmonary diseases due to weak lungs. Destruction of cultural and architectural heritage is also what works up Mascarenhas. “Besides destroying farms, properties, lakes, flora and fauna in its path,” she adds, “the doubling of railway tracks will demolish our ancestral homes, heritage houses, religious structures and monuments which are a part of our rich history and culture. Lands belonging to former chief minister Luis Proto Barbosa and former tourism minister the late Matanhy Saldanha, who was a staunch environmentalist himself, also figure in the land acquisition notices. Their families are shocked to discover that their homes, which are hundreds of years old, will be damaged in the process.” She points to the Bossuet Barros Pereira home built in 1828 and listed as a “protected heritage home”, and the St Lawrence Chapel at Arossim built in 1598, as just two of the several heritage monuments which will not stand the cruelty of the second track. The protesters are clear that the cost-benefit ratio of the track doubling project is skewed against Goans. “Goans use Konkan Railway to travel interstate and the existing single SWR track is sufficient to run the three local trains per day,” says Mascarenhas. “Goans don’t want to sacrifice their land in favour of few crony capitalists to transport their coal.” The anti-coal campaign tugs at the heart strings of Goans. “The project may well be a game-changer for the MPT and a revenue-earner for the state, but that’s secondary,” says De Sousa, who sums up the campaign’s bottom line: “Health of Goan population is non-negotiable.”||http://timesofindia.indiatimes.com//city/goa/on-railway-double-tracking-route-coal-dust-and-heritage-homes/articleshow/78976333.cms||Govind Kamat Maad
November 1, 2020||India||PM Modi uses Pakistan's Pulwama boast to roast rivals at home||KEVADIA (NARMADA): Armed with a Pakistan federal minister’s admission in parliament that the February 2019 Pulwama attack was the Imran Khan government’s doing, PM Narendra Modi on Saturday tore into rivals at home who, he said, had indulged in “dirty politics” even as the nation mourned the loss of 40 CRPF personnel. “Now that the Pakistan parliament has admitted to the truth, all such people stand completely exposed. What they said and did in the wake of the Pulwama attack are glaring examples of the extent to which such people can go for their selfish interest and ego,” he told a gathering of probationary civil servants under the giant Statue of Unity in Gujarat’s Kevadia. The PM said he had then “silently tolerated” the allegations levelled at his government because he was too pained by the deaths to respond. His comments came two days after Pakistan’s science and technology minister Fawad Chaudhry touted his government’s role in the terror attack as a “major achievement”. Putting national interest above everything else, Modi appealed to his adversaries to “eschew such politics” since it neither serves the purpose of nation-building, nor benefits the parties themselves. “Merely for petty political motives, you are knowingly or unknowingly playing into the hands of anti-India forces and becoming their pawns,” the PM said, also reminding them of how this impacts the morale of the armed forces and drives a wedge through the country’s unity. “Some countries are openly supporting terrorism. They have now become a cause for global concern. Terrorism and violence serve no good, and the need of the hour is to unite with the inherent Indian values of peace, harmony and mutual respect preached by the likes of Budhha and Gandhiji.” Alluding to the ongoing border stand-off with China, he said the NDA government was not just determined to stave off the threat but also adequately equipped to give a befitting response to anyone eyeing India’s territory. He said the country’s defence sector was fast becoming “atmanirbhar (self-reliant)” in keeping with its evolved world view and standpoint on border issues. “Our jawans are building hundreds of kilometres of roads, bridges and tunnels,” he said. Earlier this month, the PM had inaugurated the 9.02km Atal Tunnel built at Rohtang in Himachal Pradesh by the Border Roads Organisation. It is currently the world’s longest all-weather highway tunnel and connects Manali to Lahaul-Spiti. Watch Pulwama attack: Truth revealed after claims in Pakistan Parliament, says PM Modi||http://timesofindia.indiatimes.com//india/pm-modi-uses-pakistans-pulwama-boast-to-roast-rivals-at-home/articleshow/78976556.cms||---
November 1, 2020||Kolkata||Diwali bazar ready, hopeful about weekend sales||After recording over 97,000 cases per day in September, the corona curve in India seems to register a fall this month. The less number of cases per day gave hope to the light markets in Kolkata this festive season. From strings of fairy lights to Chinese lanterns, pineapple danglers, LED candles and crystal LEDs — the electric light alleys of the city, Chandni Market and Ezra Street, are decked up to welcome the Diwali and Kali Puja crowd. “Thank god the market is open and buyers are coming. New stocks are here. Perhaps the market will not be as busy as previous years. But we are hopeful that the next two weekends are going to be good,” said MD Selim, a seller from Chandni Market. Is it Indian? Or is it Chinese?Though the sellers claim these items to be of Indian make, most of the fancy lights, including crystal LEDs, metal lanterns, LED candles and others, are goods from China. “How do we know where the lights have come from? We get it from the suppliers and they say the lights are acquired from Delhi and Mumbai,” said MD Mansoor Alam, who has been in this business for decades in Chandni. “I stock up from Burrabazar. The suppliers are charging us more, citing a poor supply. Most of the boxes have ‘Made In China’ stickers on them. How do we know? We don’t make them,” he reasoned. So, which are the lights of Indian make, we asked MD Anwar, one of the sellers. “Candles and earthen diyas are primarily made in India,” said the seller, who also has a lot of fancy candles in stock. “But scented candles, mini hurricane lamps seem to be Chinese products,” he added. Corona lights? No wayThe buzz around the light market is the introduction of corona lights. However, even after a thorough search, corona lights are nowhere to be spotted. “We’ve heard about those corona lights. It is nothing but a green sphere with spikes. But we did not stock that light. Who would want to buy that grotesque thing that impacted our lives so badly? Diwali is an auspicious occasion. Why put a corona shadow on it?” said Ranjan Prasad, a light seller from Ezra Street, who was seen selling a variety of fairy lights, disco lights, LED lantern, crystal balls et al. According to S Ahmed, a seller on Ezra Street, the price of the items hasn’t increased this year. “The market is yet to pick up. Hence, we did not increase our prices even when the suppliers were charging us more. We are incurring a bit of pain today for a better tomorrow.”||http://timesofindia.indiatimes.com//city/kolkata/diwali-bazar-ready-hopeful-about-weekend-sales/articleshow/78969239.cms||Ruman Ganguly
