November 21, 2020||Mysuru||Weekend plays are back at Mysuru's Rangayana Repertory Theatre||There’s good news for lovers of all things theatre. The Rangayana theatre repertory has resumed staging weekend plays amid strict pandemic safety protocols. While they had started with a two-actor play in October, a new play called Dahana that will have 5-6 actors on stage will be performed on Sunday. RETURNING BACK TO THEATRE (Marali Rangake) As theatre activities had come to a standstill in March, a special event called Returning back to theatre was designed by members of the troupe to welcome audiences to theatre again. “Like every other sector in society, even theatre has taken a beating due to the Coronavirus pandemic. When we were able to resume operations, we began with an experimental play like Door No 8, which required only two actors on stage. That worked for us to some extent and has given us the confidence to try out slightly bigger productions. We had also reduced ticket prices to get audiences to come back,” says Addanda C Cariyappa, director of Rangayana. SEATING CAPACITY REDUCED TO MAINTAIN SOCIAL DISTANCE “The seating capacity of Bhoomigeetha, the venue inside Rangayana premises, where plays are staged is 240, but in keeping with new norms, we are restricting that to 110 now. This will allow us to keep every alternate seat vacant to maintain social distance. While the hall will be thoroughly cleaned before any play, thermal screening and hand sanitisation will be mandatory for patrons,” he adds. NEW NORMS HAVE HIKED PRODUCTION COST The problem with the reduced seating capacity, and other safety measures, is that it increases overall production costs. “Not only have our overheads increased, but we are also not able to generate enough revenue owing to the reduced ticket rates and decreased seating capacity. In the long run, it will be difficult to sustain this model and we will be forced to increase ticket rates for bigger productions,” says Cariyappa. Watch Rangayana resumes staging weekend plays amid safety pandemic protocols||http://timesofindia.indiatimes.com//city/mysuru/weekend-plays-are-back-at-mysurus-rangayana-repertory-theatre/articleshow/79325084.cms||Vinay Lokesh
November 21, 2020||Bengaluru||Bengaluru goes green; records low levels of air pollution this Deepavali||Bengaluru, it would seem, has paid attention to the fact that the city’s air quality has been on the mend since the lockdown and did not let the festive spirit disturb that. Deepavali, which is seen as a time of the year when air pollution levels increase substantially owing to the bursting of firecrackers, was different this year, with the city registering lower levels of air pollutants compared to 2019. In a bid to check the impact of fire crackers on the city's air quality this Deepavali, the Karnataka State Pollution Control Board had recorded the ambient Air Quality Index (AQI) data from their monitoring stations at seven locations across the city. The comparative data reveals a considerable drop in the AQI index from 2019. "The ambient air quality measured at our stations reveals that the Air Quality Index (AQI) values for 2020 has decreased by 30.34 %, when compared to Deepavali 2019," says Srinivasulu, Member Secretary Karnataka State Pollution Control Board (KSPCB), adding that the average AQI for the three days of Deepavali (November 16 - November 18) also showed a 46.7% reduction compared to a regular day. "The COVID-19 experience triggered an awareness regarding air pollution and its impact on the respiratory system. Also, the Karnataka High Court issued directions about using green crackers only, which was strictly implemented by KSPCB, police department and BBMP, which has contributed to the reduction in the pollution levels," says Srinivasulu. He adds that the trend over the past few years has been positive. "Since 2017, there has been a decrease in air pollution and a reduction in the AQI levels and the board has to appreciate Karnataka and Bengaluru, in particular, as the level of awareness regarding the situation is higher compared to other cities," sums up Srinivasulu. Box AQI on Deepavali 2019 - 81.29 AQI on Deepavali 2020 - 55.62 Reduction (in %) - 30.34%||http://timesofindia.indiatimes.com//city/bengaluru/bengaluru-goes-green-records-low-levels-of-air-pollution-this-deepavali/articleshow/79325422.cms||Joyeeta Chakravorty
November 21, 2020||Bengaluru||With cinema halls open, Bengalureans make the most of their movie outings||Movie premieres used to be a big thing in Bengaluru’s social circuit, until, of course, the pandemic changed life as we knew it. After months of no operations, cinema halls in the city opened doors amid strict safety protocols in October and only 50 per cent capacity, and playing films that already had theatrical runs. This week, though, that changed, with several new releases across languages hitting theatres, one of which revived the premiere night concept on Thursday. Sixty lucky movie buffs got to catch the first show of a new film in town at a city multiplex. Organised by Rubin Raj, the event was conducted in keeping with safety measures. “Although the hall has a seating capacity of 157, we invited only 60 to be a part of this show. At the entrance, the name of each guest was noted down, along with the temperature check reading. They would then be asked to sanitise their hands before heading to the screening hall,” said Rubin. We spotted several families on this outing, most of who professed to have not only missed the experience of watching a film on the big screen, but also the treats from the food counters.||http://timesofindia.indiatimes.com//city/bengaluru/with-cinema-halls-open-bengalureans-make-the-most-of-their-movie-outings/articleshow/79326512.cms||---
November 21, 2020||Lucknow||Awadhi music sets the stage in Lucknow University||The Arts Quadrangle at the Lucknow University reverberated with Kajri, Banna, Badhai Mubarakbadi, Nakta, Phaag and other Awadhi folk songs as Padmashri Malini Awasthi lent her voice to them, accompanied by a narration of the history and anecdotes related to the music by renowned writer, author, poet Yatindra Mishra on Thursday evening at the centenary celebrations of the institution. Dr Rakesh Dwivedi (L) and Dr OP Shukla (BCCL/ Vishnu Jaiswal)Dr Rakesh Dwivedi (L) and Dr OP Shukla (BCCL/ Vishnu Jaiswal) Prof Alok Kumar Rai and Nishi Pandey (BCCL/ Vishnu Jaiswal)Prof Alok Kumar Rai and Nishi Pandey (BCCL/ Vishnu Jaiswal) Harshita Saroj (L) and Gauri Todariya (BCCL/ Vishnu Jaiswal)Harshita Saroj (L) and Gauri Todariya (BCCL/ Vishnu Jaiswal) (L) Neelima Katiyar (R) Rakesh Chandra (BCCL/ Vishnu Jaiswal)(L) Neelima Katiyar (R) Rakesh Chandra (BCCL/ Vishnu Jaiswal) At the event titled Awadh Ki Roshan Chowki, Awasthi enthralled audience with songs like Saiya Mile Ladkiyan Main, Hamari Atariya Pe, Badhaiyan Are Dashrath Ghar Sohar Ho, Siya Ram, Mujhse Naina Mila Ke and more. However, Kesaria Balam in Awadhi style sung by her was the highlight of the evening. Students were seen dancing while faculty members cheered. Politician Neelima Katiyar was the chief guest on the occassion. — Vishnu Jaiswal Abhishek Mishra (L) and Savrabh Rai (BCCL/ Vishnu Jaiswal)Abhishek Mishra (L) and Savrabh Rai (BCCL/ Vishnu Jaiswal) Ayush Shukla and Yashika Yadav (BCCL/ Vishnu Jaiswal)Ayush Shukla and Yashika Yadav (BCCL/ Vishnu Jaiswal) <p>Bhawana Rai (L) and Sangeeta Rai (BCCL/ Vishnu Jaiswal)<br></p>Bhawana Rai (L) and Sangeeta Rai (BCCL/ Vishnu Jaiswal) (L) Dr Archna Singh (R) Dr Keya Pandey (BCCL/ Vishnu Jaiswal)(L) Dr Archna Singh (R) Dr Keya Pandey (BCCL/ Vishnu Jaiswal) Dr Durgesh (L) and Dr Puneet Misra (BCCL/ Vishnu Jaiswal)Dr Durgesh (L) and Dr Puneet Misra (BCCL/ Vishnu Jaiswal)||http://timesofindia.indiatimes.com//city/lucknow/awadhi-music-sets-the-stage-in-lucknow-university/articleshow/79324011.cms||---
November 21, 2020||India||BJP hits back after Gehlot's 'love jihad' attack||JAIPUR: Rajasthan chief minister Ashok Gehlot on Friday criticized BJP over 'love jihad', accusing it of "manufacturing the word" to "divide the nation and disturb communal harmony". Gehlot's attack came in a series of tweets, after BJP-governed states of Uttar Pradesh, Haryana and Madhya Pradesh said they are considering enactment of laws to curb such marriages. And, while the Karnataka government said it would watch steps taken by UP and Haryana, BJP in Assam has promised to bring in a law if re-elected in the state assembly elections next year. Gehlot accused BJP of violating the Constitution and citizens' personal liberty in choice of marital partners. "Bringing a law to curb it is completely unconstitutional and will not stand in any court of law. Jihad has no place in love," he tweeted. "They are creating an environment where consenting adults would be at the mercy of state power..." They are creating an environment in the nation where consenting adults would be at the mercy of state power. Marria… https://t.co/SExIO21JDD— Ashok Gehlot (@ashokgehlot51) 1605854832000Reacting to Gehlot's tweets, Union jal shakti minister Gajendra Singh Shekhawat accused him of supporting love jihad under the garb of personal liberty and termed this Congress's "communal agenda." He tweeted: "Dear Ashokji, love jihad is a trap that has many young women believing that marriage is a personal affair, where later it turns out it isn't. Also, if it is a matter of personal liberty, then why are the women not free to keep their maiden name or religion?"||http://timesofindia.indiatimes.com//india/bjp-hits-back-after-gehlots-love-jihad-attack/articleshow/79330926.cms||---
November 21, 2020||India||Amid sniping, Congress puts critics on new panels to aid Sonia||NEW DELHI: Amid fresh squabbling over the direction of the party following the poor showing in Bihar, Congress on Friday constituted three panels on economic affairs, foreign affairs and national security, falling back on former Prime Minister Manmohan Singh to head them while accommodating some of the G-23 dissenters. The panels are intended to help Congress chief Sonia Gandhi and the party respond to current developments. Interestingly, the panel on economics comprises former finance minister P Chidambaram while the one on foreign affairs comprises Anand Sharma and Shashi Tharoor besides being headed by Salman Khurshid. Sharma and Tharoor are signatories to the G-23 letter calling for a full-time leader who is available to deal with party matters. The foreign affairs panel, however, may be seen as a part snub to the G-23 since the AICC foreign affairs department is headed by Anand Sharma and in the arrangement announced on Friday, Salman Khurshid is the convener. The committee on national security includes leader of opposition in Rajya Sabha Ghulam Nabi Azad who is the leading figure in G-23 and veteran Veerappa Moily who also signed the dissenting missive. Read Also'Those unhappy free to leave': Cong vs Cong out in the open, againThe Bihar assembly poll results have triggered another round of infighting in the Congress, bringing to the fore the deep divide within the grand old party. After the party's dismal performance in Bihar elections and the bypolls across the country, some senior leaders have once again questioned theThese panels, which are to brief the Congress president on important issues, come after the party in August formed a committee of advisors to help Sonia Gandhi in day to day affairs. Congress has decided to hold the AICC elections for the next party chief, as was decided in the CWC meeting in August. It is to be seen if these appointments in any way stem the public commentary by senior members critical of the leadership, arguing that the top brass is in denial that the party is in decline and facing serious existential crisis.||http://timesofindia.indiatimes.com//india/amid-sniping-congress-puts-critics-on-new-panels-to-aid-sonia/articleshow/79331170.cms||---
November 21, 2020||India||At 46,328, fresh Covid cases in India at nine-day high||Fresh Covid-19 cases spiked to new peaks in two states on Friday - the first time in November that any state reported its highest-ever single-day count - even as the day's tally of new infections nationally rose to a nine-day high. India reported 46,328 fresh cases on Friday, the highest since November 11, as the trend of rising cases continued for the fifth day running. The day's death toll was 563, staying above 550 for the third day although the number had reduced from Thursday's high of 589. For the second time within the last seven days, active cases in the country did not register a decline on Friday, another sign that the pandemic could be rising again. The count of active cases remained unmoved at 4,45,804 on Friday while it had increased by 346 last Saturday (November 14). That was the first day since October 1 that the count had not registered a decrease, as per TOI's data based on state government numbers.  !function(){"use strict";window.addEventListener("message",(function(a){if(void 0!==a.data["datawrapper-height"])for(var e in a.data["datawrapper-height"]){var t=document.getElementById("datawrapper-chart-"+e)||document.querySelector("iframe[src*='"+e+"']");t&&(t.style.height=a.data["datawrapper-height"][e]+"px")}}))}(); Across north and central India, there were signs that the Covid-19 pandemic was surging again post-Diwali. While Haryana (3,104 fresh cases) reported more than 3,000 cases in a day for the first time, Rajasthan too reported its highest ever addition of 2,762 infections. Uttar Pradesh recorded 2,858 fresh cases, the highest since October 17 while Gujarat it's highest single-day addition of cases since September 25 af 1,420. in Madhya Pradesh, 1,528 infections were detected on Friday, the highest number since October 14.  !function(){"use strict";window.addEventListener("message",(function(a){if(void 0!==a.data["datawrapper-height"])for(var e in a.data["datawrapper-height"]){var t=document.getElementById("datawrapper-chart-"+e)||document.querySelector("iframe[src*='"+e+"']");t&&(t.style.height=a.data["datawrapper-height"][e]+"px")}}))}(); Delhi, however, saw the daily count of cases reduced from 7,546 on Thursday to 6,608. The capital, however, reported a surge in deaths with 118 patients succumbing to the virus in the last 24 hours. For the second day in a row, Maharashtra added more than 5,500 cases of Covid-19 on Friday, with the 5,640 new cases.||http://timesofindia.indiatimes.com//india/at-46328-fresh-covid-cases-in-india-at-nine-day-high/articleshow/79331396.cms||---
November 21, 2020||World||Isro to launch Bhutan’s satellite next year, train its space engineers: Modi||NEW DELHI: In a bid to build space infrastructure of India’s friendly neighbours under the ‘Act East’ Policy, PM Narendra Modi on Friday announced that the country will launch a satellite for Bhutan next year and train its space engineers for the purpose. In a virtual address to Bhutanese leaders, Modi said, “Work is going on a fast track in Indian Space Research Organisation (Isro) to send a Bhutan satellite to space next year. For this purpose, four brilliant space engineers of Bhutan will go to Isro (centre) in December for training.” “India has always been using space technology for development purpose. Last year, I had inaugurated a satellite ground station in Bhutan (set up with Isro’s technical assistance). With the help of this station, Bhutan is able to effectively access the South Asia Satellite (launched on May 5, 2017 by India for Saarc nations) for TV broadcast and disaster management,” he said. The PM also disclosed that the two countries on Thursday signed a framework agreement to encourage cooperation in the peaceful usage of outer space. The pact will also boost cooperation between different agencies of both the countries. He used the occasion to also talk about drastic changes ushered in the space sector in the country, saying India opened its space sector for private enterprises recently that would give a boost to capacity-building, innovation and skills. Though India has launched 328 foreign satellites till now, this will be the first time the country will be launching a full-fledged satellite for its long-time friend and neighbour Bhutan in its continuous effort to promote ‘Act East Policy’. Under the South Asia Satellite or Gsat-9 project, India continues to provide Bhutan and other friendly Saarc countries, except Pakistan, free satellite services for DTH and VSATs, tele-education, tele-medicine and disaster management purposes. “I know that the Bhutan king gives importance to the use of space technology for the development of his country and shows personal interest in promoting such technologies. To fufil his vision, India is ready to share its experience and expertise in the space sector and give access of its space technology to Bhutan,” Modi told the Bhutanese audience. Bhutan is yet to develop the capability to launch its own satellites and that is the reason its first satellite BHUTAN-1 (a nano satellite) was launched in 2018 by US private satellite launcher SpaceX. During the virtual meet, Modi, along with his Bhutanese counterpart Lotay Tshering, also launched RuPay card phase-II that will allow card holders from Bhutan to access the RuPay network in India. The PM said, “India supports setting up of an ITC-enabled knowledge-based society, and welcomes a third international internet gateway in Bhutan with the help of an agreement with BSNL”. Amid the Covid pandemic, he also assured Bhutan “all help in these tough times”.||http://timesofindia.indiatimes.com//world/south-asia/isro-to-launch-bhutans-satellite-next-year-train-its-space-engineers-modi/articleshow/79331538.cms||Surendra Singh
November 21, 2020||India||In a 1st, India to build commercial tech for mobile base station||BENGALURU: In a first, India will be developing technologies for mobile base stations that can be commercialised, which will boost a host of private firms including small and medium industries, academia research labs and make 5G services — yet to be launched — more affordable. The technology will be developed as part of a Rs 150-crore national project that officially kicked off earlier this month in Bengaluru. A Technology Innovation Hub (TIH) established as a Section-8 (not-for-profit) company at the International Institute of Information Technology-Bangalore (IIIT-B) will lead the R&D collaboration. This government-funded project — under the national mission on interdisciplinary cyber physical systems (NM-ICPS) — will also build other advanced communications and cyber physical systems technologies relating to, but not limited to, 5G. Prof Debabrata Das from IIIT-B, where the TIH has come up, told TOI: “It’s high time India entered the base station business given that we have the second highest number of mobile users. So far, all technologies of base stations were proprietary and majorly owned by foreign firms. What we’ll be doing is to develop technology indigenously using open source architecture.” TOI spoke with multiple officials from the department of science and technology (DST), which is funding the project, who confirmed the project details. Prof Ashutosh Sharma, secretary, DST said that the TIH will build an array of technologies relating to advanced communications and will play a crucial role in not just indigenising technology and creating a knowledge hub but also encouraging private firms. A senior DST official said: “IIIT-B has demonstrated capabilities to do this. We’re also looking at software-defined 5G networks which can augment existing technologies and redefine them. While this would be the primary focus of this TIH, it would also allow industries to co-develop technologies or products and push for commercialisation. Spin off of start-ups and other companies will also be encouraged. In the future, the TIH may address other challenges, including those in the field of quantum communications.” Das further explained that the base station technology will be built on ORAN (Open Radio Access Network), which is a new open source architecture that is in focus around the world. “ORAN, a base station architecture that will have a modular structure, will allow different modules such as radio band, base band, access control modules, radio link control modules and control planes, base stations management planes, to be independently developed. These modules will be interconnected by open interfaces, as a result, any company or academia's research labs can develop one or more of these modules, and need not build all of them together.” Das said. He added this will expedite the process of innovations and products in these areas and allow customers also to pick different firms for different modules. “This is an important aspect given the PM’s call for Atmanirbhar Bharat. Right now all the base stations in India, lakhs of them, are majorly imported. And with 5G, you will need more stations than 4G because although 5G has a higher bandwidth it’ll have a lower coverage area due to possible use of higher frequency range. For example, if a 4G station can cover a 1,000 meters radius, a 5G station will only manage 500 metres in urban areas. One can estimate the value of having such technologies built indigenously and commercialised,” Das said. It is noteworthy that two big telcos, Reliance Jio and Bharti Airtel have also announced plans of developing various technologies relating to 5G.||http://timesofindia.indiatimes.com//india/in-a-1st-india-to-build-commercial-tech-for-mobile-base-station/articleshow/79331625.cms||Chethan Kumar
November 21, 2020||India||Pakistan-based Jaish trying to target J&K polls: PM Narendra Modi||NEW DELHI: A clear and irrefutable link establishing Pakistani origins of the four terrorists killed on Thursday in Nagrota has emerged , leading Prime Minister Narendra Modi to directly name “Pakistan-based terrorist organisation Jaish e Mohammad” behind efforts to wreak major havoc and destruction to “target grassroots level democratic exercises in Jammu & Kashmir”. In view of the large and unusual cache of weapons and explosives recovered from the slain terrorists – 11 AK 47 rifles, 24 AK 47 magazines, one UBGL, 3 pistols, 6 pistol magazines, 29 grenades, 5 rifle grenades, detonators, 7.5 kg of RDX and 20 meters of IED wire – the prime minister on Friday, in a rare intervention, reviewed the situation in J&K in the light of what is seen as a Pakistan- inspired plot to create mayhem. The review was attended by home minister Amit Shah, NSA Ajit Doval, foreign secretary as well as top officials of the intelligence establishment. After the review, PM took to social media, again an unusual move, to highlight the efforts by Pakistan-based terror outfits to target grassroot-level democracy in J&K and commend the security forces for thwarting these plans. Prime minister's tweets were seen as aimed against Pakistan's ISI which uses jehadi terror outfits like Jaish and Lashkar to hurt India. “Our security forces have once again displayed utmost bravery and professionalism. Thanks to their alertness, they have defeated a nefarious plot to target grassroots level democratic exercise in Jammu & Kashmir,” he tweeted, indicating that the Pakistani-based Jaish was out to disrupt district development council polls and destablise the situation in J&K with what police sources described as a “big attack coinciding with the anniversary of 26/11”. Our security forces have once again displayed utmost bravery and professionalism. Thanks to their alertness, they h… https://t.co/dSDW3SvuY4— Narendra Modi (@narendramodi) 1605866927000Some key recoveries made from the dead Jaish terrorists, who had freshly infiltrated from the international border in Samba, were cited by intelligence sources as "unimpeachable” proof of the Pakistani origins of the slain terrorists who with a veritable armoury at their disposal could have caused havoc in J&K. These include a digital mobile radio manufactured a Pakistani company named Micro Electronics. Messages on the DMR set clearly show that the intruding terrorists were in constant touch with their handlers across the border. These handlers were following the location of terrorists en route to Kashmir and asking if they faced any problems. Also, a smartphone from a Pakistani company Q Mobile; medicines such as Flagyl, Surfi tablet, Dicloran, Panadol etc, manufactured in Karachi; and shoes manufactured in Pakistan are among the key recoveries that point to complicity of terrorist outfits enjoying a safe haven in Pakistan. A wireless set and a GPS device were also recovered. Sources in J&K police told TOI that the terrorists, after crossing the international border and reaching a predesignated point on the national highway south of Samba, were headed to the Valley. “The huge quantum of weapons clearly indicates that the plan was to disrupt the effort to restore normalcy in the trouble-torn part,” said an officer. It has been clear for some time that the Pakistani agencies have been disconcerted by India's efforts to ensure that there was no eruption or upsurge in Kashmir in the wake the constitutional changes of Aug 5, 2019. There have, of course, been desperate attempts by Pakistan to use terrorists to strike at vulnerable and soft targets like political leaders and civilians. “All such attempts have been successfully thwarted with the cooperation of the people of J&K,” said an officer. Inputs indicate that the impending DDC polls in J&K, which will establish the third and final tier of the local bodies for governance, have unnerved terrorists and Pakistani agencies, sources told TOI. The elections have already seen massive participation in terms of nominations and public response. Agencies believe it was this process of democratic decentralisation that the Pakistani terrorists killed at the Ban toll plaza in Jammu were trying to thwart with the huge quantity of weapons they were carrying. The elimination of the four terrorists has added further to the high numbers of terrorists killed by the security forces in intelligence-based operations since Article 370 was abrogated in J&K. As per figures shared with TOI, over 200 terrorists, including 30 foreigners, have been gunned down in the UT since August 2019. Watch PM Modi lauds security forces for thwarting nefarious plot of Pak-based terror outfit JeM||http://timesofindia.indiatimes.com//india/pakistan-based-jaish-trying-to-target-jk-polls-pm-narendra-modi/articleshow/79331978.cms||Bharti Jain
November 21, 2020||World||Pfizer files Covid-19 vaccine application to US FDA||Pfizer Inc applied to US health regulators on Friday for emergency use authorization (EUA) of its Covid-19 vaccine, the first such application in a major step toward providing protection against the new coronavirus. The application to the US Food and Drug Administration (FDA) comes just days after Pfizer and German partner BioNTech SE reported final trial results that showed the vaccine was 95% effective in preventing Covid-19 with no major safety concerns. Pfizer chief executive officer Albert Bourla confirmed the application had been made in a video posted on the company's website on Friday afternoon. Pfizer's shares were up 1.3% and BioNTech shares up 9.3% in New York late on Friday afternoon, as the possibility of a vaccine soon raised hopes for the end of a pandemic that has claimed more than a quarter of a million lives in the United States and over 1.3 million worldwide. The application also includes safety data on about 100 children 12-15 years of age. The company said 45% of US trial participants are 56-85 years old. If the data is solid, "we literally could be weeks away from the authorization of a 95% effective vaccine," US Health and Human Services secretary Alex Azar said on CBS's "This Morning." The companies expect the FDA to grant the EUA by mid-December and said they will begin shipping doses almost immediately. Pfizer has said it expects to have 50 million vaccine doses ready this year, enough to protect 25 million people. An FDA advisory committee tentatively plans to meet Dec. 8-10 to discuss the vaccine, a source familiar with the situation told Reuters, though the dates could change. The final trial data showed the vaccine provided a similar level of protection across different ages and ethnicities - an encouraging result as the disease disproportionately hurts the elderly and minorities. Of the 170 volunteers who contracted Covid-19 in Pfizer's trial involving over 43,000 people, 162 had received only a placebo, meaning the vaccine was 95% effective, far higher than originally expected. The US FDA had set minimum bar for efficacy of 50%. Pfizer said nearly 42% of global participants and 30% of US participants in the Phase 3 study have racially and ethnically diverse backgrounds. "Filing in the US represents a critical milestone in our journey to deliver a Covid-19 vaccine to the world and we now have a more complete picture of both the efficacy and safety profile of our vaccine," Bourla said in a statement. Moderna Inc is expected to be the next company to seek a US emergency use nod for a Covid-19 vaccine. An initial analysis of data from its late-stage trial showed the vaccine was 94.5% effective. Final results and safety data are expected in the coming days or weeks. Both the Pfizer/BioNTech and Moderna vaccines work using a new technology to trigger an immune response known as synthetic messenger RNA that can be produced at scale much more quickly than traditional vaccines. Of dozens of drugmakers and research institutions racing to develop Covid-19 vaccines, the next late-stage data is expected to come from AstraZeneca Plc, which is working with the University of Oxford, in November or December. Johnson & Johnson said it expects to have data needed to seek US authorization for its experimental vaccine by February. Watch Covid-19: Pfizer seeks emergency use of vaccine in US||http://timesofindia.indiatimes.com//world/us/pfizer-files-covid-19-vaccine-application-to-us-fda/articleshow/79332013.cms||---
