November 23, 2020||Guwahati||Assam yet to get a word on Covid-19 vaccine from Centre||GUWAHATI: Assam is yet to get any written commitment from the Centre on procurement of Covid-19 vaccine, top official sources in the health department said. Considering the recent spike in the number of positive cases in other parts of the country, especially in the northwest and central India, the Assam health department has asked district health authorities to conduct a minimum of 30,000 tests a day from Monday. The number of Covid tests even went below 10,000 of late in the state following decline in positivity rate. “The hope is that Assam will get a vaccine either in December or January, but the state health department has not received any written commitment from any agency. There is no other option than escalating the number of tests amid concerns of spike in cases,” said a top official of the Assam health department. Though at 5,938, Assam is among 15 states and Union Territories reporting less than the national average of cases (6,591) per million population, health officials said a minimum 30,000 tests is necessary to sustain the current positivity rate. Executive director of National Health Mission (NHM), Assam Dr Manoj Choudhury told TOI that the fresh move to intensify testing has been initiated in wake of a sudden upsurge in Covid cases in other parts of the country. But an analysis by NHM, Assam, on the doubling time of Covid-19 cases stated that according to the last seven days’ trend of new cases, the total cases in Assam will take 756.6 days to double. A total of 223 cases were detected out of 19,844 tests conducted on Saturday, with a positivity rate of 1.12%. Kamrup (Metro) district recorded the highest 70 cases. Altogether, 2,07,219 patients have been discharged till Saturday night. Though cumulative figures of total positive cases in the state stood at 2,11,427 as on Saturday night, 98.01% percent of them have recovered, state minister Himanta Biswa Sarma said. There are only 3,232 active cases in the state. MHFW stated that India’s present active caseload (4,40,962) has declined to 4.85% of the total positive cases, and has been sustained below the 5% mark. The recovery rate has improved to 93.69% on Sunday, as the country registered 43,493 new recoveries in the last 24 hours, taking the total recovered cases to 85,21,617. At 27, Assam is among the 21 states and UTs that are reporting lower than the national average of deaths per million (96).||http://timesofindia.indiatimes.com//city/guwahati/assam-yet-to-get-a-word-on-covid-19-vaccine-from-centre/articleshow/79356967.cms||Kangkan Kalita
November 23, 2020||Goa||Down by two goals, FC Goa snatch a point from Bengaluru||Igor Angulo proved he can live up to his billing on his FC Goa debut in the Indian Super League. Juan Ferrando’s side were trailing by two goals against Bengaluru FC when the Spaniard netted a fine brace in the span of four minutes for a 2-2 draw in their opening match at the Nehru Stadium in on Sunday. Brazilian Cleiton Silva, who has scored over 100 goals in Thailand’s top division, gave Bengaluru the lead in the first half. FC Goa had managed only a win over Bengaluru in their previous seven meetings and it looked like their poor run will continue after Juanan made it 2-0 after the restart. However, Goa’s substitutions of Alexander Romario, Brandon Fernandes and Alberto Nougera sparked a comeback as Angulo struck a brace. All eyes were on FC Goa’s starting 11. Just like former coach Sergio Lobera, Ferrando continued with Mohammad Nawaz in goal. Sanson Pereira was handed his debut in defence with new centre-back pairing of Ivan Gonzalez and James Donachie. There was no surprise with Seriton Fernandes’ inclusion in the right-back position. FC Goa tried to keep the ball longer with Princeton Rebello and Lenny Rodrigues, starting his 42nd consecutive game, controlling the pace in midfield. But they initially found it hard to create anything for lone striker Angulo, trying to fill the void left by league’s all-time top scorer Ferran Corominas. Former champions Bengaluru had retained most of their squad with Sunil Chhetri leading the attack alongside new recruit, Norwegian striker Kristian Opseth and Cleiton. The teams started cautiously with a combination of short and long passes but FC Goa saw more of the ball. Bengaluru, though, were more organised and went ahead before the half an hour mark through a set piece. A long throw in from Harmanjot Khabra inside the box was not dealt well by Donachie as the Australian’s header fell in the path of Cleiton. The Brazilian was quick to react as he muscled past Sanson and headed from close. Ferrando made a double change in the second half as he brought in Romario and Brandon but in no time conceded their second in the 57th minute. Deshorn Brown headed the ball towards Erik Paartalu who in turn headed in the way of Juanan, whose powerful volley was too hot to handle for Nawaz. FC Goa regrouped quickly and pulled one back in the 66th minute as Brandon found Nougera, who slid the ball for Angulo for a neat finish. Three minutes later, Brandon was involved yet again as he found Romario. The winger crossed dangerously and Angulo did well with his chest to slide the ball past keeper Gurpreet Singh Sandhu. FC Goa’s confidence grew and in the end they were happy to settle for a point.||http://timesofindia.indiatimes.com//city/goa/down-by-two-goals-fc-goa-snatch-a-point-from-bengaluru/articleshow/79358174.cms||FLAVIO LOPES
November 23, 2020||Goa||Target is always to win, point is not enough, says FC Goa coach Juan||FC Goa scripted a remarkable turnaround with a 2-2 draw against Bengaluru FC in their opening match of the Indian Super League (ISL) at Nehru Stadium, Fatorda, on Sunday. FC Goa found themselves two goals down inside the first hour but Spanish striker Igor Angulo ensured the hosts walked away with at least a point with two goals in quick succession. The draw, for the home fans, would have tasted like a win, particularly against Bengaluru FC who Goa have always feared. For coach Juan Ferrando though, even given the circumstances, this was clearly two points dropped. “I am not so happy because in the end it’s only one point and we wanted three. Our mentality is to win, always. In the second half, we were better,” said Ferrando. FC Goa’s second-half comeback was largely made possible due to tactical tweaks, thanks to the arrival of players like Brandon Fernandes, Alberto Noguera, Romario and Aibanbha Dohling. The tactical change saw Goa create more openings and push Bengaluru on the backfoot. “This was a strange game. There are some areas where we have problems, but I prefer to think this is our first game. It’s important to learn from the mistakes. We have an important game on Wednesday,” said the FC Goa coach, reflecting on the high-stake clash against Mumbai City FC, now coached by Sergio Lobera. Asked why Brandon, Goa’s most influential domestic player for some time now, was left on the bench, Ferrando said he had started pre-season two weeks late due to knee injury. This is only the second time that Bengaluru FC have failed to win after taking a two-goal lead. “We were working for three points, but we have to understand that Goa is a great team. They have wonderful players. They can drag teams with internal passes. We got tired (in the second half). The situation is not good for all teams due to short pre-season,” said Bengaluru coach Carles Cuadrat.||http://timesofindia.indiatimes.com//city/goa/target-is-always-to-win-point-is-not-enough-says-fc-goa-coach-juan/articleshow/79358219.cms||---
November 23, 2020||India||India will not only meet, but exceed Paris pact targets: PM at G20 meet||NEW DELHI: India has set itself an ambitious target of generating 450 gigawatts of renewable energy by 2030. Addressing G-20 leaders on a 'circular carbon economy approach' Prime Minister Narendra Modi said, "We will meet our goal of 175 gigawatts of renewable energy well before the target of 2022. Now, we are taking a big step ahead by seeking to achieve 450 gigawatts by 2030." India, he said, would not only meet its Paris Accord targets but exceed them. Climate change, Modi said, "must be fought not in silos but in an integrated, comprehensive and holistic way." India he said, was adopting low carbon and climate-resilient development practices. Highlighting two big initiatives spearheaded by India, the International Solar Alliance (ISA) and Coalition for Disaster Resilient Infrastructure (CDRI), Modi said, "we are encouraging a circular economy. India is making next-generation infrastructure such as metro networks, waterways and more. In addition to convenience and efficiency, they will also contribute to a cleaner environment." The ISA is the fastest-growing international alliance with 88 countries having signed up so far. "With plans to mobilise billions of dollars to train thousands of stake-holders, and promote research and development in renewable energy, the ISA will contribute to reducing carbon footprint," the Prime Minster said. The Coalition for Disaster Resilient Infrastructure has 18 countries and four international organisations as members. "Infrastructure damage during natural disasters is a subject that has not got the attention it deserves. The poorer nations are especially impacted by this. Therefore, this coalition is important," Modi said, adding, India has "made LED lights popular. This saves 38 million tons of carbon dioxide emissions per year." Smoke-free kitchens have been provided to over 80 million households through our Ujjwala scheme. This is among the largest clean energy drives globally.” India, he said, was attempting to eliminate the use of single-use plastics, expanding forest cover and encouraging a circular economy. Watch G-20 Riyadh Summit: PM Modi pitches for greater technology access to developing countries||http://timesofindia.indiatimes.com//india/india-will-not-only-meet-but-exceed-paris-pact-targets-pm-at-g20-meet/articleshow/79358447.cms||---
November 23, 2020||India||Kerala law makes police judge & jury on speech||THIRUVANANTHAPURAM: A controversial amendment to the Kerala Police Act came into force on Sunday, granting police the authority to slap criminal charges through "subjective interpretation" of communication through any medium as being defamatory even as CM Pinarayi Vijayan sought to allay fears of the new law being a threat to "free speech" or "impartial journalism". Amendment 118A cites even "injury to the mind" as a valid reason to slap charges that stipulate a maximum jail term of three years, a fine of up to Rs 10,000, or both. Depending on their interpretation of what constitutes an offence under this provision, the police can act without a complaint from the alleged victim. The amendment to the 2011 legislation has triggered widespread outrage - on social media, among the opposition UDF and BJP, the media fraternity and even within the Left coalition. Experts said the amendment had stretched the law to such an extent that every communication or publication could be open to subjective interpretation by the police. "This is grossly unconstitutional and against several verdicts of the Supreme Court. In the director of public prosecutions versus Collins case in the UK, the Queen's bench and House of Lords differed over the definition of the phrase 'grossly offensive'. When even the eminent jurists took diametrically opposite positions in such matters, the new insertion in the Kerala Police Act has left it to the wisdom of a police officer or anyone to gauge whether a communication or publication has caused injury to the mind of a person," former law secretary B G Hareendranath said. The amendment follows alleged attempts by the state government to wrest control of the political narrative, especially on social media, amid investigations by central agencies into the Life Mission welfare housing and gold smuggling scam cases. The CPM has boycotted news channels and refused to participate in debates that include panellists critical of the government. Many see the move as an attempt to control free speech ahead of municipal and assembly elections. Even in the absence of such a law, the LDF government had been slapping cases on those criticising chief minister Vijayan. The police had registered cases against 119 individuals, including 12 government employees, till June 2019 for allegedly abusing the CM on social media. They were booked for offences ranging from criminal intimidation to use of obscene language. The very Kerala high court judgment cited by the government while framing the amendment was, ironically, one that criticised the police for not acting promptly on cyber crime complaints filed by women. "It is the duty of the state to maintain public order. Moreover, as per the existing penal law itself, such culprits can be booked, for which the state police should be vigilant," the high court had observed in the Sreeja Prasad vs state of Kerala case this year. Besides the content of the ordinance that governor Arif Mohammed Khan gave his assent to on Saturday, the government is being criticised for hurriedly drafting an amendment on a sensitive subject without a proper debate in the assembly or in the public sphere.||http://timesofindia.indiatimes.com//india/kerala-law-makes-police-judge-jury-on-speech/articleshow/79358611.cms||KP Saikiran
November 23, 2020||India||Parliament may skip winter session, reopen Jan-end, before Budget||NEW DELHI: With virus cases on the rise in the national capital, Parliament is unlikely to be convened before the last week of January, raising the possibility that there may be no winter session. However, the Centre, sources told TOI, has decided to defer the winter session to next year, and club it with the budget session at the end of January. The budget is presented on February 1. In September, the monsoon session was curtailed after several MPs as well as staff tested positive for the virus. The current thinking in government is that Parliament could be called closer to the regular budget session. A considerably delayed winter session, though, will not be a first. Parliamentary records show that out of 65 winter sessions of Rajya Sabha between 1952 and 2019, eight commenced in December and at least two, in 1962 and 1963, stretched from December to January. In 1962-63, for instance, while the first part of the winter session met between November 18 and December 12, 1962, the second half met between January 21 and 25, 1963. This was repeated in 2003, when Parliament met for the first half of the winter session between December 2 and 23, 2003, and then, between January 30 and February 5, 2004. Records also show that at least four winter sessions started in the first week of December — in 1993, 2003, 2004 and 2013 — while the winter session in 2016 started in the third week and in 1990, the session only began in the fourth week of December. However, with the unprecedented health crises posed by Covid-19, the Centre, sources told TOI, has decided to defer the winter session to next year, and club it with the budget session at the end of January.||http://timesofindia.indiatimes.com//india/parliament-may-skip-winter-session-reopen-jan-end-before-budget/articleshow/79358897.cms||Swati Mathur
November 23, 2020||India||New Kerala law may not pass muster as SC struck down a similar one in 2015||NEW DELHI: Kerala’s new ordinance promulgated purportedly to protect women and children from cyber attacks is similar to Section 118(d) of the Kerala Police Act which the Supreme Court had struck down in 2015 in the Shreya Singhal case, terming it to be in breach of right to free speech. The introduction of Section 118A in the Kerala Police Act and its inclusion in the existing Section 125 of the Act makes offences under the new provision cognisable, though bailable. However, it gives the police unlimited power to arrest anyone whom it suspects would continue to make statements in all kinds of media “threatening, abusing, humiliating or defaming” any person or a class of people. Anyone found guilty under Section 118A will be punished with imprisonment up to three years or a fine up to Rs 10,000, or both. Section 118A does not make any specific reference to rising crimes against women or children, a ruse given by the LDF government for bringing the new law through an ordinance. It also does not talk of inadequacy in existing provisions under IPC or Information and Technology Act to deal with such crimes. The overarching ambit of Section 118A, when it says "whoever makes, expresses, publishes or disseminates through any kind of mode of communication" will bring under its purview speeches made on the roadside or public platforms, a telephone call or a social media post, an article in a newspaper or a web portal, and programmes on TV channels. Compared to Section 118A, its earlier avatar, Section 118(d), appears milder. The latter provided that police could arrest any person "who causes annoyance to any person in an indecent manner by statements or verbal comments or telephone calls or calls of any type or by chasing or sending messages or mails by any means". The milder Section 118(d) had evoked strong critique from the SC in the Singhal case. Striking it down, it had said, "Information that may be grossly offensive or which causes annoyance or inconvenience are undefined terms which take into the net a very large amount of protected and innocent speech. A person may discuss or even advocate, by means of writing disseminated over the internet, information that may be a view or point of view pertaining to governmental, literary, scientific or other matters which may be unpalatable to certain sections of society. "It is obvious that an expression of a view on any matter may cause annoyance, inconvenience or may be grossly offensive to some. A certain section of a particular community may be grossly offended or annoyed by communications over the internet by 'liberal views'," the SC had said.. Providing an additional reason for quashing Section 118(d), it had said, "We, therefore, hold that the section is unconstitutional also on the ground that it takes within its sweep protected speech and speech that is innocent in nature."||http://timesofindia.indiatimes.com//india/new-kerala-law-may-not-pass-muster-as-sc-struck-down-a-similar-one-in-2015/articleshow/79359253.cms||Dhananjay Mahapatra
November 23, 2020||India||Covid: Positivity rates show Himachal, Delhi as hotspots||NEW DELHI: Himachal Pradesh, Delhi, Rajasthan, Haryana, Kerala and Goa, in that order, are the current coronavirus hotspots with high positivity rates (confirmed cases per 100 tests) - between 10% to over 15% - measured over two 14-day periods between October 26-November 8 and November 8-21. These states have shown an increase in positivity rate that indicates more people are infected and fewer tests are taking place. The exceptions are Kerala, Goa and West Bengal where the disease has somewhat slowed compared to last month, but they still remain in the danger zone. Maharashtra, with a positivity rate of 8% over the last fortnight, has shown major improvement as it consistently hovered around 18% during the past few months. The number of confirmed cases in West Bengal and Chhattisgarh has been slowing down but, nonetheless, the two states have positivity rate above 7-8%. Relaxation in lockdown measures in these states remains risky as a WHO advisory says a positivity rate of 5% and above over a 14-day period puts a state in the red zone. High positivity rates are also indicative that a state is only testing the sickest and not screening enough population for Covid-19 symptoms, resulting in more critical cases and deaths. Tracing and testing are key to containment of the pandemic. Punjab, Tamil Nadu, Telangana, Andhra Pradesh, Odisha and Karnataka have made good progress, bringing down their positivity rate from 3-4% to below 3%. Gujarat is among the states with positivity rate of 2% and below, but it has shown a rising trend of cases over last fortnight. In Madhya Pradesh, the rate has gone up from 2.7% (during October 26-November 8) to 4.3% over the last fortnight (November 8-21). Similarly, in Gujarat, it has gone up from 1.8% to 2.1% during this period. It is increasing in UP and Jharkhand, too, but within manageable limits. Bihar and Assam have one of the lowest positivity rates, below 1%, raising doubts on the accuracy of testing with a large migrant population travelling in and out of these states. A month ago, states with highest positivity rate (between October 5-18) were Maharashtra (15%), Kerala (14%), Chhattisgarh (10%), Rajasthan (10%), Karnataka and West Bengal at 9% each. Andhra Pradesh, MP, Odisha, Delhi and Tamil Nadu had positivity rate higher than 5%.||http://timesofindia.indiatimes.com//india/covid-positivity-rates-show-hp-delhi-as-hotspots/articleshow/79359684.cms||Pradeep Thakur
November 23, 2020||India||Covid: Favipiravir shows hope in Mumbai trial||MUMBAI: While the WHO last week recommended that antiviral remdesivir not be used for severely ill Covid-19 patients, Mumbai doctors published the first scientific study showing another antiviral, favipiravir, reduced the "cure time" in mild cases. "We found favipiravir improved the time to clinical cure by around three days," said the study's main author Dr Zarir F Udwadia. Patients who took the drug cleared the virus 30% (two days) faster than those on standard treatment. The study has been published in the peer-reviewed International Journal of Infectious Diseases. "This may not sound like a very big difference, but is significant. There are so few treatment options that when a drug gives even a promising signal, it's exciting news," said Dr Udwadia. Since the pandemic began almost a year back in Wuhan, China, various drugs have been tried out to control it. However, apart from steroids, none of the other drugs ranging from plasma to remdesivir to HCQS have been scientifically shown to help Covid-19 patients. The current favipiravir trial was conducted from May 3 to July 3 among 150 patients admitted at Breach Candy Hospital; as it was a randomised trial, 75 patients were given favipiravir and another 'control group' received some other drugs. "The median time to cessation of viral shedding was five days versus seven days in the control group," said the study. The median time to clinical cure was three days in the 75 patients treated with favipiravir versus five days in the control group. The study concluded that favipiravir may be beneficial in mild-to-moderate Covid-19 cases. "If the results from our study are validated by other larger studies currently underway in Boston and Stanford, favipiravir could have a role akin to Oseltamivir (another antiviral used to treat influenza such H1N1)," said Dr Udwadia. Dr Shashank Joshi, who is a member of the state government's task force on Covid-19, concurred that favipiravir is a "good" drug. "It is a good drug if used in the first 72 hours. One needs to hit hard and hit early," said Dr Joshi, who was not a part of the current study but had previously published a study on favipiravir. The drug has been widely used in Japan, Russia and Thailand before Indian authorities approved its use for Covid-19 patients. It is widely prescribed in India for patients who prefer home isolation as it is an oral medicine (remdesivir, which is prescribed for severe Covid-19 patients is given in IV form and in hospitals only). "The DCGI approved the use of this drug rather prematurely I thought, in the early days when the pandemic was raging in June. It was important for us to put this drug to the test by rapidly designing a good randomised, multicenter Phase 3 study which we implemented aided by the main manufacturer of this drug, Glenmark," said Dr Udwadia. His study noted it caused a mild and transient rise in uric acid levels that was reversible. "It is a safe drug, except in pregnant or lactating women for whom it must never be used."||http://timesofindia.indiatimes.com//india/covid-favipiravir-shows-hope-in-mumbai-trial/articleshow/79359719.cms||Malathy Iyer
November 23, 2020||India||Kerala church to set rules for inter-faith marriages||IDUKKI: The Syro Malabar Church will soon issue a set of guidelines instructing bishops to ensure that priests solemnizing the marriage between people of different faiths, called "disparity of cult" marriages, adhere strictly to the canon laws. The church took the decision after an interfaith marriage solemnized by a bishop a few days ago in Ernakulam kicked up a controversy. The marriage between a Catholic woman and a Muslim man based in Kochi was held at Kadavanthra St Joseph Church on November 9. Mar Mathew Vaniyakizhakkel, former bishop of Satna, attended the ceremony. The photograph of the couple with the bishop was published in a newspaper which drew criticism from a section of the faithful. Cardinal Mar George Alencherry has ordered an inquiry and sought a report from the archbishop of Ernakulam-Angamali diocese Mar Antony Kariyil. In his letter to Mar Antony Kariyil, Fr Benny Maramparambil, the vicar of the church where the marriage was held, explained that the function was solemnized adhering to the norms of 'disparity of cult' marriages. He said he had received a letter from Fr James Athiyunthan, the priest of Kuzhikkattussery church, the bride's parish, stating there were no 'impediments' for the marriage. Senior priests belonging to Kerala Catholic Bishops Council (KCBC), however, accused both the priests of flouting canon laws. "The Catholic church has written rules to be followed during such situations. The bishop of the diocese concerned has to give his approval," a priest said. "Besides the probe ordered by Cardinal Alencherry, the Kerala Catholic Bishops' Council will also look into the matter. After getting the report from the Ernakulam-Angamali archbishop, we will direct the bishops to issue strict guidelines to the priests on conducting 'disparity of cult' marriages, said the priest. Watch Kerala: Syro Malabar church to set rules for inter-faith marriages||http://timesofindia.indiatimes.com//india/kerala-church-to-set-rules-for-inter-faith-marriages/articleshow/79359734.cms||Sandeep Thomas
November 23, 2020||Patna||Mercury in Patna plunges to 10.8 degrees Celsius, Gaya coldest||PATNA: The cold northwesterly wind from the snow-clad mountains of Himalayas is reaching up to Bihar, resulting in plunge in the minimum departed temperature of several cities in the state, including Patna. The minimum temperature in Patna was 10.8 degrees Celsius on Sunday, the lowest this season so far. However, Gaya was the coldest with the minimum temperature at 8.8 degrees Celsius, which were five notches lower than the respective normal for the day. The maximum temperature in Patna was recorded at 23.4 degree Celsius, which was also five notches lower than normal. Patna Meteorological Centre said the minimum temperature in South Bihar districts has rapidly declined in the past 24 hours due to the western disturbances which now lies in Jammu and Kashmir. The western disturbances are seen as a trough between 3.1 and 3.6km above the mean sea level. Zeeshan Ansari at Patna MeT centre said, “The sky would remain clear and the northwesterly wind may blow with of 10-15km per hour. Dry weather will prevail over the state. The moisture level in the air was recorded between 40 and 80. Due to decrease in moisture level, people are experiencing the chill in the wind.” The windy conditions had the positive impact on the overall air quality index (AQI) of Patna, which improved in moderate category from 186 to 166 in the last 24 hours. As per the Central Pollution Control Board (CPCB) daily bulletin, the overall AQI of 166 for Patna was the average of AQI level of six air monitoring stations at BIT-Mesra, Patna (143), Eco Park (138), SK Memorial Hall (151), DRM office, Khagaul (81), Planetarium (235) and Patna City (201). The CPCB stipulates that ‘moderate’ AQI can lead to breathing discomfort in people with lungs, asthma or heart diseases.||http://timesofindia.indiatimes.com//city/patna/mercury-in-patna-plunges-to-10-8-degrees-c-gaya-coldest/articleshow/79356915.cms||Faryal Rumi
