November 20, 2020||Bengaluru||Diya Naidu’s live performance, Ceremony Of Longing, takes place today||The feelings of longing and yearning are all too familiar for all us, especially now, during the pandemic, when norms of social distancing have kept us away from people, places and a lot of other things. So, it is no wonder that performing artiste Diya Naidu has chosen to tap into these two feelings for her latest work - Ceremony Of Longing. Diya, who has choreographed the performance, shares that it is a performative ceremony, to be conducted on November 20, as her first live performance in months. "The piece has been performed by four dancers - Maitreyee Joshi, Snigdha Prabhakar, Paridhi Bihani and me. We had an Open House at Ranga Shankara recently, where we put out a call for stories and chose four to be performed in a ritualistic way. We wanted to work on a piece that brought forth aspirations, given the current situation all of us are in. Through this performance, we wanted to uncover the longing, and the yearning and what we want in our lives," says Diya, adding, "There is a lot of dance, chanting and storytelling that has been woven into the performance." Why is it called a performative ceremony, though? "A lot of people reject spiritual and inner work due to various reasons and religion has often been misused, but there is something in all of us that connects with the divine energy. All of us are communicating with something that's larger than life. The ceremony is that manifestation point of a journey that was taken. So, through this performance, we look at the journey of the past five weeks, that has gone into making this performance happen and the stories that have made this journey possible," she says, adding "All of this will come together as a ceremony, which will be witnessed by the audience. We will have an installation towards the end. Audiences will be able to see all our longing woven together in a physical form when we reveal it to them."||http://timesofindia.indiatimes.com//city/bengaluru/diya-naidus-live-performance-ceremony-of-longing-takes-place-today/articleshow/79308551.cms||Sandra Marina Fernandes
November 20, 2020||Goa||Colaco scales new cycling heights||Panaji:Prince Ralph Colaco, a member of the Margao-based Xaxti Riders cycling club, became the first Goan to complete the Half-Everesting Challenge by riding the Chandreshwar Hill 18 times non-stop early this week. “The concept is extremely simple but brutally tough. It requires a sportsperson to run or cycle up and down a hill until they reach the total or half vertical elevation equivalent to the height of Mt Everest (8,848 metres) in a single activity,” the club said in a statement. Colaco cycled for 12 hours continuously, going up and down to record 5,108 metres. “I initially planned to do 15 loops but then decided to push a bit and complete the challenge,” said the Velim resident. Colaco began cycling a few years ago to keep fit. “As I got fitter, I began doing longer and tougher rides,” he said. The 38-year-old rides around 40kms every day and longer distances on weekends. “I admire Goa's Dr Belinda Viegas-Mueller, the only Indian woman to finish three 1,200 km cycling rides in a single calendar year,” says Colaco, also all praise for Sameer Nadkarni, president of Xaxti Riders. The club said Colaco’s name has now been included in Everesting’s Hall of Fame, alongside the best climbers in the world.||http://timesofindia.indiatimes.com//city/goa/colaco-scales-new-cycling-heights/articleshow/79310978.cms||---
November 20, 2020||India||Govt to amend law, end manual sewer-cleaning||NEW DELHI: The government on Thursday announced two major decisions to end the hazardous practice of manual cleaning of sewer lines and septic tanks. While the social justice ministry will amend law to make machine cleaning mandatory, the urban affairs ministry launched a “Safaimitra Suraksha Challenge” to ensure that no person needs to enter a sewer or septic tank. Though existing regulations and several Supreme Court judgements have prohibited manual cleaning of sewer lines and septic tanks without taking enough safety precautions, nearly 800 cleaners have died in the past five years. Union minister Hardeep Singh Puri launched the challenge among 243 major cities on the occasion of World Toilet Day. Speaking at the event, social justice and empowerment secretary R Subramanyam said the fundamental change in the existing Prohibition of Employment of Manual Scavengers and Their Rehabilitation Act will be that mechanised cleaning will be made mandatory. “It should not be just a best practice, but it has to be the only practice,” he said. Subramanyam said the ministry will provide funds to sanitation workers and not to contractors or municipalities to purchase machinery. “We want the workers to own these machines so that these can be used by the municipalities when there is a requirement,” he said. Times ViewOver the years, NGOs like Safari Karamchari Andolan have diligently collated statistics on deaths in the sewers. Undeniably, they are death traps and no one should have to step into them. Similarly, despite laws, the abhorrent practice of manual scavenging continues in some pockets. In the past too, there has been talk of 100% mechanisation to end these practices. One only hopes the government walks the talk this time.Urban affairs secretary D S Mishra appealed to the states and city administrations to substitute the term “manhole” with “machine hole” to bring a paradigm shift in which this entire issue is approached. State governments took the pledge to mechanise all sewer and septic tank cleaning operations by April 31, 2021. Cities will be awarded in three sub-categories — with a population of more than 10 lakh, 3-10 lakh and up to three lakh, with total prize money of Rs 52 crore to be given to winning cities across all categories.||http://timesofindia.indiatimes.com//india/govt-to-amend-law-end-manual-sewer-cleaning/articleshow/79311009.cms||Dipak K Dash
November 20, 2020||Chandigarh||Relevance of art and literature in the digital era discussed||Panjab university's alumni association in collaboration with department of English and cultural studies recently organised a web lecture on 'Art and Literature in the Age of Technology'. The event also saw the new batch MA (English) students taking part. Prof Deepti Gupta, dean (alumni relations and the department chairperson) talked about the syllabus, specialisations, career choices, assessments and the department library. Former IAS officer Rajan Kashyap, who served as chief secretary in Punjab, discussed how various writers and philosophers like Yuval Noah Harari in Homo Deus and Aldous Huxley in Brave New World predicted the speed of technology and its application to every aspect of human activity. He quoted one of India’s great philosophers, Prof Sarvapalli Radhakrishnan and said 'In spite of the fact that the great scientific inventions have liberated us from servitude to nature, we seem to suffer from a type of neurosis, from cultural disintegration. Science has relieved us of grinding poverty, mitigated the tortures of physical pain. Yet we suffer from an inward loneliness.' Later, Prof Gurdeepak Singh discussed the impact of the changing environment, driven by technology, on creativity and vice versa. He discussed the digitisation of arts and how technology has made available new tools for expression. The webinar aimed to consider the place of art and literature in the technology driven world of today.||http://timesofindia.indiatimes.com//city/chandigarh/relevance-of-art-and-literature-in-the-digital-era-discussed/articleshow/79311011.cms||---
November 20, 2020||India||Edible oil prices rise by up to 30%, set off alarm bells||NEW DELHI: Rising edible oil prices has become a cause of concern for the government. The average prices of all edible oils - groundnut, mustard, vanaspati, soybean, sunflower and palm - have increased, with the spike in the case of palm, soybean and sunflower oils by up to 20-30% in the last one year. Sources said this was flagged at a presentation before a Group of Ministers headed by home minister Amit Shah early this week. They added while prices of onion have reduced due to import of nearly 30,000 tonnes and potato prices have stabilised, edible oil prices have been increasing constantly. Data accessed from the consumer affairs ministry's price monitoring cell show that the average price of mustard oil was 120 per litre on Thursday compared to 100 a year back. In the case of vanaspati, prices have increased to 102.5 per kg against 75.25 a year back. The modal price of soybean oil was selling at 110 per litre while average price on October 18 in 2019 was 90. Similar has been the trend in the case of sunflower and palm oil. Sources said the reduction in palm oil production in Malaysia in the past six months has been one of the reasons behind increase in prices of other edible oils. Nearly 70% of the palm oil in the country is used by the processed food industry, which is the biggest bulk consumer. Industry sources now said it's up to the government to take a call whether to reduce the import duty on palm oil considering that the increase in palm oil prices directly impacts prices of other edible oils. Watch Edible oil prices in India shoot by upto 30%||http://timesofindia.indiatimes.com//india/edible-oil-prices-rise-by-up-to-30-set-off-alarm-bells/articleshow/79311145.cms||Dipak K Dash
November 20, 2020||Chandigarh||Faculty development programme in PU||A special faculty development programme on the theme of enhancing visibility and quality of research output and ethics started in PU recently. The event will go on for seven days and will cover various topics. Prof Tankeshwar Kumar, the VC of Guru Jambheshwar University of Science and Technology (GJU), Hisar, during the inaugural session said that research ethics and publishing in quality journals is a very important and useful topic for all researchers and academicians. Later, Prof SK Tomar, the honorary director of HRDC, PU, talked about the programme and its focus on certain aspects of research and publication. Dr Neeraj Kumar Singh, deputy librarian, also the course coordinator informed that the FDP is being attended by 35 participants including faculty members, librarians, and research scholars from various states such as Kerala, Himachal Pradesh, New Delhi, Maharashtra, Karnataka, Punjab and Chandigarh. Various aspects of research and publishing will be covered during the programme's remaining days.||http://timesofindia.indiatimes.com//city/chandigarh/faculty-development-programme-in-pu/articleshow/79311054.cms||---
November 20, 2020||Chandigarh||Special online Gandhi Katha organised||The department of Gandhian and Peace Studies, Panjab University, recently organised a special online Gandhi Katha to mark the commencement of the new academic session. PU VC Prof Raj Kumar, talked about how the new academic session, new positive vibrations will bring positivity for everyone. He also said that in the present times the relevance of Gandhian philosophy is very much relevant. He also redefined the concept of ‘Satyagraha’ and its difference with the ‘Passive -Resistance’. In her narration of Gandhi Katha, Shobhana Radhakrishna, who contributed a lot to literature, social service, etc, talked about Gandhian way of life and serving humanity. The basic idea of the Gandhi Katha was to reintroduce the Gandhi’s vision and its relevance and an attempt to provide some principles, ideas and alternatives. The katha session saw various faculty members of the department as well as the new enrolled students and faculty members taking part.||http://timesofindia.indiatimes.com//city/chandigarh/special-online-gandhi-katha-organised/articleshow/79311367.cms||---
November 20, 2020||India||Half of women officers selected for permanent commission: Army||NEW DELHI: Almost half of the women officers considered for permanent commission (PC) in the Army have made the grade in the first-ever special selection board held for them in the 13-lakh strong force. The Army on Thursday “declassified” the results of the 'Special No 5 Selection Board' constituted to screen short-service commission (SSC) women officers, with almost 300 of the total 615 candidates being selected for PC, said a senior officer. The women not selected included those who did not opt for PC as well as the ones who did not meet the selection criteria or pass the medical test. They will retire after completing 20 years of service, which will make them eligible for pension. The Army in September has finally begun the screening of women officers who could be granted PC in 10 of its branches, in accordance with the Supreme Court directive in February to end gender bias in the force, as was earlier reported by TOI. The special board, headed by a Lt-General, included a woman officer of brigadier-rank. Women officers were also permitted to witness the proceedings as observers in order to add transparency to the entire process. The defence ministry in July had issued the formal order to grant PC to women officers in eight more branches of the Army, in addition to the existing ones of the legal and education wings. The eight branches are Army Air Defence (AAD), Signals, Engineers, Army Aviation, Electronics and Mechanical Engineers (EME), Army Service Corps (ASC), Army Ordnance Corps (AOC), and Intelligence Corps. Women number just over 1,600 in the 43,000-strong officer cadre in the Army. The military brass for long opposed PC and command roles for women due to “operational, practical and cultural problems”. Women officers, of course, are still not allowed to join main combat arms like infantry, mechanized infantry, artillery and armoured corps in the Army. They also cannot serve on board warships and submarines in the Navy. But the IAF, which already had women transport aircraft and helicopter pilots, has commissioned 10 women as fighter pilots since 2016 to break yet another glass ceiling. Watch Army selects 300 women officers for permanent commission||http://timesofindia.indiatimes.com//india/half-of-women-officers-selected-for-permanent-commission-army/articleshow/79311454.cms||Rajat Pandit
November 20, 2020||Delhi||From postponing weddings to hosting extra functions: How Delhiites are adapting to the reduced wedding guest limit of 50||Delhi was all set for a record number of weddings in the coming weeks, but on Tuesday, Chief Minister Arvind Kejriwal announced that the Delhi government has decided to withdraw the order allowing 200 guests at a wedding, and no more than 50 people can be invited now as the cases of COVID-19 continue to soar in the city. A day after that, LG Anil Baijal approved the Delhi government’s proposal. On the same day, the Delhi Disaster Management Authority (DDMA) also issued orders reverting to the earlier cap on the number of wedding guests. After the announcement, those who had planned their wedding in the coming weeks with 200 guests are either planning to postpone it or figuring out ways to cut down the guest list to 50 people without offending people who had already been invited. ‘Planning extra function now’Sudha Sharma, a resident of Shahdara, says that her wedding was postponed from April to December and everything seemed on track until Tuesday. Her family spent the entire night working out a second guest list with only 50 people. “We first divided our initial guest list of 200 people into ‘must be invited’ and ‘can be avoided’. In the latter category were our friends, who would now be sent a virtual link to attend the wedding. Also, we decided to call and explain the situation to those relatives who are in Delhi and are well aware of the rising number of COVID cases and the latest change in rules. We have decided to have a dinner with them, which will be an extra function now. This is an additional expense, but my parents think that despite knowing everything, some relatives will not like being uninvited just 12 days before the wedding,” says Sudha. ‘Parents would rather postpone the wedding than offend relatives’RK Puram resident Anupam Rao’s family is contemplating postponing the wedding (which, as of now, is supposed to be held on November 29) as they feel “it’s rude to ask relatives and friends to not come after the invites have been sent out”. He says, “My fiancée and I tried explaining to our parents that we can have a wedding ceremony at our home in presence of our parents and not have any guests at all. We thought inviting some and asking others to not come when the invitation cards have been sent out will be very odd. But our parents are not agreeing to the idea. They are saying that it is better to postpone the wedding. It will be a loss of lakhs for us as we have already paid advance for venue, to caterers, etc, but our parents are willing to bear this loss than have relatives miffed. Now that the final decision has come from the government, we will take our decision soon,” he says. ‘Might have the wedding with just family present, and no guests’Rajesh Singh, a resident of Uttam Nagar, had finalised his daughter’s wedding in April this year. But he decided to postpone it because of the lockdown. “Earlier, we postponed the wedding because of the lockdown. Now since we were in the Unlock phase, we decided to invite 200 people and had finalised a date in the last week of November with 100 people from the groom’s side and 100 from our side. But now we are confused. We might just do the wedding with only family members present now,” he shares.||http://timesofindia.indiatimes.com//city/delhi/from-postponing-weddings-to-hosting-extra-functions-how-delhiites-are-adapting-to-the-reduced-wedding-guest-limit-of-50/articleshow/79304689.cms||Divya Kaushik
November 20, 2020||Lucknow||It’s a historic moment for all of us: LU VC on centenary celebrations||The University of Lucknow, as part of their centenary celebrations, organised a Heritage Walk inside the campus on Thursday morning. Prof Alok Kumar Rai, LU, VC, Nawab Jafar Mir Abdullah, Nishi Pandey and few other faculty members participated in the walk. “It is a historical moment for all of us. Lucknow University is not only known for its education but also for its architecture. This is providing an opportunity for all the people coming from outside to get exposed to the architectural marvel!,” said Prof AK Rai. — Vishnu Jaiswal (L) Nawab Jafar Mir Abdullah (R) Prashant Chaudhary (BCCL/ Vishnu Jaiswal)(L) Nawab Jafar Mir Abdullah (R) Prashant Chaudhary (BCCL/ Vishnu Jaiswal) Dr Dinesh Sharma (BCCL/ Vishnu Jaiswal)Dr Dinesh Sharma (BCCL/ Vishnu Jaiswal) (L) Prof Alok Kumar Rai (R) Dr Anupama Srivastava (BCCL/ Vishnu Jaiswal)(L) Prof Alok Kumar Rai (R) Dr Anupama Srivastava (BCCL/ Vishnu Jaiswal)||http://timesofindia.indiatimes.com//city/lucknow/its-a-historic-moment-for-all-of-us-lu-vc-on-centenary-celebrations/articleshow/79307696.cms||---
November 20, 2020||Business||Cash still king, average withdrawal from ATM hits record high of Rs 5,000||NEW DELHI: Cash withdrawals have hit a record high, with Indians withdrawing nearly Rs 5,000 at one go. The average ticket size of transactions went up to Rs 4,959 per ATM withdrawal from debit cards in August as cash in circulation hit a record high of Rs 26 lakh crore (12% of GDP). While cash withdrawals have rose around 10% since last November, UPI payments have shot up by close to 20% during the period to an average ticket size of Rs 1,850. ATM players said there was a temporary lull in the first few months of the lockdown, but withdrawals later shot past pre-Covid levels. Despite the growth in digital payments, and UPI transactions hitting a milestone of 2 billion, cash is still king. "Cash is an integral part of the Indian economy and ATMs remain an important touch point that facilitates easy access to cash for the populace at large. With the lockdown measures across the country, a drastic dip in transactions were observed in end-March, April and May. The situation slowly improved from the month of June onwards," said Hitachi Payment Services MD and CEO Rustom Irani. Although data for the last three months is currently unavailable, ATM and point of sale machine terminals operator BTI Payments CEO K Srinivas said cash withdrawals were far higher than last Diwali as people stepped up purchase of gifts and sweets. "We believe that people generally tend to hoard cash for contingencies in an emergency situation like the ongoing pandemic. This coupled with the steady opening up of economic activities and the ongoing festive season have resulted in an increase in average ATM transaction size," Hitachi's Irani added. Another trend noted by ATM players is that people are no longer withdrawing for small values of Rs 100-300. "With the rapid adoption of UPI, small ticket transactions have shifted almost entirely to digital. Now, people withdraw higher amounts; also, with the pandemic no one wants to step out of the house or office more often than required. So, people tend to withdraw their needs for a week," said BTI Payments' Srinivas. Watch Cash withdrawals from ATM hit record high of Rs 5,000||http://timesofindia.indiatimes.com//business/india-business/cash-still-king-average-withdrawal-from-atm-hits-record-high-of-rs-5000/articleshow/79311957.cms||Rachel Chitra
