---||Bengaluru||Bicycle evangelist Sathya Sankaran shares how his volunteers have been helping people since the first lockdown||Last year, it was during the lockdown that this group of riders from Bengaluru began helping people, especially senior citizens. Today, the volunteer-based Relief Riders has expanded to 14 cities and over 750 riders, where they cater to the needs of senior citizens. Sathya Sankaran, bicycle evangelist and one of the founders of this initiative, takes us through their journey. Sathya recalls, "It was in March 2020, when the first lockdown started, someone pinged me on Twitter asking what are the cyclists of Bengaluru doing. Immediately, it got me thinking and I pinged on a WhatsApp group of ours that has all our ambassadors, about their thoughts on helping people. One of them pitched the idea of calling our initiative Relief Riders. We began with six people volunteering. Soon, we expanded to 20 volunteers and by the end of two months, we were around 80 of us serving around 250 senior citizens and others." The inquiries died down through the unlock phases, but Sathya says that they have expanded and been doing a lot more work this time. "The second wave hit us like we never imagined. The number of riders is over 250 people in Bengaluru alone. Another interesting development was that other cities also got inspired by the idea and we have over 750 volunteers riding across 14 cities in the country. This is the largest contingent of cycling based help that I have heard of anywhere in the world," he proudly shares. No compromise on the environmentAnother idea that Sathya is excited about, is the fact that this is also a green initiative. "In a month of the second lockdown, we had delivered to more than 2,000 people and more importantly, saved around four tonnes of carbon dioxide in all the cities put together. I had two goals behind this initiative - we are not just saving lives in the pandemic but also future lives from climate change. We have tried to show that climate change does not need to be compromised while trying to do something. This is why our slogan reads we are part of the solution and not the problem," he explains. Adding a personal touchThe riders have all learnt some interesting lessons in dealing with their tasks too, shares Sathya, adding that the elders have a different way of functioning. "They do not believe in this impersonal way of communicating. They may call our main helpline once or twice. But after that they latch on to the person who has delivered. For us, we have an algorithm that says closest people first when it comes to riding. We have a back end system which calculates who is the closest active Relief Rider to the request. But the elders end up calling the same person again as they like the personal touch. They know them by name. We have now figured out a way to deal with that, where we answer the call and then excuse ourselves by saying we might not come in for that and send in someone else," he explains. There are times they have had two or three riders doing a relay to ferry something that is available in another part of the city, too. "The elders have really appreciated us, as simple chores like buying coriander leaves, tomatoes or medicines are not done so easily by someone living far away from them. They are not comfortable with the online delivery apps either. They like the personal touch. These might be small deeds we are doing, but they find them valuable," says Sathya. Ensuring safety of ridersFor the Relief Riders, ensuring safety is their topmost priority. "When we know we are at risk, we take greater care of ourselves. We have a collective culture where we say if one gets infected then they let everyone down. So everyone takes all the precautions. We also work on rotations and have more people now, so we do just one or two sortees in a day. We don't have targets to meet, so that's our advantage and it allows people to rest and not be over exposed," he reveals.||http://timesofindia.indiatimes.com//city/bengaluru/bicycle-evangelist-sathya-sankaran-shares-how-his-volunteers-have-been-helping-people-since-the-first-lockdown/articleshow/83744348.cms||Sunayana Suresh
---||Chennai||Charred body of Kalpakkam scientist found||CHENNAI: Police found the charred body of a 26-year-old scientist of Indira Gandhi Centre for Atomic Research Centre in Kalpakkam on Tuesday evening, two days after he went missing, from the Palar river bed in Vayalur. Police who identified the deceased as P Sathya Sairam of Andhra Pradesh’s East Godavari district suspect it to be a case of suicide. The spot where the body was found is 8km from his hostel and 1km from where his bicycle was found. Police said CCTV camera footage showed him buying petrol at an outlet on ECR at 4.15am on Sunday. Police said Sairam, a category I trainee scientist at IGCAR, Kalpakkam, moved into a hostel at the Pudupatnam township in February 2020 and was in room 88. Police said Sairam, who went out for cycling at 5am and return at 6am daily, on Sunday set out earlier than usual but did not return. Some of his colleagues went in search but couldn’t spot. His phone remained switched off. His friend Siva Krishnan informed his father Pasumarthy Nageswar Rao who arrived and filed a police complaint on Monday evening. Police said Sairam’s betrothal was scheduled for June 27. “We are awaiting the postmortem report,” said an officer.||http://timesofindia.indiatimes.com//city/chennai/charred-body-of-kalpakkam-scientist-found/articleshow/83759160.cms||Sindhu Kannan
---||World||How Big Tech created a data 'treasure trove' for police||PROVIDENCE: When US law enforcement officials need to cast a wide net for information, they're increasingly turning to the vast digital ponds of personal data created by Big Tech companies via the devices and online services that have hooked billions of people around the world.  Data compiled by four of the biggest tech companies shows that law enforcement requests for user information - phone calls, emails, texts, photos, shopping histories, driving routes and more - have more than tripled in the US since 2015. Police are also increasingly savvy about covering their tracks so as not to alert suspects of their interest.  That's the backdrop for recent revelations that the Trump-era US Justice Department sought data from Apple, Microsoft and Google about members of Congress, their aides and news reporters in leak investigations -- then pursued court orders that blocked those companies from informing their targets.  In just the first half of 2020 -- the most recent data available -- Apple, Google, Facebook and Microsoft together fielded more than 112,000 data requests from local, state and federal officials. The companies agreed to hand over some data in 85% of those cases. Facebook, including its Instagram service, accounted for the largest number of disclosures.  Consider Newport, Rhode Island, a coastal city of 24,000 residents that attracts a flood of summer tourists. Fewer than 100 officers patrol the city -- but they make multiple requests a week for online data from tech companies.  That's because most crimes - from larceny and financial scams to a recent fatal house party stabbing at a vacation rental booked online - can be at least partly traced on the internet. Tech providers, especially social media platforms, offer a "treasure trove of information" that can help solve them, said Lt. Robert Salter, a supervising police detective in Newport.  "Everything happens on Facebook," Salter said. "The amount of information you can get from people's conversations online -- it's insane."  As ordinary people have become increasingly dependent on Big Tech services to help manage their lives, American law enforcement officials have grown far more savvy about technology than they were five or six years ago, said Cindy Cohn, executive director of the Electronic Frontier Foundation, a digital rights group.  That's created what Cohn calls "the golden age of government surveillance." Not only has it become far easier for police to trace the online trails left by suspects, they can also frequently hide their requests by obtaining gag orders from judges and magistrates. Those orders block Big Tech companies from notifying the target of a subpoena or warrant of law enforcement's interest in their information - contrary to the companies' stated policies.  Of course, there's often a reason for such secrecy, said Andrew Pak, a former federal prosecutor. It helps prevent investigations getting sidetracked because someone learns about it, he said -"the target, perhaps, or someone close to it."  Longstanding opposition to such gag orders has recently resurfaced in the wake of the Trump-era orders. Apple in 2018 shared phone and account data generated by two Democratic members of the House Intelligence Committee, but the politicians didn't find out until May, once a series of gag orders expired.  Microsoft also shared data about a congressional aide and had to wait more than two years before telling that person. Brad Smith, Microsoft's president, last week called for an end to the overuse of secret gag orders, arguing in a Washington Post opinion piece that "prosecutors too often are exploiting technology to abuse our fundamental freedoms."  Critics like Cohn have called for revision of US surveillance laws drawn up years ago when the police and prosecutors typically had to deliver warrants to the home of the person being targeted for searches. Now that most personal information is now kept in the equivalent of vast digital storehouses controlled by Big Tech companies, such searches can proceed in secret.  "Our surveillance laws are really based on the idea that if something is really important, we store it at home, and that doesn't pass the giggle test these days," Cohn said. "It's just not true."  Many tech companies are quick to point out that the majority of the information they are forced to share is considered "non-content" data. But that can include useful details such as the basic personal details you supply when you register for an account, or the metadata that shows if and when you called or messaged someone, though not what you said to them.  Law enforcement can also ask tech companies to preserve any data generated by a particular user, which prevents the target from deleting it. Doing so doesn't require a search warrant or any judicial oversight, said Armin Tadayon, a cybersecurity associate at advisory firm the Brunswick Group.  If police later find reasonable grounds for conducting a search, they can return with a warrant and seize the preserved data. If not, the provider deletes the copies and "the user likely never finds out," Tadayon said.  In Newport, getting a search warrant for richer online data isn't that difficult. Salter said it requires a quick trip to a nearby courthouse to seek a judge's approval; some judges are also available after hours for emergency requests. And if a judge finds there is probable cause to search through online data, tech companies almost always comply.  "Most of the companies do play ball," Salter said. "We can speak with people, get questions answered. They're usually pretty helpful."  Nearly all big tech companies - from Amazon to rental sites like Airbnb, ride-hailing services like Uber and Lyft and service providers like Verizon - now have teams to respond to such requests and regularly publish reports about how much they disclosed. Some of the most dramatic increases in requests have been to tech companies that cater to younger people.  As the messaging app Snapchat has grown in popularity, so have government requests for its data. Snap, the company behind the app, fielded nearly 17,000 data requests in the first six months of 2020, compared to 762 in the same period of 2015.  Salter said the fact that we're all doing so much online means police detectives need to stay tech-savvy. But training courses for how to file such requests aren't hard to find.  For those worried about the growing volume of online data sought by law enforcement, Salter said: "Don't commit crimes and don't use your computer and phones to do it."  "Judges are not going to sign off on something if we don't have probable cause to go forward," he said. "We're not going to look at people's information without having something to go on."  But Cohn said more tech companies should be using encryption technology to make all personal information, including metadata, virtually impossible to decipher without a user key to unlock it.  Until then, she said, police can short circuit constitutional protections against unreasonable searches "by just going to the company instead of coming directly to us."||http://timesofindia.indiatimes.com//world/us/how-big-tech-created-a-data-treasure-trove-for-police/articleshow/83759294.cms||---
---||Chennai||Man dies in Chennai police custody||CHENNAI: A man detained for questioning in connection with a credit card scam collapsed and died in the police custody at the commissioner’s office in Chenni on Tuesday. Vedhachalam's wife Hamsa, and Sundararajan, Hamsa’s nephew, witnessed the incident when Vedhachalam collapsed around 2.30pm. He was rushed to the Rajiv Gandhi Government General Hospital where doctors examined and declared him dead. The Vepery police have registered a case of custodial death and referred the case to a magistrate’s inquiry.||http://timesofindia.indiatimes.com//city/chennai/man-dies-in-police-custody-in-chennai/articleshow/83759312.cms||A Selvaraj
---||World||Indian national sentenced in US for abusive sexual contact aboard airplane||WASHINGTON: A 29-year-old Indian national has been convicted by a federal jury of abusive sexual contact aboard an airplane and sentenced to two years of imprisonment, the Department of Justice said on Tuesday. Siva K Durbesula was convicted by the jury of abusive sexual contact aboard an airplane, the acting US Attorney for the District of South Carolina M Rhett DeHart said. According to filed court documents, witness testimony and evidence presented at trial, on June 23, 2019, Durbesula was a passenger aboard a flight from Chicago O'Hare airport to Myrtle Beach. Over the course of the flight, Durbesula sexually assaulted a 22-year-old female who was seated next to him. As the victim testified at trial, Durbesula pulled her toward him and groped her repeatedly mid-flight. Court records show that after the flight crew moved Durbesula away from the victim, Durbesula asked to return to his previous seat so he could speak to the victim again, the media statement said. During the trial, prosecutors also presented the testimony of a second victim, who testified that on March 21, 2019 – approximately three months prior to the assault on the airplane – Durbesula pinned her into the corner on a New York City subway train and groped her. The victim was able to video record Durbesula's exiting the train, which assisted the New York Police Department to identify Durbesula and charge him. Those charges were still pending when Durbesula sexually assaulted the victim on the airplane that resulted in federal charges. In addition to the prison term imposed, Judge Reidinger ordered Durbesula to serve 10 years of supervised release and to pay a $5,000 assessment.||http://timesofindia.indiatimes.com//world/us/indian-national-sentenced-in-us-for-abusive-sexual-contact-aboard-airplane/articleshow/83758771.cms||---
---||World||France's Sarkozy faces jail term in campaign financing trial||PARIS: The trial of former French President Nicolas Sarkozy concluded Tuesday in Paris, after a month during which the court sought to determine whether he broke laws on campaign financing in his unsuccessful 2012 re-election bid. The verdict is to be delivered on September 30. Prosecutors have requested a six-month prison term, as well as a six-month suspended sentence and a fine of 3,750 euros ($4,468). Sarkozy, France's president from 2007 to 2012, denies wrongdoing. He is accused of having spent almost twice the maximum legal amount of 22.5 million euros ($27.5 million) on the re-election bid that he lost to Socialist Francois Hollande. The trial comes after Sarkozy, 66, was found guilty on March 1 of corruption and influence-peddling in another case. He has appealed that verdict. In their conclusions last week, prosecutors said Sarkozy knew weeks before the 2012 election that his campaign financing, strictly limited under French law, was getting close to the legal maximum. They accused him of having ignored two notes from his accountants warning against racking up additional expenses. Instead, he gave instructions that led to more money being spent and did not put in place a supervision system, prosecutors said. "Sarkozy is the signatory and the only person responsible for his campaign financing. He is responsible for monitoring expenses, which he did not do,'' prosecutor Vanessa Perree said. He showed "his intention to exceed (the limit) by continuing to hold his rallies,'' she added. Prosecutors said on March 10, 2012, eight weeks before the presidential election runoff, the campaign's budget was already above the legal limit. The next day, Sarkozy held a giant rally at Villepinte, north of Paris, which alone cost 6 million euros. Closer to election day, Sarkozy held almost one rally per day, including two major ones in Paris at a cost of several million euros. During his one-day appearance at the Paris court last week, Sarkozy vehemently denied wrongdoing. He said the extra money did not go to his campaign but instead helped make other people richer. He said, voice often raised in anger, that he followed the financial recommendations of his staff, including canceling two planned rallies. "I don't see where I was careless, where I was negligent,'' he said. He said he "never'' gave any direct instructions to service providers in charge of the organization because he had a team to do that. "We made mistakes, probably... But was there malicious intent, fraudulent intent? No, no,'' he said. Sarkozy's lawyer, Gesche Le Fur, argued on Tuesday that her client could not be blamed for the amount of spending because ``he was not aware of the fraud and did not order it. He signed no contract, no invoice, he accepted to restrict expenses. He is respectful of the values of the Republic.'' In addition to the former president, 13 other people are on trial, including members of his conservative Republican party, accountants, and heads of the communication group in charge of organizing the rallies, named Bygmalion. They face charges including forgery, breach of trust, fraud, and complicity in illegal campaign financing. Some have already admitted wrongdoing and detailed the system of false invoices that was meant to cover up the overspending. Prosecutors requested mostly suspended prison sentences, and up to one year in prison for the Bygmalion co-funder. The defendants "disagree on everything. The declarations are not credible, possibly they are lies,'' Perree said. Sarkozy retired from active politics in 2017 but is still playing a role behind the scenes within his party, The Republicans. French media have reported that he may end up supporting centrist President Emmanuel Macron, through an alliance with figures on the traditional right, in next year's presidential election.||http://timesofindia.indiatimes.com//world/europe/frances-sarkozy-faces-jail-term-in-campaign-financing-trial/articleshow/83758831.cms||---
---||Guwahati||Vaccine rush sparks fears of Covid-19 infection spread in Assam||GUWAHATI: The vaccination drive launched Assam is seeing large crowds of beneficiaries at Covid Vaccination Centres (CVCs) since morning, but what is causing concern is the flouting of Covid-appropriate behaviour. With a target of inoculating nearly three lakh people every day, the vaccination centres are overflowing with people. Though they are in masks, the social distance norm has gone for a toss. Like the election days, Adivasi student leader Joseph Minz was waiting till noon before he stepped at the vaccination centre at the Doolahat Tea Estate in upper Assam's Lakhimpur district. Joseph's wait only made him a loser on the first day of vaccination Monday, as he had to ultimately take the vaccine last. There was no respite from the crowd till the end of the drive. “At around noon, I had to take the vaccine because there was no sign of any decline in the rush of people," he said. Joseph tried to manage the crowd but due to the limited number of vaccines administered in the centres each day, the locals dashed to the session site again on Tuesday morning. "The tea garden people got the information that only 400 doses will be administered in a day. So they rushed to get the shots before their neighbours. It has become like a race," he added. The total vaccination in two days crossed the stipulated target of six lakh by Tuesday evening. There was an overwhelming response across villages and towns. “People should not hurry. The violation of Covid rules can lead to the spread of the virus. We are going to continue the vaccination drive and there will be absolutely no dearth of vaccines. People must come to the vaccination centres as per the daily allocation in their nearby centres,” said vaccination spokesperson Munindra Nath Ngatey. The highest number of jabs was administered in Kamrup (Metropolitan) district on Tuesday with more than 24,000 beneficiaries getting inoculated. Besides size and population of the districts, the vulnerability in the second wave has been kept in mind by the health department while distributing the vaccines. But locals blamed proper information-providing mechanism as the reason behind the chaos in many centres. Partha Saikia of Rangamati went to the Bholaguri Kamala Miri HS School centre in Golaghat district at 8.30am. But the session site was already full with villagers who started arriving there from 6am. A token system was adopted by the centre management but maintaining a queue was beyond their control. "District administration should come up with a more systematic approach. Only with prior intimation, beneficiaries should be brought to the vaccination centres. Otherwise chaotic situation in the initial days is very likely to pose another heath threat," he said. Golaghat district has reported the third highest number of Covid cases (1,972) in the last 10 days, if new cases during the period are counted for all 33 districts of the state. For the health officials there is big concern for a few upper Assam districts and Golaghat is one among them. Even the district can face a lockdown this week, as the state government is considering stricter restrictions in some districts where the situation is yet to come under control. As per the state immunization office data, there are a total 2.31 crore 18+ population in Assam. Out of them, 48.71 lakh people have been vaccinated with the first jab, while 11.2 lakh got both doses. Chief minister Himanta Biswa Sarma was hopeful that by August 15, every 18+ citizen in Assam will get the first dose at least.||http://timesofindia.indiatimes.com//city/guwahati/vaccine-rush-sparks-fears-of-covid-19-infection-spread-in-assam/articleshow/83759218.cms||Kangkan Kalita
---||Business||No conclusive evidence that Choksi was abducted: Antigua PM||SAINT JOHN'S [ANTIGUA]: Antigua and Barbuda Prime Minister Gaston Browne on Tuesday said that he was not aware of any evidence that fugitive diamantaire Mehul Choksi was abducted and taken to Dominica. PM Browne faced a barrage of questions on Mehul Choksi in parliament by the MPs. Answering a question whether he or the minister of national security was aware or if any other investigative body has found any evidence that Mehul Choksi was taken to Dominica by involuntary means, Browne said, "I'm not aware of evidence, but there's information in the public domain Mehul Choksi was abducted." "And I'm aware that law enforcement here would have done some research, and perhaps may have some individuals of interests, but in so far as evidence is concerned, I am not aware that there is any such conclusive evidence. I am not aware that the sea vessel would have breached the security of the state, my understanding is that the vessel ostensibly that was utilised to abduct MC came here legally," Browne said while answering a query related to the integrity of Antigua and Barbuda borders. He also said that the royal Antigua and Barbuda police force issued the yellow notice to Interpol in the first instance to try and locate Mehul Choksi when he was reported missing. "It's well known that throughout the Caribbean region, we have relatively porous borders because of all of the different keys and the different beaches, and evidently we do not have enough resources including manpower," he said. "It is an area that we continue to struggle with, we have been assisted by the US government and other external agencies to help us to build capacity in that area. But admittedly, it is one of the weak areas in which the countries in the Caribbean, you know, they all have porous borders," he added. Choksi had gone missing from Antigua on May 23 after going out for dinner and was caught in Dominica a few days later. He was charged with illegal entry by the police in Dominica after he allegedly escaped from Antigua and Barbuda in a possible attempt to evade extradition to India. The Indian government is actively engaged with the Dominican government to seek the early deportation of Choksi. Choksi's lawyers have claimed that he was kidnapped and didn't go to Dominica of his own free will. The 62-year-old fugitive is wanted in India in connection with a Rs 13,500-crore fraud in the Punjab National Bank.||http://timesofindia.indiatimes.com//business/india-business/no-conclusive-evidence-that-choksi-was-abducted-antigua-pm/articleshow/83759519.cms||---
---||World||Iran says state-linked sites seized by US, reasons unclear||DUBAI: Iran said Tuesday that several state-linked news websites have been seized by the US government under unclear circumstances.  While there was no immediate acknowledgement of the seizures from American authorities, it comes amid the wider heightened tensions between the US and Iran.  The Islamic Republic's president-elect, judiciary chief Ebrahim Raisi, staked out a hard-line position Monday in his first news conference since his election victory. He said he would would not meet with president Joe Biden and ruled out any further negotiations with the West over Tehran's ballistic missile program and support for regional militias.  Iran's state-run IRNA news agency identified a series of websites taken offline, saying they were seized by the Department of Justice.  The Iranian state-linked websites that abruptly went offline with what appeared to be US seizure notices include state television's English-language arm Press TV, as well as the Yemeni Houthi rebels' Al-Masirah satellite news channel and Iranian state TV's Arabic-language channel, Al-Alam.  The notice said that the websites were seized "as part of law enforcement action" by the Bureau of Industry and Security, Office of Export Enforcement and the Federal Bureau of Investigation.  Marzieh Hashemi, a prominent American-born anchorwoman for Press TV, told The Associated Press that the channel was aware of the seizure but had no further information.  "We are just trying to figure out what this means," she said.||http://timesofindia.indiatimes.com//world/middle-east/iran-says-state-linked-sites-seized-by-us-reasons-unclear/articleshow/83759851.cms||---
---||World||Prosecutors: Robber fired 10 shots at wounded Iowa deputy||IOWA CITY: A Chicago man robbed two Iowa gas station employees at gunpoint and confined them in a cooler before he fired 10 shots at a sheriff's deputy who responded to the crime, seriously wounding him, prosecutors said Tuesday. The shots fired by Stanley Donahue injured the left hip and leg of Linn County Deputy William Halverson, who was wearing a protective vest, prosecutors said in a criminal complaint. Donahue then allegedly stole Halverson's service weapon and fled the Casey's General Store in Coggon, a town about 20 miles (32 kilometers) northeast of Cedar Rapids. Halverson remained hospitalized in stable condition Tuesday at the University of Iowa Hospitals and Clinics in Iowa City. The shooting of Halverson, who has worked for the county for seven years, was the first of an on-duty Linn County deputy since 1973. Authorities captured Donahue, 36, on Monday afternoon near Coggon after a 14-hour manhunt that involved a drone, an airplane, search dogs, and dozens of officers. He was arrested without incident after being spotted by a television news crew, who called the police. Linn County prosecutors allege in the criminal complaint that Donahue robbed two Casey's employees at gunpoint after 10 pm Sunday, stealing cash from the register and a safe, cigarettes, and their personal belongings. He then confined them in a store cooler. Halverson was the first to respond to a store alarm signifying a robbery in progress and was met by Donahue after he entered through the front door. Donahue repeatedly shot at Halverson and wounded him before he took the deputy's gun and fled in a minivan, the complaint states. Another deputy tried to pull him over, but Donahue sped away before crashing into concrete barriers on a bridge that was under construction, the complaint says. He then fled on foot and managed to evade authorities for 14 hours. In the minivan, investigators say they found the handgun Donahue used to shoot Halverson. They also recovered the deputy's service weapon and merchandise stolen during the robbery. Donahue has been charged with 10 counts, including attempting to murder an officer, disarming an officer, first-degree robbery, false imprisonment, trafficking stolen weapons, and possessing a gun as a felon. The most serious carry sentences of up to 50 years in prison. If convicted of attempting to murder an officer, he would be required to serve 100 percent of the prison sentence imposed and not be eligible for parole. During a brief court appearance Tuesday, a judge set Donahue's bond at USD 2.5 million and appointed the public defender's office to represent him. No attorney has made an appearance on his behalf. Authorities say, Donahue, who is in custody at the Linn County jail, was previously convicted of felonies in Illinois and Oklahoma.||http://timesofindia.indiatimes.com//world/us/prosecutors-robber-fired-10-shots-at-wounded-iowa-deputy/articleshow/83759600.cms||---
---||Business||Covid vaccines: EU ignores India, S Africa’s patent waiver plea at WTO||MUMBAI: The European Union has submitted a draft declaration at the World Trade Organization (WTO), “ignoring” the objectives of intellectual property (IP) waiver jointly sought by India and South Africa on Covid drugs and vaccines. While the waiver proposal is backed by over 100 countries, the EU has resisted it for eight months now. The EU declaration, which reiterates its position of using existing provisions under the WTO’s TRIPS (Trade-Related Aspects of Intellectual Property Rights) agreement during the pandemic, is being perceived by public health experts as a diversionary tactic. This could delay the progress of reaching a consensus on the waiver, which is critical to address the stark inequities in access to Covid vaccines globally. If adopted, the waiver is expected to provide countries with critical policy space to address IP barriers to increase collaboration in research and development, manufacturing and scale-up, and hence boost supply of Covid medicines and vaccines. The declaration comes ahead of an informal meeting of a small group of countries at the TRIPS Council on June 24, where it is expected to be discussed. Hopes had risen among WTO members that the negotiations will be fast-tracked, and a possible consensus may emerge soon. In its position made public earlier this month, the EU reaffirmed the content of the Doha Declaration on the TRIPS Agreement and Public Health, and asked governments to “facilitate the use of compulsory licensing”.||http://timesofindia.indiatimes.com//business/international-business/covid-vaccines-eu-ignores-india-s-africas-patent-waiver-plea-at-wto/articleshow/83760149.cms||Rupali Mukherjee
