---||Gurgaon||Gurgaon’s Sector 56 street food market limping back to normalcy after lockdown||The street food market in Sector 56 used to be one of the most happening places in Gurgaon before the pandemic hit. On any given day, the place was buzzing with street food lovers and on weekends, you’d be lucky if you didn’t have to wait several minutes just to get your order in. But the pandemic changed that and the market turned into a deserted spot, like many other places in the city. Earlier this year, the Municipal Corporation of Gurugram’s crackdown on illegal street hawkers and vendors also saw several food carts shut shop there, further robbing the market of its sheen. However, as the city unlocks gradually after the second wave, the Sector 56 market is also limping back to normalcy. As the lockdown was lifted in Gurgaon earlier this month, the once-bustling market reopened. And pretty soon, the place was once again abuzz with foodies, albeit with COVID protocols in place. A worker at one of the food carts in the market says, “We had started our cart again the last weekend post lockdown and the response has been pretty good. We are maintaining all hygiene and safety standards and trying to ensure social distancing for the customers as well.” ‘Once the footfall increases, we need to take measures to ensure social distancing’With an increase in footfall at the market over the weekend, some concerns about the lack of social distancing were raised. “Once the lockdown was lifted, people started coming here in droves. It’s not ideal because social distancing goes for a toss. Even though it’s good for our business, it is a little concerning,” says a food cart owner. Manoj, a vendor, adds, “Right now, it’s manageable because the crowd is less. People have just started coming here after the lockdown but once the footfall increases, we may have to take some measures to ensure social distancing. We don’t want any untoward incident happening here when the business starts picking up again.” Missed the vibe of Sector 56 market for months: FoodiesThe market has been the most popular street food place in Millennium City over the last few years since the food trucks near Leisure Valley Park closed. Rajit Ahuja, a Sector 54 resident, who visited the market recently, tells us, “The vibe of Sector 56 is different. We had been missing it for months. First, the pandemic and then the MCG crackdown had robbed the market of its sheen. But this weekend, it felt that it was returning.” In its current form, the market is only a shell of what it was in its heyday, but for Gurgaon’s food connoisseurs, even that is enough. “It is better that there are fewer carts as compared to earlier because that means fewer people and less crowding. But what I saw there gives me hope that the market will be back to normal again very soon,” adds Namrata, who recently visited the market with her family.||http://timesofindia.indiatimes.com//city/gurgaon/gurgaons-sector-56-street-food-market-limping-back-to-normalcy-after-lockdown/articleshow/83870526.cms||Abhimanyu Mathur
---||India||Don’t generalise to say Delhi sought 4X oxygen needed: AIIMS chief Guleria||NEW DELHI: AIIMS director Dr Randeep Guleria, who heads the five-member oxygen audit committee appointed by the Supreme Court, said on Saturday that it would be wrong to generalise and say that Delhi exaggerated its oxygen demand by four times. “It may have been four times or less depending on the ground situation on a particular day. Therefore, it should not be generalised,” he told TOI. Guleria said the report submitted to the apex court was an interim one. “It is not the final report. We have another meeting in two to three days. Based on the deliberations, a final report will be submitted by next week,” he said. In the backdrop of the war of words between BJP functionaries and the AAP government in Delhi on the issue, Dr Guleria explained that oxygen requirement was a dynamic process and the requirement is bound to change from day to day and time to time, depending on how the pandemic behaves. The AIIMS director said the audit committee used a government-approved formula to calculate the need for oxygen in Delhi, considering the number of ICU and routine beds that are there at a given time and the demand that was being made. Follow TOI's Covid live blog for latest updates“There was certainly a discrepancy in the demand made by certain hospitals vis-a-vis their need. We will deliberate further on this at the next meeting and discuss ways to make optimum use of the critical supply to avert any crisis in future,” said Dr Guleria. The interim report has suggested that Delhi government exaggerated the oxygen requirement in the city by more than four times during the April 25-May 10 peak period of the second Covid wave. It has observed that the supply of excess oxygen to the capital could have affected supply to12 states which had high caseloads. “There was a gross discrepancy (about four times). The actual oxygen consumption claimed by the Delhi government (1,140MT) was about four times higher than the calculated consumption as per the formula based on bed capacity (289 MT),” the interim report of the audit sub-group said. Besides Guleria, the SC-appointed panel had four other members: B S Bhalla, Delhi government's principal home secretary (home); Dr Sandeep Budhiraja of Max Healthcare; Subodh Yadav, joint secretary in the Jal Shakti ministry; and Sanjay Kumar Singh, controller of explosives, Petroleum and Explosives Safety Organisation. Both Bhalla and Budhiraja have questioned the conclusions made in the interim report. Bhalla said a reading of the interim report made it “painfully apparent” that the sub-group, instead of focusing on its actual task, deviated from the terms of order of the Supreme Court dated May 6 to recommend the quantity of LMO liquid medical oxygen to be allocated to Delhi. The manner in which the proceedings of the sub-group were conducted, he said, suggested that the purpose of the proceedings was to satisfy a “preconceived and predetermined conclusion and narrative to recommend a lower quantity of LMO to Delhi”. It was also aimed at further creating an impression that the assessment by the GNCTD before the high court and Supreme Court was “exaggerated or not genuine”, Bhalla added. Budhiraja said in his comments that a decision was taken in the first meeting itself to get actual details of oxygen consumption from all the hospitals of NCT of Delhi. “After repeated corrections (as hospital medical superintendents used a different format), the total calculation of oxygen consumption (based on actual consumption data of 214 hospitals) came to around 490 MT. This did not take into account oxygen cylinder refilling and non-Covid requirements of hospitals,” said Budhiraja. He also brought to the notice of the sub-group that he did not attend the May 18 meeting. He said he gave prior information to the group on WhatsApp that minutes of the previous meeting (held on May 15) should be circulated before the next meeting was scheduled. The AIIMS director said that both Bhalla and Budhiraja will be joining the next meeting and a final report will include their suggestions/recommendations.||http://timesofindia.indiatimes.com//india/dont-generalise-to-say-delhi-sought-4x-o2-needed-aiims-chief-guleria/articleshow/83873645.cms||Durgesh Nandan Jha
---||India||Gyms, yoga centres in Delhi allowed to reopen at 50% capacity from Monday||NEW DELHI: On a day when the city reported 85 fresh Covid cases, the lowest since May 1, 2020, the Delhi government on Saturday announced that gyms and yoga centres would be allowed to open with 50% capacity from Monday and weddings would be permitted in banquet halls and hotels with maximum 50 people. The government had banned weddings in public places, banquet halls and hotels during the peak of the second wave. It had allowed weddings only in courts or at home with a cap of 20 people. Around two months after the second wave hit the capital, infecting around 28,359 people on a single day on April 20, cases have seen a drastic decline. The positivity rate has fallen to 0.12%, one of the lowest since the pandemic broke out in the capital. Delhi has permitted various economic activities in a phased manner since May 31 after reviewing the impact of the lockdown on the Covid-19 management. At present, the activities that are allowed include manufacturing and construction work with conditions, bars with 50% seating capacity from 12 noon to 10pm; public parks, gardens, golf clubs, outdoor yoga activities, shops, malls, markets and shopping complexes from 10am to 8pm; restaurants with 50% seating capacity from 8am to 10pm; liquor shops, private offices with maximum 50% staff from 9am to 5pm. Government offices and emergency services and movement of individuals for funeral-related gatherings for up to 20 people are also allowed. Autos, erickshaws, cabs, taxis, gramin seva can carry two passengers, maxi cabs five and RTVs11. Educational institutions, cinemas and theatres, banquet halls (except for weddings), spas, auditoriums/ assembly halls, business-tobusiness exhibitions, swimming pools, stadia and sports complexes and amusement parks are still closed. Delhi Disaster Management Authority concluded that despite significant improvement, caution and care need to be maintained for effective Covid-19 management. It has extended the lockdown till 5am on July 5, during which all prohibited activities are banned. DDMA has asked authorities to supervise the functioning of markets, market complexes, malls, restaurants and bars. All stakeholders like market associations have been asked to ensure strict compliance with Covid-19 protocols. The government has permitted one weekly market a day per zone (with maximum 50% vendors); transportation by Delhi Metro is capped at 50% of the seating capacity of a coach and no standing passenger is allowed. There are caps on the sitting capacity in public transport as well. DDMA clarified that owners of banquet/marriage halls and hotels would be responsible for ensuring strict compliance of Covid-appropriate behaviour. “In case, any violation is found, strict penal/criminal action shall be taken against the owner of the premises as well as against the individual and the premises shall be sealed,” the order stated. Owners of gyms and yoga institutes will have to ensure Covidappropriate behaviour. There is no restriction on inter/intra-state movement of people and goods and no separate permission, or an e-pass, will be required for such movements. No activities will be allowed in containment zones. Chirag Sethi of Delhi Gym Association said the order came as a relief for 5,500 gym owners and 1 lakh people dependent on them for their livelihood. “We will adhere to all SOPs,” Sethi said. Since the lean marriage season is on, operators of banquet halls are happy about 50% operations for now. They say if the situation remains under control, the next marriage season won’t be affected. Kapil Nagpal, president of community welfare and banquet association (west zone), said, “If the number remains low till October, the government should allow full occupancy. We are grateful that 50% occupancy has been allowed.”||http://timesofindia.indiatimes.com//india/gyms-yoga-centres-in-delhi-allowed-to-reopen-at-50-capacity-from-monday/articleshow/83881364.cms||Alok K N Mishra
---||India||Insurance-backed ex gratia for Covid victims likely: Govt||NEW DELHI: The Union government on Saturday informed the Supreme Court that the National Disaster Management Authority (NDMA) and Asian Development Bank (ADB) were considering a proposal on insurance-backed ex gratia for Covid victims, which was disrupted due to a sharp rise in Covid cases during the second wave of the pandemic. The Centre, in its submissions, said, "ADB has also proposed a new Technical Assistance (TA) concept for promoting disaster risk transfer, including insurance in India. ADB through its TA is looking forward to developing disaster risk financing solutions for Indian states." "In this regard, a meeting was also held on April 5 between ADB and NDMA. During the meeting, ADB proposed a hybrid insurance solution - combination of parametric insurance and indemnity insurance - and requested for a joint meeting between NDMA, Department of Financial Services (DFS) and the ministry of home affairs (MHA)," it said. The meeting was scheduled for April 12, but was postponed because of the severity of the second wave of the pandemic. However, the Centre said it would be difficult for it to grant ex gratia from the National Disaster Relief Fund (NDRF) or for the states from SDRF as "ex gratia payment under SDRF/NDRF is available to persons who have died on account of 12 notified disasters and other local natural disasters which are notified by the state governments. However, Covid-19 has not been recommended by the XVth Finance Commission for financing of relief measures from State Disaster Risk Management Fund (SDRMF)/NDRMF, which includes ex gratia payment". To a query from a bench of Justices Ashok Bhushan and M R Shah about correcting death certificates to reflect the cause of demise as Covid, the Centre said, "The Registrar General of India will be asked to examine the matter in consultation with all the stakeholders for taking appropriate action in the matter." The SC had also asked the Centre to collate statistics from states which are paying ex gratia to kin of Covid victims and from which source. The Centre provided data for 36 states and UTs and said only 10 states are providing ex gratia ranging from Rs 50 lakh (by Assam) and Rs 50,000 (Delhi and Meghalaya). But the ex gratia amounts are not released from SDRF, it said. Others who are providing ex gratia are Andhra Pradesh (Rs 10 lakh to orphaned children, Rs 5 lakh in case of death of one parent), Bihar (Rs 4 lakh), Haryana (Rs 2 lakh only to BPL families), Karnataka (Rs 1 lakh).||http://timesofindia.indiatimes.com//india/insurance-backed-ex-gratia-for-covid-victims-likely-govt/articleshow/83881843.cms||Dhananjay Mahapatra
---||India||135cr more doses by year-end to vaccinate all against Covid, says govt||NEW DELHI: The Centre on Saturday evening filed an affidavit in the Supreme Court exuding confidence to complete vaccination of all over 18 years of age by December 31 and informed that by July 31, 51.6 crore jabs would be administered and that it has arranged for 135 crore more jabs by the year-end to complete free vaccination. The Centre said that India has an 18+ population between 93 crore and 94 crore requiring 186-188 crore jabs. The Centre said the 51.6 crore jabs (Covishield, 38.6 crore; Covaxin, 11 crore and Sputnik V, two crore) were procured at a cost of Rs 5,803 crore. It said the government has arranged for 135 crore more doses — Covishield (50 crore), Covaxin (40 crore), Bio E (30 crore), Zydus Cadila (5 crore) and Sputnik V (10 crore). The Centre said the vaccination could be completed earlier as many vaccines are at advanced stages of trial and could get user certificates from the concerned authorities. “The vaccination drive would get a boost if the government of India succeeds in its attempts to procure vaccines available outside India like vaccines of Pfizer, Johnson & Johnson, Moderna etc. It is submitted that for the purpose of procurement of these vaccines from abroad, efforts are ongoing at the level of the highest political executive in the country and also at the highest diplomatic level,” it said. On vaccination of those below 18 years, a concern raised by a bench headed by Justice D Y Chandrachud that the third wave could affect the children the most, the Centre said, “as of now, the firms manufacturing vaccines in India have only been given ‘emergency use authorisation’ for vaccinating people of 18 years and above”. “…the clinical trial cohort during Phase 1, 2 and 3 didn’t cover children below 18. On May 12, the DGCI has permitted Bharat Biotech to conduct clinical trials on the healthy volunteers between 2 years to 18 years of age for Covaxin and the enrolment process for this trial has also begun.” “If a person having no access to either internet or digital device/s or does not wish to self-register wants to be vaccinated, he can visit nearest vaccination centre where the health worker of the centre would register him and he would be vaccinated,” it said. “It is submitted that, at the cost of repetition, online registration and prior selfregistration and booking of appointment on CoWin is not mandatory to avail vaccination services,” it added. On vaccination in tribal areas, the Centre said the coverage, as per data available on CoWin as on June 23, vaccination per million population in tribal coverage is better than national average; 97 out of 176 tribal districts are performing better than all-India vaccination coverage.||http://timesofindia.indiatimes.com//india/govt-135cr-more-doses-by-year-end-to-vaccinate-all/articleshow/83883034.cms||Dhananjay Mahapatra
---||India||None of Maharashtra’s 21 Delta-plus infected were vaccinated?||MUMBAI: None of the 21 Covid-19 patients infected with the new Delta-plus variant in Maharashtra were possibly vaccinated. Dr Pradeep Awate, who heads the epidemiology cell of the state government's public health department, said they were still gathering information of patients, who are spread across the state, but preliminary information indicates most were not vaccinated. Three patients were under 18, and not eligible for vaccination. The state government has decided to step up vaccination in these five districts in the coming days. N Ramaswami, commissioner of state national health mission, said areas where the Delta-plus variant was found were being monitored closely. Delta-Plus or AY.1 variant was detected in nine Covid-positive samples from Ratnagiri, seven from Jalgaon, two from Mumbai and one each from Thane, Palghar and Sindhudurg districts. On Friday, the state declared that one of the patients from Ratnagiri, an 80-year-old woman with severe anxiety disorder, died June 13. She was admitted to a Covid care centre on June 1 but doctors transferred her to the civil hospital as she needed specialised psychiatric drugs and care. "She was aggressive and difficult to manage even though we started her on psychiatric drugs,"' said Ratnagiri civil surgeon Dr Sanghamitra Phule. The state is awaiting results of other samples sent to Institute of Genomics & Integrative Biology in Delhi for genetic sequencing. The health department is trying to understand how these 21 could have got infected with the Delta-plus virus.||http://timesofindia.indiatimes.com//india/none-of-maharashtras-21-delta-plus-infected-were-vaccinated/articleshow/83883383.cms||---
---||India||Deshmukh son routed Rs 4.7cr to educational trust as ‘donation’: Enforcement Directorate||MUMBAI: Of the money collected from bars and restaurants by dismissed cop Sachin Waze, Rs 4.7 crore was transferred to former state home minister Anil Deshmukh's Nagpur-based educational trust by his son, routing it through two hawala operators and showing it as donation, the enforcement directorate has said. Late on Friday, ED arrested Deshmukh's private secretary Sanjeev Palande and his personal assistant Kundan Shinde (as reported in some editions) and a special court remanded them to ED custody till July 1. The ED, in its remand application seeking their custody, stated Palande and Shinde had played an active role in money laundering. Palande had coordinated with Waze, DCP Raju Bhujbal and ACP Sanjay Patil for allegedly illegally collecting money from the orchestra bar owners in Mumbai, and the amount was handed over to Shinde. In his statement to the ED, Waze said he had collected Rs 4.7 crore between December 2020 to February 2021 (during the period, the government relaxed the Covid lockdown condition allowing bars to operate), and handed over the money to Shinde in two instalments. The remand application has mentioned diversion of funds collected from "orchestra bar owners" by Waze into the account of Shri Sai Shikshan Sanstha, through a Delhi-based hawala operator. Anil Deshmukh is the president of the trust and his two sons, Salil and Hrishikesh, are trustees. The ED recorded the statement of prominent bar owners of the city who had allegedly collected money from other bar owners known to them for the smooth functioning of their business. They stated that in December, 60 orchestra bar owners paid Rs 40 lakh to Waze as "good luck" money and then between January and February all the bar owners had collectively contributed Rs 4.3 crore for Waze who then handed all the collection to Deshmukh's staff. Waze had told the bar owners the collected money will go to 'Number 1" and the crime branch and social service branch of Mumbai police, said the remand plea. Delhi-based book entry operators, Jain brothers (Surendra and Virendra), told ED officials that Hrishikesh, through his associate, had approached them requesting an arrangement to take cash and transfer the amount to his trust through regular banking transactions as donations, said the remand application. It stated the cash from bar owners in Mumbai was transferred to the Jain brothers through a hawala channel. The ED had summoned Anil Deshmukh for his statement on Saturday, but he did not turn up, seeking time to appear for his further statement. Deshmukh wrote a letter to the ED showing his inability to present himself for questioning and said, "I am sanguine to expose the falsity, hollowness and lack of substance in the allegation levelled against me." It is learnt the ED may summon Deshmukh for questioning again next week. It had recorded his partial statement at his residence in Worli on Friday.||http://timesofindia.indiatimes.com//india/deshmukh-son-routed-rs-4-7cr-to-educational-trust-as-donation-enforcement-directorate/articleshow/83883580.cms||Vijay V Singh
---||India||Unified military commands could be a reality by Independence Day||NEW DELHI: The government is determined to push ahead with joint military commands to build an integrated war-fighting machinery in a more cost-effective manner, even as efforts are under way to allay apprehensions of the Indian Air Force. The plan, as it stands now, is to formally announce the decision to create four new integrated commands on Independence Day this year. The integrated maritime theatre command (IMTC), integrated air defence command (IADC) and two integrated land theatre commands (for the borders with Pakistan and China) will then be "raised and operationalised" over a two-year period by August 15, 2023, top sources told on Saturday. "A separate command for Jammu & Kashmir, which will include counter-terrorism operations, is also under consideration. The final modalities are being worked out. The government fully backs the creation of the integrated commands," said a source. As per the plan being spearheaded by chief of defence staff (CDS) General Bipin Rawat, the "commencement of the raising" of the new commands will begin after August 15 this year. These "raisings" will be overseen by serving commanders-in-chief (senior Lt-Generals, Vice Admirals and Air Marshals), in addition to their existing responsibilities. With the raisings to be completed by August 15 next year, the "commencement of operationalisation" of the new commands will then follow with the appointments of the actual theatre commanders. "The operationalisation will be completed by August 15, 2023. The theatre commanders will report directly to the chiefs of staff committee (CoSC), which is chaired by the CDS and includes the Army, Navy and IAF chiefs," he added. India currently has only two unified commands, the Andaman and Nicobar Command and the Strategic Forces Command to handle the country's nuclear arsenal, which were set up in 2001 and 2003 after the Kargil conflict with Pakistan. With India having as many as 17 single-service commands (Army 7, IAF 7 and Navy 3), which have little synergy in planning and operations as well as disjointed command-and-control structures, the need for joint commands and an integrated land-sea-air war-fighting machinery has been felt for a long time. The IAF, however, has resisted the move, stressing it would be operationally unwise to divide the country's "limited air assets" (just 30 fighter squadrons, six mid-air refuellers, three AWACS, two AEW&C aircraft etc) among different theatre commands. Moreover, the IAF contends that it can swiftly move its forces from one front to another across the country in less than 48 hours. A high-level committee chaired by the CDS, and including the vice-chiefs of Army, Navy and IAF, chief of integrated defence staff and representatives from defence, home and finance ministries, has already met in a bid to resolve such internal differences within the armed forces as well as consult external stakeholders. "Theatre commands will become a reality, one way or the other. They will be based fundamentally on a particular domain, with the assets and tri-service integration required in that domain. The CoSC will decide on the reallocation of forces among different theatres as and when required, depending on the contingency," said a senior officer. "These turf wars cannot continue forever. Even in the US, the Goldwater-Nichols Act had to be ultimately thrust down the military's throat to streamline integration and the chain of command, which was being stymied by inter-Service rivalry," he added. The commander-in-chief of the proposed IMTC, for instance, will have full operational control over the Western and Eastern Naval Fleets, maritime strike fighter jets of IAF, two amphibious infantry brigades of the Army and Coast Guard for integrated planning and execution of operations, as reported by TOI earlier. Watch Govt determined to go ahead with unified military commands by Independence Day||http://timesofindia.indiatimes.com//india/unified-military-commands-could-be-a-reality-by-independence-day/articleshow/83883828.cms||Rajat Pandit
---||India||40% of total active Covid cases in 20 districts of country: Govt||NEW DELHI: Nearly 40% of the total 5.95 lakh active cases of Covid-19 are in 20 districts with 12 in Maharashtra (seven districts) and Kerala (five districts) alone, indicating the areas where the infection continues to be sticky and needs greater attention. Of the 2.27 lakh active cases in these 20 districts, those in Maharashtra and Kerala together account for 44% of the current case load. In terms of case numbers, Bangalore Urban in Karnataka tops with 67,681 active cases, followed by Kamrup Metro (15,139 cases) in Assam, Ernakulum (11,903) in Kerala, and Mumbai suburban (11,823) and Kolhapur (9,653) in Maharashtra. Though Karnataka has just two district with a heavy caseload, Bangalore Urban has a significantly high number of active cases, as compared to other districts. Apart from Maharashtra and Kerala, the 20 districts include two in Karnataka, Andhra Pradesh and Assam each, whereas Tamil Nadu and Odisha have one district each. "We have been advising these state governments and district authorities to closely monitor reporting of high caseloads and implement cluster containment to be able to control a larger spread," a health ministry official said. The overall active caseload on Friday dropped to 5.9 lakh, against the peak of 37.4 lakh recorded on May 9. Weekly positivity rate is currently at 2.9% while the daily positivity rate stood at 2.7% on Friday.||http://timesofindia.indiatimes.com//india/40-of-total-active-covid-cases-in-20-districts-of-country-govt/articleshow/83884069.cms||Sushmi Dey
---||Patna||‘Meri Saheli’ teams make women passengers feel safe||PATNA: Danapur divisional railway manager (DRM) Sunil Kumar on Saturday said the railways has raised three teams of RPF’s ‘Meri Saheli’ at Patna Junction, Danapur and Patliputra Junction. “The three teams, each led by a woman sub-inspector, are working round the clock. At least six long-distance trains originating from Patna Junction, Danapur and Patliputra Junction are being escorted by them on a regular basis,” he said. The ‘Meri Saheli’ teams have come to the rescue of many women passengers. For instance, Meena Bano (28) from Madhubani district was travelling along with her husband, Firoz, by the Lokmanya Tilak Mumbai-Raxaul special passenger train recently. She had developed labour pain during journey and was de-boarded at Patna Junction around 10.30pm. “The Meri Saheli team acted swiftly and arranged safe delivery of a girl child on the platform number 1 itself without wasting precious little time,” the DRM said. He added even during the pick of Covid-19 pandemic, the Meri Saheli teams coordinated with women passengers at personal level. “The RPF’s Meri Saheli team members get in touch with women travelling by long-distance trains. Their details are forwarded to Meri Saheli teams at Pt Deen Dayal Upadhyaya Junction, Prayagraj, Kanpur, Tundla and New Delhi,” the DRM said, adding it is the responsibility of Meri Saheli teams to inform their counterparts at Patna Junction, Danapur and Patliputra to take care of these women passengers. This facility is available in all long-distance trains on Mumbai, Secunderabad, Ahmedabad, Chennai, Howrah and Jaipur routes.||http://timesofindia.indiatimes.com//city/patna/meri-saheli-teams-make-women-passengers-feel-safe/articleshow/83878043.cms||Kumod Verma
---||Allahabad||Civil Enclave to soon have cargo aircraft facility||Prayagraj: Entrepreneurs including guava and vegetable growers in the Prayagraj region, or for that matter businessmen producing various goods can look forward to exporting their products to different parts of the country and even abroad now. The Airport Authority of India (Prayagraj region) has been permitted by the Bureau of Civil Aviation Security (BCAS) to start the cargo flights from the Civil Enclave of Prayagraj located at Bamrauli. A proposal for starting cargo flight connectivity between Prayagraj and other cities in the country was sent to BCAS in November, last year. After getting the green signal from the security bureau, the freight air service could now start following which entrepreneurs and traders will be able to order or ship goods from different parts of the country. Active involvement of UP minister for civil aviation, Nand Gopal Gupta ‘Nandi’ is worth mentioning in terms of Prayagraj’s Civil Enclave to be able to start cargo services. “Now that we can start cargo flights from Sangam city, the facility would be of immense benefit for providing new markets, both nationally and internationally, to the products of the region very much on the lines of Varanasi, wherein veggies and fruits of Kashi have found new markets in the western countries as well,” says the minister. Regional director of AAI (Prayagraj) Anchal Prakash said, “After the approval from the security bureau, the cargo flights would now be introduced from Prayagraj too. However, the timing of these cargo flights, from arrival-departure and loading-unloading, would be kept separated from the passenger aircraft”. Recently, the Prayagraj civil enclave was surveyed by the station manager (terminal) of Varanasi airport so that a cargo aircraft facility can be introduced here too. The station manager was satisfied with the amenities following which the letter has been sent to BCAS for their approval. The airport authority also plans to build a separate terminal at Prayagraj’s civil enclave to start a regular cargo carrier. The terminal would have all the facilities needed for handling cargo facility including a warehouse, entry-exit, parking etc. to keep and handle goods coming and going from the city. The entrepreneurs of Prayagraj have been demanding to start cargo carriers for years. Vinay Aggarwal, president of Eastern UP Chamber of Commerce and Industries, said that they have been demanding for starting cargo facility from Prayagraj which would help in the overall economic growth of the city and its traders, be it in the business of various goods or the guava farmers.||http://timesofindia.indiatimes.com//city/allahabad/civil-enclave-to-soon-have-cargo-aircraft-facility/articleshow/83878681.cms||---
